time_s,source_v_pu,load_v_pu
0.000000000,0.999999999,0.000000000
0.000020000,0.999999999,0.000000000
0.000040000,0.999999999,0.999999999
0.000060000,0.999999999,0.999999999
0.000080000,0.999999999,0.999999999
0.000100000,0.999999999,0.999999999
