time_s,sending_v_pu,receiving_v_pu
0.0113,-0.899405246802,-0.772027481685
0.01135,-0.907484419724,-0.782338887223
0.0114,-0.915241167752,-0.792371927571
0.01145,-0.922672734952,-0.802123045907
0.0115,-0.929776480922,-0.811588785418
0.01155,-0.936549881736,-0.820765790537
0.0116,-0.942990530837,-0.829650808135
0.01165,-0.949096139892,-0.838240688679
0.0117,-0.954864539607,-0.846532387358
0.01175,-0.960293680499,-0.85452296516
0.0118,-0.965381633618,-0.862209589929
0.01185,-0.97012659124,-0.869589537364
0.0119,-0.974526867503,-0.876660191997
0.01195,-0.97858089901,-0.883419048121
0.012,-0.982287245384,-0.889863710682
0.01205,-0.985644589777,-0.895991896138
0.0121,-0.98865173934,-0.901801433264
0.01215,-0.991307625648,-0.907290263934
0.0122,-0.993611305076,-0.912456443849
0.01225,-0.995561959139,-0.917298143234
0.0123,-0.997158894779,-0.921813647487
0.01235,-0.998401544611,-0.926001357793
0.0124,-0.999289467129,-0.929859791693
0.01245,-0.999822346857,-0.933387583611
0.0125,-0.999999994466,-0.936583485345
0.01255,-0.999822346839,-0.939446366511
0.0126,-0.999289467092,-0.941975214944
0.01265,-0.998401544556,-0.944169137065
0.0127,-0.997158894706,-0.946027358194
0.01275,-0.995561959048,-0.947549222831
0.0128,-0.993611304966,-0.948734194892
0.01285,-0.99130762552,-0.949581857896
0.0129,-0.988651739194,-0.950091915121
0.01295,-0.985644589612,-0.950264189706
0.013,-0.982287245202,-0.950098624718
0.01305,-0.97858089881,-0.949595283175
0.0131,-0.974526867284,-0.948754348022
0.01315,-0.970126591003,-0.94757612207
0.0132,-0.965381633364,-0.946061027888
0.01325,-0.960293680227,-0.944209607659
0.0133,-0.954864539318,-0.942022522983
0.01335,-0.949096139585,-0.939500554645
0.0134,-0.942990530513,-0.936644602343
0.01345,-0.936549881395,-0.933455684365
0.0135,-0.929776480564,-0.92993493723
0.01355,-0.922672734577,-0.926083615286
0.0136,-0.91524116736,-0.921903090267
0.01365,-0.907484419315,-0.917394850805
0.0137,-0.899405246377,-0.9125605019
0.01375,-0.891006519037,-0.907401764359
0.0138,-0.882291221324,-0.901920474177
0.01385,-0.87326244974,-0.896118581891
0.0139,-0.863923412167,-0.889998151885
0.01395,-0.854277426719,-0.883561361663
0.014,-0.844327920569,-0.87681050107
0.01405,-0.834078428729,-0.869747971483
0.0141,-0.823532592795,-0.86237628496
0.01415,-0.812694159653,-0.854698063345
0.0142,-0.801566980145,-0.84671603734
0.01425,-0.790155007705,-0.838433045536
0.0143,-0.778462296954,-0.829852033404
0.01435,-0.766493002256,-0.820976052251
0.0144,-0.754251376243,-0.811808258136
0.01445,-0.741741768308,-0.802351910749
0.0145,-0.728968623055,-0.792610372256
0.01455,-0.715936478721,-0.782587106101
0.0146,-0.702649965565,-0.772285675783
0.01465,-0.689113804222,-0.761709743584
0.0147,-0.675332804026,-0.750863069274
0.01475,-0.6613118613,-0.739749508771
0.0148,-0.647055957619,-0.728373012777
0.01485,-0.632570158037,-0.716737625373
0.0149,-0.617859609289,-0.704847482579
0.01495,-0.602929537965,-0.692706810893
0.015,-0.587785248647,-0.680319925785
0.01505,-0.572432122029,-0.667691230164
0.0151,-0.556875613003,-0.654825212817
0.01515,-0.541121248724,-0.641726446814
0.0152,-0.525174626642,-0.628399587884
0.01525,-0.509041412516,-0.61484937276
0.0153,-0.492727338399,-0.6010806175
0.01535,-0.476238200606,-0.587098215772
0.0154,-0.459579857647,-0.57290713712
0.01545,-0.442758228154,-0.558512425199
0.0155,-0.42577928877,-0.54391919598
0.01555,-0.408649072032,-0.529132635935
0.0156,-0.391373664225,-0.514158000196
0.01565,-0.373959203219,-0.499000610688
0.0157,-0.356411876288,-0.483665854236
0.01575,-0.338737917914,-0.468159180656
0.0158,-0.320943607572,-0.452486100817
0.01585,-0.303035267494,-0.436652184682
0.0159,-0.285019260428,-0.420663059332
0.01595,-0.266901987376,-0.404524406967
0.016,-0.248689885319,-0.388241962887
0.01605,-0.23038942493,-0.371821513455
0.0161,-0.212007108275,-0.355268894041
0.01615,-0.193549466504,-0.33858998695
0.0162,-0.17502305753,-0.321790719333
0.01625,-0.156434463696,-0.304877061079
0.0163,-0.137790289442,-0.287855022699
0.01635,-0.119097158955,-0.270730653186
0.0164,-0.100361713814,-0.253510037868
0.01645,-0.0815906106337,-0.23619929625
0.0165,-0.0627905186983,-0.218804579835
0.01655,-0.0439681175905,-0.201332069939
0.0166,-0.02513009482,-0.1837879755
0.01665,-0.00628314344638,-0.166178530868
0.0167,0.0125660402982,-0.148509993593
0.01675,0.0314107593884,-0.130788642199
0.0168,0.0502443183854,-0.113020773958
0.01685,0.0690600258154,-0.0952127026469
0.0169,0.087851196547,-0.0773707563123
0.01695,0.106611154167,-0.0595012750161
0.017,0.125333233351,-0.0416106085861
0.01705,0.144010782234,-0.0237051143602
0.0171,0.162637164773,-0.00579115492702
0.01715,0.1812057631,0.0121249041333
0.0172,0.199709979884,0.0300366965111
0.01725,0.218143240662,0.0479378574285
0.0173,0.236498996185,0.0658220259008
0.01735,0.254770724741,0.0836828469958
0.0174,0.272951934472,0.101513974091
0.01745,0.291036165681,0.119309071131
0.0175,0.309016993125,0.137061814873
0.01755,0.326888028303,0.154765897138
0.0176,0.344642921721,0.17241502705
0.01765,0.362275365151,0.190002933272
0.0177,0.379779093868,0.20752336623
0.01775,0.397147888881,0.224970100339
0.0178,0.41437557914,0.24233693621
0.01785,0.43145604373,0.259617702854
0.0179,0.448383214041,0.276806259877
0.01795,0.465151075931,0.293896499654
0.018,0.481753671859,0.310882349508
0.01805,0.498185103002,0.32775777386
0.0181,0.514439531349,0.344516776377
0.01815,0.530511181781,0.361153402103
0.0182,0.546394344115,0.37766173957
0.01825,0.562083375141,0.394035922902
0.0183,0.57757270062,0.410270133899
0.01835,0.592856817269,0.426358604102
0.0184,0.607930294714,0.442295616844
0.01845,0.622787777419,0.458075509277
0.0185,0.637423986593,0.473692674391
0.01855,0.65183372206,0.489141562999
0.0186,0.666011864109,0.504416685713
0.01865,0.679953375314,0.519512614891
0.0187,0.693653302322,0.534423986568
0.01875,0.707106777615,0.549145502358
0.0188,0.720309021236,0.563671931341
0.01885,0.733255342493,0.577998111917
0.0189,0.745941141617,0.592118953644
0.01895,0.758361911406,0.606029439041
0.019,0.770513238819,0.619724625377
0.01905,0.782390806547,0.63319964642
0.0191,0.793990394547,0.646449714173
0.01915,0.80530788154,0.659470120568
0.0192,0.816339246478,0.672256239145
0.01925,0.827080569968,0.684803526691
0.0193,0.83752803567,0.697107524855
0.01935,0.847677931649,0.709163861735
0.0194,0.857526651696,0.720968253425
0.01945,0.867070696606,0.732516505545
0.0195,0.876306675426,0.743804514723
0.01955,0.885231306657,0.754828270058
0.0196,0.89384141942,0.765583854545
0.01965,0.902133954583,0.776067446463
0.0197,0.910105965847,0.786275320734
0.01975,0.917754620796,0.796203850251
0.0198,0.925077201897,0.805849507158
0.01985,0.932071107474,0.815208864111
0.0199,0.938733852624,0.824278595491
0.01995,0.945063070106,0.83305547859
0.02,0.95105651118,0.841536394749
