time_s,B26  A_v_pu,EQUL A_v_pu,B26  B_v_pu,EQUL B_v_pu,B26  C_v_pu,EQUL C_v_pu,FAULTA_v_pu,LINE A_v_pu,EQUR A_v_pu,LINE B_v_pu,EQUR B_v_pu,LINE C_v_pu,EQUR C_v_pu,B500 A_v_pu,B500 B_v_pu,B500 C_v_pu,SEND A_v_pu,REC  A_v_pu,SEND B_v_pu,REC  B_v_pu,SEND C_v_pu,REC  C_v_pu,X_saturated_transformer_internal_top_v_pu,Y_saturated_transformer_internal_top_v_pu,Z_saturated_transformer_internal_top_v_pu,output_fixed_1_pu,output_fixed_2_pu,output_fixed_3_pu,output_fixed_4_pu,output_fixed_5_pu,output_fixed_6_pu,output_fixed_7_pu,output_fixed_8_pu,output_fixed_9_pu,switch_current_switch_fixed_4_pu
0.0494172,16467.9090389,18409.5448452,-11415.7326312,-12765.1194133,-5052.17640768,-5644.42543191,-1.76567557171,314395.350978,362856.594365,-72303.4728445,-82881.1096787,-239967.583524,-279975.484687,301216.817591,-66677.8065758,-229706.240019,736.068754312,-1.76567557171,516048.71094,525703.621741,419899.119524,409303.588447,313163.348055,-70456.1321658,-240289.246424,301216.817591,-66677.8065758,-229706.240019,736.068754312,516048.71094,419899.119524,-1.76567557171,525703.621741,409303.588447,-176.567557171
0.0494838,16451.1180974,18506.9524482,-10911.2101612,-12412.4491681,-5539.90793625,-6094.50328006,-1.62445998515,299812.966999,359885.472294,-55134.4175041,-73537.5466856,-245695.383058,-286347.925609,292305.336995,-54414.2486813,-235384.019548,8130.20679667,-1.62445998515,518717.380415,524962.556491,421405.30583,411151.687318,305665.283955,-58538.8921828,-245871.032117,292305.336995,-54414.2486813,-235384.019548,8130.20679667,518717.380415,421405.30583,-1.62445998515,524962.556491,411151.687318,-162.445998515
0.0495504,16494.3850926,18592.6940291,-10460.135487,-12051.9546252,-6034.24960563,-6540.73940391,-1.45894537578,286408.04964,356687.493217,-38596.7928102,-64147.6286463,-251005.319516,-292539.864571,285878.373426,-42959.5196614,-242345.052254,15634.0409949,-1.45894537578,523641.914462,524646.619928,421069.296448,412119.586464,300071.807652,-47299.6931639,-252483.710111,285878.373426,-42959.5196614,-242345.052254,15634.0409949,523641.914462,421069.296448,-1.45894537578,524646.619928,412119.586464,-145.894537578
0.049617,16575.5287518,18666.7155402,-10036.8162993,-11683.8630257,-6538.71245252,-6982.85251453,-1.28446925395,274958.151556,353264.673008,-23898.6146419,-54717.2745791,-256070.247278,-298547.398429,280939.184779,-31805.3119512,-250293.687615,24859.8425569,-1.28446925395,530400.706144,523712.45899,418583.288507,413653.434309,295606.59335,-36314.5174759,-259870.210224,280939.184779,-31805.3119512,-250293.687615,24859.8425569,530400.706144,418583.288507,-1.28446925395,523712.45899,413653.434309,-128.446925395
0.0496836,16671.5157627,18728.9703212,-9607.23260131,-11308.4063992,-7064.28316143,-7420.563922,-1.1072068413,265275.151258,349619.169272,-10906.4528738,-45252.4289915,-260976.198911,-304366.740281,276275.964336,-20176.0808721,-259101.674312,36641.4847663,-1.1072068413,537505.857065,522302.816055,415152.502483,415827.918957,291330.771693,-24933.6233148,-267896.200315,276275.964336,-20176.0808721,-259101.674312,36641.4847663,537505.857065,415152.502483,-1.1072068413,522302.816055,415827.918957,-110.72068413
0.0497502,16766.1474674,18779.4191292,-9146.92904623,-10925.8214182,-7619.21842116,-7853.59771104,-0.928549719231,257433.569972,345753.279986,1653.51622435,-35759.0581331,-265891.089504,-309994.221853,271387.234162,-7145.78172587,-268328.83344,49850.1802935,-0.928549719231,543624.066087,521290.666531,413310.696578,417610.819595,286755.599928,-12502.9637612,-276295.746564,271387.234162,-7145.78172587,-268328.83344,49850.1802935,543624.066087,413310.696578,-0.928549719231,521290.666531,417610.819595,-92.8549719231
0.0498168,16847.742906,18818.0301635,-8649.07722598,-10536.3492486,-8198.66567998,-8281.68091497,-0.756134384739,252114.639914,341669.442046,14563.398986,-26243.1462346,-271141.047775,-315426.295811,266332.444765,7745.639955,-277236.207023,61820.3970622,-0.756134384739,547642.396154,520517.255317,414314.902283,418395.611142,281802.52492,1220.03456585,-284603.240585,266332.444765,7745.639955,-277236.207023,61820.3970622,547642.396154,414314.902283,-0.756134384739,520517.255317,418395.611142,-75.6134384739
0.0498834,16907.6950464,18844.7790852,-8120.95734058,-10140.2353975,-8786.73770585,-8704.54368771,-0.602842685991,249795.509313,337370.229736,27343.4620841,-16710.6917355,-277255.253554,-320659.538001,260963.157207,23929.1831795,-285472.415389,69527.5755864,-0.602842685991,548703.014399,518842.182393,417039.082365,417853.201386,276389.839213,15817.1399237,-292499.43884,260963.157207,23929.1831795,-285472.415389,69527.5755864,548703.014399,417039.082365,-0.602842685991,518842.182393,417853.201386,-60.2842685991
0.04995,16951.0210927,18859.649033,-7585.00600447,-9737.72955899,-9366.01508826,-9121.91947397,-0.471286202579,249986.393491,332858.353104,38704.3210204,-7167.70350345,-285184.336784,-325690.6496,254948.225951,39769.0398127,-293664.786288,72062.4532466,-0.471286202579,547313.745752,515532.335594,420476.642503,416095.526618,270511.366571,30239.1535619,-300224.600901,254948.225951,39769.0398127,-293664.786288,72062.4532466,547313.745752,420476.642503,-0.471286202579,515532.335594,416095.526618,-47.1286202579
0.0500166,17001.2386314,18862.6306333,-7082.50611993,-9329.08545606,-9918.73251147,-9533.54517721,-0.35073130689,251525.615273,328136.65625,47719.0886725,2379.80295429,-295579.987646,-330516.459204,248857.884827,53433.5770775,-302615.59514,71382.5666973,-0.35073130689,545498.73932,511347.869473,424624.872133,413917.061346,264828.452461,43225.8874553,-308213.810292,248857.884827,53433.5770775,-302615.59514,71382.5666973,545498.73932,424624.872133,-0.35073130689,511347.869473,413917.061346,-35.073130689
0.0500832,17078.9946938,18853.7220067,-6651.88477739,-8914.5606812,-10427.1099164,-9939.16132551,-0.229756869756,253600.57315,323208.115538,54993.8664248,11925.8092821,-307817.664471,-335133.92482,244236.468442,64238.1452944,-311980.495728,69441.6829008,-0.229756869756,544879.141012,508119.962153,428810.632129,411892.91553,260457.674168,54105.5598781,-316313.014768,244236.468442,64238.1452944,-311980.495728,69441.6829008,544879.141012,428810.632129,-0.229756869756,508119.962153,411892.91553,-22.9756869756
0.0501498,17184.0129013,18832.9287689,-6295.38316169,-8494.41653378,-10888.6297396,-10338.5122351,-0.0963913805151,255939.182351,318075.837717,62324.0961128,21464.29807,-320529.449503,-339540.135787,242060.119453,73041.6613588,-320764.023975,66747.3454153,-0.0963913805151,545604.192566,507469.640195,431945.457733,409754.530924,257900.315414,63278.0179321,-324007.981307,242060.119453,73041.6613588,-320764.023975,66747.3454153,545604.192566,431945.457733,-0.0963913805151,507469.640195,409754.530924,-9.63913805151
0.0502164,17311.8782618,18800.2640271,-5987.38333766,-8068.91785539,-11324.4949241,-10731.3461717,0.068705296191,258131.496492,312743.057965,71001.8583946,30989.2566468,-332914.309145,-343732.314612,242061.0477,81076.5315251,-328978.069013,63288.2763778,0.068705296191,546546.787864,509736.641305,434218.616562,406399.742872,256848.231878,71632.4311789,-331400.88791,242061.0477,81076.5315251,-328978.069013,63288.2763778,546546.787864,434218.616562,0.068705296191,509736.641305,406399.742872,6.8705296191
0.050283,17471.2050559,18755.7483717,-5712.20090416,-7638.33286291,-11759.0041518,-11117.4155088,0.283882702956,259552.617086,307213.137847,81039.0354661,40494.6808702,-344846.370205,-347707.818717,243758.340582,88777.8450384,-337606.987748,58982.0666193,0.283882702956,546237.810573,513327.222945,436482.154209,400581.880586,257019.005749,79620.663167,-339175.484904,243758.340582,88777.8450384,-337606.987748,58982.0666193,546237.810573,436482.154209,0.283882702956,513327.222945,400581.880586,28.3882702956
0.0503496,17674.6414672,18699.4098636,-5476.29490938,-7202.93297942,-12198.3465578,-11496.4768842,0.543853896269,259938.127761,301489.563196,91855.0681409,49974.5789116,-356065.78637,-351464.142108,247348.790342,95969.6277364,-347189.674724,53646.8506065,0.543853896269,544580.009459,515933.823411,438335.91397,392835.279092,258621.612173,87153.745992,-347712.091281,247348.790342,95969.6277364,-347189.674724,53646.8506065,544580.009459,438335.91397,0.543853896269,515933.823411,392835.279092,54.3853896269
0.0504162,17927.2921858,18631.2840163,-5290.72836887,-6762.9926631,-12636.5638169,-11868.2913532,0.816698673872,259794.65132,295575.94192,102909.764306,59422.975033,-366076.022689,-354998.916953,253355.417889,102537.857357,-357497.829986,47449.4589784,0.816698673872,542494.096052,516616.05755,438899.926674,385995.660229,262012.107117,94075.2046284,-356892.20327,253355.417889,102537.857357,-357497.829986,47449.4589784,542494.096052,438899.926674,0.816698673872,516616.05755,385995.660229,81.6698673872
0.0504828,18220.1903616,18551.4137735,-5152.77342005,-6318.78923425,-13067.4169416,-12232.6245392,1.06656990189,260308.019251,289476.001721,113427.769331,68833.9133539,-374737.352359,-358309.915075,261650.70726,108523.660288,-368132.642694,41231.1087646,1.06656990189,540320.933895,515964.773601,438215.570822,382776.416929,267059.925713,100384.866229,-366427.878136,261650.70726,108523.660288,-368132.642694,41231.1087646,540320.933895,438215.570822,1.06656990189,515964.773601,382776.416929,106.656990189
0.0505494,18528.3211883,18459.8494821,-5040.31888714,-5870.60270043,-13488.0023012,-12589.2467817,1.26782821789,262353.463071,283193.587752,122055.319747,78201.4616057,-382518.766308,-361395.049358,270914.850691,113905.128824,-378953.052725,36071.7636028,1.26782821789,537658.018303,515365.610094,436710.905393,384153.369044,272831.951955,106183.630468,-376085.530143,270914.850691,113905.128824,-378953.052725,36071.7636028,537658.018303,436710.905393,1.26782821789,515365.610094,384153.369044,126.782821789
0.050616,18820.5150142,18356.6488606,-4918.28345456,-5418.71558002,-13902.2315596,-12937.9332806,1.41603121163,265439.55998,276732.660188,127706.092678,87519.7148711,-390179.898703,-364252.375059,279034.963629,118620.994141,-390254.770361,32238.4808869,1.41603121163,534130.460099,515974.097515,434797.617328,389729.674322,277885.968109,111667.953838,-385853.668941,279034.963629,118620.994141,-390254.770361,32238.4808869,534130.460099,434797.617328,1.41603121163,515974.097515,389729.674322,141.603121163
0.0506826,19072.4297404,18241.8769623,-4754.32246391,-4963.41272408,-14318.1072765,-13278.4642382,1.52289855945,268558.936876,270097.291731,130857.858006,96782.7993063,-398228.7133,-366880.091037,284426.770196,122976.099587,-402204.187195,28906.9623319,1.52289855945,530105.525558,518140.111354,432757.654745,397793.50138,281098.048107,117225.036828,-395720.707347,284426.770196,122976.099587,-402204.187195,28906.9623319,530105.525558,432757.654745,1.52289855945,518140.111354,397793.50138,152.289855945
0.0507492,19270.5277577,18115.6061346,-4533.6440748,-4504.98113682,-14736.8836829,-13610.6249978,1.58206193574,271872.978342,263291.665046,133257.947225,105984.875844,-406540.808967,-369276.540889,287130.372674,127875.432198,-413972.352288,24912.4590867,1.58206193574,526575.315675,521359.925688,430246.111295,405602.413028,282321.216886,123400.795834,-405201.695453,287130.372674,127875.432198,-413972.352288,24912.4590867,526575.315675,430246.111295,1.58206193574,521359.925688,405602.413028,158.206193574
0.0508158,19407.7042409,17977.9159737,-4260.47968428,-4043.70979465,-15147.2245566,-13934.206179,1.57371559653,276387.668919,256320.070119,136166.472363,115120.143873,-414641.251757,-371440.213992,288190.791575,134121.547561,-424099.166791,19350.3072358,1.57371559653,524519.891022,524659.60025,426370.130746,411150.780764,282060.7334,130506.597499,-413459.24223,288190.791575,134121.547561,-424099.166791,19350.3072358,524519.891022,426370.130746,1.57371559653,524659.60025,411150.780764,157.371559653
0.0508824,19483.3261831,17828.8932736,-3951.49106939,-3579.88946407,-15531.8351137,-14249.0038095,1.51202708119,282424.78608,249186.901558,139434.836845,124182.844896,-422461.837022,-373369.746454,288312.730122,141453.346204,-431842.785842,12168.6929443,1.51202708119,524618.000955,527274.106152,420498.309402,415153.856821,280762.707242,138215.212601,-420016.719161,288312.730122,141453.346204,-431842.785842,12168.6929443,524618.000955,420498.309402,1.51202708119,527274.106152,415153.856821,151.202708119
0.050949,19511.5572611,17668.6319722,-3635.34204023,-3113.81251835,-15876.2152209,-14554.8194538,1.4344193708,289285.911705,241896.655819,142377.396268,133167.266158,-430272.646811,-375063.921977,287926.855119,148635.970918,-437598.561889,4465.10578124,1.4344193708,526738.811235,529003.10354,413077.076509,419545.159918,278891.612862,145658.296403,-425068.82711,287926.855119,148635.970918,-437598.561889,4465.10578124,526738.811235,413077.076509,1.4344193708,529003.10354,419545.159918,143.44193708
0.0510156,19517.2272694,17497.2330915,-3348.78722041,-2645.77275323,-16168.440049,-14851.4603383,1.35472775286,295914.454784,234453.928373,144977.311707,142067.744251,-437842.305203,-376521.672624,287868.487141,154370.321896,-441975.562485,-2626.10273748,1.35472775286,529579.719884,530430.879393,405773.706128,424401.843208,277223.74689,151902.173249,-428995.584996,287868.487141,154370.321896,-441975.562485,-2626.10273748,529579.719884,405773.706128,1.35472775286,530430.879393,424401.843208,135.472775286
0.0510822,19512.7900604,17314.8046745,-3110.50525218,-2176.06520174,-16402.2848082,-15138.7394727,1.26918624461,301233.816082,226863.410808,148006.721877,150878.668679,-444480.357085,-377742.079487,288763.698889,158206.958077,-445066.933652,-9247.32588261,1.26918624461,531272.486451,532110.011039,400387.155716,428592.320019,276254.970216,156575.394612,-431880.436169,288763.698889,158206.958077,-445066.933652,-9247.32588261,531272.486451,400387.155716,1.26918624461,532110.011039,428592.320019,126.918624461
0.0511488,19491.5176479,17121.4617164,-2901.4199032,-1704.9859482,-16590.0977447,-15416.4757682,1.18220705255,304149.96857,219129.887877,152245.960204,159594.485397,-449823.707888,-378724.373274,290148.68764,160806.183418,-446939.95269,-16747.9237918,1.18220705255,530138.97361,533550.54237,397120.007675,431462.342615,275604.478475,160189.878858,-433789.208099,290148.68764,160806.183418,-446939.95269,-16747.9237918,530138.97361,397120.007675,1.18220705255,533550.54237,431462.342615,118.220705255
0.0512154,19448.6328813,16917.3260927,-2688.10215703,-1232.83194162,-16760.5307243,-15684.4941511,1.10407443793,303726.797611,211258.234473,157727.855711,168209.700312,-454085.390549,-379467.934785,290925.581646,163023.609711,-448413.44548,-26572.0710682,1.10407443793,525428.117829,533604.798548,394683.073822,432706.468263,274500.565772,163535.736978,-435269.491864,290925.581646,163023.609711,-448413.44548,-26572.0710682,525428.117829,394683.073822,1.10407443793,533604.798548,432706.468263,110.407443793
0.051282,19390.7161231,16702.5264822,-2456.34728706,-759.900808465,-16934.368836,-15942.6256737,1.03321182651,299461.086667,203253.412563,163699.80232,176718.882748,-457601.374301,-379972.29531,290377.715671,164972.598884,-450585.637032,-38702.3226253,1.03321182651,518171.49882,531750.594326,392517.245512,432524.245981,272539.442025,166874.824468,-437030.337023,290377.715671,164972.598884,-450585.637032,-38702.3226253,518171.49882,392517.245512,1.03321182651,531750.594326,432524.245981,103.321182651
0.0513486,19323.742558,16477.1982856,-2211.55617547,-286.490665082,-17112.1863825,-16190.7076206,0.955878949447,291742.95182,195120.468058,169485.542858,185116.668865,-460146.003014,-380237.136922,288729.360038,166567.996893,-453576.061852,-51253.6912489,0.955878949447,510839.683417,528896.994037,391001.912698,431620.804623,269898.600835,170136.331057,-439171.219652,288729.360038,166567.996893,-453576.061852,-51253.6912489,510839.683417,391001.912698,0.955878949447,528896.994037,431620.804623,95.5878949447
0.0514152,19244.0347239,16241.4835407,-1957.92830366,187.100070239,-17286.1064202,-16428.5836109,0.859698399531,282242.753521,186864.527631,175154.722147,193397.765044,-460847.347831,-380262.292675,286838.662787,168432.091418,-456306.987201,-61320.6899948,0.859698399531,505542.770061,526833.598761,390077.003037,430376.635745,267010.223968,173560.143886,-441086.872747,286838.662787,168432.091418,-456306.987201,-61320.6899948,505542.770061,390077.003037,0.859698399531,526833.598761,430376.635745,85.9698399531
0.0514818,19134.9792137,15995.5308322,-1684.67384686,660.572865366,-17450.3053669,-16656.1036976,0.737521730666,273138.583964,178490.795489,180821.945347,201556.951223,-459061.503019,-380047.746712,284930.586146,171428.354914,-457579.77272,-66675.7221574,0.737521730666,503046.472398,527150.146107,389686.852901,428534.831609,263828.5367,177606.951782,-442046.874338,284930.586146,171428.354914,-457579.77272,-66675.7221574,503046.472398,389686.852901,0.737521730666,527150.146107,428534.831609,73.7521730666
0.0515484,18970.4048305,15739.4951987,-1366.61075494,1133.62926252,-17603.7940755,-16873.1244612,0.590324943813,265368.704437,170004.550087,185920.055696,209589.084187,-455070.145242,-379593.634274,281794.397462,175821.974513,-457075.986679,-67768.0978856,0.590324943813,502676.900599,530440.424056,390772.614212,425521.9432,259450.213527,182550.814654,-441732.722406,281794.397462,175821.974513,-457075.986679,-67768.0978856,502676.900599,390772.614212,0.590324943813,530440.424056,425521.9432,59.0324943813
0.051615,18727.0183004,15473.5380345,-975.184762343,1605.97106639,-17751.8335381,-17079.5091009,0.431310447082,258062.355241,161411.140805,190085.555138,217489.100808,-449741.829461,-378900.241614,275700.0782,181552.777008,-455166.39283,-66686.3454348,0.431310447082,503240.759644,535716.29451,394073.61577,421152.27012,252707.674614,188558.737673,-440224.255525,275700.0782,181552.777008,-455166.39283,-66686.3454348,503240.759644,394073.61577,0.431310447082,535716.29451,421152.27012,43.1310447082
0.0516816,18394.490195,15197.8269881,-494.26074004,2077.30053212,-17900.229455,-17275.1275202,0.268742712612,249963.598741,152715.984577,194019.537467,225252.021242,-443935.370265,-377968.005819,265846.091405,188762.922675,-452049.305778,-64659.6603608,0.268742712612,504444.934615,540816.278679,398615.709365,416341.294868,243044.347431,195829.784882,-437594.568064,265846.091405,188762.922675,-452049.305778,-64659.6603608,504444.934615,398615.709365,0.268742712612,540816.278679,416341.294868,26.8742712612
0.0517482,17974.8581223,14912.5358563,70.9145417209,2547.320553,-18045.7726641,-17459.8564093,0.0942291584264,240736.164943,143924.56247,198678.099153,232872.952062,-438218.296047,-376797.514532,252550.771189,197468.360499,-447522.630537,-61874.3620659,0.0942291584264,506471.510618,543900.829934,403022.13541,412791.638636,230660.816771,204323.409692,-433736.039984,252550.771189,197468.360499,-447522.630537,-61874.3620659,506471.510618,403022.13541,0.0942291584264,543900.829934,412791.638636,9.42291584264
0.0518148,17476.5900612,14617.844475,698.72777444,3015.73484772,-18175.3178357,-17633.5793228,-0.0979116554192,230635.480586,135042.416236,204200.148155,240347.089346,-432808.57103,-375389.505582,236467.211815,207067.923292,-441423.275866,-58279.961458,-0.0979116554192,508952.594698,544580.364314,406883.198671,411759.733925,216058.791807,213537.220976,-428539.621335,236467.211815,207067.923292,-441423.275866,-58279.961458,508952.594698,406883.198671,-0.0979116554192,544580.364314,411759.733925,-9.79116554192
0.0518814,16915.3470116,14313.9386055,1359.70010215,3482.24814718,-18275.0471137,-17796.1867527,-0.301407999375,219603.716097,126075.144815,210018.512662,247669.721707,-427803.850346,-373744.866521,218234.885896,216489.404933,-434021.690201,-53706.3941241,-0.301407999375,511213.824923,543767.43491,410371.098081,413503.556038,199820.867493,222683.033187,-422150.624666,218234.885896,216489.404933,-434021.690201,-53706.3941241,511213.824923,410371.098081,-0.301407999375,543767.43491,413503.556038,-30.1407999375
0.051948,16318.2795415,14001.0098176,2018.69044893,3946.56638057,-18336.9699904,-17947.5761982,-0.511014512675,207091.077031,117028.400805,215732.213135,254836.233257,-423131.344216,-371864.634062,198821.80108,224659.474046,-425929.008082,-48094.7789436,-0.511014512675,512834.762969,542606.892511,413716.330505,417538.756422,182793.489177,230972.54138,-414986.054035,198821.80108,224659.474046,-425929.008082,-48094.7789436,512834.762969,413716.330505,-0.511014512675,542606.892511,417538.756422,-51.1014512675
0.0520146,15713.0479673,13679.2553687,2644.64290178,4408.39686076,-18357.6908691,-18087.6522295,-0.72648498669,192641.2753,107907.886903,221884.083698,261842.106522,-418040.160466,-369749.993425,179645.242121,231195.434646,-417333.087597,-41972.6955266,-0.72648498669,513900.083858,541583.940072,416682.969855,422236.047466,166027.573502,238012.333943,-407282.138959,179645.242121,231195.434646,-417333.087597,-41972.6955266,513900.083858,416682.969855,-0.72648498669,541583.940072,422236.047466,-72.648498669
0.0520812,15108.2811012,13348.8780796,3234.63204917,4867.4484688,-18342.9131504,-18216.3265484,-0.94384274263,176258.752653,98719.3523051,229828.47748,268682.925288,-411320.993809,-367402.277593,161812.420269,237047.30184,-407620.751661,-36427.3377955,-0.94384274263,514768.117339,539922.041728,418157.016432,424730.143144,150145.43609,244291.740277,-398816.453129,161812.420269,237047.30184,-407620.751661,-36427.3377955,514768.117339,418157.016432,-0.94384274263,539922.041728,424730.143144,-94.384274263
0.0521478,14497.7057503,13010.0862066,3817.4873696,5323.43183744,-18315.1931199,-18333.518044,-1.15512052926,157964.15031,89468.5890861,240431.144191,275354.377384,-402436.563551,-364822.96647,145268.485614,243850.012807,-396475.903757,-32291.9320303,-1.15512052926,515927.480626,536478.068318,416816.603124,423268.225981,134916.42955,250927.424874,-389524.782868,145268.485614,243850.012807,-396475.903757,-32291.9320303,515927.480626,416816.603124,-1.15512052926,536478.068318,423268.225981,-115.512052926
0.0522144,13881.3434689,12663.09331,4421.585052,5776.05953351,-18302.9285209,-18439.1528435,-1.35420281041,137457.303686,80161.4285467,253065.337395,281852.257401,-391995.770754,-362013.685947,129044.344576,252291.201313,-384866.073478,-29286.9589992,-1.35420281041,518179.930893,531328.198844,412449.222623,419646.800898,119690.832383,258595.824599,-380055.369264,129044.344576,252291.201313,-384866.073478,-29286.9589992,518179.930893,412449.222623,-1.35420281041,531328.198844,419646.800898,-135.420281041
0.052281,13267.4940378,12308.1181201,5050.42240273,6225.0462391,-18317.9164405,-18533.1643592,-1.52845159759,114661.062077,70803.7375382,266262.692368,288172.469341,-380848.52546,-358976.20688,112294.751171,261731.715066,-374115.303923,-26301.6310741,-1.52845159759,521906.131268,525749.150386,406456.354054,416864.805167,104073.257168,267067.9063,-371187.96546,112294.751171,261731.715066,-374115.303923,-26301.6310741,521906.131268,406456.354054,-1.52845159759,525749.150386,416864.805167,-152.845159759
0.0523476,12660.1773322,11945.3843984,5692.63573197,6670.10893147,-18352.8130641,-18615.4933299,-1.65015490873,90366.3558923,61401.4147645,278957.684304,294311.029205,-369241.598062,-355712.443969,94872.356452,271368.160708,-364598.422105,-22204.3551246,-1.65015490873,526268.215037,521428.503785,401163.350932,415784.412325,88079.1961948,275832.714401,-363091.86986,94872.356452,271368.160708,-364598.422105,-22204.3551246,526268.215037,401163.350932,-1.65015490873,521428.503785,415784.412325,-165.015490873
0.0524142,12053.2250581,11575.1207976,6343.01513908,7110.96706139,-18396.2401972,-18686.087859,-1.69695581685,66067.3772213,51960.3870633,290628.757578,300264.067495,-357199.338465,-352224.454558,76910.7708194,281039.424771,-355815.25026,-16417.7343415,-1.69695581685,529875.331235,519302.646239,398582.291111,415914.441442,71770.2326052,284712.226735,-355415.290983,76910.7708194,281039.424771,-355815.25026,-16417.7343415,529875.331235,398582.291111,-1.69695581685,519302.646239,415914.441442,-169.695581685
0.0524808,11430.5200135,11197.5607165,7010.69509082,7547.34273001,-18441.2151043,-18744.9034465,-1.67163541504,43139.2321935,42486.6056702,300764.580559,306027.831662,-345084.096782,-348514.437332,58107.7820816,290984.259476,-347122.156713,-9428.77240796,-1.67163541504,531854.483792,518822.653445,399259.817024,416774.39384,54848.8808963,293838.013378,-347701.662255,58107.7820816,290984.259476,-347122.156713,-9428.77240796,531854.483792,399259.817024,-1.67163541504,518822.653445,416774.39384,-167.163541504
0.0525474,10773.2775903,10812.9421534,7713.39343801,7978.96086406,-18486.6710283,-18791.9030174,-1.58982411753,21970.2694516,32986.0424676,309098.219594,311598.688464,-333383.291478,-344584.730932,37673.8040877,301452.263431,-338209.337801,-2466.97240175,-1.58982411753,532112.931648,518710.371962,402342.635543,417929.873875,36707.7950227,303431.882806,-339679.877589,37673.8040877,301452.263431,-338209.337801,-2466.97240175,532112.931648,402342.635543,-1.58982411753,518710.371962,417929.873875,-158.982411753
0.052614,10072.159122,10421.5075561,8464.24830179,8405.5493892,-18536.4074238,-18827.0569453,-1.46695918003,1946.25842699,23464.6862199,316330.337727,316973.126264,-322410.812543,-340437.812484,15097.7075114,312702.055738,-329040.618879,3856.32531117,-1.46695918003,531274.13253,518133.400003,406786.578409,419123.156901,16959.4089039,313721.895192,-331299.340852,15097.7075114,312702.055738,-329040.618879,3856.32531117,531274.13253,406786.578409,-1.46695918003,518133.400003,419123.156901,-146.695918003
0.0526806,9332.6910984,10023.503669,9259.00149602,8826.83940158,-18591.6925944,-18850.3430705,-1.31969576129,-17345.6160279,13928.5387986,323995.62071,322147.757236,-312226.150948,-336076.296035,-9029.20495705,325079.487612,-319343.313675,10259.3052361,-1.31969576129,530446.49488,517314.13381,411569.141524,420142.171753,-4045.1571047,324863.796163,-322463.688828,-9029.20495705,325079.487612,-319343.313675,10259.3052361,530446.49488,411569.141524,-1.31969576129,517314.13381,420142.171753,-131.969576129
0.0527472,8570.31645478,9619.18137715,10074.1069821,9242.56533728,-18644.4234369,-18861.7467144,-1.16384978949,-35389.311072,4383.61139919,333323.889885,327119.319506,-302550.712065,-331502.930905,-33249.4873305,338673.662362,-308554.863614,18231.888402,-1.16384978949,530405.413627,517245.822203,415470.947208,420453.55472,-25350.5115376,336718.4213,-312934.51419,-33249.4873305,338673.662362,-308554.863614,18231.888402,530405.413627,415470.947208,-1.16384978949,517245.822203,420453.55472,-116.384978949
0.0528138,7803.88152708,9208.79554886,10876.7072943,9652.46513977,-18680.5888213,-18861.2606886,-1.00723490212,-51735.1285545,-5164.07924869,344217.151848,331884.679205,-293171.798148,-326720.599956,-56438.4706971,352700.388956,-296643.130277,28666.8496332,-1.00723490212,531217.159308,518960.376063,418158.751072,419324.992622,-46092.2514493,348621.505809,-302723.008192,-56438.4706971,352700.388956,-296643.130277,28666.8496332,531217.159308,418158.751072,-1.00723490212,518960.376063,419324.992622,-100.723490212
0.0528804,7056.6472797,8792.60487445,11633.4116825,10056.2804251,-18690.0589622,-18848.8852995,-0.851722711459,-67043.9396236,-14708.5146733,355443.077558,336440.832447,-284473.467669,-321732.317774,-78256.6485109,365559.932375,-284618.947347,40703.7693947,-0.851722711459,532399.477904,522825.229437,420946.712174,416271.438502,-65769.9671446,359519.888799,-292410.107701,-78256.6485109,365559.932375,-284618.947347,40703.7693947,532399.477904,420946.712174,-0.851722711459,522825.229437,416271.438502,-85.1722711459
0.052947,6356.28811421,8370.8717034,12313.7614878,10453.7566446,-18670.049602,-18824.628348,-0.702805344547,-82595.0576482,-24243.678455,365913.450688,340784.90722,-276902.86756,-316541.228765,-98338.9631738,375849.703659,-273723.541815,51977.4050837,-0.702805344547,533315.526979,527837.730804,424705.056521,411521.026766,-83862.5876915,368517.711326,-282761.787079,-98338.9631738,375849.703659,-273723.541815,51977.4050837,533315.526979,424705.056521,-0.702805344547,527837.730804,411521.026766,-70.2805344547
0.0530136,5720.74427573,7943.86187896,12902.5670153,10844.6432457,-18623.311291,-18788.5051247,-0.571229161131,-99210.03067,-33763.5600184,375627.826903,344914.165197,-270184.803151,-311150.605178,-116014.692337,383365.630271,-264321.951133,59788.9147783,-0.571229161131,533706.360995,531691.490727,428233.363012,405996.249955,-99841.1332852,375438.770503,-274082.293745,-116014.692337,383365.630271,-264321.951133,59788.9147783,533706.360995,428233.363012,-0.571229161131,531691.490727,405996.249955,-57.1229161131
0.0530802,5146.10676272,7511.84457059,13416.3977028,11228.6938296,-18562.5044656,-18740.5384002,-0.460893471097,-116948.497446,-43262.1584216,385308.915929,348826.003464,-263664.378119,-305563.845043,-131201.318201,389167.077645,-256094.207878,63072.1729007,-0.460893471097,533881.967777,532429.449883,430548.781961,400991.47903,-113782.250702,380981.7048,-266262.916122,-131201.318201,389167.077645,-256094.207878,63072.1729007,533881.967777,430548.781961,-0.460893471097,532429.449883,400991.47903,-46.0893471097
