time_s,receiving_voltage_phase_1_v,sending_current_phase_1_a,receiving_current_phase_1_a,receiving_voltage_phase_2_v,sending_current_phase_2_a,receiving_current_phase_2_a,receiving_voltage_phase_3_v,sending_current_phase_3_a,receiving_current_phase_3_a
0.0013,325918.786755,6248.16468955,-6518.37573509,111754.296012,2300.65927161,-2235.08592025,4021.40160263,114.478900853,-80.4280320527
0.00131,263988.47434,5451.16211642,-5279.76948681,107721.318018,2106.86977543,-2154.42636036,3196.86153001,40.8691621133,-63.9372306003
0.00132,238822.843034,4626.66366248,-4776.45686068,96377.4727155,1964.34770355,-1927.54945431,-2689.49339409,-35.6458932083,53.7898678819
0.00133,204767.169405,4191.78315697,-4095.34338809,89037.1711432,1751.20221139,-1780.74342286,-7605.12824914,-166.671763803,152.102564983
0.00134,189940.030396,3714.82987225,-3798.80060792,78750.2828656,1595.991342,-1575.00565731,-14594.0343143,-282.380444643,291.880686286
0.00135,170072.613488,3455.70890859,-3401.45226975,71510.2891201,1411.90624301,-1430.2057824,-20464.8755394,-418.594386284,409.297510787
0.00136,160485.660526,3162.10743633,-3209.71321053,63210.871232,1276.33788572,-1264.21742464,-27008.0389238,-535.346739223,540.160778477
0.00137,148171.335461,2993.93008099,-2963.42670923,57077.0759905,1130.21041805,-1141.54151981,-32543.8330333,-656.891217994,650.876660666
0.00138,141487.182659,2802.43258817,-2829.74365319,50685.2942879,1020.78110301,-1013.70588576,-38136.7005028,-760.447681896,762.734010057
0.00139,133402.096743,2685.14975745,-2668.04193486,45794.0431245,908.86632967,-915.88086249,-42907.3729838,-862.109313762,858.147459676
0.0014,128483.225819,2553.78925544,-2569.66451638,40968.3023296,823.541004304,-819.366046592,-47494.4141227,-948.951553488,949.888282455
0.00141,122896.686173,2467.47391749,-2457.93372347,37176.9030436,739.205178649,-743.538060871,-51441.3978663,-1031.49845615,1028.82795733
0.00142,119143.303478,2373.49648896,-2382.86606957,33564.8344026,673.795361877,-671.296688052,-55134.9018354,-1102.46876598,1102.69803671
0.00143,115113.233463,2307.52369479,-2302.26466927,30669.654988,610.734892307,-613.39309976,-58341.3828304,-1168.67946156,1166.82765661
0.00144,112178.454573,2237.93664766,-2243.56909145,27977.5864925,561.080774369,-559.551729849,-61297.2717928,-1226.07508113,1225.94543586
0.00145,109166.452999,2186.16490045,-2183.32905999,25787.903377,514.152914159,-515.758067541,-63886.0576129,-1279.04870621,1277.72115226
0.00146,106830.966077,2133.15544394,-2136.61932154,23788.7187959,476.744960676,-475.774375917,-66254.0736872,-1325.38244099,1325.08147374
0.00147,104513.481103,2091.73513756,-2090.26962205,22146.4695852,441.991921231,-442.929391705,-68345.8091621,-1367.90375737,1366.91618324
0.00148,102628.258599,2050.37316318,-2052.56517198,20669.640224,414.045147419,-413.39280448,-70253.1020935,-1405.43489186,1405.06204187
0.00149,100801.204546,2016.71695934,-2016.02409092,19450.1644307,388.493249819,-389.003288614,-71951.808541,-1439.7998152,1439.03617082
0.0015,99259.7225885,1983.75698144,-1985.19445177,18368.9531447,367.853555502,-367.379062895,-73500.4945016,-1470.40330626,1470.00989003
0.00151,97788.6147718,1956.0320834,-1955.77229544,17476.0368157,349.287350977,-349.520736314,-74890.7592805,-1498.4285986,1497.81518561
0.00152,96512.2405133,1929.26056312,-1930.24481027,16696.3519481,334.305424776,-333.927038962,-76160.6269314,-1523.60128264,1523.21253863
0.00153,95305.0852281,1906.12123144,-1906.10170456,16056.3853427,321.075627635,-321.127706853,-77309.2595116,-1546.69567574,1546.18519023
0.00154,94234.6312653,1883.98433452,-1884.69262531,15508.1323625,310.492110835,-310.162647251,-78361.8315616,-1567.60940546,1567.23663123
0.00155,93226.54265,1864.4193382,-1864.530853,15064.9295257,301.367004426,-301.298590513,-79320.8407547,-1586.85513463,1586.41681509
0.00156,92316.9264427,1845.80078115,-1846.33852885,14695.5998422,294.21936047,-293.911996844,-80203.3020904,-1604.41882525,1604.06604181
0.00157,91461.0020609,1829.03902566,-1829.22004122,14406.2267811,288.274280694,-288.124535622,-81012.9156376,-1620.64478043,1620.25831275
0.00158,90677.619383,1813.1217616,-1813.55238766,14176.2293968,283.824717669,-283.524587936,-81761.4269011,-1635.56095111,1635.22853802
0.00159,89939.2887758,1798.56961221,-1798.78577552,14007.7806221,280.361195071,-280.155612441,-82452.7066361,-1649.40239925,1649.05413272
0.0016,89255.428929,1784.7464219,-1785.10857858,13887.0599259,278.04199202,-277.741198517,-83095.0341372,-1662.21402916,1661.90068274
0.00161,88608.8107592,1771.94378268,-1772.17621518,13814.2141784,276.528905399,-276.284283567,-83691.9910176,-1674.15923456,1673.83982035
0.00162,88003.7591763,1759.75759864,-1760.07518353,13779.7963322,275.90127116,-275.595926645,-84249.5317747,-1685.28687019,1684.99063549
0.00163,87429.2295282,1748.34599738,-1748.58459056,13782.9779859,275.932001169,-275.659559719,-84770.7790698,-1695.71267467,1695.4155814
0.00164,86886.8513381,1737.44899901,-1737.73702676,13817.1830586,276.655181871,-276.343661172,-85260.0967416,-1705.48314035,1705.20193483
0.00165,86369.3719878,1727.14786222,-1727.38743976,13881.1825351,277.916305546,-277.623650702,-85720.1197441,-1714.68182298,1714.40239488
0.00166,85877.0446063,1717.27281709,-1717.54089213,13970.3140848,279.724368183,-279.406281696,-86154.1017523,-1723.35017358,1723.08203505
0.00167,85404.9856693,1707.8615893,-1708.09971339,14083.2521389,281.972670031,-281.665042777,-86564.2246309,-1731.5496401,1731.28449262
0.00168,84952.7899451,1698.80140989,-1699.0557989,14216.6305642,284.657013741,-284.332611283,-86952.9522382,-1739.31585669,1739.05904476
0.00169,84517.0843547,1690.10596514,-1690.34168709,14369.179022,287.702505673,-287.38358044,-87322.0717729,-1746.69480887,1746.44143546
0.0017,84097.1893747,1681.6989066,-1681.94378749,14538.4238425,291.098646444,-290.76847685,-87673.4749467,-1753.71647658,1753.46949893
0.00171,83690.7160146,1673.58116699,-1673.81432029,14723.2174545,294.791948987,-294.464349089,-88008.6171873,-1760.41583136,1760.17234375
0.00172,83296.9098177,1665.69997383,-1665.93819635,14921.7110042,298.769498333,-298.434220083,-88328.9687944,-1766.81777349,1766.57937589
0.00173,82914.0376532,1658.04994849,-1658.28075306,15132.9019118,302.992404778,-302.658038236,-88635.7120509,-1772.9492874,1772.71424102
0.00174,82541.3682446,1650.59381051,-1650.82736489,15355.3861101,307.447442015,-307.107722203,-88930.0021659,-1778.83090251,1778.60004332
0.00175,82177.6158272,1643.32347202,-1643.55231654,15588.3050028,312.105819417,-311.766100056,-89212.7993127,-1784.48371167,1784.25598625
0.00176,81822.1157738,1636.21200605,-1636.44231548,15830.5763786,316.955063354,-316.611527572,-89485.0199216,-1789.92457833,1789.70039843
0.00177,81473.8946145,1629.2505668,-1629.47789229,16081.4737199,321.973479656,-321.629474399,-89747.4448336,-1795.17018033,1794.94889667
0.00178,81132.3691062,1622.41927639,-1622.64738212,16340.1514286,327.149817638,-326.803028573,-90000.8073621,-1800.23435395,1800.01614724
0.00179,80796.7887406,1615.70953442,-1615.93577481,16605.9989881,332.467451527,-332.119979763,-90245.7440766,-1805.1304207,1804.91488153
0.0018,80466.651949,1609.10635852,-1609.33303898,16878.3473807,337.916495935,-337.566947614,-90482.8463709,-1809.86974052,1809.65692742
0.00181,80141.3708305,1602.60186218,-1602.82741661,17156.6853577,343.484005591,-343.133707154,-90712.6348901,-1814.46305052,1814.2526978
0.00182,79820.5191085,1596.18453353,-1596.41038217,17440.4775492,349.161430889,-348.809550983,-90935.5900024,-1818.91969548,1818.71180005
0.00183,79503.629832,1589.8473744,-1590.07259664,17729.2963002,354.938543654,-354.585926005,-91152.139162,-1823.2483997,1823.04278324
0.00184,79190.3430924,1583.58138458,-1583.80686185,18022.7087214,360.808018558,-360.454174429,-91362.6751495,-1827.45687211,1827.25350299
0.00185,78880.2835255,1577.38047367,-1577.60567051,18320.356855,366.761665627,-366.4071371,-91567.5503771,-1831.5522535,1831.35100754
0.00186,78573.1482355,1571.23749611,-1571.46296471,18621.8873386,372.793240679,-372.437746772,-91767.0880041,-1835.54092541,1835.34176008
0.00187,78268.6323272,1565.14721258,-1565.37264654,18926.9999825,378.896106058,-378.539999649,-91961.5798607,-1839.42877171,1839.23159721
0.00188,77966.481138,1559.10387336,-1559.32962276,19235.4038159,385.064951001,-384.708076318,-92151.293382,-1843.2210957,1843.02586764
0.00189,77666.4447635,1553.10300131,-1553.32889527,19546.8463802,391.294336948,-390.936927605,-92336.471334,-1846.92277556,1846.72942668
0.0019,77368.3089829,1547.1399159,-1547.36617966,19861.0861409,397.579747778,-397.221722818,-92517.3362658,-1850.53823698,1850.34672532
0.00191,77071.8673401,1541.21080455,-1541.4373468,20177.9100323,403.91668328,-403.558200647,-92694.0910623,-1854.07154767,1853.88182125
0.00192,76776.9393581,1535.31181887,-1535.53878716,20497.1160456,410.301298016,-409.942320912,-92866.9219012,-1857.52641695,1857.33843802
0.00193,76483.3532859,1529.43971652,-1529.66706572,20818.5236366,416.729834774,-416.370472732,-93035.9991227,-1860.90625507,1860.71998245
0.00194,76190.9567402,1523.59130598,-1523.8191348,21141.9626588,423.199011363,-422.839253176,-93201.4792662,-1864.21418467,1864.02958532
0.00195,75899.6059588,1517.76382954,-1517.99211918,21467.2794533,429.705665172,-429.345589065,-93363.5060035,-1867.45307946,1867.27012007
