time_s,receiving_voltage_phase_1_minimum_v,receiving_voltage_phase_1_maximum_v,sending_current_phase_1_minimum_a,sending_current_phase_1_maximum_a,receiving_current_phase_1_minimum_a,receiving_current_phase_1_maximum_a,receiving_voltage_phase_2_minimum_v,receiving_voltage_phase_2_maximum_v,sending_current_phase_2_minimum_a,sending_current_phase_2_maximum_a,receiving_current_phase_2_minimum_a,receiving_current_phase_2_maximum_a,receiving_voltage_phase_3_minimum_v,receiving_voltage_phase_3_maximum_v,sending_current_phase_3_minimum_a,sending_current_phase_3_maximum_a,receiving_current_phase_3_minimum_a,receiving_current_phase_3_maximum_a,terminal_power_minimum_w,terminal_power_maximum_w,cumulative_supplied_energy_minimum_j,cumulative_supplied_energy_maximum_j,maximum_kcl_residual_a
0.00054,97782.239142,97782.242698,1955.58942904,1955.58980041,-1955.64485396,-1955.64478284,-32205.415598,-32205.4128954,-643.771898075,-643.771854537,644.108257907,644.10831196,-65673.7416977,-65673.7396856,-1313.7769836,-1313.77682103,1313.47479371,1313.47483395,875274.19056,875317.596199,487.925871154,487.94948728,3.18323145621e-12
0.00055,97708.9930725,97708.9966071,1954.12324081,1954.12361153,-1954.17993214,-1954.17986145,-31849.2885206,-31849.2858422,-636.648768181,-636.648725255,636.985716843,636.985770412,-65956.7598965,-65956.757911,-1319.43669581,-1319.43653185,1319.13515822,1319.13519793,874077.240146,874120.634472,496.672628307,496.696678433,3.18323145621e-12
0.00056,97634.3583418,97634.361855,1952.62928017,1952.62965022,-1952.6872371,-1952.68716684,-31492.7087943,-31492.7061401,-629.516590098,-629.516547785,629.854122802,629.854175887,-66238.8407038,-66238.8387449,-1325.07765591,-1325.07749055,1324.7767749,1324.77681408,872873.127875,872916.510942,505.407380148,505.43186416,3.18323145621e-12
0.00057,97558.3360108,97558.3395026,1951.10756834,1951.10793772,-1951.16679005,-1951.16672022,-31135.681487,-31135.678857,-622.375465192,-622.375423492,622.713577139,622.713629739,-66519.9801106,-66519.9781782,-1330.69978372,-1330.69961697,1330.39956356,1330.39960221,871661.9222,871705.294063,514.130055398,514.154973185,3.18323145621e-12
0.00058,97480.9271599,97480.9306302,1949.55812695,1949.55849566,-1949.6186126,-1949.6185432,-30778.2116726,-30778.2090669,-615.225494952,-615.225453867,615.564181338,615.564233453,-66800.1741212,-66800.1722154,-1336.30299934,-1336.3028312,1336.00344431,1336.00348242,870443.691975,870487.05269,522.840583469,522.865934919,3.18323145621e-12
0.00059,97402.1328892,97402.136338,1947.98097803,1947.98134606,-1948.04272676,-1948.04265778,-30420.3044318,-30420.3018504,-608.066780996,-608.066740526,608.406037008,608.406088636,-67079.4187535,-67079.4168743,-1341.88722314,-1341.88705361,1341.58833749,1341.58837507,869218.506456,869261.856079,531.538894461,531.564679463,3.18323145621e-12
0.0006,97321.9543187,97321.9577458,1946.37614399,1946.37651133,-1946.43915492,-1946.43908637,-30061.9648511,-30061.962294,-600.899425065,-600.89938521,601.239245881,601.239297022,-67357.7100387,-67357.7081862,-1347.45237575,-1347.45220484,1347.15416372,1347.15420077,867986.435292,868029.773881,540.22491917,540.251137613,3.18323145621e-12
0.00061,97240.3925877,97240.3959932,1944.74364763,1944.74401429,-1944.80791986,-1944.80785175,-29703.1980233,-29703.1954907,-593.723529024,-593.723489784,594.063909813,594.063960466,-67635.0440218,-67635.0421959,-1352.99837808,-1352.99820578,1352.70084392,1352.70088044,866747.548526,866790.876138,548.898589089,548.925240863,3.18323145621e-12
0.00062,97157.4488556,97157.4522394,1943.08351216,1943.08387812,-1943.14904479,-1943.14897711,-29344.0090474,-29344.0065391,-586.539194856,-586.539156234,586.880130783,586.880180947,-67911.4167612,-67911.414962,-1358.5251513,-1358.52497763,1358.22829924,1358.22833522,865501.916586,865545.233279,557.559836414,557.58692141,3.18323145621e-12
0.00063,97073.124301,97073.1276631,1941.39576117,1941.39612643,-1941.46255326,-1941.46248602,-28984.4030281,-28984.4005443,-579.346524669,-579.346486663,579.688010887,579.688060561,-68186.824329,-68186.8225566,-1364.03261688,-1364.03244183,1363.73645113,1363.73648658,864249.610286,864292.916118,566.208594049,566.236112157,3.18323145621e-12
0.00064,96987.4201224,96987.4234627,1939.68041865,1939.68078321,-1939.74846925,-1939.74840245,-28624.3850763,-28624.382617,-572.145620685,-572.145583297,572.48765234,572.487701525,-68461.2628112,-68461.2610655,-1369.52069653,-1369.52052011,1369.22522131,1369.22525622,862990.700815,863033.995848,574.844795604,574.872746717,3.18323145621e-12
0.00065,96900.337538,96900.3408564,1937.93750898,1937.93787283,-1938.00681713,-1938.00675076,-28263.9603086,-28263.9578739,-564.936585245,-564.936548475,565.279157478,565.279206172,-68734.7283072,-68734.7265883,-1374.98931227,-1374.98913447,1374.69453177,1374.69456614,861725.259743,861768.544035,583.468375407,583.496759416,3.18323145621e-12
0.00066,96811.8777852,96811.8810818,1936.16705693,1936.16742006,-1936.23762164,-1936.2375557,-27903.1338475,-27903.1314373,-557.719520806,-557.719484655,558.062628747,558.062676949,-69007.2169306,-69007.2152386,-1380.43838636,-1380.4382072,1380.14430477,1380.14433861,860453.359008,860496.632621,592.079268501,592.108085299,3.18323145621e-12
0.00067,96722.0421214,96722.0453961,1934.36908766,1934.36945007,-1934.44090792,-1934.44084243,-27541.9108211,-27541.9084355,-550.494529938,-550.494494406,550.838168711,550.838216421,-69278.7248088,-69278.7231435,-1385.86784137,-1385.86766084,1385.57446287,1385.57449618,859175.070915,859218.333909,600.67741065,600.706660132,3.18323145621e-12
0.00068,96630.8318232,96630.8350759,1932.54362672,1932.54398841,-1932.61670152,-1932.61663646,-27180.2963631,-27180.2940022,-543.261715324,-543.261680412,543.605880045,543.605927263,-69549.2480828,-69549.2464445,-1391.27760012,-1391.27741823,1390.98492889,1390.98496166,857890.468133,857933.720572,609.262738346,609.292420404,3.18323145621e-12
0.00069,96538.2481871,96538.2514178,1930.69070006,1930.69106102,-1930.76502836,-1930.76496374,-26818.295613,-26818.2932768,-536.021179759,-536.021145467,536.365865536,536.365912261,-69818.7829082,-69818.7812967,-1396.66758575,-1396.66740249,1396.37562593,1396.37565816,856599.623691,856642.865636,617.835188805,617.865303335,3.18323145621e-12
0.0007,96444.2925287,96444.2957373,1928.81033401,1928.81069423,-1928.88591475,-1928.88585057,-26455.9137156,-26455.9114041,-528.773026146,-528.772992475,529.118228081,529.118274312,-70087.325454,-70087.3238694,-1402.03772163,-1402.03753702,1401.74647739,1401.74650908,855302.610972,855345.842485,626.394699978,626.425246876,3.18323145621e-12
0.00071,96348.9661835,96348.96937,1926.9025553,1926.90291478,-1926.9793874,-1926.97932367,-26093.155821,-26093.1535343,-521.517357499,-521.517324448,521.863070685,521.863116421,-70354.8719039,-70354.8703462,-1407.38793146,-1407.38774549,1407.09740692,1407.09743808,853999.503707,854042.724854,634.941210551,634.972189713,3.18323145621e-12
0.00072,96252.2705062,96252.2736705,1924.96739103,1924.96774977,-1925.04547341,-1925.04541012,-25730.027085,-25730.024823,-514.254276935,-514.254244506,514.60049646,514.6005417,-70621.4184553,-70621.4169245,-1412.71813918,-1412.71795186,1412.42833849,1412.42836911,852690.375979,852733.586823,643.47465995,643.506071271,3.18323145621e-12
0.00073,96154.206871,96154.2100132,1923.00486872,1923.00522671,-1923.08420026,-1923.08413742,-25366.5326683,-25366.5304311,-506.983887679,-506.983855872,507.330608622,507.330653366,-70886.96132,-70886.9598162,-1418.02826906,-1418.02808039,1417.73919632,1417.7392264,851375.302207,851418.502814,651.994988341,652.026831719,3.18323145621e-12
0.00074,96054.7766718,96054.7797917,1921.01501625,1921.01537348,-1921.09559583,-1921.09553344,-25002.6777371,-25002.6755247,-499.706293061,-499.706261876,500.053510494,500.053554741,-71151.4967241,-71151.4952473,-1423.31824562,-1423.31805559,1423.02990495,1423.02993448,850054.357154,850097.547589,660.502136638,660.534411971,3.18323145621e-12
