time_s,SWITCH_v_pu,CAP_v_pu,output_fixed_1_pu
0.00496,-0.489521177873,-0.489521177871,-0.489521177871
0.00497,-0.492591037808,-0.492591037807,-0.492591037807
0.00498,-0.493685923606,-0.493685923606,-0.493685923606
0.00499,-0.492807696259,-0.49280769626,-0.49280769626
0.005,-0.489966083026,-0.489966083028,-0.489966083028
0.00501,-0.485178613808,-0.485178613811,-0.485178613811
0.00502,-0.478470526602,-0.478470526606,-0.478470526606
0.00503,-0.469874642494,-0.469874642499,-0.469874642499
0.00504,-0.459431210798,-0.459431210804,-0.459431210804
0.00505,-0.447187725042,-0.447187725048,-0.447187725048
0.00506,-0.433198710632,-0.43319871064,-0.43319871064
0.00507,-0.417525485138,-0.417525485146,-0.417525485146
0.00508,-0.400235892227,-0.400235892236,-0.400235892236
0.00509,-0.381404010406,-0.381404010416,-0.381404010416
0.0051,-0.361109837803,-0.361109837813,-0.361109837813
0.00511,-0.33943895433,-0.339438954341,-0.339438954341
0.00512,-0.316482162636,-0.316482162648,-0.316482162648
0.00513,-0.292335109364,-0.292335109376,-0.292335109376
0.00514,-0.267097888262,-0.267097888275,-0.267097888275
0.00515,-0.240874626823,-0.240874626836,-0.240874626836
0.00516,-0.213773058114,-0.213773058128,-0.213773058128
0.00517,-0.185904079589,-0.185904079603,-0.185904079603
0.00518,-0.157381300656,-0.15738130067,-0.15738130067
0.00519,-0.128320580855,-0.12832058087,-0.12832058087
0.0052,-0.0988395605213,-0.0988395605362,-0.0988395605362
0.00521,-0.0690571858114,-0.0690571858263,-0.0690571858263
0.00522,-0.0390932300297,-0.0390932300448,-0.0390932300448
0.00523,-0.00906781315827,-0.00906781317328,-0.00906781317328
0.00524,0.0208990784799,0.020899078465,0.020899078465
