time_s,phase_a_grid_voltage_v,phase_a_grid_current_a,phase_b_grid_current_a,phase_c_grid_current_a,neutral_current_a,dc_link_voltage_v,active_power_w,reactive_power_var,positive_sequence_voltage_v,negative_sequence_voltage_v,zero_sequence_voltage_v,controller_frequency_hz,phase_a_duty,operating_mode,request_disposition
0.00146,304.821991176,-15.3007068778,7.94290507475,10.3412589728,5.45732130374,799.773242505,-7481.68884917,-2601.56865763,340.640504761,329.352460547,18.5682648066,50.1059248348,0.918610734083,0,0
0.00148,303.597853943,-16.6575803859,8.7609773711,10.0594447718,0.928169973513,799.768975851,-7815.98243385,-3143.33185535,340.640504761,329.352460547,18.5682648066,50.1059248348,0.918610734083,0,0
0.0015,302.42818,-17.3486525887,9.20495545281,9.36145962118,-0.958306754867,799.760582021,-7829.30256722,-3555.93647861,340.640504761,329.352460547,18.5682648066,50.1059248348,0.918610734083,0,0
0.00152,301.314382922,-17.3578046389,9.25100338984,8.36814631455,1.48451989775,799.735688915,-7550.66814272,-3801.56653236,340.078241494,328.021971204,18.5162063594,50.1065910495,0.923082418257,0,0
0.00154,300.247831905,-16.7946145883,8.93581666599,7.09805482951,6.05886418181,799.722518198,-7021.86047054,-3898.97151921,340.078241494,328.021971204,18.5162063594,50.1065910495,0.923082418257,0,0
0.00156,299.220359587,-15.7625718264,8.30107113544,5.47035814991,7.2116447636,799.710228832,-6256.37166976,-3886.6573718,339.535244145,326.68395285,18.4579141461,50.1071075581,0.911944707503,0,0
0.00158,298.231916464,-14.2630784713,7.31755155972,3.54095112088,2.58793787828,799.704600026,-5270.52722222,-3741.1420414,339.535244145,326.68395285,18.4579141461,50.1071075581,0.911944707503,0,0
0.0016,297.287437148,-12.2347527342,5.99877881185,1.46768097568,-0.422626875457,799.694562747,-4089.31879158,-3425.86640284,339.535244145,326.68395285,18.4579141461,50.1071075581,0.911944707503,0,0
0.00162,296.381512934,-9.74566193315,4.39486980118,-0.570741443981,1.66117057247,799.669367,-2782.494468,-2931.83408556,339.019584897,325.347496887,18.3924479734,50.1073102958,0.888098877925,0,0
0.00164,295.496659864,-7.01504595811,2.61383067104,-2.49821535043,6.22880275438,799.656953127,-1438.09046719,-2310.60006277,339.019584897,325.347496887,18.3924479734,50.1073102958,0.888098877925,0,0
0.00166,294.617101466,-4.24046104826,0.764713549773,-4.36522031888,6.08747806833,799.645844471,-103.349552895,-1634.80688986,338.535148498,324.018141089,18.3215343431,50.1071168171,0.85814423944,0,0
0.00168,293.73783869,-1.48403073162,-1.11815265485,-6.09914812614,1.53892996774,799.640227542,1183.45764278,-912.430269683,338.535148498,324.018141089,18.3215343431,50.1071168171,0.85814423944,0,0
0.0017,292.859975256,1.26892290892,-2.98606503867,-7.55810526979,-1.18719907427,799.629733594,2388.10359479,-133.529925583,338.535148498,324.018141089,18.3215343431,50.1071168171,0.85814423944,0,0
0.00172,291.975833442,3.92320258777,-4.77260554412,-8.59687542955,0.0199351379224,799.609098251,3442.96910461,688.954071724,338.081099044,322.695752176,18.2465140171,50.1065550854,0.829860104349,0,0
0.00174,291.067733287,6.25842066231,-6.37919782672,-9.15056790698,4.73129014222,799.601038614,4265.63219939,1497.27127027,338.081099044,322.695752176,18.2465140171,50.1065550854,0.829860104349,0,0
0.00176,290.121943015,8.10395599275,-7.69246924776,-9.33648707464,4.09944442851,799.589018766,4838.44771208,2204.71637347,337.653074041,321.376577196,18.170534865,50.1057450574,0.810734312953,0,0
0.00178,289.136766379,9.44037755662,-8.65982234745,-9.18827475698,-0.25066012042,799.584826408,5166.71730516,2781.46743027,337.653074041,321.376577196,18.170534865,50.1057450574,0.810734312953,0,0
0.0018,288.119121911,10.356537026,-9.2845486179,-8.6575587068,-1.59106062371,799.57916013,5265.23838212,3246.38604173,337.653074041,321.376577196,18.170534865,50.1057450574,0.810734312953,0,0
0.00182,287.065430288,10.8098584451,-9.56353315351,-7.68618858022,-1.27840849191,799.563109655,5108.03379595,3596.81544717,337.244734988,320.053356599,18.0954333498,50.10487115,0.805258247161,0,0
0.00184,285.96643629,10.6868072866,-9.4873337525,-6.2620114067,3.49522424114,799.554398958,4661.62624638,3808.48227362,337.244734988,320.053356599,18.0954333498,50.10487115,0.805258247161,0,0
0.00186,284.818058558,9.93895778672,-9.03057604071,-4.57118161723,2.00066555749,799.542585635,3966.40519525,3830.88234445,336.84999436,318.718871899,18.0233133944,50.1041237691,0.814507989627,0,0
0.00188,283.626832067,8.65124351017,-8.14750086655,-2.76444434472,-2.21685957231,799.537284004,3092.50724117,3635.6635706,336.84999436,318.718871899,18.0233133944,50.1041237691,0.814507989627,0,0
0.0019,282.408152855,7.0199358764,-6.9003845282,-0.871869638183,-2.40706440759,799.532826286,2107.26539016,3268.04183707,336.84999436,318.718871899,18.0233133944,50.1041237691,0.814507989627,0,0
0.00192,281.165156221,5.08773377539,-5.37544547889,1.11425112933,-2.01642971753,799.516639441,1022.56698133,2761.99872183,336.464550237,317.36665114,17.954318512,50.1036561778,0.835603572334,0,0
0.00194,279.897648075,2.8557694627,-3.65425621719,3.16743683012,2.78485738679,799.506963818,-152.720597871,2137.97775791,336.464550237,317.36665114,17.954318512,50.1036561778,0.835603572334,0,0
0.00196,278.609204492,0.372640431045,-1.79526109421,5.07950481763,3.81965596148,799.492460351,-1346.24724412,1390.60669789,336.08725019,315.993683854,17.8883846981,50.1035363098,0.862469183016,0,0
0.00198,277.310065656,-2.22930441226,0.183276624549,6.66900719324,-1.44428780191,799.484207284,-2469.05849476,521.982501294,336.08725019,315.993683854,17.8883846981,50.1035363098,0.862469183016,0,0
0.002,276.018994324,-4.71066549541,2.20048848851,7.9148448862,-1.7444617447,799.479519924,-3449.42760423,-401.46592154,336.08725019,315.993683854,17.8883846981,50.1035363098,0.862469183016,0,0
0.00202,274.741643123,-6.99631194804,4.13516718536,8.86767154631,-0.425042108428,799.458054591,-4283.93804413,-1317.76057229,335.720101633,314.600194303,17.8233919141,50.1037390114,0.887741566748,0,0
0.00204,273.478826373,-9.07164855015,5.89536683624,9.52094273305,4.31249810881,799.447303953,-4970.37135339,-2193.14176246,335.720101633,314.600194303,17.8233919141,50.1037390114,0.887741566748,0,0
0.00206,272.232896773,-10.902651172,7.42855420058,9.71573351878,5.5485437237,799.430391945,-5457.86535933,-3023.94876953,335.367757222,313.190149507,17.7575141056,50.1041504847,0.904429888992,0,0
0.00208,271.01052472,-12.4010193023,8.71524376364,9.36247253788,0.763903414587,799.423758284,-5699.19334116,-3796.28559926,335.367757222,313.190149507,17.7575141056,50.1041504847,0.904429888992,0,0
0.0021,269.826877243,-13.3717753374,9.68042356816,8.54102453884,-0.807935467496,799.418547961,-5668.67694784,-4434.49823876,335.367757222,313.190149507,17.7575141056,50.1041504847,0.904429888992,0,0
0.00212,268.684138193,-13.7826673374,10.2506382378,7.39779836145,1.12484618697,799.393961578,-5404.78025613,-4884.29750369,335.036105377,311.769418008,17.6878509163,50.1046058974,0.907891145807,0,0
0.00214,267.575630766,-13.7124760922,10.4087059826,5.99347299877,5.63706284999,799.379530683,-4949.85593632,-5142.54646106,335.036105377,311.769418008,17.6878509163,50.1046058974,0.907891145807,0,0
0.00216,266.494910834,-13.2369800059,10.1820599845,4.25777033089,7.26336605844,799.359005258,-4305.75885991,-5237.79904861,334.730671631,310.344959412,17.6130345838,50.1049329823,0.897204881364,0,0
0.00218,265.440205548,-12.3732982159,9.59417484544,2.20506897351,2.57446367253,799.355630777,-3482.34836797,-5175.22364335,334.730671631,310.344959412,17.6130345838,50.1049329823,0.897204881364,0,0
0.0022,264.41855655,-11.0279383871,8.62714436728,-0.000462077600375,-0.10130899171,799.348234154,-2505.38047001,-4906.56648332,334.730671631,310.344959412,17.6130345838,50.1049329823,0.897204881364,0,0
0.00222,263.426355237,-9.24092765426,7.2929857728,-2.15725577891,1.66957256054,799.323988992,-1446.25921975,-4415.2329777,334.455148469,308.922143328,17.5316269733,50.1050013555,0.8751635103,0,0
0.00224,262.449025879,-7.18979762311,5.66267969707,-4.16265161879,6.1124693217,799.310358803,-381.145353076,-3744.55151886,334.455148469,308.922143328,17.5316269733,50.1050013555,0.8751635103,0,0
0.00226,261.472957347,-5.03995125798,3.84441021532,-6.06460169965,6.81171759108,799.292844753,663.79132861,-2967.46871619,334.210469402,307.504414856,17.444319402,50.1047556429,0.847736061819,0,0
0.00228,260.491791927,-2.8658015287,1.92572269927,-7.83339796329,2.15227787781,799.289999625,1663.58151239,-2123.55599426,334.210469402,307.504414856,17.444319402,50.1047556429,0.847736061819,0,0
0.0023,259.508709157,-0.622138946391,-0.0582294886734,-9.3225108479,-0.477332967721,799.283122813,2587.43198116,-1198.39403671,334.210469402,307.504414856,17.444319402,50.1047556429,0.847736061819,0,0
0.00232,258.517607656,1.61984653266,-2.05632146155,-10.3704259867,0.258839750239,799.262472781,3370.3430238,-205.520083132,333.994790644,306.09152466,17.3519825612,50.1042270728,0.821869026305,0,0
0.00234,257.502633696,3.66664233147,-3.98377968654,-10.8877286646,4.86595400942,799.253609427,3939.23269384,795.700783687,333.994790644,306.09152466,17.3519825612,50.1042270728,0.821869026305,0,0
0.00236,256.451219518,5.36592497649,-5.72859264857,-10.9834205096,3.69257949047,799.239107244,4293.64918995,1721.69033838,333.803946318,304.680730067,17.2571512298,50.103525231,0.8042657078,0,0
0.00238,255.360066268,6.68158563735,-7.16316192316,-10.7196151298,-0.728772667721,799.236211344,4451.74832998,2513.22030086,333.803946318,304.680730067,17.2571512298,50.103525231,0.8042657078,0,0
0.0024,254.235927968,7.70355206913,-8.26263898038,-10.0514963546,-1.97045891447,799.231088337,4426.37896874,3182.31787205,333.803946318,304.680730067,17.2571512298,50.103525231,0.8042657078,0,0
0.00242,253.074872595,8.38767785212,-9.02409545736,-8.91603154819,-1.62001205493,799.216664158,4189.26795032,3721.66361412,333.632682846,303.266551607,17.1619012644,50.1028044129,0.799083389878,0,0
0.00244,251.867260624,8.61817152933,-9.43946709006,-7.29395804598,2.90291806457,799.208530855,3707.90690266,4101.59961474,333.632682846,303.266551607,17.1619012644,50.1028044129,0.799083389878,0,0
0.00246,250.6080569,8.33691487278,-9.48563483593,-5.36698521049,3.04584342723,799.197191145,3027.07589757,4278.71307136,333.475882922,301.843073581,17.0687403844,50.1022204915,0.807133872891,0,0
0.00248,249.300723538,7.59227659752,-9.09046874446,-3.31207720539,-3.00298571274,799.188191111,2221.55279288,4218.7042329,333.475882922,301.843073581,17.0687403844,50.1022204915,0.807133872891,0,0
0.0025,247.957394003,6.54128623214,-8.24135995339,-1.17657347589,-2.87026650692,799.18642202,1350.21318208,3944.61024169,333.475882922,301.843073581,17.0687403844,50.1022204915,0.807133872891,0,0
0.00252,246.579102102,5.20166344746,-7.02720269427,1.04824904476,-2.38398849274,799.171769355,412.06519344,3487.76570121,333.329688184,300.404504767,16.9785884383,50.1018899102,0.825924453513,0,0
0.00254,245.164414904,3.56008033512,-5.54110525584,3.33567371334,2.47407207976,799.162603475,-591.789762219,2870.57728961,333.329688184,300.404504767,16.9785884383,50.1018899102,0.825924453513,0,0
0.00256,243.715676821,1.65046377011,-3.85517374811,5.4766328524,5.40118493907,799.148951768,-1591.88240487,2102.56937909,333.19223475,298.946989695,16.8919529866,50.1018554556,0.849889839018,0,0
0.00258,242.24052191,-0.42704616627,-1.99825131217,7.27056160711,-2.21025891995,799.137275844,-2502.00287206,1197.09770425,333.19223475,298.946989695,16.8919529866,50.1018554556,0.849889839018,0,0
0.0026,240.754949486,-2.46753109994,0.0261836592979,8.67335858926,-2.39942810064,799.134447021,-3256.90561162,199.488879303,333.19223475,298.946989695,16.8919529866,50.1018554556,0.849889839018,0,0
0.00262,239.263994747,-4.40372480105,2.08735786855,9.73759438862,-1.28367594206,799.113652045,-3866.53367548,-826.126146589,333.063743074,297.468959456,16.8073448308,50.1020783024,0.872284507986,0,0
0.00264,237.768353953,-6.22292989783,4.05769264312,10.4755298138,3.5126910624,799.10431004,-4342.83913584,-1832.77614556,333.063743074,297.468959456,16.8073448308,50.1020783024,0.872284507986,0,0
0.00266,236.270705235,-7.88775167881,5.84780475098,10.7405442107,8.12805132607,799.087905336,-4640.60583854,-2793.162559,332.94611691,295.971509417,16.7232364787,50.1024464197,0.886462234266,0,0
0.00268,234.775757443,-9.33549233322,7.4107364361,10.4157778817,0.487791118188,799.073963422,-4714.39224749,-3683.76682489,332.94611691,295.971509417,16.7232364787,50.1024464197,0.886462234266,0,0
0.0027,233.296735931,-10.3968148739,8.74618555631,9.55141076988,-0.926931953641,799.069517904,-4541.5401142,-4456.14215192,332.94611691,295.971509417,16.7232364787,50.1024464197,0.886462234266,0,0
