time_s,BUS2_voltage,BUS1_voltage,output_fixed_1,output_fixed_2,switch_voltage_switch_fixed_1,switch_current_switch_fixed_1
0.00545,-0.465151080428,-0.46515107808,-0.46515107808,-0.465151080428,2.3480794531e-09,2.34807945743
0.0055,-0.481753676428,-0.481753674104,-0.481753674104,-0.481753676428,2.32440683368e-09,2.32440683891
0.00555,-0.498185107642,-0.498185105342,-0.498185105342,-0.498185107642,2.29990837486e-09,2.2999083697
0.0056,-0.514439536058,-0.514439533784,-0.514439533784,-0.514439536058,2.27459273638e-09,2.27459275399
0.00565,-0.530511186557,-0.530511184309,-0.530511184309,-0.530511186557,2.24846896657e-09,2.24846898631
0.0057,-0.546394348958,-0.546394346736,-0.546394346736,-0.546394348958,2.22154639129e-09,2.2215463483
0.00575,-0.562083380048,-0.562083377854,-0.562083377854,-0.562083380048,2.19383433642e-09,2.19383440545
0.0058,-0.57757270559,-0.577572703424,-0.577572703424,-0.57757270559,2.165343016e-09,2.16534300368
0.00585,-0.592856822299,-0.592856820163,-0.592856820163,-0.592856822299,2.13608220001e-09,2.13608226585
0.0059,-0.607930299803,-0.607930297697,-0.607930297697,-0.607930299803,2.1060626576e-09,2.10606258815
0.00595,-0.622787782565,-0.62278778049,-0.62278778049,-0.622787782565,2.07529460283e-09,2.07529463645
0.006,-0.637423991794,-0.637423989751,-0.637423989751,-0.637423991794,2.04378924895e-09,2.04378934244
0.00605,-0.651833727314,-0.651833725303,-0.651833725303,-0.651833727314,2.01155792023e-09,2.0115578998
0.0061,-0.666011869415,-0.666011867436,-0.666011867436,-0.666011869415,1.97861182993e-09,1.97861176022
0.00615,-0.679953380669,-0.679953378724,-0.679953378724,-0.679953380669,1.94496263539e-09,1.9449626293
0.0062,-0.693653307725,-0.693653305815,-0.693653305815,-0.693653307725,1.91062243804e-09,1.91062246242
0.00625,-0.707106783064,-0.707106781188,-0.707106781188,-0.707106783064,1.87560345033e-09,1.87560346047
0.0063,-0.72030902673,-0.72030902489,-0.72030902489,-0.72030902673,1.83991810676e-09,1.83991806554
0.00635,-0.733255348028,-0.733255346224,-0.733255346224,-0.733255348028,1.80357906387e-09,1.80357895648
0.0064,-0.745941147192,-0.745941145426,-0.745941145426,-0.745941147192,1.76659897821e-09,1.7665990444
0.00645,-0.758361917019,-0.75836191529,-0.75836191529,-0.758361917019,1.72899150552e-09,1.72899146809
0.0065,-0.770513244468,-0.770513242777,-0.770513242777,-0.770513244468,1.69076952439e-09,1.69076958935
0.00655,-0.78239081223,-0.782390810578,-0.782390810578,-0.78239081223,1.6519469126e-09,1.65194698821
0.0066,-0.793990400262,-0.793990398649,-0.793990398649,-0.793990400262,1.61253743691e-09,1.61253745818
0.00665,-0.805307887285,-0.805307885713,-0.805307885713,-0.805307887285,1.57255497513e-09,1.57255500126
0.0067,-0.816339252251,-0.816339250719,-0.816339250719,-0.816339252251,1.53201384911e-09,1.53201382303
0.00675,-0.827080575767,-0.827080574276,-0.827080574276,-0.827080575767,1.49092826973e-09,1.49092832759
0.0068,-0.837528041493,-0.837528040044,-0.837528040044,-0.837528041493,1.44931311397e-09,1.44931311241
0.00685,-0.847677937494,-0.847677936086,-0.847677936086,-0.847677937494,1.40718292574e-09,1.40718296317
0.0069,-0.85752665756,-0.857526656195,-0.857526656195,-0.85752665756,1.36455291511e-09,1.36455284853
0.00695,-0.867070702487,-0.867070701166,-0.867070701166,-0.867070702487,1.32143795906e-09,1.32143791476
0.007,-0.876306681323,-0.876306680045,-0.876306680045,-0.876306681323,1.27785360071e-09,1.27785348038
0.00705,-0.885231312567,-0.885231311334,-0.885231311334,-0.885231312567,1.23381505013e-09,1.23381503075
0.0071,-0.893841425342,-0.893841424152,-0.893841424152,-0.893841425342,1.18933818349e-09,1.18933821251
0.00715,-0.902133960514,-0.902133959369,-0.902133959369,-0.902133960514,1.14443876598e-09,1.14443882806
0.0072,-0.910105971785,-0.910105970686,-0.910105970686,-0.910105971785,1.09913278479e-09,1.09913282994
0.00725,-0.917754626738,-0.917754625685,-0.917754625685,-0.917754626738,1.05343633816e-09,1.05343631516
0.0073,-0.925077207843,-0.925077206835,-0.925077206835,-0.925077207843,1.00736552433e-09,1.00736551947
0.00735,-0.93207111342,-0.932071112459,-0.932071112459,-0.93207111342,9.60936885619e-10,0.960936811604
0.0074,-0.938733858569,-0.938733857655,-0.938733857655,-0.938733858569,9.14166742305e-10,0.914166687463
0.00745,-0.945063076048,-0.945063075181,-0.945063075181,-0.945063076048,8.67071747734e-10,0.867071764249
0.0075,-0.951056517116,-0.951056516296,-0.951056516296,-0.951056517116,8.19668777297e-10,0.819668774562
0.00755,-0.956712052332,-0.95671205156,-0.95671205156,-0.956712052332,7.71974595359e-10,0.771974560461
0.0076,-0.962027672311,-0.962027671587,-0.962027671587,-0.962027672311,7.24006077313e-10,0.724006067472
