time_s,BUS1_voltage,BUS2_voltage,BUS3_voltage,output_fixed_1,output_fixed_2
0,0,0,0,0,0
2e-05,1,0.5,0,0.5,0
4e-05,1,0.333333651222,0.333333651218,0.333333651222,0.333333651218
6e-05,1,0.333333015449,0.333333015439,0.333333015449,0.333333015439
8e-05,1,0.333333651227,0.333333651211,0.333333651227,0.333333651211
0.0001,1,1.4999993642,-2.00000063574,1.4999993642,-2.00000063574
0.00012,1,-0.499999364204,2.00000063574,-0.499999364204,2.00000063574
