closing_time_s,maximum_bus3_v_pu,minimum_bus3_v_pu,maximum_exceedance_probability
2e-05,0.666667302437,-0.666667302437,0.928571428571
3e-05,0.666667302437,-0.666667302437,0.785714285714
4e-05,0.666667302437,-0.666667302437,0.642857142857
5e-05,0.333333651218,-0.666667302437,0.5
6e-05,0.333333651218,-0.666667302437,0.357142857143
7e-05,0.333333651218,0,0.214285714286
8e-05,0.333333651218,0,0.0714285714286
