time_s,phase_a_voltage_pu
0,0
4.62962962963e-05,0.0174524064198
9.25925925926e-05,0.0348994966676
0.000138888888889,0.0523359561906
0.000185185185185,0.0697564736744
0.000231481481481,0.0871557426605
0.000277777777778,0.104528463163
0.000324074074074,0.121869343283
0.00037037037037,0.139173100821
0.000416666666667,0.156434464884
0.000462962962963,0.173648177493
0.000509259259259,0.190808995186
0.000555555555556,0.20791169061
0.000601851851852,0.224951054119
0.000648148148148,0.241921895358
0.000694444444444,0.258819044844
0.000740740740741,0.275637355541
0.000787037037037,0.29237170443
0.000833333333333,0.309016994066
0.00087962962963,0.325568154132
0.000925925925926,0.342020142984
0.000972222222222,0.358367949187
0.00101851851852,0.374606593041
0.00106481481481,0.390731128099
0.00111111111111,0.406736642669
0.00115740740741,0.422618261318
0.0012037037037,0.438371146351
0.00125,0.453990499286
0.0012962962963,0.469471562316
0.00134259259259,0.484809619762
0.00138888888889,0.4999999995
0.00143518518519,0.515038074395
0.00148148148148,0.529919263703
0.00152777777778,0.54463903447
0.00157407407407,0.559192902912
0.00162037037037,0.573576435777
0.00166666666667,0.587785251705
0.00171296296296,0.60181502255
0.00175925925926,0.61566147471
0.00180555555556,0.629320390421
0.00185185185185,0.642787609044
0.00189814814815,0.656059028334
0.00194444444444,0.66913060569
0.00199074074074,0.681998359381
0.00203703703704,0.694658369764
0.00208333333333,0.707106780479
0.00212962962963,0.719339799619
0.00217592592593,0.731353700888
0.00222222222222,0.743144824734
0.00226851851852,0.754709579468
0.00231481481481,0.766044442353
0.00236111111111,0.77714596068
0.00240740740741,0.788010752819
0.0024537037037,0.798635509249
0.0025,0.809016993566
0.0025462962963,0.81915204347
0.00259259259259,0.829037571726
0.00263888888889,0.838670567107
0.00268518518519,0.848048095308
0.00273148148148,0.857167299845
0.00277777777778,0.866025402918
0.00282407407407,0.874619706265
0.00287037037037,0.882947591976
0.00291666666667,0.891006523297
0.00296296296296,0.8987940454
0.00300925925926,0.90630778613
0.00305555555556,0.913545456729
0.00310185185185,0.920504852532
0.00314814814815,0.92718385364
0.00319444444444,0.933580425564
0.00324074074074,0.939692619846
0.00328703703704,0.945518574654
0.00333333333333,0.951056515344
0.00337962962963,0.956304755007
0.00342592592593,0.961261694977
0.00347222222222,0.965925825323
0.00351851851852,0.970295725306
0.00356481481481,0.974370063811
0.00361111111111,0.978147599756
0.00365740740741,0.981627182466
0.0037037037037,0.984807752027
0.00375,0.987688339607
0.0037962962963,0.990268067751
0.00384259259259,0.992546150649
0.00388888888889,0.994521894374
0.00393518518519,0.996194697096
0.00398148148148,0.997564049262
0.00402777777778,0.998629533756
0.00407407407407,0.99939082602
0.00412037037037,0.999847694157
0.00416666666667,0.999999999
0.00421296296296,0.999847694157
0.00425925925926,0.99939082602
0.00430555555556,0.998629533756
0.00435185185185,0.997564049262
0.00439814814815,0.996194697096
0.00444444444444,0.994521894374
0.00449074074074,0.992546150649
0.00453703703704,0.990268067751
0.00458333333333,0.987688339607
0.00462962962963,0.984807752027
0.00467592592593,0.981627182466
0.00472222222222,0.978147599756
0.00476851851852,0.974370063811
0.00481481481481,0.970295725306
0.00486111111111,0.965925825323
0.00490740740741,0.961261694977
0.0049537037037,0.956304755007
0.005,0.951056515344
0.0050462962963,0.945518574654
0.00509259259259,0.939692619846
0.00513888888889,0.933580425564
0.00518518518519,0.92718385364
0.00523148148148,0.920504852532
0.00527777777778,0.913545456729
0.00532407407407,0.90630778613
0.00537037037037,0.8987940454
0.00541666666667,0.891006523297
0.00546296296296,0.882947591976
0.00550925925926,0.874619706265
0.00555555555556,0.866025402918
0.00560185185185,0.857167299845
0.00564814814815,0.848048095308
0.00569444444444,0.838670567107
0.00574074074074,0.829037571726
0.00578703703704,0.81915204347
0.00583333333333,0.809016993566
0.00587962962963,0.798635509249
0.00592592592593,0.788010752819
0.00597222222222,0.77714596068
0.00601851851852,0.766044442353
0.00606481481481,0.754709579468
0.00611111111111,0.743144824734
0.00615740740741,0.731353700888
0.0062037037037,0.719339799619
0.00625,0.707106780479
0.0062962962963,0.694658369764
0.00634259259259,0.681998359381
0.00638888888889,0.66913060569
0.00643518518519,0.656059028334
0.00648148148148,0.642787609044
0.00652777777778,0.629320390421
0.00657407407407,0.61566147471
0.00662037037037,0.60181502255
0.00666666666667,0.587785251705
0.00671296296296,0.573576435777
0.00675925925926,0.559192902912
0.00680555555556,0.54463903447
0.00685185185185,0.529919263703
0.00689814814815,0.515038074395
0.00694444444444,0.4999999995
0.00699074074074,0.484809619762
0.00703703703704,0.469471562316
0.00708333333333,0.453990499286
0.00712962962963,0.438371146351
0.00717592592593,0.422618261318
0.00722222222222,0.406736642669
0.00726851851852,0.390731128099
0.00731481481481,0.374606593041
0.00736111111111,0.358367949187
0.00740740740741,0.342020142984
0.0074537037037,0.325568154132
0.0075,0.309016994066
0.0075462962963,0.29237170443
0.00759259259259,0.275637355541
0.00763888888889,0.258819044844
0.00768518518519,0.241921895358
0.00773148148148,0.224951054119
0.00777777777778,0.20791169061
0.00782407407407,0.190808995186
0.00787037037037,0.173648177493
0.00791666666667,0.156434464884
0.00796296296296,0.139173100821
0.00800925925926,0.121869343283
0.00805555555556,0.104528463163
0.00810185185185,0.0871557426605
0.00814814814815,0.0697564736744
0.00819444444444,0.0523359561906
0.00824074074074,0.0348994966676
0.00828703703704,0.0174524064198
0.00833333333333,5.66553889198e-16
0.00837962962963,-0.0174524064198
0.00842592592593,-0.0348994966676
0.00847222222222,-0.0523359561906
0.00851851851852,-0.0697564736744
0.00856481481481,-0.0871557426605
0.00861111111111,-0.104528463163
0.00865740740741,-0.121869343283
0.0087037037037,-0.139173100821
0.00875,-0.156434464884
0.0087962962963,-0.173648177493
0.00884259259259,-0.190808995186
0.00888888888889,-0.20791169061
0.00893518518519,-0.224951054119
0.00898148148148,-0.241921895358
0.00902777777778,-0.258819044844
0.00907407407407,-0.275637355541
0.00912037037037,-0.29237170443
0.00916666666667,-0.309016994066
0.00921296296296,-0.325568154132
0.00925925925926,-0.342020142984
0.00930555555556,-0.358367949187
0.00935185185185,-0.374606593041
0.00939814814815,-0.390731128099
0.00944444444444,-0.406736642669
0.00949074074074,-0.422618261318
0.00953703703704,-0.438371146351
0.00958333333333,-0.453990499286
0.00962962962963,-0.469471562316
0.00967592592593,-0.484809619762
0.00972222222222,-0.4999999995
0.00976851851852,-0.515038074395
0.00981481481481,-0.529919263703
0.00986111111111,-0.54463903447
0.00990740740741,-0.559192902912
0.0099537037037,-0.573576435777
0.01,-0.587785251705
0.0100462962963,-0.60181502255
0.0100925925926,-0.61566147471
0.0101388888889,-0.629320390421
0.0101851851852,-0.642787609044
0.0102314814815,-0.656059028334
0.0102777777778,-0.66913060569
0.0103240740741,-0.68199835938
0.0103703703704,-0.694658369764
0.0104166666667,-0.707106780479
0.010462962963,-0.719339799619
0.0105092592593,-0.731353700888
0.0105555555556,-0.743144824734
0.0106018518519,-0.754709579468
0.0106481481481,-0.766044442353
0.0106944444444,-0.77714596068
0.0107407407407,-0.788010752819
0.010787037037,-0.798635509249
0.0108333333333,-0.809016993566
0.0108796296296,-0.81915204347
0.0109259259259,-0.829037571726
0.0109722222222,-0.838670567107
0.0110185185185,-0.848048095308
0.0110648148148,-0.857167299845
0.0111111111111,-0.866025402918
0.0111574074074,-0.874619706265
0.0112037037037,-0.882947591976
0.01125,-0.891006523297
0.0112962962963,-0.8987940454
0.0113425925926,-0.90630778613
0.0113888888889,-0.913545456729
0.0114351851852,-0.920504852532
0.0114814814815,-0.92718385364
0.0115277777778,-0.933580425564
0.0115740740741,-0.939692619846
0.0116203703704,-0.945518574654
0.0116666666667,-0.951056515344
0.011712962963,-0.956304755007
0.0117592592593,-0.961261694977
0.0118055555556,-0.965925825323
0.0118518518519,-0.970295725306
0.0118981481481,-0.974370063811
0.0119444444444,-0.978147599756
0.0119907407407,-0.981627182466
0.012037037037,-0.984807752027
0.0120833333333,-0.987688339607
0.0121296296296,-0.990268067751
0.0121759259259,-0.992546150649
0.0122222222222,-0.994521894374
0.0122685185185,-0.996194697096
0.0123148148148,-0.997564049262
0.0123611111111,-0.998629533756
0.0124074074074,-0.99939082602
0.0124537037037,-0.999847694157
0.0125,-0.999999999
0.0125462962963,-0.999847694157
0.0125925925926,-0.99939082602
0.0126388888889,-0.998629533756
0.0126851851852,-0.997564049262
0.0127314814815,-0.996194697096
0.0127777777778,-0.994521894374
0.0128240740741,-0.992546150649
0.0128703703704,-0.990268067751
0.0129166666667,-0.987688339607
0.012962962963,-0.984807752027
0.0130092592593,-0.981627182466
0.0130555555556,-0.978147599756
0.0131018518519,-0.974370063811
0.0131481481481,-0.970295725306
0.0131944444444,-0.965925825323
0.0132407407407,-0.961261694977
0.013287037037,-0.956304755007
0.0133333333333,-0.951056515344
0.0133796296296,-0.945518574654
0.0134259259259,-0.939692619846
0.0134722222222,-0.933580425564
0.0135185185185,-0.92718385364
0.0135648148148,-0.920504852532
0.0136111111111,-0.913545456729
0.0136574074074,-0.90630778613
