time_s,load_voltage_v,series_current_a,nonlinear_device_power_w,stored_energy_j,energy_defect_j
0.000995,260.810525773,2.35812299816,0.0046270102179,0.231263850006,4.56049507327e-05
0.001,260.053664596,2.35055423239,0.00457353400398,0.232768227787,4.56124699949e-05
0.001005,259.306891325,2.34308634862,0.00452122619173,0.234277064504,4.56197901458e-05
0.00101,258.569780877,2.33571509589,0.00447003650203,0.235790243403,4.56269220809e-05
0.001015,257.841928737,2.32843642893,0.00441991751622,0.237307652415,4.56338759788e-05
0.00102,257.122949954,2.32124649811,0.0043708244953,0.23882918389,4.56406613543e-05
0.001025,256.412478189,2.31414163995,0.00432271521169,0.240354734343,4.56472871057e-05
0.00103,255.710164806,2.30711836798,0.00427554979237,0.241884204214,4.56537615595e-05
0.001035,255.01567801,2.30017336416,0.00422929057274,0.243417497648,4.5660092511e-05
0.00104,254.328702024,2.29330347064,0.00418390196028,0.244954522286,4.56662872624e-05
0.001045,253.64893631,2.28650568196,0.00413935030738,0.246495189068,4.56723526567e-05
0.00105,252.976094828,2.27977713762,0.00409560379255,0.24803941205,4.56782951107e-05
0.001055,252.309905323,2.27311511502,0.00405263230953,0.249587108234,4.56841206434e-05
0.00106,251.65010866,2.26651702271,0.00401040736365,0.251138197403,4.56898349046e-05
0.001065,250.996458179,2.25998039405,0.0039689019749,0.252692601969,4.5695443199e-05
0.00107,250.348719089,2.25350288105,0.00392809058737,0.254250246833,4.57009505103e-05
0.001075,249.706667892,2.24708224867,0.00388794898441,0.255811059248,4.57063615226e-05
0.00108,249.070091827,2.24071636926,0.00384845420929,0.257374968698,4.57116806403e-05
0.001085,248.438788353,2.23440321732,0.00380958449088,0.258941906771,4.57169120067e-05
0.00109,247.812564643,2.22814086458,0.00377131917405,0.260511807056,4.57220595212e-05
0.001095,247.191237121,2.22192747518,0.0037336386544,0.262084605037,4.57271268555e-05
0.0011,246.574631001,2.21576130123,0.00369652431714,0.263660237989,4.57321174678e-05
0.001105,245.962579864,2.20964067851,0.00365995847972,0.265238644892,4.57370346169e-05
0.00111,245.354925251,2.20356402237,0.00362392433804,0.26681976634,4.57418813753e-05
0.001115,244.75151627,2.19752982386,0.00358840591597,0.268403544463,4.57466606402e-05
0.00112,244.152209234,2.19153664607,0.00355338801798,0.269989922844,4.57513751456e-05
0.001125,243.556867305,2.18558312058,0.00351885618464,0.271578846452,4.57560274714e-05
0.00113,242.965360162,2.17966794414,0.00348479665085,0.273170261573,4.57606200541e-05
0.001135,242.377563684,2.17378987551,0.00345119630655,0.27476411574,4.57651551949e-05
0.00114,241.793359646,2.16794773243,0.00341804265989,0.27636035768,4.57696350682e-05
0.001145,241.212635434,2.1621403887,0.00338532380249,0.277958937255,4.57740617296e-05
0.00115,240.635283772,2.15636677155,0.0033530283769,0.279559805403,4.57784371229e-05
0.001155,240.061202459,2.15062585893,0.00332114554592,0.281162914094,4.57827630869e-05
0.00116,239.490294124,2.14491667712,0.00328966496375,0.28276821628,4.57870413616e-05
0.001165,238.922465992,2.13923829833,0.00325857674888,0.284375665848,4.57912735942e-05
0.00117,238.357629657,2.13358983848,0.00322787145855,0.285985217581,4.57954613446e-05
0.001175,237.795700872,2.12797045508,0.0031975400647,0.287596827115,4.57996060908e-05
0.00118,237.236599344,2.12237934518,0.00316757393137,0.289210450903,4.58037092328e-05
0.001185,236.680248545,2.11681574347,0.00313796479339,0.290826046181,4.58077720984e-05
0.00119,236.126575525,2.11127892045,0.00310870473628,0.292443570929,4.58117959466e-05
0.001195,235.575510741,2.10576818065,0.00307978617741,0.294062983847,4.58157819714e-05
0.0012,235.026987888,2.10028286102,0.00305120184811,0.295684244318,4.58197313064e-05
0.001205,234.480943745,2.09482232931,0.00302294477697,0.297307312385,4.58236450274e-05
0.00121,233.937318023,2.08938598263,0.00299500827396,0.298932148722,4.5827524156e-05
0.001215,233.39605322,2.08397324594,0.00296738591555,0.300558714608,4.58313696629e-05
0.00122,232.857094491,2.07858357078,0.00294007153063,0.302186971906,4.58351824705e-05
0.001225,232.320389513,2.07321643391,0.00291305918727,0.30381688304,4.58389634554e-05
0.00123,231.785888369,2.06787133612,0.00288634318023,0.305448410971,4.58427134515e-05
0.001235,231.253543422,2.06254780105,0.00285991801912,0.307081519182,4.58464332521e-05
0.00124,230.723309213,2.05724537408,0.00283377841732,0.308716171652,4.58501236119e-05
0.001245,230.19514235,2.0519636213,0.00280791928147,0.310352332847,4.58537852495e-05
0.00125,229.669001408,2.04670212843,0.00278233570153,0.311989967697,4.58574188494e-05
0.001255,229.144846836,2.04146049996,0.00275702294149,0.31362904158,4.58610250635e-05
0.00126,228.622640864,2.03623835817,0.00273197643049,0.315269520311,4.58646045133e-05
0.001265,228.102347415,2.03103534228,0.00270719175452,0.316911370124,4.5868157791e-05
0.00127,227.583932027,2.02585110767,0.00268266464855,0.318554557661,4.58716854619e-05
0.001275,227.06736177,2.02068532502,0.00265839098906,0.320199049956,4.58751880651e-05
0.00128,226.552605176,2.01553767964,0.00263436678709,0.321844814427,4.58786661152e-05
0.001285,226.039632163,2.01040787071,0.00261058818156,0.323491818862,4.58821201036e-05
0.00129,225.528413974,2.00529561063,0.00258705143304,0.32514003141,4.58855504999e-05
0.001295,225.018923106,2.00020062438,0.00256375291779,0.326789420566,4.58889577527e-05
0.0013,224.511133255,1.99512264891,0.00254068912224,0.328439955169,4.5892342291e-05
0.001305,224.005019253,1.99006143254,0.00251785663763,0.330091604385,4.58957045253e-05
0.00131,223.500557018,1.98501673442,0.00249525215507,0.331744337705,4.5899044848e-05
0.001315,222.997723497,1.97998832403,0.0024728724608,0.33339812493,4.59023636352e-05
0.00132,222.496496618,1.97497598063,0.00245071443172,0.33505293617,4.59056612471e-05
0.001325,221.996855243,1.96997949285,0.00242877503117,0.336708741831,4.59089380284e-05
0.00133,221.498779122,1.96499865816,0.00240705130496,0.338365512612,4.59121943102e-05
0.001335,221.00224885,1.96003328252,0.00238554037757,0.340023219493,4.59154304097e-05
0.00134,220.507245826,1.95508317992,0.00236423944858,0.341681833736,4.59186466312e-05
0.001345,220.013752216,1.950148172,0.00234314578931,0.343341326873,4.59218432672e-05
0.00135,219.521750913,1.94522808768,0.00232225673958,0.345001670701,4.59250205984e-05
0.001355,219.031225503,1.94032276282,0.00230156970476,0.34666283728,4.59281788947e-05
0.00136,218.542160233,1.9354320399,0.00228108215282,0.348324798923,4.59313184153e-05
0.001365,218.054539979,1.93055576764,0.00226079161166,0.349987528195,4.59344394101e-05
0.00137,217.568350211,1.92569380077,0.00224069566656,0.351650997906,4.59375421193e-05
0.001375,217.083576972,1.9208459997,0.00222079195769,0.353315181107,4.59406267741e-05
0.00138,216.600206845,1.91601223024,0.00220107817788,0.354980051086,4.59436935976e-05
0.001385,216.118226927,1.91119236337,0.00218155207037,0.356645581364,4.59467428047e-05
0.00139,215.637624807,1.90638627498,0.00216221142678,0.35831174569,4.59497746028e-05
0.001395,215.158388542,1.90159384562,0.00214305408517,0.359978518038,4.59527891918e-05
0.0014,214.680506631,1.8968149603,0.00212407792811,0.361645872605,4.59557867652e-05
0.001405,214.203968,1.89204950824,0.00210528088101,0.363313783802,4.59587675096e-05
0.00141,213.728761974,1.88729738272,0.00208666091036,0.364982226259,4.59617316055e-05
0.001415,213.254878264,1.88255848083,0.00206821602225,0.366651174815,4.59646792277e-05
0.00142,212.782306947,1.87783270332,0.00204994426076,0.368320604518,4.59676105451e-05
0.001425,212.311038445,1.87311995443,0.0020318437066,0.369990490623,4.59705257215e-05
0.00143,211.841063513,1.86842014171,0.00201391247576,0.371660808584,4.59734249152e-05
0.001435,211.372373222,1.86373317584,0.0019961487182,0.373331534059,4.59763082805e-05
0.00144,210.904958943,1.85905897053,0.00197855061663,0.375002642902,4.59791759663e-05
0.001445,210.438812331,1.85439744235,0.00196111638538,0.376674111163,4.59820281175e-05
0.00145,209.973925316,1.84974851057,0.00194384426928,0.378345915082,4.59848648748e-05
0.001455,209.510290086,1.84511209708,0.0019267325426,0.380018031093,4.5987686375e-05
0.00146,209.047899076,1.84048812623,0.0019097795081,0.381690435815,4.59904927512e-05
0.001465,208.586744958,1.83587652473,0.00189298349605,0.383363106057,4.59932841326e-05
0.00147,208.126820627,1.83127722152,0.00187634286335,0.385036018808,4.59960606451e-05
0.001475,207.668119191,1.82669014769,0.00185985599267,0.386709151241,4.59988224116e-05
0.00148,207.210633963,1.82211523635,0.00184352129164,0.388382480711,4.60015695515e-05
0.001485,206.75435845,1.81755242258,0.00182733719206,0.390055984747,4.60043021815e-05
0.00149,206.299286342,1.81300164327,0.00181130214919,0.391729641058,4.60070204154e-05
0.001495,205.845411508,1.8084628371,0.00179541464105,0.393403427527,4.60097243644e-05
0.0015,205.392727981,1.80393594442,0.00177967316771,0.39507732221,4.60124141368e-05
0.001505,204.941229958,1.79942090717,0.0017640762507,0.396751303335,4.60150898388e-05
0.00151,204.490911786,1.79491766884,0.0017486224324,0.398425349298,4.60177515741e-05
0.001515,204.041767959,1.79042617434,0.00173331027541,0.400099438665,4.60203994441e-05
0.00152,203.593793108,1.78594637,0.00171813836206,0.40177355017,4.60230335484e-05
0.001525,203.146981997,1.78147820346,0.00170310529385,0.403447662711,4.6025653984e-05
0.00153,202.701329517,1.77702162361,0.00168820969095,0.405121755348,4.60282608464e-05
0.001535,202.256830678,1.77257658055,0.00167345019172,0.406795807308,4.60308542289e-05
0.00154,201.813480606,1.76814302554,0.00165882545228,0.408469797977,4.60334342235e-05
0.001545,201.371274535,1.76372091091,0.001644334146,0.4101437069,4.603600092e-05
0.00155,200.930207803,1.75931019006,0.00162997496315,0.411817513782,4.60385544067e-05
0.001555,200.490275851,1.75491081737,0.00161574661047,0.413491198486,4.60410947703e-05
0.00156,200.051474211,1.75052274817,0.00160164781077,0.41516474103,4.60436220962e-05
0.001565,199.613798509,1.74614593872,0.0015876773026,0.416838121587,4.60461364682e-05
0.00157,199.177244455,1.74178034611,0.00157383383986,0.418511320484,4.60486379688e-05
0.001575,198.741807844,1.73742592829,0.00156011619148,0.420184318203,4.6051126679e-05
0.00158,198.307484548,1.73308264398,0.00154652314108,0.421857095373,4.60536026786e-05
0.001585,197.874270517,1.72875045267,0.00153305348669,0.423529632777,4.60560660463e-05
0.00159,197.442161771,1.72442931457,0.00151970604042,0.425201911347,4.60585168596e-05
0.001595,197.0111544,1.72011919056,0.00150647962817,0.426873912161,4.60609551948e-05
0.0016,196.58124456,1.71582004221,0.00149337308939,0.428545616447,4.60633811271e-05
0.001605,196.152428468,1.71153183169,0.00148038527678,0.430217005578,4.60657947305e-05
0.00161,195.724702405,1.70725452179,0.00146751505604,0.431888061072,4.60681960786e-05
0.001615,195.298062705,1.70298807587,0.00145476130563,0.43355876459,4.60705852435e-05
0.00162,194.872505761,1.69873245785,0.00144212291654,0.43522909794,4.60729622963e-05
0.001625,194.448028017,1.69448763215,0.00142959879206,0.436899043068,4.60753273075e-05
0.00163,194.024625968,1.69025356374,0.00141718784754,0.438568582063,4.60776803469e-05
0.001635,193.602296155,1.68603021802,0.0014048890102,0.440237697156,4.60800214828e-05
0.00164,193.181035169,1.6818175609,0.00139270121892,0.441906370714,4.60823507833e-05
0.001645,192.760839644,1.6776155587,0.00138062342404,0.443574585245,4.60846683157e-05
0.00165,192.341706254,1.67342417818,0.00136865458717,0.445242323394,4.60869741462e-05
0.001655,191.923631716,1.6692433865,0.00135679368099,0.446909567941,4.60892683403e-05
0.00166,191.506612786,1.66507315123,0.00134503968909,0.448576301805,4.60915509634e-05
0.001665,191.090646258,1.66091344027,0.00133339160582,0.450242508037,4.60938220792e-05
0.00167,190.675728959,1.65676422193,0.00132184843606,0.451908169823,4.6096081752e-05
0.001675,190.261857753,1.65262546483,0.00131040919511,0.453573270484,4.60983300442e-05
0.00168,189.849029537,1.64849713793,0.00129907290851,0.455237793469,4.61005670184e-05
0.001685,189.437241237,1.64437921051,0.0012878386119,0.456901722363,4.61027927365e-05
0.00169,189.026489814,1.64027165215,0.00127670535085,0.458565040879,4.61050072595e-05
0.001695,188.616772254,1.63617443273,0.00126567218074,0.460227732861,4.61072106481e-05
0.0017,188.208085574,1.63208752241,0.00125473816662,0.461889782282,4.61094029624e-05
0.001705,187.800426817,1.62801089161,0.00124390238305,0.463551173242,4.61115842618e-05
0.00171,187.393793052,1.62394451102,0.001233163914,0.46521188997,4.61137546056e-05
0.001715,186.988181372,1.61988835159,0.00122252185267,0.46687191682,4.61159140522e-05
0.00172,186.583588897,1.61584238449,0.00121197530145,0.468531238273,4.61180626596e-05
0.001725,186.180012768,1.61180658114,0.00120152337171,0.470189838936,4.61202004853e-05
0.00173,185.777450148,1.60778091318,0.00119116518372,0.471847703537,4.61223275866e-05
0.001735,185.375898225,1.60376535246,0.00118089986656,0.473504816931,4.61244440198e-05
0.00174,184.975354203,1.59975987104,0.00117072655795,0.475161164095,4.61265498415e-05
0.001745,184.575815311,1.59576444119,0.00116064440419,0.476816730126,4.61286451072e-05
