time_s,B26  A_v_pu,EQUL A_v_pu,B26  B_v_pu,EQUL B_v_pu,B26  C_v_pu,EQUL C_v_pu,FAULTA_v_pu,LINE A_v_pu,EQUR A_v_pu,LINE B_v_pu,EQUR B_v_pu,LINE C_v_pu,EQUR C_v_pu,B500 A_v_pu,B500 B_v_pu,B500 C_v_pu,SEND A_v_pu,REC  A_v_pu,SEND B_v_pu,REC  B_v_pu,SEND C_v_pu,REC  C_v_pu,X_saturated_transformer_internal_top_v_pu,Y_saturated_transformer_internal_top_v_pu,Z_saturated_transformer_internal_top_v_pu,output_fixed_1_pu,output_fixed_2_pu,output_fixed_3_pu,output_fixed_4_pu,output_fixed_5_pu,output_fixed_6_pu,output_fixed_7_pu,output_fixed_8_pu,output_fixed_9_pu,switch_current_switch_fixed_4_pu
0.0019314,18038.6191978,14079.840611,713.325312291,3831.05679074,-18751.9445101,-17910.8974017,12.3329443438,230020.96208,119290.420021,204821.496522,253064.840978,-434842.458602,-372355.260999,228834.233496,181052.563306,-494942.15288,228834.233496,12.3329443438,181052.563306,-11658.8483101,-494942.15288,-777514.62672,215291.605982,203962.6074,-461767.697478,228834.233496,181052.563306,-494942.15288,228834.233496,181052.563306,-494942.15288,12.3329443438,-11658.8483101,-777514.62672,1233.29443438
0.0019647,18062.7724194,13921.1508587,1031.49499279,4062.61584296,-19094.2674122,-17983.7667017,12.5393748846,225096.902803,114748.130456,212895.475265,256608.225894,-437992.378069,-371356.35635,224487.807618,190356.583973,-503356.785363,224487.807618,12.5393748846,190356.583973,-5951.54739088,-503356.785363,-796824.456156,211660.238867,212468.705723,-468371.692476,224487.807618,190356.583973,-503356.785363,224487.807618,190356.583973,-503356.785363,12.5393748846,-5951.54739088,-796824.456156,1253.93748846
0.001998,18039.3289165,13760.2671897,1368.37917673,4293.53464346,-19407.7080932,-18053.8018332,12.720146001,220009.125151,110187.757052,220817.005585,260111.170398,-440826.130736,-370298.927451,220028.94367,199660.160049,-511195.75762,220028.94367,12.720146001,199660.160049,197.332967169,-511195.75762,-814935.339068,207081.734745,220907.532132,-473729.537464,220028.94367,199660.160049,-511195.75762,220028.94367,199660.160049,-511195.75762,12.720146001,197.332967169,-814935.339068,1272.0146001
0.0020313,18037.0134751,13597.2149586,1690.3401631,4523.77680037,-19727.3536382,-18120.991759,12.87582415,214772.774856,105610.018507,228586.337671,263573.12244,-443359.112527,-369183.140947,215209.10345,208719.37967,-518690.070248,215209.10345,12.87582415,208719.37967,6741.10899487,-518690.070248,-831874.253269,203026.527047,229181.854015,-479574.249004,215209.10345,208719.37967,-518690.070248,215209.10345,208719.37967,-518690.070248,12.87582415,6741.10899487,-831874.253269,1287.582415
0.0020646,17988.6539659,13432.0198618,2030.09383102,4753.30602846,-20018.7477969,-18185.3258902,13.0050151175,209401.694611,101015.636252,236202.937461,266993.53643,-445604.632072,-368009.172683,208270.145363,215764.712994,-527611.992006,208270.145363,13.0050151175,215764.712994,13587.1228295,-527611.992006,-847749.954338,197063.974482,236386.569276,-485204.804546,208270.145363,215764.712994,-527611.992006,208270.145363,215764.712994,-527611.992006,13.0050151175,13587.1228295,-847749.954338,1300.50151175
0.0020979,17960.8510352,13264.7079332,2355.04923388,4982.08615486,-20315.9002691,-18246.7940881,13.1051205127,203914.502711,96405.3343441,243667.32787,270371.873326,-447581.830581,-366777.20767,196737.765323,218297.669018,-540478.435303,196737.765323,13.1051205127,218297.669018,20609.8558111,-540478.435303,-862700.973323,189484.896431,241293.625278,-493434.805727,196737.765323,218297.669018,-540478.435303,196737.765323,218297.669018,-540478.435303,13.1051205127,20609.8558111,-862700.973323,1310.51205127
0.0021312,17890.126973,13095.3055407,2696.15796063,5210.08112475,-20586.2849336,-18305.3866654,13.1818477274,198328.841331,91779.8393477,250979.335534,273707.600714,-449308.176865,-365487.440061,184301.901175,219981.876924,-553648.870168,184301.901175,13.1818477274,219981.876924,27914.9951051,-553648.870168,-876644.273241,180633.559276,245690.578959,-500960.537344,184301.901175,219981.876924,-553648.870168,184301.901175,219981.876924,-553648.870168,13.1818477274,27914.9951051,-876644.273241,1318.18477274
0.0021645,17840.180675,12923.8393812,3022.24608347,5437.25500706,-20862.4267584,-18361.0943883,13.2379431909,192661.220331,87139.880222,258139.845984,277000.192897,-450801.066316,-364140.073119,172690.008825,222517.451675,-565444.822002,172690.008825,13.2379431909,222517.451675,35549.484636,-565444.822002,-889530.352248,172861.827881,250476.477554,-508399.276857,172690.008825,222517.451675,-565444.822002,172690.008825,222517.451675,-565444.822002,13.2379431909,35549.484636,-889530.352248,1323.79431909
0.0021978,17750.5724462,12750.3364773,3362.72450227,5663.5720001,-21113.2969484,-18413.9084774,13.2718025157,186598.877696,82486.1882057,264829.856924,280249.130978,-452386.398052,-362735.319183,161846.244675,225816.160846,-575977.128906,161846.244675,13.2718025157,225816.160846,43519.2069068,-575977.128906,-901265.278542,164710.652097,255563.736183,-514392.241198,161846.244675,225816.160846,-575977.128906,161846.244675,225816.160846,-575977.128906,13.2718025157,43519.2069068,-901265.278542,1327.18025157
0.0022311,17683.0994194,12574.8241723,3688.14118819,5888.99643723,-21371.2406076,-18463.8206095,13.2811823774,178464.696342,77819.4967017,269376.173296,283453.902935,-455772.903699,-361273.399637,151713.147925,229812.053856,-585409.448838,151713.147925,13.2811823774,229812.053856,51836.2866548,-585409.448838,-911720.907668,157569.757787,260969.529808,-520430.184774,151713.147925,229812.053856,-585409.448838,151713.147925,229812.053856,-585409.448838,13.2811823774,51836.2866548,-911720.907668,1328.11823774
0.0022644,17585.3787238,12397.3301261,4030.97974956,6113.49279249,-21616.3584733,-18510.8229185,13.2675747275,167832.274789,73140.5411617,271510.71334,286614.003711,-461634.832828,-359754.544873,142258.7635,234702.19405,-594136.891869,142258.7635,13.2675747275,234702.19405,60470.1128127,-594136.891869,-920963.160183,150062.166217,266831.582282,-525447.830858,142258.7635,234702.19405,-594136.891869,142258.7635,234702.19405,-594136.891869,13.2675747275,60470.1128127,-920963.160183,1326.75747275
0.0022977,17529.0417592,12217.8823111,4374.63052383,6337.02568616,-21903.672283,-18554.9079972,13.2323748211,156959.874091,68450.0589701,274412.227028,289728.935286,-468992.305439,-358178.994256,133499.060106,241166.568078,-602985.102927,133499.060106,13.2323748211,241166.568078,69393.1939119,-602985.102927,-929054.99945,143556.457802,273744.592687,-531415.516249,133499.060106,241166.568078,-602985.102927,133499.060106,241166.568078,-602985.102927,13.2323748211,69393.1939119,-929054.99945,1323.23748211
0.002331,17467.972643,12036.5090075,4753.53750955,6559.55989036,-22221.5101526,-18596.0688979,13.1769652361,147447.942828,63748.7893276,281584.273417,292798.20676,-478831.696182,-356546.996087,125440.10004,249622.771136,-612511.408613,125440.10004,13.1769652361,249622.771136,78578.2676087,-612511.408613,-936058.65601,136759.31693,282021.332085,-537476.442228,125440.10004,249622.771136,-612511.408613,125440.10004,249622.771136,-612511.408613,13.1769652361,78578.2676087,-936058.65601,1317.69652361
0.0023643,17438.9935578,11853.2387992,5127.53997934,6781.06033462,-22566.5335371,-18634.2991338,13.1023954063,139346.494852,59037.4731353,292995.66454,295821.334427,-490988.979676,-354858.807563,117941.953906,259137.019568,-621806.1097,117941.953906,13.1023954063,259137.019568,87999.0724296,-621806.1097,-942016.304073,130858.139291,290977.430667,-544159.421065,117941.953906,259137.019568,-621806.1097,117941.953906,259137.019568,-621806.1097,13.1023954063,87999.0724296,-942016.304073,1310.23954063
0.0023976,17370.8054455,11668.1005686,5508.94703595,7001.49211135,-22879.7524814,-18669.59268,13.0097465701,132064.927503,54316.8528775,304692.811242,298797.841856,-501500.504371,-353114.694734,110871.027459,268784.260151,-629968.613161,110871.027459,13.0097465701,268784.260151,97629.51401,-629968.613161,-946972.135694,124508.6811,299842.864612,-549484.610497,110871.027459,268784.260151,-629968.613161,110871.027459,268784.260151,-629968.613161,13.0097465701,97629.51401,-946972.135694,1300.97465701
0.0024309,17316.1343032,11481.1234929,5872.20303163,7220.82048142,-23188.3373348,-18701.9439743,12.900373244,125450.743736,49587.6725046,316532.01466,301727.259961,-510563.880304,-351314.932466,104191.304511,278523.94467,-637070.230921,104191.304511,12.900373244,278523.94467,107452.889567,-637070.230921,-950962.816672,118920.661804,308636.42937,-554699.880642,104191.304511,278523.94467,-637070.230921,104191.304511,278523.94467,-637070.230921,12.900373244,107452.889567,-950962.816672,1290.0373244
0.0024642,17224.7525925,11292.3370388,6242.11423559,7439.01087956,-23466.8668281,-18731.3479183,12.77745309,119375.485537,44850.6773163,328395.9306,304609.127077,-518347.694775,-349459.804394,97862.2852406,288312.405325,-643190.153603,97862.2852406,12.77745309,288312.405325,117493.451995,-643190.153603,-953960.025735,112882.753226,317303.59346,-558674.758377,97862.2852406,288312.405325,-643190.153603,97862.2852406,288312.405325,-643190.153603,12.77745309,117493.451995,-953960.025735,1277.745309
0.0024975,17146.9827586,11101.7709583,6594.36569227,7656.02891985,-23741.3484508,-18757.7998781,12.6461130429,113732.253748,40106.6138438,340187.726019,307442.989035,-525000.173205,-347549.602878,91721.0616059,297986.630788,-648525.32697,91721.0616059,12.6461130429,297986.630788,127809.774927,-648525.32697,-955832.566134,107485.450736,325801.761523,-562664.284775,91721.0616059,297986.630788,-648525.32697,91721.0616059,297986.630788,-648525.32697,12.6461130429,127809.774927,-955832.566134,1264.61130429
0.0025308,17034.8399755,10909.4552839,6952.63365924,7871.84040114,-23987.4736348,-18781.295685,12.510080815,108431.700188,35356.2297321,351825.031697,310228.399228,-530643.195771,-345584.62896,85196.174646,306972.38042,-653680.930086,85196.174646,12.510080815,306972.38042,138414.907905,-653680.930086,-956486.704318,101306.866596,333813.160501,-565853.088276,85196.174646,306972.38042,-653680.930086,85196.174646,306972.38042,-653680.930086,12.510080815,138414.907905,-956486.704318,1251.0080815
0.0025641,16936.2056126,10715.4203237,7293.57355623,8086.4113124,-24229.7791688,-18801.8316361,12.370013768,103400.812372,30600.2736225,363240.393003,312964.918687,-535385.242803,-343565.19231,77592.0895818,314565.74422,-659376.728267,77592.0895818,12.370013768,314565.74422,149286.617867,-659376.728267,-955975.350108,95116.9334574,341019.863958,-569702.970499,77592.0895818,314565.74422,-659376.728267,77592.0895818,314565.74422,-659376.728267,12.370013768,149286.617867,-955975.350108,1237.0013768
0.0025974,16805.30645,10519.6966569,7639.71679469,8299.70783815,-24445.0232447,-18819.404495,12.2266383187,98579.0757894,25839.4950342,374381.885478,315652.116149,-539319.91529,-341491.611183,69399.1227533,321250.9032,-665155.710356,69399.1227533,12.2266383187,321250.9032,160402.853791,-665155.710356,-954351.156645,88071.9607605,347628.92221,-572923.454843,69399.1227533,321250.9032,-665155.710356,69399.1227533,321250.9032,-665155.710356,12.2266383187,160402.853791,-954351.156645,1222.66383187
0.0026307,16687.8441223,10322.3151287,7968.74538428,8511.69636371,-24656.5895066,-18834.0114924,12.0810170647,93917.5622484,21074.6442466,385208.09017,318289.568122,-542531.24327,-339364.212368,61676.1283345,328076.262732,-669982.504344,61676.1283345,12.0810170647,328076.262732,171763.615089,-669982.504344,-951633.392555,81770.5660211,354198.945643,-576046.039062,61676.1283345,328076.262732,-669982.504344,61676.1283345,328076.262732,-669982.504344,12.0810170647,171763.615089,-951633.392555,1208.10170647
0.002664,16539.9240064,10123.3068456,8302.01262588,8722.34348055,-24841.9366323,-18845.6503262,11.9327774779,89381.1500135,16306.4721809,395684.500839,320876.858953,-545092.905667,-337183.331134,54688.8645669,335293.168854,-673610.603348,54688.8645669,11.9327774779,335293.168854,183349.090725,-673610.603348,-947840.3276,75310.7720206,360823.773165,-577926.101667,54688.8645669,335293.168854,-673610.603348,54688.8645669,335293.168854,-673610.603348,11.9327774779,183349.090725,-947840.3276,1193.27774779
0.0026973,16405.3443554,9922.70317059,8618.03311676,8931.61599155,-25023.3774722,-18854.3191621,11.7807913806,84665.8622337,11535.7302815,405485.03604,323413.580898,-547393.552804,-334949.311179,48375.1932177,342818.532245,-676135.633836,48375.1932177,11.7807913806,342818.532245,195133.558787,-676135.633836,-942980.136647,69682.717933,367492.344719,-579614.88276,48375.1932177,342818.532245,-676135.633836,48375.1932177,342818.532245,-676135.633836,11.7807913806,195133.558787,-942980.136647,1178.07913806
0.0027306,16244.0498994,9720.5357179,8936.59472435,9139.48091621,-25180.6446237,-18860.0166341,11.6247594207,77437.0347542,6763.17039798,412306.928499,325899.334177,-551963.463486,-332662.504575,42696.2474762,350565.222962,-677722.396835,42696.2474762,11.6247594207,350565.222962,207083.910187,-677722.396835,-937098.860358,63892.0044889,374133.096335,-580239.156199,42696.2474762,350565.222962,-677722.396835,42696.2474762,350565.222962,-677722.396835,11.6247594207,207083.910187,-937098.860358,1162.47594207
0.0027639,16102.4428375,9516.83634834,9239.32436138,9345.90549587,-25341.7671988,-18862.7418442,11.4650233369,63985.6183742,1989.54466629,412796.725788,328333.727048,-562946.118466,-330323.271714,37607.6091604,358595.019293,-678716.657845,37607.6091604,11.4650233369,358595.019293,219162.013899,-678716.657845,-930271.609724,58905.8039796,380857.082853,-580994.511396,37607.6091604,358595.019293,-678716.657845,37607.6091604,358595.019293,-678716.657845,11.4650233369,219162.013899,-930271.609724,1146.50233369
0.0027972,15951.4315764,9311.63716409,9557.42560839,9550.85719885,-25508.8571848,-18862.4943629,11.3020748042,48796.5025001,-2784.39460957,412091.818739,330716.37586,-576561.978101,-327931.98125,33088.6348908,367563.960657,-679793.308588,33088.6348908,11.3020748042,367563.960657,231331.076766,-679793.308588,-922577.853928,53764.6300323,388159.814557,-581483.897628,33088.6348908,367563.960657,-679793.308588,33088.6348908,367563.960657,-679793.308588,11.3020748042,231331.076766,-922577.853928,1130.20748042
0.0028305,15845.7991739,9104.97050371,9884.60938756,9754.30372559,-25730.4085615,-18859.2742293,11.1363727604,36106.0502194,-7557.89507612,414579.060543,333046.905116,-588722.516231,-325489.010039,29180.3038074,378263.88301,-681809.695749,29180.3038074,11.1363727604,378263.88301,243557.485079,-681809.695749,-914092.496342,49428.6249321,396708.631507,-583300.619437,29180.3038074,378263.88301,-681809.695749,29180.3038074,378263.88301,-681809.695749,11.1363727604,243557.485079,-914092.496342,1113.63727604
0.0028638,15736.67341,8896.86893702,10231.8398695,9956.21301375,-25968.5132795,-18853.0819508,10.9680925095,26187.1143791,-12330.2044492,419723.638018,335324.947534,-598053.645355,-322994.743085,25681.3662228,390028.331535,-684340.921813,25681.3662228,10.9680925095,390028.331535,255822.524136,-684340.921813,-904881.724633,44879.2017843,405996.436929,-585184.607218,25681.3662228,390028.331535,-684340.921813,25681.3662228,390028.331535,-684340.921813,10.9680925095,255822.524136,-904881.724633,1096.80925095
0.0028971,15630.0220057,8687.36525999,10557.3811479,10156.5532432,-26187.4031536,-18843.9185032,10.7972501955,18419.8069295,-17100.5706322,426293.63722,337550.144106,-604352.098478,-320449.573474,21815.4550499,400718.825409,-686325.623467,21815.4550499,10.7972501955,400718.825409,268184.377091,-686325.623467,-895073.467527,40564.758513,414526.395264,-586965.278799,21815.4550499,400718.825409,-686325.623467,21815.4550499,400718.825409,-686325.623467,10.7972501955,268184.377091,-895073.467527,1079.72501955
0.0029304,15489.8169841,8476.49248954,10879.3116725,10355.2928413,-26369.1286567,-18831.7853308,10.6252732774,12364.8671803,-21868.2418349,433879.03284,339722.144148,-608106.810293,-317853.902313,17349.8051253,410128.621925,-688052.712166,17349.8051253,10.6252732774,410128.621925,280956.518036,-688052.712166,-885103.444199,35505.5345018,422161.876853,-587942.493488,17349.8051253,410128.621925,-688052.712166,17349.8051253,410128.621925,-688052.712166,10.6252732774,280956.518036,-885103.444199,1062.52732774
0.0029637,15353.1150808,8264.28385836,11180.8530309,10552.4004873,-26533.9681117,-18816.6843457,10.4567294737,7699.07546881,-26632.4666916,442187.178153,341840.605363,-609693.567573,-315208.138671,13123.485361,419124.202794,-688735.214905,13123.485361,10.4567294737,419124.202794,294820.152972,-688735.214905,-875677.466554,30966.391292,429385.948042,-588578.477771,13123.485361,419124.202794,-688735.214905,13123.485361,419124.202794,-688735.214905,10.4567294737,294820.152972,-875677.466554,1045.67294737
0.002997,15185.4743026,8050.77280967,11479.2472224,10747.8451179,-26664.721525,-18798.6179276,10.3009460864,4150.0887187,-31392.4943799,450977.035437,343905.193889,-609433.008162,-312512.699509,9883.79733657,428477.121763,-687675.761792,9883.79733657,10.3009460864,428477.121763,310201.046344,-687675.761792,-866825.619487,26500.5756678,436555.98781,-587714.012442,9883.79733657,428477.121763,-687675.761792,9883.79733657,428477.121763,-687675.761792,10.3009460864,310201.046344,-866825.619487,1030.09460864
0.0030303,15022.0675628,7835.99299195,11758.3504583,10941.5959319,-26780.4180211,-18777.5889239,10.1650791037,1464.93242758,-36147.5747389,460019.116893,345915.584356,-607620.159067,-309768.009617,7687.06537123,438262.106521,-684856.599871,7687.06537123,10.1650791037,438262.106521,326499.465792,-684856.599871,-857318.221776,22945.0539955,443756.745565,-586151.396131,7687.06537123,438262.106521,-684856.599871,7687.06537123,438262.106521,-684856.599871,10.1650791037,326499.465792,-857318.221776,1016.50791037
0.0030636,14829.8803586,7619.97825361,12034.5488779,11133.6223949,-26864.4292365,-18753.6006485,10.0499215795,-577.883985757,-40896.9583871,469107.554983,347871.459934,-604506.085702,-306974.501547,6318.84001937,448284.038316,-680531.28668,6318.84001937,10.0499215795,448284.038316,343078.939678,-680531.28668,-846318.830572,19407.6288502,450860.252272,-583243.394472,6318.84001937,448284.038316,-680531.28668,6318.84001937,448284.038316,-680531.28668,10.0499215795,343078.939678,-846318.830572,1004.99215795
0.0030969,14642.2115837,7402.7626377,12292.7567657,11323.8942443,-26934.9683493,-18726.656882,9.9535211302,-2161.23391827,-45639.8968411,478077.894667,349772.512385,-600307.74055,-304132.615544,5586.13763841,458386.320437,-674913.914228,5586.13763841,9.9535211302,458386.320437,359871.320819,-674913.914228,-833943.917585,16559.4584536,457834.767143,-579870.748438,5586.13763841,458386.320437,-674913.914228,5586.13763841,458386.320437,-674913.914228,9.9535211302,359871.320819,-833943.917585,995.35211302
0.0031302,14426.2663517,7184.38037652,12549.6535435,11512.381494,-26975.9198951,-18696.7618705,9.87277362698,-3446.78077191,-50375.6426331,486776.278358,351618.442112,-595206.883818,-301242.799479,5318.51861045,468478.047942,-668136.512024,5318.51861045,9.87277362698,468478.047942,376775.56207,-668136.512024,-820343.496377,13552.4628408,464610.10418,-575352.339604,5318.51861045,468478.047942,-668136.512024,5318.51861045,468478.047942,-668136.512024,9.87277362698,376775.56207,-820343.496377,987.277362698
0.0031635,14168.981639,6964.86588622,12792.0190421,11699.0544392,-26961.0006811,-18663.9203255,9.80487196647,-4723.71140035,-55103.4494287,494907.004156,353408.958202,-589519.25687,-298305.508774,5307.61418756,478453.862125,-660253.513687,5307.61418756,9.80487196647,478453.862125,393702.572565,-660253.513687,-805650.616013,10748.9719962,470932.654093,-568716.47819,5307.61418756,478453.862125,-660253.513687,5307.61418756,478453.862125,-660253.513687,9.80487196647,393702.572565,-805650.616013,980.487196647
0.0031968,13971.2747577,6744.25376141,13035.3874296,11883.8836611,-27006.6621873,-18628.1374225,9.74838431698,-6797.33029058,-59822.5721449,501620.87454,355143.778479,-584134.329037,-295321.206334,5376.03060545,488189.167795,-651505.531647,5376.03060545,9.74838431698,488189.167795,410602.070708,-651505.531647,-789960.970837,8095.56019688,477473.4902,-564720.652169,5376.03060545,488189.167795,-651505.531647,5376.03060545,488189.167795,-651505.531647,9.74838431698,410602.070708,-789960.970837,974.838431698
0.0032301,13684.6615397,6522.57876963,13266.4413572,12066.8400312,-26951.1028969,-18589.4188009,9.70223511649,-10657.9726852,-64532.2670672,505818.107984,356822.629542,-580214.799672,-292290.362475,5430.46300509,497648.706143,-642132.831996,5430.46300509,9.70223511649,497648.706143,427434.623468,-642132.831996,-773357.83627,5222.39588667,483242.304738,-556812.398375,5430.46300509,497648.706143,-642132.831996,5430.46300509,497648.706143,-642132.831996,9.70223511649,427434.623468,-773357.83627,970.223511649
0.0032634,13467.0879723,6299.87584598,13502.8134907,12247.8947165,-26969.901463,-18547.7705625,9.66507676707,-15727.5280263,-69231.7919667,508068.962119,358445.24681,-577253.154796,-289213.454843,5403.23823497,506980.64045,-632464.812844,5403.23823497,9.66507676707,506980.64045,444150.245099,-632464.812844,-755938.797645,2443.83622459,489375.772814,-552039.925094,5403.23823497,506980.64045,-632464.812844,5403.23823497,506980.64045,-632464.812844,9.66507676707,444150.245099,-755938.797645,966.507676707
0.0032967,13173.1698808,6076.18008754,13735.6262969,12427.0191834,-26908.7961777,-18503.1992709,9.63538548383,-20359.0213566,-73920.4062175,510253.486222,360011.374565,-573419.897878,-286090.968347,5245.44530635,516413.581042,-622838.285173,5245.44530635,9.63538548383,516413.581042,460696.905562,-622838.285173,-737799.889443,-585.737481568,495114.763593,-543971.06494,5245.44530635,516413.581042,-622838.285173,5245.44530635,516413.581042,-622838.285173,9.63538548383,460696.905562,-737799.889443,963.538548383
0.00333,12949.2393477,5851.52674783,13977.2670529,12604.1852026,-26926.5064006,-18455.7119504,9.61168633388,-23834.1911359,-78597.3709131,513156.729178,361520.765992,-567894.00112,-282923.395079,4909.43294291,525842.669015,-613241.60104,4909.43294291,9.61168633388,525842.669015,477028.34394,-613241.60104,-719029.887362,-3588.47517692,501314.913645,-539149.123906,4909.43294291,525842.669015,-613241.60104,4909.43294291,525842.669015,-613241.60104,9.61168633388,477028.34394,-719029.887362,961.168633388
0.0033633,12446.7257775,5625.95123131,14207.5889308,12779.3648535,-26654.3147083,-18405.3160848,9.59250889494,-26308.7224056,-83261.9489827,516557.052154,362973.183218,-560749.42695,-279711.234235,4251.98105018,534708.912761,-603029.627513,4251.98105018,9.59250889494,534708.912761,493115.288381,-603029.627513,-699713.953277,-8058.52436373,505543.2152,-522818.513454,4251.98105018,534708.912761,-603029.627513,4251.98105018,534708.912761,-603029.627513,9.59250889494,493115.288381,-699713.953277,959.250889494
0.0033966,12399.2597049,5399.48908777,14434.9792292,12952.5305286,-26834.2389341,-18352.0196163,9.57696989282,-28092.3605805,-87913.405308,520106.553028,364368.397347,-552249.374461,-276454.992039,2397.18385231,541887.782404,-593120.75913,2397.18385231,9.57696989282,541887.782404,509028.294289,-593120.75913,-680035.574142,-10732.497791,511454.367688,-525915.105349,2397.18385231,541887.782404,-593120.75913,2397.18385231,541887.782404,-593120.75913,9.57696989282,509028.294289,-680035.574142,957.696989282
0.0034299,11851.9241597,5172.17600673,14647.2900237,13123.6549375,-26499.2141834,-18295.8309442,9.56623265293,-29452.3267422,-92551.0068383,523580.091571,365706.188499,-542725.28387,-273155.181661,-1954.54987302,546096.476674,-584873.378834,-1954.54987302,9.56623265293,546096.476674,525264.754481,-584873.378834,-660614.276331,-17165.0535313,512927.730525,-509477.754419,-1954.54987302,546096.476674,-584873.378834,-1954.54987302,546096.476674,-584873.378834,9.56623265293,525264.754481,-660614.276331,956.623265293
0.0034632,11772.6611388,4944.04781178,14856.9849492,13292.7111117,-26629.646088,-18236.7589235,9.56536867304,-30491.3100467,-97174.0227066,526916.064774,366986.345844,-532339.266041,-269812.323137,-7251.77167406,548906.097056,-576811.087074,-7251.77167406,9.56536867304,548906.097056,543126.901072,-576811.087074,-642894.703681,-21683.6444657,516217.182233,-512956.072582,-7251.77167406,548906.097056,-576811.087074,-7251.77167406,548906.097056,-576811.087074,9.56536867304,543126.901072,-642894.703681,956.536867304
0.0034965,11203.4384133,4715.14045502,15052.5419973,13459.6724088,-26255.9804106,-18174.8128639,9.57974610489,-31260.7849436,-101781.724344,530097.582218,368208.667634,-521195.558314,-266426.943289,-11288.0272626,552543.196209,-566807.543314,-11288.0272626,9.57974610489,552543.196209,563768.722571,-566807.543314,-628081.103371,-27961.5509401,517112.630761,-495362.309788,-11288.0272626,552543.196209,-566807.543314,-11288.0272626,552543.196209,-566807.543314,9.57974610489,563768.722571,-628081.103371,957.974610489
0.0035298,11098.3765829,4485.49001131,15245.8969344,13624.5125163,-26344.2735173,-18110.0025276,9.60662014305,-31868.7663023,-106373.385596,533044.023681,369372.961235,-509441.601354,-262999.575639,-13608.3688961,557483.961808,-554474.402094,-13608.3688961,9.60662014305,557483.961808,585915.109584,-554474.402094,-614635.11835,-31083.0582968,521086.506875,-496258.595081,-13608.3688961,557483.961808,-554474.402094,-13608.3688961,557483.961808,-554474.402094,9.60662014305,585915.109584,-614635.11835,960.662014305
0.0035631,10513.4221299,4255.13267262,15426.9455672,13787.2054561,-25940.3676972,-18042.3381287,9.63813250906,-32440.3223377,-110948.282835,535665.642436,370479.043162,-497233.91278,-259530.760326,-14648.0274231,563364.821978,-540366.116218,-14648.0274231,9.63813250906,563364.821978,607143.773148,-540366.116218,-599821.361812,-35835.0463685,522881.205635,-476422.421032,-14648.0274231,563364.821978,-540366.116218,-14648.0274231,563364.821978,-540366.116218,9.63813250906,607143.773148,-599821.361812,963.813250906
0.0035964,7586.38767779,4024.10474233,15610.6885713,13947.7255884,-23197.0762491,-17971.8303307,9.67218862808,-33052.9730034,-115505.695077,537962.726759,371526.739098,-484629.379909,-256021.044021,-14430.6204352,570394.109044,-520622.710752,-14430.6204352,9.67218862808,570394.109044,627434.768293,-520622.710752,-583787.369508,-53998.1767682,511415.650649,-360824.391998,-14430.6204352,570394.109044,-520622.710752,-14430.6204352,570394.109044,-520622.710752,9.67218862808,627434.768293,-583787.369508,967.218862808
0.0036297,11025.8528348,3792.44262951,15793.1503793,14106.0476158,-26819.0032141,-17898.4902453,9.70585963314,-33788.4169601,-120044.90409,540009.71032,372515.883932,-471545.904004,-252470.979841,-14149.264276,577777.359445,-502846.477188,-14149.264276,9.70585963314,577777.359445,646745.866309,-502846.477188,-566697.357302,-35004.9497385,537072.306944,-504864.65462,-14149.264276,577777.359445,-502846.477188,-14149.264276,577777.359445,-502846.477188,9.70585963314,646745.866309,-566697.357302,970.585963314
0.003663,6262.73078582,3560.18284317,15989.0649447,14262.1465876,-22251.7957305,-17822.3294307,9.73553104155,-34826.4221097,-124565.194516,541802.872555,373446.321778,-457896.331219,-248881.127262,-13842.8120155,585717.816476,-484065.963487,-13842.8120155,9.73553104155,585717.816476,665010.879042,-484065.963487,-548730.470754,-63281.6776134,516112.005608,-313801.617475,-13842.8120155,585717.816476,-484065.963487,-13842.8120155,585717.816476,-484065.963487,9.73553104155,665010.879042,-548730.470754,973.553104155
0.0036963,10918.9388676,3327.36198649,16184.0363062,14415.9979031,-27102.9751738,-17743.3598895,9.76052887677,-36312.1361488,-129065.853973,543274.538648,374317.906003,-443864.201191,-245252.05203,-14135.7836371,593349.842445,-466172.552666,-14135.7836371,9.76052887677,593349.842445,682243.569004,-466172.552666,-529970.296068,-38290.0511356,548402.245302,-508577.899874,-14135.7836371,593349.842445,-466172.552666,-14135.7836371,593349.842445,-466172.552666,9.76052887677,682243.569004,-529970.296068,976.052887677
0.0037296,4709.05930716,3094.0167511,16382.9441116,14567.5773159,-21092.0034188,-17661.594067,9.78166861968,-38369.3374804,-133546.173177,544300.948711,375130.49925,-429636.496788,-241584.326073,-14886.8575808,600515.708122,-446637.017117,-14886.8575808,9.78166861968,600515.708122,698498.75978,-446637.017117,-510460.163463,-74708.9409261,519491.912213,-258226.125495,-14886.8575808,600515.708122,-446637.017117,-14886.8575808,600515.708122,-446637.017117,9.78166861968,698498.75978,-510460.163463,978.166861968
