time_s,B26  A_v_pu,EQUL A_v_pu,B26  B_v_pu,EQUL B_v_pu,B26  C_v_pu,EQUL C_v_pu,FAULTA_v_pu,LINE A_v_pu,EQUR A_v_pu,LINE B_v_pu,EQUR B_v_pu,LINE C_v_pu,EQUR C_v_pu,B500 A_v_pu,B500 B_v_pu,B500 C_v_pu,SEND A_v_pu,REC  A_v_pu,SEND B_v_pu,REC  B_v_pu,SEND C_v_pu,REC  C_v_pu,X_saturated_transformer_internal_top_v_pu,Y_saturated_transformer_internal_top_v_pu,Z_saturated_transformer_internal_top_v_pu,output_fixed_1_pu,output_fixed_2_pu,output_fixed_3_pu,output_fixed_4_pu,output_fixed_5_pu,output_fixed_6_pu,output_fixed_7_pu,output_fixed_8_pu,output_fixed_9_pu,switch_current_switch_fixed_4_pu
0.000333,8889.34228693,18714.5565523,-3551.20793438,-7311.89162886,-5338.13435255,-11402.6649235,0,78091.3360676,302934.083657,6167.74582024,47614.4363159,-84259.0818878,-350548.519973,40432.9768341,2967.11440015,-43400.0912343,40432.9768341,0,2967.11440015,0,-43400.0912343,0,92357.0058515,11898.9210872,-104255.926939,40432.9768341,2967.11440015,-43400.0912343,40432.9768341,2967.11440015,-43400.0912343,0,0,0,0
0.0003663,9054.33181081,18683.4329735,-3537.13147844,-7093.03331798,-5517.20033237,-11590.3996555,0,84344.8185695,300024.426751,7394.23803563,52346.9641669,-91739.0566052,-352371.390917,43807.5244708,3574.48187461,-47382.0063454,43807.5244708,0,3574.48187461,0,-47382.0063454,0,95671.7270557,13322.9852305,-108994.712286,43807.5244708,3574.48187461,-47382.0063454,43807.5244708,3574.48187461,-47382.0063454,0,0,0,0
0.0003996,9115.1794188,18649.3649616,-3469.19796947,-6873.05717391,-5645.98144933,-11776.3077877,0,90341.127932,297067.487215,8718.76213208,57071.2423492,-99059.890064,-354138.729565,47101.4880546,4235.1193065,-51336.607361,47101.4880546,0,4235.1193065,0,-51336.607361,0,96547.0585489,14805.3069777,-111352.365527,47101.4880546,4235.1193065,-51336.607361,47101.4880546,4235.1193065,-51336.607361,0,0,0,0
0.0004329,9271.71596379,18612.3578858,-3448.45516681,-6651.99786399,-5823.26079698,-11960.3600218,0,96086.1463158,294063.731053,10138.3324613,61786.5263361,-106224.478777,-355850.257389,50313.5320539,4948.24047923,-55261.7725331,50313.5320539,0,4948.24047923,0,-55261.7725331,0,99658.2002552,16310.9437922,-115969.144047,50313.5320539,4948.24047923,-55261.7725331,50313.5320539,4948.24047923,-55261.7725331,0,0,0,0
0.0004662,9328.77864579,18572.417578,-3376.28142747,-6429.89022627,-5952.49721832,-12142.5273517,0,102469.739252,291013.631643,11650.0261325,66492.0730178,-114119.765385,-357505.704661,53446.9508709,5713.03418068,-59159.9850516,53446.9508709,0,5713.03418068,0,-59159.9850516,0,100439.875543,17872.4720139,-118312.347557,53446.9508709,5713.03418068,-59159.9850516,53446.9508709,5713.03418068,-59159.9850516,0,0,0,0
0.0004995,9544.04612595,18529.5503328,-3382.2342772,-6206.76926402,-6161.81184875,-12322.7810688,0,112728.95361,287917.669669,13263.8667341,71187.1408193,-125992.820344,-359104.810488,58467.5741203,6543.01088481,-65010.5850052,58467.5741203,0,6543.01088481,0,-65010.5850052,0,104909.190506,19467.818701,-124377.009207,58467.5741203,6543.01088481,-65010.5850052,58467.5741203,6543.01088481,-65010.5850052,0,0,0,0
0.0005328,9908.43974328,18483.7629058,-3459.09102424,-5982.67014019,-6449.34871903,-12501.0927656,0,125866.235697,284776.333042,15036.9833474,75870.989817,-140903.219044,-360647.322859,70521.1494438,7503.52575389,-78024.6751977,70521.1494438,0,7503.52575389,0,-78024.6751977,0,112812.675687,21180.6239883,-133993.299675,70521.1494438,7503.52575389,-78024.6751977,70521.1494438,7503.52575389,-78024.6751977,0,0,0,0
0.0005661,10351.066038,18435.062513,-3571.15749572,-5757.62817188,-6779.90854223,-12677.4343412,0,138378.481991,281590.116823,17012.0030845,80542.8818554,-155390.485075,-362132.998678,82054.1083941,8642.94030052,-90697.0486946,82054.1083941,0,8642.94030052,0,-90697.0486946,0,122493.9,23018.8239127,-145512.723913,82054.1083941,8642.94030052,-90697.0486946,82054.1083941,8642.94030052,-90697.0486946,0,0,0,0
0.0005994,10686.1314096,18383.4568294,-3624.73012888,-5531.6788248,-7061.4012807,-12851.7780046,0,150280.307714,278359.523147,19181.3481301,85202.0806634,-169461.655844,-363561.603811,93081.8524321,9955.07789853,-103036.930331,93081.8524321,0,9955.07789853,0,-103036.930331,0,129609.587391,25007.7364259,-154617.323816,93081.8524321,9955.07789853,-103036.930331,93081.8524321,9955.07789853,-103036.930331,0,0,0,0
0.0006327,11095.8830555,18328.9539878,-3712.05545751,-5304.85770764,-7383.82759801,-13024.0962802,0.0181317410495,161590.96053,275085.061143,21537.5972131,89847.8519702,-183128.557743,-364932.913114,103617.078738,11433.9372495,-115051.015987,103617.078738,0.0181317410495,11433.9372495,-209.314439444,-115051.015987,-941.17359315,138424.928525,27112.707638,-165537.636163,103617.078738,11433.9372495,-115051.015987,103617.078738,11433.9372495,-115051.015987,0.0181317410495,-209.314439444,-941.17359315,1.81317410495
0.000666,11403.1723739,18271.5625776,-3743.78898991,-5077.20056649,-7659.38338403,-13194.3620111,0.140016723773,172324.248259,271767.246853,24073.5539061,94479.463621,-196397.802165,-366246.710474,113678.799253,13073.6566255,-126752.455878,113678.799253,0.140016723773,13073.6566255,-1605.756908,-126752.455878,-7278.52864539,144798.713059,29357.9175509,-174156.63061,113678.799253,13073.6566255,-126752.455878,113678.799253,13073.6566255,-126752.455878,0.140016723773,-1605.756908,-7278.52864539,14.0016723773
0.0006993,11781.8477337,18211.2916435,-3807.92455568,-4848.74327919,-7973.92317798,-13362.5483643,0.346987808943,182498.404623,268406.603151,26782.1694115,99096.1856928,-209280.574034,-367502.788843,123277.096321,14868.6044145,-138145.700735,123277.096321,0.346987808943,14868.6044145,-3913.05143483,-138145.700735,-18103.8812223,152799.534807,31710.3669705,-184509.901777,123277.096321,14868.6044145,-138145.700735,123277.096321,14868.6044145,-138145.700735,0.346987808943,-3913.05143483,-18103.8812223,34.6987808943
