time_s,type_1_current_rms_A,type_2_current_rms_A,type_3_current_rms_A,type_4_current_rms_A,type_5_current_rms_A,type_6_current_rms_A,type_7_current_rms_A,type_8_current_rms_A,type_9_current_rms_A,type_10_current_rms_A,type_11_current_rms_A,type_12_current_rms_A
0.00033,0.00125053279027,0.00102105574759,0.00125051753185,0.00114156110125,0.00102104328915,0,0,0,0,0,0,0
0.00034,0.00128739666318,0.00105115497378,0.0012873786445,0.00117521053941,0.0010511402616,0,0,0,0,0,0,0
0.00035,0.00132419955929,0.00108120441263,0.00132417850577,0.00120880406295,0.0010811872225,0,0,0,0,0,0,0
0.00036,0.00136094145715,0.00111120404661,0.00136091707829,0.00124234163779,0.00111118414135,0,0,0,0,0,0,0
0.00037,0.00139762233602,0.00114115385879,0.001397594325,0.00127582323007,0.00114113098788,0,0,0,0,0,0,0
0.00038,0.00143424217584,0.0011710538328,0.00143421020911,0.00130924880622,0.00117102773207,0,0,0,0,0,0,0
0.00039,0.00147080095728,0.00120090395284,0.00147076469411,0.00134261833291,0.00120087434409,0,0,0,0,0,0,0
0.0004,0.00150729866169,0.0012307042037,0.00150725774378,0.00137593177708,0.00123067079438,0,0,0,0,0,0,0
0.00041,0.00154373527111,0.00126045457072,0.00154368932219,0.00140918910591,0.00126041705358,0,0,0,0,0,0,0
0.00042,0.00158011076831,0.00129015503981,0.00158005939368,0.00144239028686,0.0012901130926,0,0,0,0,0,0,0
0.00043,0.0016164251367,0.00131980559744,0.00161636792286,0.00147553528763,0.00131975888254,0,0,0,0,0,0,0
0.00044,0.00165267836042,0.00134940623065,0.00165261487466,0.0015086240762,0.00134935439475,0,0,0,0,0,0,0
0.00045,0.00168887042427,0.00137895692705,0.00168880021425,0.00154165662078,0.00137889960081,0,0,0,0,0,0,0
0.00046,0.00172500131375,0.00140845767477,0.00172492390713,0.00157463288986,0.00140839447253,0,0,0,0,0,0,0
0.00047,0.00176107101504,0.00143790846255,0.00176098591903,0.00160755285217,0.00143783898195,0,0,0,0,0,0,0
0.00048,0.00179707951497,0.00146730927963,0.00179698621601,0.00164041647672,0.00146723310134,0,0,0,0,0,0,0
0.00049,0.0018330268011,0.00149666011584,0.00183292476437,0.00167322373276,0.0014965768032,0,0,0,0,0,0,0
0.0005,0.00186891286161,0.00152596096155,0.00186880153072,0.00170597458979,0.00152587006027,0,0,0,0,0,0,0
0.00051,0.00190473768537,0.00155521180767,0.00190461648195,0.0017386690176,0.00155511284549,0,0,0,0,0,0,0
0.00052,0.00194050126194,0.00158441264566,0.00194036958522,0.0017713069862,0.00158430513206,0,0,0,0,0,0,0
0.00053,0.00197620358151,0.00161356346752,0.00197606080797,0.00180388846588,0.00161344689341,0,0,0,0,0,0,0
0.00054,0.00201184463496,0.0016426642658,0.00201169011794,0.00183641342718,0.00164253810318,0,0,0,0,0,0,0
0.00055,0.00204742441381,0.00167171503359,0.00204725748313,0.00186888184089,0.00167157873526,0,0,0,0,0,0,0
0.00056,0.00208294291026,0.00170071576449,0.00208276287184,0.00190129367807,0.00170056876374,0,0,0,0,0,0,0
0.00057,0.00211840011713,0.00172966645267,0.00211820625264,0.00193364891003,0.00172950816298,0,0,0,0,0,0,0
0.00058,0.00215379602793,0.00175856709282,0.00215358759438,0.00196594750834,0.00175839690754,0,0,0,0,0,0,0
0.00059,0.0021891306368,0.00178741768015,0.00218890686619,0.00199818944482,0.00178723497222,0,0,0,0,0,0,0
0.0006,0.00222440393853,0.00181621821041,0.0022241640375,0.00203037469155,0.00181602233204,0,0,0,0,0,0,0
0.00061,0.00225961592855,0.00184496867987,0.00225935907798,0.00206250322086,0.00184475896226,0,0,0,0,0,0,0
0.00062,0.00229476660294,0.00187366908533,0.00229449195763,0.00209457500535,0.00187344483837,0,0,0,0,0,0,0
0.00063,0.00232985595842,0.0019023194241,0.00232956264669,0.00212659001786,0.00190207993608,0,0,0,0,0,0,0
0.00064,0.00236488399233,0.00193091969403,0.0023645711157,0.00215854823149,0.00193066423133,0,0,0,0,0,0,0
0.00065,0.00239985070266,0.00195946989346,0.00239951733548,0.00219044961962,0.0019591977003,0,0,0,0,0,0,0
0.00066,0.00243475608802,0.00198797002126,0.00243440127713,0.00222229415584,0.00198768031938,0,0,0,0,0,0,0
0.00067,0.00246960014765,0.00201642007681,0.00246922291201,0.00225408181403,0.00201611206521,0,0,0,0,0,0,0
0.00068,0.00250438288142,0.00204482006001,0.00250398221179,0.00228581256831,0.00204449291463,0,0,0,0,0,0,0
0.00069,0.00253910428982,0.00207316997126,0.0025386791484,0.00231748639307,0.00207282284474,0,0,0,0,0,0,0
0.0007,0.00257376437396,0.00210146981145,0.00257331369405,0.00234910326294,0.00210110183284,0,0,0,0,0,0,0
0.00071,0.00260836313555,0.002129719582,0.00260788582123,0.00238066315281,0.00212932985649,0,0,0,0,0,0,0
0.00072,0.00264290057695,0.00215791928481,0.00264239550273,0.00241216603782,0.00215750689344,0,0,0,0,0,0,0
0.00073,0.00267737670109,0.00218606892229,0.00267684271159,0.00244361189338,0.00218563292169,0,0,0,0,0,0,0
0.00074,0.00271179151153,0.00221416849735,0.00271122742114,0.00247500069514,0.00221370791947,0,0,0,0,0,0,0
0.00075,0.00274614501243,0.00224221801338,0.00274554960498,0.002506332419,0.00224173186524,0,0,0,0,0,0,0
0.00076,0.00278043720857,0.00227021747428,0.00277980923702,0.00253760704113,0.00226970473766,0,0,0,0,0,0,0
0.00077,0.0028146681053,0.00229816688442,0.00281400629141,0.00256882453794,0.00229762651565,0,0,0,0,0,0,0
0.00078,0.00284883770857,0.00232606624867,0.0028481407426,0.00259998488612,0.00232549717833,0,0,0,0,0,0,0
0.00079,0.00288294602495,0.00235391557237,0.0028822125653,0.00263108806257,0.00235331670508,0,0,0,0,0,0,0
0.0008,0.00291699306158,0.00238171486137,0.00291622173453,0.00266213404448,0.00238108507547,0,0,0,0,0,0,0
0.00081,0.00295097882618,0.00240946412197,0.00295016822555,0.00269312280928,0.00240880226932,0,0,0,0,0,0,0
0.00082,0.00298490332708,0.00243716336096,0.00298405201392,0.00272405433465,0.00243646826667,0,0,0,0,0,0,0
0.00083,0.00301876657317,0.00246481258561,0.00301787307547,0.00275492859854,0.0024640830478,0,0,0,0,0,0,0
0.00084,0.00305256857393,0.00249241180366,0.00305163138632,0.00278574557913,0.00249164659318,0,0,0,0,0,0,0
0.00085,0.00308630933941,0.00251996102331,0.00308532692285,0.00281650525487,0.00251915888355,0,0,0,0,0,0,0
0.00086,0.00311998888023,0.00254746025324,0.00311895966172,0.00284720760446,0.00254661989985,0,0,0,0,0,0,0
0.00087,0.0031536072076,0.0025749095026,0.00315252957988,0.00287785260684,0.00257402962325,0,0,0,0,0,0,0
0.00088,0.00318716433328,0.00260230878098,0.00318603665454,0.00290844024122,0.00260138803514,0,0,0,0,0,0,0
0.00089,0.00322066026958,0.00262965809844,0.0032194808632,0.00293897048705,0.00262869511716,0,0,0,0,0,0,0
0.0009,0.00325409502941,0.00265695746552,0.00325286218362,0.00296944332404,0.00265595085116,0,0,0,0,0,0,0
0.00091,0.0032874686262,0.0026842068932,0.00328618059386,0.00299985873215,0.00268315521919,0,0,0,0,0,0,0
0.00092,0.00332078107395,0.00271140639289,0.00331943607222,0.00303021669159,0.00271030820358,0,0,0,0,0,0,0
0.00093,0.00335403238722,0.00273855597649,0.00335262859732,0.00306051718282,0.00273740978684,0,0,0,0,0,0,0
0.00094,0.00338722258111,0.00276565565632,0.00338575814803,0.00309076018655,0.00276445995171,0,0,0,0,0,0,0
0.00095,0.00342035167127,0.00279270544516,0.00341882470349,0.00312094568376,0.00279145868119,0,0,0,0,0,0,0
0.00096,0.00345341967388,0.00281970535623,0.00345182824313,0.00315107365566,0.00281840595846,0,0,0,0,0,0,0
0.00097,0.00348642660568,0.00284665540319,0.00348476874664,0.00318114408371,0.00284530176696,0,0,0,0,0,0,0
0.00098,0.00351937248393,0.00287355560014,0.00351764619401,0.00321115694964,0.00287214609032,0,0,0,0,0,0,0
0.00099,0.00355225732644,0.00290040596161,0.00355046056548,0.00324111223541,0.00289893891243,0,0,0,0,0,0,0
0.001,0.00358508115152,0.00292720650257,0.00358321184157,0.00327100992325,0.00292568021738,0,0,0,0,0,0,0
0.00101,0.00361784397805,0.00295395723841,0.00361590000309,0.00330084999562,0.0029523699895,0,0,0,0,0,0,0
0.00102,0.00365054582541,0.00298065818496,0.0036485250311,0.00333063243526,0.00297900821332,0,0,0,0,0,0,0
0.00103,0.00368318671349,0.00300730935848,0.00368108690695,0.00336035722512,0.00300559487362,0,0,0,0,0,0,0
0.00104,0.00371576666272,0.00303391077563,0.00371358561226,0.00339002434843,0.00303212995539,0,0,0,0,0,0,0
0.00105,0.00374828569403,0.00306046245352,0.00374602112892,0.00341963378867,0.00305861344385,0,0,0,0,0,0,0
0.00106,0.00378074382889,0.00308696440965,0.00377839343911,0.00344918552955,0.00308504532443,0,0,0,0,0,0,0
0.00107,0.00381314108923,0.00311341666195,0.00381070252526,0.00347867955504,0.0031114255828,0,0,0,0,0,0,0
0.00108,0.00384547749753,0.00313981922877,0.00384294837008,0.00350811584937,0.00313775420485,0,0,0,0,0,0,0
0.00109,0.00387775307675,0.00316617212885,0.00387513095657,0.003537494397,0.00316403117668,0,0,0,0,0,0,0
0.0011,0.00390996785036,0.00319247538136,0.00390725026798,0.00356681518265,0.00319025648463,0,0,0,0,0,0,0
0.00111,0.00394212184232,0.00321872900585,0.00393930628784,0.00359607819128,0.00321643011525,0,0,0,0,0,0,0
0.00112,0.00397421507707,0.0032449330223,0.00397129899996,0.00362528340812,0.00324255205531,0,0,0,0,0,0,0
0.00113,0.00400624757957,0.00327108745107,0.00400322838841,0.00365443081863,0.00326862229181,0,0,0,0,0,0,0
0.00114,0.00403821937525,0.00329719231293,0.00403509443755,0.00368352040851,0.00329464081198,0,0,0,0,0,0,0
0.00115,0.00407013049002,0.00332324762903,0.00406689713199,0.00371255216374,0.00332060760325,0,0,0,0,0,0,0
0.00116,0.00410198095027,0.00334925342092,0.00409863645662,0.00374152607051,0.00334652265329,0,0,0,0,0,0,0
0.00117,0.00413377078287,0.00337520971055,0.00413031239661,0.00377044211528,0.00337238595,0,0,0,0,0,0,0
0.00118,0.00416550001518,0.00340111652025,0.00416192493739,0.00379930028476,0.00339819748146,0,0,0,0,0,0,0
0.00119,0.004197168675,0.00342697387271,0.00419347406467,0.00382810056589,0.00342395723602,0,0,0,0,0,0,0
0.0012,0.00422877679062,0.00345278179105,0.00422495976443,0.00385684294588,0.00344966520221,0,0,0,0,0,0,0
0.00121,0.00426032439079,0.00347854029872,0.0042563820229,0.00388552741217,0.00347532136882,0,0,0,0,0,0,0
0.00122,0.00429181150471,0.00350424941958,0.00428774082662,0.00391415395246,0.00350092572484,0,0,0,0,0,0,0
0.00123,0.00432323816205,0.00352990917785,0.00431903616235,0.00394272255467,0.00352647825947,0,0,0,0,0,0,0
0.00124,0.00435460439294,0.00355551959813,0.00435026801718,0.003971233207,0.00355197896214,0,0,0,0,0,0,0
0.00125,0.00438591022794,0.00358108070537,0.00438143637841,0.00399968589788,0.00357742782252,0,0,0,0,0,0,0
0.00126,0.00441715569807,0.0036065925249,0.00441254123364,0.00402808061598,0.00360282483047,0,0,0,0,0,0,0
0.00127,0.0044483408348,0.00363205508242,0.00444358257075,0.00405641735023,0.00362816997609,0,0,0,0,0,0,0
0.00128,0.00447946567004,0.00365746840397,0.00447456037787,0.0040846960898,0.00365346324969,0,0,0,0,0,0,0
0.00129,0.00451053023613,0.00368283251597,0.0045054746434,0.0041129168241,0.0036787046418,0,0,0,0,0,0,0
0.0013,0.00454153456585,0.00370814744518,0.00453632535602,0.00414107954279,0.00370389414317,0,0,0,0,0,0,0
0.00131,0.00457247869242,0.00373341321872,0.00456711250467,0.00416918423578,0.00372903174477,0,0,0,0,0,0,0
0.00132,0.00460336264946,0.00375862986406,0.00459783607855,0.00419723089322,0.0037541174378,0,0,0,0,0,0,0
0.00133,0.00463418647106,0.003783797409,0.00462849606715,0.0042252195055,0.00377915121366,0,0,0,0,0,0,0
0.00134,0.00466495019168,0.00380891588171,0.00465909246021,0.00425315006326,0.00380413306399,0,0,0,0,0,0,0
0.00135,0.00469565384625,0.00383398531069,0.00468962524774,0.00428102255739,0.00382906298061,0,0,0,0,0,0,0
0.00136,0.00472629747009,0.00385900572477,0.00472009442004,0.00430883697901,0.00385394095562,0,0,0,0,0,0,0
0.00137,0.00475688109892,0.00388397715315,0.00475049996763,0.0043365933195,0.00387876698127,0,0,0,0,0,0,0
0.00138,0.00478740476889,0.00390889962531,0.00478084188135,0.00436429157047,0.00390354105008,0,0,0,0,0,0,0
0.00139,0.00481786851654,0.00393377317111,0.00481112015228,0.00439193172378,0.00392826315477,0,0,0,0,0,0,0
0.0014,0.00484827237883,0.00395859782072,0.00484133477175,0.00441951377154,0.00395293328826,0,0,0,0,0,0,0
0.00141,0.00487861639311,0.00398337360463,0.0048714857314,0.00444703770608,0.00397755144372,0,0,0,0,0,0,0
0.00142,0.00490890059712,0.00400810055366,0.00490157302309,0.00447450352001,0.00400211761452,0,0,0,0,0,0,0
0.00143,0.004939125029,0.00403277869895,0.00493159663898,0.00450191120614,0.00402663179424,0,0,0,0,0,0,0
0.00144,0.00496928972727,0.00405740807196,0.00496155657148,0.00452926075756,0.00405109397669,0,0,0,0,0,0,0
0.00145,0.00499939473085,0.00408198870445,0.00499145281327,0.00455655216758,0.0040755041559,0,0,0,0,0,0,0
0.00146,0.00502944007903,0.00410652062851,0.00502128535729,0.00458378542977,0.00409986232609,0,0,0,0,0,0,0
0.00147,0.00505942581148,0.00413100387653,0.00505105419676,0.00461096053791,0.00412416848174,0,0,0,0,0,0,0
0.00148,0.00508935196825,0.00415543848122,0.00508075932514,0.00463807748606,0.0041484226175,0,0,0,0,0,0,0
0.00149,0.00511921858977,0.00417982447557,0.00511040073618,0.0046651362685,0.00417262472826,0,0,0,0,0,0,0
0.0015,0.00514902571682,0.0042041618929,0.00513997842388,0.00469213687975,0.00419677480914,0,0,0,0,0,0,0
0.00151,0.00517877339057,0.0042284507668,0.0051694923825,0.00471907931458,0.00422087285544,0,0,0,0,0,0,0
0.00152,0.00520846165252,0.00425269113118,0.00519894260658,0.004745963568,0.00424491886271,0,0,0,0,0,0,0
0.00153,0.00523809054456,0.00427688302022,0.00522832909091,0.00477278963525,0.00426891282669,0,0,0,0,0,0,0
0.00154,0.00526766010892,0.00430102646843,0.00525765183055,0.00479955751183,0.00429285474335,0,0,0,0,0,0,0
0.00155,0.0052971703882,0.00432512151055,0.00528691082082,0.00482626719347,0.00431674460887,0,0,0,0,0,0,0
0.00156,0.00532662142531,0.00434916818166,0.00531610605731,0.00485291867613,0.00434058241964,0,0,0,0,0,0,0
0.00157,0.00535601326355,0.00437316651709,0.00534523753585,0.00487951195602,0.00436436817227,0,0,0,0,0,0,0
0.00158,0.00538534594654,0.00439711655246,0.00537430525257,0.00490604702959,0.00438810186359,0,0,0,0,0,0,0
0.00159,0.00541461951824,0.00442101832366,0.00540330920384,0.00493252389353,0.00441178349063,0,0,0,0,0,0,0
0.0016,0.00544383402294,0.00444487186687,0.00543224938628,0.00495894254476,0.00443541305064,0,0,0,0,0,0,0
0.00161,0.00547298950529,0.00446867721853,0.00546112579679,0.00498530298046,0.0044589905411,0,0,0,0,0,0,0
0.00162,0.00550208601025,0.00449243441534,0.00548993843254,0.00501160519803,0.00448251595967,0,0,0,0,0,0,0
