time_s,type_1_current_rms_A,type_2_current_rms_A,type_3_current_rms_A,type_4_current_rms_A,type_5_current_rms_A,type_6_current_rms_A,type_7_current_rms_A,type_8_current_rms_A,type_9_current_rms_A,type_10_current_rms_A,type_11_current_rms_A,type_12_current_rms_A
0.00163,0.00553112358309,0.00451614349428,0.00551868729093,0.0050378491951,0.00450598930426,0,0,0,0,0,0,0
0.00164,0.00556010226943,0.00453980449259,0.00554737236966,0.00506403496957,0.00452941057296,0,0,0,0,0,0,0
0.00165,0.00558902211519,0.00456341744778,0.00557599366665,0.00509016251955,0.0045527797641,0,0,0,0,0,0,0
0.00166,0.00561788316662,0.0045869823976,0.00560455118012,0.0051162318434,0.0045760968762,0,0,0,0,0,0,0
0.00167,0.00564668547027,0.00461049938005,0.00563304490851,0.00514224293972,0.00459936190801,0,0,0,0,0,0,0
0.00168,0.00567542907302,0.00463396843342,0.00566147485057,0.00516819580734,0.0046225748585,0,0,0,0,0,0,0
0.00169,0.00570411402203,0.00465738959621,0.00568984100525,0.00519409044532,0.00464573572681,0,0,0,0,0,0,0
0.0017,0.00573274036477,0.00468076290718,0.00571814337182,0.00521992685299,0.00466884451234,0,0,0,0,0,0,0
0.00171,0.00576130814902,0.00470408840534,0.00574638194976,0.00524570502987,0.00469190121468,0,0,0,0,0,0,0
0.00172,0.00578981742284,0.00472736612995,0.00577455673883,0.00527142497575,0.00471490583363,0,0,0,0,0,0,0
0.00173,0.00581826823461,0.00475059612048,0.00580266773906,0.00529708669065,0.00473785836921,0,0,0,0,0,0,0
0.00174,0.00584666063296,0.00477377841665,0.00583071495073,0.00532269017483,0.00476075882163,0,0,0,0,0,0,0
0.00175,0.00587499466683,0.00479691305843,0.00585869837436,0.00534823542876,0.00478360719135,0,0,0,0,0,0,0
0.00176,0.00590327038544,0.00482000008601,0.00588661801075,0.00537372245317,0.004806403479,0,0,0,0,0,0,0
0.00177,0.0059314878383,0.00484303953978,0.00591447386095,0.00539915124903,0.00482914768545,0,0,0,0,0,0,0
0.00178,0.00595964707517,0.00486603146041,0.00594226592627,0.00542452181753,0.00485183981177,0,0,0,0,0,0,0
0.00179,0.00598774814609,0.00488897588874,0.00596999420829,0.00544983416009,0.00487447985922,0,0,0,0,0,0,0
0.0018,0.00601579110139,0.00491187286586,0.00599765870881,0.00547508827839,0.00489706782931,0,0,0,0,0,0,0
0.00181,0.00604377599165,0.00493472243308,0.00602525942992,0.00550028417431,0.00491960372373,0,0,0,0,0,0,0
0.00182,0.00607170286771,0.00495752463189,0.00605279637396,0.00552542185001,0.00494208754439,0,0,0,0,0,0,0
0.00183,0.00609957178066,0.00498027950403,0.00608026954352,0.00555050130783,0.00496451929341,0,0,0,0,0,0,0
0.00184,0.00612738278188,0.00500298709144,0.00610767894145,0.00557552255039,0.0049868989731,0,0,0,0,0,0,0
0.00185,0.00615513592297,0.00502564743625,0.00613502457086,0.00560048558051,0.00500922658602,0,0,0,0,0,0,0
0.00186,0.00618283125579,0.00504826058081,0.0061623064351,0.00562539040128,0.00503150213489,0,0,0,0,0,0,0
0.00187,0.00621046883246,0.00507082656766,0.0061895245378,0.00565023701597,0.00505372562268,0,0,0,0,0,0,0
0.00188,0.00623804870531,0.00509334543954,0.00621667888281,0.00567502542814,0.00507589705254,0,0,0,0,0,0,0
0.00189,0.00626557092693,0.0051158172394,0.00624376947428,0.00569975564154,0.00509801642785,0,0,0,0,0,0,0
0.0019,0.00629303555017,0.00513824201037,0.00627079631657,0.00572442766018,0.00512008375218,0,0,0,0,0,0,0
0.00191,0.00632044262806,0.00516061979576,0.00629775941433,0.00574904148828,0.0051420990293,0,0,0,0,0,0,0
0.00192,0.00634779221389,0.00518295063908,0.00632465877243,0.00577359713031,0.00516406226323,0,0,0,0,0,0,0
0.00193,0.00637508436119,0.00520523458404,0.00635149439604,0.00579809459096,0.00518597345814,0,0,0,0,0,0,0
0.00194,0.00640231912369,0.0052274716745,0.00637826629052,0.00582253387516,0.00520783261846,0,0,0,0,0,0,0
0.00195,0.00642949655534,0.00524966195452,0.00640497446155,0.00584691498806,0.00522963974879,0,0,0,0,0,0,0
0.00196,0.00645661671031,0.00527180546833,0.00643161891502,0.00587123793505,0.00525139485394,0,0,0,0,0,0,0
0.00197,0.00648367964299,0.00529390226034,0.00645819965707,0.00589550272175,0.00527309793895,0,0,0,0,0,0,0
0.00198,0.00651068540798,0.00531595237512,0.00648471669413,0.00591970935401,0.00529474900904,0,0,0,0,0,0,0
0.00199,0.00653763406008,0.00533795585741,0.00651117003285,0.00594385783791,0.00531634806966,0,0,0,0,0,0,0
0.002,0.00656452565429,0.00535991275214,0.00653755968014,0.00596794817975,0.00533789512644,0,0,0,0,0,0,0
0.00201,0.00659136024582,0.00538182310438,0.00656388564316,0.00599198038607,0.00535939018524,0,0,0,0,0,0,0
0.00202,0.00661813789007,0.00540368695935,0.00659014792932,0.00601595446364,0.0053808332521,0,0,0,0,0,0,0
0.00203,0.00664485864263,0.00542550436246,0.00661634654629,0.00603987041946,0.00540222433328,0,0,0,0,0,0,0
0.00204,0.0066715225593,0.00544727535925,0.00664248150198,0.00606372826075,0.00542356343525,0,0,0,0,0,0,0
0.00205,0.00669812969603,0.00546899999542,0.00666855280457,0.00608752799496,0.00544485056467,0,0,0,0,0,0,0
0.00206,0.006724680109,0.00549067831683,0.00669456046246,0.00611126962979,0.00546608572841,0,0,0,0,0,0,0
0.00207,0.00675117385454,0.00551231036948,0.00672050448432,0.00613495317313,0.00548726893356,0,0,0,0,0,0,0
0.00208,0.00677761098916,0.00553389619951,0.00674638487907,0.00615857863313,0.00550840018738,0,0,0,0,0,0,0
0.00209,0.00680399156955,0.0055554358532,0.00677220165587,0.00618214601816,0.00552947949737,0,0,0,0,0,0,0
0.0021,0.00683031565257,0.00557692937698,0.00679795482414,0.0062056553368,0.00555050687121,0,0,0,0,0,0,0
0.00211,0.00685658329525,0.00559837681742,0.00682364439353,0.00622910659788,0.00557148231678,0,0,0,0,0,0,0
0.00212,0.00688279455478,0.0056197782212,0.00684927037396,0.00625249981045,0.00559240584219,0,0,0,0,0,0,0
0.00213,0.00690894948851,0.00564113363517,0.00687483277559,0.00627583498377,0.00561327745572,0,0,0,0,0,0,0
0.00214,0.00693504815396,0.00566244310627,0.00690033160882,0.00629911212736,0.00563409716587,0,0,0,0,0,0,0
0.00215,0.00696109060878,0.0056837066816,0.00692576688431,0.00632233125094,0.00565486498135,0,0,0,0,0,0,0
0.00216,0.00698707691081,0.00570492440836,0.00695113861297,0.00634549236445,0.00567558091105,0,0,0,0,0,0,0
0.00217,0.00701300711801,0.00572609633387,0.00697644680594,0.00636859547808,0.00569624496407,0,0,0,0,0,0,0
0.00218,0.00703888128848,0.0057472225056,0.00700169147462,0.00639164060223,0.00571685714974,0,0,0,0,0,0,0
0.00219,0.00706469948048,0.0057683029711,0.00702687263064,0.00641462774753,0.00573741747754,0,0,0,0,0,0,0
0.0022,0.00709046175241,0.00578933777804,0.00705199028591,0.00643755692484,0.00575792595718,0,0,0,0,0,0,0
0.00221,0.0071161681628,0.00581032697423,0.00707704445256,0.00646042814522,0.00577838259858,0,0,0,0,0,0,0
0.00222,0.0071418187703,0.00583127060756,0.00710203514295,0.00648324141998,0.00579878741185,0,0,0,0,0,0,0
0.00223,0.00716741363372,0.00585216872603,0.00712696236974,0.00650599676066,0.00581914040729,0,0,0,0,0,0,0
0.00224,0.00719295281196,0.00587302137774,0.00715182614577,0.00652869417899,0.00583944159541,0,0,0,0,0,0,0
0.00225,0.00721843636408,0.00589382861091,0.00717662648417,0.00655133368695,0.00585969098692,0,0,0,0,0,0,0
0.00226,0.00724386434922,0.00591459047385,0.00720136339831,0.00657391529674,0.00587988859274,0,0,0,0,0,0,0
0.00227,0.00726923682668,0.00593530701494,0.00722603690178,0.00659643902078,0.00590003442396,0,0,0,0,0,0,0
0.00228,0.00729455385585,0.0059559782827,0.00725064700843,0.00661890487171,0.0059201284919,0,0,0,0,0,0,0
0.00229,0.00731981549623,0.0059766043257,0.00727519373236,0.00664131286239,0.00594017080806,0,0,0,0,0,0,0
0.0023,0.00734502180744,0.00599718519261,0.0072996770879,0.00666366300591,0.00596016138415,0,0,0,0,0,0,0
0.00231,0.00737017284919,0.00601772093221,0.00732409708963,0.00668595531558,0.00598010023207,0,0,0,0,0,0,0
0.00232,0.00739526868129,0.00603821159332,0.00734845375237,0.00670818980493,0.00599998736392,0,0,0,0,0,0,0
0.00233,0.00742030936368,0.00605865722487,0.0073727470912,0.00673036648771,0.00601982279201,0,0,0,0,0,0,0
0.00234,0.00744529495637,0.00607905787587,0.0073969771214,0.0067524853779,0.00603960652882,0,0,0,0,0,0,0
0.00235,0.00747022551945,0.00609941359539,0.00742114385854,0.00677454648968,0.00605933858707,0,0,0,0,0,0,0
0.00236,0.00749510111314,0.00611972443259,0.00744524731839,0.00679654983748,0.00607901897963,0,0,0,0,0,0,0
0.00237,0.0075199217977,0.00613999043667,0.007469287517,0.00681849543592,0.0060986477196,0,0,0,0,0,0,0
0.00238,0.00754468763352,0.00616021165693,0.00749326447064,0.00684038329987,0.00611822482026,0,0,0,0,0,0,0
0.00239,0.00756939868102,0.00618038814273,0.00751717819581,0.00686221344438,0.0061377502951,0,0,0,0,0,0,0
0.0024,0.00759405500075,0.00620051994349,0.00754102870927,0.00688398588477,0.0061572241578,0,0,0,0,0,0,0
0.00241,0.0076186566533,0.00622060710868,0.00756481602802,0.00690570063654,0.00617664642223,0,0,0,0,0,0,0
0.00242,0.00764320369933,0.00624064968784,0.00758854016929,0.00692735771542,0.00619601710246,0,0,0,0,0,0,0
0.00243,0.0076676961996,0.00626064773057,0.00761220115054,0.00694895713737,0.00621533621275,0,0,0,0,0,0,0
0.00244,0.0076921342149,0.00628060128651,0.0076357989895,0.00697049891854,0.00623460376758,0,0,0,0,0,0,0
0.00245,0.00771651780611,0.00630051040536,0.00765933370412,0.00699198307534,0.0062538197816,0,0,0,0,0,0,0
0.00246,0.00774084703415,0.00632037513687,0.00768280531257,0.00701340962436,0.00627298426965,0,0,0,0,0,0,0
0.00247,0.00776512196001,0.00634019553083,0.0077062138333,0.00703477858243,0.00629209724679,0,0,0,0,0,0,0
0.00248,0.00778934264472,0.00635997163709,0.00772955928497,0.00705608996658,0.00631115872825,0,0,0,0,0,0,0
0.00249,0.00781350914938,0.00637970350551,0.00775284168647,0.00707734379408,0.00633016872948,0,0,0,0,0,0,0
0.0025,0.00783762153512,0.00639939118603,0.00777606105696,0.00709854008239,0.00634912726609,0,0,0,0,0,0,0
0.00251,0.00786167986313,0.00641903472859,0.0077992174158,0.00711967884921,0.00636803435392,0,0,0,0,0,0,0
0.00252,0.00788568419463,0.00643863418319,0.00782231078263,0.00714076011243,0.00638689000897,0,0,0,0,0,0,0
0.00253,0.00790963459089,0.00645818959985,0.00784534117727,0.00716178389019,0.00640569424746,0,0,0,0,0,0,0
0.00254,0.00793353111321,0.00647770102862,0.00786830861983,0.00718275020083,0.00642444708578,0,0,0,0,0,0,0
0.00255,0.00795737382292,0.00649716851958,0.00789121313063,0.00720365906288,0.00644314854053,0,0,0,0,0,0,0
0.00256,0.0079811627814,0.00651659212284,0.00791405473023,0.00722451049513,0.0064617986285,0,0,0,0,0,0,0
0.00257,0.00800489805003,0.00653597188853,0.00793683343941,0.00724530451654,0.00648039736667,0,0,0,0,0,0,0
