time_s,node_BUSC2_voltage,node_BUSCS2_voltage,node_BUSFD_voltage,node_BUSMG_voltage,node_BUSMGR_voltage,node_BUSMS_voltage,output_fixed_1,output_fixed_2,output_fixed_3,output_fixed_4,branch_current_branch_fixed_4,branch_current_branch_fixed_6,branch_current_branch_fixed_7,torque_Nm,mechanical_speed_rad_s,mechanical_angle_rad,power_zero_axis_current_A,orthogonal_dummy_current_A,armature_current_A,separate_field_current_A
0.00192,0.0695381258916,10,1,3.41174838964e-10,1.70587419482e-10,1.0003401745e-12,10,0.0695381258916,1,3.41174838964e-10,3.75082276786e-10,1.88537950557e-05,-0.00034017449879,-0.000359028668928,0,0,0,0,-0.0991889113383,-0.076752443199
0.00194,0.0679382752887,10,1,3.45020508765e-10,1.72510254383e-10,1.00034402016e-12,10,0.0679382752887,1,3.45020508765e-10,3.7931014596e-10,1.88337689905e-05,-0.000344020164745,-0.000362854313046,0,0,0,0,-0.0992114034575,-0.0775526959975
0.00196,0.0664282098757,10,1,3.48862164567e-10,1.74431082284e-10,1.00034786182e-12,10,0.0664282098757,1,3.48862164567e-10,3.83533602207e-10,1.88144578701e-05,-0.000347861816705,-0.000366676658109,0,0,0,0,-0.0992326332969,-0.0783528777517
0.00198,0.0650028908175,10,1,3.52699950004e-10,1.76349975002e-10,1.0003516996e-12,10,0.0650028908175,1,3.52699950004e-10,3.87752803435e-10,1.87958394117e-05,-0.000351699598304,-0.000370495825469,0,0,0,0,-0.0992526716968,-0.0791529884678
0.002,0.0636575620672,10,1,3.56534004187e-10,1.78267002093e-10,1.00035553365e-12,10,0.0636575620672,1,3.56534004187e-10,3.9196790258e-10,1.8777891581e-05,-0.000355533648653,-0.000374311932202,0,0,0,0,-0.0992715855221,-0.0799530281523
0.00202,0.0623877344883,10,1,3.6036446176e-10,1.8018223088e-10,1.0003593641e-12,10,0.0623877344883,1,3.6036446176e-10,3.96179047669e-10,1.87605926342e-05,-0.000359364102396,-0.000378125091209,0,0,0,0,-0.0992894378848,-0.0807529968114
0.00204,0.0611891708827,10,1,3.64191452963e-10,1.82095726481e-10,1.00036319109e-12,10,0.0611891708827,1,3.64191452963e-10,4.00386381885e-10,1.87439211551e-05,-0.000363191089772,-0.000381935411313,0,0,0,0,-0.0993062883554,-0.0815528944515
0.00206,0.0600578718441,10,1,3.68015103702e-10,1.84007551851e-10,1.00036701474e-12,10,0.0600578718441,1,3.68015103702e-10,4.04590043648e-10,1.87278560869e-05,-0.000367014736687,-0.000385742997364,0,0,0,0,-0.099322193161,-0.0823527210787
0.00208,0.0589900624211,10,1,3.71835535625e-10,1.85917767812e-10,1.00037083516e-12,10,0.0589900624211,1,3.71835535625e-10,4.08790166694e-10,1.87123767591e-05,-0.00037083516479,-0.000389547950339,0,0,0,0,-0.0993372053733,-0.0831524766995
0.0021,0.0579821795116,10,1,3.75652866204e-10,1.87826433102e-10,1.00037465249e-12,10,0.0579821795116,1,3.75652866204e-10,4.12986880171e-10,1.86974629108e-05,-0.000374652491551,-0.000393350367449,0,0,0,0,-0.0993513750855,-0.08395216132
0.00212,0.0570308599833,10,1,3.79467208818e-10,1.89733604409e-10,1.00037846683e-12,10,0.0570308599833,1,3.79467208818e-10,4.17180308727e-10,1.86830947099e-05,-0.000378466830351,-0.000397150342241,0,0,0,0,-0.0993647495795,-0.0847517749468
0.00214,0.056132929441,10,1,3.83278672846e-10,1.91639336423e-10,1.00038227829e-12,10,0.056132929441,1,3.83278672846e-10,4.2137057261e-10,1.86692527687e-05,-0.000382278290568,-0.000400947964707,0,0,0,0,-0.0993773734838,-0.0855513175859
0.00216,0.055285391645,10,1,3.87087363757e-10,1.93543681879e-10,1.00038608698e-12,10,0.055285391645,1,3.87087363757e-10,4.25557787772e-10,1.86559181564e-05,-0.00038608697767,-0.000404743321384,0,0,0,0,-0.0993892889221,-0.0863507892438
0.00218,0.0544854185021,10,1,3.90893383203e-10,1.95446691601e-10,1.00038989299e-12,10,0.0544854185021,1,3.90893383203e-10,4.29742065966e-10,1.86430724095e-05,-0.00038989299331,-0.000408536495461,0,0,0,0,-0.0994005356543,-0.0871501899267
0.0022,0.0537303406399,10,1,3.94696829116e-10,1.97348414558e-10,1.00039369644e-12,10,0.0537303406399,1,3.94696829116e-10,4.33923514859e-10,1.86306975382e-05,-0.000393696435419,-0.000412327566881,0,0,0,0,-0.0994111512089,-0.087949519641
0.00222,0.0530176384887,10,1,3.98497795806e-10,1.99248897903e-10,1.0003974974e-12,10,0.0530176384887,1,3.98497795806e-10,4.38102238134e-10,1.86187760321e-05,-0.000397497398309,-0.000416116612443,0,0,0,0,-0.099421171008,-0.0887487783929
0.00224,0.0523449338838,10,1,4.02296374061e-10,2.01148187031e-10,1.00040129597e-12,10,0.0523449338838,1,4.02296374061e-10,4.42278335599e-10,1.8607290863e-05,-0.000401295972765,-0.000419903705906,0,0,0,0,-0.0994306284862,-0.0895479661887
0.00226,0.051709982122,10,1,4.06092651239e-10,2.0304632562e-10,1.00040509225e-12,10,0.051709982122,1,4.06092651239e-10,4.46451903298e-10,1.85962254854e-05,-0.000405092246147,-0.000423688918085,0,0,0,0,-0.0994395552015,-0.0903470830348
0.00228,0.0511106644784,10,1,4.09886711374e-10,2.04943355687e-10,1.0004088863e-12,10,0.0511106644784,1,4.09886711374e-10,4.50623033613e-10,1.85855638369e-05,-0.000408886302488,-0.000427472316948,0,0,0,0,-0.0994479809406,-0.0911461289374
0.0023,0.0505449811291,10,1,4.13678635269e-10,2.06839317635e-10,1.00041267822e-12,10,0.0505449811291,1,4.13678635269e-10,4.5479181538e-10,1.85752903353e-05,-0.000412678222591,-0.000431253967718,0,0,0,0,-0.0994559338191,-0.0919451039029
0.00232,0.0500110444868,10,1,4.17468500597e-10,2.08734250299e-10,1.00041646808e-12,10,0.0500110444868,1,4.17468500597e-10,4.5895833399e-10,1.85653898759e-05,-0.000416468084129,-0.000435033932963,0,0,0,0,-0.0994634403741,-0.0927440079375
0.00234,0.0495070728926,10,1,4.21256381995e-10,2.10628190998e-10,1.00042025596e-12,10,0.0495070728926,1,4.21256381995e-10,4.63122671499e-10,1.85558478265e-05,-0.000420255961739,-0.000438812272689,0,0,0,0,-0.0994705256539,-0.0935428410475
0.00236,0.0490313846811,10,1,4.25042351164e-10,2.12521175582e-10,1.00042404193e-12,10,0.0490313846811,1,4.25042351164e-10,4.67284906732e-10,1.85466500226e-05,-0.000424041927122,-0.000442589044429,0,0,0,0,-0.0994772133009,-0.0943416032392
0.00238,0.0485823925585,10,1,4.28826476958e-10,2.14413238479e-10,1.00042782605e-12,10,0.0485823925585,1,4.28826476958e-10,4.71445115389e-10,1.85377827605e-05,-0.000427826049132,-0.000446364303337,0,0,0,0,-0.0994835256305,-0.095140294519
0.0024,0.0481585983166,10,1,4.32608825483e-10,2.16304412742e-10,1.00043160839e-12,10,0.0481585983166,1,4.32608825483e-10,4.75603370144e-10,1.85292327903e-05,-0.000431608393875,-0.000450138102269,0,0,0,0,-0.099489483706,-0.0959389148931
0.00242,0.0477585878229,10,1,4.36389460187e-10,2.18194730094e-10,1.00043538902e-12,10,0.0477585878229,1,4.36389460187e-10,4.79759740751e-10,1.85209873084e-05,-0.000435389024798,-0.000453910491866,0,0,0,0,-0.0994951074084,-0.0967374643678
0.00244,0.0473810263128,10,1,4.40168441948e-10,2.20084220974e-10,1.000439168e-12,10,0.0473810263128,1,4.40168441948e-10,4.83914294138e-10,1.8513033949e-05,-0.00043916800278,-0.000457681520644,0,0,0,0,-0.0995004155031,-0.0975359429493
0.00246,0.0470246539245,10,1,4.43945829165e-10,2.21972914583e-10,1.00044294539e-12,10,0.0470246539245,1,4.43945829165e-10,4.88067094509e-10,1.85053607751e-05,-0.00044294538622,-0.000461451235062,0,0,0,0,-0.0995054257023,-0.0983343506441
0.00248,0.0466882815064,10,1,4.47721677843e-10,2.23860838922e-10,1.00044672123e-12,10,0.0466882815064,1,4.47721677843e-10,4.92218203434e-10,1.84979562699e-05,-0.000446721231122,-0.00046521967961,0,0,0,0,-0.0995101547242,-0.0991326874584
0.0025,0.0463707866379,10,1,4.5149604168e-10,2.2574802084e-10,1.00045049559e-12,10,0.0463707866379,1,4.5149604168e-10,4.96367679947e-10,1.84908093267e-05,-0.000450495591184,-0.000468986896878,0,0,0,0,-0.0995146183488,-0.0999309533985
0.00252,0.0460711098948,10,1,4.55268972145e-10,2.27634486073e-10,1.00045426852e-12,10,0.0460711098948,1,4.55268972145e-10,5.00515580635e-10,1.84839092394e-05,-0.000454268517877,-0.000472752927632,0,0,0,0,-0.0995188314703,-0.100729148471
0.00254,0.045788251304,10,1,4.59040518567e-10,2.29520259284e-10,1.00045804006e-12,10,0.045788251304,1,4.59040518567e-10,5.04661959726e-10,1.84772456924e-05,-0.000458040060527,-0.000476517810881,0,0,0,0,-0.0995228081474,-0.101527272681
0.00256,0.0455212670167,10,1,4.62810728204e-10,2.31405364102e-10,1.00046181027e-12,10,0.0455212670167,1,4.62810728204e-10,5.08806869178e-10,1.84708087509e-05,-0.000461810266394,-0.000480281583952,0,0,0,0,-0.0995265616494,-0.102325326036
0.00258,0.0452692661487,10,1,4.66579646327e-10,2.33289823163e-10,1.00046557918e-12,10,0.0452692661487,1,4.66579646327e-10,5.12950358758e-10,1.846458885e-05,-0.000465579180747,-0.000484044282548,0,0,0,0,-0.0995301045012,-0.103123308542
0.0026,0.0450314078187,10,1,4.70347316289e-10,2.35173658145e-10,1.00046934685e-12,10,0.0450314078187,1,4.70347316289e-10,5.17092476132e-10,1.84585767853e-05,-0.000469346846943,-0.00048780594082,0,0,0,0,-0.0995334485246,-0.103921220206
0.00262,0.0448068983305,10,1,4.74113779604e-10,2.37056889802e-10,1.00047311331e-12,10,0.0448068983305,1,4.74113779604e-10,5.21233266935e-10,1.84527637017e-05,-0.000473113306491,-0.000491566591426,0,0,0,0,-0.0995366048782,-0.104719061033
0.00264,0.0445949885373,10,1,4.77879076011e-10,2.38939538006e-10,1.0004768786e-12,10,0.0445949885373,1,4.77879076011e-10,5.25372774858e-10,1.8447141084e-05,-0.000476878599133,-0.000495326265589,0,0,0,0,-0.0995395840941,-0.105516831029
0.00266,0.0443949713281,10,1,4.81643243545e-10,2.40821621772e-10,1.00048064276e-12,10,0.0443949713281,1,4.81643243545e-10,5.29511041716e-10,1.84417007461e-05,-0.000480642762902,-0.000499084993159,0,0,0,0,-0.0995423961135,-0.106314530202
0.00268,0.0442061792834,10,1,4.85406318603e-10,2.42703159301e-10,1.00048440583e-12,10,0.0442061792834,1,4.85406318603e-10,5.33648107523e-10,1.84364348211e-05,-0.000484405834197,-0.000502842802666,0,0,0,0,-0.0995450503196,-0.107112158558
0.0027,0.0440279824316,10,1,4.89168336008e-10,2.44584168004e-10,1.00048816785e-12,10,0.0440279824316,1,4.89168336008e-10,5.37784010563e-10,1.84313357513e-05,-0.00048816784784,-0.000506599721376,0,0,0,0,-0.099547555569,-0.107909716101
0.00272,0.043859786165,10,1,4.92929329072e-10,2.46464664536e-10,1.00049192884e-12,10,0.043859786165,1,4.92929329072e-10,5.41918787459e-10,1.84263962782e-05,-0.000491928837143,-0.00051035577534,0,0,0,0,-0.0995499202214,-0.10870720284
0.00274,0.0437010292353,10,1,4.96689329655e-10,2.48344664828e-10,1.00049568883e-12,10,0.0437010292353,1,4.96689329655e-10,5.46052473236e-10,1.84216094328e-05,-0.000495688833966,-0.000514110989452,0,0,0,0,-0.0995521521671,-0.10950461878
0.00276,0.0435511819037,10,1,5.00448368222e-10,2.50224184111e-10,1.00049944787e-12,10,0.0435511819037,1,5.00448368222e-10,5.50185101388e-10,1.84169685259e-05,-0.000499447868774,-0.000517865387485,0,0,0,0,-0.0995542588539,-0.110301963928
0.00278,0.0434097441486,10,1,5.04206473902e-10,2.52103236951e-10,1.00050320597e-12,10,0.0434097441486,1,5.04206473902e-10,5.54316703938e-10,1.84124671388e-05,-0.000503205970696,-0.000521618992152,0,0,0,0,-0.0995562473113,-0.11109923829
0.0028,0.0432762440225,10,1,5.0796367454e-10,2.5398183727e-10,1.00050696317e-12,10,0.0432762440225,1,5.0796367454e-10,5.584473115e-10,1.84080991137e-05,-0.000506963167577,-0.000525371825138,0,0,0,0,-0.0995581241745,-0.111896441871
0.00282,0.0431502360516,10,1,5.1171999675e-10,2.55859998375e-10,1.00051071949e-12,10,0.0431502360516,1,5.1171999675e-10,5.62576953332e-10,1.8403858545e-05,-0.000510719486031,-0.000529123907153,0,0,0,0,-0.0995598957064,-0.112693574679
0.00284,0.043031299775,10,1,5.15475465966e-10,2.57737732983e-10,1.00051447495e-12,10,0.043031299775,1,5.15475465966e-10,5.66705657395e-10,1.83997397703e-05,-0.000514474951491,-0.000532875257967,0,0,0,0,-0.0995615678181,-0.11349063672
0.00286,0.0429190383161,10,1,5.1923010649e-10,2.59615053245e-10,1.00051822959e-12,10,0.0429190383161,1,5.1923010649e-10,5.70833450407e-10,1.83957373616e-05,-0.00051822958826,-0.000536625896455,0,0,0,0,-0.0995631460893,-0.114287627999
0.00288,0.0428130770837,10,1,5.22983941539e-10,2.61491970769e-10,1.00052198342e-12,10,0.0428130770837,1,5.22983941539e-10,5.74960357892e-10,1.83918461168e-05,-0.000521983419555,-0.000540375840633,0,0,0,0,-0.0995646357863,-0.115084548524
0.0029,0.042713062497,10,1,5.26736993291e-10,2.63368496645e-10,1.00052573647e-12,10,0.042713062497,1,5.26736993291e-10,5.79086404233e-10,1.83880610517e-05,-0.000525736467554,-0.000544125107692,0,0,0,0,-0.0995660418801,-0.115881398301
0.00292,0.0426186608302,10,1,5.30489282928e-10,2.65244641464e-10,1.00052948875e-12,10,0.0426186608302,1,5.30489282928e-10,5.83211612717e-10,1.83843773916e-05,-0.000529488753439,-0.000547873714042,0,0,0,0,-0.0995673690625,-0.116678177335
0.00294,0.0425295570745,10,1,5.34240830678e-10,2.67120415339e-10,1.0005332403e-12,10,0.0425295570745,1,5.34240830678e-10,5.87336005583e-10,1.83807905637e-05,-0.000533240297438,-0.000551621675338,0,0,0,0,-0.0995686217621,-0.117474885633
0.00296,0.0424454539125,10,1,5.37991655857e-10,2.68995827929e-10,1.00053699112e-12,10,0.0424454539125,1,5.37991655857e-10,5.91459604065e-10,1.83772961895e-05,-0.000536991118866,-0.000555369006515,0,0,0,0,-0.099569804159,-0.118271523202
0.00298,0.0423660706995,10,1,5.41741776905e-10,2.70870888452e-10,1.00054074124e-12,10,0.0423660706995,1,5.41741776905e-10,5.95582428435e-10,1.83738900774e-05,-0.000540741236164,-0.000559115721823,0,0,0,0,-0.0995709201987,-0.119068090047
0.003,0.0422911425536,10,1,5.45491211424e-10,2.72745605712e-10,1.00054449067e-12,10,0.0422911425536,1,5.45491211424e-10,5.99704498048e-10,1.83705682153e-05,-0.000544490666934,-0.000562861834854,0,0,0,0,-0.099571973605,-0.119864586175
0.00302,0.0422204194456,10,1,5.49239976218e-10,2.74619988109e-10,1.00054823943e-12,10,0.0422204194456,1,5.49239976218e-10,6.03825831375e-10,1.83673267639e-05,-0.000548239427979,-0.000566607358569,0,0,0,0,-0.0995729678932,-0.120661011592
0.00304,0.0421536653915,10,1,5.52988087322e-10,2.76494043661e-10,1.00055198754e-12,10,0.0421536653915,1,5.52988087322e-10,6.07946446044e-10,1.83641620498e-05,-0.000551987535334,-0.00057035230533,0,0,0,0,-0.099573906381,-0.121457366305
0.00306,0.0420906576368,10,1,5.56735560037e-10,2.78367780018e-10,1.000555735e-12,10,0.0420906576368,1,5.56735560037e-10,6.1206635888e-10,1.83610705591e-05,-0.000555735004302,-0.000574096686927,0,0,0,0,-0.0995747921998,-0.12225365032
0.00308,0.0420311859432,10,1,5.60482408964e-10,2.80241204482e-10,1.00055948185e-12,10,0.0420311859432,1,5.60482408964e-10,6.16185585933e-10,1.8358048931e-05,-0.000559481849483,-0.000577840514599,0,0,0,0,-0.0995756283057,-0.123049863643
0.0031,0.0419750518554,10,1,5.64228648034e-10,2.82114324017e-10,1.00056322808e-12,10,0.0419750518554,1,5.64228648034e-10,6.20304142518e-10,1.83550939516e-05,-0.000563228084806,-0.000581583799062,0,0,0,0,-0.0995764174885,-0.123846006279
0.00312,0.0419220680721,10,1,5.67974290534e-10,2.83987145267e-10,1.00056697372e-12,10,0.0419220680721,1,5.67974290534e-10,6.24422043243e-10,1.83522025483e-05,-0.00056697372356,-0.000585326550531,0,0,0,0,-0.0995771623816,-0.124642078237
0.00314,0.0418720577864,10,1,5.71719349139e-10,2.8585967457e-10,1.00057071878e-12,10,0.0418720577864,1,5.71719349139e-10,6.28539302044e-10,1.83493717836e-05,-0.000570718778421,-0.000589068778744,0,0,0,0,-0.0995778654705,-0.125438079521
0.00316,0.0418248541315,10,1,5.75463835939e-10,2.87731917969e-10,1.00057446326e-12,10,0.0418248541315,1,5.75463835939e-10,6.32655932211e-10,1.83465988501e-05,-0.000574463261475,-0.000592810492982,0,0,0,0,-0.0995785291014,-0.126234010139
0.00318,0.0417802995878,10,1,5.79207762461e-10,2.8960388123e-10,1.00057820718e-12,10,0.0417802995878,1,5.79207762461e-10,6.36771946417e-10,1.83438810648e-05,-0.000578207184253,-0.00059655170209,0,0,0,0,-0.0995791554887,-0.127029870096
0.0032,0.0417382454932,10,1,5.82951139698e-10,2.91475569849e-10,1.00058195056e-12,10,0.0417382454932,1,5.82951139698e-10,6.40887356748e-10,1.83412158641e-05,-0.000581950557748,-0.000600292414499,0,0,0,0,-0.0995797467225,-0.127825659398
0.00322,0.0416985515115,10,1,5.86693978133e-10,2.93346989067e-10,1.00058569339e-12,10,0.0416985515115,1,5.86693978133e-10,6.45002174729e-10,1.83386007989e-05,-0.00058569339244,-0.000604032638241,0,0,0,0,-0.0995803047757,-0.128621378053
0.00324,0.0416610851994,10,1,5.90436287759e-10,2.95218143879e-10,1.0005894357e-12,10,0.0416610851994,1,5.90436287759e-10,6.49116411344e-10,1.83360335298e-05,-0.000589435698323,-0.000607772380969,0,0,0,0,-0.0995808315103,-0.129417026066
0.00326,0.0416257215291,10,1,5.94178078101e-10,2.9708903905e-10,1.00059317748e-12,10,0.0416257215291,1,5.94178078101e-10,6.53230077068e-10,1.83335118225e-05,-0.000593177484923,-0.000611511649976,0,0,0,0,-0.0995813286842,-0.130212603443
0.00328,0.0415923425073,10,1,5.9791935824e-10,2.9895967912e-10,1.00059691876e-12,10,0.0415923425073,1,5.9791935824e-10,6.57343181882e-10,1.83310335433e-05,-0.000596918761321,-0.000615250452208,0,0,0,0,-0.0995817979561,-0.131008110191
0.0033,0.0415608367444,10,1,6.01660136832e-10,3.00830068416e-10,1.00060065954e-12,10,0.0415608367444,1,6.01660136832e-10,6.61455735303e-10,1.8328596655e-05,-0.000600659536172,-0.000618988794283,0,0,0,0,-0.099582240892,-0.131803546316
0.00332,0.0415310991205,10,1,6.05400422124e-10,3.02700211062e-10,1.00060439982e-12,10,0.0415310991205,1,6.05400422124e-10,6.65567746399e-10,1.83261992126e-05,-0.000604399817725,-0.000622726682505,0,0,0,0,-0.09958265897,-0.132598911824
0.00334,0.0415030303967,10,1,6.09140221979e-10,3.04570110989e-10,1.00060813961e-12,10,0.0415030303967,1,6.09140221979e-10,6.69679223811e-10,1.83238393595e-05,-0.000608139613839,-0.000626464122878,0,0,0,0,-0.099583053585,-0.133394206722
0.00336,0.041476536922,10,1,6.12879543885e-10,3.06439771943e-10,1.00061187893e-12,10,0.041476536922,1,6.12879543885e-10,6.73790175775e-10,1.83215153236e-05,-0.000611878932006,-0.00063020112112,0,0,0,0,-0.0995834260538,-0.134189431016
0.00338,0.0414515302823,10,1,6.16618394981e-10,3.0830919749e-10,1.00061561778e-12,10,0.0414515302823,1,6.16618394981e-10,6.77900610137e-10,1.8319225414e-05,-0.000615617779363,-0.000633937682678,0,0,0,0,-0.0995837776193,-0.134984584712
0.0034,0.0414279270448,10,1,6.20356782066e-10,3.10178391033e-10,1.00061935616e-12,10,0.0414279270448,1,6.20356782066e-10,6.82010534373e-10,1.8316968017e-05,-0.000619356162709,-0.000637673812737,0,0,0,0,-0.0995841094546,-0.135779667816
0.00342,0.0414056484391,10,1,6.24094711618e-10,3.12047355809e-10,1.00062309409e-12,10,0.0414056484391,1,6.24094711618e-10,6.86119955604e-10,1.83147415929e-05,-0.000623094088524,-0.000641409516236,0,0,0,0,-0.0995844226669,-0.136574680335
0.00344,0.0413846201357,10,1,6.27832189808e-10,3.13916094904e-10,1.00062683156e-12,10,0.0413846201357,1,6.27832189808e-10,6.90228880616e-10,1.83125446731e-05,-0.000626831562976,-0.000645144797878,0,0,0,0,-0.0995847183015,-0.137369622274
0.00346,0.0413647719563,10,1,6.31569222515e-10,3.15784611258e-10,1.00063056859e-12,10,0.0413647719563,1,6.31569222515e-10,6.9433731587e-10,1.83103758564e-05,-0.000630568591947,-0.00064887966214,0,0,0,0,-0.0995849973448,-0.138164493641
0.00348,0.0413460376814,10,1,6.35305815338e-10,3.17652907669e-10,1.00063430518e-12,10,0.0413460376814,1,6.35305815338e-10,6.98445267522e-10,1.83082338067e-05,-0.000634305181033,-0.000652614113285,0,0,0,0,-0.0995852607279,-0.138959294442
0.0035,0.0413283547872,10,1,6.39041973609e-10,3.19520986804e-10,1.00063804134e-12,10,0.0413283547872,1,6.39041973609e-10,7.02552741435e-10,1.83061172496e-05,-0.000638041335568,-0.00065634815537,0,0,0,0,-0.0995855093297,-0.139754024682
0.00352,0.0413116642798,10,1,6.42777702407e-10,3.21388851203e-10,1.00064177706e-12,10,0.0413116642798,1,6.42777702407e-10,7.06659743191e-10,1.83040249699e-05,-0.00064177706063,-0.000660081792259,0,0,0,0,-0.0995857439797,-0.140548684368
0.00354,0.0412959104546,10,1,6.46513006568e-10,3.23256503284e-10,1.00064551236e-12,10,0.0412959104546,1,6.46513006568e-10,7.10766278109e-10,1.83019558089e-05,-0.000645512361056,-0.000663815027631,0,0,0,0,-0.0995859654609,-0.141343273506
0.00356,0.0412810407551,10,1,6.50247890698e-10,3.25123945349e-10,1.00064924724e-12,10,0.0412810407551,1,6.50247890698e-10,7.14872351251e-10,1.82999086621e-05,-0.00064924724145,-0.000667547864985,0,0,0,0,-0.0995861745123,-0.142137792103
0.00358,0.0412670055521,10,1,6.53982359181e-10,3.26991179591e-10,1.00065298171e-12,10,0.0412670055521,1,6.53982359181e-10,7.18977967438e-10,1.82978824763e-05,-0.000652981706199,-0.000671280307654,0,0,0,0,-0.0995863718316,-0.142932240164
0.0036,0.0412537580242,10,1,6.57716416194e-10,3.28858208097e-10,1.00065671576e-12,10,0.0412537580242,1,6.57716416194e-10,7.2308313126e-10,1.8295876248e-05,-0.000656715759478,-0.000675012358809,0,0,0,0,-0.0995865580772,-0.143726617697
0.00362,0.041241253955,10,1,6.61450065711e-10,3.30725032856e-10,1.00066044941e-12,10,0.041241253955,1,6.61450065711e-10,7.27187847088e-10,1.82938890204e-05,-0.000660449405262,-0.00067874402147,0,0,0,0,-0.0995867338704,-0.144520924707
0.00364,0.0412294516319,10,1,6.65183311517e-10,3.32591655759e-10,1.00066418265e-12,10,0.0412294516319,1,6.65183311517e-10,7.31292119082e-10,1.82919198819e-05,-0.000664182647335,-0.000682475298509,0,0,0,0,-0.099586899798,-0.1453151612
0.00366,0.0412183116613,10,1,6.68916157216e-10,3.34458078608e-10,1.00066791549e-12,10,0.0412183116613,1,6.68916157216e-10,7.35395951205e-10,1.82899679636e-05,-0.0006679154893,-0.00068620619266,0,0,0,0,-0.0995870564136,-0.146109327183
0.00368,0.0412077968824,10,1,6.72648606236e-10,3.36324303118e-10,1.00067164793e-12,10,0.0412077968824,1,6.72648606236e-10,7.39499347226e-10,1.8288032438e-05,-0.000671647934589,-0.000689936706526,0,0,0,0,-0.0995872042397,-0.146903422662
0.0037,0.0411978721975,10,1,6.76380661844e-10,3.38190330922e-10,1.00067537999e-12,10,0.0411978721975,1,6.76380661844e-10,7.43602310734e-10,1.82861125161e-05,-0.000675379986464,-0.000693666842582,0,0,0,0,-0.0995873437697,-0.147697447644
0.00372,0.0411885045016,10,1,6.80112327146e-10,3.40056163573e-10,1.00067911165e-12,10,0.0411885045016,1,6.80112327146e-10,7.47704845148e-10,1.82842074469e-05,-0.000679111648035,-0.000697396603186,0,0,0,0,-0.0995874754691,-0.148491402134
0.00374,0.041179662524,10,1,6.83843605102e-10,3.41921802551e-10,1.00068284292e-12,10,0.041179662524,1,6.83843605102e-10,7.51806953718e-10,1.82823165144e-05,-0.000682842922259,-0.00070112599058,0,0,0,0,-0.0995875997774,-0.149285286139
0.00376,0.0411713167728,10,1,6.87574498525e-10,3.43787249263e-10,1.00068657381e-12,10,0.0411713167728,1,6.87574498525e-10,7.5590863954e-10,1.82804390371e-05,-0.000686573811951,-0.000704855006897,0,0,0,0,-0.0995877171094,-0.150079099665
0.00378,0.0411634393875,10,1,6.91305010097e-10,3.45652505048e-10,1.00069030432e-12,10,0.0411634393875,1,6.91305010097e-10,7.6000990556e-10,1.82785743657e-05,-0.000690304319793,-0.000708583654168,0,0,0,0,-0.0995878278567,-0.150872842718
0.0038,0.0411560040948,10,1,6.95035142367e-10,3.47517571184e-10,1.00069403445e-12,10,0.0411560040948,1,6.95035142367e-10,7.64110754581e-10,1.82767218818e-05,-0.000694034448333,-0.000712311934325,0,0,0,0,-0.0995879323887,-0.151666515305
0.00382,0.0411489860718,10,1,6.98764897763e-10,3.49382448881e-10,1.0006977642e-12,10,0.0411489860718,1,6.98764897763e-10,7.68211189273e-10,1.82748809966e-05,-0.000697764199999,-0.000716039849206,0,0,0,0,-0.0995880310542,-0.152460117432
0.00384,0.0411423619136,10,1,7.02494278594e-10,3.51247139297e-10,1.00070149358e-12,10,0.0411423619136,1,7.02494278594e-10,7.72311212175e-10,1.82730511495e-05,-0.0007014935771,-0.000719767400561,0,0,0,0,-0.0995881241825,-0.153253649105
0.00386,0.0411361095032,10,1,7.06223287059e-10,3.53111643529e-10,1.00070522258e-12,10,0.0411361095032,1,7.06223287059e-10,7.76410825702e-10,1.82712318066e-05,-0.000705222581836,-0.000723494590054,0,0,0,0,-0.0995882120844,-0.154047110331
0.00388,0.0411302079906,10,1,7.09951925249e-10,3.54975962625e-10,1.00070895122e-12,10,0.0411302079906,1,7.09951925249e-10,7.80510032156e-10,1.82694224597e-05,-0.000708951216298,-0.000727221419268,0,0,0,0,-0.0995882950532,-0.154840501115
0.0039,0.0411246376702,10,1,7.13680195156e-10,3.56840097578e-10,1.00071267948e-12,10,0.0411246376702,1,7.13680195156e-10,7.84608833725e-10,1.8267622625e-05,-0.000712679482477,-0.00073094788971,0,0,0,0,-0.0995883733656,-0.155633821464
0.00392,0.0411193799684,10,1,7.17408098673e-10,3.58704049337e-10,1.00071640738e-12,10,0.0411193799684,1,7.17408098673e-10,7.8870723249e-10,1.8265831842e-05,-0.000716407382266,-0.000734674002815,0,0,0,0,-0.0995884472831,-0.156427071384
0.00394,0.0411144173271,10,1,7.21135637603e-10,3.60567818802e-10,1.00072013492e-12,10,0.0411144173271,1,7.21135637603e-10,7.92805230434e-10,1.82640496722e-05,-0.000720134917468,-0.000738399759946,0,0,0,0,-0.0995885170523,-0.157220250881
0.00396,0.0411097332011,10,1,7.24862813661e-10,3.62431406831e-10,1.00072386209e-12,10,0.0411097332011,1,7.24862813661e-10,7.96902829443e-10,1.82622756985e-05,-0.000723862089799,-0.000742125162401,0,0,0,0,-0.0995885829059,-0.158013359962
0.00398,0.0411053119458,10,1,7.2858962848e-10,3.6429481424e-10,1.0007275889e-12,10,0.0411053119458,1,7.2858962848e-10,8.0100003131e-10,1.82605095238e-05,-0.000727588900891,-0.000745850211415,0,0,0,0,-0.0995886450638,-0.158806398633
