time_s,node_BUS2 A_voltage,node_BUS1 A_voltage,node_BUS2 B_voltage,node_BUS1 B_voltage,node_BUS2 C_voltage,node_BUS1 C_voltage,node_BUSC A_voltage,node_BUSC B_voltage,node_BUSC C_voltage,node_BUS0 A_voltage,node_BUS0 B_voltage,node_BUS0 C_voltage,node_GEN1 A_voltage,node_GEN1 B_voltage,node_GEN1 C_voltage,node_GEN2 A_voltage,node_GEN2 B_voltage,node_GEN2 C_voltage,node_GEN3 A_voltage,node_GEN3 B_voltage,node_GEN3 C_voltage,node_WNDG1_saturated_transformer_internal_top_voltage,node_WNDG2_saturated_transformer_internal_top_voltage,node_WNDG3_saturated_transformer_internal_top_voltage,node_WNDG4_saturated_transformer_internal_top_voltage,node_WNDG5_saturated_transformer_internal_top_voltage,node_WNDG6_saturated_transformer_internal_top_voltage,node_WNDG7_saturated_transformer_internal_top_voltage,node_WNDG8_saturated_transformer_internal_top_voltage,node_WNDG9_saturated_transformer_internal_top_voltage,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase1_history_i_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase2_history_i_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase3_history_i_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase1_history_i_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase2_history_i_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase3_history_i_pu,output_fixed_1,output_fixed_2,output_fixed_3,output_fixed_4,output_fixed_5,output_fixed_6,output_fixed_7,output_fixed_8,output_fixed_9,output_fixed_10,output_fixed_11,output_fixed_12,branch_voltage_branch_fixed_1,branch_voltage_branch_fixed_2,branch_voltage_branch_fixed_3,FCTRL1,TORQIN,MACHV,FCTR2,TQ2,MACH2V,synchronous_machine_1_d_axis_current,synchronous_machine_1_q_axis_current,synchronous_machine_1_zero_sequence_current,synchronous_machine_1_field_current,synchronous_machine_1_d_axis_damper_current,synchronous_machine_1_generator_field_current,synchronous_machine_1_q_axis_damper_current,synchronous_machine_1_phase_a_current,synchronous_machine_1_phase_b_current,synchronous_machine_1_phase_c_current,synchronous_machine_1_electromagnetic_torque,synchronous_machine_1_mechanical_angle_2,synchronous_machine_1_mechanical_speed_2,synchronous_machine_1_shaft_torque_1,synchronous_machine_1_shaft_torque_2,synchronous_machine_1_shaft_torque_3,synchronous_machine_2_d_axis_current,synchronous_machine_2_q_axis_current,synchronous_machine_2_zero_sequence_current,synchronous_machine_2_field_current,synchronous_machine_2_d_axis_damper_current,synchronous_machine_2_generator_field_current,synchronous_machine_2_q_axis_damper_current,synchronous_machine_2_phase_a_current,synchronous_machine_2_phase_b_current,synchronous_machine_2_phase_c_current,synchronous_machine_2_electromagnetic_torque,synchronous_machine_2_mechanical_angle_2,synchronous_machine_2_mechanical_speed_2,synchronous_machine_2_shaft_torque_1,synchronous_machine_2_shaft_torque_2,synchronous_machine_2_shaft_torque_3,synchronous_machine_3_d_axis_current,synchronous_machine_3_q_axis_current,synchronous_machine_3_zero_sequence_current,synchronous_machine_3_field_current,synchronous_machine_3_d_axis_damper_current,synchronous_machine_3_generator_field_current,synchronous_machine_3_q_axis_damper_current,synchronous_machine_3_phase_a_current,synchronous_machine_3_phase_b_current,synchronous_machine_3_phase_c_current,synchronous_machine_3_electromagnetic_torque,synchronous_machine_3_mechanical_angle_2,synchronous_machine_3_mechanical_speed_2,synchronous_machine_3_shaft_torque_1,synchronous_machine_3_shaft_torque_2
0.0444,-244356.56281,-49219.2612756,101478.421462,151038.648781,144080.270785,-111830.072407,-48678.3013387,151555.875427,-114042.891283,-1.82601153057e-09,3.30776041532e-09,-5.32511925719e-11,-11398.3553705,9811.59976418,1586.75560627,-11394.3194352,9810.98331891,1583.33611631,-12610.352957,8128.90263101,4481.45032603,-10104.6327409,9565.78648716,584.503584092,-10102.9234687,9563.76910773,584.811691304,-11551.9082366,10171.6369699,1425.92859708,956.681729737,-1709.40633499,5.66134780692,934.160646488,-1555.16238415,-52.3446535963,-11398.3553705,9811.59976418,1586.75560627,-11394.3194352,9810.98331891,1583.33611631,-12610.352957,8128.90263101,4481.45032603,-244356.56281,101478.421462,144080.270785,540.959936903,517.226646376,-2212.81887579,1.05,0.5,0.260354049138,0.95,0.75,0.260636478455,-23545.1423801,-4413.79014159,-3.69021282298e-11,4129.48228889,215.341162597,27.1563291023,544.919758088,-5812.94043929,19080.0576122,-13267.1171729,-0.171584987681,58.8666441245,-1.02957320751,0.0312256119887,0.657173948987,0.260354049138,-23489.8726883,-4412.48276499,-1.05714718859e-11,4117.12349894,220.631490657,27.128146728,544.813968703,-5793.55796196,19035.1827477,-13241.6247858,-0.171516992369,58.8690894499,-1.02827265637,0.0323261536763,0.657969809775,0.260636478455,-19069.6331231,-3711.82593293,-8.60719173305e-13,9554.87431847,269.714288896,123.417374104,776.896801171,-11305.4696403,15288.8152869,-3983.3456466,-0.301557904162,87.4310400757,-1.62360813466,-0.158950153983,-0.0691725812667
0.0446,-734.563186622,-54304.5510823,-177232.828598,159010.919201,179373.230704,-110941.517489,-53783.6963249,159561.889006,-113153.111868,-1.87068581852e-09,3.13222441102e-09,1.59967724321e-10,-4793.06178935,-6975.95522562,11769.017015,-4789.05829872,-6976.34976153,11765.4080603,-7082.67189836,-5171.91368849,12254.5855869,-5912.30946221,-4357.41014086,10323.1400412,-5910.50548768,-4359.41131349,10323.3372393,-6155.05124528,-3212.6907301,9421.16241349,929.080572904,-1560.83990146,-111.421621452,908.524322238,-1417.54966143,-160.779078665,-4793.06178935,-6975.95522562,11769.017015,-4789.05829872,-6976.34976153,11765.4080603,-7082.67189836,-5171.91368849,12254.5855869,-734.563186622,-177232.828598,179373.230704,520.854757371,550.969804948,-2211.59437912,1.05,0.5,0.261075362774,0.95,0.75,0.261353138351,-22892.8267672,-1467.53296342,1.14511140072e-11,4093.80291611,182.575898591,-19.0911080475,282.906895814,-8950.77844316,18724.2579185,-9773.47947536,-0.00979364996833,58.8547644611,-1.04381919298,0.0317454158364,0.644998299972,0.261075362774,-22837.3992906,-1466.17172305,-1.25792445828e-10,4081.40460984,187.882835151,-19.1202957263,282.796534761,-8928.29770512,18679.0128339,-9750.71512875,-0.00983425770999,58.8572247419,-1.04250952379,0.0329172000163,0.645770325406,0.261353138351,-18513.6645243,-1750.91882272,-8.5855869217e-13,9521.93770573,220.944508726,83.272615081,530.01509126,-12493.7890294,13719.4892574,-1225.70022795,-0.0929814200048,87.4124506207,-1.6208638278,-0.150110436705,-0.0766442155582
0.0448,-244516.623897,-59485.3873912,-163961.794469,165993.653345,410085.526699,-108990.923484,-58985.0823565,166575.937715,-111198.498391,-1.91048046534e-09,2.84880421408e-09,4.752808431e-10,-20006.5587806,1324.09727992,18682.4615007,-20002.7898104,1324.0739801,18678.7158302,-18961.8605508,1081.78119241,17880.0793584,-18658.5836609,3755.07668885,14964.5976343,-18656.711359,3753.19275892,14964.6092624,-18257.2935536,3232.62940938,15085.7548065,998.069889875,-1416.14517891,-320.742571565,972.08835372,-1283.53241258,-354.397745214,-20006.5587806,1324.09727992,18682.4615007,-20002.7898104,1324.0739801,18678.7158302,-18961.8605508,1081.78119241,17880.0793584,-244516.623897,-163961.794469,410085.526699,500.305034787,582.284369731,-2207.57490795,1.05,0.5,0.261538564371,0.95,0.75,0.26181182474,-24046.867807,-2472.16697538,3.43508582513e-11,4157.81538224,239.30869742,-2.49730450013,371.196735892,-10062.9993216,19736.3887774,-9673.38945581,-0.0621783069257,58.8427151013,-1.05919083124,0.0321472544102,0.632273225858,0.261538564371,-23991.1301806,-2470.84567879,1.51294270497e-10,4145.36922751,244.624612574,-2.52600269829,371.090117011,-10037.5135996,19691.0416733,-9653.52807367,-0.0621829939315,58.8451904624,-1.05786849039,0.0333914702038,0.633021572268,0.26181182474,-19197.8790631,-2256.0387949,-8.56403634033e-13,9562.59147783,279.406530396,94.4137283297,591.184875746,-13438.5803026,13887.1040001,-448.523697492,-0.143310319017,87.3938840719,-1.61961025631,-0.141187318413,-0.0840152490805
0.045,-200760.746015,-65125.7945578,58256.9740646,172652.375717,144309.591338,-106282.16014,-64646.8440443,173263.448253,-108482.471826,-2.02340307064e-09,2.65471686257e-09,7.73490724849e-10,-10053.0897427,7167.9587103,2885.13103244,-10049.413198,7168.31181485,2881.10138316,-11031.8432988,5200.36504001,5831.47825884,-9092.54475269,7246.2228147,1914.98543219,-9090.53048725,7244.38507774,1914.80890371,-10565.6291366,7735.46638418,2898.8262466,1046.25851588,-1360.11870519,-420.120260465,1016.41518105,-1231.43090121,-446.448590193,-10053.0897427,7167.9587103,2885.13103244,-10049.413198,7168.31181485,2881.10138316,-11031.8432988,5200.36504001,5831.47825884,-200760.746015,58256.9740646,144309.591338,478.950513482,611.072535519,-2200.31168612,1.05,0.5,0.261740318114,0.95,0.75,0.26200920364,-20907.9407867,-2469.65816932,-4.00609655387e-11,3984.8098109,83.4410054617,-1.8922840249,370.147763563,-9635.83675822,17146.0807395,-7510.24398126,-0.0719796015108,58.8304964522,-1.07336572339,0.0324294724725,0.619005023524,0.261740318114,-20851.9144465,-2468.18582107,-2.38920941409e-11,3972.31704834,88.7669014576,-1.92354361061,370.027969855,-9607.45425796,17100.8713372,-7493.41707919,-0.0719763573298,58.8329870504,-1.07202870433,0.0337469824998,0.619729928895,0.26200920364,-17139.5156472,-2218.00557967,-8.54253985282e-13,9440.3667228,100.96330292,94.2647097539,584.483690913,-12459.5172971,11966.6213999,492.895897201,-0.150568882309,87.3753380164,-1.61728706319,-0.132184264051,-0.0912803762685
0.0452,55516.0031381,-70472.5426782,-226083.499707,178661.438366,172569.352959,-103245.144502,-70015.4875112,179299.100353,-105435.550032,-2.01326650485e-09,2.43329983137e-09,9.75085284484e-10,-2773.93557098,-10208.7979856,12982.7335566,-2770.43077007,-10208.2155424,12978.6463125,-5065.83021429,-8524.37910572,13590.20932,-4375.67517132,-7228.40660432,11680.2162997,-4373.63213103,-7230.15849539,11679.9251504,-4679.35873843,-6082.52719288,10838.0204554,987.767485868,-1187.09188162,-529.351055971,962.18772661,-1071.27434951,-547.591312696,-2773.93557098,-10208.7979856,12982.7335566,-2770.43077007,-10208.2155424,12978.6463125,-5065.83021429,-8524.37910572,13590.20932,55516.0031381,-226083.499707,172569.352959,457.055166973,637.66198695,-2190.40552939,1.05,0.5,0.261677567058,0.95,0.75,0.261942219778,-20970.4679347,724.236018535,-1.08319729855e-11,3988.07162337,86.6504519559,-52.3641588024,86.5598432775,-12553.5828859,16373.7310363,-3820.14815045,0.105867050275,58.8181045283,-1.08943300807,0.0325914311854,0.605189917007,0.261677567058,-20914.3109074,725.731179421,-1.19318668902e-10,3975.54104686,91.9940823152,-52.3959466425,86.4382539013,-12522.4521734,16328.931233,-3806.47905958,0.105748351208,58.8206105554,-1.08807716806,0.033982695693,0.605891708759,0.261942219778,-17084.8375495,-62.5083951631,-8.5210973234e-13,9436.75933317,96.2313319123,49.8394632354,313.999239774,-13373.0768239,10124.3288204,3248.74800353,0.0784745556101,87.3568057157,-1.61720958187,-0.123098657608,-0.0984384954656
0.0454,-193855.566312,-75756.5063956,-212121.102844,183558.413299,408171.775456,-99188.8731842,-75321.1981265,184219.751808,-101366.713706,-1.99573265061e-09,2.10395680705e-09,1.27633574506e-09,-18318.621068,-1713.04019733,20031.6612653,-18315.3957507,-1712.01740562,20027.4131563,-17197.9736793,-2063.48255818,19261.4562375,-17402.6902617,1076.02390469,16410.1657999,-17400.5668108,1074.41172944,16409.6545243,-17017.4772533,515.621853506,16585.3548427,1028.30784268,-1019.22241069,-731.995299674,999.419163081,-915.906194401,-735.001880014,-18318.621068,-1713.04019733,20031.6612653,-18315.3957507,-1712.01740562,20027.4131563,-17197.9736793,-2063.48255818,19261.4562375,-193855.566312,-212121.102844,408171.775456,435.308269125,661.338508768,-2177.84052155,1.05,0.5,0.261347535817,0.95,0.75,0.261608099298,-22015.7757371,-440.879701176,2.3158263459e-11,4045.66299993,138.454290446,-33.4947112761,189.448712952,-13423.7606838,17070.2762088,-3646.51552505,0.0442680760949,58.8055217097,-1.10668312898,0.0326343363063,0.590792628945,0.261347535817,-21959.293703,-439.424333258,1.48914729977e-10,4033.08396331,143.805944993,-33.5260278063,189.330873831,-13390.0188684,17026.1460061,-3636.12713771,0.0441915039194,58.8080434025,-1.10530478836,0.034099472042,0.591471746096,0.261608099298,-17744.9073213,-673.714775708,-8.49970861662e-13,9475.62940323,153.19068669,62.9609141603,389.104209033,-14056.3285063,10107.5368211,3948.79168523,0.0168607875173,87.3382651303,-1.61873302343,-0.11390621857,-0.105503099769
0.0456,-151919.886592,-81363.0142971,21357.4545174,188041.046587,132947.890861,-94428.025791,-80949.6687988,188723.085837,-96590.2241679,-2.05460592644e-09,1.87059442142e-09,1.55715341535e-09,-8194.567995,4598.10471932,3596.46327568,-8191.4632784,4599.41141701,3592.05186139,-8907.52448382,2329.3916728,6578.13281104,-7587.08399154,4910.94705701,2766.89097999,-7584.87890365,4909.39515154,2766.23779757,-9077.81701328,5267.31162491,3901.25943385,1049.00007788,-945.617854134,-820.073183001,1018.29716315,-847.628406983,-816.572452005,-8194.567995,4598.10471932,3596.46327568,-8191.4632784,4599.41141701,3592.05186139,-8907.52448382,2329.3916728,6578.13281104,-151919.886592,21357.4545174,132947.890861,413.345498282,682.039249251,-2162.19837689,1.05,0.5,0.260747730895,0.95,0.75,0.261004350107,-18931.8255168,314.777516201,-3.95001285652e-11,3875.26330648,-14.2222659793,-45.2135434179,122.083247016,-12618.2395999,14044.8533264,-1426.61372653,0.0766340243909,58.7927457391,-1.123144389,0.032558264128,0.575813633972,0.260747730895,-18875.0935176,316.396341518,-3.42351638188e-11,3862.64000878,-8.85892901168,-45.2476355917,121.951156149,-12582.0584378,14001.6378248,-1419.57938693,0.0765362256029,58.7952833687,-1.12174123866,0.0340970656013,0.576470602648,0.261004350107,-15757.2238975,-135.0567178,-8.47837359738e-13,9357.25421491,-18.5668173947,52.1238920318,320.703928743,-12734.286958,7958.56560704,4775.72135095,0.0639792490488,87.3197102842,-1.61969854623,-0.104605560009,-0.112472572155
0.0458,116421.116263,-86514.6625139,-267493.089709,191791.683685,153644.779734,-89424.5753746,-86123.2303989,192491.835226,-91568.7158085,-1.98688849464e-09,1.61453620905e-09,1.73323092752e-09,-212.901186902,-13341.691166,13554.5923529,-210.10635935,-13340.0981219,13550.2044812,-2576.10717582,-11709.6610656,14285.7682415,-2340.76210056,-10086.7961002,12525.4524321,-2338.56879814,-10088.1930955,12524.656125,-2706.29013617,-8905.23847879,11709.4228464,958.396801589,-754.212236363,-914.210806867,934.361616983,-670.560827478,-903.729757598,-212.901186902,-13341.691166,13554.5923529,-210.10635935,-13340.0981219,13550.2044812,-2576.10717582,-11709.6610656,14285.7682415,116421.116263,-267493.089709,153644.779734,391.432114996,700.151541247,-2144.14043393,1.05,0.5,0.259875941768,0.95,0.75,0.260128762975,-19793.1846205,3567.59652552,1.66711261976e-11,3922.25588849,28.9550799271,-96.9963930324,-166.228993507,-15255.329807,12891.2317127,2364.09809434,0.260302160191,58.7797668038,-1.14210715694,0.0323646280551,0.560236012973,0.259875941768,-19736.3351187,3569.19357025,-1.03817046763e-10,3909.59571789,34.3365805694,-97.0303170785,-166.358908585,-15216.8995568,12849.2044224,2367.69513437,0.260075196815,58.7823206807,-1.14067460725,0.0339765007922,0.56087145835,0.260128762975,-16270.0826329,2070.33870221,-8.45709213092e-13,9387.05263033,26.2250831466,6.80659975247,47.497087194,-13361.6322156,5905.55227316,7456.07994243,0.298701097198,87.3011274284,-1.62362162735,-0.0951843406285,-0.119352751711
0.046,-139890.474507,-91443.3203503,-252495.673471,194341.086092,395143.192039,-83479.5982483,-91073.037078,195056.075324,-85603.3025382,-1.91039646375e-09,1.25122017801e-09,2.00696085571e-09,-16218.7550779,-4569.56674593,20788.3218238,-16216.2279897,-4567.54815159,20783.7761413,-14922.5588797,-5042.8011719,19965.3600517,-15724.6408619,-1512.3377251,17341.894595,-15722.3686651,-1513.60088493,17340.8855579,-15313.0419403,-2160.48995265,17578.447901,970.009071494,-569.451907494,-1103.48064064,944.830773079,-499.660925464,-1078.74146926,-16218.7550779,-4569.56674593,20788.3218238,-16216.2279897,-4567.54815159,20783.7761413,-14922.5588797,-5042.8011719,19965.3600517,-139890.474507,-252495.673471,395143.192039,370.283272309,714.989231281,-2123.70428995,1.05,0.5,0.258730240302,0.95,0.75,0.258979410977,-20708.0062516,2219.83481073,2.84166369471e-11,3972.38869091,74.574427748,-75.5781989159,-46.6687891141,-15820.0284466,13310.904864,2509.12358258,0.188206953887,58.7665643767,-1.16215106862,0.032056357348,0.544018133844,0.258730240302,-20650.8151464,2221.40444257,1.33797208472e-10,3959.67935702,79.962906996,-75.6118611714,-46.7960343639,-15779.5317704,13270.3034777,2509.22829269,0.188029875042,58.7691348585,-1.1606855262,0.0337403959365,0.544632797011,0.258979410977,-16897.4945107,1340.57251011,-8.43586408283e-13,9423.78645302,80.6920403772,21.9686662032,137.379072756,-13778.2510673,5757.27932375,8020.97174351,0.225057742651,87.2824908888,-1.62906814293,-0.0856133778004,-0.126160858365
0.0462,-100370.137056,-96558.633562,-7303.20746812,196419.706462,110611.414753,-76916.0446236,-96209.115004,197146.236838,-79016.5406592,-1.91472528617e-09,9.90951190731e-10,2.25764871972e-09,-5900.94376803,2232.31375291,3668.63001512,-5898.61707312,2234.53367088,3664.08340225,-6394.45990069,-320.853491122,6715.31339184,-5658.83212013,2672.07902658,3098.56858512,-5656.55946309,2670.91602342,3097.45893123,-7182.06519572,2918.74644713,4375.13424018,963.15730621,-484.78514113,-1173.76283072,938.229519918,-421.23973028,-1143.82854802,-5900.94376803,2232.31375291,3668.63001512,-5898.61707312,2234.53367088,3664.08340225,-6394.45990069,-320.853491122,6715.31339184,-100370.137056,-7303.20746812,110611.414753,349.518558008,726.530376648,-2100.49603557,1.05,0.5,0.257308978324,0.95,0.75,0.257554647076,-17848.833772,3676.85137508,-4.73603921063e-11,3814.13857794,-66.6860679958,-98.8704740257,-175.65991352,-14571.0593124,9895.74505222,4675.31426015,0.260355894396,58.7531347552,-1.18176005176,0.0316350971231,0.527157527807,0.257308978324,-17791.4389656,3678.58059635,-5.91551531999e-11,3801.38774931,-61.2838377355,-98.906862987,-175.80105034,-14528.7214437,9856.81472221,4671.90672148,0.260128588068,58.7557222341,-1.18025903587,0.0333900956634,0.52775223751,0.257554647076,-15109.7318323,2334.08958706,-8.41468931901e-13,9317.09462551,-73.4791838361,1.34831294155,13.1446249241,-12114.3968663,3448.17054019,8666.22632615,0.321944587487,87.2637925892,-1.63440079033,-0.07588859448,-0.132897527366
0.0464,179387.311998,-101060.675705,-299582.351353,197720.248495,123310.82519,-70228.6460096,-100731.281677,198455.476234,-72303.8787864,-1.7897821234e-09,7.13297161441e-10,2.39564913932e-09,2759.20865772,-16228.840193,13469.6315353,2761.13837692,-16226.2672684,13465.1288915,320.269904195,-14595.7458546,14275.4759505,101.083680125,-12795.5555358,12813.0607655,103.334348123,-12796.5200917,12811.7746534,-301.778248312,-11576.1047504,11996.4719086,840.842937899,-281.986624992,-1246.29235533,824.97058477,-233.727484397,-1210.9807826,2759.20865772,-16228.840193,13469.6315353,2761.13837692,-16226.2672684,13465.1288915,320.269904195,-14595.7458546,14275.4759505,179387.311998,-299582.351353,123310.82519,329.394028133,735.227738478,-2075.23277679,1.05,0.5,0.255610786291,0.95,0.75,0.255853102819,-19540.6469824,6773.2394456,3.06964132382e-11,3906.80400868,17.811239808,-148.589148725,-449.534035944,-16886.1369534,8418.31705535,8467.81989801,0.437985274912,58.7394637382,-1.20428254433,0.0311041029273,0.509627529624,0.255610786291,-19483.1276002,6774.90109624,-8.89213087939e-11,3894.01613443,23.2310546662,-148.624649156,-449.668926059,-16842.1768374,8381.30767015,8460.86916722,0.43762981564,58.7420686483,-1.20274123756,0.0329284999723,0.510203218251,0.255853102819,-16208.6853179,4435.44526052,-8.39356770571e-13,9381.58302996,22.1366451881,-42.1448185313,-246.182074484,-12456.6142711,1246.14918205,11210.465089,0.5459503545,87.2450136131,-1.64314884288,-0.0659906388423,-0.139573729245
0.0466,-85012.0507384,-105185.57769,-283740.952256,197767.088101,372043.097879,-62707.7056997,-104874.937056,198507.516961,-64755.7068351,-1.65574412113e-09,3.2944485286e-10,2.629968299e-09,-13814.242645,-7114.62833973,20928.8709847,-13812.551407,-7111.72866546,20924.2800724,-12261.1261046,-7762.25144733,20023.3775519,-13703.7493401,-3905.13535884,17734.1173021,-13701.4545366,-3905.98071599,17732.6678558,-13250.8808038,-4681.72064383,18057.8340509,824.574141016,-87.2575270375,-1416.3846799,809.659273849,-53.7025259029,-1368.23264063,-13814.242645,-7114.62833973,20928.8709847,-13812.551407,-7111.72866546,20924.2800724,-12261.1261046,-7762.25144733,20023.3775519,-85012.0507384,-283740.952256,372043.097879,310.640633407,740.428860295,-2048.00113546,1.05,0.5,0.253634570222,0.95,0.75,0.253873685281,-20280.3854505,5222.60264458,3.03560011528e-11,3947.21355101,54.8220651362,-124.341439282,-311.453159419,-17098.9205396,8620.12487967,8478.79565991,0.354142901548,58.7255300658,-1.22760205865,0.0304677232304,0.49138526521,0.253634570222,-20222.51615,5224.25719399,1.3639482993e-10,3934.37626949,60.248220955,-124.377009371,-311.58716902,-17053.566328,8585.24644318,8468.31988484,0.353846459763,58.7281528876,-1.22601718703,0.0323596955165,0.491942979013,0.253873685281,-16785.2084687,3572.37321742,-8.37249910954e-13,9415.28123711,72.2311380811,-24.5371242079,-138.856421183,-12615.1712513,1025.9544764,11589.2167749,0.459872525298,87.2261272796,-1.65313818484,-0.0558892668813,-0.146207846931
0.0468,-48571.4250234,-109370.08898,-26200.2509722,197323.430915,78232.58038,-54681.6940185,-109077.238246,198065.58666,-56700.1174542,-1.60799107977e-09,5.5891033509e-11,2.83950544738e-09,-3277.42142109,183.791549143,3093.62987194,-3276.04452436,186.861153684,3089.18337067,-3619.09124606,-2601.00575757,6220.09700366,-3397.52581779,640.319159734,2888.94968466,-3395.30321459,639.630926568,2887.41531463,-4960.64994947,811.089822084,4281.30315401,791.66731533,1.29304018228,-1463.25576835,778.96922777,28.2194204924,-1411.64972665,-3277.42142109,183.791549143,3093.62987194,-3276.04452436,186.861153684,3089.18337067,-3619.09124606,-2601.00575757,6220.09700366,-48571.4250234,-26200.2509722,78232.58038,292.850733361,742.155744613,-2018.42343571,1.05,0.5,0.251379507413,0.95,0.75,0.251615572808,-17797.0702728,7293.82187258,-6.28419099659e-11,3809.65233614,-67.7565460911,-157.852491707,-494.299049616,-15368.0692705,4884.99746609,10483.0718045,0.461668289747,58.7113301082,-1.25075807475,0.029728918053,0.472428919046,0.251379507413,-17739.0385132,7295.61388262,-7.09407528394e-11,3796.77605191,-62.3148226487,-157.89044337,-494.444979207,-15321.5811402,4852.4817955,10469.0993447,0.461294212685,58.7139713553,-1.24912712662,0.0316863777494,0.472969787143,0.251615572808,-15296.1699388,4941.57237435,-8.35148339739e-13,9326.32548362,-56.1271426229,-53.3101907417,-308.98098437,-10619.470225,-1369.79445688,11989.2646819,0.59861947542,87.2071251829,-1.6633533349,-0.0455803430929,-0.152801006863
0.047,241735.854077,-112793.957153,-320996.004461,196094.768339,82888.2747787,-46678.3237566,-112517.696414,196835.698981,-48665.5898879,-1.42921010612e-09,-2.29151449045e-10,2.92875146163e-09,5991.596336,-18729.0873852,12737.4910492,5992.56591057,-18725.6453841,12733.0794735,3533.43435039,-17086.9724645,13553.5381141,2842.96681535,-15227.6459334,12522.795869,2845.17196228,-15228.1305505,12521.0753392,2434.99961749,-13998.5534261,11701.6705596,639.647175564,207.954764612,-1508.72891038,638.254712312,219.210083292,-1453.76590606,5991.596336,-18729.0873852,12737.4910492,5992.56591057,-18725.6453841,12733.0794735,3533.43435039,-17086.9724645,13553.5381141,241735.854077,-320996.004461,82888.2747787,276.260738588,740.930642155,-1987.26613123,1.05,0.5,0.248845043592,0.95,0.75,0.249078212183,-20288.018886,10006.6203432,1.10926524634e-11,3946.48028341,56.2710421855,-201.900234888,-733.584832886,-17339.8707661,3159.51417694,14180.3565891,0.620571297574,58.6968471056,-1.27700273962,0.0288924774092,0.452726404857,0.248845043592,-20229.8404084,10008.3092521,-9.44948288002e-11,3933.56595015,61.7290234068,-201.936735487,-733.721361607,-17292.4883491,3129.56641153,14162.9219375,0.620079888613,58.6995073334,-1.27532092052,0.0309130309658,0.453251659036,0.249078212183,-16955.9424085,6790.25673996,-8.33052043655e-13,9424.20310514,87.7953858717,-91.9154154047,-536.040378118,-10689.2873077,-3661.47301309,14350.7603207,0.797333167187,87.1879854002,-1.67716893263,-0.0350406975272,-0.15936717332
0.0472,-31739.1442114,-115700.575383,-304787.113024,193598.385765,340317.925292,-37973.4099165,-115438.968348,194334.524258,-39928.0680833,-1.24204968144e-09,-6.19216009645e-10,3.11390524283e-09,-11216.3700162,-9240.87934586,20457.2493621,-11215.6359315,-9237.25002996,20452.8859614,-9379.52767651,-10100.78901,19480.3166866,-11437.9678626,-6005.96336996,17588.2816972,-11435.7867897,-6006.33029031,17586.4675448,-10949.380441,-6924.38227156,18018.1131773,598.058917385,405.35240452,-1654.98314969,599.544863181,401.606738395,-1588.95563745,-11216.3700162,-9240.87934586,20457.2493621,-11215.6359315,-9237.25002996,20452.8859614,-9379.52767651,-10100.78901,19480.3166866,-31739.1442114,-304787.113024,340317.925292,261.607035421,736.138492751,-1954.65816685,1.05,0.5,0.246030888332,0.95,0.75,0.246261314059,-20787.2663793,8249.25978567,2.91892817585e-11,3973.76439793,81.2060829501,-174.760292078,-576.643192659,-17175.6986675,3218.78081791,13956.9178496,0.524569548289,58.6820614726,-1.30357703947,0.0279637880025,0.432239273882,0.246030888332,-20728.7394719,8250.95948888,1.10379358872e-10,3960.80095418,86.6702534513,-174.79715016,-576.780422916,-17127.6885983,3191.58232221,13936.1062761,0.524146548949,58.6847412797,-1.30184162354,0.0300448410089,0.432750251012,0.246261314059,-17449.9828292,5775.01143551,-8.30961009458e-13,9453.1821213,130.466875099,-71.2681315165,-407.781854311,-10612.0508358,-3884.43766631,14496.4885021,0.697903640358,87.1686828955,-1.69175366849,-0.0242429177417,-0.165923285302
