time_s,node_BUS2 A_voltage,node_BUS1 A_voltage,node_BUS2 B_voltage,node_BUS1 B_voltage,node_BUS2 C_voltage,node_BUS1 C_voltage,node_BUSC A_voltage,node_BUSC B_voltage,node_BUSC C_voltage,node_BUS0 A_voltage,node_BUS0 B_voltage,node_BUS0 C_voltage,node_GEN1 A_voltage,node_GEN1 B_voltage,node_GEN1 C_voltage,node_GEN2 A_voltage,node_GEN2 B_voltage,node_GEN2 C_voltage,node_GEN3 A_voltage,node_GEN3 B_voltage,node_GEN3 C_voltage,node_WNDG1_saturated_transformer_internal_top_voltage,node_WNDG2_saturated_transformer_internal_top_voltage,node_WNDG3_saturated_transformer_internal_top_voltage,node_WNDG4_saturated_transformer_internal_top_voltage,node_WNDG5_saturated_transformer_internal_top_voltage,node_WNDG6_saturated_transformer_internal_top_voltage,node_WNDG7_saturated_transformer_internal_top_voltage,node_WNDG8_saturated_transformer_internal_top_voltage,node_WNDG9_saturated_transformer_internal_top_voltage,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase1_history_i_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase2_history_i_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase3_history_i_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase1_history_i_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase2_history_i_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase3_history_i_pu,output_fixed_1,output_fixed_2,output_fixed_3,output_fixed_4,output_fixed_5,output_fixed_6,output_fixed_7,output_fixed_8,output_fixed_9,output_fixed_10,output_fixed_11,output_fixed_12,branch_voltage_branch_fixed_1,branch_voltage_branch_fixed_2,branch_voltage_branch_fixed_3,FCTRL1,TORQIN,MACHV,FCTR2,TQ2,MACH2V,synchronous_machine_1_d_axis_current,synchronous_machine_1_q_axis_current,synchronous_machine_1_zero_sequence_current,synchronous_machine_1_field_current,synchronous_machine_1_d_axis_damper_current,synchronous_machine_1_generator_field_current,synchronous_machine_1_q_axis_damper_current,synchronous_machine_1_phase_a_current,synchronous_machine_1_phase_b_current,synchronous_machine_1_phase_c_current,synchronous_machine_1_electromagnetic_torque,synchronous_machine_1_mechanical_angle_2,synchronous_machine_1_mechanical_speed_2,synchronous_machine_1_shaft_torque_1,synchronous_machine_1_shaft_torque_2,synchronous_machine_1_shaft_torque_3,synchronous_machine_2_d_axis_current,synchronous_machine_2_q_axis_current,synchronous_machine_2_zero_sequence_current,synchronous_machine_2_field_current,synchronous_machine_2_d_axis_damper_current,synchronous_machine_2_generator_field_current,synchronous_machine_2_q_axis_damper_current,synchronous_machine_2_phase_a_current,synchronous_machine_2_phase_b_current,synchronous_machine_2_phase_c_current,synchronous_machine_2_electromagnetic_torque,synchronous_machine_2_mechanical_angle_2,synchronous_machine_2_mechanical_speed_2,synchronous_machine_2_shaft_torque_1,synchronous_machine_2_shaft_torque_2,synchronous_machine_2_shaft_torque_3,synchronous_machine_3_d_axis_current,synchronous_machine_3_q_axis_current,synchronous_machine_3_zero_sequence_current,synchronous_machine_3_field_current,synchronous_machine_3_d_axis_damper_current,synchronous_machine_3_generator_field_current,synchronous_machine_3_q_axis_damper_current,synchronous_machine_3_phase_a_current,synchronous_machine_3_phase_b_current,synchronous_machine_3_phase_c_current,synchronous_machine_3_electromagnetic_torque,synchronous_machine_3_mechanical_angle_2,synchronous_machine_3_mechanical_speed_2,synchronous_machine_3_shaft_torque_1,synchronous_machine_3_shaft_torque_2
0.0984,-2099209.28442,-101712.592623,634398.127894,124874.973321,1467056.32728,8276.05555257,-101505.827537,125318.865972,6703.007427,-2.87929529273e-09,-1.24760488124e-09,4.52712070115e-09,-114375.262685,88840.2511126,25535.0115727,-114377.119717,88849.8481211,25527.271596,-87996.4525552,63629.9331043,24366.5194509,-92759.697144,81362.1843955,11483.023232,-92755.8283422,81363.1127306,11478.226095,-92174.7832033,68172.4347044,24087.8589825,1865.76675015,530.873565948,-2596.80840754,1772.70214206,506.428950689,-2472.61460303,-114375.262685,88840.2511126,25535.0115727,-114377.119717,88849.8481211,25527.271596,-87996.4525552,63629.9331043,24366.5194509,-2099209.28442,634398.127894,1467056.32728,206.765085935,443.892651281,-1573.04812558,1.05,0.5,-0.616064880313,0.95,0.75,-0.615415400884,-21071.2830387,-15826.33877,8.70711450163e-11,4283.50052493,-255.188517015,181.588654893,1607.56083756,-20597.5225278,15687.8737296,4909.64879813,-0.773344706993,54.659357557,-1.95147378996,-0.0203865601163,-1.38074454465,-0.616064880313,-20937.0408711,-15815.7064339,-4.90152617815e-12,4260.01813745,-248.818661455,181.318048218,1606.76258562,-20493.2346317,15656.6659266,4836.5687051,-0.771828637479,54.6742858385,-1.94484148026,-0.0194827316511,-1.37821864144,-0.615415400884,-21205.9697825,-14925.7389291,-9.85541680816e-13,9424.55535928,-556.91632627,494.606129246,2416.55652633,-20741.881725,6687.71192866,14054.1697963,-1.40042309671,81.2872688011,-1.84766608044,0.0702029801281,0.213033419302
0.0986,1009702.70568,-110929.013277,1162281.25883,124538.565167,-2169694.8561,18845.1030612,-110754.912056,124972.361786,17319.0856976,-3.19756423221e-09,-6.28872840727e-10,4.21609841954e-09,103347.1816,4136.07823981,-107483.259839,103344.474139,4146.12454036,-107490.59868,80137.8412319,1982.56150449,-82120.4027364,92217.650806,-7383.67767196,-84746.7872923,92221.3191043,-7382.32423,-84751.8090326,79536.1488153,4220.77766,-83669.7406335,1396.17438679,103.972962334,-1694.67968301,1338.47257914,112.128960113,-1639.10232382,103347.1816,4136.07823981,-107483.259839,103344.474139,4146.12454036,-107490.59868,80137.8412319,1982.56150449,-82120.4027364,1009702.70568,1162281.25883,-2169694.8561,174.101221138,433.796618909,-1526.01736359,1.05,0.5,-0.631392190435,0.95,0.75,-0.630720303428,-27852.5775166,17075.3049685,-1.28352434438e-10,4656.43549052,82.1103911892,-342.438251802,-1308.63555883,-14951.9561673,-11655.025866,26606.9820333,1.02765833676,54.6371866461,-1.91808015704,-0.019313824817,-1.39288305087,-0.631392190435,-27726.6180023,17084.2227846,1.1385834602e-10,4633.38840538,88.9058694174,-342.682419412,-1309.28061027,-14849.5107393,-11678.5697363,26528.0804756,1.0261443411,54.6521906744,-1.91149215298,-0.0184264875545,-1.39032998687,-0.630720303428,-23884.6800381,5977.54105364,1.60508313085e-12,9589.26982018,-311.253350756,39.6602846383,-317.408969214,-8471.57658907,-11552.7759644,20024.3525534,0.867801994523,81.2661105527,-1.84514489538,0.0571050752811,0.234405347886
0.0988,1602718.33575,-113959.955261,-2468294.27987,119975.041461,867907.12075,27426.7288003,-113814.187777,120398.855686,25943.1884557,-2.06048230757e-09,-1.22608583334e-09,3.6654839272e-09,24157.3691495,-130794.15454,106636.78539,24153.9854308,-130784.052843,106630.067412,19859.9830206,-105705.133655,85845.1506341,7754.88260655,-106135.302352,98469.2097301,7758.24054955,-106133.610893,98464.1603272,18150.7094695,-103986.228604,85924.3091185,688.100786402,1149.64390148,-2026.54394719,684.026220515,1077.9770149,-1945.43714738,24157.3691495,-130794.15454,106636.78539,24153.9854308,-130784.052843,106630.067412,19859.9830206,-105705.133655,85845.1506341,1602718.33575,-2468294.27987,867907.12075,145.76748412,423.814225002,-1483.54034459,1.05,0.5,-0.646061970779,0.95,0.75,-0.645367759521,-50986.011632,-8335.58208068,2.07556586015e-11,5934.55754755,1226.6266004,62.4509192959,943.505510521,-39785.0348278,7752.0516817,32032.9831461,-0.254725765344,54.6153603364,-1.89132950767,-0.018205120412,-1.40391339648,-0.646061970779,-50853.1083796,-8332.69165267,-1.18661102021e-10,5911.10607892,1233.09258387,62.3024406321,943.395185046,-39685.0361952,7736.33712816,31948.699067,-0.254258472612,54.6304396784,-1.88477279048,-0.0173307492816,-1.40133487196,-0.645367759521,-39540.9268798,-9055.76777319,1.60105423044e-12,10564.4896789,1108.60925544,368.268558601,1644.81542144,-24448.4290568,-7126.53873155,31574.9677884,-0.499592779307,81.2449152884,-1.85412659007,0.044015633165,0.255500879343
0.099,-2117955.70672,-119892.496902,628374.111009,112852.185304,1491952.95633,41439.7726981,-119769.53074,113258.651978,40000.4302804,-2.15108689128e-09,-2.02331906116e-09,4.54239842897e-09,-115902.351936,89318.9222349,26583.429701,-115906.48485,89329.1792822,26577.3055678,-88236.5714344,63883.5195465,24353.0518879,-93998.3310969,81896.2486632,12192.4047803,-93995.2699966,81898.3146139,12187.2777293,-92882.4731711,68063.0540853,24909.7414324,1490.48172943,930.039206405,-2603.49439296,1424.75161057,875.045737942,-2478.0842827,-115902.351936,89318.9222349,26583.429701,-115906.48485,89329.1792822,26577.3055678,-88236.5714344,63883.5195465,24353.0518879,-2117955.70672,628374.111009,1491952.95633,122.966162091,406.466674,-1439.3424177,1.05,0.5,-0.660054497262,0.95,0.75,-0.659338073229,-16628.514801,-13429.1300626,8.89625884727e-11,4040.21375601,-477.780621687,145.510188037,1392.4414838,-17358.4251678,10240.7266356,7117.69853214,-0.661028498785,54.5939726415,-1.84152744501,-0.0170751082451,-1.41361904793,-0.660054497262,-16493.9522299,-13417.1547507,1.45479807389e-11,4016.64855815,-471.381228057,145.216334753,1391.52689504,-17261.4396753,10232.9920165,7028.44765879,-0.65965334725,54.6091267103,-1.83504187744,-0.0162097339794,-1.41101712112,-0.659338073229,-18030.3823384,-14131.3885896,1.59703544293e-12,9212.47504825,-861.56334256,482.133068103,2308.14942814,-17398.7356213,2753.07363233,14645.6619889,-1.34373047356,81.2237628046,-1.83767828008,0.0308314478503,0.276373830899
0.0992,1034305.13956,-127112.734407,1250950.23091,110680.584039,-2282845.72348,51759.3116079,-127014.665011,111069.016062,50366.8360596,-2.45812257296e-09,-1.35630190972e-09,4.17132458745e-09,107872.250651,6171.05484758,-114043.305498,107867.40883,6181.50646651,-114048.915296,83979.7842482,3762.82692348,-87742.6111716,96435.1019365,-6267.32898499,-90075.9905342,96437.9059542,-6264.90868414,-90081.2148527,83284.6618504,5678.71269822,-88871.5921312,1006.67394324,458.621556363,-1642.35504554,977.412899085,439.553620698,-1590.03043736,107872.250651,6171.05484758,-114043.305498,107867.40883,6181.50646651,-114048.915296,83979.7842482,3762.82692348,-87742.6111716,1034305.13956,1250950.23091,-2282845.72348,98.0693959787,388.432022175,-1392.4755484,1.05,0.5,-0.673350794318,0.95,0.75,-0.672612297383,-30469.8493176,18011.217642,-1.3514215018e-10,4802.3826705,209.758950415,-355.451636743,-1393.95333137,-10881.730493,-17745.3115685,28627.0420616,1.0874574722,54.5730536368,-1.80952764118,-0.0159308870052,-1.42193200091,-0.673350794318,-30343.3237514,18019.5953861,9.26019943477e-11,4779.23936013,216.571646456,-355.689083526,-1394.54778123,-10788.2988572,-17745.0167817,28533.3156389,1.08582241846,54.5882817747,-1.80308570761,-0.0150711329518,-1.41930889456,-0.672612297383,-25190.8490387,6270.8983462,1.59302674294e-12,9651.82374405,-214.655176005,41.9453782001,-336.757608966,-4442.5140179,-15727.2686291,20169.782647,0.911032993486,81.2026982818,-1.83877450343,0.0174985430698,0.297045480074
0.0994,1688747.03731,-127927.850296,-2493987.14484,104378.534097,807686.131222,59773.8230231,-127850.021828,104749.520949,58422.8537434,-1.27056168207e-09,-1.91186980966e-09,3.52807890096e-09,28640.7902923,-134027.722787,105386.932494,28635.2621068,-134017.421168,105382.159061,24493.4706991,-109056.31377,84562.8430713,11657.9335294,-109356.000753,97791.2369614,11660.3194574,-109353.237376,97786.0876555,22069.9749457,-107281.923137,85305.1179286,260.489142148,1505.73615347,-1937.2874658,287.791621889,1406.6634894,-1862.22406145,28640.7902923,-134027.722787,105386.932494,28635.2621068,-134017.421168,105382.159061,24493.4706991,-109056.31377,84562.8430713,1688747.03731,-2493987.14484,807686.131222,77.8284681799,370.986851648,-1350.96927971,1.05,0.5,-0.685932658989,0.95,0.75,-0.685172257642,-48444.2772446,-12257.1277366,3.06212446489e-11,5795.92625527,1098.50841919,127.046030671,1288.40371303,-36225.7772902,1855.20172976,34370.5755605,-0.476532370926,54.5524884611,-1.77977262796,-0.0147654291879,-1.42912062889,-0.685932658989,-48309.4133156,-12253.5094512,-1.45076151842e-10,5772.30159272,1104.92252822,126.8840592,1288.2316326,-36136.4663461,1863.57938477,34272.8869613,-0.475670074132,54.567790204,-1.77336807104,-0.0139076902752,-1.42647811668,-0.685172257642,-37841.8802666,-12086.8586893,-1.05140878897e-12,10439.8090104,932.616906719,443.299820326,2059.22507914,-20628.1241422,-11363.3547105,31991.4788527,-0.809948694012,81.1815803153,-1.8470059683,0.00422801687815,0.317360683382
0.0996,-2144355.66112,-131616.586612,630930.952132,95470.6051465,1515905.1891,73237.0942378,-131553.050242,95817.0502082,71928.6621474,-1.33274895729e-09,-2.70006486998e-09,4.36705700003e-09,-117561.354636,90160.965739,27400.3888975,-117567.553405,90171.3824011,27396.1710037,-88945.7704192,65018.4687094,23927.3017098,-95412.8863007,82823.2389893,12684.1312114,-95410.7780478,82826.3375628,12678.924385,-93675.6858743,68515.189557,25254.9802173,1071.50664238,1275.39864981,-2511.89128898,1036.52744424,1193.74540738,-2392.67899038,-117561.354636,90160.965739,27400.3888975,-117567.553405,90171.3824011,27396.1710037,-88945.7704192,65018.4687094,23927.3017098,-2144355.66112,630930.952132,1515905.1891,63.5363699428,346.4450617,-1308.43209045,1.05,0.5,-0.697782699436,0.95,0.75,-0.697000590938,-12693.5882264,-9963.07382285,8.25365806036e-11,3824.03375891,-674.207185396,92.3811975611,1082.61620995,-13054.6907998,4985.82111486,8068.86968495,-0.489117745769,54.5323870875,-1.72857891459,-0.0135951911184,-1.43493210142,-0.697782699436,-12559.0119569,-9949.84825376,1.54451153814e-11,3800.40278378,-667.763155592,92.0654033016,1081.59373573,-12969.9999386,5002.28050941,7967.71942923,-0.487987584722,54.5477617908,-1.72224946898,-0.0127355535679,-1.43227237422,-0.697000590938,-15041.72763,-12566.0835834,-4.95713912212e-12,9006.06367769,-1154.64810067,456.135980592,2116.50067631,-13475.3278527,-738.409094094,14213.7369468,-1.19093034873,81.1605063654,-1.83109215367,-0.0091082802014,0.337390782706
0.0998,1045225.40376,-136668.628307,1356145.57446,91791.3831091,-2398857.97127,82803.8628091,-136621.345093,92112.9724558,81540.124524,-1.64268919372e-09,-1.97159225979e-09,3.93697766993e-09,111929.170895,9304.65480245,-121233.825697,111922.39899,9314.94451886,-121237.343509,87650.007609,6198.95165243,-93848.9592614,100446.409511,-4287.16301743,-96063.5219416,100448.167824,-4283.77797084,-96068.6653013,86753.8651051,7852.24534963,-94510.3859031,582.035849887,751.114932242,-1491.98649404,583.993894419,709.350803484,-1450.32430392,111929.170895,9304.65480245,-121233.825697,111922.39899,9314.94451886,-121237.343509,87650.007609,6198.95165243,-93848.9592614,1045225.40376,1356145.57446,-2398857.97127,47.2832137111,321.58934671,-1263.7382851,1.05,0.5,-0.708884348806,0.95,0.75,-0.708080759335,-33353.2190491,18523.8181622,-1.60327351981e-10,4962.18889855,351.493135256,-361.775108054,-1441.68471651,-5815.83794906,-23595.2233266,29411.0612757,1.12539578356,54.5127497143,-1.69878926683,-0.0124243113848,-1.43936840748,-0.708884348806,-33226.0259208,18531.5583374,9.82379140419e-11,4938.94389973,358.317885816,-362.004439127,-1442.21970738,-5736.26534831,-23570.7623735,29307.0277218,1.1236723159,54.528196715,-1.69250044805,-0.0115595265888,-1.43669369753,-0.708080759335,-26670.9468816,6338.13914986,-6.23877177266e-12,9720.81491031,-105.48224459,48.2271098262,-334.119721794,73.215792368,-19420.9233937,19347.7076014,0.931188977091,81.1394918879,-1.8366260726,-0.0225219966262,0.357129784998
0.1,1767047.00221,-135133.861469,-2514465.02492,84105.403274,749961.619061,89759.1417384,-135097.99966,84403.3324959,88533.950144,-4.18839947902e-10,-2.47401994441e-09,3.20387528569e-09,32816.7400151,-136915.434744,104098.694729,32809.28912,-136905.397155,104096.108035,28680.5879057,-111795.901616,83115.3137099,15285.6622877,-112224.255659,97035.484761,15286.9551466,-112220.531209,97030.4674526,25777.3267301,-110155.720397,84475.2850575,-196.124497038,1796.10995592,-1752.60147638,-135.121075787,1674.43392049,-1690.80633225,32816.7400151,-136915.434744,104098.694729,32809.28912,-136905.397155,104096.108035,28680.5879057,-111795.901616,83115.3137099,1767047.00221,-2514465.02492,749961.619061,35.8618084762,297.929221842,-1225.19159443,1.05,0.5,-0.719221890346,0.95,0.75,-0.718397075086,-45126.9434631,-15508.3141706,-2.93447477131e-12,5613.6430879,932.885872209,180.883753838,1573.9881345,-31707.8426547,-3753.06602431,35460.908679,-0.664947936335,54.4934680521,-1.66649564941,-0.0112466745224,-1.4426833646,-0.719221890346,-44990.2645966,-15503.7353731,-1.36512660333e-10,5589.85341079,939.25519697,180.70441412,1573.7339095,-31633.8746251,-3720.67619702,35354.5508221,-0.663735715464,54.5089868771,-1.66024875554,-0.0103731880722,-1.43999546057,-0.718397075086,-35570.2189699,-14718.5931364,-6.22311190456e-12,10275.0203092,701.533640063,508.660228999,2413.96010032,-16357.5519193,-15064.752218,31422.3041373,-1.09573588494,81.1184030556,-1.84406952038,-0.0358127322429,0.376430680156
0.1002,-2178578.37046,-136471.486938,642031.26165,73780.8031765,1539119.35056,102193.680268,-136440.819239,74048.3471831,101007.41207,-4.64505935677e-10,-3.24516758147e-09,4.00888309974e-09,-119486.297846,91464.9665404,28021.3313056,-119494.237139,91474.9867631,28019.2503756,-89909.7544203,66833.4846826,23076.2697377,-97027.5303362,84208.7420765,12916.7724259,-97026.4902532,84212.7106441,12911.7637754,-94554.3612303,69420.2621651,25232.0832314,629.705294496,1550.30114067,-2326.33806332,627.342774486,1447.15591114,-2220.45061465,-119486.297846,91464.9665404,28021.3313056,-119494.237139,91474.9867631,28019.2503756,-89909.7544203,66833.4846826,23076.2697377,-2178578.37046,642031.26165,1539119.35056,30.6676988884,267.544006595,-1186.26819798,1.05,0.5,-0.728780492872,0.95,0.75,-0.727934736054,-9545.2973427,-5550.93863938,7.18074716596e-11,3650.38225539,-830.693166027,23.9948410832,689.184149365,-7914.53723209,217.898900325,7696.63833176,-0.263206226302,54.4746641788,-1.61539936604,-0.0100799345257,-1.44459673339,-0.728780492872,-9411.00203668,-5536.64353526,2.52343929571e-11,3626.70194324,-824.190077052,23.6598161972,688.070037502,-7846.59152212,258.061580379,7588.52994174,-0.262420299855,54.4902541538,-1.60922823244,-0.00919403360275,-1.4418978875,-0.727934736054,-12463.2725459,-10312.1269824,-4.88727289707e-12,8821.26944466,-1412.76014392,414.010122068,1827.27782595,-9205.94896063,-3599.12528306,12805.0742437,-0.962359481355,81.0973532438,-1.8298156994,-0.0491312210396,0.395380920226
0.1004,1039693.73687,-139296.166579,1475249.97708,68998.4260981,-2512344.77593,110541.006692,-139272.663422,69235.7447773,109395.350122,-7.92643276258e-10,-2.44418762171e-09,3.52411858059e-09,115348.929901,13522.7782412,-128871.708142,115340.504065,13532.3728977,-128872.876962,90739.3415097,9314.34874779,-100053.690257,104054.47824,-1458.41116859,-102497.064389,104055.06238,-1454.19941165,-102501.860286,89645.338677,10846.2203856,-100392.55638,144.227095067,966.4344793,-1250.64884212,178.545360878,907.659558745,-1226.56400294,115348.929901,13522.7782412,-128871.708142,115340.504065,13532.3728977,-128872.876962,90739.3415097,9314.34874779,-100053.690257,1039693.73687,1475249.97708,-2512344.77593,23.5031570168,237.318679295,-1145.65656998,1.05,0.5,-0.737546220991,0.95,0.75,-0.736679835899,-36476.2196808,18536.1619949,-1.23494872412e-10,5134.46396644,505.924986984,-360.332198931,-1444.80973774,20.2152259856,-28941.9524446,28921.7372186,1.1372887766,54.456307134,-1.58850936085,-0.00892498904989,-1.44518340981,-0.737546220991,-36348.2251064,18543.1691431,6.14622884122e-11,5111.11009657,512.754951294,-360.552044218,-1445.2766029,81.7124104001,-28894.2145442,28812.5021338,1.13551718519,54.4719676218,-1.58237369444,-0.00802366663596,-1.44247578442,-0.736679835899,-28303.7666092,6109.30303966,-3.580929903e-12,9795.6090771,15.4047566259,59.6352571234,-301.434343851,4873.74577385,-22471.8010262,17598.0552524,0.921607105128,81.0763252671,-1.84025859106,-0.0624427730086,0.413944724551
0.1006,1838987.3461,-135390.011541,-2531335.5499,60351.1841265,694971.885144,115990.053573,-135368.823544,60560.1835566,114878.129726,4.5284715982e-10,-2.88475485903e-09,2.70716630474e-09,36665.76122,-139609.039509,102943.278289,36656.7473262,-139599.736675,102942.989349,32546.1003846,-113907.166227,81361.0658422,18604.6413292,-114791.602556,96286.9080191,18604.7856398,-114787.096843,96282.2579954,29395.6895288,-112731.265046,83435.5223096,-660.400776308,2006.98600421,-1480.17289407,-564.96432412,1868.57550311,-1438.33028657,36665.76122,-139609.039509,102943.278289,36656.7473262,-139599.736675,102942.989349,32546.1003846,-113907.166227,81361.0658422,1838987.3461,-2531335.5499,694971.885144,21.1879967445,208.999430128,-1111.9238467,1.05,0.5,-0.745506060968,0.95,0.75,-0.744619389906,-41221.0695791,-17966.6193638,1.92708499769e-11,5398.1128777,738.938802306,221.858959354,1789.60529573,-26478.1305723,-8787.49698196,35265.6275543,-0.812617521619,54.4383008028,-1.55418828877,-0.0077770352822,-1.444669594,-0.745506060968,-41082.7709365,-17960.8849312,-1.83731615396e-10,5374.16915946,745.272809133,221.658984128,1789.25184955,-26423.4543714,-8732.39553497,35155.8499063,-0.811114857018,54.4540313431,-1.54809749402,-0.00685690533701,-1.44195493625,-0.744619389906,-32822.032016,-16793.7265099,-3.57194145271e-12,10079.3954928,428.883709333,564.900326583,2713.54890186,-11801.8054245,-18082.3322534,29884.1376778,-1.32535979528,81.0551980152,-1.84714248817,-0.0755651256973,0.431988331501
0.1008,-2221904.52515,-134379.735487,659440.330931,49039.5573776,1565110.66347,126966.811765,-134354.496076,49213.9582596,125888.40888,4.12023082763e-10,-3.63350254002e-09,3.48461072796e-09,-121804.80064,93315.4613892,28489.3392506,-121814.083506,93324.521614,28489.5618924,-91315.0837212,69051.6559587,22263.4277625,-98912.6027902,86031.411718,12982.0074732,-98912.7141569,86036.0518544,12977.4787035,-95799.0307133,70786.3882609,25113.4588534,186.822890973,1742.47718485,-2056.43763197,217.317381974,1623.96235405,-1970.3158965,-121804.80064,93315.4613892,28489.3392506,-121814.083506,93324.521614,28489.5618924,-91315.0837212,69051.6559587,22263.4277625,-2221904.52515,659440.330931,1565110.66347,25.2394112016,174.400881991,-1078.40288462,1.05,0.5,-0.752647952167,0.95,0.75,-0.751741366349,-7422.55205766,-401.051122148,6.49250648212e-11,3532.56903661,-935.537027809,-56.4746405874,230.803579853,-2213.76708386,-3787.19318401,6000.96026788,0.00633656407476,54.4207750165,-1.50463846271,-0.00665429052048,-1.44275765684,-0.752647952167,-7288.78681191,-385.952574662,4.617681714e-11,3508.8533822,-928.962789794,-56.8248071095,229.621619868,-2166.2391693,-3725.02373536,5891.26290466,0.00669208297386,54.4365749332,-1.49862079306,-0.00571196875649,-1.44003820885,-0.751741366349,-10517.4484448,-7478.25219053,-3.56297556422e-12,8675.36045394,-1610.88756106,362.185054224,1479.99833689,-4800.05146815,-5723.40446719,10523.4559353,-0.664288152503,81.0340954833,-1.83594412675,-0.0886642238081,0.44961054083
0.101,1016411.6397,-135032.448211,1603632.55043,43606.8140501,-2617376.88948,133694.903956,-135005.283686,43747.3162417,132651.323043,4.9655990929e-11,-2.75282734432e-09,2.95408595214e-09,117959.968957,18663.5205778,-136623.489535,117950.250404,18671.9507099,-136622.201114,92934.5505806,13110.366816,-106044.917397,107043.101322,2128.23847439,-109069.728331,107042.457182,2133.09638998,-109073.942106,91753.6614819,14640.7904593,-106292.840475,-284.643300643,1094.80101521,-930.799384468,-218.479714181,1025.4683888,-930.303073934,117959.968957,18663.5205778,-136623.489535,117950.250404,18671.9507099,-136622.201114,92934.5505806,13110.366816,-106044.917397,1016411.6397,1603632.55043,-2617376.88948,27.1645243707,140.502191652,-1043.58091311,1.05,0.5,-0.75896079362,0.95,0.75,-0.758034693044,-39747.2192896,17944.9159863,-9.22508919831e-11,5314.29958224,668.35237956,-349.601166676,-1394.00262809,6367.77474539,-33523.9484982,27156.1737528,1.11728978469,54.4036678942,-1.48111763503,-0.00555430140232,-1.43959476802,-0.75896079362,-39618.2510483,17951.1235757,7.09463123621e-11,5290.82760263,675.178752207,-349.810595516,-1394.3952929,6407.83586183,-33455.0180193,27047.1821574,1.11552199229,54.4195366047,-1.47512851448,-0.00458711655333,-1.43687254888,-0.758034693044,-30040.8954707,5548.94241633,-3.55403218091e-12,9876.80387503,148.605068745,81.0542984112,-208.779214808,9777.45236907,-24761.4247982,14983.9724291,0.893757362241,81.0129662807,-1.85179740878,-0.101656973746,0.466744559363
0.1012,1904948.936,-128846.33673,-2545820.70242,34460.8733647,643557.942134,137264.402807,-128812.542216,34570.1590068,136248.130558,1.30214471609e-09,-3.12628964098e-09,2.06276243042e-09,40147.2000758,-142176.955119,102029.755043,40137.0975904,-142168.863209,102031.765618,36123.0419376,-115422.643026,79299.601088,21574.8520697,-117084.281687,95611.7616104,21573.8469642,-117079.231854,95607.7168833,32939.8312124,-115071.640109,82234.1408898,-1110.59587265,2129.69283534,-1133.20169879,-981.625457697,1981.10287982,-1117.03539938,40147.2000758,-142176.955119,102029.755043,40137.0975904,-142168.863209,102031.765618,36123.0419376,-115422.643026,79299.601088,1904948.936,-2545820.70242,643557.942134,33.7945134833,109.285642109,-1016.2722493,1.05,0.5,-0.764434470157,0.95,0.75,-0.763489283415,-36862.5403935,-19545.5627753,3.8450254841e-11,5156.98132186,523.240420786,248.46963625,1927.75758147,-20798.6955078,-12967.2663165,33765.9618243,-0.914360123644,54.3869009413,-1.44526770552,-0.00447396895091,-1.4353667944,-0.764434470157,-36722.8611101,-19538.5112207,-1.78920467059e-10,5132.89702043,529.550691783,248.246316205,1927.29078939,-20766.343044,-12891.9272286,33658.2702726,-0.912637662485,54.4028380168,-1.43932488379,-0.0034788078985,-1.43264346,-0.763489283415,-29784.0523902,-18296.8834833,-3.54511124628e-12,9860.29925419,125.082796063,607.238270863,2930.01550342,-7219.05979985,-20303.7873667,27522.8471666,-1.50796200178,80.9917087293,-1.85834522058,-0.114388953775,0.48327649281
0.1014,-2276679.58555,-125605.842769,683755.98218,22632.3416812,1595626.69939,146428.972265,-125559.053212,22704.6255411,145439.301802,1.25416707151e-09,-3.84872260116e-09,2.82080442574e-09,-124589.946768,95815.3941248,28774.5526435,-124600.138255,95822.9822193,28777.1560361,-93385.9845681,71702.3238696,21683.6606984,-101142.545114,88350.5692647,12894.9538915,-101143.846513,88355.6635549,12891.1610001,-97596.5078484,72748.4580038,24951.0278865,-234.700835165,1843.63421739,-1716.46485879,-172.796429494,1716.53226715,-1655.5068782,-124589.946768,95815.3941248,28774.5526435,-124600.138255,95822.9822193,28777.1560361,-93385.9845681,71702.3238696,21683.6606984,-2276679.58555,683755.98218,1595626.69939,46.7895566924,72.2838599282,-989.670463115,1.05,0.5,-0.769059878754,0.95,0.75,-0.768096062777,-6490.42970368,5246.67107303,2.97856464949e-11,3479.88128448,-980.752326662,-145.316503838,-271.111561256,3767.20931215,-6801.19736413,3033.98805198,0.307161825569,54.3706067149,-1.3986112808,-0.00343138832658,-1.42977028425,-0.769059878754,-6357.37789038,5262.24361895,9.46393397536e-11,3456.14071337,-974.098169654,-145.676685151,-272.332002838,3791.62773847,-6719.85782558,2928.23008711,0.307018360383,54.3866115041,-1.39273584084,-0.00240530551555,-1.42704799913,-0.768096062777,-9351.36259761,-4273.45932896,-8.9577580988e-13,8573.23710606,-1742.2817646,300.801482357,1076.2936666,-490.463311286,-7012.50923525,7502.97254654,-0.327237527205,80.9704552105,-1.85109359511,-0.127038318756,0.499314636032
