time_s,node_BUSA2_voltage,node_BUSAS2_voltage,node_BUSB2_voltage,node_BUSBS2_voltage,node_BUSC2_voltage,node_BUSCS2_voltage,node_BUSMG_voltage,node_BUSMGR_voltage,node_BUSMS_voltage,node_UM1TLA_voltage,node_UM1TLB_voltage,node_UM1TLC_voltage,node_UM1MCC_voltage,output_fixed_1,output_fixed_2,output_fixed_3,branch_current_branch_fixed_1,branch_current_branch_fixed_7,branch_current_branch_fixed_9,branch_current_branch_fixed_10,torque_Nm,mechanical_speed_rad_s,mechanical_angle_rad,power_zero_axis_current_A,armature_axis_1_current_A,armature_axis_2_current_A,shorted_rotor_axis_current_1_A,shorted_rotor_axis_current_2_A
0.0258,-2864.59363424,-2864.59363424,-1920.90581525,-2864.59363424,-168.53518919,891.124744731,184.725337293,92.3626686463,184.722761607,-2864.59363424,-1807.6666481,-295.697382679,184.725337293,-2864.59363424,-2864.59363424,184.725337293,-5.39868741581e-15,203.084143901,-1.41360634565,-2575.68568509,-2777.35622235,184.725648031,5.5513198826,0,280.927446376,250.118257828,91.7770586362,-294.482987057
0.026,-2789.32945766,-2789.32945766,-1928.26734091,-2789.32945766,-23.3804455991,1104.37365805,184.725334443,92.3626672215,184.722758757,-2789.32945766,-1824.94347459,-158.713676961,184.725334443,-2789.32945766,-2789.32945766,184.725334443,-8.5120765705e-16,203.084140769,-1.37898558378,-2575.68568509,-2777.39083994,184.725648031,5.58826501221,0,298.974365832,228.243639091,91.3313123218,-294.625751541
0.0262,-2698.2157547,-2698.2157547,-1924.42730537,-2698.2157547,121.948381089,1311.34729995,184.725331666,92.3626658329,184.72275598,-2698.2157547,-1831.57647532,-20.7819500344,184.725331666,-2698.2157547,-2698.2157547,184.725331666,-8.51205954636e-16,203.084137715,-1.3426168859,-2575.68568512,-2777.42720563,184.725648031,5.62521014181,0,315.322257196,205.07167555,90.8856259291,-294.767962202
0.0264,-2591.77025158,-2591.77025158,-1909.89928434,-2591.77025158,266.559622288,1510.86960491,184.725328964,92.3626644822,184.722753279,-2591.77025158,-1828.07872681,117.240255564,184.725328964,-2591.77025158,-2591.77025158,184.725328964,-5.39867321362e-15,203.084134745,-1.30479550362,-2575.68568509,-2777.46502403,184.725648031,5.66215527142,0,329.878206161,180.73420073,90.4401529301,-294.909538152
0.0266,-2470.59779289,-2470.59779289,-1884.27077336,-2470.59779289,409.664365403,1701.80684738,184.725326342,92.3626631708,184.722750656,-2470.59779289,-1813.91564173,254.605403133,184.725326342,-2470.59779289,-2470.59779289,184.725326342,-8.5119345489e-16,203.084131862,-1.26566511393,-2575.68568503,-2777.50415153,184.725648031,5.69910040102,0,342.559513591,155.36933998,89.9947469618,-295.050508768
0.0268,-2335.3869047,-2335.3869047,-1848.18354668,-2335.3869047,550.44991869,1883.07408387,184.725323799,92.3626618997,184.722748114,-2335.3869047,-1789.72338325,390.533469411,184.725323799,-2335.3869047,-2335.3869047,184.725323799,-8.51191752505e-16,203.084129067,-1.22555461526,-2575.68568509,-2777.54425922,184.725648031,5.73604553063,0,353.294121513,129.121389018,89.5495568931,-295.190791271
0.027,-2186.90588226,-2186.90588226,-1801.34766397,-2186.90588226,688.082624534,2053.64131779,184.72532134,92.3626606701,184.722745654,-2186.90588226,-1755.08502202,524.214355672,184.72532134,-2186.90588226,-2186.90588226,184.72532134,-8.51190050123e-16,203.084126363,-1.1845908463,-2575.68568509,-2777.5852203,184.725648031,5.77299066024,0,362.021021961,102.139329173,89.1044333409,-295.330417495
0.0272,-2025.99842436,-2025.99842436,-1744.52088714,-2025.99842436,821.847215037,2212.53935207,184.725318965,92.3626594825,184.722743279,-2025.99842436,-1710.74800696,654.963263673,184.725318965,-2025.99842436,-2025.99842436,184.725318965,-8.51188347745e-16,203.084123752,-1.14313066006,-2575.68568506,-2777.62667785,184.725648031,5.80993578984,0,368.690648804,74.5766441538,88.6595206557,-295.469303335
0.0274,-1853.57883927,-1853.57883927,-1677.54007079,-1853.57883927,950.884048836,2358.86529641,184.725316675,92.3626583373,184.722740989,-1853.57883927,-1656.41989775,781.925740049,184.725316675,-1853.57883927,-1853.57883927,184.725316675,-8.5118664537e-16,203.084121234,-1.10127863288,-2575.68568506,-2777.66852738,184.725648031,5.84688091945,0,373.265069906,46.5897891413,88.2146666143,-295.607483606
0.0276,-1670.62684946,-1670.62684946,-1601.26409969,-1670.62684946,1074.59183256,2491.78769759,184.72531447,92.362657235,184.722738784,-1670.62684946,-1592.94507834,904.528108702,184.72531447,-1670.62684946,-1670.62684946,184.72531447,-8.51184942998e-16,203.08411881,-1.05941411853,-2575.68568506,-2777.71038939,184.725648031,5.88382604906,0,375.718336105,18.3379530875,87.7700112117,-295.744873413
0.0278,-1478.18202464,-1478.18202464,-1515.65801886,-1478.18202464,1192.10397938,2610.55126401,184.72531235,92.3626561752,184.722736665,-1478.18202464,-1520.15965061,1021.89042545,184.72531235,-1478.18202464,-1478.18202464,184.72531235,1.42255124007e-15,203.08411648,-1.01761424541,-2575.68568503,-2777.75218701,184.725648031,5.92077117866,0,376.036451905,-10.0184867285,87.3253996388,-295.881511051
0.028,-1277.3378747,-1277.3378747,-1421.66461271,-1277.33787469,1302.94744349,2714.4811574,184.725310316,92.362655158,184.72273463,-1277.3378747,-1438.98831188,1133.56385764,184.725310316,-1277.3378747,-1277.3378747,184.725310316,-8.5118608573e-16,203.084114244,-0.976275503635,-2575.68568509,-2777.79352349,184.725648031,5.95771630827,0,374.217674329,-38.3182483771,86.8809677694,-296.017311327
0.0282,-1069.23563614,-1069.23563614,-1319.37568658,-1069.23563614,1406.26758426,2802.98682737,184.725308365,92.3626541826,184.722732679,-1069.23563614,-1349.3969359,1238.6620719,184.725308365,-1069.23563614,-1069.23563614,184.725308365,-8.51184383359e-16,203.084112099,-0.935442239046,-2575.68568506,-2777.83435465,184.725648031,5.99466143787,0,370.272261955,-66.4006732284,86.4365585308,-296.152316463
0.0284,-855.05778741,-855.05778741,-1209.798693,-855.05778741,1501.73126367,2875.56536705,184.725306497,92.3626532484,184.722730811,-855.05778741,-1252.37197235,1336.87230053,184.725306497,-855.05778741,-855.05778741,184.725306497,-1.98804992134e-15,203.084110045,-0.895523279905,-2575.68568509,-2777.8742715,184.725648031,6.03160656748,0,364.222717899,-94.1060461866,85.9923039738,-296.286441418
0.0286,-636.021329766,-636.021329766,-1093.14801441,-636.021329766,1588.51411751,2931.8043707,184.725304709,92.3626523545,184.722729023,-636.021329766,-1148.0074898,1427.32074246,184.725304709,-636.021329766,-636.021329766,184.725304709,-1.98804594525e-15,203.084108079,-0.85652551055,-2575.68568506,-2777.91326734,184.725648031,6.06855169709,0,356.103321671,-121.277074369,85.5480451435,-296.419732734
0.0288,-413.370872054,-413.370872054,-970.474929249,-413.370872054,1666.4316817,2971.38427709,184.725302999,92.3626514997,184.722727314,-413.370872054,-1037.33156764,1509.83914336,184.725302999,-413.370872054,-413.370872054,184.725302999,2.8569251154e-16,203.0841062,-0.818865388632,-2575.68568503,-2777.95092557,184.725648031,6.10549682669,0,345.960312189,-147.759233819,85.1039106216,-296.552105911
0.029,-188.371558588,-188.371558588,-842.10959321,-188.371558588,1734.7072404,2994.08018528,184.725301365,92.3626506827,184.72272568,-188.371558588,-920.562163579,1583.58456783,184.725301365,-188.371558588,-188.371558588,184.725301365,-5.66958490106e-16,203.084104403,-0.782507896423,-2575.68568506,-2777.98728124,184.725648031,6.1424419563,0,333.851211459,-173.40216806,84.6597400029,-296.683612143
0.0292,37.6981196498,37.6981196498,-709.12509449,37.6981196502,1793.31065491,2999.76313261,184.725299804,92.3626499019,184.722724118,37.6981196498,-798.747718326,1648.5387343,184.725299804,37.6981196498,37.6981196498,184.725299804,7.25304665064e-17,203.084102687,-0.747873038054,-2575.68568506,-2778.02191433,184.725648031,6.1793870859,0,319.844945275,-198.060050824,84.2156587993,-296.814167795
0.0294,263.553589652,263.553589652,-571.958126902,263.553589652,1841.52890116,2988.40082743,184.725298311,92.3626491556,184.722722625,263.553589652,-672.22318114,1703.90692912,184.725298311,263.553589652,263.553589652,184.725298311,-1.4063228612e-16,203.084101046,-0.714880347252,-2575.68568506,-2778.05490542,184.725648031,6.21633221551,0,304.020972103,-221.592875211,83.7715056272,-296.943828982
0.0296,487.911495585,487.911495585,-431.680864802,487.911495585,1879.4885481,2960.05783262,184.725296884,92.3626484419,184.722721198,487.911495585,-542.035385681,1749.82316036,184.725296884,487.911495585,487.911495585,184.725296884,-7.0906562503e-16,203.084099476,-0.683949619532,-2575.68568503,-2778.08583466,184.725648031,6.25327734512,0,286.469340843,-243.866821859,83.3274033634,-297.07251319
0.0298,709.496991071,709.496991071,-288.825114564,709.496991071,1906.55464258,2914.89519874,184.725295518,92.3626477588,184.722719832,709.496991071,-408.626974716,1785.55695291,184.725295518,709.496991071,709.496991071,184.725295518,1.5646702738e-15,203.084097974,-0.654951334,-2575.68568506,-2778.11483133,184.725648031,6.29022247472,0,267.289642424,-264.755411644,82.8831901476,-297.200281648
0.03,927.050983125,927.050983125,-144.43919215,927.050983125,1923.00948965,2853.16954889,184.725294208,92.3626471041,184.722718522,927.050983125,-273.020972275,1811.39369222,184.725294208,927.050983125,927.050983125,184.725294208,1.56466714446e-15,203.084096535,-0.628302484751,-2575.68568506,-2778.14147877,184.725648031,6.32716760433,0,246.591005734,-284.139868902,82.4389866802,-297.327053144
0.0302,1139.33728657,1139.33728657,0.863313005673,1139.33728657,1928.30862808,2775.2316205,184.725292951,92.3626464754,184.722717265,1139.33728657,-135.756257712,1826.68149191,184.725292951,1139.33728657,1139.33728657,184.725292951,1.56466401513e-15,203.084095153,-0.603822439909,-2575.68568503,-2778.16595746,184.725648031,6.36411273394,0,224.490893164,-301.910113369,81.9946311445,-297.452894142
0.0304,1345.14964827,1345.14964827,146.080613042,1345.14964827,1922.88576155,2681.52427245,184.725291741,92.3626458705,184.722716055,1345.14964827,2.18991543459,1831.85295583,184.725291741,1345.14964827,1345.14964827,184.725291741,-7.09073594894e-16,203.084093822,-0.581922262907,-2575.68568506,-2778.18785623,184.725648031,6.40105786354,0,201.11503747,-317.965108527,81.5502425367,-297.577724847
0.0306,1543.31860134,1543.31860134,290.532243754,1543.31860134,1906.29713741,2572.57996858,184.725290573,92.3626452866,184.722714888,1543.31860134,140.19576169,1826.34718423,184.725290573,1543.31860134,1543.31860134,184.725290573,1.56466230395e-15,203.084092539,-0.562368661165,-2575.68568506,-2778.2074086,184.725648031,6.43800299315,0,176.596105831,-332.213671769,81.1056596108,-297.701616998
0.0308,1732.71811027,1732.71811027,433.284845895,1732.71811027,1879.12021596,2449.01775215,184.725289443,92.3626447214,184.722713757,1732.71811027,277.351041288,1810.73664651,184.725289443,1732.71811027,1732.71811027,184.725289443,1.56465917463e-15,203.084091296,-0.545565515757,-2575.685685,-2778.22421051,184.725648031,6.47494812275,0,151.073581941,-344.574798654,80.6610001331,-297.824492249
0.031,1912.27196925,1912.27196925,573.607211568,1912.27196925,1841.01977194,2311.53972833,184.725288344,92.362644172,184.722712658,1912.27196925,412.965944339,1784.56163691,184.725288344,1912.27196925,1912.27196925,184.725288344,1.56465604531e-15,203.084090088,-0.531225264072,-2575.68568503,-2778.23854957,184.725648031,6.51189325236,0,124.692325955,-354.978274027,80.2161039522,-297.946427591
0.0312,2080.95991744,2080.95991744,710.655059422,2080.95991744,1792.70620954,2160.92707466,184.725287272,92.3626436358,184.722711586,2080.95991744,546.217305232,1748.5240661,184.725287272,2080.95991744,2080.95991744,184.725287272,1.564652916e-15,203.084088909,-0.519743859768,-2575.68568497,-2778.25002978,184.725648031,6.54883838197,0,97.6024075031,-363.364963899,79.7710880702,-298.067346089
0.0314,2237.82343627,2237.82343627,843.663413286,2237.82343627,1733.95811494,1998.0356023,184.72528622,92.36264311,184.722710534,2237.82343627,676.363371036,1702.2732527,184.72528622,2237.82343627,2237.82343627,184.72528622,1.5646497867e-15,203.084087753,-0.510779261589,-2575.68568506,-2778.25899319,184.725648031,6.58578351157,0,69.9575911331,-369.687214371,79.3257939392,-298.18732988
0.0316,2381.97119594,2381.97119594,971.896008679,2381.97119594,1665.60505702,1823.79089308,184.725285184,92.3626425919,184.722709498,2381.97119594,802.686483225,1646.6272436,184.725285184,2381.97119594,2381.97119594,184.725285184,-2.98282230399e-15,203.084086614,-0.504719376564,-2575.68568497,-2778.26505202,184.725648031,6.62272864118,0,41.9151271579,-373.909104009,78.8803382437,-298.306303334
0.0318,2512.58412013,2512.58412013,1094.57152882,2512.58412013,1587.54210447,1639.1830402,184.725284157,92.3626420787,184.722708472,2512.58412013,924.409854249,1581.34970426,184.725284157,2512.58412013,2512.58412013,184.725284157,1.56465262304e-15,203.084085485,-0.501167804003,-2575.685685,-2778.26860241,184.725648031,6.65967377079,0,13.6341938228,-376.006621812,78.4345645242,-298.424353566
0.032,2628.92004013,2628.92004013,1211.07852892,2628.92004013,1500.70151582,1445.2610223,184.725283135,92.3626415676,184.72270745,2628.92004013,1040.93772427,1507.35888665,184.725283135,2628.92004013,2628.92004013,184.725283135,1.56464949374e-15,203.084084362,-0.500504791737,-2575.685685,-2778.26926427,184.725648031,6.69661890039,0,-14.7243461122,-375.967874259,77.9885895655,-298.541406078
0.0322,2730.31791205,2730.31791205,1320.63683479,2730.31791205,1405.09488197,1243.12674298,184.725282112,92.362641056,184.722706426,2730.31791205,1151.47562151,1424.53554416,184.725282112,2730.31791205,2730.31791205,184.725282112,1.56464636445e-15,203.084083237,-0.502281218767,-2575.685685,-2778.26748679,184.725648031,6.73356403,0,-42.9995142731,-373.793038173,77.5422594474,-298.657552729
0.0324,2816.20157296,2816.20157296,1422.77410501,2816.20157296,1301.73831193,1033.92876952,184.725281082,92.3626405411,184.722705397,2816.20157296,1255.56366122,1333.87989095,184.725281082,2816.20157296,2816.20157296,184.725281082,6.11211219655e-15,203.084082104,-0.506870418787,-2575.68568503,-2778.2628964,184.725648031,6.7705091596,0,-71.0304856953,-369.494518072,77.0956914347,-298.772719923
0.0326,2886.08301476,2886.08301476,1516.72845434,2886.08301476,1190.75736834,818.855806552,184.725280041,92.3626400204,184.722704355,2886.08301476,1352.40709098,1235.38991291,184.725280041,2886.08301476,2886.08301476,184.725280041,-2.98283795045e-15,203.08408096,-0.51377210021,-2575.68568506,-2778.25599357,184.725648031,6.80745428921,0,-98.6581362904,-363.096674439,76.6487345561,-298.887003971
0.0328,2939.56515715,2939.56515715,1602.17807777,2939.56515715,1073.23119328,599.129941543,184.725278982,92.3626394912,184.722703297,2939.56515715,1441.69313695,1130.12759912,184.725278982,2939.56515715,2939.56515715,184.725278982,1.56463697661e-15,203.084079796,-0.523355007172,-2575.68568503,-2778.24640949,184.725648031,6.84439941882,0,-125.725328305,-354.635928571,76.2015068912,-299.000331893
0.033,2976.34410394,2976.34410394,1678.39580953,2976.34410394,949.394279412,375.999700693,184.725277902,92.3626389512,184.722702217,2976.34410394,1522.64383915,1018.20575878,184.725277902,2976.34410394,2976.34410394,184.725277902,1.56463384734e-15,203.084078609,-0.535069733858,-2575.68568503,-2778.23469359,184.725648031,6.88134454842,0,-152.078404239,-344.16027147,75.7538607769,-299.112804116
0.0332,2996.21086982,2996.21086982,1745.21869112,2996.21086982,820.366438428,150.732954539,184.725276796,92.362638398,184.72270111,2996.21086982,1595.10176048,900.726437246,184.725276796,2996.21086982,2996.21086982,184.725276796,1.56463071808e-15,203.084077392,-0.549282699823,-2575.685685,-2778.22047941,184.725648031,6.91828967803,0,-177.567479324,-331.729314955,75.305915391,-299.224347947
0.0334,2999.05256785,2999.05256785,1801.9696334,2999.05256785,686.483713848,-75.3902863303,184.725275659,92.3626378293,184.722699973,2999.05256785,1658.32210584,777.912402833,184.725275659,2999.05256785,2999.05256785,184.725275659,-2.98284137258e-15,203.084076142,-0.565398335457,-2575.685685,-2778.2043625,184.725648031,6.95523480764,0,-202.047850841,-317.413590971,74.857526683,-299.335067548
0.0336,2984.85305094,2984.85305094,1848.64950486,2984.85305094,548.883146813,-301.085144554,184.725274486,92.362637243,184.7226988,2984.85305094,1712.30778389,650.882957312,184.725274486,2984.85305094,2984.85305094,184.725274486,1.5646335545e-15,203.084074853,-0.583783626556,-2575.68568497,-2778.18597593,184.725648031,6.99217993724,0,-225.380288218,-301.294549347,74.4088151543,-299.444890145
0.0338,2953.69300359,2953.69300359,1884.64524891,2953.69300359,407.992819505,-525.069176926,184.725273274,92.362636637,184.722697588,2953.69300359,1756.36248754,519.963660641,184.725273274,2953.69300359,2953.69300359,184.725273274,6.11209938663e-15,203.08407352,-0.603800177574,-2575.685685,-2778.16595801,184.725648031,7.02912506685,0,-247.432328413,-283.463661711,73.9596406123,-299.553923224
0.034,2905.74948339,2905.74948339,1910.12307585,2905.74948339,264.942982168,-746.069661495,184.725272019,92.3626360097,184.722696334,2905.74948339,1790.65112389,386.267667676,184.725272019,2905.74948339,2905.74948339,184.725272019,6.11208716244e-15,203.084072141,-0.625818789005,-2575.68568497,-2778.14393807,184.725648031,7.06607019645,0,-268.078554524,-264.022367824,73.5101250463,-299.662093541
0.0342,2841.29491498,2841.29491498,1924.54622486,2841.29491498,120.242360166,-962.830829422,184.725270718,92.3626353592,184.722695033,2841.29491498,1814.53982846,250.214059889,184.725270718,2841.29491498,2841.29491498,184.725270718,6.11207493828e-15,203.084070711,-0.649161934853,-2575.685685,-2778.12059349,184.725648031,7.10301532606,0,-287.20175022,-243.081002388,73.0601323035,-299.769511467
0.0344,2760.6955421,2760.6955421,1928.24423523,2760.6955421,-25.0096745778,-1174.12100051,184.725269368,92.362634684,184.722693682,2760.6955421,1828.35373473,112.886333639,184.725269368,2760.6955421,2760.6955421,184.725269368,1.06595316755e-14,203.084069226,-0.674207687378,-2575.68568497,-2778.09554626,184.725648031,7.13996045567,0,-304.693158295,-220.758693393,72.6097859623,-299.87610288
