time_s,node_BUSA2_voltage,node_BUSAS2_voltage,node_BUSB2_voltage,node_BUSBS2_voltage,node_BUSC2_voltage,node_BUSCS2_voltage,node_BUSMG_voltage,node_BUSMGR_voltage,node_BUSMS_voltage,node_UM1TLA_voltage,node_UM1TLB_voltage,node_UM1TLC_voltage,node_UM1MCC_voltage,output_fixed_1,output_fixed_2,output_fixed_3,branch_current_branch_fixed_1,branch_current_branch_fixed_7,branch_current_branch_fixed_9,branch_current_branch_fixed_10,torque_Nm,mechanical_speed_rad_s,mechanical_angle_rad,power_zero_axis_current_A,armature_axis_1_current_A,armature_axis_2_current_A,shorted_rotor_axis_current_1_A,shorted_rotor_axis_current_2_A
0.0492,2864.59363424,2864.59363424,1486.28478223,2864.59363424,1228.61075636,891.124744731,184.725120864,92.3625604321,184.722545179,2864.59363424,1320.88879387,1269.11346322,184.725120864,2864.59363424,2864.59363424,184.725120864,7.53312978944e-15,203.083905963,-0.652474343777,-2575.68568489,-2778.11711614,184.725648031,9.87390004653,0,-89.4906721969,-365.454858805,38.745223231,-306.109106314
0.0494,2923.58061836,2923.58061836,1574.62947231,2923.58061836,1113.04095881,672.812282848,184.725119528,92.362559764,184.722543842,2923.58061836,1412.75673594,1165.87269205,184.725119528,2923.58061836,2923.58061836,184.725119528,2.9856457618e-15,203.083904494,-0.656976997852,-2575.68568486,-2778.11261203,184.725648031,9.91084517613,0,-116.763065924,-357.676988797,38.2858090325,-306.166493089
0.0496,2965.95523421,2965.95523421,1653.98344973,2965.95523421,991.391128675,450.676767362,184.725118181,92.3625590903,184.722542495,2965.95523421,1496.54855606,1056.28102643,184.725118181,2965.95523421,2965.95523421,184.725118181,-1.56182917088e-15,203.083903013,-0.663470387459,-2575.68568483,-2778.10611718,184.725648031,9.94779030574,0,-143.372035094,-347.86685288,37.8262592928,-306.222970431
0.0498,2991.47670078,2991.47670078,1723.96613887,2991.47670078,863.861422907,225.980416584,184.725116819,92.3625584096,184.722541134,2991.47670078,1571.86690144,940.411176628,184.725116819,2991.47670078,2991.47670078,184.725116819,7.53311187557e-15,203.083901516,-0.670674830675,-2575.68568483,-2778.09891118,184.725648031,9.98473543535,0,-169.166546019,-336.080215257,37.3665008276,-306.278690458
0.05,3000,3000,1784.14262626,3000,731.671177056,-1.53340067012e-10,184.725115441,92.3625577206,184.722539756,3000,1638.2420694,819.475586911,184.725115441,3000,3000,184.725115441,7.53309680936e-15,203.083900001,-0.679758191109,-2575.68568483,-2778.08982634,184.725648031,10.021680565,0,-193.999862209,-322.384034959,36.9065894448,-306.333515404
0.0502,2991.47670078,2991.47670078,1834.17501757,2991.47670078,595.075447622,-225.980416584,184.725114044,92.3625570221,184.722538358,2991.47670078,1695.30142836,693.605833601,184.725114044,2991.47670078,2991.47670078,184.725114044,2.98561278178e-15,203.083898465,-0.689415514469,-2575.6856848,-2778.08016748,184.725648031,10.0586256946,0,-217.731041048,-306.856135306,36.4464552253,-306.387599473
0.0504,2965.95523421,2965.95523421,1873.80823489,2965.95523421,455.345624088,-450.676767362,184.725112626,92.3625563128,184.72253694,2965.95523421,1742.75347767,564.071786079,184.725112626,2965.95523421,2965.95523421,184.725112626,2.98560681057e-15,203.083896906,-0.700814455748,-2575.68568483,-2778.06876702,184.725648031,10.0955708242,0,-240.225069917,-289.584756308,35.9861533325,-306.440805152
0.0506,2923.58061836,2923.58061836,1902.7547535,2923.58061836,312.783518804,-672.812282848,184.725111183,92.3625555916,184.722535498,2923.58061836,1780.25878597,431.058263019,184.725111183,2923.58061836,2923.58061836,184.725111183,7.53306980075e-15,203.08389532,-0.712627083063,-2575.68568486,-2778.05695276,184.725648031,10.1325159538,0,-261.35429698,-270.668014125,35.5256172691,-306.49328849
0.0508,2864.59363424,2864.59363424,1920.94525869,2864.59363424,168.686069995,-891.124744731,184.725109715,92.3625548576,184.72253403,2864.59363424,1807.7108256,295.866370323,184.725109715,2864.59363424,2864.59363424,184.725109715,2.98558577323e-15,203.083893706,-0.72602263093,-2575.6856848,-2778.0435556,184.725648031,10.1694610834,0,-280.998497031,-250.213427079,35.0649016706,-306.544912031
0.051,2789.32945766,2789.32945766,1928.14882546,2789.32945766,23.3926595427,-1104.37365805,184.72510822,92.3625541098,184.722532534,2789.32945766,1824.81073814,158.727357701,184.72510822,2789.32945766,2789.32945766,184.72510822,2.98557980207e-15,203.083892062,-0.739652723074,-2575.6856848,-2778.02992388,184.725648031,10.206406213,0,-299.046207064,-228.337177206,34.6039435838,-306.595833412
0.0512,2698.2157547,2698.2157547,1924.48392687,2698.2157547,-121.801350248,-1311.34729995,184.725106695,92.3625533474,184.722531009,2698.2157547,1831.63989227,20.9466256796,184.725106695,2698.2157547,2698.2157547,184.725106695,7.53304279231e-15,203.083890386,-0.754689723253,-2575.68568483,-2778.01488516,184.725648031,10.2433513426,0,-315.394717224,-205.163621032,34.1427971979,-306.645915027
0.0514,2591.77025158,2591.77025158,1909.78087343,2591.77025158,-266.528986461,-1510.86960491,184.725105139,92.3625525696,184.722529454,2591.77025158,1827.94610746,-117.205942355,184.725105139,2591.77025158,2591.77025158,184.725105139,7.53302772624e-15,203.083888676,-0.769767463207,-2575.68568483,-2777.99980573,184.725648031,10.2802964722,0,-329.951283937,-180.824369362,33.681403189,-306.695315834
0.0516,2470.59779289,2470.59779289,1884.34399339,2470.59779288,-409.523632711,-1701.80684738,184.725103552,92.3625517758,184.722527866,2470.59779289,1813.99764905,-254.447781457,184.725103552,2470.59779289,2470.59779289,184.725103552,7.5330126602e-15,203.08388693,-0.786063551903,-2575.68568483,-2777.98350787,184.725648031,10.3172416018,0,-342.633043129,-155.457794749,33.2198153459,-306.743897859
0.0518,2335.3869047,2335.3869047,1848.06777987,2335.3869047,-550.401228385,-1883.07408387,184.725101931,92.3625509655,184.722526245,2335.3869047,1789.5937253,-390.478935231,184.725101931,2335.3869047,2335.3869047,184.725101931,2.98552863279e-15,203.083885148,-0.802196472883,-2575.68568486,-2777.96737313,184.725648031,10.3541867314,0,-353.368076372,-129.207949382,32.7579780227,-306.791821107
0.052,2186.90588226,2186.90588226,1801.43655688,2186.90588226,-687.950541734,-2053.64131779,184.725100276,92.3625501382,184.722524591,2186.90588226,1755.18458297,-524.066421918,184.725100276,2186.90588226,2186.90588226,184.725100276,2.98552266174e-15,203.083883329,-0.819351315498,-2575.6856848,-2777.9502165,184.725648031,10.391131861,0,-362.095245411,-102.224081634,32.2959446168,-306.838947019
0.0522,2025.99842436,2025.99842436,1744.41020794,2025.99842436,-821.781175195,-2212.53935207,184.725098587,92.3625492935,184.722522901,2025.99842436,1710.62404715,-654.889298056,184.725098587,2025.99842436,2025.99842436,184.725098587,2.9855166907e-15,203.083881472,-0.836133897305,-2575.68568477,-2777.93343208,184.725648031,10.4280769906,0,-368.765089968,-74.6594152214,31.8336631722,-306.885436375
0.0524,1853.57883927,1853.57883927,1677.64338067,1853.57883927,-950.762822352,-2358.86529641,184.725096863,92.3625484314,184.722521177,1853.57883927,1656.53560571,-781.789965416,184.725096863,1853.57883927,1853.57883927,184.725096863,7.11776238977e-16,203.083879576,-0.853738516569,-2575.6856848,-2777.91582557,184.725648031,10.4650221202,0,-373.339584614,-46.670687382,31.3711866686,-306.931149817
0.0526,1670.62684946,1670.62684946,1601.16081142,1670.62684946,-1074.50946633,-2491.78769759,184.725095103,92.3625475515,184.722519417,1670.62684946,1592.82939637,-904.435857572,184.725095103,1670.62684946,1670.62684946,184.725095103,2.98550929612e-15,203.083877642,-0.870761305094,-2575.6856848,-2777.89880086,184.725648031,10.5019672498,0,-375.792850448,-18.4168152413,30.9084668156,-306.97624863
0.0528,1478.18202465,1478.18202465,1515.77418234,1478.18202464,-1191.99562404,-2610.55126401,184.725093308,92.362546654,184.722517622,1478.18202465,1520.2897546,-1021.76906655,184.725093308,1478.18202465,1478.18202465,184.725093308,7.11768844413e-16,203.083875668,-0.888407766819,-2575.68568477,-2777.88115241,184.725648031,10.5389123794,0,-376.110837348,9.94153194631,30.4455561142,-307.020592453
0.053,1277.3378747,1277.3378747,1421.57083783,1277.33787469,-1302.85006723,-2714.4811574,184.725091478,92.3625457388,184.722515792,1277.3378747,1438.88328491,-1133.45479533,184.725091478,1277.3378747,1277.3378747,184.725091478,-1.56196705982e-15,203.083873656,-0.905266910791,-2575.68568477,-2777.86429128,184.725648031,10.575857509,0,-374.291835737,38.2433510628,29.9824098813,-307.064342818
0.0532,1069.23563614,1069.23563614,1319.50286208,1069.23563614,-1406.1738806,-2802.98682737,184.725089613,92.3625448063,184.722513927,1069.23563614,1349.53937334,-1238.55712292,184.725089613,1069.23563614,1069.23563614,184.725089613,2.98550502551e-15,203.083871606,-0.922557324171,-2575.68568477,-2777.84699878,184.725648031,10.6128026387,0,-370.346089208,66.3276868611,29.5190800458,-307.107358165
0.0534,855.05778741,855.05778741,1209.71633668,855.05778741,-1501.62045692,-2875.56536705,184.725087713,92.3625438566,184.722512027,855.05778741,1252.27973415,-1336.74819612,184.725087713,855.05778741,855.05778741,184.725087713,1.84863181415e-15,203.083869518,-0.938863426447,-2575.68568477,-2777.8306906,184.725648031,10.6497477683,0,-364.296096814,94.0351050673,29.0555254415,-307.149800035
0.0536,636.021329766,636.021329766,1093.28411732,636.021329766,-1588.43657354,-2931.8043707,184.72508578,92.3625428901,184.722510095,636.021329766,1148.15992594,-1427.23389237,184.72508578,636.021329766,636.021329766,184.72508578,1.84862811689e-15,203.083867392,-0.95541870594,-2575.68568477,-2777.81413319,184.725648031,10.6866928979,0,-356.176162973,121.208016897,28.5917973025,-307.191525494
0.0538,413.370872054,413.370872054,970.4056477,413.370872054,-1666.30925273,-2971.38427709,184.725083815,92.3625419073,184.722508129,413.370872054,1037.25397317,-1509.70202211,184.725083815,413.370872054,413.370872054,184.725083815,7.11757179291e-16,203.083865232,-0.970805227757,-2575.68568477,-2777.79874451,184.725648031,10.7236380275,0,-346.032485132,147.692176212,28.1278578599,-307.232695867
0.054,188.371558588,188.371558588,842.252336304,188.371558588,-1734.64705864,-2994.08018528,184.725081818,92.3625409088,184.722506132,188.371558588,920.722036701,-1583.51716348,184.725081818,188.371558588,188.371558588,184.725081818,4.27538945691e-16,203.083863036,-0.986272931099,-2575.6856848,-2777.78327458,184.725648031,10.7605831571,0,-333.922649644,173.336936693,27.6637575034,-307.273166692
0.0542,-37.6981196499,-37.6981196499,709.070268608,-37.6981196502,-1793.17860264,-2999.76313261,184.72507979,92.3625398952,184.722504105,-37.6981196499,798.686314186,-1648.390835,184.72507979,-37.6981196499,-37.6981196499,184.72507979,-6.98413270388e-17,203.083860807,-1.00040388107,-2575.68568477,-2777.76914142,184.725648031,10.7975282867,0,-319.915504146,197.996741926,27.1994617169,-307.313098881
0.0544,-263.553589652,-263.553589652,572.105065184,-263.553589652,-1841.48695175,-2988.40082743,184.725077734,92.3625388672,184.722502049,-263.553589652,672.387752851,-1703.85994505,184.725077734,-263.553589652,-263.553589652,184.725077734,-8.51437415096e-16,203.083858547,-1.01446568966,-2575.6856848,-2777.75507737,184.725648031,10.8344734163,0,-304.090609709,221.531306454,26.7350198737,-307.352346312
0.0546,-487.911495585,-487.911495585,431.641579528,-487.911495585,-1879.34902118,-2960.05783262,184.725075651,92.3625378256,184.722499966,-487.911495585,541.991386997,-1749.66688949,184.725075651,-487.911495585,-487.911495585,184.725075651,-2.83002092049e-16,203.083856257,-1.0270421505,-2575.68568477,-2777.74249856,184.725648031,10.8714185459,0,-286.537901781,243.807067987,26.2704005439,-307.391069314
0.0548,-709.496991071,-709.496991071,288.973693658,-709.496991071,-1906.53144294,-2914.89519874,184.725073543,92.3625367713,184.722497857,-709.496991071,408.793384111,-1785.53096861,184.725073543,-709.496991071,-709.496991071,184.725073543,8.53865714304e-16,203.083853939,-1.03941982985,-2575.68568483,-2777.73011854,184.725648031,10.9083636755,0,-267.357110287,264.697285155,25.8056518938,-307.429120003
0.055,-927.050983125,-927.050983125,144.416221788,-927.050983125,-1922.86474348,-2853.16954889,184.72507141,92.3625357052,184.722495725,-927.050983125,272.995246264,-1811.23157583,184.72507141,-927.050983125,-927.050983125,184.72507141,-2.83003233775e-16,203.083851595,-1.05018615723,-2575.6856848,-2777.71934991,184.725648031,10.9453088051,0,-246.657217377,284.083421987,25.3407453966,-307.466657977
0.0552,-1139.33728657,-1139.33728657,-0.715705892741,-1139.33728657,-1928.30432958,-2775.2316205,184.725069256,92.3625346282,184.722493571,-1139.33728657,135.921578458,-1826.67667693,184.725069256,-1139.33728657,-1139.33728657,184.725069256,3.12759905328e-15,203.083849227,-1.060646981,-2575.6856848,-2777.70888666,184.725648031,10.9822539347,0,-224.555858308,301.855157011,24.8757278066,-307.503533523
0.0554,-1345.14964827,-1345.14964827,-146.086813372,-1345.14964827,-1922.73811422,-2681.52427245,184.725067083,92.3625335415,184.722491397,-1345.14964827,-2.19685904137,-1831.68759017,184.725067083,-1345.14964827,-1345.14964827,184.725067083,-3.69361064401e-15,203.083846837,-1.06939485669,-2575.68568477,-2777.70013646,184.725648031,11.0191990643,0,-201.178588417,317.911671736,24.4105733042,-307.539905392
0.0556,-1543.31860134,-1543.31860134,-290.388227332,-1543.31860134,-1906.31151954,-2572.57996858,184.725064892,92.362532446,184.722489206,-1543.31860134,-140.034462552,-1826.36329159,184.725064892,-1543.31860134,-1543.31860134,184.725064892,-1.4198687761e-15,203.083844428,-1.07775565982,-2575.68568475,-2777.69177325,184.725648031,11.0561441939,0,-176.658278491,332.161567736,23.9453270174,-307.575622
0.0558,-1732.71811027,-1732.71811027,-433.274142644,-1732.71811027,-1878.97200384,-2449.01775215,184.725062686,92.3625313429,184.722487,-1732.71811027,-277.339052918,-1810.57064833,184.725062686,-1732.71811027,-1732.71811027,184.725062686,8.53868544337e-16,203.083842003,-1.08432772756,-2575.6856848,-2777.68519871,184.725648031,11.0930893235,0,-151.134207283,344.524033024,23.4799656301,-307.610841169
0.056,-1912.27196925,-1912.27196925,-573.469357492,-1912.27196925,-1841.05224389,-2311.53972833,184.725060467,92.3625302333,184.722484781,-1912.27196925,-412.811547064,-1784.5980049,184.725060467,-1912.27196925,-1912.27196925,184.725060467,-5.96733660549e-15,203.083839563,-1.09045746922,-2575.68568475,-2777.67906656,184.725648031,11.1300344531,0,-124.751465603,354.928665898,23.0145324249,-307.645409437
0.0562,-2080.95991744,-2080.95991744,-710.627636922,-2080.95991744,-1792.55974346,-2160.92707466,184.725058237,92.3625291184,184.722482551,-2080.95991744,-546.186591341,-1748.36002351,184.725058237,-2080.95991744,-2080.95991744,184.725058237,8.53878771263e-16,203.083837112,-1.09474986792,-2575.68568475,-2777.67477169,184.725648031,11.1669795827,0,-97.6598942691,363.31649581,22.5490063825,-307.679483647
0.0564,-2237.82343627,-2237.82343627,-843.534193789,-2237.82343627,-1734.0077248,-1998.0356023,184.725055999,92.3625279994,184.722480313,-2237.82343627,-676.218644529,-1702.32881517,184.725055999,-2237.82343627,-2237.82343627,184.725055999,8.53877063507e-16,203.083834651,-1.09857133031,-2575.68568477,-2777.67094777,184.725648031,11.2039247124,0,-70.0135113657,369.639714941,22.083428721,-307.712908478
0.0566,-2381.97119594,-2381.97119594,-971.852359578,-2381.97119594,-1665.4625798,-1823.79089308,184.725053755,92.3625268774,184.722478069,-2381.97119594,-802.637595582,-1646.46766856,184.725053755,-2381.97119594,-2381.97119594,184.725053755,-3.69359360564e-15,203.083832184,-1.10053417087,-2575.68568475,-2777.66898246,184.725648031,11.240869842,0,-41.9693185944,373.862533346,21.6177805124,-307.745839775
0.0568,-2512.58412013,-2512.58412013,-1094.45326603,-2512.58412013,-1587.60755581,-1639.1830402,184.725051507,92.3625257536,184.722475822,-2512.58412013,-924.277399301,-1581.42300921,184.725051507,-2512.58412013,-2512.58412013,184.725051507,8.53882742934e-16,203.083829713,-1.10202437639,-2575.68568477,-2777.6674898,184.725648031,11.2778149716,0,-13.6867660337,375.9608215,21.1521006964,-307.778120415
0.057,-2628.92004013,-2628.92004013,-1211.01943905,-2628.92004013,-1500.56516194,-1445.26102231,184.725049259,92.3625246293,184.722473573,-2628.92004013,-1040.87154301,-1507.20616977,184.725049259,-2628.92004013,-2628.92004013,184.725049259,8.53881035171e-16,203.083827241,-1.10166159272,-2575.68568477,-2777.66785008,184.725648031,11.3147601012,0,14.6735475312,375.922783064,20.6863722365,-307.809905256
0.0572,-2730.31791205,-2730.31791205,-1320.53165281,-2730.31791205,-1405.17455752,-1243.12674298,184.725047011,92.3625235056,184.722471325,-2730.31791205,-1151.3578171,-1424.62478025,184.725047011,-2730.31791205,-2730.31791205,184.725047011,-3.69358963399e-15,203.08382477,-1.10085070133,-2575.68568477,-2777.66865851,184.725648031,11.3517052308,0,42.9503585106,373.74851385,20.2206315888,-307.841035453
0.0574,-2816.20157296,-2816.20157296,-1422.70063309,-2816.20157296,-1301.61007009,-1033.92876952,184.725044767,92.3625223836,184.722469081,-2816.20157296,-1255.4813721,-1333.73625956,184.725044767,-2816.20157296,-2816.20157296,184.725044767,-3.69358224681e-15,203.083822303,-1.09821864963,-2575.68568477,-2777.6712881,184.725648031,11.3886503604,0,70.9831165683,369.4504795,19.7548634196,-307.871664919
0.0576,-2886.08301476,-2886.08301476,-1516.63823497,-2886.08301476,-1190.84936038,-818.855806552,184.725042529,92.3625212645,184.722466843,-2886.08301476,-1352.30604475,-1235.49294348,184.725042529,-2886.08301476,-2886.08301476,184.725042529,-3.69357485966e-15,203.083819843,-1.09518802166,-2575.68568472,-2777.67431628,184.725648031,11.42559549,0,98.6124041694,363.052998453,19.2891015089,-307.901633199
0.0578,-2939.56515715,-2939.56515715,-1602.09153045,-2939.56515715,-1073.11287241,-599.129941543,184.725040299,92.3625201494,184.722464613,-2939.56515715,-1441.59620342,-1129.99507922,184.725040299,-2939.56515715,-2939.56515715,184.725040299,-3.69356747251e-15,203.083817391,-1.09039261937,-2575.68568472,-2777.67910921,184.725648031,11.4625406196,0,125.681363941,354.59251596,18.8233320512,-307.931093324
0.058,-2976.34410394,-2976.34410394,-1678.32215276,-2976.34410394,-949.496426162,-375.999700693,184.725038079,92.3625190394,184.722462393,-2976.34410394,-1522.56134305,-1018.32016262,184.725038079,-2976.34410394,-2976.34410394,184.725038079,-8.24102904678e-15,203.08381495,-1.0852714777,-2575.68568477,-2777.68422785,184.725648031,11.4994857492,0,152.036042002,344.117020688,18.3575859749,-307.959883369
0.0582,-2996.21086982,-2996.21086982,-1745.12059391,-2996.21086982,-820.259637802,-150.732954539,184.725035871,92.3625179354,184.722460185,-2996.21086982,-1594.99189112,-900.606820026,184.725035871,-2996.21086982,-2996.21086982,184.725035871,8.53925358051e-16,203.083812523,-1.07846483588,-2575.68568472,-2777.69103217,184.725648031,11.5364308788,0,177.52683471,331.686110797,17.8918508456,-307.988155572
0.0584,-2999.05256785,-2999.05256785,-1801.91382325,-2999.05256785,-686.593641275,75.3902863302,184.725033677,92.3625168385,184.722457991,-2999.05256785,-1658.25959801,-778.035521032,184.725033677,-2999.05256785,-2999.05256785,184.725033677,8.53923650202e-16,203.083810111,-1.0714263618,-2575.68568472,-2777.6980682,184.725648031,11.5733760084,0,202.00874538,317.370355632,17.426154585,-308.015746696
0.0586,-2984.85305094,-2984.85305094,-1848.54156965,-2984.85305094,-548.789230697,301.085144554,184.725031499,92.3625157496,184.722455814,-2984.85305094,-1712.18689601,-650.777770741,184.725031499,-2984.85305094,-2984.85305094,184.725031499,-3.69354701904e-15,203.083807717,-1.0628015697,-2575.68568472,-2777.7066906,184.725648031,11.610321138,0,225.342820287,301.251153982,16.9604859932,-308.042808296
0.0588,-2953.69300359,-2953.69300359,-1884.6082256,-2953.69300359,-408.107987666,525.069176926,184.725029339,92.3625146696,184.722453654,-2953.69300359,-1756.321021,-520.092648458,184.725029339,-2953.69300359,-2953.69300359,184.725029339,-3.69353963195e-15,203.083805342,-1.05405753851,-2575.68568477,-2777.71543223,184.725648031,11.6472662676,0,247.396310141,283.420053912,16.494869853,-308.069176002
0.059,-2905.74948339,-2905.74948339,-1910.00716563,-2905.74948339,-264.863059355,746.069661495,184.725027199,92.3625135993,184.722451513,-2905.74948339,-1790.52130402,-386.178153598,184.725027199,-2905.74948339,-2905.74948339,184.725027199,-3.69353224488e-15,203.083802989,-1.0438439548,-2575.68568477,-2777.72564347,184.725648031,11.6842113972,0,268.044065658,263.978407659,16.0292960857,-308.095000812
0.0592,-2841.29491498,-2841.29491498,-1924.52856368,-2841.29491498,-120.360113165,962.830829422,184.725025079,92.3625125393,184.722449393,-2841.29491498,-1814.52004755,-250.345942715,184.725025079,-2841.29491498,-2841.29491498,184.725025079,5.40141306497e-15,203.083800658,-1.03363916278,-2575.68568472,-2777.73584595,184.725648031,11.7211565268,0,287.168597136,243.03666401,15.5637862276,-308.120117417
0.0594,-2760.6955421,-2760.6955421,-1928.12232676,-2760.6955421,25.0747660441,1174.12100051,184.725022981,92.3625114905,184.722447295,-2760.6955421,-1828.21719686,-112.813430658,184.725022981,-2760.6955421,-2760.6955421,184.725022981,-8.24100462203e-15,203.083798352,-1.02209576964,-2575.68568477,-2777.74738698,184.725648031,11.7581016564,0,304.661400972,220.713828489,15.0983312334,-308.144676398
0.0596,-2664.40934644,-2664.40934644,-1920.76886129,-2664.40934644,170.11912493,1378.73958186,184.725020907,92.3625104533,184.722445221,-2664.40934644,-1831.53584815,25.0823044567,184.725020907,-2664.40934644,-2664.40934644,184.725020907,8.53949782749e-16,203.083796072,-1.01070150733,-2575.68568469,-2777.758779,184.725648031,11.795046786,0,320.422912892,197.136743724,14.6329493119,-308.168511709
0.0598,-2552.98344538,-2552.98344538,-1902.47589774,-2552.98344538,314.443691641,1575.52388988,184.725018857,92.3625094284,184.722443171,-2552.98344538,-1824.41900439,163.111998579,184.725018857,-2552.98344538,-2552.98344538,184.725018857,8.53948074851e-16,203.083793818,-0.998110622168,-2575.68568477,-2777.77136756,184.725648031,11.8319919157,0,334.363738434,172.439367596,14.1676323895,-308.191773666
0.06,-2427.05098312,-2427.05098312,-1873.41452326,-2427.05098312,456.736887077,1763.35575688,184.725016832,92.3625084162,184.722441147,-2427.05098312,-1806.98230493,299.940861556,184.725016832,-2427.05098312,-2427.05098312,184.725016832,-3.69352259444e-15,203.083791592,-0.985817998648,-2575.68568475,-2777.78365804,184.725648031,11.8689370453,0,346.404497741,146.762057715,13.7023952943,-308.214295697
0.0602,-2287.32753303,-2287.32753303,-1833.64995482,-2287.32753303,596.67607492,1941.16788471,184.725014834,92.3625074171,184.722439148,-2287.32753303,-1779.21292316,435.335614737,184.725014834,-2287.32753303,-2287.32753303,184.725014834,-3.6935152074e-15,203.083789396,-0.972478151321,-2575.68568475,-2777.79699563,184.725648031,11.9058821749,0,356.47693524,120.250683906,13.2372308899,-308.236228007
0.0604,-2134.60703163,-2134.60703163,-1783.54039562,-2134.60703163,732.987985312,2107.9499094,184.725012863,92.3625064313,184.722437177,-2134.60703163,-1741.41677358,567.99143775,184.725012863,-2134.60703163,-2134.60703163,184.725012863,8.53961141018e-16,203.083787228,-0.959590792656,-2575.68568475,-2777.8098808,184.725648031,11.9428273045,0,364.523656382,93.0559332606,12.7721505984,-308.257403712
0.0606,-1969.75726726,-1969.75726726,-1723.20659482,-1969.75726726,865.366246698,2262.75414221,184.725010918,92.3625054592,184.722435233,-1969.75726726,-1693.62496011,697.678915249,184.725010918,-1969.75726726,-1969.75726726,184.725010918,3.1276939138e-15,203.083785091,-0.945809781551,-2575.68568472,-2777.82365977,184.725648031,11.9797724341,0,370.499094443,65.3322766765,12.3071482129,-308.27797306
0.0608,-1793.71494917,-1793.71494917,-1653.18636916,-1793.71494917,992.602527494,2404.70095461,184.725009002,92.3625045008,184.722433316,-1793.71494917,-1636.32743198,823.150269392,184.725009002,-1793.71494917,-1793.71494917,184.725009002,-3.69351578368e-15,203.083782983,-0.932637065649,-2575.68568475,-2777.83683035,184.725648031,12.0167175637,0,374.3691421,37.2373108806,11.8422317522,-308.297769071
0.061,-1607.48038494,-1607.48038494,-1573.65248116,-1607.48038494,1114.41589689,2532.98377651,184.725007112,92.3625035562,184.722431427,-1607.48038494,-1569.59764605,944.187644165,184.725007112,-1607.48038494,-1607.48038494,184.725007112,-5.96724287735e-15,203.083780906,-0.91872420907,-2575.68568469,-2777.85074113,184.725648031,12.0536626933,0,376.111956456,8.93060164528,11.377395958,-308.316942187
0.0612,-1412.1117965,-1412.1117965,-1485.31107987,-1412.1117965,1229.688221,2646.8736793,184.725005251,92.3625026255,184.722429565,-1412.1117965,-1494.09950248,1059.62619913,184.725005251,-1412.1117965,-1412.1117965,184.725005251,-1.41976198148e-15,203.08377886,-0.905573874712,-2575.68568469,-2777.86388939,184.725648031,12.0906078229,0,375.717490831,-19.4269212376,10.9126454753,-308.335325539
0.0614,-1208.71930714,-1208.71930714,-1388.38195166,-1208.71930714,1338.17248432,2745.72351786,184.725003417,92.3625017084,184.722427731,-1208.71930714,-1409.94594726,1169.26693238,184.725003417,-1208.71930714,-1208.71930714,184.725003417,-1.41975914196e-15,203.083776844,-0.891833782196,-2575.68568472,-2777.87762746,184.725648031,12.1275529525,0,373.188122647,-47.6742190549,10.447976039,-308.353069911
0.0616,-998.458633569,-998.458633569,-1283.72475728,-998.458633569,1438.8641061,2828.97160768,184.72500161,92.3625008049,184.722425924,-998.458633569,-1317.96111459,1272.05211372,184.72500161,-998.458633569,-998.458633569,184.72500161,-1.41975630245e-15,203.083774857,-0.879005104303,-2575.68568475,-2777.89045415,184.725648031,12.1644980821,0,368.538093238,-75.6506810813,9.98338897546,-308.370008742
0.0618,-782.52451887,-782.52451887,-1171.59997923,-782.524518869,1531.5575292,2896.1449165,184.72499983,92.3624999148,184.722424144,-782.52451887,-1218.293376,1367.8082811,184.72499983,-782.52451887,-782.52451887,184.72499983,-1.41975346294e-15,203.0837729,-0.865730583668,-2575.68568469,-2777.90372675,184.725648031,12.2014432117,0,361.793947065,-103.197451122,9.51888108117,-308.386293292
0.062,-562.143943757,-562.143943757,-1053.00274475,-562.143943757,1615.38268368,2946.86175219,184.724998075,92.3624990376,184.72242239,-562.143943757,-1111.91003679,1455.60675736,184.724998075,-562.143943757,-562.143943757,184.724998075,8.53983857264e-16,203.083770971,-0.853507816792,-2575.68568469,-2777.91594758,184.725648031,12.2383883413,0,352.993889664,-130.157882325,9.05445044247,-308.401757499
0.0622,-338.56915462,-338.56915462,-928.226734114,-338.56915462,1690.18187647,2980.83393156,184.724996346,92.3624981731,184.72242066,-338.56915462,-998.989749909,1535.3055064,184.724996346,-338.56915462,-338.56915462,184.724996346,-2.82885091051e-16,203.08376907,-0.840973526239,-2575.68568466,-2777.92847999,184.725648031,12.2753334709,0,342.188030677,-156.378907024,8.59009500802,-308.416553218
0.0624,-113.07054801,-113.07054801,-798.381654482,-113.07054801,1755.23766566,2997.86841792,184.724994641,92.3624973207,184.722418956,-113.07054801,-880.622940511,1606.12415592,184.724994641,-113.07054801,-113.07054801,184.724994641,1.33228480596e-18,203.083767196,-0.8296200037,-2575.68568466,-2777.93983163,184.725648031,12.3122786005,0,329.437672192,-181.711397007,8.12580972427,-308.430515057
0.0626,113.07054801,113.07054801,-663.785913708,113.07054801,1810.44531387,2997.86841792,184.72499296,92.3624964801,184.722417274,113.07054801,-757.012466898,1667.95701352,184.72499296,113.07054801,113.07054801,184.72499296,1.43440687185e-16,203.083765348,-0.818076908588,-2575.68568469,-2777.95137287,184.725648031,12.3492237301,0,314.815352257,-206.011547847,7.66159380151,-308.443795571
