time_s,node_BUSA2_voltage,node_BUSAS2_voltage,node_BUSB2_voltage,node_BUSBS2_voltage,node_BUSC2_voltage,node_BUSCS2_voltage,node_BUSFD_voltage,node_BUSMG_voltage,node_BUSMGR_voltage,node_BUSMS_voltage,node_UM1TLA_voltage,node_UM1TLB_voltage,node_UM1TLC_voltage,node_UM1MCC_voltage,output_fixed_1,output_fixed_2,output_fixed_3,output_fixed_4,branch_current_branch_fixed_1,branch_current_branch_fixed_8,branch_current_branch_fixed_10,branch_current_branch_fixed_11,torque_Nm,mechanical_speed_rad_s,synchronous_torque_angle_rad,power_zero_axis_current_A,armature_axis_1_current_A,armature_axis_2_current_A,field_current_A,q_axis_damper_current_A
0.002,2186.90588226,2186.90588226,2180.31422513,2186.90588226,-2057.76817214,-2053.64131779,27.061250308,188.495559572,94.2477797858,188.495766801,2186.90588226,2179.52323056,-2058.26339017,188.495559572,2186.90588226,2186.90588226,27.061250308,188.495559572,4.54888024222e-15,207.229067251,0.0606558024883,207.229066518,-0.0606562297629,188.495559215,4.4408920985e-16,0,-0.357064945983,-0.374663584935,-336.710733045,-0.00362030988097
0.0022,2025.99842436,2025.99842436,2017.60847794,2025.99842436,-2216.67420718,-2212.53935207,25.0701463332,188.495559716,94.2477798578,188.495766945,2025.99842436,2016.60169045,-2217.17038431,188.495559716,2025.99842436,2025.99842436,25.0701463332,188.495559716,4.54887114447e-15,207.229067409,0.0804904997349,207.22906649,-0.0804910456791,188.495559215,8.881784197e-16,0,-0.506880117554,-0.45727984764,-336.465177033,-0.00480472069093
0.0024,1853.57883927,1853.57883927,1843.21212286,1853.57883927,-2362.72420689,-2358.86529641,22.936588786,188.495559906,94.2477799529,188.495767135,1853.57883927,1841.96812523,-2363.1872697,188.495559906,1853.57883927,1853.57883927,22.936588786,188.495559906,2.27512756604e-15,207.229067619,0.105891823769,207.229066518,-0.105892588494,188.495559215,8.881784197e-16,0,-0.694445544526,-0.537216508964,-336.174465935,-0.00632214890154
0.0026,1670.62684946,1670.62684946,1658.14567412,1670.62684946,-2495.03764386,-2491.78769759,20.6727009659,188.495560155,94.2477800775,188.495767384,1670.62684946,1656.64794415,-2495.42763012,188.495560155,1670.62684946,1670.62684946,20.6727009659,188.495560155,1.38853509302e-18,207.229067892,0.138195723295,207.229066547,-0.138196821345,188.495559215,8.881784197e-16,0,-0.922922844682,-0.608303930972,-335.835785952,-0.0082528441695
0.0028,1478.18202465,1478.18202465,1463.49915234,1478.18202465,-2612.81627298,-2610.55126401,18.2913467351,188.495560479,94.2477802393,188.495767708,1478.18202465,1461.737222,-2613.08806609,188.495560479,1478.18202465,1478.18202465,18.2913467351,188.495560479,2.27512301301e-15,207.229068248,0.17893743515,207.229066547,-0.178938896181,188.495559215,1.33226762955e-15,0,-1.1945612037,-0.663452211697,-335.446618361,-0.0106891735687
0.003,1277.3378747,1277.3378747,1260.42521789,1277.3378747,-2715.35006814,-2714.4811574,15.8060574235,188.495560896,94.2477804478,188.495768125,1277.3378747,1258.39571719,-2715.45432909,188.495560896,1277.3378747,1277.3378747,15.8060574235,188.495560896,1.38398207447e-18,207.229068707,0.229852467775,207.22906649,-0.229854349332,188.495559215,1.7763568394e-15,0,-1.51051378978,-0.694790050606,-335.004752512,-0.0137357647408
0.0032,1069.23563614,1069.23563614,1050.13170985,1069.23563614,-2802.02256197,-2802.98682737,13.2309549406,188.495561429,94.2477807145,188.495768658,1069.23563614,1047.83926115,-2801.90684179,188.495561429,1069.23563614,1069.23563614,13.2309549406,188.495561429,2.27511846e-15,207.229069293,0.292874962091,207.22906649,-0.292877384712,188.495559215,1.7763568394e-15,0,-1.87067623953,-0.693835115406,-334.508297043,-0.0175094876007
0.0034,855.05778741,855.05778741,833.873703111,855.05778741,-2872.31548826,-2875.56536705,10.5806715324,188.495562106,94.2477810528,188.495769335,855.05778741,831.331640277,-2871.92549498,188.495562106,855.05778741,855.05778741,10.5806715324,188.495562106,1.37942907414e-18,207.229070037,0.370132684708,207.229066518,-0.370135882615,188.495559215,1.7763568394e-15,0,-2.27355220115,-0.651692327897,-333.955689252,-0.0221392522993
0.0036,636.021329766,636.021329766,612.945099871,636.021329766,-2925.81270726,-2931.8043707,7.87026663796,188.495562957,94.2477814783,188.495770186,636.021329766,610.175984878,-2925.09370094,188.495562957,636.021329766,636.021329766,7.87026663796,188.495562957,1.13824666666e-15,207.229070973,0.463939338923,207.229066518,-0.46394349599,188.495559215,2.22044604925e-15,0,-2.71615035339,-0.559275694548,-333.345702574,-0.0277656438864
0.0038,413.370872054,413.370872054,388.669886949,413.370872054,-2962.20333626,-2971.38427709,5.11514131854,188.495564019,94.2477820093,188.495771248,413.370872054,385.705807063,-2961.10161847,188.495564019,413.370872054,413.370872054,5.11514131854,188.495564019,1.13824439017e-15,207.22907214,0.576783269644,207.229066518,-0.57678854773,188.495559215,2.6645352591e-15,0,-3.19391659332,-0.407548684965,-332.677452138,-0.0345403746014
0.004,188.371558588,188.371558588,162.393082881,188.371558588,-2981.28407483,-2994.08018528,2.33095074578,188.495565333,94.2477826665,188.495772562,188.371558588,159.275710204,-2979.74853932,188.495565333,188.371558588,188.371558588,2.33095074578,188.495565333,1.37487333773e-18,207.229073585,0.711313396692,207.229066518,-0.711320164728,188.495559215,2.6645352591e-15,0,-3.70070430683,-0.18777757676,-331.950398379,-0.0426255773908
0.0042,-37.6981196499,-37.6981196499,-64.5284805201,-37.6981196499,-2982.96067388,-2999.76313261,-0.466484754099,188.495566947,94.2477834735,188.495774176,-37.6981196499,-67.7480730791,-2980.94438013,188.495566947,-37.6981196499,-37.6981196499,-0.466484754099,188.495566947,-6.96793319338e-17,207.229075359,0.870322912931,207.229066518,-0.870331436716,188.495559215,2.6645352591e-15,0,-4.22878474312,0.10820819467,-331.164348686,-0.0521929247558
0.0044,-263.553589652,-263.553589652,-290.735513859,-263.553589652,-2967.2485494,-2988.40082743,-3.26126959455,188.495568913,94.2477844567,188.495776142,-263.553589652,-293.997287537,-2964.71028189,188.495568913,-263.553589652,-263.553589652,-3.26126959455,188.495568913,-1.40733395097e-16,207.229077521,1.05672943592,207.229066518,-1.05674010578,188.495559215,3.10862446895e-15,0,-4.7688985962,0.487754966358,-330.319457093,-0.0634225995777
0.0046,-487.911495584,-487.911495584,-514.875611281,-487.911495584,-2934.27251887,-2960.05783262,-6.03752325061,188.495571291,94.2477856456,188.49577852,-487.911495584,-518.11124144,-2931.1782927,188.495571291,-487.911495584,-487.911495584,-6.03752325061,188.495571291,-7.09166733805e-16,207.229080135,1.27355334163,207.229066518,-1.27356664321,188.495559215,3.5527136788e-15,0,-5.31034891598,0.957129439386,-329.416222009,-0.0765021050582
