time_s,node_BUSA2_voltage,node_BUSAS2_voltage,node_BUSB2_voltage,node_BUSBS2_voltage,node_BUSC2_voltage,node_BUSCS2_voltage,node_BUSFD_voltage,node_BUSMG_voltage,node_BUSMGR_voltage,node_BUSMS_voltage,node_UM1TLA_voltage,node_UM1TLB_voltage,node_UM1TLC_voltage,node_UM1MCC_voltage,output_fixed_1,output_fixed_2,output_fixed_3,output_fixed_4,branch_current_branch_fixed_1,branch_current_branch_fixed_8,branch_current_branch_fixed_10,branch_current_branch_fixed_11,torque_Nm,mechanical_speed_rad_s,synchronous_torque_angle_rad,power_zero_axis_current_A,armature_axis_1_current_A,armature_axis_2_current_A,field_current_A,q_axis_damper_current_A
0.0236,-2591.77025158,-2591.77025158,-2427.97604834,-2591.77025158,-1380.95078677,-1510.86960491,-32.0711303075,188.504150195,94.2520750973,188.504357424,-2591.77025158,-2408.32043758,-1365.36111505,188.504150195,-2591.77025158,-2591.77025158,-32.0711303075,188.504150195,-5.39876071309e-15,207.238511648,36.5971282125,207.229066518,-36.6065730442,188.495559215,1.42108547152e-14,0,-25.5304488945,48.8720407809,-256.192776659,-2.20049906218
0.0238,-2698.2157547,-2698.2157547,-2522.20330344,-2698.2157547,-1191.99433546,-1311.34729995,-33.3883101768,188.504224654,94.2521123271,188.504431883,-2698.2157547,-2501.0815437,-1177.6725961,188.504224654,-2698.2157547,-2698.2157547,-33.3883101768,188.504224654,-5.39874991558e-15,207.238593507,36.3732295334,207.229066461,-36.3827561778,188.495559215,1.42108547152e-14,0,-22.1323346868,51.3646583706,-254.947489809,-2.18867617709
0.024,-2789.32945766,-2789.32945766,-2601.66611208,-2789.32945766,-996.820809326,-1104.37365805,-34.5157710074,188.504298821,94.2521494105,188.50450605,-2789.32945766,-2579.14628866,-983.915111081,188.504298821,-2789.32945766,-2789.32945766,-34.5157710074,188.504298821,3.69619880471e-15,207.238675045,36.3102302253,207.22906649,-36.3198384634,188.495559215,1.42108547152e-14,0,-18.4955360904,53.6336115045,-253.682711579,-2.18746697383
0.0242,-2864.59363424,-2864.59363424,-2665.98387767,-2864.59363424,-796.593891318,-891.124744731,-35.447106342,188.504373027,94.2521865135,188.504580256,-2864.59363424,-2642.15053128,-785.250856761,188.504373027,-2864.59363424,-2864.59363424,-35.447106342,188.504373027,-8.51277549081e-16,207.238756626,36.4116503596,207.22906649,-36.4213401662,188.495559215,1.42108547152e-14,0,-14.6327719405,55.654339238,-252.402124764,-2.19713280935
0.0244,-2923.58061836,-2923.58061836,-2714.86922967,-2923.58061836,-592.496042673,-672.812282848,-36.1770241474,188.50444761,94.2522238052,188.504654839,-2923.58061836,-2689.82373632,-582.858782684,188.50444761,-2923.58061836,-2923.58061836,-36.1770241474,188.50444761,-5.39874480792e-15,207.238838622,36.6800636351,207.229066518,-36.6898354211,188.495559215,1.59872115546e-14,0,-10.5595352956,57.4026971168,-251.109502013,-2.21787543831
0.0246,-2965.95523421,-2965.95523421,-2748.12817062,-2965.95523421,-385.720838091,-450.676767362,-36.701376885,188.504522914,94.2522614568,188.504730143,-2965.95523421,-2721.98884746,-377.926832842,188.504522914,-2965.95523421,-2965.95523421,-36.701376885,188.504522914,-5.39873401044e-15,207.238921409,37.1170835495,207.22906649,-37.1269381274,188.495559215,1.7763568394e-14,0,-6.29413391916,58.8553025533,-249.808684232,-2.24983517956
0.0248,-2991.47670078,-2991.47670078,-2765.65959534,-2991.47670078,-177.465448865,-225.980416584,-37.0171850781,188.504599281,94.2522996407,188.50480651,-2991.47670078,-2738.56152039,-171.644372618,188.504599281,-2991.47670078,-2991.47670078,-37.0171850781,188.504599281,-5.39872321299e-15,207.239005366,37.7233556509,207.229066518,-37.7332942186,188.495559215,1.59872115546e-14,0,-1.85768407697,59.989892678,-248.503558641,-2.29308943438
0.025,-3000,-3000,-2767.45416302,-3000,31.0766389872,-1.81763085112e-10,-37.1226542414,188.504677059,94.2523385294,188.504884288,-3000,-2739.5486953,34.8051062375,188.504677059,-3000,-3000,-37.1226542414,188.504677059,-8.51243454156e-16,207.239090874,38.4985559881,207.229066461,-38.5085799664,188.495559215,1.7763568394e-14,0,2.725944479,60.7856879695,-247.198036627,-2.34765155506
0.0252,-2991.47670078,-2991.47670078,-2753.59261981,-2991.47670078,238.722650889,225.980416584,-37.0171850781,188.504756589,94.2523782947,188.504963818,-2991.47670078,-2725.04661926,240.25098432,188.504756589,-2991.47670078,-2991.47670078,-37.0171850781,188.504756589,-5.39871071307e-15,207.239178308,39.4413948357,207.229066518,-39.4515063401,188.495559215,1.95399252334e-14,0,7.43023350231,61.223754693,-245.896031509,-2.4134700877
0.0254,-2965.95523421,-2965.95523421,-2724.24356679,-2965.95523421,444.307213326,450.676767362,-36.701376885,188.504838213,94.2524191064,188.505045442,-2965.95523421,-2695.23831341,443.542131393,188.504838213,-2965.95523421,-2965.95523421,-36.701376885,188.504838213,-8.5123095426e-16,207.239268044,40.5496277809,207.22906649,-40.5598289854,188.495559215,1.95399252334e-14,0,12.2261713299,61.2873589845,-244.601436344,-2.49042838413
0.0256,-2923.58061836,-2923.58061836,-2679.66077427,-2923.58061836,646.688708042,672.812282848,-36.1770241474,188.504922264,94.2524611318,188.505129493,-2923.58061836,-2650.39059797,643.553147517,188.504922264,-2923.58061836,-2923.58061836,-36.1770241474,188.504922264,-5.3986982132e-15,207.239360448,41.8200700879,207.22906649,-41.8303637524,188.495559215,1.95399252334e-14,0,17.0824571364,60.9623054464,-243.318101898,-2.57834460207
0.0258,-2864.59363424,-2864.59363424,-2620.18004838,-2864.59363424,844.755218385,891.124744731,-35.447106342,188.505009068,94.2525045342,188.505216297,-2864.59363424,-2590.85068167,839.190152377,188.505009068,-2864.59363424,-2864.59363424,-35.447106342,188.505009068,-5.39868741581e-15,207.23945588,43.2486182153,207.229066518,-43.2590072702,188.495559215,2.13162820728e-14,0,21.9657523876,60.2372532354,-242.049814908,-2.67697208394
0.026,-2789.32945766,-2789.32945766,-2546.21574816,-2789.32945766,1037.43009084,1104.37365805,-34.5157710074,188.505098945,94.2525494724,188.505306174,-2789.32945766,-2517.04242511,1029.39615353,188.505098945,-2789.32945766,-2789.32945766,-34.5157710074,188.505098945,-8.5120765705e-16,207.239554689,44.8302745223,207.22906649,-44.8407624366,188.495559215,2.13162820728e-14,0,26.8409765345,59.1040029585,-240.800276751,-2.78600012898
0.0262,-2698.2157547,-2698.2157547,-2458.2569667,-2698.2157547,1223.67704873,1311.34729995,-33.3883101768,188.505192199,94.2525960997,188.505399428,-2698.2157547,-2429.4622922,1213.15592789,188.505192199,-2698.2157547,-2698.2157547,-33.3883101768,188.505192199,-8.51205954636e-16,207.239657211,46.5591778755,207.22906649,-46.5697682804,188.495559215,2.13162820728e-14,0,31.671642997,57.5577481124,-239.573082651,-2.90505514442
0.0264,-2591.77025158,-2591.77025158,-2356.86346687,-2591.77025158,1402.50490159,1510.86960491,-32.0711303075,188.505289126,94.2526445628,188.505496355,-2591.77025158,-2328.67508975,1389.50047003,188.505289126,-2591.77025158,-2591.77025158,-32.0711303075,188.505289126,-5.39867321362e-15,207.239763771,48.4286370575,207.229066518,-48.4393340357,188.495559215,2.30926389122e-14,0,36.4202306321,55.597285412,-238.371701522,-3.03370218542
0.0266,-2470.59779289,-2470.59779289,-2242.66138867,-2470.59779289,1572.97179649,1701.80684738,-30.5717158783,188.505390003,94.2526950015,188.505597232,-2470.59779289,-2215.30951275,1557.51095168,188.505390003,-2470.59779289,-2470.59779289,-30.5717158783,188.505390003,-8.5119345489e-16,207.239874674,50.4311690331,207.22906649,-50.4419768771,188.495559215,2.30926389122e-14,0,41.0485850526,53.2251790476,-237.199456583,-3.17144686516
0.0268,-2335.3869047,-2335.3869047,-2116.33880655,-2335.3869047,1734.18907244,1883.07408387,-28.8985868611,188.505495095,94.2527475473,188.505702324,-2335.3869047,-2090.05358099,1716.32226569,188.505495095,-2335.3869047,-2335.3869047,-28.8985868611,188.505495095,-8.51191752505e-16,207.23999021,52.5585397482,207.229066518,-52.5694631527,188.495559215,2.30926389122e-14,0,45.5183435093,50.4478747513,-236.059506827,-3.31773763971
0.027,-2186.90588226,-2186.90588226,-1978.64115452,-2186.90588226,1885.32467205,2053.64131779,-27.0612503086,188.505604646,94.252802323,188.505811875,-2186.90588226,-1953.64998468,1865.12610726,188.505604646,-2186.90588226,-2186.90588226,-27.0612503086,188.505604646,-8.51190050123e-16,207.240110649,54.8018087447,207.22906649,-54.8128525831,188.495559215,2.48689957516e-14,0,49.7913764585,47.275760456,-234.954829467,-3.47196844484
0.0272,-2025.99842436,-2025.99842436,-1830.36658102,-2025.99842436,2025.60618565,2212.53935207,-25.0701463338,188.505718884,94.2528594419,188.505926113,-2025.99842436,-1806.89140578,2003.173681,188.505718884,-2025.99842436,-2025.99842436,-25.0701463338,188.505718884,-8.51188347745e-16,207.24023624,57.1513758302,207.22906649,-57.1625452845,188.495559215,2.48689957516e-14,0,53.8302385479,43.7231713355,-233.888203446,-3.63348168441
0.0274,-1853.57883927,-1853.57883927,-1672.36125016,-1853.57883927,2154.32348741,2358.86529641,-22.9365887865,188.505838015,94.2529190075,188.506045244,-1853.57883927,-1650.61583065,2129.77799263,188.505838015,-1853.57883927,-1853.57883927,-22.9365887865,188.505838015,-8.5118664537e-16,207.240367211,59.5970307291,207.229066518,-59.6083311258,188.495559215,2.6645352591e-14,0,57.5986214436,39.8083380498,-232.862194108,-3.80157154344
0.0276,-1670.62684946,-1670.62684946,-1505.5146325,-1670.62684946,2270.83104825,2491.78769759,-20.6727009664,188.505962224,94.2529811121,188.506169453,-1670.62684946,-1485.70189921,2244.31582369,188.505962224,-1670.62684946,-1670.62684946,-20.6727009664,188.505962224,-8.51184942998e-16,207.240503764,62.1280043721,207.22906649,-62.1394413168,188.495559215,2.48689957516e-14,0,61.0618008439,35.5532781048,-231.879139096,-3.97548762088
0.0278,-1478.18202464,-1478.18202464,-1330.75479929,-1478.18202464,2374.54988796,2610.55126401,-18.2913467357,188.506091674,94.2530458371,188.506298903,-1478.18202464,-1313.06430249,2346.22935103,188.506091674,-1478.18202464,-1478.18202464,-18.2913467357,188.506091674,1.42255124007e-15,207.24064608,64.7330225408,207.22906649,-64.7446017928,188.495559215,2.6645352591e-14,0,64.1870700182,30.9836313141,-230.941135589,-4.15443885117
0.028,-1277.3378747,-1277.3378747,-1149.04374368,-1277.3378747,2464.96925548,2714.4811574,-15.806057424,188.506226504,94.2531132521,188.506433733,-1277.3378747,-1133.64925129,2435.02751371,188.506226504,-1277.3378747,-1277.3378747,-15.806057424,188.506226504,-8.5118608573e-16,207.24079431,67.4003608823,207.229066461,-67.4120883417,188.495559215,2.84217094304e-14,0,66.9441524506,26.1284414223,-230.050028907,-4.33759770555
0.0282,-1069.23563614,-1069.23563614,-961.372740102,-1069.23563614,2541.64800009,2802.98682737,-13.2309549411,188.506366829,94.2531834145,188.506574058,-1069.23563614,-948.430024244,2510.28708858,188.506366829,-1069.23563614,-1069.23563614,-13.2309549411,188.506366829,-8.51184383359e-16,207.240948581,70.1179013252,207.229066518,-70.1297830989,188.495559215,2.84217094304e-14,0,69.3055864714,21.019886982,-229.207402576,-4.52410463872
0.0284,-855.05778741,-855.05778741,-768.757745674,-855.05778741,2604.21572151,2875.56536705,-10.580671533,188.506512738,94.2532563691,188.506719967,-855.05778741,-758.40259563,2571.65357573,188.506512738,-855.05778741,-855.05778741,-10.580671533,188.506512738,-1.98804992134e-15,207.241108991,72.873190254,207.229066461,-72.8852324099,188.495559215,2.84217094304e-14,0,71.2470752965,15.692965541,-228.414569887,-4.71307276788
0.0286,-636.021329766,-636.021329766,-572.234853355,-636.021329766,2652.37365933,2931.8043707,-7.87026663852,188.506664296,94.253332148,188.506871525,-636.021329766,-564.581349159,2618.84185175,188.506664296,-636.021329766,-636.021329766,-7.87026663852,188.506664296,-1.98804594525e-15,207.241275611,75.6534969509,207.22906649,-75.6657057388,188.495559215,3.01980662698e-14,0,72.7477964831,10.1851360938,-227.672567009,-4.90359274685
