time_s,node_BUSC2_voltage,node_BUSCS2_voltage,node_BUSFD_voltage,node_BUSMG_voltage,node_BUSMGR_voltage,node_BUSMS_voltage,node_UM1TLA_voltage,node_UM1TLB_voltage,node_UM1MCC_voltage,output_fixed_1,output_fixed_2,output_fixed_3,output_fixed_4,branch_current_branch_fixed_4,branch_current_branch_fixed_6,branch_current_branch_fixed_7,torque_Nm,mechanical_speed_rad_s,mechanical_angle_rad,power_zero_axis_current_A,orthogonal_dummy_current_A,single_phase_stator_current_A,field_current_A
0.0002,-222.517144534,-0.0753268055284,-315.433776274,184.725648031,92.3628240155,184.725851116,-242.735924991,-9.7783328071e-10,184.725648031,-0.0753268055284,-222.517144534,-315.433776274,184.725648031,203.084485522,7.86781311035e-06,203.084485179,-8.02581942108e-06,184.725648031,0.822343293004,0,0,-0.53951980588,-0.000315433776274
0.00022,-421.660083132,-0.0828429941613,346.20380461,184.725648031,92.3628240155,184.725851116,-459.926585951,-9.7780103322e-10,184.725648031,-0.0828429941613,-421.660083132,346.20380461,184.725648031,203.084485522,-1.69277191162e-05,203.084485122,1.67661206944e-05,184.725648031,0.826037805964,0,0,-1.02689716651,0.00034620380461
0.00024,-804.36574905,-0.0903544732819,-376.821713654,184.725648031,92.3628240155,184.725851116,-877.423595477,-9.77770148158e-10,184.725648031,-0.0903544732819,-804.36574905,-376.821713654,184.725648031,203.084485522,3.43322753906e-05,203.08448515,-3.47350259926e-05,184.725648031,0.829732318925,0,0,-1.95460007688,-0.000376821713654
0.00026,-1529.17828126,-0.0978608158733,407.288255445,184.725648031,92.3628240155,184.725851116,-1668.02252207,-9.77737733726e-10,184.725648031,-0.0978608158733,-1529.17828126,407.288255445,184.725648031,203.084485522,-7.17639923096e-05,203.08448515,7.14613554629e-05,184.725648031,0.833426831886,0,0,-3.72045080383,0.000407288255445
0.00028,-2912.48048301,-0.105361595211,-437.604178306,184.725648031,92.3628240155,184.725851116,-3176.98519286,-9.77706926064e-10,184.725648031,-0.105361595211,-2912.48048301,-437.604178306,184.725648031,203.084485522,0.000146150588989,203.084485179,-0.000146147804114,184.725648031,0.837121344846,0,0,-7.08169205937,-0.000437604178306
0.0003,-5541.9014309,-0.112856384887,467.770226858,184.725648031,92.3628240155,184.725851116,-6045.1594793,-9.77674345902e-10,184.725648031,-0.112856384887,-5541.9014309,467.770226858,184.725648031,203.084485522,-0.00029730796814,203.08448515,0.000297363105631,184.725648031,0.840815857807,0,0,-13.4797150449,0.000467770226858
0.00032,-10550.5717016,-0.120344758835,-497.787142043,184.725648031,92.3628240156,184.725851116,-11508.7278629,-9.7764361444e-10,184.725648031,-0.120344758835,-10550.5717016,-497.787142043,184.725648031,203.084485522,0.000602245330811,203.084485179,-0.000602341928214,184.725648031,0.844510370767,0,0,-25.6581667925,-0.000497787142043
0.00034,-20080.7803407,-0.127826291357,527.655661137,184.725648031,92.3628240155,184.725851116,-21904.3845989,-9.77610869746e-10,184.725648031,-0.127826291357,-20080.7803407,527.655661137,184.725648031,203.084485522,-0.00121521949768,203.084485179,0.00121533397744,184.725648031,0.848204883728,0,0,-48.8395036222,0.000527655661137
0.00036,-38224.9063578,-0.135300557148,-557.376517775,184.725648031,92.3628240156,184.725851116,-41696.3045919,-9.77580213297e-10,184.725648031,-0.135300557148,-38224.9063578,-557.376517775,184.725648031,203.084485522,0.00244307518005,203.084485179,-0.00244365401433,184.725648031,0.851899396689,0,0,-92.9645243924,-0.000557376517775
0.00038,-72758.0888822,-0.142767131324,586.950441962,184.725648031,92.3628240155,184.725851115,-79365.5792619,-9.77547305259e-10,184.725648031,-0.142767131324,-72758.0888822,586.950441962,184.725648031,203.084485522,-0.00489854812622,203.08448515,0.00489822481257,184.725648031,0.855593909649,0,0,-176.955262841,0.000586950441962
0.0004,-138494.676336,-0.150225589458,-616.378160095,184.725648031,92.3628240157,184.725851116,-151072.068101,-9.77516722648e-10,184.725648031,-0.150225589458,-138494.676336,-616.378160095,184.725648031,203.084485523,0.00979065895081,203.084485179,-0.00979108625261,184.725648031,0.85928842261,0,0,-336.829280712,-0.000616378160095
0.00042,-263618.78041,-0.157675507613,645.660394981,184.72564803,92.3628240152,184.725851115,-287559.275122,-9.77483652441e-10,184.72564803,-0.157675507613,-263618.78041,645.660394981,184.72564803,203.084485522,-0.0195224285126,203.084485179,0.0195224448458,184.725648031,0.862982935571,0,0,-641.145001351,0.000645660394981
0.00044,-501792.655291,-0.165116462403,-674.797865852,184.725648032,92.3628240162,184.725851117,-547362.936503,-9.77453142504e-10,184.725648032,-0.165116462403,-501792.655291,-674.797865852,184.725648032,203.084485524,0.0388371944427,203.084485179,-0.0388374062557,184.725648031,0.866677448531,0,0,-1220.40146739,-0.000674797865852
0.00046,-955146.319257,-0.172548031069,703.791288385,184.725648028,92.3628240142,184.725851113,-1041887.85733,-9.77419911292e-10,184.725648028,-0.172548031069,-955146.319257,703.791288385,184.725648028,203.084485519,-0.0771026611328,203.08448515,0.0771022205218,184.725648031,0.870371961492,0,0,-2322.99996139,0.000703791288385
0.00048,-1818095.9905,-0.179969791607,-732.641374718,184.725648036,92.3628240181,184.725851121,-1983206.30315,-9.77389472876e-10,184.725648036,-0.179969791607,-1818095.9905,-732.641374718,184.725648036,203.084485528,0.152777910233,203.084485179,-0.152778039598,184.725648031,0.874066474452,0,0,-4421.76538408,-0.000732641374718
0.0005,-3460692.92865,-0.187381323002,761.348833471,184.725648021,92.3628240105,184.725851105,-3774975.57691,-9.77356081812e-10,184.725648021,-0.187381323002,-3460692.92865,761.348833471,184.725648021,203.084485511,-0.30220413208,203.084485207,0.302203630772,184.725648031,0.877760987413,0,0,-8416.70672498,0.000761348833471
0.00052,-6587333.94639,-0.194782205632,-789.914369758,184.725648051,92.3628240255,184.725851136,-7185562.40518,-9.77325713776e-10,184.725648051,-0.194782205632,-6587333.94639,-789.914369758,184.725648051,203.084485544,0.59681892395,203.08448515,-0.596818818005,184.725648031,0.881455500374,0,0,-16020.9659503,-0.000789914369758
0.00054,-12538804.1203,-0.202172022026,818.338685207,184.725647992,92.3628239959,184.725851076,-13677515.0593,-9.77292164e-10,184.725647992,-0.202172022026,-12538804.1203,818.338685207,184.725647992,203.084485479,-1.17690658569,203.084485122,1.17690682243,184.725648031,0.885150013334,0,0,-30495.4609318,0.000818338685207
0.00056,-23867264.96,-0.209550358293,-846.62247798,184.725648108,92.3628240541,184.725851193,-26034769.6372,-9.77261865216e-10,184.725648108,-0.209550358293,-23867264.96,-846.62247798,184.725648108,203.084485607,2.31763625145,203.08448515,-2.31763637768,184.725648031,0.888844526295,0,0,-58047.2577338,-0.00084662247798
0.00058,-45430670.0229,-0.2169168068,874.766442785,184.72564788,92.3628239398,184.725850964,-49556454.4013,-9.77228157858e-10,184.72564788,-0.2169168068,-45430670.0229,874.766442785,184.72564788,203.084485356,-4.55820798874,203.084485207,4.55820785113,184.725648031,0.892539039255,0,0,-110491.333197,0.000874766442785
0.0006,-86476012.7561,-0.224270971266,-902.771270896,184.725648328,92.3628241641,184.725851413,-94329328.2721,-9.77197927206e-10,184.725648328,-0.224270971266,-86476012.7561,-902.771270896,184.725648328,203.084485849,8.95418858528,203.08448515,-8.95418878863,184.725648031,0.896233552216,0,0,-210317.16565,-0.000902771270896
0.00062,-164604672.272,-0.231612476433,930.637650171,184.725647449,92.3628237245,184.725850533,-179553238.732,-9.77164063385e-10,184.725647449,-0.231612476433,-164604672.272,930.637650171,184.725647449,203.084484882,-17.5701563358,203.084485179,17.5701569901,184.725648031,0.899928065177,0,0,-400332.84878,0.000930637650171
0.00064,-313320396.534,-0.238940986438,-958.366265065,184.72564917,92.3628245852,184.725852255,-341774575.374,-9.77133899758e-10,184.72564917,-0.238940986438,-313320396.534,-958.366265065,184.72564917,203.084486775,34.4407844543,203.084485122,-34.4407855158,184.725648031,0.903622578137,0,0,-762022.392943,-0.000958366265065
0.00066,-596396619.123,-0.246256239791,985.957796651,184.725645803,92.3628229014,184.725848887,-650558353.365,-9.77099880582e-10,184.725645803,-0.246256239791,-596396619.123,985.957796651,184.725645803,203.084483073,-67.4444699287,203.084485122,67.4444725729,184.725648031,0.907317091098,0,0,-1450488.33529,0.000985957796651
0.00068,-1135224303.99,-0.2535581159,-1013.41292264,184.725652385,92.3628261927,184.72585547,-1238319652.17,-9.77069782883e-10,184.725652385,-0.2535581159,-1135224303.99,-1013.41292264,184.725652385,203.084490309,131.95351553,203.08448515,-131.95352059,184.725648031,0.911011604059,0,0,-2760964.02216,-0.00101341292264
0.0007,-2160867745.46,-0.260846761708,1040.73231737,184.725639529,92.3628197647,184.725842614,-2357106860.31,-9.7703560945e-10,184.725639529,-0.260846761708,-2160867745.46,1040.73231737,184.725639529,203.084476176,-257.940819502,203.08448515,257.940828893,184.725648031,0.914706117019,0,0,-5255417.88079,0.00104073231737
0.00072,-4113151383.73,-0.268122832697,-1067.91665188,184.725664618,92.362832309,184.725867702,-4486687056.42,-9.77005576593e-10,184.725664618,-0.268122832697,-4113151383.73,-1067.91665188,184.725664618,203.084503758,503.807814837,203.084485122,-503.807833358,184.725648031,0.91840062998,0,0,-10003541.1103,-0.00106791665188
0.00074,-7829268731.01,-0.275387951629,1094.96659387,184.725615693,92.3628078464,184.725818777,-8540283446.55,-9.76971249988e-10,184.725615693,-0.275387951629,-7829268731.01,1094.96659387,184.725615693,203.08444997,-983.274824858,203.084485179,983.274859938,184.725648031,0.92209514294,0,0,-19041461.0123,0.00109496659387
0.00076,-14902794362.4,-0.282645581718,-1121.88280774,184.725711037,92.3628555183,184.725914121,-16256191016.7,-9.76941280899e-10,184.725711037,-0.282645581718,-14902794362.4,-1121.88280774,184.725711037,203.08455479,1917.64426661,203.084485179,-1917.6443364,184.725648031,0.925789655901,0,0,-36244889.0945,-0.00112188280774
0.00078,-28367052639.3,-0.289902688664,1148.66595461,184.725525355,92.3627626774,184.725728439,-30943205350.3,-9.76906802197e-10,184.725525355,-0.289902688664,-28367052639.3,1148.66595461,184.725525355,203.084350654,-3737.32451844,203.084485179,3737.32465286,184.725648031,0.929484168862,0,0,-68991133.8056,0.00114866595461
