time_s,node_BUS2 A_voltage,node_BUS1 A_voltage,node_BUS2 B_voltage,node_BUS1 B_voltage,node_BUS2 C_voltage,node_BUS1 C_voltage,node_BUSC A_voltage,node_BUSC B_voltage,node_BUSC C_voltage,node_BUS0 A_voltage,node_BUS0 B_voltage,node_BUS0 C_voltage,node_GEN1 A_voltage,node_GEN1 B_voltage,node_GEN1 C_voltage,node_WNDG1_saturated_transformer_internal_top_voltage,node_WNDG2_saturated_transformer_internal_top_voltage,node_WNDG3_saturated_transformer_internal_top_voltage,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase1_history_i_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase2_history_i_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase3_history_i_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase1_history_i_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase2_history_i_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase3_history_i_pu,output_fixed_1,output_fixed_2,output_fixed_3,output_fixed_4,output_fixed_5,output_fixed_6,branch_voltage_branch_fixed_1,branch_voltage_branch_fixed_2,branch_voltage_branch_fixed_3,FCTRL1,MACHV,TCTRL1,ICURR,synchronous_machine_1_d_axis_current,synchronous_machine_1_q_axis_current,synchronous_machine_1_zero_sequence_current,synchronous_machine_1_field_current,synchronous_machine_1_d_axis_damper_current,synchronous_machine_1_generator_field_current,synchronous_machine_1_q_axis_damper_current,synchronous_machine_1_phase_a_current,synchronous_machine_1_phase_b_current,synchronous_machine_1_phase_c_current,synchronous_machine_1_electromagnetic_torque,synchronous_machine_1_mechanical_angle_2,synchronous_machine_1_mechanical_speed_2,synchronous_machine_1_shaft_torque_1,synchronous_machine_1_shaft_torque_2,synchronous_machine_1_shaft_torque_3
0.004,0.812010288061,-1.69775206728e-11,-0.510672572381,4.22095260521e-12,-0.30133771568,1.27565680379e-11,-1.20633053012e-05,-0.000569204690895,0.000581267996196,2.0110560284e-14,-1.1118252741e-14,-8.99230751329e-15,0.0430774128466,-0.0500546346127,0.00697722176603,0.0274529783807,-0.0409962800552,0.0135433016745,-0.00178241544241,0.00366712659159,-0.00188471114918,-0.00164673406443,0.00338239840453,-0.0017356643401,0.0430774128466,-0.0500546346127,0.00697722176603,0.812010288061,-0.510672572381,-0.30133771568,-1.20632883236e-05,-0.000569204695116,0.000581267983439,1.05,1.05,1.02,0.101666565632,-0.190613398905,0.00478267576351,-4.54084042705e-17,0.101666565632,-0.0738341771889,-7.82411530118e-05,-0.000421140200453,-0.00587507823262,-0.131792871358,0.137667949591,1.11843026855e-12,1.25614483023e-06,2.12622530853e-05,-1.2312160116e-07,-0.000115217574,-0.000293468695823
0.0042,0.98099529376,-5.20216826741e-12,-0.457276026984,-2.24424622287e-12,-0.523719266776,7.44641452002e-12,2.46290143009e-05,-0.000643760073563,0.000619131059262,9.01507869708e-15,-4.98404431946e-15,-4.03103440737e-15,0.0580894914435,-0.0544145986686,-0.00367489277494,0.0392181873737,-0.0464674775093,0.00724929013562,-0.00216790333251,0.00382749360392,-0.00165959027141,-0.0020025405262,0.00352984235284,-0.00152730182665,0.0580894914435,-0.0544145986686,-0.00367489277494,0.98099529376,-0.457276026984,-0.523719266776,2.46290195031e-05,-0.000643760071319,0.000619131051816,1.05,1.05,1.02,0.106790725983,-0.202248257193,0.00273733635325,-4.3842583006e-17,0.106790725983,-0.0773236768189,-4.61260733583e-05,-0.000239230933244,0.00430994679865,-0.145130473199,0.1408205264,6.76645822088e-13,1.51843741425e-06,2.45164420107e-05,-1.47984763543e-07,-0.000126690343762,-0.000321164458843
0.0044,0.832784716709,4.53100855593e-13,-0.549754268324,-0.0257608612446,-0.286923609127,4.87966677627e-12,6.85085664914e-05,-0.0264826908052,0.000653336061328,4.04124222908e-15,-7.56406013841e-15,-1.80701542076e-15,0.0431108544541,-0.0518150409704,0.00870418651627,0.0273806953097,-0.0425020345249,0.0149729889427,-0.00248877560947,0.00401572560804,-0.00153006967452,-0.00229855203899,0.00370302889491,-0.00140720593568,0.0431108544541,-0.0518150409704,0.00870418651627,0.832784716709,-0.549754268324,-0.286923609127,6.85085660383e-05,-0.000721829560662,0.000653336056448,1.05,1.05,1.02,0.111759466345,-0.211390777107,0.00356524469687,-3.57757158309e-17,0.111759466345,-0.0809176319241,-5.97244817064e-05,-0.00031205881567,0.0180628635057,-0.157707877531,0.139645014025,9.24929058135e-13,1.81982814987e-06,2.80861662532e-05,-1.76302734137e-07,-0.000138700539928,-0.000349872239061
0.0046,0.94504768178,0.0161280745503,-0.33939061123,-0.0472419883446,-0.610339395714,3.50615924371e-12,0.0162475127343,-0.0480450849464,0.000683736770111,5.14843430102e-15,-7.83515668939e-15,-8.10041399561e-16,0.0596210639375,-0.0474315432967,-0.0121895206407,0.0421052442555,-0.0427408971655,0.000457229399468,-0.00284602922197,0.00410910015369,-0.00126994060986,-0.00262809811079,0.00378856394818,-0.00116647476363,0.0596210639375,-0.0474315432967,-0.0121895206407,0.94504768178,-0.33939061123,-0.610339395714,0.000119438184022,-0.000803096601817,0.000683736766605,1.05,1.05,1.02,0.116717601389,-0.220669106739,0.00635180429204,-1.54800491169e-17,0.116717601389,-0.08448557328,-0.000104775504984,-0.000558148053482,0.0344204275819,-0.170438884957,0.136018457375,1.72353336845e-12,2.16401505528e-06,3.19857801969e-05,-2.08343813468e-07,-0.000151246359938,-0.00037955147145
0.0048,1.06994272496,0.0333786796938,-0.317414981512,-0.0689194199567,-0.757855247417,2.50034262388e-12,0.0335563456374,-0.0698060637845,0.000709191368856,5.87700959731e-15,-7.99729748421e-15,-3.63122003146e-16,0.0697827961319,-0.050799470629,-0.0189833255028,0.0502611778984,-0.0469842977754,-0.00347989062144,-0.0032441500545,0.00418447542947,-0.000951459590654,-0.00299531692749,0.00385744513087,-0.000871866316974,0.0697827961319,-0.050799470629,-0.0189833255028,1.06994272496,-0.317414981512,-0.757855247417,0.000177665943538,-0.000886643827819,0.000709191366356,1.05,1.05,1.02,0.121743452706,-0.231498151906,0.00396071185384,-4.00995139084e-17,0.121743452706,-0.0879576506273,-6.73266305821e-05,-0.000345359822236,0.0478446127045,-0.182310154887,0.134465542182,1.12868534381e-12,2.55486026531e-06,3.62295796208e-05,-2.44378147707e-07,-0.000164325797298,-0.000410160245141
0.005,0.91744130894,0.0524243442074,-0.37515314961,-0.0910111909518,-0.548048905677,1.76875873036e-12,0.052667767101,-0.0919830666293,0.000728882904555,6.57500380341e-15,-8.15570665028e-15,-1.6277883291e-16,0.0554076715163,-0.0465052244519,-0.00890244706443,0.0394092684166,-0.0419968567395,0.00236806644477,-0.00356979626306,0.00427401445515,-0.000719961315716,-0.00329551861357,0.00393937808681,-0.000657627146186,0.0554076715163,-0.0465052244519,-0.00890244706443,0.91744130894,-0.37515314961,-0.548048905677,0.000243422893674,-0.000971875677559,0.000728882902786,1.05,1.05,1.02,0.126619463086,-0.239933812614,0.00573232694947,-2.83551880257e-17,0.126619463086,-0.0915294031429,-9.6181590331e-05,-0.000501529523847,0.0649893755067,-0.192597257399,0.127607881893,1.70254227511e-12,2.99638943347e-06,4.08317961842e-05,-2.84676545393e-07,-0.000177936627059,-0.000441655365853
0.0052,1.0190716682,0.0731350760438,-0.113212430096,-0.113051971871,-0.911791692993,1.09081420885e-12,0.0734514082439,-0.11411022661,0.000742657239572,7.23239455208e-15,-8.21616801295e-15,-7.29698180273e-17,0.0729819010544,-0.0396718280772,-0.0333100729771,0.0554856066795,-0.040802392664,-0.014909281637,-0.00392592228112,0.00424793733367,-0.000342501658111,-0.00362380464675,0.00391448978878,-0.000308599142409,0.0729819010544,-0.0396718280772,-0.0333100729771,1.0190716682,-0.113212430096,-0.911791692993,0.000316332200038,-0.00105825473936,0.000742657238482,1.05,1.05,1.02,0.131535373932,-0.249416765339,0.00816942464131,-2.9355109054e-17,0.131535373932,-0.0950301952818,-0.000135916212394,-0.000716308308608,0.0835117895373,-0.202712618523,0.119200828986,2.52629773776e-12,3.49279081593e-06,4.58065910607e-05,-3.29509296805e-07,-0.000192076391008,-0.000473992420224
0.0054,1.0928769797,0.0958263846203,-0.122005239279,-0.134690695364,-0.976614965373,2.98781189363e-13,0.0962228118615,-0.135835343116,0.000749349928237,7.93686134789e-15,-8.16008705936e-15,-3.27106120074e-17,0.0778859891477,-0.0422081938283,-0.0356777953194,0.0594816722585,-0.0435895069009,-0.0161110251133,-0.00430041625415,0.00421675513794,5.85857682823e-05,-0.0039689868497,0.003884860984,6.22018922345e-05,0.0778859891477,-0.0422081938283,-0.0356777953194,1.0928769797,-0.122005239279,-0.976614965373,0.000396427241166,-0.00114464775214,0.000749349927938,1.05,1.05,1.02,0.136443819348,-0.259084259344,0.00592146573597,-9.29700049169e-17,0.136443819348,-0.0985030425434,-0.000100987670336,-0.00051588280644,0.099173226853,-0.211461138615,0.112287911762,1.91200190633e-12,4.04841459729e-06,5.11680486852e-05,-3.79144985395e-07,-0.000206742382503,-0.000507125841883
0.0056,0.927994295228,0.120113008191,-0.133915663809,-0.156137911522,-0.799363569766,-4.21609527486e-13,0.120596654519,-0.157368304504,0.000748358272356,8.582722086e-15,-8.09532514229e-15,-1.46633741832e-17,0.0642082883247,-0.0356328717653,-0.0285754165594,0.0496472252571,-0.0372045297007,-0.0126440948544,-0.00459589095339,0.00418171106253,0.000384886036753,-0.00424111520009,0.00385163744626,0.000363868650038,0.0642082883247,-0.0356328717653,-0.0285754165594,0.927994295228,-0.133915663809,-0.799363569766,0.000483646328239,-0.00123039298216,0.000748358272778,1.05,1.05,1.02,0.141243486496,-0.267100776254,0.00893961421089,1.53929244819e-17,0.141243486496,-0.102038873259,-0.000150039361752,-0.000782078186375,0.118451751011,-0.217933965093,0.0994822140823,2.99334865877e-12,4.66777179641e-06,5.69301697055e-05,-4.33849288657e-07,-0.000221931631337,-0.000541008979277
0.0058,1.011052391,0.145851705963,0.164090574644,-0.176793153732,-1.18051269046,-0.00582198715484,0.146429089786,-0.178107921284,-0.00508242615006,9.17267490354e-15,-7.90243723115e-15,-1.2111223069e-15,0.0815813731892,-0.026673693975,-0.0549076792142,0.0659781841467,-0.0345352562043,-0.0316475605551,-0.00491252919391,0.00401779843484,0.000861153212575,-0.00453272185658,0.00369936842471,0.000804003063237,0.0815813731892,-0.026673693975,-0.0549076792142,1.011052391,0.164090574644,-1.18051269046,0.000577383823314,-0.00131476755161,0.000739561004779,1.05,1.05,1.02,0.14610801852,-0.276612867007,0.0111469066646,6.69669311153e-17,0.14610801852,-0.105481771296,-0.000186505537593,-0.00097596124095,0.137876649467,-0.224057595005,0.0861809455379,3.87220583593e-12,5.35553333773e-06,6.3106864161e-05,-4.93883792199e-07,-0.000237640888306,-0.000575594164984
0.006,1.03839722755,0.173251884831,0.119545301369,-0.196385157911,-1.16325533935,-0.0134338244044,0.173929324927,-0.197781652631,-0.0127119448025,9.78089132768e-15,-7.59598998227e-15,-2.11777977165e-15,0.0813506504549,-0.0287969336971,-0.0525537167578,0.065843006428,-0.0361174340446,-0.0299280387883,-0.00522700032005,0.00386510444547,0.00132408303783,-0.00482225537094,0.00355745725452,0.00123174973245,0.0813506504549,-0.0287969336971,-0.0525537167578,1.03839722755,0.119545301369,-1.16325533935,0.000677440095375,-0.00139649471929,0.000721879601869,1.05,1.05,1.02,0.150898991118,-0.285108480904,0.00968117532835,6.80871016626e-17,0.150898991118,-0.108956431149,-0.000164473370963,-0.000844280034062,0.154476647667,-0.228211862952,0.0737352152843,3.49295035044e-12,6.11652903348e-06,6.97119434108e-05,-5.59504815729e-07,-0.000253866609602,-0.000610832786571
0.0062,0.858535536274,0.201859413027,0.16289058472,-0.215099726958,-1.02667916408,-0.0231095505185,0.202642870791,-0.21657463572,-0.0224145452134,1.03033363755e-14,-7.27707874623e-15,-2.95122392501e-15,0.0684793929515,-0.0195264078224,-0.0489529851291,0.0571886282423,-0.0280301781734,-0.0293586415236,-0.00545484345576,0.00368828171874,0.00172456426397,-0.0050317043679,0.00339325609623,0.00160174708587,0.0684793929515,-0.0195264078224,-0.0489529851291,0.858535536274,0.16289058472,-1.02667916408,0.000783457763426,-0.00147490876238,0.000695005305107,1.05,1.05,1.02,0.155646087602,-0.293126960125,0.0140511311216,1.20602115538e-16,0.155646087602,-0.112436038271,-0.000235637584115,-0.00122951088379,0.174280922409,-0.229548482685,0.055267560276,5.23996886003e-12,6.95574634962e-06,7.675911246e-05,-6.30962240355e-07,-0.000270604941322,-0.000646675358766
0.0064,0.918738519048,0.231506302415,0.476896352325,-0.232230734233,-1.4008253496,-0.0353875759422,0.232400898752,-0.233779876889,-0.0347286653599,1.07525762329e-14,-6.80648509513e-15,-3.86324356752e-15,0.0845620737897,-0.00910440954881,-0.0754576642409,0.0727349184155,-0.0241061116332,-0.0488266166565,-0.00569353538717,0.00337842706697,0.00226897907074,-0.00525111024627,0.00310618412414,0.00210461927137,0.0845620737897,-0.00910440954881,-0.0754576642409,0.918738519048,0.476896352325,-1.4008253496,0.00089459633677,-0.00154914265589,0.000658910582291,1.05,1.05,1.02,0.160452387917,-0.302533593487,0.0161164939217,9.89390672208e-17,0.160452387917,-0.115828320735,-0.00027048554768,-0.00140995024702,0.193024737663,-0.230487165976,0.0374624283137,6.21676167751e-12,7.87832915907e-06,8.42619615469e-05,-7.08498353078e-07,-0.000287851703952,-0.000683071596823
0.0066,0.903671287984,0.262307226055,0.39370140785,-0.247624272387,-1.30249786823,-0.0505367621045,0.263317646436,-0.249242140345,-0.0499240607181,1.11927252179e-14,-6.23605292248e-15,-4.86611322279e-15,0.0794237392865,-0.0111375015828,-0.0682862377037,0.0685749003055,-0.0247073590374,-0.0440628650844,-0.00591202640353,0.00309814842093,0.0027636719759,-0.00545179215103,0.00284644859402,0.00256148006008,0.0794237392865,-0.0111375015828,-0.0682862377037,0.903671287984,0.39370140785,-1.30249786823,0.00101042038082,-0.00161786795864,0.000612701386449,1.05,1.05,1.02,0.165138986781,-0.310084311539,0.0159760001433,1.31290545152e-16,0.165138986781,-0.119294153147,-0.000270294425249,-0.00139474534135,0.20895477409,-0.228804307743,0.0198495336531,6.37361450646e-12,8.88957629138e-06,9.22339571616e-05,-7.92346717717e-07,-0.000305602376783,-0.000719970491142
0.0068,0.705309071506,0.293745966059,0.496074746585,-0.261423874252,-1.20644100176,-0.0678976514663,0.294876261552,-0.26310435222,-0.0673412471311,1.15219954967e-14,-5.65056205493e-15,-5.77326923992e-15,0.0672760481034,0.00105284215403,-0.0683288902574,0.0610372908217,-0.014732640906,-0.0464973854085,-0.00603590143601,0.00277267172902,0.00320900407355,-0.00556502020635,0.0025449848576,0.00297266606397,0.0672760481034,0.00105284215403,-0.0683288902574,0.705309071506,0.496074746585,-1.20644100176,0.00113029549334,-0.00168047796793,0.00055640433522,1.05,1.05,1.02,0.169857912805,-0.318535399446,0.0216414744116,1.75985680849e-16,0.169857912805,-0.122696872712,-0.000362994727453,-0.00189359215726,0.227481773346,-0.223993365802,-0.00348840754389,8.90212679627e-12,9.99494015871e-06,0.000100688433292,-8.8273107229e-07,-0.000323852082394,-0.000757320382803
0.007,0.743004496061,0.325628260189,0.803448063139,-0.272858879866,-1.55143913032,-0.0880469435198,0.326881420694,-0.27459489542,-0.0875568211739,1.17613691273e-14,-4.89887379287e-15,-6.75683629479e-15,0.0812436448536,0.01199152973,-0.0932351745837,0.0749267731309,-0.010003860792,-0.0651129594924,-0.00616130894188,0.00232016841227,0.00378295446256,-0.00567961068805,0.00212622241641,0.00350256585372,0.0812436448536,0.01199152973,-0.0932351745837,0.743004496061,0.803448063139,-1.55143913032,0.00125316050482,-0.00173601555402,0.000490122345855,1.05,1.05,1.02,0.174601038258,-0.327734691461,0.0237495636492,1.32336598794e-16,0.174601038258,-0.126044311515,-0.00039949551741,-0.00207651109332,0.243836551361,-0.218845243267,-0.0249913080942,1.00787798755e-11,1.12000252037e-05,0.000109638581478,-9.79864250178e-07,-0.00034259557143,-0.000795069040032
0.0072,0.690163995488,0.35799078694,0.682423281807,-0.281922976575,-1.37750067257,-0.111027942845,0.359369154128,-0.283706179391,-0.110614718263,1.19680331278e-14,-4.07137724018e-15,-7.78361612662e-15,0.0716224725883,0.00984240984973,-0.081464882438,0.0670280020266,-0.00980532258948,-0.0574099405409,-0.00625134801782,0.00191610766814,0.00427315505503,-0.00576148043554,0.00175224760728,0.00395501168427,0.0716224725883,0.00984240984973,-0.081464882438,0.690163995488,0.682423281807,-1.37750067257,0.00137836718849,-0.00178320281592,0.000413224581997,1.05,1.05,1.02,0.179207648276,-0.334769743029,0.0253804479184,8.43586632432e-17,0.179207648276,-0.129480791491,-0.000428624147175,-0.00221682472702,0.257354010933,-0.210433710297,-0.0469203006358,1.11037734034e-11,1.25105860677e-05,0.000119097441029,-1.08394713832e-06,-0.000361827207434,-0.000833163735456
0.0074,0.471715631036,0.390262366601,0.843030922067,-0.288702837917,-1.31958427067,-0.136183117699,0.39176740715,-0.290524392941,-0.135857017591,1.20418588649e-14,-3.2278300609e-15,-8.69372616837e-15,0.0600839747507,0.0249232393075,-0.0850072140582,0.0604749071977,0.00208379935048,-0.0627430862314,-0.00623917144107,0.00144692872855,0.00472632135862,-0.00574889221314,0.00131816994282,0.00437315851498,0.0600839747507,0.0249232393075,-0.0850072140582,0.471715631036,0.843030922067,-1.31958427067,0.00150504054925,-0.00182155502408,0.000326100108294,1.05,1.05,1.02,0.183920359349,-0.34403712784,0.0321417502332,7.07173741048e-17,0.183920359349,-0.13278844663,-0.000540060493624,-0.00281107594453,0.272739863002,-0.198876283717,-0.0738635792851,1.4468930013e-11,1.39325259618e-05,0.000129077889142,-1.19516766449e-06,-0.000381540951798,-0.000871551324012
0.0076,0.491244650174,0.422230772887,1.12035326183,-0.292413126717,-1.61635751281,-0.164085911626,0.423862704866,-0.294263218429,-0.163856895798,1.20122277416e-14,-2.21460427583e-15,-9.67017943591e-15,0.0714115240268,0.0352468145892,-0.106658338616,0.0720446433108,0.00698739040903,-0.0792134390035,-0.00622206018395,0.000867009560446,0.00528535828949,-0.00573171020935,0.000781863497773,0.00488899812166,0.0714115240268,0.0352468145892,-0.106658338616,0.491244650174,1.12035326183,-1.61635751281,0.00163193197942,-0.00185009171259,0.000229015828032,1.05,1.05,1.02,0.188599491425,-0.352999295762,0.0345346805981,-9.11263588699e-17,0.188599491425,-0.13609340024,-0.000582457069811,-0.0030174137671,0.284974792447,-0.187125936058,-0.0978488563891,1.60018556167e-11,1.54718946573e-05,0.000139592629523,-1.3136998348e-06,-0.000401730349252,-0.000910178321444
0.0078,0.405042161867,0.453874812416,0.965456253803,-0.2932148735,-1.37517752426,-0.194554440923,0.45563303889,-0.295082565023,-0.194432776811,1.19318343541e-14,-1.15863227163e-15,-1.06387416744e-14,0.0578500216144,0.0329057346961,-0.0907557563106,0.0608085217188,0.00786527808938,-0.0688521401362,-0.0061573241763,0.000353475283534,0.00573045251639,-0.00567050606037,0.000306942766536,0.00529948926205,0.0578500216144,0.0329057346961,-0.0907557563106,0.405042161867,0.965456253803,-1.37517752426,0.00175822647377,-0.00186769152269,0.000121664112421,1.05,1.05,1.02,0.193159192971,-0.360102452587,0.038201167451,5.23876079209e-17,0.193159192971,-0.13947252758,-0.000645532488636,-0.00333610191382,0.294328541952,-0.171548380991,-0.122780160961,1.82016695556e-11,1.71348863735e-05,0.000150654181994,-1.43970281089e-06,-0.00042238851352,-0.000948990983152
0.008,0.167515331352,0.48457717344,1.17858449828,-0.291127855971,-1.35069613545,-0.226951966954,0.486460034191,-0.293001905802,-0.226947164646,1.17009660103e-14,-8.75901642942e-17,-1.14720275119e-14,0.0468303424721,0.0505591679794,-0.0973895104515,0.0550742286428,0.0214962732208,-0.076745689151,-0.00598433404529,-0.00024212993998,0.00614943230974,-0.00550928807167,-0.000243714168328,0.00568576372802,0.0468303424721,0.0505591679794,-0.0973895104515,0.167515331352,1.17858449828,-1.35069613545,0.00188286075079,-0.00187404983091,4.80230861938e-06,1.05,1.05,1.02,0.197882562158,-0.370474491085,0.0457479488848,3.16301045926e-16,0.197882562158,-0.142671860148,-0.000771169577983,-0.00399770042091,0.304787500234,-0.15313298076,-0.151654519473,2.23882471589e-11,1.89278377931e-05,0.00016227487049,-1.57332003207e-06,-0.000443508113277,-0.000987935383313
0.0082,0.176489124124,0.514125532363,1.40363178676,-0.285406331944,-1.58463216896,-0.261812266134,0.516129983789,-0.287274569179,-0.26193338308,1.13587141422e-14,1.14449904941e-15,-1.23551087188e-14,0.0553045619352,0.0590591739387,-0.114363735874,0.0639033963364,0.0258344554649,-0.0899098004622,-0.00580421145354,-0.000922606354301,0.00664622132811,-0.0053414696171,-0.000872679197296,0.00614380830543,0.0553045619352,0.0590591739387,-0.114363735874,0.176489124124,1.40363178676,-1.58463216896,0.00200445142518,-0.00186823723527,-0.0001211169456,1.05,1.05,1.02,0.202502560533,-0.379269505831,0.0486972859713,-7.25642006289e-17,0.202502560533,-0.145931933491,-0.000824197342227,-0.00425097468925,0.311278889227,-0.13472338145,-0.176555507777,2.44807147384e-11,2.08572255177e-05,0.000174466811927,-1.71467839029e-06,-0.000465081358695,-0.00102695749428
0.0084,0.0608944505789,0.542461611215,1.22140405665,-0.276386853961,-1.28672253939,-0.298740875842,0.544583693813,-0.278236244473,-0.298996918196,1.09544744311e-14,2.37915017701e-15,-1.31788990165e-14,0.0384228210277,0.0565718518012,-0.0949946728289,0.0498141154523,0.0273309336104,-0.0773136760552,-0.00556700586882,-0.00152095793777,0.00700387471475,-0.00512091778112,-0.00142569597892,0.00647323521053,0.0384228210277,0.0565718518012,-0.0949946728289,0.0608944505789,1.22140405665,-1.28672253939,0.00212208259842,-0.00184939051235,-0.000256042354233,1.05,1.05,1.02,0.207053081695,-0.387105281324,0.0544334860263,-9.74996266687e-17,0.207053081695,-0.149221916945,-0.000922188775508,-0.00475048652214,0.314853398429,-0.112069729094,-0.202783669335,2.80812002653e-11,2.29296638035e-05,0.000187241903745,-1.86388746074e-06,-0.000487099988226,-0.0010660032661
0.0086,-0.191474613288,0.568933860707,1.47683831513,-0.264017800394,-1.28969839735,-0.337138242762,0.571168428694,-0.265835235087,-0.337537106777,1.03876435521e-14,3.62563014163e-15,-1.38520651326e-14,0.0279182417969,0.0761877917147,-0.104106033512,0.0447531535257,0.0423164386712,-0.087234817047,-0.00521842364226,-0.00221378702797,0.00734470280042,-0.00479749501961,-0.00206588464174,0.00678702845245,0.0279182417969,0.0761877917147,-0.104106033512,-0.191474613288,1.47683831513,-1.28969839735,0.00223456798709,-0.00181743469241,-0.000398864015264,1.05,1.05,1.02,0.211797231145,-0.39874453487,0.0623924967333,3.49392881213e-16,0.211797231145,-0.152306110937,-0.00105647939774,-0.0054458126165,0.318816944519,-0.0872154616251,-0.231601482894,3.30070067982e-11,2.51519019147e-05,0.000200611811806,-2.02103878258e-06,-0.000509555256149,-0.00110501870572
0.0088,-0.183315249655,0.593355527432,1.63027938837,-0.24764724951,-1.4512074553,-0.37746991907,0.595695987207,-0.249418817481,-0.378018856429,9.70928855433e-15,5.01229299116e-15,-1.45540311883e-14,0.0336120116673,0.0816934038117,-0.115305415479,0.0506639733214,0.0453161557803,-0.0961418739449,-0.0048656569873,-0.00295748802178,0.00773229378155,-0.00447022313997,-0.00275295352316,0.00714391955126,0.0336120116673,0.0816934038117,-0.115305415479,-0.183315249655,1.63027938837,-1.4512074553,0.0023404597746,-0.00177156797177,-0.000548937358845,1.05,1.05,1.02,0.216369476872,-0.407557221183,0.0661569417986,1.30347975042e-16,0.216369476872,-0.155513418025,-0.00112465442353,-0.00576841916392,0.318178305928,-0.0625918008204,-0.255586505108,3.58879881406e-11,2.75308213502e-05,0.000214587957316,-2.18620520848e-06,-0.000532437920475,-0.00114394995621
0.009,-0.324761157905,0.615650579168,1.42914012443,-0.227783515506,-1.108528931,-0.419151948078,0.618089401075,-0.229494790207,-0.419857791532,8.96520896806e-15,6.35662804526e-15,-1.51480889519e-14,0.0140781171656,0.0792039865206,-0.0932821036862,0.0342625871743,0.0474180263339,-0.0818388031097,-0.00444895754934,-0.00360657624607,0.00796141616027,-0.00408392049908,-0.00335251861946,0.00735434418578,0.0140781171656,0.0792039865206,-0.0932821036862,-0.324761157905,1.42914012443,-1.108528931,0.00243882190763,-0.00171127470107,-0.000705843454463,1.05,1.05,1.02,0.220948342448,-0.416782883498,0.0737487980562,7.14849432602e-18,0.220948342448,-0.158683040173,-0.00125454439526,-0.00642925228206,0.31463549647,-0.0335162665545,-0.281119229916,4.09846038829e-11,3.00734330704e-05,0.000229181504153,-2.35944030179e-06,-0.000555738231499,-0.00118274337564
0.0092,-0.584267706756,0.635149166479,1.71300760523,-0.20430490885,-1.13279460765,-0.461636568551,0.637677586341,-0.20594165583,-0.462504725731,8.05307731037e-15,7.70716565924e-15,-1.5580444107e-14,0.00421902112736,0.0999079844309,-0.104127005558,0.0297965259421,0.0631642334072,-0.0931153211419,-0.00392204160577,-0.0043568219308,0.00818155791666,-0.00359584972019,-0.00404540526746,0.00755639159138,0.00421902112736,0.0999079844309,-0.104127005558,-0.584267706756,1.71300760523,-1.13279460765,0.00252841986164,-0.00163674697994,-0.00086815718066,1.05,1.05,1.02,0.225716147757,-0.429717275324,0.0817379662216,1.46070215091e-16,0.225716147757,-0.161652151607,-0.00139175272855,-0.00712396798627,0.310881972931,-0.00318030507821,-0.307701667853,4.65161507839e-11,3.27868744182e-05,0.000244403345278,-2.54077780234e-06,-0.000579445921116,-0.00122134561545
0.0094,-0.566335700402,0.651720940765,1.77979293571,-0.176703149828,-1.21741485648,-0.505302115575,0.654328766804,-0.178250533078,-0.506337169603,7.03864307591e-15,9.16564510724e-15,-1.60185881257e-14,0.00744190701788,0.101393615932,-0.10883552295,0.0328344207658,0.06409724913,-0.0970825339971,-0.0033993027947,-0.00511787510506,0.00841676413332,-0.00311168498852,-0.00474814659647,0.00777227030728,0.00744190701788,0.101393615932,-0.10883552295,-0.566335700402,1.77979293571,-1.21741485648,0.00260782603881,-0.00154738325033,-0.00103505402852,1.05,1.05,1.02,0.230258383876,-0.438844586182,0.0865145614515,-1.93015680988e-16,0.230258383876,-0.164793440853,-0.00147855590747,-0.00753290789903,0.302086659227,0.026699202776,-0.328785862003,5.04069512796e-11,3.56784058109e-05,0.000260264089377,-2.73023116905e-06,-0.00060355019256,-0.00125970369843
0.0096,-0.730326639149,0.66528834141,1.5692815119,-0.145643104942,-0.842813644586,-0.549406574354,0.667964515035,-0.147086190738,-0.550612340813,5.96230225527e-15,1.05349536312e-14,-1.63058068346e-14,-0.014046507305,0.099112155475,-0.08506564817,0.0147007574865,0.0668192307905,-0.0816670875229,-0.00280819204567,-0.00577586375223,0.00848061508047,-0.00256442166387,-0.00535556180831,0.00782979606862,-0.014046507305,0.099112155475,-0.08506564817,-0.730326639149,1.5692815119,-0.842813644586,0.00267617362557,-0.00144308579617,-0.00120576645844,1.05,1.05,1.02,0.234897927833,-0.450020082504,0.0955156290397,-1.14196590807e-16,0.234897927833,-0.16781650328,-0.00163355158212,-0.0083150606517,0.290494771247,0.0609812397722,-0.351476011019,5.69305883142e-11,3.87554076623e-05,0.000276774047165,-2.92779317007e-06,-0.00062803971119,-0.00129776509583
