time_s,input_voltage_v,input_current_a,switch_node_voltage_v,output_voltage_v,inductor_current_a,load_current_a,requested_gate_state,applied_gate_state,controlled_valve_conducting_state,freewheel_diode_conducting_state,stored_energy_j,semiconductor_loss_w,kcl_residual_a,energy_residual_w,controlled_junction_temperature_k,freewheel_junction_temperature_k,freewheel_recovered_charge_c,controlled_turn_off_tail_current_a
2.5e-06,120,8.87812095148,118.202707587,70.2445549171,8.85875368971,8.78056936464,1,1,1,0,0.428946874676,9.767459532,2.12061236626e-10,1.88069277181e-08,298.150059938,298.150000175,0,0
2.75e-06,120,8.84912994816,118.205248839,70.2446917234,8.86656966229,8.78058646542,1,1,1,0,0.429052224489,9.70593462491,9.24577636674e-11,1.80332640037e-08,298.15006594,298.150000192,0,0
3e-06,120,8.89362546337,118.201402647,70.2448415262,8.87438534592,8.78060519077,1,1,1,0,0.429157797566,9.78160131085,2.10667750605e-10,1.72332017829e-08,298.150071991,298.15000021,0,0
3.25e-06,120,8.86485682114,118.203925137,70.2450043223,8.88220073689,8.78062554029,1,1,1,0,0.429263597097,9.720404183,8.94491043735e-11,1.73570119155e-08,298.150078004,298.150000227,0,0
3.5e-06,120,8.90912980575,118.200097721,70.2451801086,8.8900158346,8.78064751357,1,1,1,0,0.429369619745,9.79588758287,2.0566211581e-10,1.7797503391e-08,298.150084066,298.150000245,0,0
3.75e-06,120,8.88058220343,118.202601559,70.2453688818,8.89783063532,8.78067111022,1,1,1,0,0.429475868683,9.73501362908,8.84433463966e-11,1.67862324559e-08,298.15009009,298.150000262,0,0
4e-06,120,8.92463394999,118.198792812,70.2455706387,8.90564513847,8.78069632984,1,1,1,0,0.429582340591,9.81031211315,2.04045388225e-10,1.70070746182e-08,298.150096163,298.150000279,0,0
4.25e-06,120,8.89630607419,118.20127811,70.2457853762,8.91345934033,8.78072317202,1,1,1,0,0.429689038624,9.74975687295,8.61157430088e-11,1.76297778823e-08,298.150102198,298.150000297,0,0
4.5e-06,120,8.94013786767,118.197487922,70.246013091,8.9212732403,8.78075163638,1,1,1,0,0.429795959481,9.82486893661,2.03201330762e-10,1.78055252429e-08,298.150108281,298.150000314,0,0
4.75e-06,120,8.91202841269,118.199954789,70.2462537799,8.92908683469,8.78078172249,1,1,1,0,0.429903106298,9.76462808829,8.71449822026e-11,1.79294183732e-08,298.150114328,298.150000332,0,0
5e-06,120,8.95564153054,118.196183053,70.2465074398,8.93690012287,8.78081342997,1,1,1,0,0.430010475795,9.83955234634,2.01426351293e-10,1.73569517166e-08,298.150120422,298.150000349,0,0
5.25e-06,120,8.92774919839,118.198631599,70.2467740673,8.94471310117,8.78084675841,1,1,1,0,0.430118071087,9.77962170121,8.37608801763e-11,1.71437977233e-08,298.150126479,298.150000367,0,0
5.5e-06,120,8.97114491058,118.194878208,70.2470536593,8.95252576895,8.78088170741,1,1,1,0,0.430225888914,9.85435688234,1.98180413052e-10,1.64851190955e-08,298.150132584,298.150000384,0,0
