time_s,input_voltage_v,input_current_a,switch_node_voltage_v,output_voltage_v,inductor_current_a,load_current_a,requested_gate_state,applied_gate_state,controlled_valve_conducting_state,freewheel_diode_conducting_state,stored_energy_j,semiconductor_loss_w,kcl_residual_a,energy_residual_w,controlled_junction_temperature_k,freewheel_junction_temperature_k,freewheel_recovered_charge_c,controlled_turn_off_tail_current_a
6.7e-05,120,0.000396282390902,-0.886053997543,70.3434225678,7.93238807927,8.79292782098,0,0,0,1,0.418317833085,7.06280890447,1.07674394574e-13,6.55400213267e-11,298.161389896,298.150647299,3.24718346782e-05,0
6.725e-05,120,0.000394559765304,-0.885999329318,70.3419784604,7.92035809728,8.79274730755,0,0,0,1,0.41815956784,7.05159824202,1.45519152284e-11,-1.03947883287e-10,298.161389875,298.150651682,3.242522145e-05,0
6.75e-05,120,0.000392879125855,-0.885944663063,70.3405146063,7.90832860732,8.79256432578,0,0,0,1,0.418001317455,7.04039195579,5.22846739862e-14,5.54013757613e-10,298.161389853,298.150656059,3.23785203938e-05,0
6.775e-05,120,0.000391194146943,-0.885889999029,70.3390310104,7.89629961269,8.7923788763,0,0,0,1,0.417843082008,7.02919003808,1.48053878185e-13,-2.85443326961e-10,298.161389832,298.150660428,3.2331736791e-05,0
6.8e-05,120,0.000389550651114,-0.885835337,70.3375276778,7.88427111664,8.79219095973,0,0,0,1,0.417684861575,7.0179923874,1.45519152284e-11,-1.19487210924e-09,298.161389811,298.150664791,3.22848756009e-05,0
6.825e-05,120,0.000387902492704,-0.885780677225,70.3360046134,7.87224312248,8.79200057668,0,0,0,1,0.417526656234,7.00679899837,1.47312283899e-13,-4.77238691274e-10,298.16138979,298.150669146,3.22379415043e-05,0
6.85e-05,120,0.000386295323018,-0.885726019487,70.3344618221,7.86021563346,8.79180772777,0,0,0,1,0.417368466062,6.99560977216,4.7783066566e-14,-2.59558000093e-10,298.161389768,298.150673495,3.21909388951e-05,0
6.875e-05,120,0.000384683176513,-0.885671364036,70.3328993089,7.84818865287,8.79161241362,0,0,0,1,0.417210291135,6.98442470564,1.27830255062e-13,-3.58898024147e-10,298.161389747,298.150677837,3.2143871922e-05,0
6.9e-05,120,0.000383111534497,-0.885616710656,70.3313170788,7.83616218399,8.79141463484,0,0,0,1,0.417052131532,6.97324370251,1.7779522429e-13,-3.33527693311e-10,298.161389726,298.150682171,3.20967444782e-05,0
6.925e-05,120,0.000381534609062,-0.885562059595,70.3297151366,7.82413623009,8.79121439207,0,0,0,1,0.416893987329,6.96206676178,1.45519152284e-11,4.49943901581e-11,298.161389704,298.150686499,3.20495602409e-05,0
6.95e-05,120,0.000379997712763,-0.885507410638,70.3280934874,7.81211079445,8.79101168592,0,0,0,1,0.416735858604,6.95089378961,1.60203122469e-13,-3.04687915523e-10,298.161389683,298.15069082,3.20023226598e-05,0
6.975e-05,120,0.000378455235328,-0.885452764033,70.3264521361,7.80008588033,8.79080651701,0,0,0,1,0.416577745433,6.93972478702,1.45519152284e-11,-5.98018813289e-10,298.161389662,298.150695134,3.19550349944e-05,0
7e-05,120,0.000376952320202,-0.885398119565,70.3247910877,7.78806149102,8.79059888597,0,0,0,1,0.416419647893,6.92855966254,7.736438443e-14,-1.44090468723e-10,298.161389641,298.150699441,3.19077003016e-05,0
7.025e-05,120,9.96848234573,118.110724248,70.3231146527,7.78653279499,8.79038933158,1,1,1,0,0.416390252581,11.1162285445,2.79669620795e-11,1.03003707896,298.164180201,298.153225558,0,0
7.05e-05,120,5.62067132849,118.477182344,70.3214482649,7.79437226458,8.79018103311,1,1,1,0,0.416464365513,6.12785820962,1.45519152284e-11,-5.53918889923e-10,298.16418388,298.153225564,0,0
7.075e-05,120,9.97134436249,118.110485162,70.3197952888,7.80221183407,8.7899744111,1,1,1,0,0.416538524961,11.1130579609,1.45519152284e-11,-8.33534630207e-10,298.164190678,298.15322557,0,0
7.1e-05,120,5.64909951003,118.474787964,70.3181557215,7.81005132161,8.78976946519,1,1,1,0,0.416613106668,6.15365834601,1.45519152284e-11,-1.29339898167e-09,298.164194377,298.153225577,0,0
7.125e-05,120,9.97428187458,118.110239709,70.3165295603,7.81789090406,8.78956619504,1,1,1,0,0.41668773584,11.1102338935,1.18483001188e-12,-1.01627690638e-09,298.164201176,298.153225583,0,0
7.15e-05,120,5.67745313515,118.472399867,70.3149168024,7.82573040061,8.7893646003,1,1,1,0,0.416762786009,6.17963376626,3.22053494983e-12,-6.70280888085e-10,298.164204895,298.153225589,0,0
7.175e-05,120,9.97729441599,118.10998793,70.313317445,7.83356998707,8.78916468063,1,1,1,0,0.416837884589,11.1077445861,1.45519152284e-11,-8.02824603671e-10,298.164211696,298.153225596,0,0
7.2e-05,120,5.70573261816,118.47001802,70.3117314853,7.84140948369,8.78896643566,1,1,1,0,0.416913402911,6.20577390473,1.06314956838e-12,-7.81980816905e-10,298.164215435,298.153225602,0,0
7.225e-05,120,9.98038152349,118.109729864,70.3101589205,7.84924906523,8.78876986506,1,1,1,0,0.416988970584,11.1055787737,1.49036338826e-12,-2.71321593664e-11,298.164222238,298.153225608,0,0
7.25e-05,120,5.73393837096,118.467642388,70.3085997478,7.85708855299,8.78857496848,1,1,1,0,0.417064956751,6.23206867078,1.06314956838e-12,3.95544057577e-10,298.164225996,298.153225615,0,0
7.275e-05,120,9.98354273657,118.109465549,70.3070539645,7.86492812067,8.78838174556,1,1,1,0,0.417140993205,11.1037256608,2.27817764653e-13,-5.27789617566e-10,298.164232801,298.153225621,0,0
7.3e-05,120,5.76207080306,118.465272935,70.3055215676,7.87276759063,8.78819019595,1,1,1,0,0.417217446912,6.25850842792,1.07114317416e-12,-8.0502011307e-11,298.164236579,298.153225627,0,0
7.325e-05,120,9.98677759743,118.109195024,70.3040025545,7.88060713553,8.78800031931,1,1,1,0,0.417293951835,11.1021749011,1.45519152284e-11,1.40837862206e-10,298.164243385,298.153225633,0,0
7.35e-05,120,5.79013032158,118.462909628,70.3024969222,7.88844657876,8.78781211527,1,1,1,0,0.41737087278,6.28508397407,1.21858079183e-12,-7.06628765917e-11,298.164247183,298.15322564,0,0
7.375e-05,120,9.990085651,118.108918328,70.301004668,7.89628609197,8.7876255835,1,1,1,0,0.417447845863,11.1009165784,1.89048776633e-12,2.95960088034e-10,298.164253991,298.153225646,0,0
7.4e-05,120,5.81811733128,118.460552433,70.2995257891,7.90412549954,8.78744072363,1,1,1,0,0.417525233742,6.31178652256,1.66533453694e-12,8.08814820674e-11,298.164257808,298.153225652,0,0
7.425e-05,120,9.99346644487,118.108635498,70.2980602826,7.91196497213,8.78725753532,1,1,1,0,0.417602674678,11.0999411879,2.73914224636e-12,8.2041578392e-10,298.164264619,298.153225659,0,0
7.45e-05,120,5.84603223453,118.458201315,70.2966081457,7.91980433513,8.78707601821,1,1,1,0,0.417680529192,6.338607684,1.45519152284e-11,9.69547792745e-11,298.164268455,298.153225665,0,0
7.475e-05,120,9.9969195293,118.108346573,70.2951693756,7.92764375818,8.78689617195,1,1,1,0,0.417758437676,11.0992396182,9.09938790983e-13,-5.39932681898e-10,298.164275268,298.153225671,0,0
7.5e-05,120,5.87387543138,118.455856242,70.2937439695,7.9354830677,8.78671799619,1,1,1,0,0.417836758526,6.36553944892,2.48467912911e-12,1.76914689495e-10,298.164279123,298.153225677,0,0
7.525e-05,120,10.0004444572,118.10805159,70.2923319245,7.94332243231,8.78654149056,1,1,1,0,0.417915134252,11.0988031347,1.45519152284e-11,-4.19694660969e-10,298.164285938,298.153225684,0,0
7.55e-05,120,5.90164731953,118.453517178,70.2909332378,7.95116167943,8.78636665473,1,1,1,0,0.417993921141,6.39257417118,4.04121180964e-13,-3.01787674711e-10,298.164289813,298.15322569,0,0
7.575e-05,120,10.0040407841,118.107750587,70.2895479066,7.95900097669,8.78619348832,1,1,1,0,0.418072763808,11.0986233631,7.50510764647e-14,1.96023752785e-10,298.16429663,298.153225696,0,0
7.6e-05,120,5.92934829433,118.451184092,70.288175928,7.96684015252,8.78602199099,1,1,1,0,0.418152016439,6.4197045521,3.34399175017e-13,5.50042867156e-10,298.164300524,298.153225703,0,0
7.625e-05,120,10.0077080681,118.107443601,70.2868172991,7.97467937353,8.78585216239,1,1,1,0,0.418231325745,11.0986922738,1.45519152284e-11,2.04182374133e-10,298.164307344,298.153225709,0,0
7.65e-05,120,5.95697874884,118.448856951,70.2854720172,7.98251846915,8.78568400215,1,1,1,0,0.418311043825,6.44692362525,2.98872038229e-12,-2.16460963737e-10,298.164311257,298.153225715,0,0
7.675e-05,120,10.0114458699,118.107130669,70.2841400793,7.99035760502,8.78551750991,1,1,1,0,0.418390819469,11.0990021672,1.00186525742e-12,4.68212708188e-10,298.164318079,298.153225721,0,0
7.7e-05,120,5.98453907382,118.44653572,70.2828214827,7.99819661155,8.78535268533,1,1,1,0,0.418471002704,6.47422474198,7.24753590475e-13,1.91280368281e-10,298.164322011,298.153225728,0,0
7.725e-05,120,10.015253753,118.106811829,70.2815162244,8.00603565338,8.78518952805,1,1,1,0,0.418551244389,11.0995456594,9.45021838561e-13,5.39390580812e-12,298.164328836,298.153225734,0,0
7.75e-05,120,6.01202965771,118.444220367,70.2802243016,8.01387456191,8.7850280377,1,1,1,0,0.418631892486,6.50160155748,1.95621296939e-12,1.09504419421e-11,298.164332787,298.15322574,0,0
7.775e-05,120,10.0191312831,118.106487115,70.2789457114,8.02171350082,8.78486821393,1,1,1,0,0.418712599912,11.1003156686,1.45519152284e-11,5.9224543672e-11,298.164339614,298.153225747,0,0
7.8e-05,120,6.03945088669,118.441910861,70.277680451,8.02955230248,8.78471005638,1,1,1,0,0.418793712581,6.52904801748,1.57429624892e-13,-5.88965725148e-10,298.164343584,298.153225753,0,0
7.825e-05,120,10.0230780286,118.106156566,70.2764285175,8.03739112959,8.78455356469,1,1,1,0,0.418874885453,11.1013054019,1.45519152284e-11,-4.33382713397e-10,298.164350413,298.153225759,0,0
7.85e-05,120,6.06680314466,118.439607168,70.2751899081,8.04522981549,8.78439873851,1,1,1,0,0.418956462402,6.55655834561,8.50874926073e-13,1.96918219578e-10,298.164354403,298.153225765,0,0
7.875e-05,120,10.0270935605,118.105820217,70.2739646198,8.05306852191,8.78424557747,1,1,1,0,0.419038100424,11.1025083433,1.45519152284e-11,4.26199874004e-10,298.164361235,298.153225772,0,0
7.9e-05,120,6.09408681326,118.437309256,70.2727526497,8.06090708317,8.78409408121,1,1,1,0,0.419120141365,6.58412703116,1.55475632369e-12,6.30951454278e-10,298.164365243,298.153225778,0,0
7.925e-05,120,10.0311774523,118.105478103,70.271553995,8.06874566003,8.78394424938,1,1,1,0,0.419202244241,11.1039182412,5.80646641879e-13,9.04387242179e-10,298.164372078,298.153225784,0,0
7.95e-05,120,6.1213022719,118.435017094,70.2703686529,8.07658408778,8.78379608161,1,1,1,0,0.419284748886,6.61174881752,3.50830475782e-14,6.3599299438e-10,298.164376105,298.153225791,0,0
7.975e-05,120,10.0353292798,118.105130262,70.2691966204,8.08442252622,8.78364957754,1,1,1,0,0.419367316323,11.1055290975,4.22772927777e-13,5.5874358959e-10,298.164382942,298.153225797,0,0
8e-05,120,6.14844989772,118.432730649,70.2680378945,8.09226081159,8.78350473682,1,1,1,0,0.419450284384,6.63941869099,1.45519152284e-11,-3.38813178902e-11,298.164386988,298.153225803,0,0
8.025e-05,120,10.0395486216,118.104776728,70.2668924726,8.10009910274,8.78336155907,1,1,1,0,0.419533316088,11.1073351564,1.45519152284e-11,2.88397777881e-11,298.164393828,298.153225809,0,0
8.05e-05,120,6.17553006568,118.43044989,70.2657603515,8.10793723686,8.78322004394,1,1,1,0,0.419616747278,6.66713187022,2.14406270516e-12,-3.23363297944e-10,298.164397893,298.153225816,0,0
8.075e-05,120,10.0438350583,118.104417537,70.2646415285,8.11577537186,8.78308019106,1,1,1,0,0.419700242958,11.1093308941,1.81188397619e-13,-4.16062583691e-10,298.164404735,298.153225822,0,0
8.1e-05,120,6.20254314848,118.428174786,70.2635360006,8.12361334588,8.78294200007,1,1,1,0,0.419784136991,6.69488379597,2.41895392605e-12,4.488054893e-10,298.164408819,298.153225828,0,0
8.125e-05,120,10.0481881734,118.104052724,70.2624437649,8.13145131587,8.78280547061,1,1,1,0,0.419868096354,11.1115110088,1.45519152284e-11,3.02275565689e-10,298.164415665,298.153225835,0,0
8.15e-05,120,6.22948951664,118.425905305,70.2613648186,8.13928912092,8.78267060232,1,1,1,0,0.419952452944,6.72267012138,6.30606677987e-13,2.58148537269e-10,298.164419767,298.153225841,0,0
8.175e-05,120,10.0526075526,118.103682324,70.2602991586,8.14712691707,8.78253739482,1,1,1,0,0.4200368757,11.1138704111,1.523670079e-12,-1.55772747132e-10,298.164426615,298.153225847,0,0
8.2e-05,120,6.25636953851,118.423641417,70.2592467821,8.1549645443,8.78240584776,1,1,1,0,0.420121694562,6.7504867027,1.45519152284e-11,-1.18964083376e-10,298.164430737,298.153225853,0,0
8.225e-05,120,10.0570927841,118.103306372,70.2582076862,8.16280215775,8.78227596077,1,1,1,0,0.42020658042,11.1164042151,2.6645352591e-13,-5.93980160196e-10,298.164437588,298.15322586,0,0
8.25e-05,120,6.28318358022,118.42138309,70.2571818679,8.17063959832,8.78214773349,1,1,1,0,0.42029186127,6.77832959037,5.97522031853e-13,-4.42788167243e-10,298.164441728,298.153225866,0,0
8.275e-05,120,10.0616434583,118.102924901,70.2561693243,8.17847702022,8.78202116554,1,1,1,0,0.420377209941,11.1191077291,1.45519152284e-11,-5.19116000186e-10,298.164448581,298.153225872,0,0
8.3e-05,120,6.30993200575,118.419130294,70.2551700526,8.18631426529,8.78189625657,1,1,1,0,0.420462952495,6.80619502048,1.45519152284e-11,-6.05526913333e-11,298.16445274,298.153225879,0,0
8.325e-05,120,10.0662591682,118.102537947,70.2541840496,8.19415148681,8.7817730062,1,1,1,0,0.420548763689,11.121976448,3.19744231092e-13,-1.85534096767e-10,298.164459597,298.153225885,0,0
8.35e-05,120,6.33661517693,118.416882999,70.2532113126,8.20198852755,8.78165141408,1,1,1,0,0.420634967664,6.83407940662,9.50350909079e-13,-6.66784336079e-12,298.164463774,298.153225891,0,0
8.375e-05,120,10.0709395091,118.102145544,70.2522518386,8.20982553985,8.78153147982,1,1,1,0,0.420721241092,11.1250060448,1.24700250126e-12,4.10478942503e-10,298.164470634,298.153225897,0,0
8.4e-05,120,6.36323345343,118.414641173,70.2513056246,8.21766236741,8.78141320308,1,1,1,0,0.420807906204,6.86197933215,2.61124455392e-13,7.74933502784e-11,298.16447483,298.153225904,0,0
8.425e-05,120,10.0756840787,118.101747725,70.2503726677,8.22549916168,8.78129658347,1,1,1,0,0.420894641578,11.1281923631,1.45519152284e-11,-9.29107051711e-10,298.164481693,298.15322591,0,0
8.45e-05,120,6.3897871928,118.412404788,70.249452965,8.23333576724,8.78118162063,1,1,1,0,0.420981767546,6.88989154265,9.68114477473e-14,-4.73525298833e-10,298.164485907,298.153225916,0,0
8.475e-05,120,10.0804924769,118.101344525,70.2485465135,8.24117233464,8.78106831419,1,1,1,0,0.421068964578,11.1315314098,1.54543045028e-13,-2.72893686815e-10,298.164492773,298.153225922,0,0
8.5e-05,120,6.41627675044,118.410173812,70.2476533102,8.24900870938,8.78095666378,1,1,1,0,0.421156551119,6.91781293888,1.45519152284e-11,-1.08902687215e-09,298.164497006,298.153225929,0,0
8.525e-05,120,10.0853643059,118.100935976,70.2467733522,8.2568450411,8.78084666903,1,1,1,0,0.42124420952,11.135019348,1.45519152284e-11,-1.00033913444e-09,298.164503875,298.153225935,0,0
8.55e-05,120,6.44270247967,118.407948216,70.2459066366,8.26468117619,8.78073832957,1,1,1,0,0.421332256352,6.9457405699,1.45519152284e-11,-7.82306077557e-10,298.164508126,298.153225941,0,0
8.575e-05,120,10.0902991704,118.100522113,70.2450531603,8.27251726341,8.78063164504,1,1,1,0,0.421420375837,11.1386524905,1.84963155903e-13,-1.48047806653e-10,298.164514998,298.153225948,0,0
8.6e-05,120,6.46906473169,118.405727972,70.2442129204,8.28035315004,8.78052661505,1,1,1,0,0.421508882679,6.97367162657,1.05182529353e-12,-3.30356401956e-10,298.164519268,298.153225954,0,0
8.625e-05,120,10.0952966773,118.100102968,70.243385914,8.28818898396,8.78042323925,1,1,1,0,0.421597462959,11.1424272933,1.45519152284e-11,-6.40980324373e-10,298.164526144,298.15322596,0,0
8.65e-05,120,6.49536385561,118.403513048,70.242572138,8.29602461333,8.78032151725,1,1,1,0,0.421686429529,7.00160343533,1.08801856413e-13,-4.58075417875e-11,298.164530432,298.153225966,0,0
8.675e-05,120,10.1003564357,118.099678574,70.2417715895,8.30386018514,8.78022144869,1,1,1,0,0.421775470319,11.1463403494,1.59872115546e-14,1.0107474753e-10,298.16453731,298.153225973,0,0
8.7e-05,120,6.52160019845,118.401303416,70.2409842656,8.31169554842,8.7801230332,1,1,1,0,0.421864896335,7.02953345219,1.45519152284e-11,-1.75098650856e-10,298.164541617,298.153225979,0,0
8.725e-05,120,10.1054780569,118.099248964,70.2402101632,8.31953084932,8.7800262704,1,1,1,0,0.421954397348,11.1503883829,9.52127265919e-13,-5.14318405573e-10,298.164548499,298.153225985,0,0
8.75e-05,120,6.54777410518,118.399099047,70.2394492793,8.32736593773,8.77993115991,1,1,1,0,0.42204428253,7.05745925707,1.45519152284e-11,-9.37157252842e-10,298.164552823,298.153225992,0,0
8.775e-05,120,10.1106611548,118.098814171,70.238701611,8.33520095893,8.77983770137,1,1,1,0,0.422134243479,11.1545682438,1.45519152284e-11,-7.7509613311e-10,298.164559709,298.153225998,0,0
8.8e-05,120,6.57388591871,118.396899912,70.2379671553,8.34303576367,8.77974589441,1,1,1,0,0.422224587546,7.08537854829,1.45519152284e-11,-7.46039514887e-10,298.164564052,298.153226004,0,0
8.825e-05,120,10.1159053451,118.098374227,70.2372459091,8.35087049636,8.77965573864,1,1,1,0,0.422315008146,11.158876902,1.45519152284e-11,-4.25305407212e-10,298.164570941,298.15322601,0,0
8.85e-05,120,6.59993597988,118.394705983,70.2365378696,8.35870500864,8.7795672337,1,1,1,0,0.422405810818,7.1132891374,4.85167461761e-13,-5.25323057624e-10,298.164575302,298.153226017,0,0
8.875e-05,120,10.121210246,118.097929164,70.2358430336,8.36653944405,8.7794803792,1,1,1,0,0.422496690781,11.1633114428,1.45519152284e-11,-1.02283632952e-09,298.164582194,298.153226023,0,0
8.9e-05,120,6.62592462752,118.392517229,70.2351613982,8.37437365508,8.77939517478,1,1,1,0,0.422587951777,7.14118894415,1.45519152284e-11,-4.73660824105e-10,298.164586573,298.153226029,0,0
8.925e-05,120,10.1265754778,118.097479015,70.2344929604,8.38220778443,8.77931162005,1,1,1,0,0.422679290819,11.1678690615,3.89910326248e-13,3.06232903619e-10,298.164593469,298.153226035,0,0
8.95e-05,120,6.65185219842,118.390333625,70.2338377172,8.39004168543,8.77922971465,1,1,1,0,0.422771009859,7.16907599172,7.1054273576e-14,6.72855868245e-10,298.164597866,298.153226042,0,0
8.975e-05,120,10.1320006629,118.09702381,70.2331956655,8.39787549993,8.77914945819,1,1,1,0,0.422862807694,11.1725470591,1.70530256582e-12,-1.54119338819e-10,298.164604766,298.153226048,0,0
9e-05,120,6.67771902736,118.38815514,70.2325668024,8.40570908212,8.7790708503,1,1,1,0,0.422954984496,7.19694840217,1.45519152284e-11,2.23183017206e-10,298.164609181,298.153226054,0,0
9.025e-05,120,10.137485426,118.096563583,70.2319511249,8.41354257301,8.77899389061,1,1,1,0,0.423047240838,11.1773428373,1.45519152284e-11,1.41461278455e-10,298.164616084,298.153226061,0,0
9.05e-05,120,6.70352544711,118.385981748,70.2313486298,8.42137582762,8.77891857873,1,1,1,0,0.423139875123,7.22480439204,1.45519152284e-11,5.20769408499e-10,298.164620517,298.153226067,0,0
9.075e-05,120,10.143029394,118.096098363,70.2307593142,8.42920898612,8.77884491428,1,1,1,0,0.423232589687,11.1822538949,1.45519152284e-11,4.52735722176e-10,298.164627424,298.153226073,0,0
9.1e-05,120,6.72927178845,118.383813419,70.2301831751,8.43704190438,8.77877289689,1,1,1,0,0.423325681174,7.25264226821,1.45519152284e-11,5.64029075181e-10,298.164631876,298.153226079,0,0
9.125e-05,120,10.1486321958,118.095628183,70.2296202095,8.44487472174,8.77870252619,1,1,1,0,0.423418853675,11.187277823,1.45519152284e-11,1.01416271214e-09,298.164638786,298.153226086,0,0
9.15e-05,120,6.75495838017,118.381650127,70.2290704142,8.45270729489,8.77863380178,1,1,1,0,0.423512402084,7.28046042385,9.55679979597e-13,2.20472511775e-10,298.164643255,298.153226092,0,0
9.175e-05,120,10.1542934625,118.095153074,70.2285337863,8.46053976234,8.77856672329,1,1,1,0,0.423606032235,11.1924123016,6.00408611717e-13,2.55438031838e-10,298.16465017,298.153226098,0,0
9.2e-05,120,6.78058554911,118.379491844,70.2280103228,8.46837198162,8.77850129035,1,1,1,0,0.423700037285,7.30825733464,1.5327739078e-12,5.85469173142e-11,298.164654656,298.153226105,0,0
9.225e-05,120,10.1600128274,118.094673066,70.2275000205,8.47620409041,8.77843750256,1,1,1,0,0.423794124801,11.1976550955,7.26529947315e-13,5.84927072056e-10,298.164661575,298.153226111,0,0
9.25e-05,120,6.80615362011,118.377338543,70.2270028765,8.48403594707,8.77837535956,1,1,1,0,0.423888586213,7.33603155511,1.45519152284e-11,1.68777752191e-09,298.164666079,298.153226117,0,0
9.275e-05,120,10.1657899257,118.094188191,70.2265188877,8.49186768844,8.77831486096,1,1,1,0,0.423983130809,11.2030040508,1.45519152284e-11,1.40420444369e-09,298.164673001,298.153226123,0,0
9.3e-05,120,6.8316629161,118.375190196,70.226048051,8.49969917373,8.77825600637,1,1,1,0,0.424078048301,7.36378171511,1.45519152284e-11,1.45120460787e-10,298.164677524,298.15322613,0,0
9.325e-05,120,10.1716243949,118.093698478,70.2255903634,8.50753053895,8.77819879543,1,1,1,0,0.424173049691,11.2084570915,6.62581101096e-13,3.37457926186e-10,298.16468445,298.153226136,0,0
9.35e-05,120,6.85711375804,118.373046776,70.2251458219,8.51536164412,8.77814322774,1,1,1,0,0.424268422983,7.3915065165,1.45519152284e-11,1.05406135209e-09,298.16468899,298.153226142,0,0
9.375e-05,120,10.1775158745,118.093203959,70.2247144233,8.52319262445,8.77808930292,1,1,1,0,0.424363880881,11.2140122163,1.45519152284e-11,1.32706345912e-10,298.16469592,298.153226148,0,0
9.4e-05,120,6.88250646497,118.370908256,70.2242961647,8.53102334076,8.77803702059,1,1,1,0,0.424459709693,7.41920472992,1.6187051699e-12,-7.68699340292e-11,298.164700478,298.153226155,0,0
9.425e-05,120,10.1834640061,118.092704663,70.2238910429,8.53885392746,8.77798638037,1,1,1,0,0.424555623814,11.2196674951,1.59339208494e-12,1.91985099693e-10,298.164707412,298.153226161,0,0
9.45e-05,120,6.907841354,118.368774611,70.2234990549,8.54668424618,8.77793738187,1,1,1,0,0.424651907865,7.44687519175,1.45519152284e-11,6.96193320007e-10,298.164711988,298.153226167,0,0
9.475e-05,120,10.1894684332,118.09220062,70.2231201977,8.55451443053,8.77789002471,1,1,1,0,0.424748277923,11.2254210663,1.45519152284e-11,7.18121308946e-10,298.164718925,298.153226174,0,0
9.5e-05,120,6.93311874035,118.366645812,70.222754468,8.56234434292,8.7778443085,1,1,1,0,0.424845016932,7.4745168012,1.96820337806e-12,1.11998084418e-10,298.164723519,298.15322618,0,0
9.525e-05,120,10.1955288016,118.091691862,70.222401863,8.57017411618,8.77780023287,1,1,1,0,0.424941842641,11.231271134,1.45519152284e-11,3.19026489254e-10,298.164730461,298.153226186,0,0
9.55e-05,120,6.95833893732,118.364521834,70.2220623794,8.57800361352,8.77775779742,1,1,1,0,0.425039036327,7.50212851746,1.49924517245e-12,9.99905453575e-11,298.164735072,298.153226192,0,0
9.575e-05,120,10.2016447589,118.091178416,70.2217360142,8.58583296698,8.77771700177,1,1,1,0,0.425136317402,11.2372159648,1.36046729438e-12,-4.40565552789e-10,298.164742018,298.153226199,0,0
9.6e-05,120,6.98350225634,118.36240265,70.2214227643,8.59366204055,8.77767784554,1,1,1,0,0.425233965483,7.52970935707,1.45519152284e-11,5.64842226811e-10,298.164746646,298.153226205,0,0
9.625e-05,120,10.2078159548,118.090660313,70.2211226267,8.60149096549,8.77764032834,1,1,1,0,0.425331701637,11.2432538857,1.45519152284e-11,2.96258243632e-10,298.164753596,298.153226211,0,0
9.65e-05,120,7.00860900694,118.360288235,70.2208355982,8.60931960657,8.77760444977,1,1,1,0,0.425429803833,7.55725839132,8.45545855555e-13,-3.432041977e-10,298.164758243,298.153226217,0,0
9.675e-05,120,10.2140420409,118.090137582,70.2205616757,8.61714809428,8.77757020946,1,1,1,0,0.425527994779,11.2493832809,1.45519152284e-11,-6.34258270904e-12,298.164765197,298.153226224,0,0
9.7e-05,120,7.0336594968,118.358178563,70.2203008562,8.62497629417,8.77753760702,1,1,1,0,0.425626550809,7.58477474385,1.45519152284e-11,-5.35324822665e-11,298.16476986,298.15322623,0,0
9.725e-05,120,10.2203226711,118.089610252,70.2200531365,8.63280433593,8.77750664206,1,1,1,0,0.425725196262,11.2556025903,1.33049127271e-12,-3.65376132128e-10,298.164776819,298.153226236,0,0
9.75e-05,120,7.05865403173,118.356073606,70.2198185136,8.64063208591,8.7774773142,1,1,1,0,0.425824205843,7.61225758826,1.45519152284e-11,1.99628725009e-10,298.1647815,298.153226243,0,0
9.775e-05,120,10.226657501,118.089078353,70.2195969842,8.64845967304,8.77744962303,1,1,1,0,0.425923305516,11.2619103063,1.45519152284e-11,4.5433492038e-10,298.164788463,298.153226249,0,0
9.8e-05,120,7.08359291569,118.353973341,70.2193885455,8.65628696442,8.77742356818,1,1,1,0,0.426022768367,7.63970614589,1.41175959811e-12,4.92119366091e-10,298.164793161,298.153226255,0,0
9.825e-05,120,10.2330461881,118.088541912,70.2191931941,8.6641140882,8.77739914926,1,1,1,0,0.426122321973,11.268304972,1.45519152284e-11,8.83895821119e-10,298.164800128,298.153226261,0,0
9.85e-05,120,7.10847645081,118.351877742,70.219010927,8.67194091228,8.77737636587,1,1,1,0,0.426222237811,7.66711968369,7.1054273576e-13,7.48750020318e-10,298.164804844,298.153226268,0,0
9.875e-05,120,10.2394883922,118.08800096,70.218841741,8.67976756403,8.77735521763,1,1,1,0,0.426322245065,11.2747851792,1.46727074934e-12,4.4861575392e-10,298.164811815,298.153226274,0,0
9.9e-05,120,7.13330493738,118.349786783,70.2186856332,8.68759391211,8.77733570415,1,1,1,0,0.426422613608,7.69449751213,2.79598566522e-12,1.3042952135e-10,298.164816549,298.15322628,0,0
9.925e-05,120,10.2459837746,118.087455524,70.2185426002,8.69542008314,8.77731782503,1,1,1,0,0.426523074221,11.2813495661,2.46025422257e-12,-1.16307788053e-10,298.164823524,298.153226286,0,0
9.95e-05,120,7.15807867389,118.347700439,70.2184126391,8.70324594654,8.77730157989,1,1,1,0,0.426623895188,7.7218389833,5.44453371276e-13,4.74067399919e-11,298.164828275,298.153226293,0,0
9.975e-05,120,10.2525319989,118.086905633,70.2182957466,8.71107162817,8.77728696833,1,1,1,0,0.426724808873,11.2879968156,2.49933407304e-12,1.50676996921e-10,298.164835255,298.153226299,0,0
0.0001,120,7.18279795701,118.345618685,70.2181919197,8.71889699821,8.77727398996,1,1,1,0,0.42682608198,7.74914348898,1.45519152284e-11,-2.70183181383e-10,298.164840023,298.153226305,0,0
0.00010025,120,10.2591327304,118.086351314,70.2181011551,8.72672218176,8.77726264439,1,1,1,0,0.426927448449,11.294725653,1.33759670007e-12,4.33409818451e-10,298.164847007,298.153226311,0,0
0.0001005,120,7.20746308161,118.343541496,70.2180234498,8.73454704975,8.77725293123,1,1,1,0,0.427029173414,7.77641045888,1.45519152284e-11,1.17863618171e-09,298.164851793,298.153226318,0,0
