schema,accepted,status,family,fidelity,application,accepted_steps,event_count,maximum_kcl_residual_a,relative_charge_residual,relative_energy_residual,specification_signature,deterministic_signature,checkpoint_signature,final_snapshot_signature,exact_split_restart
aimora_converter_system_result_v1,true,ok,BuckChopper,SwitchingDetailed,StandaloneConversion,1200,14,2.1849106551785624e-10,2.1849106551785624e-10,0.0009776865331253314,e21bd0f5def342777a9860fd2988419d058e4bf0c18a88d7b1b8942c520a7452,c34e01e66bc2130da357d99e264835cb4bcec3ab1ba4af28e1113faf9546c796,49e431af27d4bfc9e1d2ddc909d5c475cfe7bf201b9f86e969188c78fdd97242,4ffc01fa942e351b21e70ae0500ca72c8ba8d2280027389c6e7944fa8c3241e5,true
