time_s,bus_v_pu,source_node_v_pu,source_v_pu,load_conductance_pu,inverter_p_pu,inverter_q_pu,id_pu,iq_pu,id_ref_pu,iq_ref_pu,p_ref_pu,q_ref_pu
0.000540000,1.027970758,1.049474260,1.050000000,0.843000000,0.350372978,0.050053283,0.350372978,-0.050053283,0.350000000,-0.050000000,0.350000000,0.050000000
0.000560000,1.027900454,1.049474205,1.050000000,0.843000000,0.350230961,0.050032994,0.350230961,-0.050032994,0.350000000,-0.050000000,0.350000000,0.050000000
0.000580000,1.027832694,1.049474160,1.050000000,0.843000000,0.350103227,0.050014747,0.350103227,-0.050014747,0.350000000,-0.050000000,0.350000000,0.050000000
0.000600000,1.027767368,1.049474125,1.050000000,0.843000000,0.349988436,0.049998348,0.349988436,-0.049998348,0.350000000,-0.050000000,0.350000000,0.050000000
0.000620000,1.027704376,1.049474099,1.050000000,0.843000000,0.349885374,0.049983625,0.349885374,-0.049983625,0.350000000,-0.050000000,0.350000000,0.050000000
0.000640000,1.027643621,1.049474080,1.050000000,0.843000000,0.349792939,0.049970420,0.349792939,-0.049970420,0.350000000,-0.050000000,0.350000000,0.050000000
0.000660000,1.027585014,1.049474068,1.050000000,0.843000000,0.349710129,0.049958590,0.349710129,-0.049958590,0.350000000,-0.050000000,0.350000000,0.050000000
0.000680000,1.027528466,1.049474062,1.050000000,0.843000000,0.349636035,0.049948005,0.349636035,-0.049948005,0.350000000,-0.050000000,0.350000000,0.050000000
0.000700000,1.027473896,1.049474062,1.050000000,0.843000000,0.349569835,0.049938548,0.349569835,-0.049938548,0.350000000,-0.050000000,0.350000000,0.050000000
0.000720000,1.027421227,1.049474066,1.050000000,0.843000000,0.349510779,0.049930111,0.349510779,-0.049930111,0.350000000,-0.050000000,0.350000000,0.050000000
0.000740000,1.027370383,1.049474075,1.050000000,0.843000000,0.349458190,0.049922599,0.349458190,-0.049922599,0.350000000,-0.050000000,0.350000000,0.050000000
0.000760000,1.027321295,1.049474087,1.050000000,0.843000000,0.349411451,0.049915922,0.349411451,-0.049915922,0.350000000,-0.050000000,0.350000000,0.050000000
0.000780000,1.027273895,1.049474102,1.050000000,0.843000000,0.349370005,0.049910001,0.349370005,-0.049910001,0.350000000,-0.050000000,0.350000000,0.050000000
0.000800000,1.027228120,1.049474120,1.050000000,0.843000000,0.349333343,0.049904763,0.349333343,-0.049904763,0.350000000,-0.050000000,0.350000000,0.050000000
0.000820000,1.027183907,1.049474141,1.050000000,0.843000000,0.349301008,0.049900144,0.349301008,-0.049900144,0.350000000,-0.050000000,0.350000000,0.050000000
0.000840000,1.027141200,1.049474163,1.050000000,0.843000000,0.349272581,0.049896083,0.349272581,-0.049896083,0.350000000,-0.050000000,0.350000000,0.050000000
0.000860000,1.027099941,1.049474188,1.050000000,0.843000000,0.349247684,0.049892526,0.349247684,-0.049892526,0.350000000,-0.050000000,0.350000000,0.050000000
0.000880000,1.027060079,1.049474213,1.050000000,0.843000000,0.349225975,0.049889425,0.349225975,-0.049889425,0.350000000,-0.050000000,0.350000000,0.050000000
0.000900000,1.027021561,1.049474240,1.050000000,0.843000000,0.349207144,0.049886735,0.349207144,-0.049886735,0.350000000,-0.050000000,0.350000000,0.050000000
