time_s,phase_a_v_pu,phase_b_v_pu,phase_c_v_pu,v_ab_pu,v_bc_pu,v_ca_pu
0.01035,-0.109734310981,0.915662592424,-0.805928281443,-1.02539690341,1.72159087387,-0.696193970461
0.0104,-0.125333233439,0.921863150667,-0.796529917228,-1.04719638411,1.71839306789,-0.671196683789
0.01045,-0.140901231797,0.927836252971,-0.786935021174,-1.06873748477,1.71477127415,-0.646033789378
0.0105,-0.156434464884,0.933580425564,-0.77714596068,-1.09001489045,1.71072638624,-0.620711495796
0.01055,-0.171929100107,0.939094251156,-0.767165151048,-1.11102335126,1.7062594022,-0.595236050941
0.0106,-0.187381314398,0.944376369293,-0.756995054895,-1.13175768369,1.70137142419,-0.569613740496
0.01065,-0.202787295154,0.949425476692,-0.746638181539,-1.15221277185,1.69606365823,-0.543850886385
0.0107,-0.218143241178,0.954240327562,-0.736097086384,-1.17238356874,1.69033741395,-0.517953845205
0.01075,-0.233445363622,0.958819733909,-0.725374370287,-1.19226509753,1.6841941042,-0.491929006664
0.0108,-0.248689886916,0.963162565834,-0.714472678918,-1.21185245275,1.67763524475,-0.465782792002
0.01085,-0.263873049701,0.967267751809,-0.703394702107,-1.23114080151,1.67066245392,-0.439521652406
0.0109,-0.27899110576,0.971134278939,-0.692143173178,-1.2501253847,1.66327745212,-0.413152067418
0.01095,-0.294040324938,0.974761193216,-0.680720868278,-1.26880151815,1.65548206149,-0.38668054334
0.011,-0.309016994066,0.978147599756,-0.66913060569,-1.28716459382,1.64727820545,-0.360113611624
0.01105,-0.323917417874,0.981292663011,-0.657375245137,-1.30521008089,1.63866790815,-0.333457827262
0.0111,-0.338737919907,0.984195606985,-0.645457687078,-1.32293352689,1.62965329406,-0.306719767172
0.01115,-0.353474843426,0.98685571542,-0.633380871994,-1.34033055885,1.62023658741,-0.279906028568
0.0112,-0.368124552317,0.989272331974,-0.621147779657,-1.35739688429,1.61042011163,-0.253023227341
0.01125,-0.382683431982,0.991444860382,-0.6087614284,-1.37412829236,1.60020628878,-0.226077996418
0.0113,-0.397147890238,0.993372764607,-0.596224874369,-1.39052065484,1.58959763898,-0.199076984132
0.01135,-0.411514358194,0.995055568966,-0.583541210773,-1.40656992716,1.57859677974,-0.172026852579
0.0114,-0.425779291139,0.996492858253,-0.570713567114,-1.42227214939,1.56720642537,-0.144934275974
0.01145,-0.439939169416,0.997684277838,-0.557745108422,-1.43762344725,1.55542938626,-0.117805939006
0.0115,-0.453990499286,0.998629533756,-0.54463903447,-1.45262003304,1.54326856823,-0.0906485351848
0.01155,-0.467929813793,0.999328392779,-0.531398578987,-1.46725820657,1.53072697177,-0.063468765194
0.0116,-0.48175367362,0.999780682475,-0.518027008855,-1.4815343561,1.51780769133,-0.0362733352351
0.01165,-0.495458667937,0.999986291247,-0.50452762331,-1.49544495918,1.50451391456,-0.00906895537354
0.0117,-0.509041415241,0.999945168366,-0.490903753124,-1.50898658361,1.49084892149,0.0181376621171
0.01175,-0.522498564193,0.999657323976,-0.477158759782,-1.52215588817,1.47681608376,0.045339804411
0.0118,-0.535826794443,0.9991228291,-0.463296034657,-1.53494962354,1.46241886376,0.0725307597866
0.01185,-0.549022817449,0.998341815616,-0.449318998167,-1.54736463306,1.44766081378,0.0997038192825
0.0119,-0.56208337729,0.997314476227,-0.435231098937,-1.55939785352,1.43254557516,0.126852278353
0.01195,-0.575005251468,0.996041064415,-0.421035812946,-1.57104631588,1.41707687736,0.153969438522
0.012,-0.587785251705,0.994521894374,-0.406736642669,-1.58230714608,1.40125853704,0.181048609036
0.01205,-0.600420224725,0.992757340937,-0.392337116211,-1.59317756566,1.38509445715,0.208083108514
0.0121,-0.61290705304,0.990747839481,-0.377840786441,-1.60365489252,1.36858862592,0.235066266599
0.01215,-0.62524265571,0.98849388582,-0.36325123011,-1.61373654153,1.35174511593,0.261991425601
0.0122,-0.637423989111,0.985996036085,-0.348572046973,-1.6234200252,1.33456808306,0.288851942138
0.01225,-0.649448047681,0.983254906581,-0.3338068589,-1.63270295426,1.31706176548,0.315641188781
0.0123,-0.661311864662,0.980271173641,-0.318959308979,-1.6415830383,1.29923048262,0.342352555683
0.01235,-0.673012512837,0.977045573458,-0.304033060621,-1.65005808629,1.28107863408,0.368979452215
0.0124,-0.684547105244,0.9735789019,-0.289031796655,-1.65812600714,1.26261069856,0.395515308589
0.01245,-0.695912795896,0.969872014315,-0.273959218418,-1.66578481021,1.24383123273,0.421953577478
0.0125,-0.707106780479,0.965925825323,-0.258819044844,-1.6730326058,1.22474487017,0.448287735636
