time_s,terminal_power_w,cumulative_supplied_energy_j,maximum_kcl_residual_a,fault_closed
0.00073,851375.302207,651.994988341,3.18323145621e-12,0
0.00074,850054.357154,660.502136638,3.18323145621e-12,0
0.00075,205703269.779,1693.26875732,3.18323145621e-12,1
0.00076,258684161.834,4015.20591539,3.18323145621e-12,1
0.00077,293786995.064,6777.56169988,3.18323145621e-12,1
0.00078,340749405.281,9950.2437016,3.18323145621e-12,1
0.00079,376411203.883,13536.0467474,3.18323145621e-12,1
0.0008,420986441.158,17523.0349726,3.63797880709e-12,1
0.00081,458283715.238,21919.3857546,3.63797880709e-12,1
0.00082,501760545.053,26719.6070561,3.63797880709e-12,1
0.00083,540479299.858,31930.8062806,3.86535248253e-12,1
0.00084,583293124.768,37549.6684037,3.86535248253e-12,1
0.00085,622952735.194,43580.8977036,3.86535248253e-12,1
0.00086,665234815.611,50021.8354576,3.86535248253e-12,1
0.00087,705390249.933,56874.9607853,3.86535248253e-12,1
0.00088,747166587.758,64137.7449738,5.45696821064e-12,1
0.00089,787476205.622,71810.9589407,5.45696821064e-12,1
0.0009,828739996.136,79892.0399494,5.45696821064e-12,1
0.00091,868961079.889,88380.5453296,5.45696821064e-12,1
0.00092,909698302.903,97273.8422435,5.45696821064e-12,1
0.00093,949665112.295,106570.65932,5.45696821064e-12,1
0.00094,989862717.714,116268.29847,5.45696821064e-12,1
0.00095,1029464581.01,126364.934963,1.09139364213e-11,1
0.00096,1069112416.26,136857.81995,1.09139364213e-11,1
0.00097,1108276390.11,147744.763981,1.09139364213e-11,1
0.00098,1147367074.36,159022.981304,1.09139364213e-11,1
0.00099,1186045419.37,170690.043772,1.09139364213e-11,1
0.001,1224573698.8,182743.139363,1.09139364213e-11,1
0.00101,1262735241.03,195179.684062,1.09139364213e-11,1
0.00102,1300697340.03,207996.846968,1.09139364213e-11,1
0.00103,1338321667.39,221191.942005,1.09139364213e-11,1
0.00104,1375714774.06,234762.124212,1.09139364213e-11,1
0.00105,1412788400.14,248704.640083,1.09139364213e-11,1
0.00106,1449610295.79,263016.633563,1.09139364213e-11,1
0.00107,1486124151.77,277695.305801,1.45519152284e-11,1
0.00108,1522372957.69,292737.791348,1.45519152284e-11,1
0.00109,1558320765.49,308141.259964,1.45519152284e-11,1
0.0011,1593994776.14,323902.837672,1.45519152284e-11,1
0.00111,1629372000.33,340019.671554,1.45519152284e-11,1
0.00112,1664469577.11,356488.879441,1.45519152284e-11,1
0.00113,1699272754.13,373307.591098,1.45519152284e-11,1
0.00114,1733792260.49,390472.916171,1.45519152284e-11,1
0.00115,1768018572.69,407981.970337,1.45519152284e-11,1
0.00116,1801958337.06,425831.854885,1.45519152284e-11,1
0.00117,1835605344.93,444019.673295,1.45519152284e-11,1
0.00118,1868963642.04,462542.51823,1.81898940355e-11,1
0.00119,1902029118.25,481397.482032,1.81898940355e-11,1
0.0012,1934804162.54,500581.648436,1.81898940355e-11,1
0.00121,1967285991.4,520092.099205,2.18278728426e-11,1
0.00122,1999475938.12,539925.908853,2.18278728426e-11,1
0.00123,2031372056.76,560080.148827,2.18278728426e-11,1
0.00124,2062975007.86,580551.88415,2.18278728426e-11,1
0.00125,-19986014858.7,490936.684896,2.18278728426e-11,0
0.00126,-12257971611.4,329716.752545,2.18278728426e-11,0
0.00127,-6020509278.9,238324.348094,2.18278728426e-11,0
0.00128,-4263819826.21,186902.702568,2.18278728426e-11,0
0.00129,-2399533322.11,153585.936827,2.18278728426e-11,0
0.0013,-1840724306.73,132384.648682,2.18278728426e-11,0
0.00131,-1155845269.92,117401.800799,2.18278728426e-11,0
0.00132,-922154905.488,107011.799922,2.18278728426e-11,0
0.00133,-620362628.723,99299.2122512,2.18278728426e-11,0
0.00134,-503506443.149,93679.8668918,2.18278728426e-11,0
0.00135,-353501137.205,89394.82899,2.18278728426e-11,0
0.00136,-289384828.088,86180.3991636,2.18278728426e-11,0
0.00137,-209244171.504,83687.2541656,2.18278728426e-11,0
0.00138,-172288723.341,81779.5896914,2.18278728426e-11,0
0.00139,-127484498.249,80280.7235834,2.18278728426e-11,0
0.0014,-105489581.073,79115.8531868,2.18278728426e-11,0
0.00141,-79612284.3236,78190.3438598,2.18278728426e-11,0
0.00142,-66180761.0216,77461.3786331,2.18278728426e-11,0
0.00143,-50832835.899,76876.3106485,2.18278728426e-11,0
0.00144,-42440026.8331,76409.9463349,2.18278728426e-11,0
0.00145,-33119590.9946,76032.1482457,2.18278728426e-11,0
0.00146,-27762026.6718,75727.7401574,2.18278728426e-11,0
0.00147,-21976038.4068,75479.049832,2.18278728426e-11,0
0.00148,-18486758.693,75276.7358465,2.18278728426e-11,0
0.00149,-14818809.194,75110.2080071,2.18278728426e-11,0
0.0015,-12503076.681,74973.5985777,2.18278728426e-11,0
0.00151,-10130417.1108,74860.4311087,2.18278728426e-11,0
0.00152,-8566056.01087,74766.9487431,2.18278728426e-11,0
0.00153,-7001018.32962,74689.1133714,2.18278728426e-11,0
0.00154,-5926448.36006,74624.476038,2.18278728426e-11,0
0.00155,-4874439.31393,74570.4715996,2.18278728426e-11,0
0.00156,-4124582.01458,74525.476493,2.18278728426e-11,0
0.00157,-3404394.43546,74487.8316107,2.18278728426e-11,0
0.00158,-2873256.39323,74456.4433566,2.18278728426e-11,0
0.00159,-2371473.72923,74430.2197059,2.18278728426e-11,0
0.0016,-1989885.94308,74408.4129076,2.18278728426e-11,0
0.00161,-1634319.29333,74390.2918814,2.18278728426e-11,0
0.00162,-1356450.8242,74375.3380308,2.18278728426e-11,0
0.00163,-1100398.32561,74363.0537851,2.18278728426e-11,0
0.00164,-895443.429454,74353.0745763,2.18278728426e-11,0
0.00165,-708210.257732,74345.0563079,2.18278728426e-11,0
0.00166,-555180.187843,74338.7393556,2.18278728426e-11,0
0.00167,-416279.649265,74333.8820564,2.18278728426e-11,0
0.00168,-300689.229646,74330.297212,2.18278728426e-11,0
0.00169,-196242.051374,74327.8125556,2.18278728426e-11,0
0.0017,-107971.185894,74326.2914895,2.18278728426e-11,0
0.00171,-28437.1134546,74325.609448,2.18278728426e-11,0
0.00172,39668.1338645,74325.6656031,2.18278728426e-11,0
0.00173,100939.625213,74326.3686419,2.18278728426e-11,0
0.00174,153993.828433,74327.6433091,2.18278728426e-11,0
0.00175,201702.229089,74329.4217894,2.18278728426e-11,0
0.00176,243402.006593,74331.6473106,2.18278728426e-11,0
0.00177,280911.906616,74334.2688802,2.18278728426e-11,0
0.00178,313957.320278,74337.2432263,2.18278728426e-11,0
0.00179,343708.103278,74340.5315534,2.18278728426e-11,0
0.0018,370091.530124,74344.1005516,2.18278728426e-11,0
0.00181,393873.261542,74347.9203755,2.18278728426e-11,0
0.00182,415079.475116,74351.9651392,2.18278728426e-11,0
0.00183,434220.985717,74356.2116415,2.18278728426e-11,0
0.00184,451367.122337,74360.6395821,2.18278728426e-11,0
0.00185,466865.774479,74365.2307465,2.18278728426e-11,0
0.00186,480800.189032,74369.9690764,2.18278728426e-11,0
0.00187,493412.452309,74374.8401396,2.18278728426e-11,0
0.00188,504785.188907,74379.8311278,2.18278728426e-11,0
0.00189,515090.575071,74384.9305066,2.18278728426e-11,0
0.0019,524404.056954,74390.1279798,2.18278728426e-11,0
0.00191,532850.742058,74395.4142538,2.18278728426e-11,0
0.00192,540496.553299,74400.7809902,2.18278728426e-11,0
0.00193,547434.274509,74406.2206444,2.18278728426e-11,0
0.00194,553720.077654,74411.7264161,2.18278728426e-11,0
0.00195,559424.093985,74417.292137,2.18278728426e-11,0
0.00196,564593.492835,74422.9122249,2.18278728426e-11,0
0.00197,569282.206586,74428.5816034,2.18278728426e-11,0
0.00198,573529.521859,74434.2956621,2.18278728426e-11,0
0.00199,577377.558573,74440.0501975,2.18278728426e-11,0
0.002,580858.905979,74445.8413798,2.18278728426e-11,0
