time_s,phase_a_voltage_v,phase_b_voltage_v,phase_c_voltage_v,phase_a_current_a,phase_b_current_a,phase_c_current_a,zero_current_a,d_axis_current_a,q_axis_current_a,electromagnetic_torque_nm,shaft_mass_1_speed_rad_s,shaft_mass_2_speed_rad_s,shaft_mass_3_speed_rad_s,shaft_mass_4_speed_rad_s,shaft_mass_5_speed_rad_s,shaft_mass_6_speed_rad_s,shaft_mass_7_speed_rad_s,shaft_mass_8_speed_rad_s,shaft_coupling_1_torque_nm,shaft_coupling_2_torque_nm,shaft_coupling_3_torque_nm,shaft_coupling_4_torque_nm,shaft_coupling_5_torque_nm,shaft_coupling_6_torque_nm,shaft_coupling_7_torque_nm,terminal_power_w,rotor_port_power_w,magnetic_coenergy_j,kinetic_energy_j,elastic_energy_j,dissipated_energy_j,maximum_energy_residual_j,maximum_energy_quadrature_defect_j,event_count,control_sample_count
0.0001,12.249309367728726,-287.3829271222235,275.1336177544948,0.02268795090823386,-2.017268590254553,1.9945806393463188,0.0,-0.07915250435643273,-2.8358374629469303,-2.0110670863241635,188.49548222635556,188.49552151319625,188.49550894994488,188.49549889685886,188.49549067160095,188.49548381721667,188.49547801735196,188.4954730467156,-0.00011916642836964919,6.018120845832642e-5,5.815710436597732e-5,5.576724732603289e-5,5.329283525283557e-5,5.0864810518830295e-5,4.853892425456252e-5,1128.7826511950957,0.0,0.9666398679679479,373070.7722504886,2.2368201286581892e-14,0.2580545556537388,2.2419178654156657e-8,0.00018365479542550509,0,3
0.00011,13.473570004467703,-287.95306686283493,274.47949685836727,0.02756187692454029,-2.227796490202739,2.2002346132781985,-2.220446049250313e-16,-0.09607879608470449,-3.1297984084010304,-2.220120959787328,188.49546798390986,188.49551774216113,188.49550392340902,188.49549286501428,188.49548381723002,188.49547627740677,188.4954698975551,188.49546442993807,-0.0001569770404835913,6.796762700272962e-5,6.549585730250551e-5,6.267646637625468e-5,5.980450341187826e-5,5.7012670623857176e-5,5.435389447702721e-5,1245.7914782013,0.0,0.9824510260198995,373070.74268069747,3.9226942855287015e-14,0.2838969425652368,2.491524782669008e-8,0.00018365479542550509,0,3
0.00012000000000000002,14.6976391519531,-288.51911415298065,273.82147500102747,0.03292441574736363,-2.438515820967117,2.405591405219754,2.220446049250313e-16,-0.11462133470697178,-3.4236202161975244,-2.42924981412863,188.49545254690563,188.49551397086782,188.4954988968755,188.49548683317175,188.4954769628609,188.49546873759846,188.49546177775966,188.49545581317793,-0.0002005689887941836,7.602927759739475e-5,7.306583223100349e-5,6.978309338978583e-5,6.648753276493335e-5,6.331132830786346e-5,6.030290710641595e-5,1362.744922522472,0.0,0.9998157737863302,373070.712716781,6.645306988668682e-14,0.3097500953807507,2.740173035697957e-8,0.00018365479542550509,0,3
0.00013000000000000002,15.921499413452846,-289.08106094787564,273.1595615344227,0.03877567901360372,-2.6494277808556737,2.61065210184207,0.0,-0.13477907141244683,-3.717298766310613,-2.638466923892908,188.49543591491098,188.49551019928478,188.49549387034446,188.49548080133138,188.49547010849366,188.4954611977918,188.4954536579657,188.49544719643555,-0.0002501941639878602,8.436597835750903e-5,8.086702983085836e-5,7.708712836262954e-5,7.334192341147683e-5,6.97607840706993e-5,6.638595506676392e-5,1479.641344203304,0.0,1.0187327333936642,373070.6823585853,1.0891038351302022e-13,0.335615024210587,3.005741450352872e-8,0.00018365479542550509,0,3
0.00014000000000000001,17.145133395203604,-289.63889926101206,272.4937658658084,0.045115806749066206,-2.860533578297095,2.815417771548029,2.220446049250313e-16,-0.15655093501695472,-4.010829941754897,-2.8477855422440603,188.49541808741967,188.4955064273792,188.49548884381616,188.49547476949334,188.4954632541284,188.49545365798684,188.49544553817327,188.49543857971133,-0.0003061047600284583,9.297753582943047e-5,8.889945039503022e-5,8.458857146531606e-5,8.036767587951688e-5,7.63610379339863e-5,7.26030309668585e-5,1596.4791044967242,0.0,1.0392005363556625,373070.65160593175,1.7306003997671453e-13,0.3614927383466572,3.2467475910916144e-8,0.00018365479542550509,0,3
0.00015000000000000001,18.36852370665797,-290.19262116427274,271.8240974576148,0.05194496952681496,-3.0718344325753586,3.0198894630485444,4.440892098500626e-16,-0.17993582926528084,-4.304209628653438,-3.0572188994543317,188.49539906385118,188.49550265511704,188.49548381729076,188.49546873765775,188.4954563997652,188.49544611818368,188.49543741838244,188.49542996300818,-0.00036855328957838274,0.00010186374375559248,9.716309436733073e-5,9.228742350486652e-5,8.756478993947325e-5,8.311209001141129e-5,7.895412733442686e-5,1713.2565658908363,0.0,1.061217823120549,373070.6204586183,2.672836304253526e-13,0.38738424628251006,3.505890765892472e-8,0.00018365479542550509,0,4
0.00016,19.591652960731643,-290.74221878804383,271.1505658273122,0.05926336397216822,-3.2833315715206526,3.224068207548485,4.440892098500626e-16,-0.2049326382892256,-4.597433716275015,-3.2667802025761454,188.49537884355098,188.49549888246293,188.49547879076843,188.49546270582474,188.4954495454042,188.4954385783824,188.49542929859322,188.49542134632645,-0.0004377925989089704,0.00011102438375742985,0.00010565796204071998,0.00010018368460618099,9.493326610661434e-5,9.001394046176392e-5,8.543919111515808e-5,1829.9720921235976,0.0,1.08478324382292,373070.58891641616,4.0223653764079446e-13,0.4132905557335144,3.7654164491279785e-8,0.00018365479542550509,0,4
0.00017,20.814503774050515,-291.2876843213265,270.47318054727594,0.0670712127036801,-3.4950262312737768,3.4279550185700964,-2.220446049250313e-16,-0.23154022662689666,-4.890498097091829,-3.4764826345022333,188.49535742579053,188.4954951093803,188.4954737642494,188.49545667399445,188.49544269104544,188.495431038583,188.4954211788057,188.49541272966403,-0.0005140758819962149,0.00012045922428788325,0.00011438405381911099,0.00010827735481089285,0.00010247310457989212,9.706659010247365e-5,9.205825821745339e-5,1946.6240482056328,0.0,1.1098954582337817,373070.55697907053,5.912316729142645e-13,0.4392126736574143,4.0070425449956204e-8,0.00018365479542550509,0,4
0.00018,22.037058767197745,-291.829010011848,269.79195124465036,0.07536876870160739,-3.706919658018591,3.631550889316984,4.440892098500626e-16,-0.25975743380637195,-5.1833986668576415,-3.686339352011007,188.4953348097675,188.4954913358313,188.49546873773383,188.49545064216701,188.49543583668904,188.49542349878564,188.49541305901994,188.4954041130213,-0.0005976566967511587,0.00013016802080273449,0.00012334137017747104,0.00011656843484075807,0.00011018430583120686,0.00010427003807100821,9.881132199587861e-5,2063.2108004511865,0.0,1.136553134898747,373070.524646303,8.506536887418713e-13,0.46515160627436586,4.2535773313312486e-8,0.00018365479542550509,0,4
0.00019,23.259300564960746,-292.3661881661724,269.10688760121167,0.08415631302297585,-3.919013106692576,3.834856793669599,-4.440892098500626e-16,-0.28958307708668096,-5.47613132465509,-3.8963634850813063,188.49531099460594,188.49548756177683,188.49546371122193,188.4954446103426,188.49542898233508,188.49541595899032,188.49540493923593,188.49539549639863,-0.0006887889786520718,0.00014015051551213853,0.00013252991143991588,0.00012505692486630693,0.00011806686970497471,0.00011162428545541392,0.00010569837392612746,2179.7307164968056,0.0,1.1647549514834725,373070.4919178104,1.2004037763995189e-12,0.4911083590866733,4.5060980988220756e-8,0.00018365479542550509,0,4
0.0002,24.481211796578133,-292.8992111498087,268.4179993532305,0.09343415694019208,-4.131307841678308,4.037873684738115,-4.440892098500626e-16,-0.32101594876838924,-5.768691972963429,-4.106568135251615,188.49528597935634,188.49548378717645,188.4954586847139,188.4954385785213,188.4954221279837,188.49540841919713,188.49539681945376,188.49538687980086,-0.0007877270557300475,0.00015040643640784612,0.0001419496779966889,0.0001337428254784001,0.00012612079678531174,0.0001191293323242748,0.0001127194060333292,2296.182165328145,0.0,1.1944995943085837,373070.458793268,1.6643751899315433e-12,0.5170839368984425,4.7543676804512325e-8,0.00018365479542550509,0,5
0.00021,25.7027750959866,-293.4280713873207,267.7252962913341,0.10320263745018093,-4.343805134570827,4.240602497120646,0.0,-0.35405482163957025,-6.061076517695532,-4.316966375590154,188.49525976299591,188.49548001198852,188.4954536582099,188.49543254670326,188.49541527363493,188.49540087940616,188.4953886996735,188.49537826322833,-0.0008947256637141798,0.000160935497742265,0.0001516006706556161,0.0001426261366750392,0.00013434608754411825,0.00012678517849717963,0.00011987433016874549,2412.5635172945495,0.0,1.225785759099152,373070.4252723234,2.270959600321558e-12,0.5430793438353777,5.002676056395372e-8,0.00018365479542550509,0,5
0.00022,26.923973102067727,-293.95276136243365,267.0287882603659,0.1134621172045821,-4.556506263939218,4.443044146734635,-4.440892098500626e-16,-0.3886984489965275,-6.353280868255274,-4.527571249767438,188.49523234442867,188.49547623617008,188.4954486317101,188.4954265148886,188.4954084192889,188.49539333961744,188.49538057989517,188.49536964667703,-0.0010100399598738652,0.0001717373996046323,0.0001614828891860487,0.00015170685938814543,0.00014274274178244228,0.0001345918244251565,0.0001271632161227998,2528.8731441317395,0.0,1.2586121509274422,373070.3913545966,3.0535844573505294e-12,0.5690955833649439,5.255045419996773e-8,0.00018365479542550509,0,5
0.00023,28.144788458894713,-294.4732736181416,266.3284851592469,0.12421298885021598,-4.769412516976232,4.6451995281260166,4.440892098500626e-16,-0.42494555924252553,-6.645300937615308,-4.738395769830003,188.49520372248568,188.4954724596769,188.49544360521472,188.4954204830775,188.49540156494572,188.49538579983107,188.49537246011883,188.49536103014734,-0.0011339255383849278,0.0001828118272177992,0.00017159633455540724,0.00016098499352845685,0.00015131076024513246,0.00014254927047274712,0.00013458605550270564,2645.109418992618,0.0,1.2929774833352015,373070.35703968606,4.051281487541821e-12,0.5951336583159974,5.487629093497981e-8,0.00018365479542550509,0,5
0.00024000000000000003,29.36520381597907,-294.98960075681333,265.6243969408343,0.13545567274061204,-4.982525188245824,4.847069515505212,0.0,-0.46279485862340675,-6.937132642364091,-4.949452915671588,188.4951738959252,188.4954686824635,188.49543857872393,188.49541445127008,188.49539471060547,188.4953782600471,188.49536434034454,188.49535241363964,-0.001266638444157142,0.00019415845116721453,0.00018194100686097503,0.00017046053986136123,0.00016005014304440457,0.00015065751663995153,0.00014214284024891,2761.270716465834,0.0,1.3288804786737984,373070.3223271656,5.309286498231783e-12,0.6211945708981026,5.750653454122956e-8,0.00018365479542550509,0,5
0.00025,30.58520182851715,-295.5017354402973,264.9165336117802,0.14719061905420722,-5.195845580331796,5.048654961277589,0.0,-0.5022450285464315,-7.228771902773268,-5.16075563326482,188.49514286343287,188.4954649044831,188.4954335522379,188.49540841946646,188.49538785626822,188.49537072026558,188.49535622057235,188.49534379716115,-0.0014084351880190027,0.00020577692679030202,0.00019251690667992927,0.00018013349871992546,0.0001689608903919504,0.0001589165633777978,0.00014983356217396215,2877.355412602457,0.0,1.3663198676257842,373070.2872165893,6.87967065959295e-12,0.6472793227207557,5.993473965737461e-8,0.00018365479542550509,0,6
0.00026000000000000003,31.804765157636755,-296.009670390026,264.20490523238925,0.15941830330933127,-5.409375001682388,5.249956698373057,0.0,-0.5432947310141392,-7.5202146428343895,-5.3723168349291885,188.49511062362194,188.49546112568765,188.4954285257568,188.49540238766676,188.4953810019341,188.49536318048663,188.49534810080232,188.4953351807123,-0.001559572759896516,0.0002176668939263826,0.00020332403447356762,0.00019000387019540987,0.00017804300298165932,0.00016732641061956155,0.00015765808826401218,2993.361884930433,0.0,1.4052943899547645,373070.2517074823,8.822003468443513e-12,0.6733889148127444,6.243088921525919e-8,0.00018365479542550509,0,6
