time_s,source_a_v_pu,source_b_v_pu,source_c_v_pu,primary_a_v_pu,primary_b_v_pu,primary_c_v_pu,load_a_v_pu,load_b_v_pu,load_c_v_pu
0.00685,0.83238054993,0.0573280145215,-0.889708564789,0.738459972103,0.00515867303898,-0.771705891672,0.628128062428,-0.0543612657904,-0.634761468857
0.0069,0.823689542672,0.0729379205759,-0.896627463584,0.731785114976,0.0191078154872,-0.77851537455,0.623779777915,-0.0423488801638,-0.641425407982
0.00695,0.814795302345,0.0885298302897,-0.903325132969,0.724929703011,0.0330523589999,-0.78513288713,0.619277589753,-0.0303257976615,-0.647931335242
0.007,0.805700023469,0.104099896593,-0.909799920394,0.717895426804,0.0469886324465,-0.791556564008,0.614622606915,-0.0182954790594,-0.654277146619
0.00705,0.796405950168,0.119644277804,-0.916050228302,0.710684022529,0.0609134270355,-0.797785052108,0.609815979174,-0.00626040000149,-0.660461773525
0.0071,0.786915375615,0.13515913858,-0.922074514524,0.703297268645,0.0748230779184,-0.803816583435,0.604858890682,0.00577597879844,-0.666483194268
0.00715,0.777230641469,0.15064065086,-0.927871292656,0.695736988317,0.0887143814767,-0.80964990026,0.599752565797,0.0178111772088,-0.672340417279
0.0072,0.767354137291,0.166084994815,-0.933439132431,0.688005046108,0.102583682526,-0.815283333507,0.594498262669,0.0298417374878,-0.678031504681
0.00725,0.757288299963,0.181488359782,-0.938776660067,0.68010335037,0.116427786014,-0.820715722269,0.589097279026,0.0418651779631,-0.683555543407
0.0073,0.747035613078,0.196846945212,-0.94388255861,0.672033849927,0.130243049793,-0.825945497797,0.583550945764,0.0538780467757,-0.688910680796
0.00735,0.736598606333,0.212156961603,-0.948755568255,0.663798536431,0.144026290765,-0.830971597389,0.577860632695,0.0658778636585,-0.694096083687
0.0074,0.725979854905,0.227414631439,-0.95339448666,0.655399441039,0.157773883179,-0.835792553936,0.572027742143,0.0778611855431,-0.699109985963
0.00745,0.71518197881,0.242616190118,-0.957798169241,0.646838636738,0.171482659261,-0.840407404221,0.566053714645,0.0898255365098,-0.703951635688
0.0075,0.704207642264,0.257757886882,-0.961965529456,0.63811823501,0.185149013007,-0.844814783989,0.55994002256,0.101767485184,-0.708619354532
0.00755,0.693059553019,0.272835985744,-0.965895539071,0.629240388127,0.198769795322,-0.849013830692,0.553688175729,0.113684562927,-0.713112473021
0.0076,0.6817404617,0.28784676641,-0.969587228415,0.620207285811,0.212341423276,-0.853003284043,0.547299715087,0.125573352953,-0.71742940177
0.00765,0.670253161123,0.302786525192,-0.973039686618,0.611021157495,0.225860769791,-0.856782383243,0.540776218284,0.13743139683,-0.721569554925
0.0077,0.658600485608,0.317651575931,-0.976252061838,0.601684268977,0.23932427832,-0.860349972989,0.534119293306,0.149255295245,-0.725531433122
0.00775,0.646785310277,0.332438250896,-0.979223561471,0.592198924649,0.252728847111,-0.863705395207,0.527330584053,0.161042602884,-0.729314535191
0.0078,0.63481055035,0.347142901697,-0.981953452341,0.582567464146,0.266070949284,-0.866847600492,0.520411763969,0.172789940772,-0.732917452779
0.00785,0.622679160418,0.361761900182,-0.984441060891,0.572792264547,0.279347511703,-0.869776034374,0.513364541584,0.184494879615,-0.736339770384
0.0079,0.610394133721,0.376291639331,-0.986685773339,0.562875737012,0.29255504041,-0.87248975415,0.506190654143,0.196154063628,-0.739580171568
0.00795,0.597958501404,0.390728534148,-0.988687035837,0.552820328957,0.305690494138,-0.874988309728,0.498891873117,0.207765082409,-0.74263832739
0.008,0.585375331775,0.405069022547,-0.990444354603,0.542628520691,0.318750415076,-0.877270865814,0.491469997837,0.2193246062,-0.74551301414
0.00805,0.572647729542,0.419309566225,-0.991957296045,0.532302827552,0.331731797054,-0.879337077363,0.483926860963,0.230830246348,-0.748203990247
0.0081,0.55977883505,0.433446651542,-0.993225486867,0.521845796543,0.344631221595,-0.881186217088,0.476264322134,0.242278701929,-0.750710125457
0.00815,0.546771823507,0.447476790383,-0.994248614162,0.511260008444,0.357445720814,-0.882818045553,0.468484273393,0.253667608869,-0.753031266284
0.0082,0.533629904198,0.461396521023,-0.995026425489,0.50054807444,0.370171918723,-0.884231943976,0.460588632846,0.264993697865,-0.755166376567
0.00825,0.520356319695,0.475202408974,-0.995558728934,0.489712638204,0.382806888869,-0.88542777899,0.452579350051,0.276254632229,-0.757115391534
0.0083,0.506954345057,0.488891047842,-0.995845393159,0.478756372524,0.395347300867,-0.886405040704,0.444458399688,0.287447177031,-0.758877369665
0.00835,0.493427287019,0.502459060159,-0.995886347435,0.467681981358,0.407790272801,-0.887163702172,0.436227786905,0.298569025745,-0.760452335437
0.0084,0.479778483182,0.515903098222,-0.995681581657,0.456492196457,0.420132522956,-0.887703362678,0.427889541004,0.309616980538,-0.761839442429
0.00845,0.466011301183,0.529219844915,-0.995231146347,0.445189779398,0.432371217018,-0.888024101944,0.419445720748,0.320588767788,-0.763038804815
0.0085,0.452129137869,0.542406014529,-0.994535152643,0.433777518197,0.444503124963,-0.888125628606,0.410898408052,0.331481229454,-0.764049671637
0.00855,0.438135418455,0.555458353576,-0.993593772273,0.422258229323,0.45652546309,-0.88800812919,0.402249713263,0.342292127522,-0.764872247121
0.0086,0.424033595683,0.568373641586,-0.992407237506,0.410634754307,0.468435056041,-0.887671421755,0.393501768855,0.353018346395,-0.765505876049
0.00865,0.409827148966,0.581148691905,-0.990975841103,0.39890996173,0.480229173689,-0.887115799667,0.384656734675,0.36365768634,-0.765950852958
0.0087,0.395519583532,0.593780352479,-0.98929993624,0.387086743833,0.491904698259,-0.88634119037,0.375716791651,0.37420707682,-0.766206618556
0.00875,0.381114429559,0.606265506637,-0.98737993642,0.375168018479,0.50345895611,-0.885347993993,0.366684146998,0.384664359009,-0.766273557865
0.0088,0.366615241304,0.618601073852,-0.985216315376,0.363156725763,0.514888889914,-0.884136247224,0.357561027944,0.395026510004,-0.766151207606
0.00885,0.352025596223,0.630784010509,-0.982809606948,0.35105582995,0.526191885361,-0.882706456776,0.348349686897,0.405291414472,-0.765840043364
0.0089,0.337349094094,0.64281131065,-0.980160404956,0.338868316088,0.537364948378,-0.881058768328,0.339052395182,0.415456099676,-0.765339697875
0.00895,0.322589356124,0.654680006719,-0.97726936305,0.326597191919,0.548405526782,-0.879193794891,0.329671448177,0.425518496313,-0.764650737276
0.009,0.307750024058,0.666387170292,-0.974137194552,0.314245484496,0.559310692496,-0.877111790781,0.320209159065,0.435475684294,-0.763772890223
0.00905,0.292834759278,0.677929912802,-0.970764672278,0.301816242072,0.57007795819,-0.874813474911,0.31066786393,0.445325642839,-0.762706813298
