time_s,terminal_1_voltage_v,terminal_1_current_a,terminal_power_kw,supplied_energy_j,maximum_network_kcl_residual_a
0,0,0,0,0,0
1e-05,0.60414267531,0.012085860623,1.10972219712,0.0027743054928,7.1054273576e-15
2e-05,1.20824998643,0.0241770009507,1.11022909503,0.0138739524777,3.5527136788e-15
3e-05,1.81229818811,0.0362728917177,1.11073085078,0.0249786427284,3.5527136788e-15
4e-05,2.41626353644,0.0483730039455,1.11122749974,0.0360883249998,3.10862446895e-15
5e-05,3.02012228989,0.0604768089594,1.11171907728,0.0472029484003,3.5527136788e-15
6e-05,3.62385071018,0.0725837784045,1.11220561877,0.0583224623921,3.77475828373e-15
7e-05,4.22742506326,0.0846933842625,1.11268715956,0.0694468167911,2.6645352591e-15
8e-05,4.83082162024,0.0968050988683,1.11316373501,0.0805759617666,3.33066907388e-15
9e-05,5.43401665835,0.108918394926,1.11363538042,0.0917098478414,3.5527136788e-15
0.0001,6.03698646187,0.121032745528,1.11410213109,0.102848425891,3.5527136788e-15
0.00011,6.63970732311,0.133147624167,1.11456402229,0.113991647144,3.5527136788e-15
0.00012,7.24215554328,0.145262504758,1.11502108925,0.125139463182,3.10862446895e-15
0.00013,7.84430743352,0.15737686165,1.11547336715,0.136291825937,3.5527136788e-15
0.00014,8.44613931578,0.169490169647,1.11592089114,0.147448687695,3.33066907388e-15
0.00015,9.04762752381,0.181601904021,1.11636369632,0.158610001091,3.33066907388e-15
0.00016,9.64874840405,0.193711540534,1.11680181773,0.169775719112,3.5527136788e-15
0.00017,10.2494783166,0.205818555447,1.11723529037,0.180945795096,3.33066907388e-15
0.00018,10.8497936363,0.217922425544,1.11766414915,0.192120182728,3.77475828373e-15
0.00019,11.4496707532,0.230022628146,1.11808842893,0.203298836044,3.33066907388e-15
0.0002,12.0490860742,0.242118641126,1.11850816452,0.214481709429,2.6645352591e-15
0.00021,12.6480160234,0.25420994293,1.11892339063,0.225668757612,3.10862446895e-15
0.00022,13.2464370433,0.266296012589,1.1193341419,0.236859935672,2.6645352591e-15
0.00023,13.8443255957,0.27837632974,1.1197404529,0.248055199034,3.5527136788e-15
0.00024,14.4416581628,0.290450374642,1.12014235811,0.259254503467,3.5527136788e-15
0.00025,15.0384112476,0.302517628188,1.12053989192,0.270457805084,3.10862446895e-15
0.00026,15.6345613756,0.314577571932,1.12093308864,0.281665060343,2.88657986403e-15
0.00027,16.2300850951,0.326629688095,1.12132198247,0.292876226044,3.33066907388e-15
0.00028,16.8249589784,0.338673459588,1.12170660754,0.304091259328,3.10862446895e-15
0.00029,17.4191596227,0.35070837003,1.12208699784,0.315310117677,2.44249065418e-15
0.0003,18.0126636511,0.362733903759,1.12246318729,0.326532758913,2.88657986403e-15
0.00031,18.6054477134,0.374749545856,1.1228352097,0.337759141196,3.77475828373e-15
0.00032,19.1974884871,0.386754782155,1.12320309876,0.348989223025,3.77475828373e-15
0.00033,19.7887626785,0.398749099266,1.12356688806,0.360222963232,3.33066907388e-15
0.00034,20.379247023,0.410731984589,1.12392661105,0.371460320989,3.5527136788e-15
0.00035,20.968918287,0.42270292633,1.1242823011,0.382701255797,3.33066907388e-15
0.00036,21.5577532679,0.434661413519,1.12463399144,0.393945727495,3.5527136788e-15
0.00037,22.1457287956,0.446606936029,1.12498171518,0.405193696249,3.5527136788e-15
0.00038,22.7328217332,0.458538984589,1.1253255053,0.416445122559,3.5527136788e-15
0.00039,23.3190089779,0.470457050804,1.12566539467,0.427699967253,3.10862446895e-15
0.0004,23.9042674621,0.48236062717,1.126001416,0.438958191487,3.33066907388e-15
0.00041,24.4885741542,0.494249207092,1.12633360191,0.450219756742,3.77475828373e-15
0.00042,25.0719060592,0.506122284902,1.12666198485,0.461484624828,3.10862446895e-15
0.00043,25.6542402203,0.517979355872,1.12698659715,0.472752757875,2.88657986403e-15
0.00044,26.2355537193,0.529819916235,1.12730747101,0.484024118338,2.44249065418e-15
