time_s,receiving_voltage_phase_1_v,sending_current_phase_1_a,receiving_current_phase_1_a,receiving_voltage_phase_2_v,sending_current_phase_2_a,receiving_current_phase_2_a,receiving_voltage_phase_3_v,sending_current_phase_3_a,receiving_current_phase_3_a
0.00186,80642.2701186,1612.42563374,1794.98850015,20269.7425364,406.563412664,-1612.84540237,-89749.4250073,-1796.0083029,-405.394850729
0.00187,80243.0075627,1604.43610338,1800.73054262,20481.195159,410.788927886,-1604.86015125,-90036.5271309,-1801.75327893,-409.62390318
0.00188,79850.6455193,1596.62826826,1806.30263533,20699.7762332,415.211368513,-1597.01291039,-90315.1317666,-1807.27152571,-413.995524664
0.00189,79467.8652279,1588.92732716,1811.63106006,20929.1450809,419.765275812,-1589.35730456,-90581.5530028,-1812.63539308,-418.582901619
0.0019,79089.9192469,1581.38682527,1816.81610489,21164.3389682,424.490722081,-1581.79838494,-90840.8052446,-1817.79641123,-423.286779365
0.00191,78718.6838867,1573.96988311,1821.82787666,21406.7311032,429.358807693,-1574.37367773,-91091.3938328,-1822.78688733,-428.134622065
0.00192,78354.1080118,1566.65018983,1826.6545291,21656.9618694,434.343188814,-1567.08216024,-91332.7264549,-1827.63421548,-433.139237388
0.00193,77993.5109079,1559.45857894,1831.35833649,21911.898469,439.468230289,-1559.87021816,-91567.9168244,-1832.30917991,-438.23796938
0.00194,77638.7599684,1552.35451935,1835.90105078,22173.3767717,444.700035487,-1552.77519937,-91795.0525388,-1836.84939615,-443.467535434
0.00195,77288.5583572,1545.33840685,1840.30307404,22440.4368851,450.035625604,-1545.77116714,-92015.1537019,-1841.25614299,-448.808737703
0.00196,76941.9258987,1538.41861229,1844.59056382,22711.7030081,455.481558563,-1538.83851797,-92229.528191,-1845.52108155,-454.234060162
0.00197,76599.9571822,1531.56526718,1848.73803203,22988.4388987,461.01197511,-1531.99914364,-92436.9016016,-1849.67245781,-459.768777973
0.00198,76261.1986255,1524.78791046,1852.77356815,23269.2591159,466.632473452,-1525.22397251,-92638.6784073,-1853.70235353,-465.385182318
0.00199,75925.6379781,1518.08059649,1856.70094217,23553.9159352,472.338057538,-1518.51275956,-92835.0471083,-1857.61582863,-471.078318704
0.002,75593.5706103,1511.42701078,1860.51082336,23842.8919008,478.113610614,-1511.87141221,-93025.541168,-1861.42881539,-476.857838016
