time_s,receiving_voltage_phase_1_v,sending_current_phase_1_a,receiving_current_phase_1_a,receiving_voltage_phase_2_v,sending_current_phase_2_a,receiving_current_phase_2_a,receiving_voltage_phase_3_v,sending_current_phase_3_a,receiving_current_phase_3_a
0.00124,175.10443596,17514.3274072,2543.51102216,-54831.8097619,-1096.15953325,-17513.9456847,-127175.551108,-2545.21986399,1096.63619524
0.00125,701392.085569,16402.5737847,1448.20897415,5667.02103054,-669.471373008,-14027.8417114,-72410.4487077,-2240.88757023,-113.340420611
0.00126,708929.804198,12708.2573661,1885.13342114,-2483.83025027,494.120999291,-14178.596084,-94256.6710571,-1379.07010526,49.6766050055
0.00127,528741.312326,10027.4576639,901.388682324,54381.5642104,1298.2059135,-10574.8262465,-45069.4341162,-708.173981675,-1087.63128421
0.00128,399905.119857,8821.56538273,197.178193492,90130.0826963,1594.54907652,-7998.10239715,-9858.90967459,-384.378522975,-1802.60165393
0.00129,400519.244791,6897.94344915,439.801524874,78493.4464506,1925.28375562,-8010.38489583,-21990.0762437,-105.938219211,-1569.86892901
0.0013,294442.345402,6359.88083387,-122.968911669,104302.79275,1901.14321341,-5888.84690804,6148.44558346,-51.1074957312,-2086.055855
0.00131,277667.483031,5435.55483568,60.4861309232,94074.4315786,2007.05206896,-5553.34966063,-3024.30654616,75.8653313598,-1881.48863157
0.00132,259543.062809,4853.21728952,29.8455909717,92653.2624871,1882.82744809,-5190.86125617,-1492.27954858,-16.5487571433,-1853.06524974
0.00133,207735.232593,4520.81726149,-68.5885074765,96952.136738,1838.74512268,-4154.70465186,3429.42537383,-10.5048794686,-1939.04273476
0.00134,220835.527299,4073.09757516,224.173429338,80059.5056354,1762.00360457,-4416.71054599,-11208.6714669,-73.4864041604,-1601.19011271
0.00135,184335.470637,3828.70266632,54.9914828738,87787.8208136,1612.85904946,-3686.70941273,-2749.57414369,-196.398554164,-1755.75641627
0.00136,182457.779311,3617.30408727,323.136929139,73656.0354224,1562.48627451,-3649.15558622,-16156.8464569,-225.986755751,-1473.12070845
0.00137,172424.605607,3379.93060583,326.837646792,72441.7559077,1436.24835492,-3448.49211215,-16341.8823396,-350.158559712,-1448.83511815
0.00138,159448.918182,3253.64464582,396.660779061,69116.8946116,1333.58234777,-3188.97836365,-19833.038953,-437.430740961,-1382.33789223
0.00139,157750.714043,3095.95921634,563.306379934,60210.1522127,1276.12801896,-3155.01428086,-28165.3189967,-496.355398427,-1204.20304425
0.0014,147625.253055,2975.95458673,552.966206042,60796.2994274,1155.45606392,-2952.5050611,-27648.3103021,-614.916480926,-1215.92598855
0.00141,144230.502672,2867.5546098,695.096318763,53906.4327328,1101.88412569,-2884.61005343,-34754.8159382,-669.823294605,-1078.12865466
0.00142,138772.184489,2778.8704642,752.913678322,50892.30818,1026.25738797,-2775.44368978,-37645.6839161,-749.383113246,-1017.8461636
0.00143,134267.368478,2680.03397949,803.178677232,48915.7173163,950.34408091,-2685.34736957,-40158.9338616,-830.428543067,-978.314346326
0.00144,131022.026756,2614.48558845,903.650177245,43991.0827664,904.252633987,-2620.44053511,-45182.5088622,-881.962749473,-879.821655329
0.00145,126543.851003,2539.50498569,938.237218063,42674.0194986,841.470328722,-2530.87702005,-46911.8609032,-952.26906688,-853.480389972
0.00146,124385.813821,2471.48821817,1005.89288482,39714.7588825,790.547704612,-2487.71627643,-50294.6442411,-1010.7513405,-794.29517765
0.00147,120525.281346,2420.95675617,1064.45394852,37100.6944585,752.036794691,-2410.50562692,-53222.6974259,-1057.37491079,-742.01388917
0.00148,118316.921705,2360.4061738,1104.26515899,35637.2904438,703.396030455,-2366.3384341,-55213.2579493,-1114.73699527,-712.745808876
0.00149,115848.7751,2311.61401469,1158.13514142,33334.9145129,669.380620287,-2316.97550199,-57906.7570708,-1158.13458125,-666.698290259
0.0015,113103.740901,2270.0754191,1200.71583663,31685.0698271,636.304480392,-2262.07481801,-60035.7918315,-1199.83784717,-633.701396541
0.00151,111542.721747,2220.84258038,1237.63985963,30333.1345895,602.18391144,-2230.85443494,-61881.9929813,-1244.2110783,-606.662691789
0.00152,109139.45084,2186.23866401,1279.03424945,28712.7689592,576.938920845,-2182.78901679,-63951.7124725,-1278.72074885,-574.255379183
0.00153,107411.038313,2148.20852693,1313.2391734,27528.6263974,551.369602632,-2148.22076627,-65661.95867,-1314.13890887,-550.572527947
0.00154,105855.863518,2111.93975767,1343.96279878,26464.6530286,526.913128717,-2117.11727036,-67198.139939,-1348.8576799,-529.293060572
0.00155,103971.263154,2083.01306478,1377.54720715,25298.4529933,508.732482918,-2079.42526308,-68877.3603575,-1376.70955932,-505.969059865
0.00156,102701.98171,2051.08088263,1404.39901397,24461.4709174,488.970291728,-2054.0396342,-70219.9506986,-1406.77387658,-489.229418348
0.00157,101218.176942,2023.08572947,1430.54285667,23654.0953248,472.362656506,-2024.36353885,-71527.1428334,-1433.62593382,-473.081906496
0.00158,99845.4823034,1998.29152576,1457.68929512,22818.6173231,458.790864152,-1996.90964607,-72884.4647559,-1457.1541854,-456.372346462
0.00159,98724.8104754,1971.86531746,1478.90051938,22260.3130686,444.485195985,-1974.49620951,-73945.0259688,-1481.98765798,-445.206261372
0.0016,97473.8855061,1949.58675593,1501.8024893,21634.7278772,433.341301543,-1949.47771012,-75090.1244649,-1503.25545114,-432.694557544
0.00161,96398.1466353,1927.86788456,1522.97401463,21090.6286997,423.464427133,-1927.96293271,-76148.7007317,-1523.42885165,-421.812573994
0.00162,95401.9527303,1906.38479473,1540.89772141,20706.2306547,413.643436225,-1908.03905461,-77044.8860703,-1543.67751138,-414.124613094
0.00163,94372.2166657,1887.66457978,1560.37661006,20254.4909246,406.490189627,-1887.44433331,-78018.8305031,-1561.04071421,-405.089818493
