time_s,receiving_voltage_phase_1_minimum_v,receiving_voltage_phase_1_maximum_v,sending_current_phase_1_minimum_a,sending_current_phase_1_maximum_a,receiving_current_phase_1_minimum_a,receiving_current_phase_1_maximum_a,receiving_voltage_phase_2_minimum_v,receiving_voltage_phase_2_maximum_v,sending_current_phase_2_minimum_a,sending_current_phase_2_maximum_a,receiving_current_phase_2_minimum_a,receiving_current_phase_2_maximum_a,receiving_voltage_phase_3_minimum_v,receiving_voltage_phase_3_maximum_v,sending_current_phase_3_minimum_a,sending_current_phase_3_maximum_a,receiving_current_phase_3_minimum_a,receiving_current_phase_3_maximum_a,terminal_power_minimum_w,terminal_power_maximum_w,cumulative_supplied_energy_minimum_j,cumulative_supplied_energy_maximum_j,maximum_kcl_residual_a
0.00062,97173.6522343,97173.6528846,1943.80647096,1943.80781969,1353.52041821,1353.52045156,-29585.9947061,-29585.9928437,-590.851849755,-590.851401204,-1943.47305769,-1943.47304469,-67676.022578,-67676.0209103,-1354.73022989,-1354.72924484,591.719856874,591.719894123,1088477.51493,1088685.01976,683.942348697,684.07123192,2.95585778076e-12
0.00063,97090.1704485,97090.1711283,1942.13154972,1942.13289667,1359.0370067,1359.03704081,-29226.6260813,-29226.6241833,-583.660312724,-583.659868504,-1941.80342257,-1941.80340897,-67951.8520404,-67951.850335,-1360.24547469,-1360.24448504,584.532483666,584.532521625,1087811.64157,1088019.13546,694.823794479,694.954752696,2.95585778076e-12
0.00064,97005.3087965,97005.3095058,1940.42902649,1940.43037165,1364.53428027,1364.53431513,-28866.8420813,-28866.8401479,-576.460480589,-576.460040706,-1940.10619012,-1940.10617593,-68226.7157566,-68226.7140135,-1365.7413874,-1365.74039315,577.336802958,577.336841627,1087137.15641,1087344.63941,705.698538469,705.83157157,2.95585778076e-12
0.00065,96919.0684842,96919.0692232,1938.69892547,1938.70026881,1370.01216079,1370.0121964,-28506.6478197,-28506.6458508,-569.252455674,-569.252020134,-1938.38138446,-1938.38136968,-68500.6098201,-68500.6080394,-1371.21788991,-1371.21689107,570.132917016,570.132956394,1086454.09777,1086661.56995,716.56649474,716.701602617,2.95585778076e-12
0.00066,96831.4507375,96831.451506,1936.94127125,1936.94261276,1375.4705704,1375.47060677,-28146.0484155,-28146.0464112,-562.036340421,-562.035909231,-1936.62903012,-1936.62901475,-68773.5303384,-68773.52852,-1376.67490436,-1376.67390096,562.920928223,562.920968309,1085762.50449,1085969.96591,727.427577751,727.564760296,2.95585778076e-12
0.00067,96742.4568016,96742.4575996,1935.1560888,1935.15742846,1380.90943153,1380.90946865,-27785.0489936,-27785.0469539,-554.812237388,-554.811810554,-1934.84915199,-1934.84913603,-69045.4734325,-69045.4715766,-1382.11235323,-1382.11134526,555.700939078,555.700979872,1085062.41589,1085269.8666,738.281702353,738.420959459,2.95585778076e-12
0.00068,96652.0879412,96652.0887687,1933.3434035,1933.34474129,1386.32866688,1386.32870475,-27423.6546847,-27423.6526096,-547.580249246,-547.579826772,-1933.04177537,-1933.04175882,-69316.4352376,-69316.4333441,-1387.53015921,-1387.52914671,548.473052192,548.473093694,1084353.87176,1084561.31183,749.128783791,749.270115351,2.95585778076e-12
0.00069,96560.3454406,96560.3462977,1931.50324112,1931.50457702,1391.72819943,1391.72823806,-27061.8706249,-27061.8685145,-540.340478775,-540.34006067,-1931.20692595,-1931.20690881,-69586.4119028,-69586.4099717,-1392.92824532,-1392.92722829,541.23737029,541.237412499,1083636.91239,1083844.34188,759.968737712,760.11214362,2.95585778076e-12
0.0007,96467.2306039,96467.2314904,1929.63562779,1929.63696179,1397.10795245,1397.10799182,-26699.7019561,-26699.6998104,-533.093028871,-533.092615139,-1929.34462981,-1929.34461208,-69855.399591,-69855.3976224,-1398.30653484,-1398.3055133,533.993996208,533.994039122,1082911.57853,1083118.99751,770.801480167,770.946960317,2.95585778076e-12
0.00071,96372.7447542,96372.7456703,1927.74059008,1927.74192214,1402.46784947,1402.46788959,-26337.1538254,-26337.1516444,-525.838002534,-525.837593182,-1927.45491341,-1927.45489508,-70123.3944793,-70123.3924733,-1403.66495133,-1403.66392528,526.743032888,526.743076508,1082177.91141,1082385.31994,781.626927616,781.774481904,2.95585778076e-12
0.00072,96276.8892346,96276.8901801,1925.8181549,1925.81948502,1407.80781431,1407.80785518,-25974.2313855,-25974.2291692,-518.575502876,-518.575097909,-1925.5378036,-1925.53778469,-70390.392759,-70390.3907155,-1409.00341863,-1409.0023881,519.484583384,519.484627709,1081435.95275,1081643.3509,792.444996937,792.594625258,2.95585778076e-12
0.00073,96179.6654072,96179.6663822,1923.86834958,1923.86967774,1413.12777109,1413.12781271,-25610.9397942,-25610.9375427,-511.305633112,-511.305232535,-1923.59332764,-1923.59330814,-70656.3906354,-70656.3885545,-1414.32186087,-1414.32082587,512.218750854,512.218795884,1080685.74473,1080893.13255,803.255605425,803.407307675,2.95585778076e-12
0.00074,96081.0746539,96081.0756583,1921.89120184,1921.89252801,1418.4276442,1418.42768656,-25247.2842148,-25247.2819281,-504.028496563,-504.028100383,-1921.62151317,-1921.62149308,-70921.3843281,-70921.3822098,-1419.62020247,-1419.61916302,504.945638562,504.945684295,1079927.32999,1080134.70755,814.058670798,814.212446876,2.95585778076e-12
0.00075,24.3217539477,24.32495811,2107.94621772,2108.20508144,1574.10842922,1574.3518177,-33117.5432226,-33105.9914025,-554.144266978,-553.932987639,-2432.98231017,-2432.66182985,-78717.590885,-78705.4214609,-1467.21080748,-1466.98296054,662.119828049,662.350864451,175615907.168,175672880.27,1697.69265626,1697.8227088,2.95585778076e-12
0.00076,24.3901632148,24.3980506163,2644.68210691,2645.56058923,1518.21880325,1518.77257568,-31493.9279157,-31468.4210164,-704.67930918,-704.01435872,-2440.29302264,-2439.50412474,-75938.6287838,-75910.9401626,-1590.84790985,-1590.13123373,629.368420328,629.878558313,250242041.644,250374948.505,3826.98240032,3828.06185267,2.95585778076e-12
0.00077,30.9629679987,30.9788599757,3086.67532445,3088.09521208,1697.70261562,1698.82406887,-40995.8425582,-40943.583951,-819.260893472,-818.327745,-3098.50557477,-3096.91605923,-84941.2034434,-84885.130781,-1697.99556752,-1696.98607409,818.87167902,819.916851165,260122109.859,260439191.699,6378.80315783,6382.13255369,2.95585778076e-12
0.00078,35.7043080652,35.7264229831,3451.74326902,3453.97061442,1809.54940628,1810.90625853,-46536.1037641,-46473.9014947,-900.952007869,-899.645308154,-3573.35682677,-3571.14489268,-90545.3129267,-90477.4703142,-1785.01135597,-1783.58739297,929.478029894,930.722075283,273671944.08,274112673.16,9047.77342753,9054.89187798,3.18323145621e-12
0.00079,37.6568599851,37.6859510342,3955.42850474,3958.49629487,1813.83059395,1815.47671434,-46731.3925496,-46656.0431118,-996.791981943,-995.149161059,-3769.34882245,-3766.43913571,-90773.8357172,-90691.5296973,-1875.63175965,-1873.84025953,933.120862237,934.627850991,329144262.547,329708828.384,12061.8544607,12073.9993857,3.18323145621e-12
0.0008,44.0576192741,44.0991257226,4258.71267502,4262.47552751,1978.34998491,1980.48034954,-54402.3377009,-54304.1169933,-1037.148116,-1035.37410827,-4410.79455477,-4406.6430798,-99024.0174771,-98917.4992453,-1933.41037891,-1931.47661407,1086.08233987,1088.04675402,316025522.654,316838557.423,15287.7033867,15306.7363147,3.18323145621e-12
0.00081,46.2713126917,46.3169041901,4695.47370012,4700.41104112,1970.22204369,1972.40179164,-53685.4679807,-53586.3212139,-1110.29149973,-1108.12425747,-4632.61675709,-4628.05669543,-98620.089582,-98511.1021843,-2011.3889416,-2009.01489108,1071.72642428,1073.70935961,367771567.481,368662499.7,18706.6888374,18734.2416003,3.63797880709e-12
0.00082,50.1844543822,50.2440912044,5056.95932091,5062.70445943,2049.14680015,2051.64323227,-56884.1513504,-56769.6921638,-1138.20370348,-1135.90242218,-5025.41400226,-5019.44912731,-102582.161614,-102457.340007,-2051.53403506,-2049.02033338,1135.39384328,1137.68302701,382282343.319,383366128.554,22456.9583914,22494.3847416,4.54747350886e-12
0.00083,54.8736942132,54.9424919797,5391.11052447,5397.87589862,2122.62811565,2125.46512274,-60082.8259915,-59952.9139132,-1176.7276673,-1174.28727997,-5495.3480478,-5488.4668952,-106273.256137,-106131.405782,-2106.29170701,-2103.6227818,1199.05827826,1201.65651983,395511254.838,396819502.824,26345.9263821,26395.3128985,4.54747350886e-12
0.00084,56.6745858941,56.751348795,5785.30989639,5793.32791364,2102.83453007,2105.58379948,-58346.1769951,-58221.0346003,-1212.08521211,-1209.32708803,-5676.26990647,-5668.59208113,-105279.189974,-105141.726504,-2150.13457981,-2147.10962779,1164.42069201,1166.9235399,444729551.551,446078888.649,30547.1304141,30609.8048559,4.54747350886e-12
0.00085,61.7720662999,61.8646573535,6097.4331356,6106.28442189,2211.13460652,2214.29711671,-63108.9929228,-62964.0801332,-1221.26136421,-1218.51269325,-6187.7030285,-6178.44207132,-110714.855836,-110556.730326,-2176.53928059,-2173.53810821,1259.28160266,1262.17985846,440809196.804,442433535.215,34974.8241559,35052.3669752,4.54747350886e-12
0.00086,64.1844454527,64.2838979622,6449.71011568,6459.87304237,2188.05438365,2191.28637241,-61329.1089827,-61181.520528,-1253.14304497,-1250.19748598,-6429.67547418,-6419.72823418,-109564.31862,-109402.719182,-2221.20118314,-2217.97103135,1223.63041056,1226.58217965,487014382.043,488745211.227,39613.9420501,39708.2607074,4.54747350886e-12
0.00087,67.6582875209,67.7707486325,6791.89752696,6803.1982146,2238.70311041,2241.91883757,-63077.4730678,-62930.874582,-1260.54423889,-1257.42837282,-6778.43027822,-6767.18191784,-112095.941878,-111935.155521,-2240.78945603,-2237.37764835,1258.61749164,1261.54946136,504717639.621,506558566.741,44572.6021584,44684.7795972,4.54747350886e-12
0.00088,71.4909509078,71.6169871721,7098.51179454,7110.82345203,2276.87424225,2280.45806866,-64404.4441302,-64240.3365657,-1269.95978703,-1266.88704201,-7163.13105695,-7150.52490979,-114022.903433,-113843.712113,-2267.07367934,-2263.71462811,1284.80673131,1288.0888826,522978747.233,525067697.93,49711.0840927,49842.9109206,4.54747350886e-12
0.00089,73.8854069285,74.0192390049,7446.85238179,7460.56908763,2262.90581551,2266.36616214,-62964.9997005,-62807.1678959,-1287.83599109,-1284.54343646,-7403.40428527,-7390.01840099,-113318.308107,-113145.290775,-2295.54387393,-2291.93161032,1256.14335792,1259.29999401,564408640.219,566547379.921,55148.0210299,55300.9863098,4.54747350886e-12
0.0009,77.8425531128,77.9921891939,7749.44057154,7764.20079038,2323.94631362,2327.53799894,-65334.8729091,-65170.9035547,-1282.28058894,-1278.96864331,-7800.77876317,-7785.81216234,-116376.899947,-116197.315681,-2305.6452213,-2302.02387245,1303.41807109,1306.69745818,572573035.044,574890049.877,60832.9294063,61008.1734588,5.45696821064e-12
0.00091,80.6051841179,80.7652281719,8072.69643209,8088.6780815,2313.19116844,2316.97898682,-64187.5688384,-64014.2272612,-1295.79472787,-1292.46929567,-8078.13812175,-8062.13051547,-115848.949341,-115659.558422,-2332.13415127,-2328.49340254,1280.28454522,1283.75137677,609767398.462,612253998.574,66744.6315738,66943.8937011,5.45696821064e-12
0.00092,83.721697382,83.8928829337,8388.59033856,8405.90657916,2336.73532278,2340.36849703,-64603.8032927,-64438.1447606,-1295.04786846,-1291.56172624,-8390.96615102,-8373.84417215,-117018.424851,-116836.766139,-2344.13124009,-2340.31012917,1288.76289521,1292.07606585,632867483.137,635416807.206,72957.8059818,73182.24773,7.27595761418e-12
0.00093,87.1513205813,87.3375110661,8690.33409035,8708.71278839,2363.67439558,2367.52326834,-65369.9612183,-65194.0319091,-1293.72482316,-1290.29089898,-8735.49785683,-8716.87508454,-118376.163417,-118183.719779,-2357.40628509,-2353.65339971,1303.88063818,1307.39922437,652765797.282,655511505.4,79385.9723839,79636.889293,7.27595761418e-12
0.00094,89.774725575,89.9704358035,9006.9730749,9026.69490715,2353.730611,2357.58683036,-64168.380861,-63992.0435939,-1299.59688585,-1296.09394868,-8998.84298906,-8979.26805201,-117879.341518,-117686.53055,-2375.28950211,-2371.45058314,1279.84087188,1283.36761722,688308003.093,691160095.626,86091.3413858,86370.2472982,7.27595761418e-12
0.00095,93.2080368055,93.4174274651,9304.97928879,9325.92209863,2388.40778467,2392.20068585,-65244.2084106,-65071.1985072,-1292.52345553,-1288.94942858,-9343.61109505,-9322.66784129,-119610.034293,-119420.389234,-2382.06675891,-2378.15557426,1301.42397014,1304.88416821,704459344.602,707413585.481,93055.1781242,93363.1157037,7.27595761418e-12
0.00096,96.0293656289,96.2515982239,9610.02600287,9632.13068748,2385.96779948,2389.93964478,-64509.5251471,-64327.814324,-1293.91101048,-1290.38878206,-9627.08485435,-9604.8571502,-119496.982239,-119298.389974,-2396.43272202,-2392.58056587,1286.55628648,1290.19050294,735368852.694,738493547.472,100254.319111,100592.651368,7.27595761418e-12
0.00097,99.0267265925,99.2596331379,9911.66564529,9935.11020182,2397.56546577,2401.44874642,-64389.8710434,-64212.4385639,-1291.0485822,-1287.44279446,-9927.94850645,-9904.65319378,-120072.437321,-119878.273288,-2406.09583821,-2402.14562042,1284.24877128,1287.79742087,760535760.195,763745212.346,107733.842175,108103.845168,7.27595761418e-12
0.00098,102.168999712,102.416047331,10205.6860726,10230.2995444,2415.2065812,2419.1227279,-64668.8342715,-64490.0303489,-1285.00332552,-1281.39814053,-10243.6530541,-10218.9433512,-120956.136395,-120760.32906,-2413.6696595,-2409.72777093,1289.80060698,1293.37668543,782153847.333,785490071.768,115447.290213,115850.021588,7.27595761418e-12
0.00099,104.907397956,105.165890723,10507.0043487,10532.8604366,2411.66846875,2415.66823097,-63833.3134179,-63650.2642996,-1284.32345174,-1280.73597218,-10518.6923901,-10492.8379436,-120783.411548,-120583.423437,-2425.12557835,-2421.19961396,1273.00528599,1276.66626836,812715620.795,816189374.131,123421.637553,123858.418818,7.27595761418e-12
0.001,108.046173844,108.316835049,10797.152557,10824.290699,2430.5460309,2434.45611531,-64130.6426648,-63952.072851,-1276.93571676,-1273.28985975,-10833.8498416,-10806.7783078,-121722.805766,-121527.301545,-2430.99278597,-2427.0022818,1279.04145702,1282.6128533,833299375.629,836859272.78,131651.712536,132123.662052,7.27595761418e-12
0.00101,110.868397662,111.152311207,11092.1296596,11120.4426762,2432.66664332,2436.64968945,-63625.2565416,-63443.180687,-1273.09021152,-1269.47435014,-11117.4541669,-11089.0571341,-121832.484473,-121633.332166,-2439.71513844,-2435.76217681,1268.86361374,1272.50513083,860595990.314,864288425.572,140121.189365,140629.400544,9.09494701773e-12
0.00102,113.77592089,114.071179315,11383.2561594,11412.8377991,2439.57896558,2443.56300438,-63309.3499625,-63127.0673315,-1267.86883066,-1264.24454717,-11409.3993551,-11379.8676074,-122178.150219,-121978.948279,-2447.01710222,-2443.05052459,1262.54134663,1266.18699925,885665740.165,889471817.261,148852.498018,149398.201758,9.09494701773e-12
0.00103,116.756625572,117.064678552,11670.7524543,11701.563646,2450.88717464,2454.82425642,-63264.5868804,-63084.7497298,-1260.84709002,-1257.19866666,-11708.8091488,-11677.9976897,-122741.212821,-122544.358732,-2452.95488621,-2448.96498894,1261.6949946,1265.29173761,908411049.794,912310992.603,157822.881967,158407.115807,9.09494701773e-12
0.00104,119.513753309,119.83414878,11961.5719787,11993.5824218,2451.35356935,2455.35075262,-62650.3533989,-62467.4703053,-1256.08064365,-1252.46312222,-11985.811561,-11953.7656059,-122767.537631,-122567.678467,-2460.39777244,-2456.4422241,1249.34940611,1253.00706798,935585852.298,939613438.412,167042.866478,167666.737962,9.09494701773e-12
0.00105,122.486510341,122.818679708,12245.5772114,12278.840385,2462.50356846,2466.46325136,-62577.3576336,-62396.263308,-1248.63784395,-1245.00331403,-12284.3243444,-12251.1007643,-123323.162568,-123125.178423,-2465.75558921,-2461.77965635,1247.92526616,1251.54715267,957860258.933,961987131.571,176510.097034,177174.740812,9.09494701773e-12
0.00106,125.279026938,125.623832574,12531.9957405,12566.4631166,2465.79803002,2469.74910561,-62128.0057749,-61947.4038195,-1242.41368547,-1238.78099261,-12564.895734,-12530.4082744,-123487.455281,-123289.901501,-2471.95447225,-2467.98339953,1238.94807639,1242.5601155,983209846.729,987437853.873,186215.447562,186921.86574,9.09494701773e-12
0.00107,128.114490396,128.471236142,12815.9829305,12851.6596982,2471.29135077,2475.27012374,-61766.2173795,-61584.1080339,-1235.64611362,-1232.03401995,-12849.6930389,-12814.0113294,-123763.506187,-123564.567539,-2477.53960489,-2473.59005232,1231.68216068,1235.32434759,1007403213.53,1011749420.38,196168.512864,196917.802111,9.09494701773e-12
0.00108,130.987534752,131.356313964,13097.0442037,13133.9481421,2478.74963855,2482.6870476,-61527.7253052,-61347.6756181,-1228.10827815,-1224.48370522,-13138.2585226,-13101.3732259,-124134.35238,-123937.481928,-2482.65493828,-2478.69203632,1226.95351236,1230.5545061,1030400501.45,1034838716.05,206357.531439,207150.742793,9.09494701773e-12
0.00109,133.730331779,134.111372311,13380.043034,13418.1392267,2481.04287479,2484.98935183,-61017.4455118,-60836.9089153,-1221.45825798,-1217.84828248,-13413.8194585,-13375.7077846,-124249.467592,-124052.14374,-2488.16143305,-2484.21593479,1216.73817831,1220.34891024,1055451917.91,1059996060.57,216786.793535,217624.916676,9.09494701773e-12
0.0011,136.588134796,136.981034466,13658.4907339,13697.7916745,2488.56155985,2492.5078902,-60773.8574839,-60593.2295798,-1213.52975344,-1209.93104765,-13700.8430673,-13661.5452423,-124625.39451,-124428.077992,-2492.75673291,-2488.82280457,1211.8645916,1215.47714968,1077939873.69,1082590889.49,227453.752493,228337.851426,9.09494701773e-12
0.00111,139.345019277,139.749908483,13937.8280555,13978.3336833,2491.94269315,2495.85866952,-60331.1902316,-60152.0737064,-1206.31519852,-1202.71257996,-13977.7858465,-13937.2888281,-124792.933476,-124597.134657,-2497.83689788,-2493.89965952,1203.04147413,1206.62380463,1101973852.34,1106715479.08,238353.321123,239284.383269,9.09494701773e-12
0.00112,142.115296771,142.532193302,14215.6173263,14257.304888,2496.67740577,2500.60336359,-59945.1414416,-59765.4391414,-1198.57393844,-1194.98974906,-14256.0699741,-14214.3719831,-125030.16818,-124833.870289,-2502.32532707,-2498.40870633,1195.30878283,1198.90282883,1125219195.65,1130067155.25,249489.286363,250468.296441,9.09494701773e-12
0.00113,144.90785696,145.336534669,14491.0723612,14533.953339,2502.20249711,2506.11286781,-59613.522542,-59434.5422742,-1190.61992223,-1187.04142288,-14536.5601976,-14493.6838531,-125305.64339,-125110.124855,-2506.77988543,-2502.8694494,1188.69084548,1192.27045084,1147815846.1,1152760636.67,260854.461572,261882.435401,9.09494701773e-12
0.00114,147.62076584,148.061289759,14767.26484,14811.33102,2505.02141063,2508.91343278,-59138.085674,-58959.9783418,-1183.04154017,-1179.46740028,-14809.0902017,-14765.0289993,-125445.671639,-125251.070531,-2511.32029166,-2507.41534542,1179.19956684,1182.76171348,1171404313.51,1176441560.9,272450.56237,273528.446388,9.09494701773e-12
0.00115,150.391988842,150.844353823,15040.6071189,15085.8435839,2510.71757964,2514.61302227,-58811.3536663,-58632.9894148,-1174.7129397,-1171.15600175,-15087.4522694,-15042.2067239,-125730.651114,-125535.878982,-2515.28643448,-2511.40064058,1172.6597883,1176.22707333,1193488180.82,1198627636.16,284275.024842,285403.792374,9.09494701773e-12
0.00116,153.10696664,153.570965792,15313.7504074,15360.1671624,2513.99305829,2517.86762319,-58367.9158639,-58190.5485426,-1166.86438357,-1163.31144727,-15360.1679985,-15313.7588033,-125893.381159,-125699.652915,-2519.62867185,-2515.74743597,1163.81097085,1167.35831728,1216369230.79,1221599243.07,296324.3119,297504.92677,9.09494701773e-12
0.00117,155.820232873,156.295962426,15585.8384766,15633.4211196,2518.08157403,2521.94578809,-57959.041252,-57782.1195959,-1158.64096929,-1155.09825828,-15632.7221619,-15585.1396919,-126097.289404,-125904.078701,-2523.51944255,-2519.6499698,1155.64239192,1159.18082504,1238714294.29,1244038264.1,308599.729525,309833.114306,9.09494701773e-12
0.00118,158.544422229,159.031806148,15856.0768585,15904.8189685,2522.59473246,2526.45456904,-57580.9703915,-57404.1993336,-1150.28187103,-1146.75323592,-15906.3612509,-15857.6131113,-126322.728452,-126129.736623,-2527.37975766,-2523.52602997,1148.08398667,1151.61940783,1260596077.25,1266015911.62,321096.281383,322383.385184,9.09494701773e-12
0.00119,161.220095555,161.718972811,16126.2533517,16176.1599831,2525.50031892,2529.33989943,-57117.8140421,-56941.9956654,-1142.18611976,-1138.66249895,-16175.1316606,-16125.2339574,-126466.994972,-126275.015946,-2531.33498625,-2527.48693873,1138.83991331,1142.35628084,1282976533.23,1288484284.32,333814.144435,335155.886164,9.09494701773e-12
0.0012,163.921249238,164.431743133,16394.5398449,16445.5945522,2530.06140788,2533.89416402,-56740.4368177,-56564.8859831,-1133.58318128,-1130.07284031,-16446.4629482,-16395.4033488,-126694.708201,-126503.070394,-2534.85712234,-2531.02420574,1131.29771966,1134.80873635,1304414213.42,1310014992.89,346751.098169,348148.38255,9.09494701773e-12
0.00121,166.59023805,167.112171674,16662.1545186,16714.3580856,2533.24428446,2537.06656427,-56297.7533574,-56122.6632994,-1125.2724205,-1121.77305297,-16714.5594109,-16662.3556097,-126853.328213,-126662.214223,-2538.61760068,-2534.79693296,1122.45326599,1125.95506715,1326198485.3,1331889319.23,359904.161662,361357.904111,1.09139364213e-11
0.00122,169.251397264,169.784729521,16928.808429,16982.1582321,2536.78399514,2540.58910434,-55869.3065995,-55695.0047395,-1116.75679203,-1113.26487781,-16981.8686466,-16928.5247544,-127029.455217,-126839.199757,-2542.11459739,-2538.30236522,1113.90009479,1117.38613199,1347637235.54,1353414907.4,373273.340266,374784.425244,1.09139364213e-11
0.00123,171.915057066,172.459840371,17194.0286356,17248.511702,2540.64553561,2544.44404944,-55463.1117151,-55289.072635,-1108.10328284,-1104.6251435,-17249.4332339,-17194.9440077,-127222.202472,-127032.27678,-2545.51787185,-2541.7213021,1105.7814527,1109.2622343,1368689039.73,1374556711.04,386854.971643,388424.283336,1.09139364213e-11
0.00124,174.548396357,175.10443596,17458.70799,17514.3274072,2543.51102216,2547.2955122,-55005.2157894,-54831.8097619,-1099.62851393,-1096.15953325,-17513.9456847,-17458.3306036,-127364.77561,-127175.551108,-2549.00629265,-2545.21986399,1096.63619524,1100.10431579,1389955220.6,1395908788.56,400648.192944,402276.610834,1.45519152284e-11
0.00125,699245.549043,701392.085569,16351.9338435,16402.5737847,1448.20897415,1453.57042162,5394.48226961,5667.02103054,-672.673118859,-669.471373008,-14027.8417114,-13984.9109809,-72678.5210808,-72410.4487077,-2243.95164995,-2240.88757023,-113.340420611,-107.889645392,-8291631956.44,-8236457308.45,366415.682505,367797.994994,1.45519152284e-11
0.00126,706883.333102,708929.804198,12672.9044623,12708.2573661,1885.13342114,1886.68338191,-2616.49630383,-2483.83025027,490.794350383,494.120999291,-14178.596084,-14137.666662,-94334.1690957,-94256.6710571,-1381.13240308,-1379.07010526,49.6766050055,52.3299260765,-8985783644.18,-8931095337.51,280577.919275,281410.916991,1.45519152284e-11
0.00127,527441.730279,528741.312326,10002.4298145,10027.4576639,901.388682324,902.005941849,54266.6342588,54381.5642104,1294.37330556,1298.2059135,-10574.8262465,-10548.8346056,-45100.2970925,-45069.4341162,-710.298776222,-708.173981675,-1087.63128421,-1085.33268518,-4747269730.29,-4721648796.14,212314.198607,212745.650119,1.45519152284e-11
0.00128,399083.523411,399905.119857,8802.51258451,8821.56538273,197.178193492,198.85619806,89958.2054776,90130.0826963,1591.99421931,1594.54907652,-7998.10239715,-7981.67046822,-9942.80990298,-9858.90967459,-385.250212653,-384.378522975,-1802.60165393,-1799.16410955,-2555547544.5,-2543436354.09,175988.772856,176231.563745,1.45519152284e-11
0.00129,399725.332615,400519.244791,6886.92144665,6897.94344915,439.589097211,439.801524874,78416.4950044,78493.4464506,1923.65257702,1925.28375562,-8010.38489583,-7994.50665231,-21990.0762437,-21979.4548606,-105.938219211,-105.710514621,-1569.86892901,-1568.32990009,-2729600031.8,-2717630321.07,149683.43948,149805.825864,1.45519152284e-11
0.0013,294147.484107,294442.345402,6350.52945677,6359.88083387,-124.183530403,-122.968911669,104285.907058,104302.79275,1899.90171627,1901.14321341,-5888.84690804,-5882.94968214,6148.44558346,6209.17652016,-51.1074957312,-50.9043661889,-2086.055855,-2085.71814115,-1393172775.99,-1390484428.61,129142.865732,129191.961825,1.45519152284e-11
0.00131,277353.520185,277667.483031,5431.25556028,5435.55483568,59.4038898076,60.4861309232,94056.0787076,94074.4315786,2007.05206896,2007.37994188,-5553.34966063,-5547.0704037,-3024.30654616,-2970.19449038,75.8653313598,77.6251307835,-1881.48863157,-1881.12157415,-1252987203.54,-1249955787.24,115940.664652,115961.161927,1.45519152284e-11
0.00132,259387.039475,259543.062809,4850.86389656,4853.21728952,27.6820935536,29.8455909717,92653.2624871,92704.9123134,1882.82744809,1883.97243089,-5190.86125617,-5187.74078951,-1492.27954858,-1384.10467768,-16.5487571433,-14.1986301287,-1854.09824627,-1853.06524974,-1096009340.44,-1094985462.7,104215.958403,104216.179207,1.45519152284e-11
0.00133,207735.232593,207778.025717,4519.55126757,4520.81726149,-71.9614770567,-68.5885074765,96952.136738,97067.02273,1838.74512268,1840.08231988,-4155.56051434,-4154.70465186,3429.42537383,3598.07385283,-10.5048794686,-8.2634706018,-1941.3404546,-1939.04273476,-659189474.765,-658058787.101,95445.0837154,95445.8385694,1.45519152284e-11
0.00134,220785.897528,220835.527299,4073.09757516,4074.68484324,221.477646486,224.173429338,80059.5056354,80154.4910535,1762.00360457,1764.98056167,-4416.71054599,-4415.71795055,-11208.6714669,-11073.8823243,-73.4864041604,-69.5951603801,-1603.08982107,-1601.19011271,-746595647.248,-746589771.091,88416.1581053,88422.5957784,1.45519152284e-11
0.00135,184335.470637,184485.243556,3828.70266632,3830.28883745,51.0169177875,54.9914828738,87787.8208136,87951.2247453,1612.85904946,1615.75715157,-3689.70487112,-3686.70941273,-2749.57414369,-2550.84588937,-196.398554164,-192.865617944,-1759.02449491,-1755.75641627,-486860839.577,-485033715.304,82248.8756712,82264.4783464,1.45519152284e-11
0.00136,182457.779311,182588.696108,3617.30408727,3619.91852451,318.55786875,323.136929139,73656.0354224,73856.0645649,1562.48627451,1565.86778013,-3651.77392217,-3649.15558622,-16156.8464569,-15927.8934375,-225.986755751,-222.080061228,-1477.1212913,-1473.12070845,-448090513.784,-446579442.444,77574.1189044,77606.4125577,1.45519152284e-11
0.00137,172424.605607,172563.649461,3379.93060583,3383.90372341,323.241401229,326.837646792,72441.7559077,72600.3189797,1436.24835492,1440.66153763,-3451.27298923,-3448.49211215,-16341.8823396,-16162.0700614,-350.158559712,-345.228921135,-1452.00637959,-1448.83511815,-383205806.833,-381820551.295,73417.6373013,73464.412589,1.45519152284e-11
0.00138,159448.918182,159682.814574,3253.64464582,3257.03555926,391.297164861,396.660779061,69116.8946116,69365.060608,1333.58234777,1337.49245612,-3193.65629147,-3188.97836365,-19833.038953,-19564.8582431,-437.430740961,-433.233174231,-1387.30121216,-1382.33789223,-294249402.938,-292210613.052,70030.3612525,70094.2567673,1.45519152284e-11
0.00139,157750.714043,157940.822779,3095.95921634,3100.4138026,558.69019662,563.306379934,60210.1522127,60427.4622451,1276.12801896,1280.74918913,-3158.81645558,-3155.01428086,-28165.3189967,-27934.509831,-496.355398427,-491.42171062,-1208.5492449,-1204.20304425,-276482462.026,-274975301.544,67176.7019276,67258.3271943,1.45519152284e-11
