time_s,terminal_power_w,cumulative_supplied_energy_j,maximum_kcl_residual_a,fault_closed
0.00163,-8425535.51179,50623.5350158,1.45519152284e-11,0
0.00164,-7452746.36666,50544.1436065,1.45519152284e-11,0
0.00165,-6513308.77847,50474.3133307,1.45519152284e-11,0
0.00166,-5715565.7452,50413.1689581,1.45519152284e-11,0
0.00167,-5026582.22774,50359.4582182,1.45519152284e-11,0
0.00168,-4397674.59952,50312.3369341,1.45519152284e-11,0
0.00169,-3846459.87295,50271.1162618,1.45519152284e-11,0
0.0017,-3373790.30809,50235.0150108,1.45519152284e-11,0
0.00171,-2934689.03204,50203.4726141,1.45519152284e-11,0
0.00172,-2555820.03711,50176.0200688,1.45519152284e-11,0
0.00173,-2224751.63112,50152.1172105,1.45519152284e-11,0
0.00174,-1913678.00768,50131.4250623,1.45519152284e-11,0
0.00175,-1653720.69233,50113.5880688,1.45519152284e-11,0
0.00176,-1413224.46424,50098.253343,1.45519152284e-11,0
0.00177,-1196065.8307,50085.2068915,1.45519152284e-11,0
0.00178,-1011502.58271,50074.1690494,1.45519152284e-11,0
0.00179,-835919.702614,50064.931938,1.45519152284e-11,0
0.0018,-684202.946889,50057.3313248,1.45519152284e-11,0
0.00181,-548402.978142,50051.1682951,1.45519152284e-11,0
0.00182,-421732.453682,50046.317618,1.45519152284e-11,0
0.00183,-312938.086855,50042.6442653,1.45519152284e-11,0
0.00184,-211824.793669,50040.0204509,1.45519152284e-11,0
0.00185,-120578.380767,50038.358435,1.45519152284e-11,0
0.00186,-40210.0789692,50037.5544927,1.45519152284e-11,0
0.00187,34912.763376,50037.5280061,1.45519152284e-11,0
0.00188,101601.486515,50038.2105774,1.45519152284e-11,0
0.00189,161991.17369,50039.5285407,1.45519152284e-11,0
0.0019,217847.213571,50041.4277326,1.45519152284e-11,0
0.00191,267529.074827,50043.8546141,1.45519152284e-11,0
0.00192,313262.171469,50046.7585703,1.45519152284e-11,0
0.00193,355102.249581,50050.1003924,1.45519152284e-11,0
0.00194,392703.094419,50053.8394191,1.45519152284e-11,0
0.00195,427537.078749,50057.94062,1.45519152284e-11,0
0.00196,459209.653604,50062.3743536,1.45519152284e-11,0
0.00197,488007.885644,50067.1104413,1.45519152284e-11,0
0.00198,514706.439009,50072.124013,1.45519152284e-11,0
0.00199,538940.93349,50077.3922498,1.45519152284e-11,0
0.002,561210.852504,50082.8930088,1.45519152284e-11,0
