time_s,L_v_pu,R_v_pu,C_v_pu,XX0001_v_pu,branch_voltage_branch_fixed_2_pu,switch_voltage_switch_fixed_1_pu,switch_current_switch_fixed_1_pu,branch_current_branch_fixed_1_pu,branch_current_branch_fixed_2_pu
0.01269,11.9999999989,2.66246032794,1.55436229637,12,1.22788124757,13.2971607059,0.0186523582713,1.10809803157,0.00117484347511
0.01272,11.9999999989,2.70640751486,1.58776353707,12,1.25136434904,13.4237581051,0.0190531733324,1.11864397779,0.00121203191095
0.01275,11.9999999989,2.75062043021,1.62148040829,12,1.27495718909,13.5496733833,0.0194577758705,1.12914002191,0.00124992649441
0.01278,11.9999999989,2.79509727261,1.65551140848,12,1.29865594174,13.6750344382,0.01986614798,1.13958586414,0.00128853046026
0.01281,11.9999999988,2.83983623379,1.68985502709,12,1.32245677576,13.7997560046,0.0202782715419,1.1499812067,0.00132784692844
0.01284,11.9999999988,2.88483549859,1.7245097447,12,1.34635585512,13.9239233476,0.0206941280112,1.16032575388,0.00136787890384
0.01287,11.9999999988,2.93009324509,1.75947403305,12,1.3703493396,14.0474512023,0.0211136999084,1.17061921204,0.00140862927625
0.0129,11.9999999988,2.97560764466,1.79474635508,12,1.39443338524,14.1703182521,0.0215369675161,1.18086128958,0.00145010082014
0.01293,11.9999999988,3.02137686202,1.83032516502,12,1.41860414493,14.2926310787,0.021963913035,1.191051697,0.00149229619468
0.01296,11.9999999988,3.06739905532,1.86620890845,12,1.44285776892,14.4143044167,0.0223945185596,1.20119014686,0.00153521794352
0.01299,11.9999999988,3.1136723762,1.90239602238,12,1.46719040534,14.5353169501,0.0228287639459,1.21127635383,0.00157886849483
0.01302,11.9999999988,3.16019496988,1.93888493524,12,1.49159820072,14.6557326275,0.0232666311817,1.22131003464,0.00162325016118
0.01305,11.9999999988,3.20696497521,1.97567406704,12,1.51607730055,14.7754875002,0.0237081007626,1.23129090817,0.00166836513953
0.01308,11.9999999988,3.25398052476,2.01276182937,12,1.54062384976,14.8946242007,0.0241531537171,1.24121869538,0.00171421551118
0.01311,11.9999999987,3.30123974484,2.05014662549,12,1.5652339933,15.0131214127,0.0246017713934,1.25109311936,0.00176080324179
0.01314,11.9999999987,3.34874075566,2.08782685036,12,1.58990387659,15.13095782,0.025053934074,1.26091390531,0.00180813018137
0.01317,11.9999999987,3.39648167132,2.12580089075,12,1.61462964612,15.2481760551,0.0255096227875,1.27068078057,0.0018561980643
0.0132,11.9999999987,3.44446059991,2.16406712528,12,1.63940744989,15.3647121692,0.0259688178161,1.28039347464,0.00190500850938
0.01323,11.9999999987,3.4926756436,2.20262392448,12,1.66423343801,15.4806301111,0.0264314994425,1.29005171912,0.0019545630199
0.01326,11.9999999987,3.54112489868,2.24146965087,12,1.68910376316,15.5958872483,0.0268976482687,1.29965524781,0.00200486298367
0.01329,11.9999999987,3.58980645563,2.280602659,12,1.71401458111,15.7104409482,0.0273672444706,1.30920379663,0.00205590967311
0.01332,11.9999999987,3.63871839924,2.32002129556,12,1.73896205127,15.8243764758,0.0278402682241,1.31869710369,0.00210770424542
0.01335,11.9999999987,3.68785880862,2.35972389938,12,1.76394233716,15.9376298825,0.0283166998116,1.32813490925,0.00216024774258
0.01338,11.9999999987,3.73722575731,2.39970880154,12,1.78895160696,16.0502011681,0.0287965185564,1.33751695577,0.00221354109159
0.01341,11.9999999987,3.78681731333,2.43997432546,12,1.81398603399,16.1621329653,0.0292797050605,1.34684298788,0.00226758510454
0.01344,11.9999999986,3.83663153928,2.48051878688,12,1.83904179722,16.2733613251,0.029766238967,1.3561127524,0.00232238047884
0.01347,11.9999999986,3.88666649237,2.52134049402,12,1.86411508178,16.383907564,0.0302560994925,1.36532599835,0.00237792779732
0.0135,11.9999999986,3.93692022454,2.56243774757,12,1.88920207948,16.4938143143,0.0307492668128,1.37448247697,0.00243422752849
0.01353,11.9999999986,3.98739078248,2.60380884082,12,1.9142989893,16.6029749948,0.0312457201446,1.38358194166,0.00249128002672
0.01356,11.9999999986,4.03807620777,2.64545205968,12,1.93940201786,16.7114961869,0.0317454387044,1.39262414809,0.00254908553244
0.01359,11.9999999986,4.08897453688,2.68736568276,12,1.96450737995,16.8193352579,0.0322484026682,1.40160885412,0.00260764417242
0.01362,11.9999999986,4.14008380128,2.72954798144,12,1.98961129904,16.926428259,0.0327545906131,1.41053581984,0.00266695596
0.01365,11.9999999986,4.19140202752,2.77199721996,12,2.01471000773,17.0328604554,0.033263981436,1.41940480756,0.00272702079536
0.01368,11.9999999986,4.24292723727,2.81471165542,12,2.03979974825,17.1385892145,0.0337765548863,1.42821558185,0.00278783846579
0.01371,11.9999999986,4.29465744744,2.85768953793,12,2.06487677297,17.2436145363,0.0342922896479,1.43696790951,0.00284940864603
0.01374,11.9999999986,4.34659067021,2.90092911062,12,2.08993734489,17.3479364207,0.0348111644044,1.44566155959,0.0029117308985
0.01377,11.9999999985,4.39872491311,2.94442860972,12,2.11497773807,17.4515761842,0.0353331583724,1.45429630339,0.00297480467372
0.0138,11.9999999985,4.45105817911,2.98818626464,12,2.13999423816,17.5544485614,0.0358582502358,1.46287191447,0.00303862931058
0.01383,11.9999999985,4.5035884667,3.03220029804,12,2.16498314287,17.656660134,0.0363864183583,1.47138816866,0.00310320403672
0.01386,11.9999999985,4.55631376991,3.07646892587,12,2.18994076242,17.7581469529,0.0369176417436,1.47984484404,0.00316852796891
0.01389,11.9999999985,4.60923207845,3.12099035747,12,2.21486342006,17.858887702,0.0374518991819,1.48824172098,0.00323460011342
0.01392,11.9999999985,4.66234137775,3.16576279563,12,2.23974745246,17.9589463301,0.0379891686109,1.49657858212,0.0033014193664
0.01395,11.9999999985,4.71563964902,3.21078443663,12,2.26458921027,18.0582588882,0.0385294286076,1.50485521239,0.00336898451433
0.01398,11.9999999985,4.76912486937,3.25605347036,12,2.28938505851,18.1568466928,0.0390726568966,1.51307139901,0.00343729423441
0.01401,11.9999999985,4.82279501181,3.30156808033,12,2.31413137706,18.2547310601,0.0396188322682,1.52122693148,0.00350634709502
0.01404,11.9999999985,4.87664804541,3.34732644381,12,2.33882456113,18.3518693575,0.0401679327666,1.5293216016,0.00357614155617
0.01407,11.9999999985,4.9306819353,3.39332673182,12,2.36346102168,18.4482829013,0.0407199365426,1.53735520349,0.00364667596994
0.0141,11.9999999985,4.9848946428,3.43956710926,12,2.38803718591,18.543929059,0.0412748212142,1.54532753354,0.003717948581
0.01413,11.9999999984,5.03928412543,3.48604573495,12,2.41254949766,18.6388717793,0.0418325649321,1.55323839048,0.00378995752709
0.01416,11.9999999984,5.09384833705,3.5327607617,12,2.43699441791,18.7330471135,0.0423931454208,1.56108757535,0.0038627008395
0.01419,11.9999999984,5.14858522791,3.57971033641,12,2.46136842517,18.8264976941,0.042956540085,1.5688748915,0.00393617644363
0.01422,11.9999999984,5.20349274468,3.62689260008,12,2.48566801596,18.9192022049,0.0435227272888,1.5766001446,0.0040103821595
0.01425,11.9999999984,5.25856883061,3.67430568795,12,2.5098897052,19.0111606457,0.04409168465,1.58426314266,0.00408531570229
0.01428,11.9999999984,5.31381142552,3.7219477295,12,2.53403002669,19.1023517004,0.0446633892537,1.59186369602,0.00416097468293
0.01431,11.9999999984,5.36921846592,3.76981684859,12,2.5580855335,19.1928180016,0.0452378185045,1.59940161733,0.00423735660862
0.01434,11.9999999984,5.42478788507,3.81791116347,12,2.58205279842,19.2825169165,0.0458149502336,1.6068767216,0.00431445888349
0.01437,11.9999999984,5.48051761307,3.86622878689,12,2.60592841433,19.3714697616,0.0463947619522,1.61428882618,0.00439227880911
0.0144,11.9999999984,5.53640557691,3.91476782614,12,2.6297089947,19.4596552205,0.0469772303191,1.62163775076,0.00447081358519
0.01443,11.9999999984,5.59244970054,3.96352638316,12,2.65339117392,19.5470946096,0.0475623330587,1.62892331739,0.00455006031011
0.01446,11.9999999984,5.64864790499,4.01250255455,12,2.67697160777,19.6337452962,0.0481500473626,1.63614535044,0.00463001598164
0.01449,11.9999999984,5.7049981084,4.06169443172,12,2.70044697377,19.7196285967,0.0487403498894,1.64330367667,0.00471067749752
0.01452,11.9999999983,5.76149822608,4.11110010089,12,2.72381397164,19.8047871436,0.049333218044,1.65039812519,0.00479204165617
0.01455,11.9999999983,5.81814617065,4.16071764319,12,2.74706932366,19.889156988,0.0499286286981,1.65742852747,0.00487410515733
0.01458,11.9999999983,5.87493985206,4.21054513474,12,2.77020977504,19.97273813,0.0505265588302,1.66439471732,0.00495686460275
0.01461,11.9999999983,5.93187717766,4.2605806467,12,2.79323209439,20.0555732022,0.0511269849923,1.67129653096,0.00504031649688
0.01464,11.9999999983,5.98895605231,4.31082224536,12,2.81613307402,20.1375982556,0.0517298840563,1.67813380695,0.00512445724759
0.01467,11.9999999983,6.04617437844,4.36126799221,12,2.83890953036,20.2188772391,0.0523352331072,1.68490638623,0.0052092831669
0.0147,11.9999999983,6.1035300561,4.41191594397,12,2.86155830436,20.2993675202,0.0529430086971,1.69161411213,0.00529479047165
0.01473,11.9999999983,6.16102098308,4.46276415274,12,2.8840762618,20.3790904152,0.0535531874846,1.69825683034,0.00538097528431
0.01476,11.9999999983,6.21864505494,4.513810666,12,2.90646029372,20.4580032914,0.0541657455955,1.70483438894,0.00546783363369
0.01479,11.9999999983,6.2764001651,4.5650535267,12,2.92870731674,20.5361700978,0.0547806601148,1.71134663839,0.00555536145572
0.01482,11.9999999983,6.33428420492,4.61649077337,12,2.95081427347,20.6135268854,0.055397907488,1.71779343155,0.00564355459421
0.01485,11.9999999983,6.39229506378,4.66812044014,12,2.9727781328,20.6900949706,0.0560174635211,1.72417462364,0.00573240880165
0.01488,11.9999999983,6.45043062912,4.71994055683,12,2.9945958903,20.7658743534,0.0566393049794,1.73049007229,0.00582191973999
0.01491,11.9999999983,6.50868878657,4.77194914904,12,3.01626456857,20.84088635,0.0572634080953,1.73673963753,0.00591208298144
0.01494,11.9999999983,6.56706741996,4.8241442382,12,3.03778121753,20.9151096442,0.0578897495274,1.74292318176,0.00600289400934
0.01497,11.9999999982,6.62556441144,4.87652384163,12,3.05914291483,20.9884802871,0.0585183050816,1.74904056981,0.00609434821889
0.015,11.9999999982,6.68417764153,4.92908597267,12,3.08034676613,21.0610835438,0.0591490506707,1.75509166887,0.00618644091807
0.01503,11.9999999982,6.74290498922,4.98182864067,12,3.10138990544,21.1329194144,0.0597819626336,1.76107634856,0.00627916732844
0.01506,11.9999999982,6.80174433202,5.03474985113,12,3.12226949547,21.2039452663,0.0604170175222,1.76699448088,0.00637252258603
0.01509,11.9999999982,6.86069354601,5.08784760575,12,3.1429827279,21.2741610994,0.0610541906099,1.77284594026,0.00646650174217
0.01512,11.9999999982,6.919750506,5.14111990248,12,3.16352682376,21.3435669139,0.0616934582354,1.77863060352,0.00656109976437
0.01515,11.9999999982,6.97891308549,5.19456473562,12,3.18389903369,21.4121840258,0.0623347962048,1.78434834987,0.00665631153723
0.01518,11.9999999982,7.03817915684,5.24818009588,12,3.20409663825,21.4799911191,0.0629781807504,1.78999906096,0.00675213186332
0.01521,11.9999999982,7.09754659129,5.30196397046,12,3.22411694825,21.5469881937,0.0636235875717,1.79558262084,0.00684855546407
0.01524,11.9999999982,7.15701325905,5.35591434311,12,3.24395730501,21.6131752495,0.0642709917287,1.80109891594,0.0069455769807
0.01527,11.9999999982,7.21657702937,5.41002919422,12,3.26361508069,21.6785736029,0.0649203698799,1.80654783515,0.00704319097512
0.0153,11.9999999982,7.27623577062,5.46430650088,12,3.28308767854,21.7431619376,0.0655716978315,1.81192926974,0.00714139193088
0.01533,11.9999999982,7.33598735035,5.51874423695,12,3.30237253321,21.8069402536,0.0662249508565,1.8172431134,0.00724017425409
0.01536,11.9999999982,7.39582963537,5.57334037313,12,3.32146711101,21.8698872345,0.066880104761,1.82248926225,0.00733953227439
0.01539,11.9999999982,7.45576049185,5.62809287705,12,3.34036891017,21.9320028805,0.067537134818,1.82766761479,0.00743946024586
0.01542,11.9999999982,7.51577778532,5.68299971334,12,3.35907546114,21.993329824,0.0681960165139,1.83277807198,0.00753995234803
0.01545,11.9999999982,7.57587938085,5.73805884368,12,3.37758432684,22.0538467488,0.0688567260809,1.83782053717,0.00764100268684
0.01548,11.9999999982,7.63606314301,5.79326822688,12,3.39589310289,22.1135536549,0.0695192387923,1.84279491612,0.00774260529558
0.01551,11.9999999982,7.69632693602,5.84862581899,12,3.4139994179,22.1724079097,0.0701835303474,1.84770111704,0.00784475413591
0.01554,11.9999999981,7.75666862382,5.9041295733,12,3.4319009337,22.2304734621,0.0708495752732,1.85253905052,0.00794744309887
0.01557,11.9999999981,7.81708607009,5.9597774405,12,3.44959534557,22.2877076794,0.0715173494825,1.8573086296,0.00805066600583
0.0156,11.9999999981,7.87757713838,6.01556736867,12,3.4670803825,22.3441105618,0.0721868286746,1.86200976971,0.00815441660953
0.01563,11.9999999981,7.93813969213,6.0714973034,12,3.4843538074,22.3997034254,0.072857988016,1.86664238873,0.00825868859509
0.01566,11.9999999981,7.9987715948,6.12756518787,12,3.50141341734,22.4544862704,0.0735308029931,1.87120640693,0.00836347558103
0.01569,11.9999999981,8.0594707099,6.18376896288,12,3.51825704378,22.508416464,0.0742052484526,1.87570174702,0.00846877112029
0.01572,11.9999999981,8.12023490108,6.24010656696,12,3.53488255274,22.5615366389,0.0748812994544,1.88012833412,0.00857456870129
0.01575,11.9999999981,8.18106203219,6.29657593644,12,3.55128784509,22.6138254789,0.0755589318047,1.88448609575,0.00868086174894
0.01578,11.9999999981,8.24194996737,6.35317500548,12,3.56747085668,22.6653043001,0.0762381206698,1.88877496189,0.00878764362569
0.01581,11.9999999981,8.30289657111,6.40990170621,12,3.58342955857,22.71593047,0.0769188411098,1.89299486491,0.00889490763261
0.01584,11.9999999981,8.36389970833,6.46675396874,12,3.59916195724,22.7657679375,0.0776010685044,1.89714573959,0.00900264701044
0.01587,11.9999999981,8.42495724443,6.52372972128,12,3.61466609475,22.8147527537,0.0782847780201,1.90122752314,0.00911085494061
0.0159,11.9999999981,8.48606704539,6.5808268902,12,3.62994004896,22.8628636023,0.0789699439707,1.90524015519,0.0092195245464
0.01593,11.9999999981,8.54722697783,6.63804340005,12,3.64498193367,22.9102070648,0.0796565419492,1.90918357778,0.00932864889392
0.01596,11.9999999981,8.6084349091,6.69537717373,12,3.65978989884,22.956697876,0.0803445472286,1.91305773536,0.00943822099326
0.01599,11.9999999981,8.66968870729,6.75282613248,12,3.6743621307,23.0023573522,0.0810339347623,1.91686257481,0.00954823379954
0.01602,11.9999999981,8.73098624139,6.81038819599,12,3.68869685197,23.0471854934,0.0817246800366,1.92059804539,0.00965868021403
0.01605,11.9999999981,8.79232538128,6.86806128247,12,3.702792322,23.0912036159,0.0824167573654,1.92426409882,0.00976955308522
0.01608,11.9999999981,8.85370399788,6.9258433087,12,3.71664683689,23.1343264545,0.0831101418086,1.92786068918,0.00988084520993
0.01611,11.9999999981,8.91511996313,6.98373219014,12,3.73025872968,23.1766392744,0.083804808213,1.931387773,0.00999254933441
0.01614,11.9999999981,8.97657115016,7.04172584096,12,3.7436263705,23.2181420756,0.0845007320649,1.93484530919,0.0101046581555
0.01617,11.9999999981,9.03805543326,7.09982217417,12,3.75674816665,23.2587922255,0.0851978879979,1.93823325909,0.0102171643216
0.0162,11.9999999981,9.09957068804,7.1580191016,12,3.76962256279,23.2986323567,0.0858962510719,1.94155158644,0.010330060434
0.01623,11.9999999981,9.16111479145,7.21631453409,12,3.78224804103,23.3375985204,0.0865957966667,1.94480025736,0.0104433390479
0.01626,11.9999999981,9.22268562186,7.27470638145,12,3.79462312106,23.3757546653,0.0872964993093,1.94797924041,0.0105569926734
0.01629,11.999999998,9.28428105914,7.33319255261,12,3.80674636029,23.4130794752,0.087998333953,1.95108850652,0.0106710137768
0.01632,11.999999998,9.34589898471,7.39177095566,12,3.81861635391,23.4495303175,0.0887012748052,1.95412802905,0.0107853947818
0.01635,11.999999998,9.40753728164,7.45043949792,12,3.83023173505,23.4851711411,0.0894052972455,1.95709778372,0.0109001280705
0.01638,11.999999998,9.46919383469,7.50919608601,12,3.84159117484,23.5199593135,0.0901103761208,1.95999774868,0.0110152059843
0.01641,11.999999998,9.53086653042,7.56803862596,12,3.85269338251,23.5539374671,0.0908164867042,1.96282790445,0.0111306208257
0.01644,11.999999998,9.59255325719,7.62696502322,12,3.86353710549,23.5870629695,0.0915236038423,1.96558823396,0.0112463648588
0.01647,11.999999998,9.6542519053,7.68597318279,12,3.87412112951,23.6193571368,0.0922317022756,1.96827872252,0.0113624303108
0.0165,11.999999998,9.71596036705,7.74506100923,12,3.88444427862,23.6507986528,0.0929407565309,1.97089935781,0.0114788093729
0.01653,11.999999998,9.77767653674,7.80422640681,12,3.89450541532,23.6814088339,0.0936507415616,1.97345012993,0.0115954942018
0.01656,11.999999998,9.83939831085,7.86346727951,12,3.90430344061,23.71118768,0.0943616322146,1.97593103134,0.0117124769205
0.01659,11.999999998,9.901123588,7.92278153111,12,3.91383729404,23.7400925585,0.0950734035498,1.97834205688,0.0118297496197
0.01662,11.999999998,9.9628502691,7.98216706531,12,3.92310595376,23.7681874182,0.095786029668,1.98068320378,0.0119473043589
0.01665,11.999999998,10.0245762574,8.04162178573,12,3.9321084366,23.795450943,0.0964994859487,1.98295447164,0.0120651331673
0.01668,11.999999998,10.0862994584,8.10114359602,12,3.9408437981,23.8218618165,0.0972137477717,1.98515586242,0.0121832280455
0.01671,11.999999998,10.1480177804,8.16073039993,12,3.94931113256,23.8474626713,0.0979287893443,1.98728738047,0.012301580966
0.01674,11.999999998,10.2097291339,8.22038010137,12,3.95750957304,23.8721895585,0.0986445858331,1.98934903248,0.0124201838751
0.01677,11.999999998,10.271431432,8.2800906045,12,3.96543829142,23.8960851107,0.0993611118716,1.99134082754,0.0125390286933
0.0168,11.999999998,10.3331225908,8.33985981376,12,3.97309649845,23.9191706441,0.100078342626,1.99326277707,0.0126581073172
0.01683,11.999999998,10.3948005289,8.39968563401,12,3.98048344369,23.9413822101,0.100796252624,1.99511489486,0.0127774116199
0.01686,11.999999998,10.4564631676,8.45956597051,12,3.98759841561,23.962762441,0.101514816926,1.99689719705,0.0128969334529
0.01689,11.999999998,10.5181084312,8.51949872908,12,3.99444074153,23.9833326532,0.102234010484,1.99860970215,0.0130166646469
0.01692,11.999999998,10.5797342471,8.57948181611,12,4.00100978768,24.0030288978,0.102953807612,2.00025243099,0.0131365970128
0.01695,11.999999998,10.6413385454,8.63951313866,12,4.00730495916,24.0219151237,0.103674183691,2.00182540676,0.0132567223432
0.01698,11.999999998,10.7029192595,8.6995906045,12,4.01332569992,24.0399273821,0.10439511346,2.00332865499,0.0133770324136
0.01701,11.999999998,10.7644743258,8.75971212224,12,4.0190714928,24.057150938,0.105116571554,2.00476220356,0.013497518983
0.01704,11.999999998,10.826001684,8.81987560132,12,4.02454185948,24.0735218426,0.105838533138,2.00612608265,0.0136181737958
0.01707,11.999999998,10.8874992769,8.88007895214,12,4.02973636043,24.089040096,0.106560973272,2.0074203248,0.0137389885826
0.0171,11.999999998,10.948965051,8.94032008612,12,4.03465459493,24.1037270143,0.107283866697,2.00864496488,0.0138599550613
0.01713,11.999999998,11.0103969558,9.00059691574,12,4.03929620102,24.117603914,0.108007188366,2.00980004006,0.0139810649384
0.01716,11.999999998,11.0717929445,9.06090735464,12,4.04366085545,24.1306281623,0.108730913553,2.01088558985,0.01410230991
0.01719,11.999999998,11.1331509737,9.12124931769,12,4.04774827364,24.1428210757,0.109455016997,2.01190165606,0.0142236816633
0.01722,11.999999998,11.1944690038,9.18162072103,12,4.05155820963,24.154182654,0.110179473971,2.01284828281,0.0143451718774
0.01725,11.999999998,11.2557449987,9.24201948217,12,4.05509045604,24.1647128973,0.11090425911,2.01372551656,0.0144667722247
0.01728,11.999999998,11.3169769261,9.30244352006,12,4.058344844,24.1744118057,0.111629347472,2.01453340603,0.0145884743718
0.01731,11.999999998,11.3781627574,9.36289075511,12,4.06132124307,24.183279379,0.112354714545,2.01527200225,0.014710269981
0.01734,11.999999998,11.4393004679,9.42335910932,12,4.06401956119,24.1912943011,0.113080334856,2.01594135857,0.0148321507111
0.01737,11.999999998,11.5003880369,9.48384650634,12,4.06643974462,24.1984992044,0.113806183677,2.0165415306,0.0149541082188
0.0174,11.999999998,11.5614234477,9.54435087149,12,4.06858177781,24.2048727728,0.114532236175,2.01707257624,0.0150761341597
0.01743,11.999999998,11.6224046876,9.60487013188,12,4.07044568338,24.2104150061,0.11525846741,2.01753455568,0.0151982201897
0.01746,11.999999998,11.6833297479,9.66540221646,12,4.07203152196,24.2151259044,0.115984852442,2.01792753139,0.0153203579656
0.01749,11.999999998,11.7441966242,9.72594505608,12,4.07333939216,24.2190267841,0.116711366651,2.01825156811,0.0154425391468
0.01752,11.999999998,11.8050033164,9.78649658356,12,4.07436943043,24.2220963287,0.117437985203,2.01850673282,0.0155647553964
0.01755,11.999999998,11.8657478286,9.84705473379,12,4.07512181097,24.224313222,0.118164683052,2.01869309479,0.0156869983818
0.01758,11.999999998,11.9264281693,9.90761744375,12,4.07559674561,24.2257414129,0.11889143579,2.01881072555,0.0158092597765
0.01761,11.999999998,11.9870423515,9.96818265261,12,4.07579448373,24.2263169525,0.11961821837,2.01885969887,0.0159315312606
0.01764,11.999999998,12.0475883925,10.0287483018,12,4.07571531208,24.2261037897,0.120345006174,2.01884009076,0.0160538045225
0.01767,11.999999998,12.1080643145,10.089312335,12,4.07535955471,24.2250166593,0.121071774899,2.01875197949,0.0161760712598
0.0177,11.999999998,12.1684681439,10.1498726983,12,4.07472757282,24.2231408265,0.121798499606,2.01859544556,0.0162983231801
0.01773,11.999999998,12.228797912,10.2104273403,12,4.07381976463,24.2204336587,0.122525155568,2.01837057168,0.0164205520026
0.01776,11.999999998,12.289051655,10.2709742121,12,4.07263656524,24.2169377884,0.123251718058,2.01807744283,0.0165427494591
0.01779,11.999999998,12.3492274135,10.3315112674,12,4.07117844649,24.2125892669,0.123978162883,2.01771614616,0.0166649072946
0.01782,11.999999998,12.4093232334,10.3920364623,12,4.06944591679,24.2074520429,0.124704465207,2.01728677108,0.0167870172693
0.01785,11.999999998,12.4693371652,10.452547756,12,4.06743952103,24.2014621676,0.125430600626,2.01678940919,0.0169090711588
0.01788,11.999999998,12.5292672645,10.5130431102,12,4.06515984033,24.1946835899,0.126156544944,2.01622415429,0.0170310607559
0.01791,11.999999998,12.589111592,10.5735204896,12,4.06260749198,24.1870949935,0.126882273328,2.01559110238,0.0171529778711
0.01794,11.999999998,12.6488682134,10.6339778617,12,4.05978312918,24.1786963784,0.127607761904,2.01489035165,0.0172748143341
0.01797,11.999999998,12.7085351997,10.6944131972,12,4.05668744094,24.1694664282,0.128332985838,2.0141220025,0.0173965619948
0.018,11.999999998,12.7681106269,10.7548244694,12,4.05332115189,24.1594477757,0.12905792147,2.01328615748,0.0175182127242
0.01803,11.999999998,12.8275925766,10.8152096553,12,4.04968502205,24.1485977881,0.129782543858,2.01238292133,0.0176397584156
0.01806,11.999999998,12.8869791354,10.8755667345,12,4.04577984672,24.1369377818,0.130506828597,2.01141240096,0.0177611909856
0.01809,11.999999998,12.9462683957,10.9358936902,12,4.04160645624,24.1244890731,0.131230752132,2.01037470543,0.0178825023752
0.01812,11.999999998,13.0054584549,10.9961885089,12,4.03716571583,24.1112303456,0.131954289841,2.00926994598,0.0180036845509
0.01815,11.999999998,13.0645474163,11.0564491803,12,4.03245852538,24.0971829157,0.132677417533,2.00809823599,0.0181247295056
0.01818,11.999999998,13.1235333886,11.1166736976,12,4.02748581922,24.0823041508,0.133400111544,2.00685969097,0.0182456292598
0.01821,11.999999998,13.1824144861,11.1768600575,12,4.02224856598,24.0666366835,0.134122347575,2.00555442858,0.0183663758623
0.01824,11.999999998,13.2411888289,11.2370062603,12,4.01674776832,24.0501805138,0.134844101538,2.00418256861,0.0184869613919
0.01827,11.999999998,13.2998545429,11.2971103099,12,4.01098446274,24.0329356416,0.135565349986,2.00274423298,0.0186073779575
0.0183,11.999999998,13.3584097597,11.3571702139,12,4.00495971939,24.0149020669,0.13628606947,2.00123954573,0.0187276177
0.01833,11.999999998,13.4168526166,11.4171839836,12,3.99867464178,23.9960371573,0.137006235263,1.99966863299,0.0188476727927
0.01836,11.999999998,13.4751812573,11.4771496342,12,3.99213036663,23.9763835452,0.137725823492,1.99803162303,0.0189675354425
0.01839,11.999999998,13.5333938309,11.5370651847,12,3.98532806359,23.9559412307,0.138444810496,1.99632864619,0.0190871978911
0.01842,11.999999998,13.591488493,11.5969286581,12,3.97826893501,23.9347315301,0.139163172506,1.9945598349,0.0192066524154
0.01845,11.999999998,13.649463405,11.6567380813,12,3.97095421575,23.9127118107,0.139880885861,1.99272532371,0.0193258913292
0.01848,11.999999998,13.7073167346,11.7164914854,12,3.96338517287,23.8899033889,0.140597927007,1.9908252492,0.0194449069838
0.01851,11.999999998,13.7650466557,11.7761869057,12,3.95556310543,23.8663062646,0.141314272071,1.98885975007,0.0195636917688
0.01854,11.999999998,13.8226513484,11.8358223813,12,3.94748934423,23.8419630705,0.142029897603,1.98682896703,0.0196822381134
0.01857,11.999999998,13.880128999,11.8953959561,12,3.93916525156,23.8168098576,0.142744780689,1.9847330429,0.0198005384871
0.0186,11.999999998,13.9374778003,11.9549056778,12,3.93059222093,23.7908679423,0.143458897348,1.9825721225,0.0199185854008
0.01863,11.999999998,13.9946959517,12.0143495989,12,3.92177167682,23.7641586409,0.144172224452,1.98034635274,0.0200363714077
0.01866,11.999999998,14.0517816586,12.0737257761,12,3.91270507443,23.736660637,0.144884738447,1.97805588253,0.0201538891041
0.01869,11.999999998,14.1087331333,12.1330322705,12,3.90339389938,23.7084165633,0.145596416523,1.97570086283,0.0202711311305
0.01872,11.999999998,14.1655485947,12.1922671481,12,3.89383966747,23.6794051034,0.14630723534,1.97328144659,0.0203880901724
0.01875,11.999999998,14.222226268,12.2514284792,12,3.88404392439,23.6495836248,0.147017171663,1.97079778881,0.0205047589613
0.01878,11.999999998,14.2787643854,12.310514339,12,3.87400824545,23.6190160763,0.147726202364,1.96825004648,0.0206211302752
0.01881,11.999999998,14.3351611858,12.3695228072,12,3.86373423529,23.5876811416,0.148434304315,1.96563837857,0.0207371969403
0.01884,11.999999998,14.3914149147,12.4284519686,12,3.8532235276,23.5555575045,0.1491414546,1.96296294606,0.0208529518309
0.01887,11.999999998,14.4475238245,12.4872999126,12,3.84247778483,23.5226877976,0.149847629984,1.96022391191,0.020968387871
0.0189,11.999999998,14.5034861748,12.5460647337,12,3.83149869791,23.4890720208,0.150552807874,1.95742144106,0.0210834980349
0.01893,11.999999998,14.5593002316,12.6047445312,12,3.82028798593,23.4546675415,0.151256965459,1.95455570039,0.0211982753479
0.01896,11.999999998,14.6149642684,12.6633374097,12,3.80884739589,23.4195169924,0.151960079719,1.95162685877,0.0213127128875
0.01899,11.999999998,14.6704765655,12.7218414785,12,3.79717870234,23.3836416896,0.152662128805,1.94863508701,0.0214268037839
0.01902,11.9999999981,14.7258354103,12.7802548524,12,3.78528370712,23.3469563682,0.153363089694,1.94558055786,0.0215405412209
0.01905,11.9999999981,14.7810390974,12.8385756514,12,3.77316423903,23.3095676094,0.154062939472,1.942463446,0.0216539184369
0.01908,11.9999999981,14.8360859285,12.8968020005,12,3.76082215354,23.2714114645,0.154761655864,1.93928392804,0.0217669287254
0.01911,11.9999999981,14.8909742127,12.9549320302,12,3.74825933247,23.2325092497,0.155459216167,1.93604218251,0.0218795654361
0.01914,11.9999999981,14.9457022663,13.0129638765,12,3.73547768366,23.1928396488,0.156155598106,1.93273838987,0.0219918219755
0.01917,11.9999999981,15.000268413,13.0708956806,12,3.72247914066,23.1524666106,0.156850779618,1.92937273244,0.0221036918077
