time_s,source_value,secondary_value,held_value
1e-05,0.314076425601,0.0013758873022,0
2e-05,0.627986215972,0.00723527698881,0
3e-05,0.941728771611,0.0187532261928,0
4e-05,1.25530307293,0.0329797060379,0
5e-05,1.56870626308,0.0451030292147,0
6e-05,1.8819336228,0.0520622895114,0
7e-05,2.1949799334,0.0547973857588,0
8e-05,2.50784119048,0.0574837730665,0
9e-05,2.82051538677,0.0643708928508,0
0.0001,3.13300179665,0.0766171462414,0
0.00011,3.44529931936,0.0914777753404,0
0.00012,3.75740512984,0.10441183977,0
0.00013,4.06931463656,0.11249201418,0
0.00014,4.38102275646,0.11655739694,0
0.00015,4.69252553633,0.120527126465,0.0451030292147
0.00016,5.00382090787,0.128432167701,0.0451030292147
0.00017,5.31490802854,0.141412313258,0.0451030292147
0.00018,5.62578572197,0.156914648368,0.0451030292147
0.00019,5.93645119378,0.170654260667,0.0451030292147
0.0002,6.24689997439,0.179832374826,0.0766171462414
0.00021,6.55712711134,0.185195533258,0.0766171462414
0.00022,6.86712870314,0.190421722935,0.0766171462414
0.00023,7.17690262711,0.199334115148,0.0766171462414
0.00024,7.48644793256,0.213052214466,0.0766171462414
0.00025,7.79576337291,0.229202359718,0.120527126465
0.00026,8.10484618355,0.243741717943,0.120527126465
0.00027,8.41369201149,0.253995162923,0.120527126465
0.00028,8.72229603016,0.260624328886,0.120527126465
0.00029,9.0306543903,0.267080349368,0.120527126465
0.0003,9.33876492112,0.276988797111,0.179832374826
0.00031,9.64662657216,0.291447457857,0.179832374826
0.00032,9.95423803182,0.308250122475,0.179832374826
0.00033,10.2615965646,0.323582820573,0.179832374826
0.00034,10.5686979291,0.334889305834,0.179832374826
0.00035,10.8755374203,0.342753395465,0.229202359718
0.00036,11.1821112415,0.350412848265,0.229202359718
0.00037,11.4884171799,0.36130536579,0.229202359718
0.00038,11.7944540932,0.376505810477,0.229202359718
0.00039,12.1002206098,0.393964364226,0.229202359718
0.0004,12.4057140227,0.410083397443,0.276988797111
0.00041,12.7109301978,0.422420907376,0.276988797111
0.00042,13.0158645471,0.4314894663,0.276988797111
0.00043,13.3205133273,0.440326163061,0.276988797111
0.00044,13.624874289,0.452190106968,0.276988797111
0.00045,13.9289462056,0.46813223826,0.342753395465
0.00046,14.2327276505,0.48624876473,0.342753395465
0.00047,14.5362159452,0.503146535908,0.342753395465
0.00048,14.8394070578,0.516493289733,0.342753395465
0.00049,15.1422965144,0.526736441728,0.342753395465
0.0005,15.4448806249,0.536724384622,0.410083397443
0.00051,15.7471571088,0.549546484636,0.410083397443
0.00052,16.0491246626,0.566228947377,0.410083397443
0.00053,16.3507818094,0.585004295205,0.410083397443
0.00054,16.6521258986,0.602672621878,0.410083397443
0.00055,16.9531529974,0.617007036726,0.46813223826
0.00056,17.2538587416,0.628395435674,0.46813223826
0.00057,17.5542394951,0.639508798877,0.46813223826
0.00058,17.8542929513,0.6532751869,0.46813223826
0.00059,18.1540177367,0.670695427079,0.46813223826
0.0006,18.4534123288,0.690129259206,0.536724384622
0.00061,18.7524741047,0.708559381426,0.536724384622
0.00062,19.0511992271,0.723860038396,0.536724384622
0.00063,19.3495834382,0.736364823353,0.536724384622
