time_s,SRCE A_v_pu,BUS  A_v_pu,SRCE B_v_pu,BUS  B_v_pu,SRCE C_v_pu,BUS  C_v_pu,THEV A_v_pu,THEV B_v_pu,THEV C_v_pu,saturated_transformer_internal_node_10_v_pu,saturated_transformer_internal_node_11_v_pu,saturated_transformer_internal_node_12_v_pu,saturated_transformer_internal_node_13_v_pu,saturated_transformer_internal_node_14_v_pu,saturated_transformer_internal_node_15_v_pu,X_saturated_transformer_internal_top_v_pu,Y_saturated_transformer_internal_top_v_pu,Z_saturated_transformer_internal_top_v_pu,output_fixed_1_pu,output_fixed_2_pu,output_fixed_3_pu,switch_voltage_switch_fixed_1_pu,switch_voltage_switch_fixed_2_pu,switch_voltage_switch_fixed_3_pu,switch_current_switch_fixed_1_pu,switch_current_switch_fixed_2_pu,switch_current_switch_fixed_3_pu
0.0504,278202.406834,257876.409618,-102827.683621,-220712.578709,-176330.947978,-195212.493176,278494.298627,-102599.382192,-175894.916434,143.264672039,257876.40967,-220712.591239,-122.618106244,-195212.474541,-108.451374745,257876.40967,-220712.591239,-195212.474541,257876.409618,-220712.578709,-195212.493176,20325.9972159,117884.895088,18881.545198,0,0,0
0.0505,276488.26696,256404.159053,-92513.5871425,-210991.48107,-184598.115704,-204938.498068,276701.477945,-92638.7745865,-184062.703359,142.446755058,256404.159105,-210991.493379,-117.217496322,-204938.479344,-113.854710747,256404.159105,-210991.493379,-204938.479344,256404.159053,-210991.48107,-204938.498068,20084.1079064,118477.893928,20340.382364,0,0,0
0.0506,274641.636082,254809.657502,-82081.3845055,-200714.298656,-192081.840652,-213297.686251,274515.449322,-82546.5222126,-191968.927109,141.560920863,254809.657554,-200714.310898,-111.507950499,-213297.667522,-118.498704179,254809.657554,-200714.310898,-213297.667522,254809.657502,-200714.298656,-213297.686251,19831.9785798,118632.914151,21215.8455992,0,0,0
0.0507,272236.036666,252746.498397,-71975.043122,-190078.026046,-199268.064536,-220780.132567,271939.319225,-72336.9667139,-199602.352511,140.414721361,252746.498449,-190078.038296,-105.598910164,-220780.113964,-122.655618869,252746.498449,-190078.038296,-220780.113964,252746.498397,-190078.026046,-220780.132567,19489.5382689,118102.982924,21512.0680308,0,0,0
0.0508,269064.692117,250046.801054,-62197.937066,-178982.214572,-206580.762276,-227980.323114,268976.748474,-62024.6164273,-206952.132047,138.914889503,250046.801106,-178982.22693,-99.4345705164,-227980.304827,-126.655724904,250046.801106,-178982.22693,-227980.304827,250046.801054,-178982.214572,-227980.323114,19017.8910633,116784.277506,21399.5608381,0,0,0
0.0509,265400.709982,246932.609342,-52230.2868156,-166474.918338,-213937.611701,-235073.961667,265631.947046,-51624.1257668,-214007.821279,137.184782997,246932.609394,-166474.930757,-92.486072643,-235073.943379,-130.596635211,246932.609394,-166474.930757,-235073.943379,246932.609342,-166474.918338,-235073.961667,18468.1006399,114244.631522,21136.3499664,0,0,0
0.051,261655.151869,243738.07329,-41588.0772886,-151646.51705,-220938.521611,-241709.746728,261909.668086,-41150.2743988,-220759.393688,135.410040746,243738.073342,-151646.529504,-84.2480719469,-241709.728441,-134.283182467,243738.073342,-151646.529504,-241709.728441,243738.07329,-151646.51705,-241709.746728,17917.0785786,110058.439761,20771.2251168,0,0,0
0.0511,257866.739639,240494.835139,-30407.9478603,-134843.635347,-227357.364703,-247687.229131,257815.201157,-30617.9462392,-227197.254918,133.608241773,240494.835191,-134843.647761,-74.9131376448,-247687.210843,-137.604006024,240494.835191,-134843.647761,-247687.210843,240494.835139,-134843.635347,-247687.229131,17371.9044998,104435.687487,20329.8644277,0,0,0
0.0512,253657.548442,236896.02966,-19359.5849512,-116001.128938,-233336.668907,-253121.615953,253354.364719,-20042.1083026,-233312.256416,131.608905396,236896.029713,-116001.139944,-64.4450777467,-253121.597735,-140.623109853,236896.029713,-116001.139944,-253121.597735,236896.02966,-116001.128938,-253121.615953,16761.5187814,96641.5439868,19784.9470465,0,0,0
0.0513,248707.911032,232682.143644,-8975.30418501,-94229.2318519,-239099.27064,-258286.306783,248533.497866,-9437.78943338,-239095.708432,129.267857609,232682.143696,-94229.2429959,-52.3495794421,-258286.288565,-143.492382536,232682.143696,-94229.2429959,-258286.288565,232682.143644,-94229.2318519,-258286.306783,16025.7673879,85253.9276669,19187.0361433,0,0,0
0.0514,243176.232799,227982.115335,962.362447065,-69805.0135636,-244606.881455,-263176.203394,243359.451312,1179.94105104,-244539.392364,126.656730771,227982.115387,-69805.0249892,-38.7805694384,-263176.185176,-146.208991764,227982.115387,-69805.0249892,-263176.185176,227982.115335,-69805.0135636,-263176.203394,15194.1174635,70767.3760107,18569.3219387,0,0,0
0.0515,237514.459983,223163.402012,11146.5951884,-42839.6859272,-249645.021344,-267615.774256,237839.577663,11795.9947746,-249635.572437,123.979667814,223163.402064,-42839.6971476,-23.7998317487,-267615.756037,-148.675420021,223163.402064,-42839.6971476,-267615.756037,223163.402012,-42839.6859272,-267615.774256,14351.0579709,53986.2811157,17970.7529119,0,0,0
0.0516,231916.782465,218384.050634,21978.3040229,-13549.1607856,-254182.017973,-271578.111042,231981.720959,22395.2857442,-254377.006703,121.324472603,218384.050686,-13549.172288,-7.52731793775,-271578.092823,-150.876718235,218384.050686,-13549.172288,-271578.092823,218384.050634,-13549.1607856,-271578.111042,13532.7318309,35527.4648086,17396.0930687,0,0,0
0.0517,226082.64722,213400.145901,33156.9542959,16620.0179036,-258474.849823,-275305.314274,225794.205535,32962.7517873,-258756.957323,118.555636641,213400.145954,16620.0061108,9.23333672824,-275305.296043,-152.947386691,213400.145954,16620.0061108,-275305.296043,213400.145901,16620.0179036,-275305.314274,12682.5013184,16536.9363923,16830.4644509,0,0,0
0.0518,219586.188944,207847.524091,44023.1088327,45791.9289025,-262736.297791,-278992.252859,219285.824191,43483.3759564,-262769.200147,115.470846727,207847.524108,45791.916829,25.4399537939,-278992.234627,-154.995685904,207847.524108,45791.916829,-278992.234627,207847.524091,45791.9289025,-278992.252859,11738.6648527,-1768.82006982,16255.9550673,0,0,0
0.0519,212411.46107,201687.026464,54264.0545844,72558.795852,-266774.629148,-282482.029736,212465.825691,53942.2078689,-266408.03356,112.048348045,201687.026481,72558.7833107,40.3104351726,-282482.011505,-156.934450836,201687.026481,72558.7833107,-282482.011505,201687.026464,72558.795852,-282482.029736,10724.4346057,-18294.7412677,15707.4005885,0,0,0
0.052,204991.846266,195274.749217,64179.7990312,96677.2322457,-270124.542584,-285396.40745,205343.901627,64324.3849523,-269668.286579,108.485971797,195274.749235,96677.2195345,53.7095664081,-285396.389218,-158.553549566,195274.749235,96677.2195345,-285396.389218,195274.749217,96677.2322457,-285396.40745,9717.09704886,-32497.4332145,15271.8648662,0,0,0
0.0521,197698.118121,188913.561218,74252.1113348,117855.170321,-272589.221174,-287575.310524,197930.172643,74615.153565,-272545.326208,104.951978464,188913.561236,117855.157707,65.4750876148,-287575.292292,-159.764051273,188913.561236,117855.157707,-287575.292292,188913.561218,117855.170321,-287575.310524,8784.55690289,-43603.0589859,14986.0893499,0,0,0
0.0522,190400.264468,182499.518324,84603.7231625,135843.276059,-274541.885652,-289321.837735,190235.174052,84799.8899617,-275035.064014,101.388621302,182499.518343,135843.264545,75.4684803026,-289321.819504,-160.734344169,182499.518343,135843.264545,-289321.819504,182499.518324,135843.276059,-289321.837735,7900.746144,-51239.5528968,14779.9520833,0,0,0
0.0523,182631.710706,175650.890418,94920.862116,151808.159734,-276569.507622,-291112.779306,182269.84087,94864.1210745,-277133.961945,97.5838279871,175650.890377,151808.148187,84.3378601036,-291112.761074,-161.729311708,175650.890377,151808.148187,-291112.761074,175650.890418,151808.159734,-291112.779306,6980.82028836,-56887.2976176,14543.2716843,0,0,0
0.0524,174172.439425,168120.193976,104916.27348,165959.828002,-278799.305432,-293051.394932,174045.492271,104793.54508,-278839.037351,93.4001077426,168120.193937,165959.816249,92.1998979159,-293051.3767,-162.806320389,168120.193937,165959.816249,-293051.3767,168120.193976,165959.828002,-293051.394932,6052.24544829,-61043.5545218,14252.0895,0,0,0
0.0525,165321.612826,160141.575341,114621.038367,178125.500507,-280706.431845,-294711.160158,165573.815504,114574.051725,-280147.867228,88.9675418346,160141.575302,178125.48866,98.9586048113,-294711.141927,-163.728412181,160141.575302,178125.48866,-294711.141927,160141.575341,178125.500507,-294711.160158,5180.03748571,-63504.46214,14004.7283138,0,0,0
0.0526,156546.88779,152100.930777,124234.092307,188993.459175,-281655.941112,-295576.114769,156866.849284,124191.742372,-281058.591656,84.5005170778,152100.93074,188993.44783,104.996359905,-295576.096537,-164.208942521,152100.93074,188993.44783,-295576.096537,152100.930777,188993.459175,-295576.114769,4445.95701261,-64759.3668682,13920.173657,0,0,0
0.0527,147930.586041,144076.836866,133755.968953,199115.694928,-281600.057483,-295607.393539,147936.966688,133632.949758,-281569.916446,80.042687127,144076.836829,199115.683576,110.619824209,-295607.375308,-164.226319615,144076.836829,199115.683576,-295607.375308,144076.836866,199115.694928,-295607.393539,3853.74917531,-65359.7259747,14007.3360566,0,0,0
0.0528,139096.755411,135774.208536,142975.669722,208380.925573,-281132.110815,-295287.04898,138796.857568,142884.25741,-281681.114978,75.4301158334,135774.2085,208380.914286,115.767174603,-295287.030748,-164.048350416,135774.2085,208380.914286,-295287.030748,135774.208536,208380.925573,-295287.04898,3322.54687476,-65405.2558511,14154.9381653,0,0,0
0.0529,129690.285369,126910.474288,151784.376041,216857.158013,-280841.01418,-295093.564422,129459.510518,151932.518714,-281392.029232,70.5058190298,126910.474254,216857.14659,120.47619255,-295093.546191,-163.940858995,126910.474254,216857.14659,-295093.546191,126910.474288,216857.158013,-295093.564422,2779.81108136,-65072.7819723,14252.5502426,0,0,0
0.053,119823.883935,117583.437356,160408.575624,225030.476042,-280685.348767,-294993.298002,119938.19442,160764.875595,-280703.070015,65.3241318462,117583.437323,225030.464617,125.016924787,-294993.279771,-163.885155428,117583.437323,225030.464617,-294993.279771,117583.437356,225030.476042,-294993.298002,2240.44657885,-64621.9004175,14307.9492358,0,0,0
0.0531,109943.001548,108048.633087,169156.213068,233144.753769,-280081.73375,-294512.283155,110246.439585,169368.776791,-279615.216376,60.0270183743,108048.633074,233144.742344,129.524856858,-294512.264923,-163.617924957,108048.633074,233144.742344,-294512.264923,108048.633087,233144.753769,-294512.283155,1894.36846128,-63988.5407014,14430.5494053,0,0,0
0.0532,100288.651834,98421.1477558,177972.982929,241139.495544,-278565.252952,-293272.825244,100398.018527,177731.995687,-278130.014214,54.6784154154,98421.1477476,241139.484123,133.966380068,-293272.807013,-162.929337229,98421.1477476,241139.484123,-293272.807013,98421.1477558,241139.495544,-293272.825244,1867.5040786,-63166.5126157,14707.5722925,0,0,0
