time_s,SENSE,DRIVEN,MODUL,SWOUT,OBSOUT,OBSIN
0,10,0,0,0,4,4
5e-05,10,0,0,0,4,4
0.0001,10,0.281801,0.487804878049,0.281800999718,4,4
0.00015,10,0.719809637121,1.43961927424,0.719809636401,4,4
0.0002,10,0.2829181601,2.34500369989,0.282918159817,4,4
0.00025,10,1.6031115158,3.2062230316,1.6031115142,4,4
0.0003,10,0.283029272615,4.02543166421,0.283029272332,4,4
