time_s,dc_link_voltage_v,active_power_w,reactive_power_var,phase_a_current_a,phase_b_current_a,phase_c_current_a,line_ab_voltage_v,line_bc_voltage_v,line_ca_voltage_v,blocked
0.00832,789.446021457,18336.4259456,88.4856720239,-31.9537334839,32.2897229201,-0.335989435083,-786.724796294,-2.26312855046,788.987924844,0
0.00834,789.415298555,18854.3854117,-915.251534136,-33.9916015193,32.0434983193,1.94810319974,-786.685115176,-0.150476974846,786.835592151,0
0.00836,789.382593959,19379.6824453,-1284.6797294,-35.386677786,32.4361910324,2.9504867541,-786.643471735,788.935157546,-2.29168581124,0
0.00838,789.351103501,19884.0203403,-15.5087628648,-35.1139290931,34.4930452767,0.620883815162,-786.603060749,788.881734802,-2.27867405315,0
0.0084,789.35861417,19201.1182432,565.714337862,-33.4659192615,33.8073451408,-0.341425878555,791.494972588,-791.329350122,-0.165622466086,0
0.00842,789.375004217,18343.3040333,190.111098721,-32.4429421834,31.8207006177,0.622241567145,-786.653678122,-0.155992294473,786.809670417,0
0.00844,789.343587161,18894.8906699,-751.591847624,-34.4352122598,31.6216760499,2.81353621125,-786.61329484,-0.144040698473,786.757335539,0
0.00846,789.309485219,19447.328024,-1395.6790226,-36.1289962999,31.7182222345,4.41077406541,-786.570241247,788.872940087,-2.30269884031,0
0.00848,789.279624021,19914.1295713,-66.3307699186,-35.8120778374,33.8227713304,1.98930650638,-786.531441896,788.820448806,-2.28900691027,0
0.0085,789.287944633,19213.027571,599.043875729,-34.0590286862,33.2469786637,0.812050022664,791.424466767,-0.162174642394,-791.262292124,0
0.00852,789.304320118,18360.0452773,414.028280988,-32.8176542271,31.4846220732,1.33303215395,-786.582800857,-0.150757948842,786.733558806,0
0.00854,789.272432294,18942.38971,-465.550764919,-34.7677882141,31.3341491424,3.43363907221,-786.541914728,-0.139502549653,786.681417277,0
0.00856,789.237041606,19532.2989981,-1271.22381712,-36.648686658,31.2509478131,5.39773884394,-786.497535555,788.807767671,-2.31023211596,0
0.00858,789.208305048,19958.4597325,116.720538347,-36.2905366959,33.4050448119,2.88549188466,-786.459819262,788.755699393,-2.29588013142,0
0.0086,789.217230087,19238.2907735,804.981616736,-34.4969724704,32.879412126,1.61756034333,791.354104107,-0.156309258132,-791.197794849,0
0.00862,789.233602288,18393.0950925,638.575584513,-33.2156229503,31.1676862914,2.04793665938,-786.511677863,-0.145598747432,786.657276611,0
0.00864,789.201194916,19004.1837688,-177.816532659,-35.126079601,31.0680594336,4.0580201672,-786.470216343,-0.135050195657,786.605266538,0
0.00866,789.165092326,19626.0321512,-975.939978062,-37.0250512655,30.9788933848,6.0461578822,-786.425064725,-0.12466367689,786.549728402,0
0.00868,789.136501022,20027.3826733,302.335236013,-36.7996398345,33.0132947545,3.78634507899,-786.387428472,788.690358385,-2.30292991305,0
0.0087,789.146011332,19287.3454289,1013.06246424,-34.9680270708,32.5400719491,2.4279551224,791.283543925,-0.150560583381,-791.132983341,0
0.00872,789.162360568,18449.2535222,865.680626127,-33.6491711278,30.881212871,2.76795825796,-786.43970077,-0.140566272363,786.580267042,0
0.00874,789.129361885,19087.0202954,113.514093651,-35.5224190831,30.8346522196,4.68776686372,-786.397568651,-0.130734426126,786.528303077,0
0.00876,789.09274366,19734.6043323,-620.179457265,-37.3847680416,30.7988930648,6.58587497714,-786.351817478,-0.121065089833,786.472882568,0
0.00878,789.06365764,20127.5494939,493.031291174,-37.3517390177,32.6586158756,4.69312314209,-786.313597989,788.623822288,-2.31022429925,0
0.0088,789.073727134,19366.8263089,1225.81753703,-35.4845548822,32.2399777629,3.24457711911,791.212341895,-0.144977002494,-791.067364893,0
0.00882,789.09352121,18428.9236434,1138.43930896,-33.9022028296,30.5219128826,3.38028994801,-786.371392755,-0.135708113994,786.507100869,0
0.00884,789.060280695,19091.1223606,450.767613405,-35.7412054728,30.5308065105,5.21039896255,-786.328912758,-0.126602037107,786.455514795,0
0.00886,789.02348923,19762.2010568,-218.254147571,-37.5698978452,30.5508277845,7.01907006173,-786.282877726,-0.117658788026,786.400536514,0
0.00888,788.993203211,20178.3325688,620.079532024,-37.8463574155,32.124087985,5.7222694308,-786.243343108,788.561186231,-2.31784312264,0
0.0089,789.007266147,19309.570718,1301.94750995,-35.832159774,31.5342837205,4.2978760535,791.144090463,-0.136182037654,-791.007908426,0
0.00892,789.027124838,18377.4808724,1230.39891797,-34.21776041,29.8742785259,4.34348188479,-786.306656767,-0.127653982567,786.434310749,0
0.00894,788.99350702,19063.3673464,608.175457879,-36.025016701,29.941399657,6.08361704521,-786.263667062,-0.119288912462,786.382955974,0
0.00896,788.956402307,19757.1906718,4.7586534825,-37.8225518195,30.0199574226,7.80259439675,-786.217181885,-0.111086814574,786.3282687,0
0.00898,788.925442799,20193.8642464,680.785865873,-38.2968732674,31.4236252377,6.87324802932,-786.176832431,788.502683026,-2.32585059485,0
0.009,788.940267891,19306.3948818,1380.58429146,-36.2525583367,30.8934873169,5.35907101868,791.075990219,-0.127672080853,-790.948318138,0
0.00902,788.960155236,18379.4183995,1325.37217127,-34.6085995581,29.2935417564,5.31505780177,-786.240636653,-0.119892419174,786.360529072,0
0.00904,788.926009227,19086.7869633,769.628644691,-36.3865952197,29.4208733408,6.96572187919,-786.196964009,-0.112275756747,786.309239765,0
0.00906,788.888435918,19801.1483399,232.819395394,-38.155458595,29.5599345356,8.59552405934,-786.149851077,-0.104822051857,786.254673129,0
0.00908,788.85543055,20296.8313342,640.288645968,-38.9443136795,30.6817703425,8.26254333741,-786.107292255,788.443326529,-2.3360342734,0
0.0091,788.871065908,19390.4086678,1358.18664568,-36.872137447,30.2134651463,6.65867230067,791.006486022,-0.117773963639,-790.888712058,0
0.00912,788.894477949,18358.8245368,1350.76570201,-34.9724407076,28.5615153622,6.41092534655,-786.176800293,-0.110752949525,786.287553243,0
0.00914,788.859850625,19086.0598638,862.149013415,-36.7239093369,28.7514330022,7.97247633595,-786.132466038,-0.103894782812,786.236360821,0
0.00916,788.821849979,19819.3446774,392.569354305,-38.4668344667,28.9533565714,9.51347789629,-786.084741149,-0.0971993928895,786.181940542,0
0.00918,788.78727099,20363.5283781,643.989385639,-39.4587954191,29.9098677997,9.54892761825,-786.0404198,788.385458403,-2.34503860346,0
0.0092,788.806792433,19357.6165449,1299.19266797,-37.2475961817,29.2772459524,7.97035022782,790.939408745,-0.10653447809,-790.832874267,0
0.00922,788.830279408,18330.1364673,1305.12053833,-35.3238109964,27.6900596909,7.63375130593,-786.11520218,-0.100281541424,786.215483721,0
0.00924,788.795188021,19075.579918,884.303241947,-37.0514825975,27.9448547958,9.106627803,-786.070198459,-0.0941911344929,786.164389594,0
0.00926,788.756771784,19826.1305691,482.600481922,-38.7711986929,28.2119151777,10.5592835157,-786.02184834,-0.0882631578686,786.110111498,0
0.00928,788.720263559,20431.1171791,581.591735742,-39.968999773,29.0053539583,10.9636458131,-785.975383917,788.330047133,-2.35466321616,0
0.0093,788.740611793,19408.0017195,1251.11165801,-37.7356277859,28.4389146438,9.29671314134,790.871476607,-0.0957110070339,-790.7757656,0
0.00932,788.767769905,18272.5543293,1294.70559116,-35.5618148231,26.8040329404,8.75778188322,-786.055932792,-0.0902312548349,786.146164047,0
0.00934,788.732432233,19033.8273247,941.945355609,-37.2686495763,27.1256804792,10.1429690982,-786.010452709,-0.0849135564804,786.095366265,0
0.00936,788.693811547,19799.2726551,608.348554822,-38.9681161762,27.4598365101,11.5082796671,-785.96166391,-0.0797577838166,786.041421694,0
0.00938,788.655088965,20476.5651769,558.751095473,-40.3747232355,28.0921394895,12.282583745,-785.912746778,788.276033301,-2.36328652309,0
0.0094,788.679134189,19361.1060454,1157.2070444,-38.0080331153,27.3656247758,10.6424083395,790.805994581,-0.0836160817635,-790.722378499,0
0.00942,788.706422347,18228.463687,1210.88039962,-35.8158115295,25.7996382648,10.0161732655,-785.998337225,-0.078917324602,786.077254549,0
0.00944,788.67079988,19003.8464312,926.853919382,-37.5045214723,26.1902588294,11.3142626428,-785.952318106,-0.074379980561,786.026698086,0
0.00946,788.631930953,19782.468544,662.014007023,-39.1864484611,26.5936135555,12.5928349056,-785.903022771,-0.0700038928995,785.973026663,0
0.00948,788.590529492,20543.9887239,468.725253473,-40.8045784645,27.0668585596,13.7377199041,-785.851164435,788.223875915,-2.37271147998,0
0.0095,788.615367287,19413.3857709,1078.21033363,-38.4213699553,26.4105336552,12.0108362984,790.739518908,-0.0719984864243,-790.667520421,0
0.00952,788.646415141,18170.2066953,1159.40983437,-35.9847918693,24.8008178227,11.1839740475,-785.94247922,-0.0680842185355,786.010563438,0
0.00954,788.610670236,18957.2903183,944.33682714,-37.658313877,25.2622135794,12.3961002989,-785.896059726,-0.064330566081,785.960390292,0
0.00956,788.57170902,19746.6887771,748.444658547,-39.3256361366,25.7365524868,13.5890836497,-785.846390205,-0.0607373438822,785.907127549,0
0.00958,788.529554472,20538.1700606,571.715994607,-40.986863629,26.2238679545,14.7629956755,-785.793492942,-0.0573043611082,785.850797303,0
0.0096,788.55702994,19344.2499054,1050.39530045,-38.5333514337,25.3540081968,13.1793432371,790.676458842,-0.0608733244941,-790.615585517,0
0.00962,788.58825344,18102.4014587,1138.02103155,-36.0842304695,23.816741113,12.2674893572,-785.888740709,-0.0577462584897,785.946486968,0
0.00964,788.552515886,18898.7832013,992.086245527,-37.7454869651,24.3506289173,13.3948580478,-785.842027435,-0.0547788540733,785.896806289,0
0.00966,788.513585908,19696.5641976,865.29775141,-39.4011242178,24.8976519159,14.5034723024,-785.792084156,-0.0519708978072,785.844055054,0
0.00968,788.471485246,20495.5162052,757.629667566,-41.0512466009,25.457840389,15.5934062128,-785.73893194,-0.0493221706341,785.78825411,0
0.0097,788.496409845,19383.6240781,1040.61915858,-38.8155333045,24.4331148246,14.3824184785,790.61264519,-0.0502534814794,-790.562391708,0
0.00972,788.527781717,18142.4216543,1135.32607479,-36.3562995576,22.9697047234,13.3865948342,-785.831143824,-0.0479155492064,785.879059373,0
0.00974,788.491712104,18945.6072087,1059.39370353,-38.0077047405,23.5774693397,14.430235401,-785.783778363,-0.0457361694645,785.829514532,0
0.00976,788.452470267,19749.2798826,1002.54169469,-39.6540662679,24.198543232,15.4555230357,-785.733199349,-0.0437151007627,785.77691445,0
0.00978,788.410076729,20553.21546,964.735652107,-41.2954877819,24.8329535148,16.4625342673,-785.679426652,-0.0418520960286,785.721278748,0
0.0098,788.434472842,19472.4322554,965.220317689,-39.1659703098,23.4266286679,15.7393416424,790.547427942,-0.0384364349356,-790.508991507,0
0.00982,788.465982959,18231.9086693,1067.46603781,-36.6992719285,22.0388646198,14.6604073087,-785.772284405,-0.0368922863712,785.809176691,0
0.00984,788.429441498,19040.0170127,1062.14450791,-38.3434627625,22.7222734023,15.6211893614,-785.724104946,-0.0355054200268,785.759610366,0
0.00986,788.389743217,19847.7045514,1075.81044058,-39.9831807571,23.4191470564,16.5640337011,-785.672723708,-0.0342755666054,785.706999274,0
0.00988,788.346907449,20654.7513227,1108.42096646,-41.6185286951,24.1295094921,17.4890192043,-785.618159389,-0.0332024512734,785.65136184,0
0.0099,788.376089167,19456.1999485,931.306700567,-39.2558007671,22.3434300628,16.9123707032,790.484077427,-0.0271552966624,-790.45692213,0
0.00992,788.404030922,18330.0677429,1037.55914972,-37.0133075672,21.1471822237,15.8661253449,-785.713220603,-0.0264052842618,785.739625887,0
0.00994,788.367073048,19140.603516,1102.92287187,-38.6531382672,21.9076822413,16.745456027,-785.664261076,-0.0258111309424,785.690072207,0
0.00996,788.32696788,19949.8215114,1187.15170609,-40.2890623044,22.6817851511,17.6072771531,-785.612105773,-0.0253725398632,785.637478313,0
0.00998,788.284904113,20728.5888865,1241.92232418,-41.8640842005,23.3553168252,18.5087673747,2.426096993,-788.009128979,785.583031986,0
0.01,788.315473889,13720.3881597,582.134832013,-39.4634910273,21.201857968,18.2616330588,790.41879274,-0.0147011244723,-790.404091616,0
0.01002,788.343219501,13225.8188516,665.104631073,-38.0705221345,20.5077774687,17.5627446659,-785.650320133,-0.0147251639404,785.665045297,0
0.01004,788.303505813,14097.8809863,763.045574841,-40.5583626995,21.7649029511,18.7934597494,-785.591881615,-0.0148572159339,785.606738831,0
0.01006,788.258962056,14968.7796222,875.909615992,-43.0410374293,23.0302240778,20.0108133513,-785.52859788,-0.0150970535574,785.543694934,0
0.01008,788.215632922,15741.4634984,831.698917447,-45.2331707993,23.7328717655,21.5002990338,2.4448302006,-787.926787905,785.481957704,0
0.0101,788.244975181,15189.5397391,558.199484743,-43.6562605861,22.0503464208,21.6059141652,790.373500323,-0.00222216126701,-790.371278161,0
0.01012,788.267413648,14771.0722456,660.374533971,-42.4841244271,21.5232498681,20.9608745592,-785.547368908,-0.00281187653081,785.550180784,0
0.01014,788.219147674,15641.0720602,816.754862465,-44.9640591884,22.8328670868,22.1311921031,-785.480155174,-0.003508374901,785.483663549,0
0.01016,788.166095518,16509.2137057,987.894760677,-47.4391866919,24.1507344157,23.2884522776,-785.408138045,-0.00431141066895,785.412449455,0
0.01018,788.119559449,17210.5525425,859.161908871,-49.3958983653,24.4495078522,24.9463905114,2.46922701874,-787.817067156,785.347840137,0
0.0102,788.144958429,16710.3080387,535.373005726,-47.9271839376,22.7069399867,25.22024395,790.298121157,0.0125665197538,-790.310687676,0
0.01022,788.184675592,15964.5325586,634.907265032,-45.8362032962,21.7774016317,24.0588016652,-785.446599699,0.01140700011,785.435192699,0
0.01024,788.129995826,16831.1111478,847.526719894,-48.3123235624,23.141957599,25.1703659645,-785.372716553,0.0101420417765,785.362574511,0
0.01026,788.070558477,17695.1652474,1074.73186097,-50.7839985951,24.5148083918,26.2691902033,-785.294056576,0.00877190901372,785.285284667,0
0.01028,788.034928356,18161.3106352,500.581807757,-51.9392091766,23.2717274224,28.6674817537,2.47605467061,-787.707941706,785.231887035,0
0.0103,788.070046489,17487.1075137,445.916920246,-50.0139996874,22.0438088971,27.97019079,790.23032764,0.0296319093161,-790.259959549,0
0.01032,788.114802479,16658.6780226,542.363509252,-47.6955219172,21.0578552826,26.6376666361,-785.371027726,0.0278990566276,785.343128669,0
0.01034,788.056641582,17520.8551526,808.192450702,-50.1729127917,22.4802340568,27.6926787351,-785.293367981,0.026062223261,785.267305758,0
0.01036,787.993731782,18379.8770268,1088.4293097,-52.6462260733,23.9109438502,28.7352822238,-785.210938067,0.0241216917474,785.186816375,0
0.01038,787.960854666,18770.6332096,340.011566929,-53.4615756119,22.0419853652,31.4195902466,2.4775177925,-787.613958764,785.136440971,0
0.0104,787.99877033,18051.8120847,353.906925579,-51.4259494829,20.9876004241,30.4383490584,790.160830189,0.0472537429353,-790.208083932,0
0.01042,788.046359229,17182.0727083,446.246756783,-48.9974909989,20.0039383073,28.9935526926,2.44500713431,0.0449480717015,-2.48995520601,0
0.01044,787.988486143,17998.2296158,758.696365486,-51.3653266513,21.4286650193,29.9366616335,-785.224508318,0.0425399828578,785.181968335,0
0.01046,787.923417374,18850.7761491,1090.51407489,-53.843624173,22.9188343744,30.9247897991,-785.139597216,0.0400297769236,785.099567439,0
0.01048,787.893396482,19179.4073005,161.695877019,-54.3226088755,20.425886268,33.8967226068,2.47374246335,-787.526034423,785.05229196,0
0.0105,787.934599362,18412.5807259,240.083615674,-52.1798938215,19.5465547694,32.6333390522,790.093223715,0.0654339210868,-790.158657636,0
0.01052,787.982514578,17542.808684,331.070574001,-49.7589086975,18.6238071441,31.1351015525,2.441913567,0.0625564717292,-2.50447003873,0
0.01054,787.923364206,18351.8000494,693.143720489,-52.1341982707,20.109271963,32.0249263076,-785.16213899,0.059578271425,785.102560718,0
0.01056,787.856969227,19196.4263904,1075.59512373,-54.6203049791,21.6601886237,32.9601163561,-785.075558894,0.0564996383794,785.019059256,0
0.01058,787.827391777,19503.6340904,35.0239311649,-54.8797960203,18.7726419072,36.1071541136,2.4682621773,-787.440711339,784.972449162,0
0.0106,787.868732471,18737.6940206,115.079989646,-52.7464815755,17.9552156163,34.7912659593,790.022233068,0.0841802512943,-790.106413319,0
0.01062,787.916951645,17868.2170403,204.540128275,-50.3352878181,17.0943862747,33.2409015446,2.43714835828,0.0807325759461,-2.51788093422,0
0.01064,787.856887645,18668.560594,615.782978066,-52.7203331729,18.6415747113,34.078758463,-785.100070241,0.0771859183725,785.022884322,0
0.01066,787.792548896,19465.5908427,936.808212997,-55.0453671042,19.9118525983,35.1335145064,2.47478608614,-787.416432711,784.941646624,0
0.01068,787.75986655,19798.2898512,-106.237873039,-55.2589203679,16.9731986582,38.2857217084,2.46116058282,-787.35329606,784.892135477,0
0.0107,787.801342919,19033.4513505,-24.6258562798,-53.1372964683,16.2186266008,36.9186698665,789.948114645,0.103500215811,-790.051614861,0
0.01072,787.849844847,18164.5956816,63.1828878341,-50.7381775879,15.4206511129,35.3175264742,2.43079413135,0.0994843763091,-2.53027850766,0
0.01074,787.789207845,18954.8308249,523.140737794,-53.1352467706,17.0304809653,36.1047658052,-785.038371342,0.0953714237228,784.942999918,0
0.01076,787.727661625,19698.6295046,742.565399528,-55.2444834606,17.9070480029,37.3374354567,2.46575764499,-787.330501813,784.864744168,0
0.01078,787.690845253,20069.875914,-265.11039401,-55.471428253,15.0323299244,40.4390983276,2.45251877862,-787.263803536,784.811284757,0
0.0108,787.732455312,19306.3490708,-182.008647271,-53.3637491711,14.3414929828,39.0222561873,789.870973634,0.123403815405,-789.99437745,0
0.01082,787.781220415,18438.4352789,-95.9266117283,-50.978952697,13.6072387932,37.3717139036,2.42293094534,0.118822374958,-2.54175332029,0
0.01084,787.725833009,19138.7978906,391.915535608,-53.1624933773,15.1666677051,37.9958256722,-784.98417934,0.114145789265,784.870033551,0
0.01086,787.665405508,19858.5226707,582.10751966,-55.1727908328,15.8788790496,39.2939117815,2.45525833714,-787.24832247,784.793064133,0
0.01088,787.627055711,20237.7914262,-362.350428296,-55.3585415213,13.1257306463,42.2328108734,2.44242134863,0.145535400408,-2.58795674903,0
0.0109,787.670885777,19446.2651096,-251.443936428,-53.2104315548,12.5560300634,40.6544014902,789.799710198,0.140491856432,-789.940202054,0
0.01092,787.719832932,18579.3503115,-168.042382076,-50.8426263688,11.8858295759,38.9567967945,2.41364226766,0.135354835416,-2.54899710307,0
0.01094,787.664884783,19266.9379629,364.323561591,-53.043146743,13.5091013404,39.5340454031,-784.93211568,0.130124719663,784.80199096,0
0.01096,787.606995999,19947.5111573,447.144952076,-54.8427040108,13.8290258386,41.0136781727,2.44335863703,-787.171064863,784.727706226,0
0.01098,787.565537177,20361.872141,-461.667202209,-55.0467411132,11.1409109101,43.9058302014,2.43093824796,0.163824595637,-2.5947628436,0
0.011,787.609557315,19570.9490566,-351.108044953,-52.9174338164,10.6360360846,42.2813977314,789.727316778,0.158226807443,-789.885543586,0
0.01102,787.658664846,18705.4017644,-270.382312731,-50.5687853147,10.030625396,40.5381599177,2.40299704154,0.152537671846,-2.55553471338,0
0.01104,787.604407087,19378.95961,306.058673151,-52.7884447972,11.7184636086,41.0699811887,-784.881864682,0.146757587167,784.735107095,0
0.01106,787.547292445,20044.638938,356.165303081,-54.4934956901,11.8749776944,42.6185179953,2.43184235476,-787.09356687,784.661724516,0
0.01108,787.502951045,20492.5527726,-516.032153953,-54.7177245083,9.25212953312,45.4655949738,2.41984925811,0.181067326298,-2.60091658441,0
0.0111,787.547164042,19701.9694267,-405.859820497,-52.6091210505,8.81229799489,43.7968230557,789.654263251,0.174922624429,-789.829185876,0
0.01112,787.59643321,18837.6009667,-327.826002484,-50.281523023,8.27188230118,42.0096407209,2.39276701466,0.168688791255,-2.56145580591,0
0.01114,787.542892302,19495.4670492,292.170379022,-52.5222015732,10.0244766326,42.4977249411,-784.830151049,0.162366240731,784.667784808,0
0.01116,787.487292484,20136.652651,231.456804726,-54.0206658305,9.7898494827,44.2308163478,2.41905256447,-787.015079778,784.596027213,0
0.01118,787.44005358,20617.2137773,-603.113134891,-54.2671880758,7.23290176148,47.0342863124,2.40750043715,0.19900692176,-2.60650735891,0
0.0112,787.484454502,19827.2397938,-493.282248519,-52.1813826818,6.85873295041,45.322649731,789.579647195,0.192319582941,-789.771966778,0
0.01122,787.533868515,18964.3969979,-417.866280894,-49.8769210007,6.38391835537,43.4930026461,2.38130418487,0.185545420526,-2.5668496054,0
0.01124,787.481260244,19605.3471619,245.213898876,-52.1406946461,8.20186086526,43.9388337814,-784.779539605,0.178684863687,784.600854741,0
0.01126,787.426508651,20231.0167819,72.3748647473,-53.4347204109,7.57683228529,45.8578881247,2.40505775146,-786.9350955,784.530037748,0
0.01128,787.376344679,20743.2747729,-723.544512657,-53.7055937326,5.0863528946,48.6192408368,2.39395972117,0.217664438623,-2.61162415979,0
0.0113,787.420930776,19954.1571956,-613.962539418,-51.6446377603,4.7783991778,46.8662385825,789.503038076,0.210439195972,-789.713477272,0
0.01132,787.470476054,19093.1626896,-541.041097703,-49.3653553022,4.36972485661,44.9956304449,2.36867538895,0.203129526926,-2.57180491588,0
0.01134,787.424310901,19641.8861103,132.742729436,-51.4265332271,6.13967897087,45.286854256,-784.736471979,0.195735875447,784.540736103,0
0.01136,787.369392205,20269.2035356,-75.6755650425,-52.6326285874,5.3529937752,47.2796348119,2.38992809986,-786.859751129,784.469823029,0
0.01138,787.321685278,20745.1911264,-787.365875871,-52.8160622974,3.04328629907,49.7727759971,2.37929673109,0.233647447322,-2.61294417841,0
0.0114,787.366410162,19957.0550172,-678.879665874,-50.7824250344,2.80156715485,47.9808578788,789.434322239,0.22589645249,-789.660218692,0
0.01142,787.416008092,19098.125535,-609.267056718,-48.5307785619,2.4590390187,46.0717395439,2.35494907613,0.218063501536,-2.57301257766,0
0.01144,787.3714554,19628.2815337,103.470345859,-50.6195967505,4.29489299118,46.3247037591,-784.696875091,0.210149052789,784.486726038,0
0.01146,787.316403771,20260.4568305,-141.140151481,-51.7397804412,3.34635307862,48.3934273622,2.37543065572,-786.791160529,784.415729873,0
0.01148,787.266848748,20763.5140801,-815.275765956,-51.9518101919,1.10308730248,50.8487228876,2.36527447565,0.248728176682,-2.61400265233,0
0.0115,787.31171436,19976.1152333,-707.841896338,-49.947216042,0.927562883819,49.0196531571,789.366080371,0.240460450164,-789.606540821,0
0.01152,787.361369571,19119.0747316,-641.462388899,-47.7249212464,0.651128919601,47.0737923269,2.34188023912,0.232113315876,-2.573993555,0
0.01154,787.318378041,19629.2029869,109.657383602,-49.8430855043,2.55281803338,47.2902674715,-784.656390664,0.223687246072,784.432703418,0
0.01156,787.263033111,20267.0194964,-249.142655072,-50.7651969797,1.21463238386,49.5505645955,2.35989913502,-786.72134558,784.361446445,0
0.01158,787.211550878,20796.2658852,-882.780935566,-51.0106329845,-0.95603441672,51.9666673993,0.250272991588,2.36461349726,-2.61488648884,0
0.0116,787.256605097,20010.7185562,-732.94120355,-49.1000917804,-0.938805254309,50.0388970362,0.240806431427,789.311485726,-789.552292157,0
0.01162,787.306457758,19157.2912504,-548.390166611,-47.0857412117,-0.795414952603,47.8811561634,0.231451630138,2.34338284386,-2.574834474,0
0.01164,787.264731358,19645.5364575,242.307304641,-49.2375337788,1.17722827974,48.0603055001,-784.612649688,0.23441538493,784.378234303,0
0.01166,787.208655986,20297.0313824,-152.052250505,-50.0776426983,-0.321897195341,50.3995398923,0.248778726271,-784.555040942,784.306262216,0
0.01168,787.155820266,20849.4438103,-744.522365153,-50.357924333,-2.42051671043,52.7784410419,0.239687036914,2.37599477688,-2.6156818138,0
0.0117,787.201098865,20062.1385451,-595.821349252,-48.4794599971,-2.3379160145,50.8173760116,0.230707718759,789.266867443,-789.497575162,0
0.01172,787.251252475,19205.7163543,-414.547243392,-46.4974693215,-2.12929358275,48.6267629052,0.221840877584,2.35378027067,-2.57562114826,0
0.01174,787.210704269,19670.5364526,415.246798573,-48.6848001965,-0.0852902498245,48.7700904474,-786.66769885,2.34427689176,784.323421958,0
0.01176,787.153642764,20339.7368486,-35.9468159734,-49.412797361,-1.80897848622,51.2217758459,0.238019093184,-784.488481135,784.250462041,0
0.01178,787.099499335,20913.8297148,-588.698235388,-49.7263820798,-3.84203376112,53.56841584,0.229421740447,2.38705223607,-2.61647397652,0
0.0118,787.145003277,20124.6554358,-441.125648714,-47.8816415396,-3.6941636513,51.5758051917,0.220937388337,789.22134524,-789.442282628,0
0.01182,787.195456808,19265.1962054,-263.15565544,-45.9336481413,-3.42042340188,49.3540715445,0.212566122634,2.36387246291,-2.57643858555,0
0.01184,787.156046116,19705.3005282,602.865592095,-48.1549478705,-1.31157564793,49.4665235187,-786.621821386,2.35389048406,784.267930902,0
0.01186,787.097857893,20394.2361756,141.666448496,-48.8397376008,-3.12538494111,51.965122541,0.228571762156,-784.422397498,784.193825736,0
0.01188,787.042553398,20988.2448967,-370.760559774,-49.1881007862,-5.09328613584,54.2813869216,0.22047407215,2.3968733533,-2.61734742545,0
0.0119,787.088281007,20196.8177972,-224.403751834,-47.3785517947,-4.88057015697,52.2591219518,0.212489907126,789.173971587,-789.386461494,0
0.01192,787.139025323,19334.012311,-49.8620740833,-45.4660139238,-4.54214716529,50.0081610879,0.204619332769,2.3727515294,-2.57737086217,0
0.01194,787.105352374,19684.7593474,767.922982728,-47.4380631875,-2.59675318562,50.034816373,0.224206548888,-784.442186668,784.21798012,0
0.01196,787.045715635,20401.7710466,233.571396378,-47.98851402,-4.68701042057,52.6755244405,0.216507516915,-784.358895104,784.142387587,0
0.01198,786.994799658,20940.8700857,-205.772259623,-48.2598752248,-6.47540246643,54.7352776909,0.208922362747,2.40605338876,-2.6149757515,0
0.012,787.040707507,20147.9907794,-61.273996861,-46.4879375957,-6.19771021102,52.6856478069,0.201451135916,789.135116416,-789.336567552,0
0.01202,787.091673778,19282.7235233,109.169619547,-44.6132618853,-5.79448529805,50.4077471843,0.194093881966,2.38101115051,-2.57510503247,0
0.01204,787.058661429,19628.0861241,803.813573007,-46.3951731873,-4.24057794515,50.6357511328,0.210772975157,-784.384271926,784.173498951,0
0.01206,786.998007112,20365.3772222,313.866825887,-46.9842871779,-6.26529641789,53.2495835947,0.203594952782,-784.300424856,784.096829903,0
0.01208,786.946267461,20921.5846792,-86.5582956512,-47.2945637658,-7.98834043777,55.282904203,0.196531115658,2.41635621112,-2.61288732678,0
0.0121,786.992362905,20127.4786022,56.3271878842,-45.5619024652,-7.64560364618,53.2075061122,0.189581493147,789.096620574,-789.286202067,0
0.01212,787.043567961,19260.0381813,222.889331838,-43.7267433553,-7.17752104967,50.9042644064,0.182746110615,2.39040891533,-2.57315502594,0
0.01214,787.01123597,19597.3222838,872.586653851,-45.4342001913,-5.78697136713,51.2211715582,0.19823614313,-784.326187399,784.127951256,0
0.01216,786.949595669,20353.1616865,427.726883059,-46.0633753358,-7.74658335039,53.8099586862,0.191583958969,-784.241805103,784.050221144,0
0.01218,786.897057186,20924.9268268,66.8080323155,-46.4139553572,-9.40472328805,55.8186786441,0.18504615942,2.42611699753,-2.61116315695,0
0.0122,786.943341982,20129.3412954,208.130328719,-44.7219499125,-8.9973990057,53.7193489197,0.178622753641,789.056917841,-789.235540595,0
0.01222,786.994786583,19259.5477028,370.830995262,-42.9276766659,-8.46492713744,51.3926038023,0.17231374678,2.3992876427,-2.57160138948,0
0.01224,786.962000599,19606.9016017,898.967119118,-44.4481058737,-7.4660708204,51.9141766931,0.184910174342,-784.265091505,784.080181331,0
0.01226,786.899163932,20380.0936004,500.075282499,-45.1189174757,-9.36059632343,54.4795137978,0.178791604868,-784.179955526,784.001163921,0
0.01228,786.845641414,20966.3832699,179.457073654,-45.5113654784,-10.9538645038,56.4652299815,0.172787504009,2.43709546024,-2.60988296425,0
0.0123,786.892128519,20169.4777877,319.514525374,-43.8615749684,-10.4820026585,54.3435776267,0.166897860715,789.016248541,-789.183146402,0
