time_s,dc_link_voltage_v,active_power_w,reactive_power_var,phase_a_current_a,phase_b_current_a,phase_c_current_a,line_ab_voltage_v,line_bc_voltage_v,line_ca_voltage_v,blocked
0.00032,799.923511365,3567.07680158,336.716988624,7.30049304302,-3.6107561464,-3.68973689693,797.468947132,-0.000394903750703,-797.468552229,0
0.00034,799.907404303,4420.98948649,595.20544268,9.08229843684,-4.75600809755,-4.32629034003,797.438204783,0.00214858877689,-797.440353372,0
0.00036,799.887795017,5270.69835534,872.618304735,10.8622634953,-5.91517034599,-4.94709314947,797.403899861,0.00484038595846,-797.408740247,0
0.00038,799.864698742,6115.99824614,1168.87342491,12.6404830634,-7.0882493966,-5.55223366781,797.366047094,0.00768007860552,-797.373727173,0
0.0004,799.84931618,6049.89701259,1370.09081556,12.5637121076,-7.34858129063,-5.21513081813,-801.748869639,0.0106672523091,801.738202387,0
0.00042,799.844806727,5345.98225372,305.74087053,10.8708379154,-4.73117363492,-6.13966428048,797.366788683,-0.00704245319258,-797.35974623,0
0.00044,799.821830012,6188.99213268,645.912666751,12.6554938788,-5.95584386152,-6.69965001696,797.328765338,-0.00371903075859,-797.325046307,0
0.00046,799.795367734,7026.86444185,1004.70111994,14.438819748,-7.19446102166,-7.2443587273,797.287193345,-0.00024948852689,-797.286943856,0
0.00048,799.765434053,7859.40018332,1382.01544382,16.2209089807,-8.44702834674,-7.7738806348,797.242086382,0.00336573854287,-797.24545212,0
0.0005,799.744369857,7895.10299533,1653.49324278,16.3803153675,-8.90277872166,-7.47753664491,-801.67077732,0.00712621034813,801.66365111,0
0.00052,799.737286979,7270.40824649,482.319775333,14.7501110772,-6.13363372309,-8.61647735391,-2.20441871298,799.424864765,-797.220446052,0
0.00054,799.709694978,7959.94501194,532.302772963,16.134848701,-6.62861530562,-9.50623339429,797.195869673,-0.0143880903714,-797.181481583,0
0.00056,799.676652655,8784.61516538,972.454872048,17.9243458489,-7.94873112005,-9.97561472943,797.147279286,-0.0101344179963,-797.137144868,0
0.00058,799.640148004,9603.03225994,1430.79325825,19.7131085045,-9.28281072866,-10.430297776,797.095160424,-0.00573743520783,-797.089422989,0
0.0006,799.612885614,9739.29834812,1779.6426946,20.1114971008,-9.93598781662,-10.1755092833,-801.563115032,-0.00119760732764,801.56431264,0
0.00062,799.603226335,9146.64810938,645.521432973,18.489073213,-7.2488145357,-11.240258677,-2.2286894276,799.28326112,-797.054571692,0
0.00064,799.571444965,9721.89072975,450.087493281,19.5346227663,-7.13126872359,-12.4033540433,797.038107525,-0.0263604264666,-797.011747098,0
0.00066,799.532065633,10530.8379275,971.037080981,21.3330612863,-8.53411740021,-12.7989438865,796.982721757,-0.0213241323248,-796.961397624,0
0.00068,799.489226712,11332.6345026,1509.80402638,23.1312601127,-9.95092513656,-13.1803349757,796.923807804,-0.016147049115,-796.907660755,0
0.0007,799.457687015,11454.7143804,1917.79029151,23.5398497392,-10.6869581735,-12.8528915657,-801.42881305,-0.0108296669069,801.439642717,0
0.00072,799.447008597,10815.6312034,904.010404063,21.8128727494,-8.19896098388,-13.6139117643,-2.25005915742,799.11992585,-796.869866693,0
0.00074,799.412991783,11261.3497942,346.542480469,22.407047666,-7.2387482837,-15.168299383,796.864754822,-0.0396477552985,-796.825107067,0
0.00076,799.368391914,12052.6595006,946.437835749,24.2181320081,-8.72595877899,-15.4921732294,796.803663479,-0.033831072083,-796.769832407,0
0.00078,799.32032409,12835.9500288,1563.76081918,26.0294667055,-10.2271067711,-15.8023599339,796.739033242,-0.0278762656751,-796.711156976,0
0.0008,799.288006959,12831.5411695,2000.95118934,26.2205335878,-10.9318817426,-15.2886518438,-801.273761032,-0.0217838503974,801.295544883,0
0.00082,799.277017696,12141.1732757,1101.70703957,24.3932761782,-8.64491611224,-15.748360066,-2.26519095013,798.941492485,-796.676301535,0
0.00084,799.241921148,12483.6797134,172.611539346,24.540266604,-6.84389000248,-17.6963766018,796.684992386,-0.0542624327251,-796.630729953,0
0.00086,799.193614522,13255.877993,849.054945457,26.3681595964,-8.41724864555,-17.9509109506,796.619679502,-0.0476683112868,-796.57201119,0
0.00088,799.141818229,14019.2215653,1542.52080319,28.1967890618,-10.0045070571,-18.1922820055,796.55080377,-0.0409388745371,-796.509864895,0
0.0009,799.110200531,13889.5247445,1999.81090407,28.1746301952,-10.6798490269,-17.4947811675,-801.104464926,-0.0340746605324,801.138539587,0
0.00092,799.099505116,13143.393641,1209.21179744,26.2513141901,-8.59565033743,-17.6556638514,-2.27423481127,798.75419706,-796.479962248,0
0.00094,799.063242638,13435.8238059,10.7934080027,26.0710285376,-6.18707467008,-19.8839538681,796.501944144,-0.0684843956476,-796.433459748,0
0.00096,799.012453594,14186.942942,761.448015452,27.9196201483,-7.84780644868,-20.0718137008,796.433608483,-0.0611200359551,-796.372488447,0
0.00098,798.958141335,14928.4054048,1528.7010382,29.7694287705,-9.52238426346,-20.2470445087,796.361674293,-0.0536233009583,-796.308050992,0
0.001,798.92831724,14674.4945795,1997.1601529,29.5380613827,-10.1695554764,-19.3685059064,-800.926847325,-0.0459947519197,800.972842077,0
0.00102,798.916515477,13953.3738219,1233.89796548,27.6382380549,-8.17365365558,-19.4645843993,-2.27905944716,798.560052836,-796.280993388,0
0.00104,798.878798988,14227.260845,-182.804007158,27.1922260781,-5.27479433283,-21.9174317448,-2.26233509074,798.495577814,-796.233242724,0
0.00106,798.826736427,14944.5580347,584.868860442,29.0072464631,-6.90852554039,-22.0987209232,796.247149591,-0.0759509765341,-796.171198615,0
0.00108,798.770845897,15662.659145,1424.30520499,30.8818283039,-8.6717738174,-22.2100544871,796.173069912,-0.0676914030098,-796.105378509,0
0.0011,798.740417491,15394.6613688,1934.25916991,30.6761968484,-9.40778692058,-21.268409928,-800.740829413,-0.0593031147405,800.800132527,0
0.00112,798.7274667,14698.4563574,1198.88569471,28.8029796225,-7.50127935094,-21.3017002717,-2.28152128346,798.35845661,-796.076935327,0
0.00114,798.686774038,15017.7051372,-158.750753581,28.3837011478,-4.69196084383,-23.6917403031,-2.26537829863,798.291767156,-796.026388857,0
0.00116,798.634858933,15655.6461573,344.787862583,29.8788998158,-5.72110264205,-24.1577971744,796.056850948,-0.0921834722007,-795.964667475,0
0.00118,798.577838812,16348.6005929,1255.46808321,31.7813045419,-7.57403250866,-24.2072720351,795.981054154,-0.0831661972164,-795.897887957,0
0.0012,798.547057889,16065.8059666,1806.31402363,31.6044631824,-8.39988755768,-23.2045756242,-800.547071647,-0.0740234399626,800.621095087,0
0.00122,798.535321736,15303.9176874,1169.23991105,29.6453383076,-6.69934091709,-22.9459973907,-2.28172338471,798.154080471,-795.872357086,0
0.00124,798.492045672,15667.0178043,-128.805583347,29.2560683267,-3.98030592854,-25.2757623971,-2.26618185995,798.085560407,-795.819378547,0
0.00126,798.440269439,16245.0768602,105.951740834,30.4347640548,-4.40569725662,-26.0290667999,795.866059161,-0.108116847176,-795.757942313,0
0.00128,798.382756036,16910.8791673,1086.27696365,32.3682352985,-6.34899814023,-26.019237159,795.789161898,-0.0983511946021,-795.690810703,0
0.0013,798.355298261,16506.7088192,1631.8165845,31.9923158945,-7.14981638244,-24.8424995115,-800.351000929,-0.088463415203,800.439464344,0
0.00132,798.34274544,15767.5705085,1019.86286206,30.0665838917,-5.54052699186,-24.5260568991,-2.27803554303,797.947809809,-795.669774265,0
0.00134,798.297013333,16173.9088559,-217.880098726,29.7107744103,-2.91288799434,-26.7978864147,-2.26311830071,797.87758036,-795.614462059,0
0.00136,798.244936904,16723.6217202,-142.70425838,30.6919873149,-2.96678942711,-27.7251978895,795.67663505,-0.123792041693,-795.552843009,0
0.00138,798.187525795,17360.3510453,905.695111815,32.6597120929,-5.00106016173,-27.6586519319,795.599213965,-0.113287958285,-795.485926006,0
0.0014,798.160419259,16941.1333348,1486.48624044,32.3190539941,-5.89300460695,-26.4260493872,-800.151471561,-0.102665223388,800.254136784,0
0.00142,798.147100931,16223.8502984,900.240706114,30.4294027939,-4.37530422978,-26.0540985638,-2.27402352375,797.73869898,-795.464675456,0
0.00144,798.099024507,16671.3776114,-276.019405189,30.1097233509,-1.8393786053,-28.2703447456,-2.25974549848,797.666861697,-795.407116199,0
0.00146,798.046251292,17205.0105158,-361.859053523,30.8961725385,-1.52221568657,-29.3739568531,795.484151383,-0.139258705136,-795.344892678,0
