time_s,SRCE A_v_pu,BUS  A_v_pu,SRCE B_v_pu,BUS  B_v_pu,SRCE C_v_pu,BUS  C_v_pu,BANK A_v_pu,BANK N_v_pu,BANK B_v_pu,BANK C_v_pu,output_fixed_1_pu,output_fixed_2_pu,output_fixed_3_pu,output_fixed_4_pu,output_fixed_5_pu,output_fixed_6_pu,output_fixed_7_pu,branch_voltage_branch_fixed_4_pu,branch_voltage_branch_fixed_5_pu,branch_voltage_branch_fixed_6_pu,switch_voltage_switch_fixed_1_pu,switch_voltage_switch_fixed_2_pu,switch_voltage_switch_fixed_3_pu
0.0005,0.982287250729,0.982979711432,-0.328866646739,-0.332422242447,-0.65342060399,-0.650557468985,0.982979711501,2.55225028976e-15,-0.332422242803,-0.650557468698,0.982979711501,-0.332422242803,-0.650557468698,2.55225028976e-15,0.982979711432,-0.332422242447,-0.650557468985,0.982979711501,-0.332422242803,-0.650557468698,-6.92460533358e-11,3.55559581777e-10,-2.86313528441e-10
0.00055,0.978580904326,0.979343091616,-0.311008203279,-0.31458678898,-0.667572701046,-0.664756302636,0.979343091693,2.42136565952e-15,-0.314586789338,-0.664756302355,0.979343091693,-0.314586789338,-0.664756302355,2.42136565952e-15,0.979343091616,-0.31458678898,-0.664756302636,0.979343091693,-0.314586789338,-0.664756302355,-7.6218809042e-11,3.57858631617e-10,-2.81639822575e-10
0.0006,0.974526872787,0.975358515864,-0.293039260085,-0.296639564284,-0.681487612701,-0.67871895158,0.975358515947,2.5195291322e-15,-0.296639564644,-0.678718951303,0.975358515947,-0.296639564644,-0.678718951303,2.5195291322e-15,0.975358515864,-0.296639564284,-0.67871895158,0.975358515947,-0.296639564644,-0.678718951303,-8.3164364284e-11,3.60030449897e-10,-2.76866085613e-10
0.00065,0.97012659649,0.971027399875,-0.274966201438,-0.278586944981,-0.695160395052,-0.692440454895,0.971027399965,2.42136565952e-15,-0.278586945343,-0.692440454623,0.971027399965,-0.278586945343,-0.692440454623,2.42136565952e-15,0.971027399875,-0.278586944981,-0.692440454895,0.971027399965,-0.278586945343,-0.692440454623,-9.00802765713e-11,3.62074425997e-10,-2.71994093914e-10
0.0007,0.965381638833,0.966351282475,-0.256795448609,-0.260435345055,-0.708586190225,-0.70591593742,0.966351282572,2.3559233444e-15,-0.260435345419,-0.705915937153,0.966351282572,-0.260435345419,-0.705915937153,2.3559233444e-15,0.966351282475,-0.260435345055,-0.70591593742,0.966351282572,-0.260435345419,-0.705915937153,-9.69644364801e-11,3.63989671737e-10,-2.67025290768e-10
0.00075,0.960293685677,0.961331825066,-0.238533457579,-0.242191213694,-0.721760228098,-0.719140611371,0.961331825169,2.29048102928e-15,-0.24219121406,-0.719140611109,0.961331825169,-0.24219121406,-0.719140611109,2.29048102928e-15,0.961331825066,-0.242191213694,-0.719140611371,0.961331825169,-0.24219121406,-0.719140611109,-1.03814068453e-10,3.65775632005e-10,-2.61961674575e-10
0.0008,0.954864544747,0.955970811036,-0.220186716748,-0.223861032947,-0.734677827999,-0.732109778089,0.955970811147,2.45408681708e-15,-0.223861033315,-0.732109777832,0.955970811147,-0.223861033315,-0.732109777832,2.45408681708e-15,0.955970811036,-0.223861032947,-0.732109778089,0.955970811147,-0.223861033315,-0.732109777832,-1.10626618977e-10,3.67431640669e-10,-2.5680491067e-10
0.00085,0.94909614499,0.950270145129,-0.201761744624,-0.205451315442,-0.747334400366,-0.744818829688,0.950270145247,2.19231755659e-15,-0.205451315811,-0.744818829436,0.950270145247,-0.205451315811,-0.744818829436,2.19231755659e-15,0.950270145129,-0.205451315442,-0.744818829688,0.950270145247,-0.205451315811,-0.744818829436,-1.1740008965e-10,3.68957059349e-10,-2.51556997455e-10
0.0009,0.942990535893,0.944231852765,-0.183265087514,-0.186968602062,-0.759725448379,-0.757263250703,0.944231852889,2.09415408391e-15,-0.186968602432,-0.757263250457,0.944231852889,-0.186968602432,-0.757263250457,2.09415408391e-15,0.944231852765,-0.186968602062,-0.757263250703,0.944231852889,-0.186968602432,-0.757263250457,-1.24131704915e-10,3.70351443957e-10,-2.46219711286e-10
0.00095,0.936549886748,0.937858079319,-0.164703317191,-0.168419459628,-0.771846569558,-0.769438619691,0.93785807945,2.02871176879e-15,-0.16841946,-0.76943861945,0.93785807945,-0.16841946,-0.76943861945,2.02871176879e-15,0.937858079319,-0.168419459628,-0.769438619691,0.93785807945,-0.16841946,-0.76943861945,-1.30819244326e-10,3.71614239381e-10,-2.40794939543e-10
0.001,0.929776485888,0.931151089364,-0.146083028563,-0.149810478562,-0.783693457326,-0.781340610801,0.931151089501,1.96326945367e-15,-0.149810478935,-0.781340610566,0.931151089501,-0.149810478935,-0.781340610566,1.96326945367e-15,0.931151089364,-0.149810478562,-0.781340610801,0.931151089501,-0.149810478935,-0.781340610566,-1.37460376415e-10,3.72745001531e-10,-2.35284680628e-10
0.00105,0.92267273987,0.92411326586,-0.127410837331,-0.131148270547,-0.79526190254,-0.792964995313,0.924113266004,1.89782713854e-15,-0.131148270921,-0.792964995084,0.924113266004,-0.131148270921,-0.792964995084,1.89782713854e-15,0.92411326586,-0.131148270547,-0.792964995313,0.924113266004,-0.131148270921,-0.792964995084,-1.44052547668e-10,3.73743314075e-10,-2.29690710896e-10
