time_s,SRCE A_v_pu,BUS  A_v_pu,SRCE B_v_pu,BUS  B_v_pu,SRCE C_v_pu,BUS  C_v_pu,STP1 A_v_pu,CAP1 A_v_pu,STP1 B_v_pu,CAP1 B_v_pu,STP1 C_v_pu,CAP1 C_v_pu,STP2 A_v_pu,CAP2 A_v_pu,STP2 B_v_pu,CAP2 B_v_pu,STP2 C_v_pu,CAP2 C_v_pu,CAP1 S_v_pu,CAP2 8_v_pu,output_fixed_1_pu,output_fixed_2_pu,output_fixed_3_pu,output_fixed_4_pu,output_fixed_5_pu,output_fixed_6_pu,output_fixed_7_pu,output_fixed_8_pu,output_fixed_9_pu,switch_voltage_switch_fixed_1_pu,switch_voltage_switch_fixed_2_pu,switch_voltage_switch_fixed_3_pu,switch_voltage_switch_fixed_4_pu,switch_voltage_switch_fixed_5_pu,switch_voltage_switch_fixed_6_pu,switch_current_switch_fixed_1_pu,switch_current_switch_fixed_2_pu,switch_current_switch_fixed_3_pu,switch_current_switch_fixed_4_pu,switch_current_switch_fixed_5_pu,switch_current_switch_fixed_6_pu
0.01038,0.962256001644,0.967772572122,-0.716813258051,-0.71996429594,-0.245442743593,-0.247808276182,0.967772572109,0.968299654584,-0.719964295949,-0.720266559699,-0.247808276161,-0.248033094885,0,0,0,0,0,0,-0.248033094885,0,0.967772572122,-0.71996429594,-0.247808276182,0.968299654584,-0.720266559699,-0.248033094885,0,0,0,1.2516432335e-11,8.21853696209e-12,-2.07349692971e-11,0.967772572122,-0.71996429594,-0.247808276182,0.012516432335,0.00821853696209,-0.0207349692971,0,-0,-0
0.0104,0.964280562419,0.969580380588,-0.711535677209,-0.714568498787,-0.25274488521,-0.2550118818,0.969580380575,0.97008376116,-0.714568498796,-0.714857881531,-0.255011881779,-0.255225879629,0,0,0,0,0,0,-0.255225879629,0,0.969580380588,-0.714568498787,-0.2550118818,0.97008376116,-0.714857881531,-0.255225879629,0,0,0,1.21066490166e-11,8.45379322101e-12,-2.05604977488e-11,0.969580380588,-0.714568498787,-0.2550118818,0.0121066490166,0.00845379322101,-0.0205604977488,0,-0,-0
0.01042,0.966250305143,0.971329946108,-0.706217646524,-0.709130517112,-0.26003265862,-0.262199428996,0.971329946096,0.971809844163,-0.70913051712,-0.709407126372,-0.262199428976,-0.262402717791,0,0,0,0,0,0,-0.262402717791,0,0.971329946108,-0.709130517112,-0.262199428996,0.971809844163,-0.709407126372,-0.262402717791,0,0,0,1.17156284674e-11,8.6789464504e-12,-2.03946859401e-11,0.971329946108,-0.709130517112,-0.262199428996,0.0117156284674,0.0086789464504,-0.0203946859401,0,-0,-0
0.01044,0.968165117841,0.97302372272,-0.700859468317,-0.70365193697,-0.267305649524,-0.26937178575,0.973023722708,0.973480617347,-0.703651936979,-0.703916010214,-0.269371785729,-0.269564607133,0,0,0,0,0,0,-0.269564607133,0,0.97302372272,-0.70365193697,-0.26937178575,0.973480617347,-0.703916010214,-0.269564607133,0,0,0,1.13432596649e-11,8.89399665027e-12,-2.02373118263e-11,0.97302372272,-0.70365193697,-0.26937178575,0.0113432596649,0.00889399665027,-0.0202373118263,0,-0,-0
0.01046,0.970024891656,0.974664116693,-0.695461447194,-0.698134321258,-0.274563444462,-0.276529795435,0.974664116682,0.975098735403,-0.698134321267,-0.698386220238,-0.276529795415,-0.276712515164,0,0,0,0,0,0,-0.276712515164,0,0.974664116693,-0.698134321258,-0.276529795435,0.975098735403,-0.698386220238,-0.276712515164,0,0,0,1.09889874977e-11,9.09916586522e-12,-2.00880978518e-11,0.974664116693,-0.698134321258,-0.276529795435,0.0109889874977,0.00909916586522,-0.0200880978518,0,-0,-0
0.01048,0.971829520864,0.976253460388,-0.690023890025,-0.692579196609,-0.281805630838,-0.283674263779,0.976253460378,0.976666765365,-0.692579196619,-0.69281940049,-0.283674263759,-0.283847364875,0,0,0,0,0,0,-0.283847364875,0,0.976253460388,-0.692579196609,-0.283674263779,0.976666765365,-0.69281940049,-0.283847364875,0,0,0,1.06521458321e-11,9.29467613986e-12,-1.99467664608e-11,0.976253460388,-0.692579196609,-0.283674263779,0.0106521458321,0.00929467613986,-0.0199467664608,0,-0,-0
0.0105,0.973578902873,0.977793987535,-0.684547105929,-0.686988041014,-0.289031796944,-0.29080594652,0.977793987525,0.97818715966,-0.686988041024,-0.687217138378,-0.290805946501,-0.290970021282,0,0,0,0,0,0,-0.290970021282,0,0.977793987535,-0.686988041014,-0.29080594652,0.97818715966,-0.687217138378,-0.290970021282,0,0,0,1.03315134226e-11,9.4814156526e-12,-1.9812873564e-11,0.977793987535,-0.686988041014,-0.29080594652,0.0103315134226,0.0094814156526,-0.019812873564,0,-0,-0
0.01052,0.975272938234,0.979287810165,-0.679031406252,-0.681362272259,-0.296241531983,-0.297925537906,0.979287810155,0.979662231018,-0.681362272269,-0.681580952107,-0.297925537886,-0.298081278911,0,0,0,0,0,0,-0.298081278911,0,0.979287810165,-0.681362272259,-0.297925537906,0.979662231018,-0.681580952107,-0.298081278911,0,0,0,1.00264241354e-11,9.65949542575e-12,-1.96857530277e-11,0.979287810165,-0.681362272259,-0.297925537906,0.0100264241354,0.00965949542575,-0.0196857530277,0,-0,-0
0.01054,0.976911530644,0.980736897421,-0.673477104555,-0.675703237306,-0.303434426089,-0.305033660115,0.980736897411,0.981094129509,-0.675703237316,-0.675912279171,-0.305033660095,-0.305181850338,0,0,0,0,0,0,-0.305181850338,0,0.980736897421,-0.675703237306,-0.305033660115,0.981094129509,-0.675912279171,-0.305181850338,0,0,0,9.73543468064e-12,9.82935954852e-12,-1.95650162738e-11,0.980736897421,-0.675703237306,-0.305033660115,0.00973543468064,0.00982935954852,-0.0195650162738,0,-0,-0
0.01056,0.978494586949,0.982143056415,-0.667884516592,-0.670012202702,-0.310610070357,-0.312130853713,0.982143056406,0.982484821884,-0.670012202712,-0.670212465998,-0.312130853694,-0.312272355885,0,0,0,0,0,0,-0.312272355885,0,0.982143056415,-0.670012202702,-0.312130853713,0.982484821884,-0.670212465998,-0.312272355885,0,0,0,9.45765687987e-12,9.99222926623e-12,-1.9449830635e-11,0.982143056415,-0.670012202702,-0.312130853713,0.00945765687987,0.00999222926623,-0.019449830635,0,-0,-0
0.01058,0.980022017157,0.983507915318,-0.662253960295,-0.664290346099,-0.317768056862,-0.319217569219,0.983507915309,0.9838360734,-0.664290346109,-0.664482758847,-0.3192175692,-0.319353314553,0,0,0,0,0,0,-0.319353314552,0,0.983507915318,-0.664290346099,-0.319217569219,0.9838360734,-0.664482758847,-0.319353314553,0,0,0,9.19109233166e-12,1.01484376458e-11,-1.93395854886e-11,0.983507915318,-0.664290346099,-0.319217569219,0.00919109233166,0.0101484376458,-0.0193395854886,0,-0,-0
0.0106,0.981493734433,0.984832908792,-0.656585755753,-0.65853874895,-0.32490797868,-0.326294159843,0.984832908783,0.985149432278,-0.65853874896,-0.658724296009,-0.326294159823,-0.326425136269,0,0,0,0,0,0,-0.326425136269,0,0.984832908792,-0.65853874895,-0.326294159843,0.985149432278,-0.658724296009,-0.326425136269,0,0,0,8.93440876837e-12,1.02988728656e-11,-1.92333926563e-11,0.984832908792,-0.65853874895,-0.326294159843,0.00893440876837,0.0102988728656,-0.0192333926563,0,-0,-0
0.01062,0.982909655114,0.98611926589,-0.650880225196,-0.652758390436,-0.332029429919,-0.333360875453,0.986119265881,0.986426216893,-0.652758390447,-0.652938101383,-0.333360875434,-0.33348811551,0,0,0,0,0,0,-0.33348811551,0,0.98611926589,-0.652758390436,-0.333360875453,0.986426216893,-0.652938101383,-0.33348811551,0,0,0,8.68616290006e-12,1.04445341265e-11,-1.91305304931e-11,0.98611926589,-0.652758390436,-0.333360875453,0.00868616290006,0.0104445341265,-0.0191305304931,0,-0,-0
0.01064,0.984269698706,0.987368000484,-0.645137692975,-0.646950142666,-0.339132005731,-0.340417857818,0.987368000475,0.987667505776,-0.646950142677,-0.647125079462,-0.340417857798,-0.340542426314,0,0,0,0,0,0,-0.340542426314,0,0.987368000484,-0.646950142666,-0.340417857818,0.987667505776,-0.647125079462,-0.340542426314,0,0,0,8.4444673476e-12,1.05856434729e-11,-1.90301108205e-11,0.987368000484,-0.646950142666,-0.340417857818,0.0084444673476,0.0105856434729,-0.0190301108205,0,-0,-0
0.01066,0.985573787893,0.988579904283,-0.639358485546,-0.641114767159,-0.346215302346,-0.347465137124,0.988579904274,0.988874130479,-0.641114767169,-0.641286011739,-0.347465137105,-0.34758811874,0,0,0,0,0,0,-0.34758811874,0,0.988579904283,-0.641114767159,-0.347465137124,0.988874130479,-0.641286011739,-0.34758811874,0,0,0,8.20754575415e-12,1.07237552172e-11,-1.89313564825e-11,0.988579904283,-0.641114767159,-0.347465137124,0.00820754575415,0.0107237552172,-0.0189313564825,0,-0,-0
0.01068,0.986821848538,0.989755542446,-0.633542931449,-0.635252912636,-0.353278917088,-0.354502629811,0.989755542438,0.990046671317,-0.635252912647,-0.635421554565,-0.354502629792,-0.354625116752,0,0,0,0,0,0,-0.354625116752,0,0.989755542446,-0.635252912636,-0.354502629811,0.990046671317,-0.635421554565,-0.354625116752,0,0,0,7.97373278516e-12,1.08594244708e-11,-1.88332682782e-11,0.989755542446,-0.635252912636,-0.354502629811,0.00797373278516,0.0108594244708,-0.0188332682782,0,-0,-0
0.0107,0.988013809691,0.99089525179,-0.627691361291,-0.629365114105,-0.3603224484,-0.361530137685,0.990895251782,0.991185455955,-0.629365114116,-0.629532238424,-0.361530137666,-0.36165321753,0,0,0,0,0,0,-0.36165321753,0,0.99089525179,-0.629365114105,-0.361530137685,0.991185455955,-0.629532238424,-0.36165321753,0,0,0,7.74158515071e-12,1.09934283898e-11,-1.87350135405e-11,0.99089525179,-0.629365114105,-0.361530137685,0.00774158515071,0.0109934283898,-0.0187350135405,0,-0,-0
0.01072,0.989149603591,0.99199914154,-0.621804107724,-0.623451793219,-0.367345495866,-0.368547348321,0.991999141533,0.992290560809,-0.62345179323,-0.623618468614,-0.368547348303,-0.368672092195,0,0,0,0,0,0,-0.368672092195,0,0.99199914154,-0.623451793219,-0.368547348321,0.992290560809,-0.623618468614,-0.368672092195,0,0,0,7.50877138245e-12,1.11268771974e-11,-1.8635704091e-11,0.99199914154,-0.623451793219,-0.368547348321,0.00750877138245,0.0111268771974,-0.018635704091,0,-0,-0
0.01074,0.990229165669,0.993067096582,-0.615881505433,-0.617513259883,-0.374347660236,-0.375553836699,0.993067096574,0.993361815177,-0.617513259894,-0.617680527295,-0.37555383668,-0.375681287882,0,0,0,0,0,0,-0.375681287882,0,0.993067096582,-0.617513259883,-0.375553836699,0.993361815177,-0.617680527295,-0.375681287882,0,0,0,7.27418125734e-12,1.12605480496e-11,-1.85346737958e-11,0.993067096582,-0.617513259883,-0.375553836699,0.00727418125734,0.0112605480496,-0.0185346737958,0,-0,-0
0.01076,0.991252434554,0.994098783091,-0.609923891107,-0.611549715051,-0.381328543447,-0.38254906804,0.994098783084,0.994398807986,-0.611549715062,-0.611718576848,-0.382549068021,-0.382680231138,0,0,0,0,0,0,-0.382680231138,0,0.994098783091,-0.611549715051,-0.38254906804,0.994398807986,-0.611718576848,-0.382680231138,0,0,0,7.03581637396e-12,1.13952181025e-11,-1.84309234541e-11,0.994098783091,-0.611549715051,-0.38254906804,0.00703581637396,0.0113952181025,-0.0184309234541,0,-0,-0
0.01078,0.992219352074,0.995093656459,-0.603931603431,-0.605561254673,-0.388287748643,-0.389532401786,0.995093656452,0.995400897035,-0.605561254685,-0.605732664474,-0.389532401767,-0.38966823256,0,0,0,0,0,0,-0.38966823256,0,0.995093656459,-0.605561254673,-0.389532401786,0.995400897035,-0.605732664474,-0.38966823256,0,0,0,6.79223344235e-12,1.15314424676e-11,-1.83236759099e-11,0.995093656459,-0.605561254673,-0.389532401786,0.00679223344235,0.0115314424676,-0.0183236759099,0,-0,-0
0.0108,0.993129863262,0.996050971355,-0.597904983058,-0.599547874706,-0.395224880204,-0.396503096648,0.996050971348,0.996367220572,-0.599547874718,-0.599722727974,-0.39650309663,-0.396644492598,0,0,0,0,0,0,-0.396644492598,0,0.996050971355,-0.599547874706,-0.396503096648,0.996367220572,-0.599722727974,-0.396644492598,0,0,0,6.5419891726e-12,1.16701093233e-11,-1.82123205406e-11,0.996050971355,-0.599547874706,-0.396503096648,0.0065419891726,0.0116701093233,-0.0182123205406,0,-0,-0
0.01082,0.993983916355,0.996969793775,-0.591844372591,-0.593509477123,-0.402139543764,-0.403460316652,0.996969793769,0.997296711031,-0.593509477135,-0.593688602588,-0.403460316634,-0.403608108443,0,0,0,0,0,0,-0.403608108443,0,0.996969793775,-0.593509477123,-0.403460316652,0.997296711031,-0.593688602588,-0.403608108443,0,0,0,6.28386231938e-12,1.18122178705e-11,-1.80960246787e-11,0.996969793775,-0.593509477123,-0.403460316652,0.00628386231938,0.0118122178705,-0.0180960246787,0,-0,-0
0.01084,0.994781462803,0.997849014908,-0.585750116571,-0.587445876824,-0.409031346233,-0.410403138084,0.997849014902,0.998188110721,-0.587445876836,-0.587630028832,-0.410403138066,-0.410558081889,0,0,0,0,0,0,-0.410558081889,0,0.997849014908,-0.587445876824,-0.410403138084,0.998188110721,-0.587630028832,-0.410558081889,0,0,0,6.01629857044e-12,1.19578791313e-11,-1.79742332129e-11,0.997849014908,-0.587445876824,-0.410403138084,0.00601629857044,0.0119578791313,-0.0179742332129,0,-0,-0
0.01086,0.995522457266,0.998687366613,-0.579622561445,-0.581356809362,-0.415899895821,-0.417330557252,0.998687366607,0.999039989272,-0.581356809374,-0.581546661195,-0.417330557234,-0.417493328076,0,0,0,0,0,0,-0.417493328076,0,0.998687366613,-0.581356809362,-0.417330557252,0.999039989272,-0.581546661195,-0.417493328076,0,0,0,5.73818770278e-12,1.21082033289e-11,-1.78464465428e-11,0.998687366613,-0.581356809362,-0.417330557252,0.00573818770278,0.0121082033289,-0.0178464465428,0,-0,-0
0.01088,0.996206857618,0.999483438325,-0.573462055558,-0.575241939369,-0.42274480206,-0.424241498956,0.99948343832,0.999850762587,-0.575241939381,-0.575438077603,-0.424241498939,-0.424412684984,0,0,0,0,0,0,-0.424412684984,0,0.999483438325,-0.575241939369,-0.424241498956,0.999850762587,-0.575438077603,-0.424412684984,0,0,0,5.44886358256e-12,1.22631904631e-11,-1.77119985345e-11,0.999483438325,-0.575241939369,-0.424241498956,0.00544886358256,0.0122631904631,-0.0177119985345,0,-0,-0
0.0109,0.996834624954,1.00023569515,-0.567268949127,-0.569100869594,-0.429565675827,-0.43113482556,1.00023569515,1.00061871309,-0.569100869606,-0.569303789515,-0.431134825543,-0.431314923572,0,0,0,0,0,0,-0.431314923572,0,1.00023569515,-0.569100869594,-0.43113482556,1.00061871309,-0.569303789515,-0.431314923572,0,0,0,5.14721598677e-12,1.24232846233e-11,-1.75706116323e-11,1.00023569515,-0.569100869594,-0.43113482556,0.00514721598677,0.0124232846233,-0.0175706116323,0,-0,-0
0.01092,0.997405723585,1.00094249696,-0.56104359422,-0.562933150417,-0.436362129365,-0.438009346548,1.00094249696,1.00134201097,-0.56293315043,-0.563143252536,-0.43800934653,-0.438198758433,0,0,0,0,0,0,-0.438198758433,0,1.00094249696,-0.562933150417,-0.438009346548,1.00134201097,-0.563143252536,-0.438198758433,0,0,0,4.83257878159e-12,1.25892629654e-11,-1.74218972582e-11,1.00094249696,-0.562933150417,-0.438009346548,0.00483257878159,0.0125892629654,-0.0174218972582,0,-0,-0
0.01094,0.997920121045,1.00160211821,-0.554786344741,-0.556738289749,-0.443133776304,-0.444863828459,1.0016021182,1.00201873625,-0.556738289762,-0.556955877422,-0.444863828442,-0.445062858832,0,0,0,0,0,0,-0.445062858832,0,1.00160211821,-0.556738289749,-0.444863828459,1.00201873625,-0.556955877422,-0.445062858832,0,0,0,4.50439685551e-12,1.27611254896e-11,-1.72656333675e-11,1.00160211821,-0.556738289749,-0.444863828459,0.00450439685551,0.0127611254896,-0.0172656333675,0,-0,-0
0.01096,0.998377788092,1.00221276827,-0.548497556407,-0.55051576318,-0.449880231685,-0.451697005088,1.00221276826,1.00264690135,-0.550515763193,-0.550741041337,-0.451697005071,-0.451905860014,0,0,0,0,0,0,-0.451905860014,0,1.00221276827,-0.55051576318,-0.451697005088,1.00264690135,-0.550741041337,-0.451905860014,0,0,0,4.16244816392e-12,1.29389832182e-11,-1.71014313821e-11,1.00221276827,-0.55051576318,-0.451697005088,0.00416244816392,0.0129389832182,-0.0171014313821,0,-0,-0
0.01098,0.998778698707,1.0027726121,-0.542177586725,-0.544265024278,-0.456601111981,-0.458507587818,1.00277261209,1.00322447388,-0.544265024291,-0.544498099246,-0.458507587801,-0.458726374634,0,0,0,0,0,0,-0.458726374634,0,1.0027726121,-0.544265024278,-0.458507587818,1.00322447388,-0.544498099246,-0.458726374634,0,0,0,3.80628861762e-12,1.3123169218e-11,-1.69294023245e-11,1.0027726121,-0.544265024278,-0.458507587818,0.00380628861762,0.013123169218,-0.0169294023245,0,-0,-0
0.011,0.999122830099,1.0032797909,-0.535826794979,-0.53798551491,-0.46329603512,-0.465294275988,1.00327979089,1.00374939951,-0.537985514924,-0.538226395313,-0.465294275971,-0.4655230042,0,0,0,0,0,0,-0.4655230042,0,1.0032797909,-0.53798551491,-0.465294275988,1.00374939951,-0.538226395313,-0.4655230042,0,0,0,3.43591821661e-12,1.33135724667e-11,-1.6749379661e-11,1.0032797909,-0.53798551491,-0.465294275988,0.00343591821661,0.0133135724667,-0.016749379661,0,-0,-0
0.01102,0.999410162705,1.00373244266,-0.529445542202,-0.531676675481,-0.469964620503,-0.472055767175,1.00373244265,1.00421962457,-0.531676675495,-0.531925274176,-0.472055767158,-0.472294350393,0,0,0,0,0,0,-0.472294350393,0,1.00373244266,-0.531676675481,-0.472055767175,1.00421962457,-0.531925274176,-0.472294350393,0,0,0,3.05133696088e-12,1.35100819421e-11,-1.65614744141e-11,1.00373244266,-0.531676675481,-0.472055767175,0.00305133696088,0.0135100819421,-0.0165614744141,0,-0,-0
0.01104,0.99964068019,1.00412872225,-0.523034191159,-0.525337954974,-0.476606489032,-0.47879076728,1.00412872225,1.00463311814,-0.525337954987,-0.525594091987,-0.478790767264,-0.479039026153,0,0,0,0,0,0,-0.479039026153,0,1.00412872225,-0.525337954974,-0.47879076728,1.00463311814,-0.525594091987,-0.479039026153,0,0,0,2.65298893964e-12,1.37128086664e-11,-1.6365797606e-11,1.00412872225,-0.525337954974,-0.47879076728,0.00265298893964,0.0137128086664,-0.016365797606,0,-0,-0
0.01106,0.999814369451,1.00446682101,-0.516593106327,-0.518968820693,-0.483221263123,-0.485498000317,1.00446682101,1.00498789351,-0.518968820707,-0.519232227098,-0.485498000301,-0.485755666407,0,0,0,0,0,0,-0.485755666407,0,1.00446682101,-0.518968820693,-0.485498000317,1.00498789351,-0.519232227098,-0.485755666407,0,0,0,2.24109619751e-12,1.39213085504e-11,-1.61625157702e-11,1.00446682101,-0.518968820693,-0.485498000317,0.00224109619751,0.0139213085504,-0.0161625157702,0,-0,-0
0.01108,0.999931220612,1.00474498541,-0.510122653874,-0.512568767611,-0.489808566738,-0.492176217803,1.00474498541,1.00528202862,-0.512568767625,-0.512839090281,-0.492176217787,-0.49244293834,0,0,0,0,0,0,-0.49244293834,0,1.00474498541,-0.512568767611,-0.492176217803,1.00528202862,-0.512839090281,-0.49244293834,0,0,0,1.81610282368e-12,1.41355815941e-11,-1.5951739929e-11,1.00474498541,-0.512568767611,-0.492176217803,0.00181610282368,0.0141355815941,-0.015951739929,0,-0,-0
0.0111,0.999991227031,1.00496153487,-0.503623201636,-0.506137327218,-0.496368025395,-0.498824207654,1.00496153487,1.00551368549,-0.506137327233,-0.506414134388,-0.498824207639,-0.499099551098,0,0,0,0,0,0,-0.499099551098,0,1.00496153487,-0.506137327218,-0.498824207654,1.00551368549,-0.506414134388,-0.499099551098,0,0,0,1.37911904119e-12,1.43549616638e-11,-1.5734080705e-11,1.00496153487,-0.506137327218,-0.498824207654,0.00137911904119,0.0143549616638,-0.015734080705,0,-0,-0
0.01112,0.999994385297,1.00511487831,-0.497095119097,-0.499674075801,-0.5028992662,-0.505440802511,1.00511487831,1.0056811282,-0.499674075815,-0.49995686336,-0.505440802496,-0.505724264843,0,0,0,0,0,0,-0.505724264843,0,1.00511487831,-0.499674075801,-0.505440802511,1.0056811282,-0.49995686336,-0.505724264843,0,0,0,9.30144850031e-13,1.45795042705e-11,-1.55097046317e-11,1.00511487831,-0.499674075801,-0.505440802511,0.000930144850031,0.0145795042705,-0.0155097046317,0,-0,-0
0.01114,0.99994069523,1.00520352947,-0.490538777371,-0.493178642062,-0.509401917859,-0.512024887406,1.00520352947,1.00578273956,-0.493178642077,-0.493466840491,-0.512024887391,-0.512315899064,0,0,0,0,0,0,-0.512315899064,0,1.00520352947,-0.493178642062,-0.512024887406,1.00578273956,-0.493466840491,-0.512315899064,0,0,0,4.70734562441e-13,1.48084322582e-11,-1.52791113095e-11,1.00520352947,-0.493178642062,-0.512024887406,0.000470734562441,0.0148084322582,-0.0152791113095,0,-0,-0
0.01116,0.999830159882,1.00522612073,-0.483954549177,-0.486650714026,-0.515875610706,-0.518575406708,1.00522612073,1.00581703597,-0.486650714041,-0.486943695886,-0.518575406693,-0.518873340082,0,0,0,0,0,0,-0.518873340082,0,1.00522612073,-0.486650714026,-0.518575406708,1.00581703597,-0.486943695886,-0.518873340082,0,0,0,1.33226762955e-15,1.50414680711e-11,-1.50428558499e-11,1.00522612073,-0.486650714026,-0.518575406708,1.33226762955e-06,0.0150414680711,-0.0150428558499,0,-0,-0
0.01118,0.999662785538,1.00518141544,-0.477342808819,-0.480090045152,-0.522319976719,-0.52509137029,1.00518141544,1.00578268071,-0.480090045167,-0.480387133038,-0.525091370276,-0.525395547671,0,0,0,0,0,0,-0.525395547671,0,1.00518141544,-0.480090045152,-0.52509137029,1.00578268071,-0.480387133038,-0.525395547671,0,0,0,-4.76729766774e-13,1.52778900642e-11,-1.48012713197e-11,1.00518141544,-0.480090045152,-0.52509137029,-0.000476729766774,0.0152778900642,-0.0148012713197,0,-0,-0
0.0112,0.999438581711,1.0050683185,-0.470703932165,-0.473496459631,-0.528734649546,-0.531571858864,1.0050683185,1.00567849525,-0.473496459647,-0.473796934489,-0.53157185885,-0.531881560765,0,0,0,0,0,0,-0.531881560765,0,1.0050683185,-0.473496459631,-0.531571858864,1.00567849525,-0.473796934489,-0.531881560765,0,0,0,-9.6211927314e-13,1.55172541483e-11,-1.45551348751e-11,1.0050683185,-0.473496459631,-0.531571858864,-0.00096211927314,0.0155172541483,-0.0145551348751,0,-0,-0
0.01122,0.999157561149,1.00488588525,-0.464038296628,-0.466869856804,-0.535119264521,-0.538016028446,1.00488588525,1.0055034687,-0.466869856819,-0.467172966512,-0.538016028432,-0.538330502186,0,0,0,0,0,0,-0.538330502186,0,1.00488588525,-0.466869856804,-0.538016028446,1.0055034687,-0.467172966512,-0.538330502186,0,0,0,-1.45417011765e-12,1.57590052119e-11,-1.43050016277e-11,1.00488588525,-0.466869856804,-0.538016028446,-0.00145417011765,0.0157590052119,-0.0143050016277,0,-0,-0
0.01124,0.998819739826,1.00463332861,-0.457346281139,-0.460210214683,-0.541473458687,-0.544423113923,1.00463332861,1.00525676518,-0.460210214699,-0.460515182805,-0.544423113909,-0.544741582379,0,0,0,0,0,0,-0.544741582379,0,1.00463332861,-0.460210214683,-0.544423113923,1.00525676518,-0.460515182805,-0.544741582379,0,0,0,-1.95110594348e-12,1.60024771212e-11,-1.40513156666e-11,1.00463332861,-0.460210214683,-0.544423113923,-0.00195110594348,0.0160024771212,-0.0140513156666,0,-0,-0
0.01126,0.998425136947,1.00431002427,-0.45062826613,-0.453517592564,-0.547796870817,-0.550792431708,1.00431002427,1.0049377293,-0.45351759258,-0.453823627167,-0.550792431694,-0.551114102136,0,0,0,0,0,0,-0.551114102136,0,1.00431002427,-0.453517592564,-0.550792431708,1.0049377293,-0.453823627167,-0.551114102136,0,0,0,-2.45203857219e-12,1.62470592535e-11,-1.37949651702e-11,1.00431002427,-0.453517592564,-0.550792431708,-0.00245203857219,0.0162470592535,-0.0137949651702,0,-0,-0
0.01128,0.997973774945,1.00391551417,-0.443884633512,-0.446792132705,-0.554089141433,-0.557123381462,1.00391551417,1.00454588944,-0.446792132722,-0.44709843515,-0.557123381449,-0.55744745429,0,0,0,0,0,0,-0.55744745429,0,1.00391551417,-0.446792132705,-0.557123381462,1.00454588944,-0.44709843515,-0.55744745429,0,0,0,-2.95563573616e-12,1.64920299639e-11,-1.35362832054e-11,1.00391551417,-0.446792132705,-0.557123381462,-0.00295563573616,0.0164920299639,-0.0135362832054,0,-0,-0
0.0113,0.997465679479,1.00344950799,-0.437115766651,-0.440034061092,-0.560349912828,-0.563415446901,1.003449508,1.0040809591,-0.440034061109,-0.440339834703,-0.563415446888,-0.563741124398,0,0,0,0,0,0,-0.563741124398,0,1.00344950799,-0.440034061092,-0.563415446901,1.0040809591,-0.440339834703,-0.563741124398,0,0,0,-3.46056516776e-12,1.67368341408e-11,-1.32762689731e-11,1.00344950799,-0.440034061092,-0.563415446901,-0.00346056516776,0.0167368341408,-0.0132762689731,0,-0,-0
0.01132,0.996900879434,1.00291188298,-0.430322050348,-0.433243687287,-0.566578829086,-0.569668195691,1.00291188298,1.00354283622,-0.433243687304,-0.433548145802,-0.569668195678,-0.569994690419,0,0,0,0,0,0,-0.569994690419,0,1.00291188298,-0.433243687287,-0.569668195691,1.00354283622,-0.433548145802,-0.569994690419,0,0,0,-3.96549459936e-12,1.69808056505e-11,-1.30153665623e-11,1.00291188298,-0.433243687287,-0.569668195691,-0.00396549459936,0.0169808056505,-0.0130153665623,0,-0,-0
0.01134,0.996279406917,1.00230268184,-0.423503870816,-0.426421403395,-0.572775536102,-0.575881278448,1.00230268185,1.00293160054,-0.426421403412,-0.426723779121,-0.575881278435,-0.576207821422,0,0,0,0,0,0,-0.576207821422,0,1.00230268184,-0.426421403395,-0.575881278448,1.00293160054,-0.426723779121,-0.576207821422,0,0,0,-4.46931380793e-12,1.72234448925e-11,-1.27540200623e-11,1.00230268184,-0.426421403395,-0.575881278448,-0.00446931380793,0.0172234448925,-0.0127540200623,0,-0,-0
0.01136,0.99560129726,1.00162210906,-0.41666161566,-0.419567682169,-0.5789396816,-0.582054426894,1.00162210907,1.00224750909,-0.419567682186,-0.419867233747,-0.582054426882,-0.582380275345,0,0,0,0,0,0,-0.582380275345,0,1.00162210906,-0.419567682169,-0.582054426894,1.00224750909,-0.419867233747,-0.582380275345,0,0,0,-4.97091257046e-12,1.74639747108e-11,-1.24930066292e-11,1.00162210906,-0.419567682169,-0.582054426894,-0.00497091257046,0.0174639747108,-0.0124930066292,0,-0,-0
0.01138,0.99486658901,1.00087052548,-0.409795673853,-0.412683074298,-0.585070915157,-0.588187451182,1.00087052549,1.00149098989,-0.412683074315,-0.412979094019,-0.58818745117,-0.588511895873,0,0,0,0,0,0,-0.588511895873,0,1.00087052548,-0.412683074298,-0.588187451182,1.00149098989,-0.412979094019,-0.588511895873,0,0,0,-5.4687365747e-12,1.77018399938e-11,-1.22329923968e-11,1.00087052548,-0.412683074298,-0.588187451182,-0.0054687365747,0.0177018399938,-0.0122329923968,0,-0,-0
0.0114,0.994075323936,1.00004844138,-0.402906435714,-0.405768204928,-0.591168888222,-0.594280236455,1.00004844139,1.00066263397,-0.405768204946,-0.40606002551,-0.594280236443,-0.594602608462,0,0,0,0,0,0,-0.594602608462,0,1.00004844138,-0.405768204928,-0.594280236455,1.00066263397,-0.40606002551,-0.594602608462,0,0,0,-5.96189764224e-12,1.79366521635e-11,-1.19745324767e-11,1.00004844138,-0.405768204928,-0.594280236455,-0.00596189764224,0.0179366521635,-0.0119745324767,0,-0,-0
