time_s,receiving_voltage_phase_1_v,sending_current_phase_1_a,receiving_current_phase_1_a,receiving_voltage_phase_2_v,sending_current_phase_2_a,receiving_current_phase_2_a,receiving_voltage_phase_3_v,sending_current_phase_3_a,receiving_current_phase_3_a
0.00158,88872.7395103,1777.29219089,-1777.45479021,12708.3750934,255.084253601,-254.167501868,-84205.4310386,-1685.25620709,1684.10862077
0.00159,88278.8421414,1765.42941594,-1765.57684283,12707.7321096,255.07441645,-254.154642193,-84740.7673034,-1695.94584566,1694.81534607
0.0016,87721.3331796,1754.28297235,-1754.42666359,12744.2418228,255.821000589,-254.884836456,-85238.0527621,-1705.88202899,1704.76105524
0.00161,87195.2521458,1743.77032518,-1743.90504292,12813.5000559,257.211303344,-256.270001117,-85702.07126,-1715.14995675,1714.0414252
0.00162,86696.7496278,1733.8035296,-1733.93499256,12911.1840592,259.176191065,-258.223681183,-86136.688219,-1723.83400267,1722.73376438
0.00163,86222.2749016,1724.31933808,-1724.44549803,13033.9944434,261.637951293,-260.679888868,-86545.3593236,-1731.9979736,1730.90718647
0.00164,85768.9564755,1715.25529169,-1715.37912951,13178.8284044,264.542844847,-263.576568088,-86930.9399725,-1739.70246428,1738.61879945
0.00165,85334.2032172,1706.56321913,-1706.68406434,13343.2065683,267.835709648,-266.864131366,-87295.9634771,-1746.99546922,1745.91926954
0.00166,84915.8591011,1698.19769348,-1698.31718202,13524.8578796,271.47512698,-270.497157592,-87642.5615569,-1753.92131798,1752.85123114
0.00167,84512.0011058,1690.12198898,-1690.24002212,13721.9072957,275.420953427,-274.438145913,-87972.6181675,-1760.51634628,1759.45236335
0.00168,84120.9964108,1682.30239696,-1682.41992822,13932.6633018,279.64129109,-278.653266036,-88287.7420848,-1766.81354032,1765.7548417
0.00169,83741.3961098,1674.7107743,-1674.8279222,14155.6959617,284.106294618,-283.113919234,-88589.3537587,-1772.84063107,1771.78707517
0.0017,83371.9515175,1667.32167299,-1667.43903035,14389.7253665,288.791303568,-287.794507331,-88878.6807185,-1778.62254856,1777.57361437
0.00171,83011.5557956,1660.11336528,-1660.23111591,14633.6505323,293.673714717,-292.673010646,-89156.8080575,-1784.18064911,1783.13616115
0.00172,82659.2441663,1653.06634696,-1653.18488333,14886.4889072,298.734335718,-297.729778143,-89424.6827558,-1789.53404425,1788.49365512
0.00173,82314.1602682,1646.16369604,-1646.28320536,15147.3840766,303.955768599,-302.947681532,-89683.1440725,-1794.69933999,1793.66288145
0.00174,81975.5508885,1639.39026081,-1639.51101777,15415.5716342,309.322952379,-308.311432683,-89932.9305173,-1799.69138014,1798.65861035
0.00175,81642.7455706,1632.73273858,-1632.85491141,15690.3783931,314.822301403,-313.807567862,-90174.6988619,-1804.52320475,1803.49397724
0.00176,81315.1502079,1626.17921427,-1626.30300416,15971.2022399,320.441888002,-319.424044798,-90409.0311455,-1809.20648265,1808.18062291
0.00177,80992.2340638,1619.71913082,-1619.84468128,16257.5084541,326.170964816,-325.150169082,-90636.4470373,-1813.75155449,1812.72894075
0.00178,80673.523845,1613.34301323,-1613.4704769,16548.8172322,331.999995195,-330.976344643,-90857.40994,-1818.16769602,1817.1481988
0.00179,80358.5950654,1607.04240481,-1607.17190131,16844.6994646,337.920375743,-336.893989292,-91072.3353278,-1822.46318608,1821.44670656
0.0018,80047.0670735,1600.80969324,-1600.94134147,17144.7686383,343.924408198,-342.895372765,-91281.5957411,-1826.64547461,1825.63191482
0.00181,79738.5970834,1594.63804292,-1594.77194167,17448.6769625,350.005129805,-348.97353925,-91485.5265956,-1830.72125111,1829.71053191
0.00182,79432.8761812,1588.52127989,-1588.65752362,17756.1098834,356.1562676,-355.122197667,-91684.4301475,-1834.69655667,1833.68860295
0.00183,79129.6250677,1582.45383125,-1582.59250135,18066.7828217,362.372129186,-361.335656434,-91878.5796546,-1838.57684416,1837.57159309
0.00184,78828.5909151,1576.43064566,-1576.5718183,18380.4373173,368.647556239,-367.608746347,-92068.222479,-1842.36705602,1841.36444958
0.00185,78529.5442532,1570.44714274,-1570.59088506,18696.8383882,374.977850711,-373.936767763,-92253.5831378,-1846.07167411,1845.07166276
0.00186,78232.276515,1564.49915616,-1564.6455303,19015.7717367,381.358733619,-380.315434733,-92434.8657174,-1849.69477556,1848.69731435
