time_s,receiving_voltage_phase_1_minimum_v,receiving_voltage_phase_1_maximum_v,sending_current_phase_1_minimum_a,sending_current_phase_1_maximum_a,receiving_current_phase_1_minimum_a,receiving_current_phase_1_maximum_a,receiving_voltage_phase_2_minimum_v,receiving_voltage_phase_2_maximum_v,sending_current_phase_2_minimum_a,sending_current_phase_2_maximum_a,receiving_current_phase_2_minimum_a,receiving_current_phase_2_maximum_a,receiving_voltage_phase_3_minimum_v,receiving_voltage_phase_3_maximum_v,sending_current_phase_3_minimum_a,sending_current_phase_3_maximum_a,receiving_current_phase_3_minimum_a,receiving_current_phase_3_maximum_a,terminal_power_minimum_w,terminal_power_maximum_w,cumulative_supplied_energy_minimum_j,cumulative_supplied_energy_maximum_j,maximum_kcl_residual_a
0.00032,99226.2421346,99226.2429354,1984.920108,1984.92121029,-1984.52485871,-1984.52484269,-39407.3417383,-39407.3409141,-787.515453084,-787.515039327,788.146818282,788.146834765,-59866.3602886,-59866.3594368,-1198.41647369,-1198.41583442,1197.32718874,1197.32720577,250813.400215,250977.606153,82.2875104918,82.340056566,3.41060513165e-12
0.00033,99181.1364604,99181.1372548,1984.01481756,1984.01591922,-1983.6227451,-1983.62272921,-39060.7110204,-39060.710203,-780.579248638,-780.578838544,781.21420406,781.214220408,-60167.9662686,-60167.9654235,-1204.44910473,-1204.44846203,1203.35930847,1203.35932537,250376.345648,250540.551555,84.7934592211,84.8476473545,3.41060513165e-12
0.00034,99134.6212028,99134.6219906,1983.08132988,1983.08243089,-1982.69243981,-1982.69242406,-38713.5251634,-38713.5243527,-773.631950434,-773.631544007,774.270487054,774.270503268,-60468.7171286,-60468.7162901,-1210.46461789,-1210.46397177,1209.3743258,1209.37434257,249935.814663,250100.020538,87.2950200227,87.350850215,3.41060513165e-12
0.00035,99086.6970227,99086.6978041,1982.11965822,1982.12075857,-1981.73395608,-1981.73394045,-38365.7891015,-38365.7882975,-766.673657206,-766.673254453,767.31576595,767.31578203,-60768.6085943,-60768.6077625,-1216.46292766,-1216.46227813,1215.37215525,1215.37217189,249491.832305,249656.038148,89.7921582575,89.8496305084,3.41060513165e-12
0.00036,99037.3646014,99037.3653762,1981.12981625,1981.13091593,-1980.74730752,-1980.74729203,-38017.5077768,-38017.5069796,-759.704467849,-759.704068776,760.350139591,760.350155537,-61067.6364036,-61067.6355784,-1222.4439488,-1222.44329587,1221.35271157,1221.35272807,249044.423812,249208.629624,92.2848395381,92.3439538473,3.41060513165e-12
0.00037,98986.6246399,98986.6254082,1980.11181804,1980.11291703,-1979.73250816,-1979.7324928,-37668.6861392,-37668.6853487,-752.72448141,-752.724086022,753.373706974,753.373722784,-61365.7963066,-61365.7954881,-1228.40759631,-1228.40693999,1227.31590976,1227.31592613,248593.614619,248757.8204,94.7730297302,94.8337860974,3.41060513165e-12
0.00038,98934.4778594,98934.4786211,1979.06567806,1979.06677634,-1978.68957242,-1978.68955719,-37319.3291462,-37319.3283624,-745.73379709,-745.733405393,746.386567249,746.386582924,-61663.0840658,-61663.0832539,-1234.35378543,-1234.35312572,1233.26166508,1233.26168132,248139.430355,248303.636104,97.2566949551,97.3190933799,3.41060513165e-12
0.00039,98880.9250009,98880.925756,1977.99141118,1977.99250874,-1977.61851512,-1977.61850002,-36969.4417629,-36969.4409859,-738.732514242,-738.732126241,739.388819718,739.388835258,-61959.495456,-61959.4946509,-1240.28243165,-1240.28176857,1239.18989302,1239.18990912,247681.896838,247846.102557,99.7358015911,99.7998420732,3.41060513165e-12
0.0004,98825.9668256,98825.9675742,1976.88903266,1976.89012948,-1976.51935148,-1976.51933651,-36619.028962,-36619.0281918,-731.720732369,-731.720348071,732.380563836,732.38057924,-62255.0262647,-62255.0254663,-1246.19345071,-1246.19278426,1245.10050933,1245.10052529,247221.04008,247385.245768,102.210316276,102.275998815,3.41060513165e-12
0.00041,98769.6041146,98769.6048566,1975.75855817,1975.75965424,-1975.39209713,-1975.39208229,-36268.0957236,-36268.0949602,-724.698551126,-724.698170534,725.361899204,725.361914473,-62549.6722917,-62549.6715,-1252.0867586,-1252.0860888,1250.99343,1250.99344583,246756.886278,246921.091936,104.680205907,104.747530503,3.41060513165e-12
0.00042,98711.8376688,98711.8384043,1974.60000378,1974.60109908,-1974.23676809,-1974.23675338,-35916.6470354,-35916.6462787,-717.666070312,-717.665693433,718.332925575,718.332940707,-62843.4293494,-62843.4285644,-1257.96227157,-1257.96159842,1256.86857129,1256.86858699,246289.461821,246453.667448,107.145437648,107.2144043,3.41060513165e-12
0.00043,98652.6683094,98652.6690382,1973.41338595,1973.41448046,-1973.05338076,-1973.05336619,-35564.687892,-35564.6871422,-710.623389874,-710.623016714,711.293742844,711.29375784,-63136.2932628,-63136.2924846,-1263.81990611,-1263.81922963,1262.72584969,1262.72586526,245818.793279,245982.998877,109.605978923,109.676587632,3.41060513165e-12
0.00044,98592.0968772,98592.0975994,1972.19872155,1972.19981526,-1971.84195199,-1971.84193754,-35212.2232958,-35212.2225528,-703.570609905,-703.570240468,704.244451055,704.244465915,-63428.2598697,-63428.2590983,-1269.65957897,-1269.65889916,1268.56518197,1268.56519739,245344.907411,245509.112978,112.061797427,112.134048191,3.41060513165e-12
0.00045,98530.124233,98530.1249486,1970.95602784,1970.95712074,-1970.60249897,-1970.60248466,-34859.2582558,-34859.2575197,-696.507830641,-696.507464932,697.185150394,697.185165117,-63719.3250207,-63719.324256,-1275.48120716,-1275.48052403,1274.38648512,1274.38650041,244867.831155,245032.036693,114.51286112,114.58675394,3.41060513165e-12
0.00046,98466.7512577,98466.7519667,1969.68532249,1969.68641455,-1969.33503933,-1969.33502515,-34505.7977887,-34505.7970594,-689.435152458,-689.434790484,690.115941188,690.115955774,-64009.4845791,-64009.4838211,-1281.28470794,-1281.2840215,1280.18967642,1280.18969158,244387.591633,244551.797142,116.959138234,117.034673109,3.41060513165e-12
0.00047,98401.9788519,98401.9795542,1968.38662354,1968.38771476,-1968.03959108,-1968.03957704,-34151.8469178,-34151.8461954,-682.352675876,-682.35231764,683.036923907,683.036938356,-64298.7344209,-64298.7336698,-1287.06999883,-1287.06930909,1285.9746734,1285.97468842,243904.216146,244068.421626,119.400597273,119.477774203,3.41060513165e-12
0.00048,98335.8079361,98335.8086318,1967.05994946,1967.06103982,-1966.71617264,-1966.71615872,-33797.4106736,-33797.409958,-675.260501552,-675.26014706,675.94819916,675.948213472,-64587.0704355,-64587.0696911,-1292.8369976,-1292.83630457,1291.74139382,1291.74140871,243417.732174,243581.937624,121.837207014,121.916025999,3.41060513165e-12
0.00049,98268.2394509,98268.2401399,1965.70531911,1965.70640859,-1965.3648028,-1965.36478902,-33442.4940933,-33442.4933846,-668.158730281,-668.158379539,668.849867693,668.849881867,-64874.4885247,-64874.4877872,-1298.58562229,-1298.58492599,1297.48975574,1297.48977049,242928.167371,243092.372793,124.268936512,124.349397551,3.41060513165e-12
