time_s,receiving_voltage_phase_1_minimum_v,receiving_voltage_phase_1_maximum_v,sending_current_phase_1_minimum_a,sending_current_phase_1_maximum_a,receiving_current_phase_1_minimum_a,receiving_current_phase_1_maximum_a,receiving_voltage_phase_2_minimum_v,receiving_voltage_phase_2_maximum_v,sending_current_phase_2_minimum_a,sending_current_phase_2_maximum_a,receiving_current_phase_2_minimum_a,receiving_current_phase_2_maximum_a,receiving_voltage_phase_3_minimum_v,receiving_voltage_phase_3_maximum_v,sending_current_phase_3_minimum_a,sending_current_phase_3_maximum_a,receiving_current_phase_3_minimum_a,receiving_current_phase_3_maximum_a,terminal_power_minimum_w,terminal_power_maximum_w,cumulative_supplied_energy_minimum_j,cumulative_supplied_energy_maximum_j,maximum_kcl_residual_a
0.00021,99629.2030406,99629.203912,1993.01389204,1993.01500021,-1992.58407824,-1992.58406081,-43182.2372832,-43182.2363861,-863.053435887,-863.052982246,863.644727723,863.644745664,-56493.4910923,-56493.4901686,-1130.95244389,-1130.95184295,1129.86980337,1129.86982185,255384.595035,255548.801338,54.4426236644,54.4771070655,3.41060513165e-12
0.00022,99599.6406807,99599.6415458,1992.41953214,1992.42063985,-1991.99283092,-1991.99281361,-42842.0364522,-42842.0355617,-856.245733306,-856.245283259,856.840711235,856.840729045,-56804.217854,-56804.2169367,-1137.16766041,-1137.16705594,1136.08433873,1136.08435708,254987.376423,255151.582691,56.9944835217,57.0306089856,3.41060513165e-12
0.00023,99568.6627895,99568.6636482,1991.79685555,1991.79796279,-1991.37327296,-1991.37325579,-42501.2267411,-42501.2258572,-849.425861578,-849.425415132,850.024517144,850.024534822,-57114.137302,-57114.1363912,-1143.36671526,-1143.36610727,1142.28272782,1142.28274604,254586.419262,254750.625497,59.5423525001,59.5801200266,3.41060513165e-12
0.00024,99536.2698071,99536.2706595,1991.14587112,1991.14697787,-1990.72541319,-1990.72539614,-42159.8129935,-42159.8121161,-842.593917628,-842.593474789,843.196242323,843.196259869,-57423.2450316,-57423.2441274,-1149.54952034,-1149.54890884,1148.46488255,1148.46490063,254181.746346,254345.952547,62.0861933281,62.1256029168,3.41060513165e-12
0.00025,99502.4621941,99502.46304,1990.4665881,1990.46769435,-1990.0492608,-1990.04924388,-41817.8000615,-41817.7991908,-835.749998554,-835.749559329,836.355983817,836.356001231,-57731.5366499,-57731.5357522,-1155.71598777,-1155.71537277,1154.63071504,1154.630733,253773.380681,253937.586849,64.6259689632,64.6670206138,3.41060513165e-12
0.00026,99467.2404308,99467.2412703,1989.75901614,1989.76012187,-1989.34482541,-1989.34480862,-41475.1928061,-41475.191942,-828.894201622,-828.893766017,829.503838841,829.503856123,-58039.0077752,-58039.006884,-1161.86602993,-1161.86541143,1160.78013768,1160.7801555,253361.345481,253525.551616,67.1616425941,67.2043363061,3.41060513165e-12
0.00027,99430.6050179,99430.605851,1989.0231653,1989.0242705,-1988.61211702,-1988.61210036,-41131.9960964,-41131.995239,-822.026624268,-822.026192289,822.639904779,822.639921929,-58345.6540378,-58345.6531532,-1167.99955939,-1167.99893741,1166.91306306,1166.91308076,252945.66417,253109.870272,69.6931776423,69.7375134155,3.41060513165e-12
0.00028,99392.556476,99392.5573026,1988.25904604,1988.26015069,-1987.85114605,-1987.85112952,-40788.21481,-40788.2139592,-815.147364097,-815.14693575,815.764279184,815.7642962,-58651.4710795,-58651.4702014,-1174.116489,-1174.11586354,1173.02940403,1173.02942159,252526.36038,252690.566448,72.2205377651,72.2665155991,3.41060513165e-12
0.00029,99353.0953458,99353.096166,1987.46666922,1987.4677733,-1987.06192332,-1987.06190692,-40443.8538328,-40443.8529886,-808.256518877,-808.256094169,808.877059772,808.877076656,-58956.4545539,-58956.4536824,-1180.21673181,-1180.21610288,1179.12907365,1179.12909108,252103.457946,252267.663982,74.7436868567,74.7913067513,3.41060513165e-12
0.0003,99312.2221883,99312.223002,1986.6460461,1986.6471496,-1986.24446004,-1986.24444377,-40098.9180589,-40098.9172213,-801.354186543,-801.35376548,801.978344427,801.978361177,-59260.6001266,-59260.5992617,-1186.30020112,-1186.29956875,1185.21198523,1185.21200253,251676.980911,251841.186914,77.262589051,77.3118510058,3.41060513165e-12
0.00031,99269.9375842,99269.9383915,1985.79718834,1985.79829124,-1985.39876783,-1985.39875168,-39753.4123906,-39753.4115597,-794.440465193,-794.440047779,795.068231194,795.068247811,-59563.903475,-59563.9026167,-1192.36681049,-1192.36617466,1191.27805233,1191.2780695,251246.953518,251411.159489,79.7772087231,79.8281127378,3.41060513165e-12
