time_s,maximum_receiving_voltage_difference_v,maximum_terminal_current_difference_a,maximum_terminal_power_difference_w,maximum_cumulative_energy_difference_j,coarse_maximum_kcl_residual_a,refined_maximum_kcl_residual_a
0.00066,0.000188449394045,3.7689878809e-06,0.0666641443968,8.88931002407e-05,3.41060513165e-12,2.50111042988e-12
0.00067,0.000188687692571,3.77375454264e-06,0.0661882460117,8.98159108829e-05,3.41060513165e-12,2.50111042988e-12
0.00068,0.000188923382666,3.77846788524e-06,0.0657097697258,9.07242625203e-05,3.41060513165e-12,2.50111042988e-12
0.00069,0.000189156366105,3.78312688554e-06,0.0652293264866,9.1618084042e-05,3.41060513165e-12,2.50111042988e-12
0.0007,0.000189386642887,3.78773279408e-06,0.0647467970848,9.24973087422e-05,3.41060513165e-12,2.50111042988e-12
0.00071,0.000189614249393,3.79228458769e-06,0.0642616152763,9.33618736951e-05,3.41060513165e-12,2.50111042988e-12
0.00072,0.000189839131053,3.79678203899e-06,0.0637745410204,9.42117127352e-05,3.41060513165e-12,2.50111042988e-12
0.00073,0.000190061356989,3.80122662591e-06,0.0632854700089,9.50467644998e-05,3.41060513165e-12,2.50111042988e-12
0.00074,0.000190280825336,3.80561675684e-06,0.0627940297127,9.58669669728e-05,3.41060513165e-12,2.50111042988e-12
0.00075,6299.70893235,509.176802113,35441756.5223,670.171347118,3.41060513165e-12,2.50111042988e-12
0.00076,2221.15384171,483.204732104,44288273.1035,846.353555349,3.63797880709e-12,2.50111042988e-12
0.00077,3358.00142102,375.753501403,7909898.91065,1028.93547532,4.54747350886e-12,2.72848410532e-12
0.00078,942.954899319,335.685786423,31398541.5541,1208.05852978,8.18545231596e-12,6.36646291241e-12
0.00079,1614.3654539,313.110633269,12294807.5986,1424.01211285,8.18545231596e-12,6.36646291241e-12
0.0008,240.319591621,286.497902768,28471977.9092,1628.12342699,8.18545231596e-12,6.36646291241e-12
0.00081,731.198510585,275.971425121,17320972.2667,1857.46875937,8.18545231596e-12,6.36646291241e-12
