time_s,SOURCE_v_pu,CAP_v_pu,output_fixed_1_pu,branch_current_branch_fixed_1_pu
0.00409,1,0.586140345471,0.586140345471,0.0105102182677
0.0041,1,0.607932254219,0.607932254219,0.0112816904811
0.00411,1,0.631219663541,0.631219663541,0.0120057188405
0.00412,1,0.65590494671,0.65590494671,0.012679564329
0.00413,1,0.681885207823,0.681885207823,0.0133006967836
0.00414,1,0.709052708938,0.709052708938,0.0138668043308
0.00415,1,0.73729531519,0.73729531519,0.014375801922
0.00416,1,0.766496956049,0.766496956049,0.0148258389364
0.00417,1,0.796538100811,0.796538100811,0.0152153058255
0.00418,1,0.82729624641,0.82729624641,0.0155428397743
0.00419,1,0.858646415545,0.858646415545,0.0158073293599
0.0042,1,0.890461663098,0.890461663098,0.0160079181934
0.00421,1,0.922613588823,0.922613588823,0.0161440075317
0.00422,1,0.954972854209,0.954972854209,0.0162152578542
0.00423,1,0.987409701462,0.987409701462,0.0162215893993
0.00424,1,1.01979447253,1.01979447253,0.0161631816638
0.00425,1,1.05199812606,1.05199812606,0.0160404718686
0.00426,1,1.08389275033,1.08389275033,0.0158541524018
0.00427,1,1.11535206998,1.11535206998,0.0156051672512
0.00428,1,1.14625194468,1.14625194468,0.0152947074446
0.00429,1,1.17647085764,1.17647085764,0.014924205519
0.0043,1,1.2058903922,1.2058903922,0.0144953290431
0.00431,1,1.23439569447,1.23439569447,0.014009973223
0.00432,1,1.26187592031,1.26187592031,0.0134702526231
0.00433,1,1.28822466498,1.28822466498,0.0128784920377
0.00434,1,1.31334037357,1.31334037357,0.0122372165523
0.00435,1,1.33712673096,1.33712673096,0.0115491408381
0.00436,1,1.35949302952,1.35949302952,0.0108171577229
0.00437,1,1.38035451333,1.38035451333,0.010044326088
0.00438,1,1.39963269756,1.39963269756,0.00923385814008
0.00439,1,1.41725566181,1.41725566181,0.00838910611194
0.0044,1,1.43315831637,1.43315831637,0.00751354844664
0.00441,1,1.44728264033,1.44728264033,0.00661077552131
0.00442,1,1.45957789083,1.45957789083,0.0056844749696
0.00443,1,1.47000078246,1.47000078246,0.00473841666236
0.00444,1,1.47851563653,1.47851563653,0.0037764374076
0.00445,1,1.48509449937,1.48509449937,0.00280242543168
0.00446,1,1.4897172295,1.4897172295,0.00182030470419
0.00447,1,1.49237155338,1.49237155338,0.000834019169834
0.00448,1,1.4930530895,1.4930530895,-0.000152483049798
0.00449,1,1.49176534103,1.49176534103,-0.00113526542121
0.0045,1,1.48851965694,1.48851965694,-0.00211041866806
0.00451,1,1.48333516199,1.48333516199,-0.00307407628202
0.00452,1,1.47623865589,1.47623865589,-0.0040224298141
0.00453,1,1.46726448219,1.46726448219,-0.00495174388615
0.00454,1,1.45645436744,1.45645436744,-0.00585837086335
0.00455,1,1.44385723145,1.44385723145,-0.00673876513051
0.00456,1,1.4295289694,1.4295289694,-0.00758949691624
0.00457,1,1.41353220687,1.41353220687,-0.00840726561128
0.00458,1,1.39593602873,1.39593602873,-0.00918891252962
0.00459,1,1.37681568314,1.37681568314,-0.00993143306307
0.0046,1,1.35625226189,1.35625226189,-0.0106319881828
0.00461,1,1.33433235847,1.33433235847,-0.0112879152438
0.00462,1,1.31114770517,1.31114770517,-0.0118967380521
0.00463,1,1.28679479096,1.28679479096,-0.0124561761556
0.00464,1,1.26137446148,1.26137446148,-0.0129641533251
0.00465,1,1.23499150296,1.23499150296,-0.0134188051938
0.00466,1,1.20775421174,1.20775421174,-0.0138184860274
0.00467,1,1.17977395111,1.17977395111,-0.0141617746002
0.00468,1,1.15116469736,1.15116469736,-0.0144474791575
0.00469,1,1.12204257675,1.12204257675,-0.0146746414467
0.0047,1,1.0925253955,1.0925253955,-0.0148425398037
0.00471,1,1.06273216441,1.06273216441,-0.014950691286
0.00472,1,1.03278262028,1.03278262028,-0.0149988528464
0.00473,1,1.00279674589,1.00279674589,-0.0149870215466
0.00474,1,0.972894290529,0.972894290529,-0.0149154338108
0.00475,1,0.94319429299,0.94319429299,-0.0147845637282
0.00476,1,0.91381460885,0.91381460885,-0.0145951204115
0.00477,1,0.884871444012,0.884871444012,-0.0143480444264
0.00478,1,0.856478896276,0.856478896276,-0.0140445033095
0.00479,1,0.828748506773,0.828748506773,-0.0136858861937
0.0048,1,0.801788823012,0.801788823012,-0.0132737975675
0.00481,1,0.77570497525,0.77570497525,-0.0128100501941
0.00482,1,0.750598267834,0.750598267834,-0.012296657222
0.00483,1,0.72656578709,0.72656578709,-0.0117358235217
0.00484,1,0.703700027286,0.703700027286,-0.0111299362832
0.00485,1,0.682088536084,0.682088536084,-0.0104815549178
0.00486,1,0.661813580864,0.661813580864,-0.00979340030309
0.00487,1,0.642951837142,0.642951837142,-0.0090683434181
0.00488,1,0.625574100308,0.625574100308,-0.00830939341584
0.00489,1,0.609745021711,0.609745021711,-0.00751968518169
0.0049,1,0.5955228701,0.5955228701,-0.00670246642959
0.00491,1,0.582959319281,0.582959319281,-0.00586108438877
0.00492,1,0.572099262757,0.572099262757,-0.00499897213544
0.00493,1,0.562980655997,0.562980655997,-0.00411963462505
0.00494,1,0.55563438689,0.55563438689,-0.00322663448185
0.00495,1,0.550084174805,0.550084174805,-0.00232357760321
0.00496,1,0.546346498565,0.546346498565,-0.00141409863668
0.00497,1,0.54443055354,0.54443055354,-0.000501846388105
0.00498,1,0.544338237932,0.544338237932,0.000409530780629
0.00499,1,0.546064168219,0.546064168219,0.0013163995061
0.005,1,0.549595723597,0.549595723597,0.00221515587208
0.00501,1,0.554913119165,0.554913119165,0.00310223969518
0.00502,1,0.561989507451,0.561989507451,0.00397414859105
0.00503,1,0.570791107807,0.570791107807,0.00482745176547
0.00504,1,0.581277363049,0.581277363049,0.00565880347645
0.00505,1,0.59340112264,0.59340112264,0.00646495611447
0.00506,1,0.607108851605,0.607108851605,0.00724277284996
0.00507,1,0.622340864253,0.622340864253,0.0079892397989
0.00508,1,0.639031581712,0.639031581712,0.00870147765956
0.00509,1,0.657109812147,0.657109812147,0.00937675277556
0.0051,1,0.676499052506,0.676499052506,0.010012487583
0.00511,1,0.69711781049,0.69711781049,0.0106062704017
0.00512,1,0.718879945426,0.718879945426,0.0111558645343
0.00513,1,0.741695026598,0.741695026598,0.0116592166374
0.00514,1,0.765468707572,0.765468707572,0.0121144643362
0.00515,1,0.79010311496,0.79010311496,0.0125199430522
0.00516,1,0.815497250032,0.815497250032,0.0128741920202
0.00517,1,0.841547401527,0.841547401527,0.0131759594742
0.00518,1,0.868147567982,0.868147567982,0.0134242069815
0.00519,1,0.895189887878,0.895189887878,0.0136181129136
0.0052,1,0.922565075831,0.922565075831,0.0137570750402
0.00521,1,0.950162863111,0.950162863111,0.0138407122398
0.00522,1,0.977872440674,0.977872440674,0.0138688653229
0.00523,1,1.00558290296,1.00558290296,0.0138415969674
0.00524,1,1.0331836907,1.0331836907,0.0137591907682
0.00525,1,1.06056503088,1.06056503088,0.0136221494097
0.00526,1,1.08761837226,1.08761837226,0.0134311919685
0.00527,1,1.11423681459,1.11423681459,0.0131872503625
0.00528,1,1.14031552991,1.14031552991,0.0128914649612
0.00529,1,1.16575217425,1.16575217425,0.0125451793787
0.0053,1,1.1904472881,1.1904472881,0.0121499344718
0.00531,1,1.21430468414,1.21430468414,0.0117074615707
0.00532,1,1.23723182068,1.23723182068,0.0112196749703
0.00533,1,1.25914015937,1.25914015937,0.0106886637159
0.00534,1,1.2799455058,1.2799455058,0.0101166827175
0.00535,1,1.29956833175,1.29956833175,0.00950614322983
0.00536,1,1.31793407772,1.31793407772,0.00885960273941
0.00537,1,1.33497343476,1.33497343476,0.00817975429951
0.00538,1,1.35062260442,1.35062260442,0.00746941535819
0.00539,1,1.3648235359,1.3648235359,0.0067315161251
0.0054,1,1.37752413955,1.37752413955,0.00596908752522
0.00541,1,1.38867847587,1.38867847587,0.00518524878866
0.00542,1,1.39824691938,1.39824691938,0.00438319472737
0.00543,1,1.40619629686,1.40619629686,0.0035661827504
0.00544,1,1.41249999928,1.41249999928,0.00273751967036
0.00545,1,1.4171380673,1.4171380673,0.00190054835442
0.00546,1,1.42009724993,1.42009724993,0.00105863427353
0.00547,1,1.42137103621,1.42137103621,0.000215152003909
0.00548,1,1.42095965995,1.42095965995,-0.000626528265242
0.00549,1,1.41887007752,1.41887007752,-0.00146305416393
0.0055,1,1.4151159189,1.4151159189,-0.00229110446014
0.00551,1,1.40971741222,1.40971741222,-0.00310740221236
0.00552,1,1.40270128231,1.40270128231,-0.00390872770388
0.00553,1,1.39410062349,1.39410062349,-0.00469193110803
0.00554,1,1.38395474755,1.38395474755,-0.00545394483463
