time_s,T5-PH_v_pu,T5-GW_v_pu,T1GRND_v_pu,T2GRND_v_pu,T3GRND_v_pu,T4GRND_v_pu,T5GRND_v_pu,T1-GW_v_pu,T2-GW_v_pu,T2GRNO_v_pu,T3-GW_v_pu,T3GRNO_v_pu,T4-GW_v_pu,T4GRNO_v_pu,T1-PH_v_pu,T2-PH_v_pu,T3-PH_v_pu,T4-PH_v_pu,output_fixed_1_pu,output_fixed_2_pu,output_fixed_3_pu,output_fixed_4_pu,output_fixed_5_pu,output_fixed_6_pu,output_fixed_7_pu,output_fixed_8_pu,output_fixed_9_pu,output_fixed_10_pu,switch_voltage_switch_fixed_1_pu
4.998e-07,0,0,-14.5339939752,0,0,0,0,-30.0054846539,0,0,0,0,0,0,-8.87468887969,0,0,0,-30.0054846539,-8.87468887969,0,0,0,0,0,0,0,0,-21.1307957742
5.1e-07,0,0,-14.9196363752,0,0,0,0,-30.3955373345,0,0,0,0,0,0,-8.99005432796,0,0,0,-30.3955373345,-8.99005432796,0,0,0,0,0,0,0,0,-21.4054830066
5.202e-07,0,0,-15.3070078724,0,0,0,0,-30.7855900152,0,0,0,0,0,0,-9.10541977622,0,0,0,-30.7855900152,-9.10541977622,0,0,0,0,0,0,0,0,-21.680170239
5.304e-07,0,0,-15.6944141044,0,0,0,0,-31.1756426958,0,0,0,0,0,0,-9.22078522448,0,0,0,-31.1756426958,-9.22078522448,0,0,0,0,0,0,0,0,-21.9548574713
5.406e-07,0,0,-16.0818206155,0,0,0,0,-31.5656953765,0,0,0,0,0,0,-9.33615067274,0,0,0,-31.5656953765,-9.33615067274,0,0,0,0,0,0,0,0,-22.2295447037
5.508e-07,0,0,-16.4692271277,0,0,0,0,-31.9557480571,0,0,0,0,0,0,-9.451516121,0,0,0,-31.9557480571,-9.451516121,0,0,0,0,0,0,0,0,-22.5042319361
5.61e-07,0,0,-16.8566336399,0,0,0,0,-32.3458007377,0,0,0,0,0,0,-9.56688156926,0,0,0,-32.3458007377,-9.56688156926,0,0,0,0,0,0,0,0,-22.7789191685
5.712e-07,0,0,-17.2440401521,0,0,0,0,-32.7358534184,0,0,0,0,0,0,-9.68224701752,0,0,0,-32.7358534184,-9.68224701752,0,0,0,0,0,0,0,0,-23.0536064009
5.814e-07,0,0,-17.6314466643,0,0,0,0,-33.125906099,0,0,0,0,0,0,-9.79761246579,0,0,0,-33.125906099,-9.79761246579,0,0,0,0,0,0,0,0,-23.3282936332
5.916e-07,0,0,-18.0188531766,0,0,0,0,-33.5159587797,0,0,0,0,0,0,-9.91297791405,0,0,0,-33.5159587797,-9.91297791405,0,0,0,0,0,0,0,0,-23.6029808656
6.018e-07,0,0,-18.4062596888,0,0,0,0,-33.9060114603,0,0,0,0,0,0,-10.0283433623,0,0,0,-33.9060114603,-10.0283433623,0,0,0,0,0,0,0,0,-23.877668098
6.12e-07,0,0,-18.793666201,0,0,0,0,-34.296064141,0,0,0,0,0,0,-10.1437088106,0,0,0,-34.296064141,-10.1437088106,0,0,0,0,0,0,0,0,-24.1523553304
6.222e-07,0,0,-19.1810727132,0,0,0,0,-34.6838347667,0,0,0,0,0,0,-10.258399298,0,0,0,-34.6838347667,-10.258399298,0,0,0,0,0,0,0,0,-24.4254354687
6.324e-07,0,0,-19.5684792254,0,0,0,0,-35.0715503812,0,0,0,0,0,0,-10.3730735148,0,0,0,-35.0715503812,-10.3730735148,0,0,0,0,0,0,0,0,-24.6984768664
6.426e-07,0,0,-19.9558857377,0,0,0,0,-35.459265443,0,0,0,0,0,0,-10.4877475681,0,0,0,-35.459265443,-10.4877475681,0,0,0,0,0,0,0,0,-24.9715178749
6.528e-07,0,0,-20.3432922499,0,0,0,0,-35.846980502,0,0,0,0,0,0,-10.6024216206,0,0,0,-35.846980502,-10.6024216206,0,0,0,0,0,0,0,0,-25.2445588813
6.63e-07,0,0,-20.7306987621,0,0,0,0,-36.2346955609,0,0,0,0,0,0,-10.7170956731,0,0,0,-36.2346955609,-10.7170956731,0,0,0,0,0,0,0,0,-25.5175998878
6.732e-07,0,0,-21.1181052743,0,0,0,0,-36.6224106198,0,0,0,0,0,0,-10.8317697256,0,0,0,-36.6224106198,-10.8317697256,0,0,0,0,0,0,0,0,-25.7906408942
6.834e-07,0,0,-21.5055117865,0,0,0,0,-37.0101256787,0,0,0,0,0,0,-10.946443778,0,0,0,-37.0101256787,-10.946443778,0,0,0,0,0,0,0,0,-26.0636819006
6.936e-07,0,0,-21.8929182988,0,0,0,0,-37.3978407376,0,0,0,0,0,0,-11.0611178305,0,0,0,-37.3978407376,-11.0611178305,0,0,0,0,0,0,0,0,-26.3367229071
7.038e-07,0,0,-22.280324811,0,0,0,0,-37.7855557965,0,0,0,0,0,0,-11.175791883,0,0,0,-37.7855557965,-11.175791883,0,0,0,0,0,0,0,0,-26.6097639135
7.14e-07,0,0,-22.6677313232,0,0,0,0,-38.1732708554,0,0,0,0,0,0,-11.2904659355,0,0,0,-38.1732708554,-11.2904659355,0,0,0,0,0,0,0,0,-26.8828049199
7.242e-07,0,0,-23.0552578382,0,0,0,0,-38.5609859143,0,0,0,0,0,0,-11.4051399879,0,0,0,-38.5609859143,-11.4051399879,0,0,0,0,0,0,0,0,-27.1558459264
7.344e-07,0,0,-23.4427877282,0,0,0,0,-38.9487009732,0,0,0,0,0,0,-11.5198140404,0,0,0,-38.9487009732,-11.5198140404,0,0,0,0,0,0,0,0,-27.4288869328
7.446e-07,0,0,-23.8303176588,0,0,0,0,-39.3364160321,0,0,0,0,0,0,-11.6344880929,0,0,0,-39.3364160321,-11.6344880929,0,0,0,0,0,0,0,0,-27.7019279392
7.548e-07,0,0,-24.2178475897,0,0,0,0,-39.724131091,0,0,0,0,0,0,-11.7491621454,0,0,0,-39.724131091,-11.7491621454,0,0,0,0,0,0,0,0,-27.9749689456
7.65e-07,0,0,-24.6053775206,0,0,0,0,-40.1118461499,0,0,0,0,0,0,-11.8638361978,0,0,0,-40.1118461499,-11.8638361978,0,0,0,0,0,0,0,0,-28.2480099521
7.752e-07,0,0,-24.9929074515,0,0,0,0,-40.4995612088,0,0,0,0,0,0,-11.9785102503,0,0,0,-40.4995612088,-11.9785102503,0,0,0,0,0,0,0,0,-28.5210509585
7.854e-07,0,0,-25.3804373824,0,0,0,0,-40.8872762677,0,0,0,0,0,0,-12.0931843028,0,0,0,-40.8872762677,-12.0931843028,0,0,0,0,0,0,0,0,-28.7940919649
7.956e-07,0,0,-25.7679673133,0,0,0,0,-41.2749913266,0,0,0,0,0,0,-12.2078583553,0,0,0,-41.2749913266,-12.2078583553,0,0,0,0,0,0,0,0,-29.0671329714
8.058e-07,0,0,-26.1554972442,0,0,0,0,-41.6627063855,0,0,0,0,0,0,-12.3225324078,0,0,0,-41.6627063855,-12.3225324078,0,0,0,0,0,0,0,0,-29.3401739778
8.16e-07,0,0,-26.543027175,0,0,0,0,-42.0504214445,0,0,0,0,0,0,-12.4372064602,0,0,0,-42.0504214445,-12.4372064602,0,0,0,0,0,0,0,0,-29.6132149842
8.262e-07,0,0,-26.9305571059,0,0,0,0,-42.4379781242,0,0,0,0,0,0,-12.5518336691,0,0,0,-42.4379781242,-12.5518336691,0,0,0,0,0,0,0,0,-29.8861444551
8.364e-07,0,0,-27.3180870368,0,0,0,0,-42.8255297134,0,0,0,0,0,0,-12.6664593723,0,0,0,-42.8255297134,-12.6664593723,0,0,0,0,0,0,0,0,-30.1590703411
8.466e-07,0,0,-27.7056169677,0,0,0,0,-43.2130812311,0,0,0,0,0,0,-12.7810850544,0,0,0,-43.2130812311,-12.7810850544,0,0,0,0,0,0,0,0,-30.4319961767
8.568e-07,0,0,-28.0931468986,0,0,0,0,-43.6006327481,0,0,0,0,0,0,-12.8957107362,0,0,0,-43.6006327481,-12.8957107362,0,0,0,0,0,0,0,0,-30.7049220119
8.67e-07,0,0,-28.4806768295,0,0,0,0,-43.9881842652,0,0,0,0,0,0,-13.0103364181,0,0,0,-43.9881842652,-13.0103364181,0,0,0,0,0,0,0,0,-30.9778478471
8.772e-07,0,0,-28.8682067604,0,0,0,0,-44.3757357823,0,0,0,0,0,0,-13.1249621,0,0,0,-44.3757357823,-13.1249621,0,0,0,0,0,0,0,0,-31.2507736822
8.874e-07,0,0,-29.2557366913,0,0,0,0,-44.7632872993,0,0,0,0,0,0,-13.2395877819,0,0,0,-44.7632872993,-13.2395877819,0,0,0,0,0,0,0,0,-31.5236995174
8.976e-07,0,0,-29.6432666222,0,0,0,0,-45.1508388164,0,0,0,0,0,0,-13.3542134638,0,0,0,-45.1508388164,-13.3542134638,0,0,0,0,0,0,0,0,-31.7966253526
9.078e-07,0,0,-30.0307965531,0,0,0,0,-45.5383903334,0,0,0,0,0,0,-13.4688391457,0,0,0,-45.5383903334,-13.4688391457,0,0,0,0,0,0,0,0,-32.0695511878
9.18e-07,0,0,-30.418326484,0,0,0,0,-45.9259418505,0,0,0,0,0,0,-13.5834648276,0,0,0,-45.9259418505,-13.5834648276,0,0,0,0,0,0,0,0,-32.3424770229
9.282e-07,0,0,-30.8058647433,0,0,0,0,-46.3134933676,0,0,0,0,0,0,-13.6980905095,0,0,0,-46.3134933676,-13.6980905095,0,0,0,0,0,0,0,0,-32.6154028581
9.384e-07,0,0,-31.1934033038,0,0,0,0,-46.7010448846,0,0,0,0,0,0,-13.8127161913,0,0,0,-46.7010448846,-13.8127161913,0,0,0,0,0,0,0,0,-32.8883286933
9.486e-07,0,0,-31.5809418691,0,0,0,0,-47.0885964017,0,0,0,0,0,0,-13.9273418732,0,0,0,-47.0885964017,-13.9273418732,0,0,0,0,0,0,0,0,-33.1612545285
9.588e-07,0,0,-31.9684804345,0,0,0,0,-47.4761479188,0,0,0,0,0,0,-14.0419675551,0,0,0,-47.4761479188,-14.0419675551,0,0,0,0,0,0,0,0,-33.4341803636
9.69e-07,0,0,-32.3560189998,0,0,0,0,-47.8636994358,0,0,0,0,0,0,-14.156593237,0,0,0,-47.8636994358,-14.156593237,0,0,0,0,0,0,0,0,-33.7071061988
9.792e-07,0,0,-32.7435575652,0,0,0,0,-48.2512509529,0,0,0,0,0,0,-14.2712189189,0,0,0,-48.2512509529,-14.2712189189,0,0,0,0,0,0,0,0,-33.980032034
9.894e-07,0,0,-33.1310961306,0,0,0,0,-48.6388024699,0,0,0,0,0,0,-14.3858446008,0,0,0,-48.6388024699,-14.3858446008,0,0,0,0,0,0,0,0,-34.2529578692
9.996e-07,0,0,-33.5186346959,0,0,0,0,-49.026353987,0,0,0,0,0,0,-14.5004702827,0,0,0,-49.026353987,-14.5004702827,0,0,0,0,0,0,0,0,-34.5258837043
1.0098e-06,0,0,-33.9061732613,0,0,0,0,-48.5426954724,0,0,0,0,0,0,-14.3574191408,0,0,0,-48.5426954724,-14.3574191408,0,0,0,0,0,0,0,0,-34.1852763315
1.02e-06,0,0,-34.2937118266,0,0,0,0,-48.0234773646,0,0,0,0,0,0,-14.2038505776,0,0,0,-48.0234773646,-14.2038505776,0,0,0,0,0,0,0,0,-33.819626787
1.0302e-06,0,0,-34.681250392,0,0,0,0,-47.504248265,0,0,0,0,0,0,-14.0502787633,0,0,0,-47.504248265,-14.0502787633,0,0,0,0,0,0,0,0,-33.4539695017
1.0404e-06,0,0,-35.0687889574,0,0,0,0,-46.9850187237,0,0,0,0,0,0,-13.8967068184,0,0,0,-46.9850187237,-13.8967068184,0,0,0,0,0,0,0,0,-33.0883119053
1.0506e-06,0,0,-35.4563275227,0,0,0,0,-46.4657891745,0,0,0,0,0,0,-13.7431348712,0,0,0,-46.4657891745,-13.7431348712,0,0,0,0,0,0,0,0,-32.7226543034
1.0608e-06,0,0,-35.8438660881,0,0,0,0,-45.9465596252,0,0,0,0,0,0,-13.5895629239,0,0,0,-45.9465596252,-13.5895629239,0,0,0,0,0,0,0,0,-32.3569967013
1.071e-06,0,0,-36.2314046535,0,0,0,0,-45.4273300759,0,0,0,0,0,0,-13.4359909766,0,0,0,-45.4273300759,-13.4359909766,0,0,0,0,0,0,0,0,-31.9913390993
1.0812e-06,0,0,-36.6189432188,0,0,0,0,-44.9081005266,-0.372241004305,0,0,0,0,0,-13.2824190294,-0.110097308528,0,0,-44.9081005266,-13.2824190294,-0.372241004305,-0.110097308528,0,0,0,0,0,0,-31.6256814973
1.0914e-06,0,0,-37.0064817842,0,0,0,0,-44.3888709773,-0.875307113769,0,0,0,0,0,-13.1288470821,-0.258888613148,0,0,-44.3888709773,-13.1288470821,-0.875307113769,-0.258888613148,0,0,0,0,0,0,-31.2600238953
1.1016e-06,0,0,-37.3940203495,0,0,0,0,-43.869641428,-1.37837322323,0,0,0,0,0,-12.9752751348,-0.407679917768,0,0,-43.869641428,-12.9752751348,-1.37837322323,-0.407679917768,0,0,0,0,0,0,-30.8943662932
1.1118e-06,0,0,-37.4344693961,0,0,0,0,-43.3504118788,-1.8814393327,0,0,0,0,0,-12.8217031875,-0.556471222389,0,0,-43.3504118788,-12.8217031875,-1.8814393327,-0.556471222389,0,0,0,0,0,0,-30.5287086912
1.122e-06,0,0,-37.4593570296,0,0,0,0,-42.8311823295,-2.38450544216,0,0,0,0,0,-12.6681312403,-0.705262527009,0,0,-42.8311823295,-12.6681312403,-2.38450544216,-0.705262527009,0,0,0,0,0,0,-30.1630510892
1.1322e-06,0,0,-37.484188323,0,0,0,0,-42.3119527802,-2.88757155163,0,0,0,0,0,-12.514559293,-0.854053831629,0,0,-42.3119527802,-12.514559293,-2.88757155163,-0.854053831629,0,0,0,0,0,0,-29.7973934872
1.1424e-06,0,0,-37.509019642,0,0,0,0,-41.7927232309,-3.39063766109,0,0,0,0,0,-12.3609873457,-1.00284513625,0,0,-41.7927232309,-12.3609873457,-3.39063766109,-1.00284513625,0,0,0,0,0,0,-29.4317358851
1.1526e-06,0,0,-37.5338509615,0,0,0,0,-41.2734936816,-3.89370377055,0,0,0,0,0,-12.2074153985,-1.15163644087,0,0,-41.2734936816,-12.2074153985,-3.89370377055,-1.15163644087,0,0,0,0,0,0,-29.0660782831
1.1628e-06,0,0,-37.558682281,0,0,0,0,-40.7542641323,-4.39676988002,0,0,0,0,0,-12.0538434512,-1.30042774549,0,0,-40.7542641323,-12.0538434512,-4.39676988002,-1.30042774549,0,0,0,0,0,0,-28.7004206811
1.173e-06,0,0,-37.5835136005,0,0,0,0,-40.235034583,-4.89983598948,0,0,0,0,0,-11.9002715039,-1.44921905011,0,0,-40.235034583,-11.9002715039,-4.89983598948,-1.44921905011,0,0,0,0,0,0,-28.3347630791
1.1832e-06,0,0,-37.60834492,0,0,0,0,-39.7158050337,-5.40290209895,-0.741502888928,0,0,0,0,-11.7466995566,-1.59801035473,0,0,-39.7158050337,-11.7466995566,-5.40290209895,-1.59801035473,0,0,0,0,0,0,-27.969105477
1.1934e-06,0,0,-37.6331762395,0,0,0,0,-39.1965754844,-5.90596820841,-1.74658808821,0,0,0,0,-11.5931276094,-1.74680165935,0,0,-39.1965754844,-11.5931276094,-5.90596820841,-1.74680165935,0,0,0,0,0,0,-27.603447875
1.2036e-06,0,0,-37.658007559,0,0,0,0,-38.6773459351,-6.40903431788,-2.75272030714,0,0,0,0,-11.4395556621,-1.89559296397,0,0,-38.6773459351,-11.4395556621,-6.40903431788,-1.89559296397,0,0,0,0,0,0,-27.237790273
1.2138e-06,0,0,-37.6828388785,0,0,0,0,-38.6162035822,-6.91210042734,-3.75885252606,0,0,0,0,-11.4214716563,-2.04438426859,0,0,-38.6162035822,-11.4214716563,-6.91210042734,-2.04438426859,0,0,0,0,0,0,-27.1947319259
1.224e-06,0,0,-37.707670198,0,0,0,0,-38.5774395594,-7.4151665368,-4.76498474499,0,0,0,0,-11.4100064643,-2.19317557321,0,0,-38.5774395594,-11.4100064643,-7.4151665368,-2.19317557321,0,0,0,0,0,0,-27.1674330951
1.2342e-06,0,0,-37.7325015175,0,0,0,0,-38.5388324087,-7.91823264627,-5.77111696392,0,0,0,0,-11.3985876702,-2.34196687783,0,0,-38.5388324087,-11.3985876702,-7.91823264627,-2.34196687783,0,0,0,0,0,0,-27.1402447385
1.2444e-06,0,0,-37.757332837,0,0,0,0,-38.5002255229,-8.42129875573,-6.77724918285,0,0,0,0,-11.3871689545,-2.49075818245,0,0,-38.5002255229,-11.3871689545,-8.42129875573,-2.49075818245,0,0,0,0,0,0,-27.1130565685
1.2546e-06,0,0,-37.7821641565,0,0,0,0,-38.4616186364,-8.9243648652,-7.78338140178,0,0,0,0,-11.3757502385,-2.63954948707,0,0,-38.4616186364,-11.3757502385,-8.9243648652,-2.63954948707,0,0,0,0,0,0,-27.0858683979
1.2648e-06,0,0,-37.806995476,0,0,0,0,-38.4230117498,-9.42743097466,-8.78951362071,0,0,0,0,-11.3643315225,-2.78834079169,0,0,-38.4230117498,-11.3643315225,-9.42743097466,-2.78834079169,0,0,0,0,0,0,-27.0586802273
1.275e-06,0,0,-37.8318267955,0,0,0,0,-38.3844048633,-9.93049708413,-9.79564583963,0,0,0,0,-11.3529128065,-2.93713209631,0,0,-38.3844048633,-11.3529128065,-9.93049708413,-2.93713209631,0,0,0,0,0,0,-27.0314920567
1.2852e-06,0,0,-37.856658115,0,0,0,0,-38.3457979767,-10.564047487,-10.8017780586,0,0,0,0,-11.3414940906,-3.1245165955,0,0,-38.3457979767,-11.3414940906,-10.564047487,-3.1245165955,0,0,0,0,0,0,-27.0043038861
1.2954e-06,0,0,-37.8814894345,0,0,0,0,-38.3071910901,-11.2445054344,-11.8079102775,0,0,0,0,-11.3300753746,-3.32577488708,0,0,-38.3071910901,-11.3300753746,-11.2445054344,-3.32577488708,0,0,0,0,0,0,-26.9771157155
1.3056e-06,0,0,-37.906320754,0,0,0,0,-38.2685842036,-11.9253339819,-12.8140424964,0,0,0,0,-11.3186566586,-3.52714279062,0,0,-38.2685842036,-11.3186566586,-11.9253339819,-3.52714279062,0,0,0,0,0,0,-26.9499275449
1.3158e-06,0,0,-37.9070633696,0,0,0,0,-38.229977317,-12.6061632697,-13.8201747153,0,0,0,0,-11.3072379427,-3.72851091311,0,0,-38.229977317,-11.3072379427,-12.6061632697,-3.72851091311,0,0,0,0,0,0,-26.9227393744
1.326e-06,0,0,-37.9065324308,0,0,0,0,-38.1913704304,-13.2869925575,-14.8263069343,0,0,0,0,-11.2958192267,-3.9298790356,0,0,-38.1913704304,-11.2958192267,-13.2869925575,-3.9298790356,0,0,0,0,0,0,-26.8955512038
1.3362e-06,0,0,-37.905988515,0,0,0,0,-38.1527635439,-13.9678218452,-15.8324391532,0,0,0,0,-11.2844005107,-4.13124715808,0,0,-38.1527635439,-11.2844005107,-13.9678218452,-4.13124715808,0,0,0,0,0,0,-26.8683630332
1.3464e-06,0,0,-37.9054445521,0,0,0,0,-38.1141566573,-14.648651133,-16.8385713721,0,0,0,0,-11.2729817947,-4.33261528057,0,0,-38.1141566573,-11.2729817947,-14.648651133,-4.33261528057,0,0,0,0,0,0,-26.8411748626
1.3566e-06,0,0,-37.9049005892,0,0,0,0,-38.0755497708,-15.3294804207,-17.8447035911,0,0,0,0,-11.2615630788,-4.53398340306,0,0,-38.0755497708,-11.2615630788,-15.3294804207,-4.53398340306,0,0,0,0,0,0,-26.813986692
1.3668e-06,0,0,-37.9043566262,0,0,0,0,-38.0369428842,-16.0103097085,-18.85083581,0,0,0,0,-11.2501443628,-4.73535152555,0,0,-38.0369428842,-11.2501443628,-16.0103097085,-4.73535152555,0,0,0,0,0,0,-26.7867985214
1.377e-06,0,0,-37.9038126633,0,0,0,0,-37.9983359976,-16.6911389963,-19.8569680289,0,0,0,0,-11.2387256468,-4.93671964804,0,0,-37.9983359976,-11.2387256468,-16.6911389963,-4.93671964804,0,0,0,0,0,0,-26.7596103508
1.3872e-06,0,0,-37.9032687004,0,0,0,0,-37.9597291111,-17.371968284,-20.3874441769,0,0,0,0,-11.2273069309,-5.13808777052,0,0,-37.9597291111,-11.2273069309,-17.371968284,-5.13808777052,0,0,0,0,0,0,-26.7324221802
1.3974e-06,0,0,-37.9027247375,0,0,0,0,-37.9211222245,-18.0527975718,-20.7450166172,0,0,0,0,-11.2158882149,-5.33945589301,0,0,-37.9211222245,-11.2158882149,-18.0527975718,-5.33945589301,0,0,0,0,0,0,-26.7052340096
1.4076e-06,0,0,-37.9021807745,0,0,0,0,-37.882515338,-18.7336268596,-21.1005511107,0,0,0,0,-11.2044694989,-5.5408240155,0,0,-37.882515338,-11.2044694989,-18.7336268596,-5.5408240155,0,0,0,0,0,0,-26.678045839
1.4178e-06,0,0,-37.9016368116,0,0,0,0,-37.8757006152,-19.4144561473,-21.4560774782,0,0,0,0,-11.2024539159,-5.74219213799,0,0,-37.8757006152,-11.2024539159,-19.4144561473,-5.74219213799,0,0,0,0,0,0,-26.6732466993
1.428e-06,0,0,-37.9010928487,0,0,0,0,-37.8706944545,-20.0952854351,-21.8116038348,0,0,0,0,-11.2009732493,-5.94356026047,0,0,-37.8706944545,-11.2009732493,-20.0952854351,-5.94356026047,0,0,0,0,0,0,-26.6697212051
1.4382e-06,0,0,-37.9005488858,0,0,0,0,-37.8657121738,-20.7761147229,-22.1671301914,0,0,0,0,-11.1994996457,-6.14492838296,0,0,-37.8657121738,-11.1994996457,-20.7761147229,-6.14492838296,0,0,0,0,0,0,-26.6662125281
1.4484e-06,0,0,-37.9000049228,0,0,0,0,-37.8607300242,-21.4569440106,-22.522656548,0,0,0,0,-11.1980260808,-6.34629650545,0,0,-37.8607300242,-11.1980260808,-21.4569440106,-6.34629650545,0,0,0,0,0,0,-26.6627039433
1.4586e-06,0,0,-37.8994609599,0,0,0,0,-37.8557478748,-22.1377732984,-22.8781829046,0,0,0,0,-11.196552516,-6.54766462794,0,0,-37.8557478748,-11.196552516,-22.1377732984,-6.54766462794,0,0,0,0,0,0,-26.6591953587
1.4688e-06,0,0,-37.898916997,0,0,0,0,-37.8507657253,-22.8186025861,-23.2337092611,0,0,0,0,-11.1950789512,-6.74903275042,0,0,-37.8507657253,-11.1950789512,-22.8186025861,-6.74903275042,0,0,0,0,0,0,-26.6556867741
1.479e-06,0,0,-37.8983730341,0,0,0,0,-37.8457835759,-23.4994318739,-23.5892356177,0,0,0,0,-11.1936053864,-6.95040087291,0,0,-37.8457835759,-11.1936053864,-23.4994318739,-6.95040087291,0,0,0,0,0,0,-26.6521781895
1.4892e-06,0,0,-37.8978290711,0,0,0,0,-37.8408014265,-23.9574211044,-23.9447619743,0,0,0,0,-11.1921318217,-7.08585983909,0,0,-37.8408014265,-11.1921318217,-23.9574211044,-7.08585983909,0,0,0,0,0,0,-26.6486696049
1.4994e-06,0,0,-37.8972851082,0,0,0,0,-37.8358192771,-24.3335113974,-24.3002883309,0,0,0,0,-11.1906582569,-7.19709564747,0,0,-37.8358192771,-11.1906582569,-24.3335113974,-7.19709564747,0,0,0,0,0,0,-26.6451610203
1.5096e-06,0,0,-37.8967411453,0,0,0,0,-37.8308371277,-24.7083214865,-24.6558146875,0,0,0,0,-11.1891846921,-7.30795281135,0,0,-37.8308371277,-11.1891846921,-24.7083214865,-7.30795281135,0,0,0,0,0,0,-26.6416524357
1.5198e-06,0,0,-37.8945253783,0,0,0,0,-37.8258549783,-25.0831239327,-25.0113410441,0,0,0,0,-11.1877111273,-7.41880771471,0,0,-37.8258549783,-11.1877111273,-25.0831239327,-7.41880771471,0,0,0,0,0,0,-26.6381438511
1.53e-06,0,0,-37.8922077906,0,0,0,0,-37.8208728289,-25.4579263585,-25.3668674007,0,0,0,0,-11.1862375625,-7.52966261203,0,0,-37.8208728289,-11.1862375625,-25.4579263585,-7.52966261203,0,0,0,0,0,0,-26.6346352665
1.5402e-06,0,0,-37.8898885651,0,0,0,0,-37.8158906795,-25.8327287843,-25.7223937573,0,0,0,0,-11.1847639977,-7.64051750935,0,0,-37.8158906795,-11.1847639977,-25.8327287843,-7.64051750935,0,0,0,0,0,0,-26.6311266818
1.5504e-06,0,0,-37.8875693276,0,0,0,0,-37.8109085301,-26.2075312102,-26.0779201139,0,0,0,0,-11.1832904329,-7.75137240667,0,0,-37.8109085301,-11.1832904329,-26.2075312102,-7.75137240667,0,0,0,0,0,0,-26.6276180972
1.5606e-06,0,0,-37.8852500901,0,0,0,0,-37.8059263807,-26.582333636,-26.4334464705,0,0,0,0,-11.1818168681,-7.86222730399,0,0,-37.8059263807,-11.1818168681,-26.582333636,-7.86222730399,0,0,0,0,0,0,-26.6241095126
1.5708e-06,0,0,-37.8829308526,0,0,0,0,-37.8009442313,-26.9571360618,-26.7889728271,0,0,0,0,-11.1803433033,-7.97308220131,0,0,-37.8009442313,-11.1803433033,-26.9571360618,-7.97308220131,0,0,0,0,0,0,-26.620600928
1.581e-06,0,0,-37.8806116151,0,0,0,0,-37.7959620819,-27.3319384876,-27.1444991837,0,0,0,0,-11.1788697385,-8.08393709863,0,0,-37.7959620819,-11.1788697385,-27.3319384876,-8.08393709863,0,0,0,0,0,0,-26.6170923434
1.5912e-06,0,0,-37.8782923775,0,0,0,0,-37.7909799325,-27.7067409134,-27.5279857758,0,0,0,0,-11.1773961737,-8.19479199595,0,0,-37.7909799325,-11.1773961737,-27.7067409134,-8.19479199595,0,0,0,0,0,0,-26.6135837588
1.6014e-06,0,0,-37.87597314,0,0,0,0,-37.7859977831,-28.0815433392,-27.9218607443,0,0,0,0,-11.1759226089,-8.30564689327,0,0,-37.7859977831,-11.1759226089,-28.0815433392,-8.30564689327,0,0,0,0,0,0,-26.6100751742
1.6116e-06,0,0,-37.8736539025,0,0,0,0,-37.7810156337,-28.456345765,-28.3159376285,0,0,0,0,-11.1744490441,-8.41650179059,0,0,-37.7810156337,-11.1744490441,-28.456345765,-8.41650179059,0,0,0,0,0,0,-26.6065665896
1.6218e-06,0,0,-37.871334665,0,0,0,0,-37.7782399237,-28.8311481908,-28.7100161171,0,0,0,0,-11.1736280754,-8.52735668791,0,0,-37.7782399237,-11.1736280754,-28.8311481908,-8.52735668791,0,0,0,0,0,0,-26.6046118483
1.632e-06,0,0,-37.8690154275,0,0,0,0,-37.7756074612,-29.2059506166,-29.1040946121,0,0,0,0,-11.1728494749,-8.63821158523,0,0,-37.7756074612,-11.1728494749,-29.2059506166,-8.63821158523,0,0,0,0,0,0,-26.6027579863
1.6422e-06,0,0,-37.86669619,0,0,0,0,-37.7729777001,-29.5807530424,-29.4981731071,0,0,0,0,-11.1720716734,-8.74906648255,0,0,-37.7729777001,-11.1720716734,-29.5807530424,-8.74906648255,0,0,0,0,0,0,-26.6009060267
1.6524e-06,0,0,-37.8643769524,0,0,0,0,-37.7703479635,-29.9555554682,-29.8922516021,0,0,0,0,-11.1712938791,-8.85992137987,0,0,-37.7703479635,-11.1712938791,-29.9555554682,-8.85992137987,0,0,0,0,0,0,-26.5990540844
1.6626e-06,0,0,-37.8620577149,0,0,0,0,-37.7677182269,-30.330357894,-30.2863300971,0,0,0,0,-11.1705160849,-8.97077627719,0,0,-37.7677182269,-11.1705160849,-30.330357894,-8.97077627719,0,0,0,0,0,0,-26.5972021421
1.6728e-06,0,0,-37.8597384774,0,0,0,0,-37.7650884904,-30.7051603198,-30.6804085921,0,0,0,0,-11.1697382906,-9.08163117451,0,0,-37.7650884904,-11.1697382906,-30.7051603198,-9.08163117451,0,0,0,0,0,0,-26.5953501998
1.683e-06,0,0,-37.8574192399,0,0,0,0,-37.7624587539,-31.0799627456,-31.0744870871,0,0,0,0,-11.1689604964,-9.19248607183,0,0,-37.7624587539,-11.1689604964,-31.0799627456,-9.19248607183,0,0,0,0,0,0,-26.5934982576
1.6932e-06,0,0,-37.8551000024,0,0,0,0,-37.7598290174,-31.4661230262,-31.4685655821,0,0,0,0,-11.1681827021,-9.30670026928,0,0,-37.7598290174,-11.1681827021,-31.4661230262,-9.30670026928,0,0,0,0,0,0,-26.5916463153
