time_s,terminal_1_voltage_v,terminal_1_current_a,terminal_power_kw,supplied_energy_j,maximum_network_kcl_residual_a
0,0,0,0,0,0
1e-05,0.603393212497,0.0124605920294,0.857033088878,0.0021425827222,1.95399252334e-14
2e-05,1.25163438985,0.00248479924197,-0.737088886784,0.00302903601148,3.10862446895e-15
3e-05,1.85532192813,0.0147610217039,0.844816049915,0.00385018213214,3.33066907388e-15
4e-05,2.49694215881,0.00803369276221,-0.491899509298,0.00582016536676,3.21964677141e-15
5e-05,3.10031612178,0.0203798930151,0.849308730433,0.00781507257548,2.88657986403e-15
6e-05,3.73572485774,0.016646704628,-0.270103167756,0.0108578566376,3.5527136788e-15
7e-05,4.33825599976,0.0292779160109,0.867935572922,0.0140003060982,3.33066907388e-15
8e-05,4.96779088477,0.0283204666017,-0.0681022162033,0.0181039994753,4.05231403988e-15
9e-05,5.56901705383,0.041418197186,0.898437618013,0.022369018205,3.77475828373e-15
0.0001,6.19295462116,0.0430486658844,0.11707758822,0.0275207595327,2.10942374679e-15
0.00011,6.79247090925,0.0567658310948,0.93884653694,0.032884441726,3.5527136788e-15
0.00012,7.41103569867,0.0608224270634,0.287902085289,0.03907056335,3.66373598126e-15
0.00013,8.00848605117,0.0752875528238,0.987456405025,0.0455099196721,3.33066907388e-15
0.00014,8.62185837906,0.0816306380063,0.446420826084,0.0527160865633,1.99840144433e-15
0.00015,9.21692844719,0.0969514423289,1.0427952749,0.0602089170529,2.22044604925e-15
0.00016,9.82525102912,0.105460228002,0.594341246846,0.0684202447742,2.88657986403e-15
0.00017,10.4176620816,0.121726672972,1.10359782396,0.0769450316816,3.10862446895e-15
0.00018,11.0210456769,0.132296405225,0.733088695268,0.0861461865608,3.5527136788e-15
0.00019,11.610549414,0.149583297733,1.16877981464,0.0956820040232,3.10862446895e-15
0.0002,12.2090776373,0.162122859542,0.863855234843,0.105857288218,3.5527136788e-15
0.00021,12.7954517742,0.180492067522,1.23741474554,0.116383726157,3.99680288865e-15
0.00022,13.3891851969,0.194921935806,0.987639496967,0.1275171499,3.10862446895e-15
0.00023,13.9722297015,0.214424276866,1.30871283386,0.139014249931,1.7763568394e-15
0.00024,14.5612093481,0.230674782008,1.10527935208,0.151089592896,3.5527136788e-15
0.00025,15.1407432382,0.251351632914,1.38200231733,0.163537794395,2.22044604925e-15
0.00026,15.7249935675,0.26936147601,1.2174787904,0.17653865784,2.6645352591e-15
0.00027,16.3008521826,0.291246144335,1.45671297095,0.189918752578,3.10862446895e-15
0.00028,16.8803836294,0.310961134046,1.32483011042,0.203828603665,3.99680288865e-15
0.00029,17.4524163084,0.334080027159,1.5323616809,0.218121697691,2.6645352591e-15
0.0003,18.0272274512,0.355452003686,1.4278322875,0.232923907183,3.5527136788e-15
0.00031,18.5952955549,0.379825625077,1.60853989218,0.248111388824,3.5527136788e-15
0.00032,19.1653749643,0.402811543581,1.52690621955,0.263789263151,3.10862446895e-15
0.00033,19.7293501929,0.428455342058,1.68490273814,0.279852776184,3.99680288865e-15
0.00034,20.2946780083,0.453016491941,1.62240740947,0.29638958476,3.5527136788e-15
0.00035,20.8544409687,0.479941585477,1.76115966336,0.313311005942,3.5527136788e-15
0.00036,21.4149902441,0.506042925433,1.71463653645,0.330690004441,3.5527136788e-15
0.00037,21.9704292312,0.534256718205,1.83706636062,0.34845142473,3.5527136788e-15
0.00038,22.5261670826,0.561866309911,1.80384828288,0.366655874945,3.99680288865e-15
0.00039,23.0771770429,0.59137301834,1.91241785689,0.385239583825,3.5527136788e-15
0.0004,23.6280656281,0.620461544209,1.89025871582,0.404252770631,2.6645352591e-15
0.00041,24.1745472774,0.65126264546,1.98704259784,0.42364124306,2.6645352591e-15
0.00042,24.720544633,0.681802998019,1.97405146762,0.443446488923,2.6645352591e-15
0.00043,25.2624037071,0.713897612447,2.06079739659,0.463622374503,3.5527136788e-15
0.00044,25.8034644622,0.745864544743,2.05538291694,0.484203051909,2.6645352591e-15
0.00045,26.3406110798,0.779249762044,2.13356312753,0.505149165905,3.5527136788e-15
0.00046,26.8766870669,0.812619590067,2.13438653567,0.526488708028,2.6645352591e-15
0.00047,27.4090351879,0.847290747485,2.20524106048,0.548188023973,3.5527136788e-15
0.00048,27.9400759639,0.882041096906,2.2111765391,0.570269933847,2.6645352591e-15
0.00049,28.4675429301,0.917992016574,2.27574974372,0.592705577459,2.6645352591e-15
0.0005,28.993496223,0.954101607247,2.2858509529,0.615513435885,3.5527136788e-15
0.00051,29.5160023681,0.991324798726,2.3450223566,0.638668680103,2.6645352591e-15
0.00052,30.036814458,1.02877326138,2.3584941914,0.662186152479,4.4408920985e-15
0.00053,30.5542827764,1.06726009454,2.4130044629,0.68604441343,3.5527136788e-15
0.00054,31.0698988225,1.10602781488,2.42917922611,0.710255255668,3.5527136788e-15
0.00055,31.5822546895,1.1457686675,2.47965210591,0.734800089426,2.6645352591e-15
0.00056,32.09261901,1.18583665371,2.49796941011,0.759688153098,1.7763568394e-15
0.00057,32.5997899439,1.22682103761,2.54493019431,0.784903253091,3.5527136788e-15
0.00058,33.1048462558,1.26817080775,2.56492001326,0.810452489911,3.5527136788e-15
0.00059,33.6067617175,1.3103874765,2.6088111353,0.836321684889,2.6645352591e-15
0.0006,34.1064533427,1.35300096286,2.63007951436,0.862516150638,2.6645352591e-15
0.00061,34.6030445659,1.39643800393,2.67127367772,0.889023403099,3.5527136788e-15
0.00062,35.0973146083,1.44029747194,2.69349068887,0.91584726107,1.7763568394e-15
0.00063,35.5885144567,1.48494238554,2.73230193338,0.942976666066,3.5527136788e-15
0.00064,36.077305954,1.53003036487,2.75519152446,0.970414190105,1.7763568394e-15
0.00065,36.5630488006,1.57587013143,2.79188454943,0.998149974375,3.5527136788e-15
0.00066,37.0463048559,1.62216935774,2.81521599169,1.02618555157,3.5527136788e-15
0.00067,37.5265264821,1.66919049576,2.85001400877,1.05451207294,3.5527136788e-15
0.00068,38.0041903767,1.7166838613,2.87359469276,1.08313020601,3.5527136788e-15
0.00069,38.4788278873,1.76487247697,2.90668603884,1.11203195299,2.6645352591e-15
0.0007,38.9508431787,1.81354298888,2.93035540738,1.14121726243,2.6645352591e-15
0.00071,39.4198349308,1.86288481867,2.9618991121,1.17067885404,2.6645352591e-15
0.00072,39.8861455375,1.9127155638,2.98552355215,1.20041608003,4.4408920985e-15
0.00073,40.3494310816,1.96319601112,3.01565402414,1.23042226572,3.5527136788e-15
0.00074,40.8099813564,2.01417012632,3.039122567,1.26069626986,5.3290705182e-15
0.00075,41.2675013877,2.06577429314,3.06795353733,1.29123192957,2.6645352591e-15
0.00076,41.7222361814,2.11787494036,3.09117424011,1.32202769644,1.7763568394e-15
0.00077,42.173932499,2.17058765437,3.11880207993,1.3530778408,3.5527136788e-15
0.00078,42.622797217,2.22379799979,3.14169898115,1.38438047936,3.5527136788e-15
0.00079,43.0686126907,2.27760383803,3.16820549199,1.41593024988,3.5527136788e-15
0.0008,43.5115533411,2.33190703456,3.19071605081,1.44772499481,2.6645352591e-15
0.00081,43.9514318849,2.38679034383,3.21617081082,1.47975966422,3.5527136788e-15
0.00082,44.3883951215,2.44216951664,3.23824375362,1.51203187707,3.5527136788e-15
0.00083,44.8222816714,2.49811443128,3.26270608984,1.54453684963,3.5527136788e-15
0.00084,45.253214832,2.55455266577,3.2842995998,1.57727201992,3.5527136788e-15
0.00085,45.6810553288,2.61154312312,3.3078202455,1.61023283185,1.7763568394e-15
0.00086,46.105906468,2.66902345505,3.32890044102,1.64341657807,2.6645352591e-15
0.00087,46.527647844,2.72704320904,3.35152292813,1.67681889792,2.6645352591e-15
0.00088,46.9463657632,2.78554861648,3.37206258418,1.71043696847,3.5527136788e-15
0.00089,47.3619559316,2.84458124954,3.39382441263,1.74426659757,3.5527136788e-15
0.0009,47.7744902052,2.90409464636,3.41380188674,1.77830487162,3.5527136788e-15
0.00091,48.1838780528,2.96412357995,3.43473550624,1.81254774449,3.5527136788e-15
0.00092,48.5901790521,3.02462781067,3.4541338364,1.84699223278,3.5527136788e-15
0.00093,48.9933144336,3.08563631461,3.4742674704,1.88163441758,3.5527136788e-15
0.00094,49.3933333481,3.14711415035,3.49307361771,1.91647126315,3.5527136788e-15
0.00095,49.7901670829,3.20908535114,3.51243195471,1.95149896215,2.6645352591e-15
0.00096,50.1838559395,3.27151948657,3.53063616768,1.98671444104,3.5527136788e-15
0.00097,50.5743398097,3.33443637487,3.54924094094,2.02211399103,3.5527136788e-15
0.00098,50.9616514903,3.39780942596,3.56683622203,2.05769451293,3.5527136788e-15
0.00099,51.3457382402,3.46165486332,3.58470669562,2.09345238563,5.3290705182e-15
0.001,51.7266264976,3.52594936581,3.60168835366,2.12938449449,3.5527136788e-15
0.00101,52.1042698346,3.59070609078,3.61884172971,2.165487297,2.6645352591e-15
0.00102,52.4786893072,3.6559044993,3.63520700457,2.20175767156,3.5527136788e-15
0.00103,52.8498439029,3.72155513302,3.65165876441,2.23819214677,4.4408920985e-15
0.00104,53.2177501282,3.78763982062,3.66740651225,2.27478760112,1.7763568394e-15
0.00105,53.5823716213,3.85416687201,3.68317070199,2.31154062804,3.5527136788e-15
0.00106,53.9437210485,3.92112013025,3.69830113139,2.34844811208,3.5527136788e-15
0.00107,54.3017660473,3.98850600073,3.71339060088,2.3855067063,3.5527136788e-15
0.00108,54.6565160489,4.05631004007,3.72790505176,2.42271330618,3.5527136788e-15
0.00109,55.0079421352,4.12453702808,3.74233165444,2.46006462016,3.5527136788e-15
0.0011,55.3560510176,4.19317397864,3.75623241273,2.49755755875,1.7763568394e-15
0.00111,55.7008167502,4.26222428374,3.77000717271,2.53518888216,5.3290705182e-15
0.00112,56.0422437643,4.33167619632,3.78329731513,2.5729555194,3.5527136788e-15
0.00113,56.3803086836,4.40153192323,3.79643056668,2.61085427947,3.5527136788e-15
0.00114,56.7150140341,4.47178077058,3.80911383075,2.64888211271,3.5527136788e-15
0.00115,57.0463386666,4.5424239329,3.82161533475,2.6870358745,5.3290705182e-15
0.00116,57.3742835211,4.61345161118,3.83369600991,2.72531253887,5.3290705182e-15
0.00117,57.6988293837,4.68486413498,3.84557505101,2.76370900554,3.5527136788e-15
