time_s,terminal_voltage_v,corona_charge_c,corona_loss_j,leader_length_m
4.72e-06,29099.4130483,2.90994130483e-05,0.00239967833906,0
4.74e-06,28906.0658409,2.89060658409e-05,0.00240136067554,0
4.76e-06,28714.0032419,2.87140032419e-05,0.00240302073017,0
4.78e-06,28523.2167177,2.85232167177e-05,0.00240465879804,0
4.8e-06,28333.6977919,2.83336977919e-05,0.00240627517036,0
4.82e-06,28145.438044,2.8145438044e-05,0.00240787013448,0
4.84e-06,27958.4291094,2.79584291094e-05,0.00240944397392,0
4.86e-06,27772.6626792,2.77726626792e-05,0.00241099696847,0
4.88e-06,27588.1304996,2.75881304996e-05,0.0024125293942,0
4.9e-06,27404.8243714,2.74048243714e-05,0.00241404152355,0
4.92e-06,27222.73615,2.722273615e-05,0.00241553362531,0
4.94e-06,27041.8577449,2.70418577449e-05,0.00241700596474,0
4.96e-06,26862.1811192,2.68621811192e-05,0.00241845880359,0
4.98e-06,26683.6982893,2.66836982893e-05,0.00241989240012,0
5e-06,26506.4013247,2.65064013247e-05,0.00242130700918,0
5.02e-06,26330.2823475,2.63302823475e-05,0.00242270288226,0
5.04e-06,26155.3335323,2.61553335323e-05,0.0024240802675,0
5.06e-06,25981.5471052,2.59815471052e-05,0.00242543940977,0
5.08e-06,25808.9153444,2.58089153444e-05,0.00242678055067,0
5.1e-06,25637.4305791,2.56374305791e-05,0.00242810392862,0
5.12e-06,25467.0851894,2.54670851894e-05,0.0024294097789,0
5.14e-06,25297.8716062,2.52978716062e-05,0.00243069833364,0
5.16e-06,25129.7823104,2.51297823104e-05,0.0024319698219,0
5.18e-06,24962.809833,2.4962809833e-05,0.00243322446974,0
5.2e-06,24796.9467546,2.47969467546e-05,0.00243446250018,0
5.22e-06,24632.1857049,2.46321857049e-05,0.00243568413332,0
5.24e-06,24468.5193627,2.44685193627e-05,0.00243688958633,0
5.26e-06,24305.9404554,2.43059404554e-05,0.00243807907351,0
5.28e-06,24144.4417586,2.41444417586e-05,0.00243925280632,0
5.3e-06,23984.0160959,2.39840160959e-05,0.00244041099342,0
5.32e-06,23824.6563387,2.38246563387e-05,0.0024415538407,0
5.34e-06,23666.3554054,2.36663554054e-05,0.00244268155132,0
5.36e-06,23509.1062619,2.35091062619e-05,0.00244379432578,0
5.38e-06,23352.9019203,2.33529019203e-05,0.00244489236189,0
5.4e-06,23197.7354396,2.31977354396e-05,0.00244597585484,0
5.42e-06,23043.5999244,2.30435999244e-05,0.00244704499727,0
5.44e-06,22890.4885256,2.28904885256e-05,0.00244809997923,0
5.46e-06,22738.3944391,2.27383944391e-05,0.00244914098828,0
5.48e-06,22587.3109064,2.25873109064e-05,0.00245016820947,0
5.5e-06,22437.2312136,2.24372312136e-05,0.00245118182543,0
5.52e-06,22288.1486915,2.22881486915e-05,0.00245218201635,0
5.54e-06,22140.0567151,2.21400567151e-05,0.00245316896003,0
5.56e-06,21992.9487037,2.19929487037e-05,0.00245414283194,0
5.58e-06,21846.8181199,2.18468181199e-05,0.00245510380519,0
5.6e-06,21701.65847,2.170165847e-05,0.00245605205063,0
5.62e-06,21557.4633032,2.15574633032e-05,0.00245698773684,0
5.64e-06,21414.2262119,2.14142262119e-05,0.00245791103015,0
5.66e-06,21271.9408306,2.12719408306e-05,0.0024588220947,0
5.68e-06,21130.6008365,2.11306008365e-05,0.00245972109246,0
5.7e-06,20990.1999485,2.09901999485e-05,0.00246060818324,0
5.72e-06,20850.7319274,2.08507319274e-05,0.00246148352476,0
5.74e-06,20712.1905753,2.07121905753e-05,0.00246234727262,0
5.76e-06,20574.5697356,2.05745697356e-05,0.00246319958038,0
5.78e-06,20437.8632925,2.04378632925e-05,0.00246404059955,0
5.8e-06,20302.0651708,2.03020651708e-05,0.00246487047966,0
5.82e-06,20167.1693357,2.01671693357e-05,0.00246568936823,0
5.84e-06,20033.1697926,2.00331697926e-05,0.00246649741084,0
5.86e-06,19900.0605865,1.99000605865e-05,0.00246729475114,0
5.88e-06,19767.8358022,1.97678358022e-05,0.00246808153088,0
5.9e-06,19636.4895634,1.96364895634e-05,0.00246885788994,0
5.92e-06,19506.0160333,1.95060160333e-05,0.00246962396632,0
5.94e-06,19376.4094136,1.93764094136e-05,0.00247037989623,0
5.96e-06,19247.6639446,1.92476639446e-05,0.00247112581404,0
5.98e-06,19119.7739047,1.91197739047e-05,0.00247186185236,0
6e-06,18992.7336105,1.89927336105e-05,0.00247258814204,0
6.02e-06,18866.5374164,1.88665374164e-05,0.00247330481221,0
6.04e-06,18741.1797141,1.87411797141e-05,0.00247401199026,0
6.06e-06,18616.6549326,1.86166549326e-05,0.00247470980191,0
6.08e-06,18492.957538,1.8492957538e-05,0.00247539837123,0
6.1e-06,18370.0820331,1.83700820331e-05,0.00247607782063,0
6.12e-06,18248.0229572,1.82480229572e-05,0.00247674827088,0
6.14e-06,18126.774886,1.8126774886e-05,0.00247740984119,0
6.16e-06,18006.332431,1.8006332431e-05,0.00247806264917,0
6.18e-06,17886.6902398,1.78866902398e-05,0.00247870681086,0
6.2e-06,17767.8429953,1.77678429953e-05,0.0024793424408,0
6.22e-06,17649.7854157,1.76497854157e-05,0.00247996965196,0
6.24e-06,17532.5122546,1.75325122546e-05,0.00248058855588,0
6.26e-06,17416.0183001,1.74160183001e-05,0.00248119926256,0
6.28e-06,17300.2983751,1.73002983751e-05,0.00248180188057,0
6.3e-06,17185.3473369,1.71853473369e-05,0.00248239651706,0
6.32e-06,17071.1600769,1.70711600769e-05,0.00248298327773,0
6.34e-06,16957.7315204,1.69577315204e-05,0.00248356226689,0
6.36e-06,16845.0566266,1.68450566266e-05,0.00248413358749,0
6.38e-06,16733.1303881,1.67331303881e-05,0.00248469734107,0
6.4e-06,16621.9478305,1.66219478305e-05,0.00248525362787,0
6.42e-06,16511.5040129,1.65115040129e-05,0.00248580254679,0
6.44e-06,16401.7940268,1.64017940268e-05,0.0024863441954,0
6.46e-06,16292.8129967,1.62928129967e-05,0.00248687867,0
6.48e-06,16184.5560792,1.61845560792e-05,0.00248740606561,0
6.5e-06,16077.0184632,1.60770184632e-05,0.00248792647599,0
6.52e-06,15970.1953695,1.59701953695e-05,0.00248843999365,0
6.54e-06,15864.0820506,1.58640820506e-05,0.00248894670989,0
6.56e-06,15758.6737909,1.57586737909e-05,0.00248944671479,0
6.58e-06,15653.9659055,1.56539659055e-05,0.00248994009724,0
6.6e-06,15549.9537413,1.55499537413e-05,0.00249042694495,0
6.62e-06,15446.6326756,1.54466326756e-05,0.00249090734447,0
6.64e-06,15343.9981166,1.53439981166e-05,0.00249138138121,0
6.66e-06,15242.0455031,1.52420455031e-05,0.00249184913944,0
6.68e-06,15140.770304,1.5140770304e-05,0.00249231070232,0
6.7e-06,15040.1680185,1.50401680185e-05,0.0024927661519,0
6.72e-06,14940.2341755,1.49402341755e-05,0.00249321556915,0
6.74e-06,14840.9643339,1.48409643339e-05,0.00249365903397,0
6.76e-06,14742.3540817,1.47423540817e-05,0.00249409662519,0
6.78e-06,14644.3990366,1.46443990366e-05,0.00249452842062,0
6.8e-06,14547.0948452,1.45470948452e-05,0.00249495449701,0
6.82e-06,14450.437183,1.4450437183e-05,0.00249537493012,0
6.84e-06,14354.4217544,1.43544217544e-05,0.00249578979467,0
6.86e-06,14259.0442922,1.42590442922e-05,0.00249619916444,0
6.88e-06,14164.3005576,1.41643005576e-05,0.0024966031122,0
6.9e-06,14070.1863399,1.40701863399e-05,0.00249700170975,0
6.92e-06,13976.6974564,1.39766974564e-05,0.00249739502797,0
6.94e-06,13883.8297523,1.38838297523e-05,0.00249778313677,0
6.96e-06,13791.5791003,1.37915791003e-05,0.00249816610515,0
6.98e-06,13699.9414006,1.36999414006e-05,0.0024985440012,0
7e-06,13608.9125804,1.36089125804e-05,0.00249891689209,0
7.02e-06,13518.4885942,1.35184885942e-05,0.00249928484413,0
7.04e-06,13428.6654234,1.34286654234e-05,0.00249964792272,0
7.06e-06,13339.4390759,1.33394390759e-05,0.00250000619241,0
7.08e-06,13250.8055863,1.32508055863e-05,0.00250035971689,0
7.1e-06,13162.7610155,1.31627610155e-05,0.00250070855902,0
7.12e-06,13075.3014505,1.30753014505e-05,0.0025010527808,0
7.14e-06,12988.4230043,1.29884230043e-05,0.00250139244344,0
7.16e-06,12902.1218158,1.29021218158e-05,0.00250172760732,0
7.18e-06,12816.3940496,1.28163940496e-05,0.00250205833203,0
7.2e-06,12731.2358957,1.27312358957e-05,0.00250238467635,0
7.22e-06,12646.6435693,1.26466435693e-05,0.00250270669831,0
7.24e-06,12562.613311,1.2562613311e-05,0.00250302445516,0
7.26e-06,12479.1413861,1.24791413861e-05,0.00250333800338,0
7.28e-06,12396.224085,1.2396224085e-05,0.00250364739872,0
7.3e-06,12313.8577225,1.23138577225e-05,0.00250395269619,0
7.32e-06,12232.0386381,1.22320386381e-05,0.00250425395005,0
7.34e-06,12150.7631953,1.21507631953e-05,0.00250455121386,0
7.36e-06,12070.0277822,1.20700277822e-05,0.00250484454048,0
7.38e-06,11989.8288105,1.19898288105e-05,0.00250513398205,0
7.4e-06,11910.162716,1.1910162716e-05,0.00250541959002,0
7.42e-06,11831.025958,1.1831025958e-05,0.00250570141517,0
7.44e-06,11752.4150195,1.17524150195e-05,0.0025059795076,0
7.46e-06,11674.3264067,1.16743264067e-05,0.00250625391676,0
7.48e-06,11596.7566491,1.15967566491e-05,0.00250652469142,0
7.5e-06,11519.7022993,1.15197022993e-05,0.00250679187973,0
7.52e-06,11443.1599327,1.14431599327e-05,0.00250705552918,0
7.54e-06,11367.1261476,1.13671261476e-05,0.00250731568664,0
7.56e-06,11291.5975646,1.12915975646e-05,0.00250757239837,0
7.58e-06,11216.5708272,1.12165708272e-05,0.00250782571001,0
7.6e-06,11142.0426008,1.11420426008e-05,0.00250807566658,0
7.62e-06,11068.0095732,1.10680095732e-05,0.00250832231253,0
7.64e-06,10994.4684541,1.09944684541e-05,0.00250856569171,0
7.66e-06,10921.415975,1.0921415975e-05,0.00250880584737,0
7.68e-06,10848.8488893,1.08488488893e-05,0.00250904282222,0
7.7e-06,10776.7639718,1.07767639718e-05,0.00250927665838,0
7.72e-06,10705.1580189,1.07051580189e-05,0.00250950739743,0
7.74e-06,10634.0278481,1.06340278481e-05,0.00250973508039,0
7.76e-06,10563.3702981,1.05633702981e-05,0.00250995974773,0
7.78e-06,10493.1822287,1.04931822287e-05,0.0025101814394,0
7.8e-06,10423.4605205,1.04234605205e-05,0.0025104001948,0
7.82e-06,10354.2020748,1.03542020748e-05,0.00251061605283,0
7.84e-06,10285.4038135,1.02854038135e-05,0.00251082905186,0
7.86e-06,10217.0626789,1.02170626789e-05,0.00251103922976,0
