sample_index,margin_v,failed
706,345508.113892,0
707,164041.951098,0
708,613156.069217,0
709,102122.460058,0
710,50615.9840783,0
711,217105.697445,0
712,247212.928128,0
713,178008.899603,0
714,249608.950755,0
715,118818.165337,0
716,372084.911619,0
717,454985.086693,0
718,155983.753084,0
719,227048.173951,0
720,262558.112245,0
721,174192.808523,0
722,124249.200416,0
723,120681.464207,0
724,-19437.1106254,1
725,378877.418304,0
726,83271.1969563,0
727,69398.7325983,0
728,309268.596764,0
729,189509.106517,0
730,-44152.2871652,1
731,150880.361897,0
732,245209.45405,0
733,229704.430969,0
734,99266.2804278,0
735,-29807.7388082,1
736,98695.3968616,0
737,321401.546462,0
738,122800.828337,0
739,361457.686098,0
740,182674.621318,0
741,289983.963518,0
742,202996.654286,0
743,361603.359839,0
744,222924.386557,0
745,259835.896189,0
746,281115.713367,0
747,193961.686737,0
748,221229.069923,0
749,385496.234647,0
750,231242.982845,0
751,281822.6607,0
752,335757.151112,0
753,236040.627497,0
754,260957.844848,0
755,168979.569333,0
756,219991.403998,0
757,322991.663786,0
758,230009.43384,0
759,272644.202598,0
760,52736.4382267,0
761,356375.111556,0
762,52940.874078,0
763,89836.1016401,0
764,188976.811979,0
765,184742.464126,0
766,263441.902277,0
767,411560.835031,0
768,255967.490152,0
769,295401.109337,0
770,148967.67213,0
771,350957.494819,0
772,129365.509497,0
773,149073.045069,0
774,11767.0628427,0
775,193290.215675,0
776,133220.115836,0
777,276952.385742,0
778,233717.201273,0
779,277357.099279,0
780,140479.003127,0
781,176096.741272,0
782,143205.563493,0
783,277753.814948,0
784,193428.174619,0
785,272910.292273,0
786,108327.873964,0
787,212431.25613,0
788,162531.700765,0
789,341067.109403,0
790,370234.80851,0
791,307899.461256,0
792,196134.672641,0
793,301242.447427,0
794,264406.495853,0
795,290744.767335,0
796,342057.649708,0
797,294851.603632,0
798,263906.571332,0
799,258426.338104,0
800,193159.270645,0
801,147439.078052,0
802,226748.589109,0
803,226987.983813,0
804,232970.43037,0
805,11765.2929942,0
806,42338.7525577,0
807,90435.8978218,0
808,225090.373199,0
809,285771.994554,0
810,132120.296703,0
811,324854.27597,0
812,187503.905827,0
813,235437.836585,0
814,128544.065122,0
815,150793.135276,0
816,194038.124106,0
817,191099.279151,0
818,159323.952015,0
819,107059.497659,0
820,-5288.369677,1
821,158355.816128,0
822,163258.123955,0
823,156811.335362,0
824,76043.4762558,0
825,153741.483743,0
826,357220.87457,0
827,172012.648018,0
828,203390.803352,0
829,155652.217145,0
830,131111.972675,0
831,265678.197739,0
832,110199.158868,0
833,69506.8490787,0
834,294065.626706,0
835,129871.952361,0
836,447766.122512,0
837,285064.095807,0
838,82438.3040001,0
839,311470.123275,0
840,115177.620684,0
841,413849.494501,0
842,48266.775512,0
843,60572.5283879,0
844,240040.141542,0
845,236961.974757,0
846,285705.538608,0
847,255819.025003,0
848,324308.889716,0
849,169618.690995,0
850,289329.904558,0
851,43059.7538072,0
852,162987.170766,0
853,125293.398739,0
854,175192.586433,0
855,62616.3291587,0
856,169127.191793,0
857,304537.122993,0
858,200192.699256,0
859,81866.9771211,0
860,31769.2720871,0
861,193658.65456,0
862,-72449.3873915,1
863,256579.39273,0
864,257676.525341,0
865,-11163.2036164,1
866,176686.585179,0
867,70722.1423535,0
868,193830.348051,0
869,25738.2458806,0
870,97721.770744,0
871,178699.62773,0
872,232909.359932,0
873,64548.0537371,0
874,126694.742777,0
875,309260.113021,0
876,402508.452613,0
877,349934.292039,0
878,-41676.3657009,1
879,157626.585707,0
880,175003.999145,0
881,47445.1362701,0
882,229261.68891,0
883,231880.174814,0
884,202106.845344,0
885,193123.647991,0
886,346717.787274,0
887,292637.49923,0
888,285779.269477,0
889,294445.317763,0
890,192772.541541,0
891,269158.021838,0
892,276301.106006,0
893,249805.124789,0
894,116770.783084,0
895,178182.106386,0
896,178859.012349,0
897,238439.478789,0
898,368172.422464,0
899,221286.235694,0
900,242995.062276,0
901,129913.491392,0
902,318489.030404,0
903,441846.717339,0
904,47714.4604239,0
905,175828.806475,0
906,442543.173476,0
907,233968.425731,0
908,-3039.80064608,1
909,217970.069559,0
910,203952.446707,0
911,202797.355113,0
912,63559.6101681,0
913,283962.525804,0
914,225523.182298,0
915,19971.2685438,0
916,178032.6239,0
917,72483.3618287,0
918,186598.516659,0
919,173208.753892,0
920,302586.207741,0
921,165666.02497,0
922,178917.83694,0
923,122858.718281,0
924,161338.961957,0
925,34070.2382703,0
926,382682.751433,0
927,534260.079001,0
928,294947.464419,0
929,258688.213902,0
930,112549.718283,0
931,115903.358913,0
932,310154.220194,0
933,39553.8968034,0
934,194278.999639,0
935,372232.890336,0
936,78172.3482186,0
937,244731.819605,0
938,371961.737051,0
939,184123.747604,0
940,264370.755278,0
941,583017.361154,0
942,222985.152515,0
943,176286.273774,0
944,218719.599047,0
945,379409.378169,0
946,193766.319766,0
947,273226.461024,0
948,235142.743427,0
949,74698.2395924,0
950,255178.772369,0
951,229688.219809,0
952,164510.822233,0
953,259377.795368,0
954,287560.489238,0
955,200856.159301,0
956,285106.821463,0
957,185930.278545,0
958,126246.595881,0
959,87593.6195551,0
960,378423.770391,0
961,289667.429573,0
962,151786.986975,0
963,185646.538334,0
964,492061.717895,0
965,209938.063199,0
966,277848.441298,0
967,199675.336498,0
968,58216.855808,0
969,84564.1672436,0
970,283826.203637,0
971,105844.316949,0
972,118505.163268,0
973,335801.021764,0
974,333140.65729,0
975,259629.134743,0
976,96155.5017686,0
977,22119.0279083,0
978,360182.609008,0
979,178410.270305,0
980,220758.497328,0
981,98615.5636422,0
982,417864.376532,0
983,94501.9550444,0
984,133592.570578,0
985,302100.406583,0
986,229532.705719,0
987,275774.394511,0
988,309036.145531,0
989,303559.728258,0
990,256930.938767,0
991,-35853.9179216,1
992,141174.822613,0
993,335462.973208,0
994,415902.143777,0
995,504294.82425,0
996,95515.9967828,0
997,260223.010902,0
998,231486.876565,0
999,240552.281398,0
1000,106859.873055,0
1001,124599.817946,0
1002,129891.64627,0
1003,132105.430543,0
1004,355930.530758,0
1005,324590.359931,0
1006,153757.898269,0
1007,178628.493725,0
1008,308143.018663,0
1009,75083.54308,0
1010,208000.669292,0
1011,187417.299456,0
1012,165080.642087,0
1013,256025.899727,0
1014,95149.7858533,0
1015,339528.961704,0
1016,408538.416162,0
1017,247151.702423,0
1018,249617.499787,0
1019,36657.3608126,0
1020,-30023.5722408,1
1021,203265.414892,0
1022,359465.745718,0
1023,215336.522548,0
1024,124320.492376,0
1025,180533.731413,0
1026,358964.578684,0
1027,302276.648406,0
1028,407007.036799,0
1029,401491.252044,0
1030,263178.095101,0
1031,246441.174643,0
1032,370538.215755,0
1033,199723.165312,0
1034,181368.211284,0
1035,438354.192966,0
1036,120262.236978,0
1037,173452.582268,0
1038,169557.005916,0
1039,103729.601132,0
1040,160524.248593,0
1041,178452.671784,0
1042,217281.403256,0
1043,-35012.4171845,1
1044,194076.380098,0
1045,291833.022034,0
1046,106527.679836,0
1047,88052.1508444,0
1048,300636.693789,0
1049,53734.8131815,0
1050,210808.81158,0
1051,331311.720864,0
1052,304673.335958,0
1053,18610.365696,0
1054,173788.786462,0
1055,239561.053293,0
1056,87943.1144605,0
1057,259049.284909,0
1058,361555.297324,0
1059,221136.790669,0
1060,198508.846033,0
1061,117449.987049,0
1062,300316.810062,0
1063,354362.928497,0
1064,118203.151363,0
1065,372183.197567,0
1066,181388.305316,0
1067,18644.0770589,0
1068,193265.50268,0
1069,148486.794396,0
1070,377339.771091,0
1071,133482.760312,0
1072,20437.4830235,0
1073,246757.925525,0
1074,190806.178997,0
1075,329516.057457,0
1076,196888.289724,0
1077,294075.520294,0
1078,315968.074011,0
1079,133929.798243,0
1080,126113.653565,0
1081,169323.69889,0
1082,236003.504815,0
1083,252280.380631,0
1084,185389.230273,0
1085,342891.905379,0
1086,-79879.1626188,1
1087,76905.1885807,0
1088,254734.254728,0
1089,385646.972001,0
1090,185312.24471,0
1091,245570.538018,0
1092,179751.812081,0
1093,122145.882937,0
1094,202880.312338,0
1095,207380.437604,0
1096,219537.385363,0
1097,140340.69388,0
1098,484524.381584,0
1099,153271.691644,0
1100,151805.932601,0
1101,339901.898019,0
1102,161948.924066,0
1103,262684.173594,0
1104,71217.9386739,0
1105,78148.0747916,0
1106,130705.891489,0
1107,224362.753324,0
1108,232349.551189,0
1109,-46000.5951157,1
1110,313381.588428,0
1111,177312.326521,0
1112,139405.271036,0
1113,157031.462629,0
1114,316876.453292,0
1115,139878.049934,0
1116,205908.922618,0
1117,-18036.2602867,1
1118,306657.384318,0
1119,172828.740895,0
1120,135675.851798,0
1121,365387.524187,0
1122,201188.117797,0
1123,275138.28618,0
1124,23064.2321884,0
1125,348622.823808,0
1126,276345.665538,0
1127,248437.485419,0
1128,336265.080802,0
1129,44071.3783509,0
1130,154443.682193,0
1131,100462.088484,0
1132,88545.5938079,0
1133,51701.605902,0
1134,266209.307488,0
1135,200708.101061,0
1136,215036.002094,0
1137,164403.789528,0
1138,180229.052817,0
1139,113694.71811,0
1140,79344.1404241,0
1141,187723.431253,0
1142,401719.051002,0
1143,256624.581862,0
1144,357017.217194,0
1145,422233.941166,0
1146,485547.604886,0
1147,102749.865102,0
1148,180211.945251,0
1149,168838.463968,0
1150,385397.997059,0
1151,336818.129401,0
1152,219588.895044,0
1153,245998.041045,0
1154,52777.366027,0
1155,289738.498719,0
1156,307332.56479,0
1157,168354.763053,0
1158,322503.701195,0
1159,473903.627327,0
1160,265416.816072,0
1161,150451.695931,0
1162,400896.042061,0
1163,175512.411228,0
1164,334642.429876,0
1165,70599.5382456,0
1166,177274.965369,0
1167,268592.406556,0
1168,179827.465086,0
1169,68906.4231715,0
1170,237190.947561,0
1171,243345.629478,0
1172,219888.355107,0
1173,350765.299838,0
1174,263412.675152,0
1175,316794.072816,0
1176,477227.029546,0
1177,121843.095748,0
1178,106119.441033,0
1179,-96962.5262014,1
1180,191264.516431,0
1181,133790.664516,0
1182,47830.8837671,0
1183,375321.710928,0
1184,2539.51141009,0
1185,117179.259466,0
1186,119292.92316,0
1187,210385.197359,0
1188,344379.383921,0
1189,251069.35242,0
1190,254706.653507,0
1191,210715.185163,0
1192,243883.806848,0
1193,189034.999398,0
1194,196382.994038,0
1195,93988.3160756,0
1196,442956.783177,0
1197,297159.199898,0
1198,141509.473324,0
1199,177661.277619,0
1200,282968.453811,0
1201,198187.776164,0
1202,70873.3656949,0
1203,132924.89986,0
1204,202458.504946,0
1205,130483.808694,0
1206,216043.40142,0
1207,188897.328779,0
1208,236871.299805,0
1209,30752.8606979,0
1210,272001.470201,0
1211,91150.4090826,0
1212,267981.066695,0
1213,269044.270232,0
1214,204923.476732,0
1215,166745.011603,0
1216,207362.792178,0
1217,308870.134305,0
1218,431575.954953,0
1219,209407.615862,0
1220,220107.09135,0
1221,216720.733588,0
1222,233079.126153,0
1223,243816.256413,0
1224,266211.018919,0
1225,31641.6826849,0
1226,172304.921801,0
1227,243704.297483,0
1228,511534.19662,0
1229,237801.127853,0
1230,189760.664445,0
1231,184276.345207,0
1232,273541.398578,0
1233,228825.486674,0
1234,216345.421227,0
1235,251584.226009,0
1236,348252.608174,0
1237,321098.366737,0
1238,250020.925545,0
1239,138787.862125,0
1240,104682.683948,0
1241,77751.1256567,0
1242,65331.745831,0
1243,256544.219173,0
1244,49813.7231759,0
1245,78825.1629169,0
1246,240246.46589,0
1247,355765.827309,0
1248,123613.118873,0
1249,194926.11364,0
1250,234258.112461,0
1251,186312.281947,0
1252,334929.973433,0
1253,343268.346298,0
1254,209872.918604,0
1255,128339.236842,0
1256,342859.081115,0
1257,259854.292593,0
1258,197401.993218,0
1259,196371.577771,0
1260,148731.287184,0
1261,5240.33747479,0
1262,160953.569203,0
1263,264869.02586,0
1264,-12594.3472345,1
1265,150042.422374,0
1266,238124.171036,0
1267,162405.725216,0
1268,225513.587864,0
1269,-7997.30369896,1
1270,183762.995631,0
1271,356455.825305,0
1272,327753.566013,0
1273,200516.72643,0
1274,321811.073571,0
1275,178037.351057,0
1276,205727.242608,0
1277,417354.341561,0
1278,252597.284947,0
1279,181607.44472,0
1280,270600.75892,0
1281,330784.054766,0
1282,309022.073186,0
1283,132197.63975,0
1284,208292.498755,0
1285,332298.68068,0
1286,258871.761753,0
1287,323511.858651,0
1288,143917.704741,0
1289,205756.872795,0
1290,-15419.2645689,1
1291,98898.94841,0
1292,343988.941849,0
1293,54017.4247754,0
1294,219488.116502,0
1295,273883.172683,0
1296,327289.931803,0
1297,18604.750953,0
1298,479803.423557,0
1299,300788.021155,0
1300,179218.253233,0
1301,247487.400461,0
1302,338413.639388,0
1303,131679.7306,0
1304,92797.4318204,0
1305,203972.742629,0
1306,219256.681811,0
1307,291567.4403,0
1308,55680.721331,0
1309,185824.661739,0
1310,301552.246857,0
1311,-24446.169656,1
1312,88621.2777843,0
1313,289264.786152,0
1314,-5661.86220768,1
1315,122849.901022,0
1316,292697.016608,0
1317,157141.222548,0
1318,109534.342384,0
1319,218738.967998,0
1320,37372.2151582,0
1321,-124836.674628,1
1322,384297.907179,0
1323,264925.326223,0
1324,107528.596307,0
1325,22336.5227953,0
1326,290652.802047,0
1327,183744.182934,0
1328,271440.853307,0
1329,173163.780654,0
1330,330675.594993,0
1331,2949.06023141,0
1332,148234.257529,0
1333,62988.8542983,0
1334,205547.529455,0
