sample_index,margin_v,failed
1335,169835.653904,0
1336,220181.859886,0
1337,221287.299171,0
1338,161408.767838,0
1339,61607.4509494,0
1340,404072.514496,0
1341,191072.658556,0
1342,260758.662821,0
1343,87004.9451371,0
1344,420569.334137,0
1345,296409.948895,0
1346,304039.524743,0
1347,-42015.3895873,1
1348,289754.948594,0
1349,127920.51081,0
1350,115661.817349,0
1351,327711.883976,0
1352,183069.113143,0
1353,-79633.6925672,1
1354,75111.6315864,0
1355,383638.759123,0
1356,111997.390154,0
1357,229171.010878,0
1358,298446.916338,0
1359,161551.96844,0
1360,197965.958033,0
1361,48861.5431312,0
1362,371149.705597,0
1363,172808.861722,0
1364,191868.94928,0
1365,356899.556433,0
1366,40945.2209498,0
1367,131503.95382,0
1368,59834.6142845,0
1369,233038.365882,0
1370,248250.845132,0
1371,182755.916634,0
1372,203844.839126,0
1373,80096.6131824,0
1374,233489.899014,0
1375,408412.841501,0
1376,264324.480507,0
1377,147804.149782,0
1378,208946.783207,0
1379,87464.4956267,0
1380,334065.607261,0
1381,274205.876086,0
1382,54639.1498702,0
1383,254210.731725,0
1384,219982.250413,0
1385,130599.729358,0
1386,178449.696683,0
1387,292260.276773,0
1388,230068.080195,0
1389,70759.6355327,0
1390,174378.199335,0
1391,326206.228727,0
1392,358263.451947,0
1393,171620.784872,0
1394,207681.683808,0
1395,152219.005112,0
1396,113799.753716,0
1397,52926.3496296,0
1398,181748.614973,0
1399,112202.978653,0
1400,49211.6593456,0
1401,165985.617318,0
1402,10296.0912143,0
1403,107914.896899,0
1404,105555.564193,0
1405,211411.844143,0
1406,266032.557924,0
1407,165435.281906,0
1408,288335.63612,0
1409,119538.389079,0
1410,434247.286698,0
1411,249236.287441,0
1412,69041.7253343,0
1413,201542.695231,0
1414,150031.846606,0
1415,461484.461441,0
1416,432577.553989,0
1417,314751.791242,0
1418,350313.816642,0
1419,204081.376652,0
1420,376662.684973,0
1421,4984.51006337,0
1422,247383.447452,0
1423,70282.9296763,0
1424,-20288.6097138,1
1425,275865.228626,0
1426,220533.729908,0
1427,276529.720431,0
1428,147675.414369,0
1429,299148.228511,0
1430,39413.8712221,0
1431,224869.96032,0
1432,176173.749348,0
1433,153193.84634,0
1434,288327.753915,0
1435,356250.709421,0
1436,437625.899873,0
1437,305792.537302,0
1438,344806.485288,0
1439,108704.601726,0
1440,13844.9081795,0
1441,381673.659665,0
1442,49706.3515849,0
1443,89589.845163,0
1444,111677.260663,0
1445,174688.606777,0
1446,110253.540371,0
1447,245251.284323,0
1448,186821.811418,0
1449,107393.516513,0
1450,-50845.6957678,1
1451,314904.624152,0
1452,256066.436486,0
1453,137595.771836,0
1454,97621.3291162,0
1455,225233.159669,0
1456,136971.397733,0
1457,50364.2191813,0
1458,460750.353955,0
1459,-65849.7948293,1
1460,219275.466126,0
1461,127270.628854,0
1462,177740.933922,0
1463,248149.111075,0
1464,-36634.367434,1
1465,207587.462422,0
1466,172032.56977,0
1467,303308.641519,0
1468,284673.627465,0
1469,250054.881953,0
1470,298765.478694,0
1471,307481.866876,0
1472,94883.1601894,0
1473,308205.566973,0
1474,-24998.0249239,1
1475,-45763.411797,1
1476,153545.019639,0
1477,124726.51279,0
1478,210994.123139,0
1479,277654.993497,0
1480,-43012.7318274,1
1481,197421.712067,0
1482,247671.643573,0
1483,153839.396287,0
1484,82343.9515056,0
1485,293518.180331,0
1486,52228.127639,0
1487,262469.657682,0
1488,380339.592746,0
1489,257450.285355,0
1490,342339.614535,0
1491,314203.270692,0
1492,371864.09999,0
1493,181377.37311,0
1494,238202.783253,0
1495,291150.211713,0
1496,428043.04896,0
1497,204393.203496,0
1498,219729.07929,0
1499,102530.985117,0
1500,149227.175621,0
1501,293766.066084,0
1502,232955.446888,0
1503,59000.9425004,0
1504,134663.896208,0
1505,188596.134937,0
1506,294676.510104,0
1507,16796.8239757,0
1508,262318.507099,0
1509,261018.743635,0
1510,361283.633328,0
1511,97092.9558276,0
1512,209388.478719,0
1513,290459.655732,0
1514,213885.414564,0
1515,339530.041838,0
1516,263823.826678,0
1517,213002.967411,0
1518,245197.074102,0
1519,114477.243848,0
1520,132712.715303,0
1521,376344.612586,0
1522,14543.3467558,0
1523,148804.494746,0
1524,59530.5163911,0
1525,126523.500239,0
1526,238030.855671,0
1527,180553.141029,0
1528,201297.145124,0
1529,157737.142568,0
1530,351081.78342,0
1531,244451.09336,0
1532,162323.955659,0
1533,324099.075252,0
1534,198936.016336,0
1535,398745.518552,0
1536,292447.331274,0
1537,221895.551373,0
1538,186152.666739,0
1539,281587.690411,0
1540,225042.309566,0
1541,344391.918484,0
1542,162924.624685,0
1543,188210.490071,0
1544,16538.0598767,0
1545,316086.480102,0
1546,167243.993056,0
1547,219801.55572,0
1548,358133.698255,0
1549,159050.843743,0
1550,142788.328317,0
1551,120950.447418,0
1552,195643.116484,0
1553,16820.2371726,0
1554,342902.593142,0
1555,88441.2125465,0
1556,250549.725038,0
1557,370116.68303,0
1558,10974.6086554,0
1559,173316.649351,0
1560,319525.427286,0
1561,188707.445435,0
1562,259292.012182,0
1563,297910.288304,0
1564,86315.7720071,0
1565,160374.520156,0
1566,94721.9214909,0
1567,349521.752897,0
1568,255854.392974,0
1569,275450.185266,0
1570,293261.445501,0
1571,77647.5930317,0
1572,194015.593287,0
1573,286636.044624,0
1574,201285.603764,0
1575,345358.391906,0
1576,108102.092469,0
1577,191475.551078,0
1578,118939.378584,0
1579,270639.92519,0
1580,325755.953236,0
1581,2501.26287696,0
1582,215738.881549,0
1583,318481.399152,0
1584,228841.192351,0
1585,360629.349914,0
1586,74567.1716499,0
1587,124419.906697,0
1588,-98039.2433175,1
1589,304959.398637,0
1590,79426.0894954,0
1591,320162.897457,0
1592,137043.188805,0
1593,163778.503375,0
1594,228428.731856,0
1595,114926.066505,0
1596,285577.336535,0
1597,20175.2400308,0
1598,244845.62525,0
1599,120159.486236,0
1600,100902.572095,0
1601,27205.8210561,0
1602,193507.93578,0
1603,51982.0849997,0
1604,88420.1925486,0
1605,237621.17923,0
1606,107489.330969,0
1607,338229.246502,0
1608,133798.362048,0
1609,212227.157347,0
1610,240893.228321,0
1611,60659.9137022,0
1612,102629.395929,0
1613,161147.916342,0
1614,285968.795488,0
1615,220599.028795,0
1616,226593.846353,0
1617,212792.897341,0
1618,96375.1222072,0
1619,201750.440352,0
1620,200311.635552,0
1621,139174.290276,0
1622,4288.79723273,0
1623,97651.0714311,0
1624,261202.601399,0
1625,201371.795222,0
1626,166499.233617,0
1627,269176.421479,0
1628,98788.8645176,0
1629,298341.555024,0
1630,131664.019975,0
1631,207703.727469,0
1632,417289.44253,0
1633,229208.373768,0
1634,109956.042842,0
1635,25901.6525074,0
1636,355096.012549,0
1637,268270.983047,0
1638,211670.895897,0
1639,191722.839264,0
1640,77798.5604807,0
1641,224224.454274,0
1642,133889.060356,0
1643,129718.146566,0
1644,66527.2250858,0
1645,212318.792997,0
1646,41629.2319243,0
1647,318770.606341,0
1648,169554.56634,0
1649,341042.668057,0
1650,191707.909397,0
1651,-74671.0836338,1
1652,284025.259786,0
1653,294.876145581,0
1654,-3114.97280228,1
1655,315050.59834,0
1656,224043.68451,0
1657,109197.211513,0
1658,124680.555253,0
1659,199603.434646,0
1660,224971.976497,0
1661,-6523.64295515,1
1662,337822.970156,0
1663,282890.098555,0
1664,108925.235845,0
1665,313216.68918,0
1666,87770.5923347,0
1667,58195.016263,0
1668,169498.38031,0
1669,120959.063966,0
1670,319839.4037,0
1671,253704.365422,0
1672,153958.325999,0
1673,175157.114498,0
1674,304506.205925,0
1675,265907.167228,0
1676,293178.731257,0
1677,94794.2116154,0
1678,354390.57942,0
1679,91088.817827,0
1680,210586.101239,0
1681,56929.9709519,0
1682,122642.086375,0
1683,221790.271714,0
1684,125317.253925,0
1685,-49265.1845388,1
1686,101901.568889,0
1687,187916.585197,0
1688,172130.605391,0
1689,119346.08008,0
1690,110114.413811,0
1691,168568.8524,0
1692,315333.26306,0
1693,223320.61914,0
1694,182344.186753,0
1695,86907.1016443,0
1696,95291.8953006,0
1697,-20438.0584047,1
1698,63185.9099008,0
1699,207703.954439,0
1700,219733.63846,0
1701,104508.107762,0
1702,208543.142157,0
1703,195970.610388,0
1704,235386.253892,0
1705,223842.637004,0
1706,113691.333806,0
1707,153500.801302,0
1708,-16849.988407,1
1709,186392.172732,0
1710,190835.16789,0
1711,9775.37717202,0
1712,18788.840545,0
1713,204711.667012,0
1714,36404.2355735,0
1715,245465.821052,0
1716,280785.862128,0
1717,78342.04711,0
1718,349120.780696,0
1719,93704.0896642,0
1720,-7416.21591849,1
1721,252453.714499,0
1722,182835.539959,0
1723,165724.966628,0
1724,80793.1125803,0
1725,154306.400129,0
1726,139329.608616,0
1727,225351.715823,0
1728,228268.599846,0
1729,115326.38825,0
1730,149924.051306,0
1731,-61842.3383993,1
1732,176954.888598,0
1733,100310.765552,0
1734,249903.872998,0
1735,291206.739324,0
1736,267552.130077,0
1737,161185.260047,0
1738,225238.798428,0
1739,383531.456591,0
1740,81912.7718628,0
1741,210673.379814,0
1742,177475.964503,0
1743,223127.698088,0
1744,297069.976349,0
1745,65274.6924787,0
1746,404255.13557,0
1747,205535.319918,0
1748,377479.913667,0
1749,289362.555019,0
1750,238286.226695,0
1751,242227.857291,0
1752,67249.4920236,0
1753,231138.624589,0
1754,271419.325699,0
1755,293243.516645,0
1756,36992.9300548,0
1757,92461.7809024,0
1758,107187.143161,0
1759,218597.924807,0
1760,442870.886725,0
1761,170787.329266,0
1762,220111.195743,0
1763,206782.814541,0
1764,-16950.6758454,1
1765,199146.566851,0
1766,289453.66659,0
1767,313019.302767,0
1768,218461.238161,0
1769,364444.910345,0
1770,157731.880829,0
1771,290106.805409,0
1772,204745.536301,0
1773,275443.453703,0
1774,81568.2107734,0
1775,47032.8545646,0
1776,270875.753978,0
1777,149811.233997,0
1778,202343.926365,0
1779,-71130.6579919,1
1780,-15061.8330748,1
1781,269173.34122,0
1782,109897.535115,0
1783,284139.809622,0
1784,277470.669643,0
1785,173664.54701,0
1786,290948.742088,0
1787,234756.819984,0
1788,70047.0761366,0
1789,246346.600542,0
1790,162233.35211,0
1791,158062.316231,0
1792,96522.7878619,0
1793,396898.241617,0
1794,382537.207553,0
1795,90435.7822445,0
1796,531623.001933,0
1797,271822.507626,0
1798,281890.854833,0
1799,135703.968062,0
1800,51549.3889922,0
1801,58491.1141276,0
1802,203263.502498,0
1803,397671.458311,0
1804,217903.653574,0
1805,246994.584596,0
1806,154909.270994,0
1807,265871.523593,0
1808,284331.022969,0
1809,306165.133406,0
1810,190133.365678,0
1811,332924.643696,0
1812,195019.178647,0
1813,158862.923061,0
1814,290790.106145,0
1815,192313.844354,0
1816,329147.045236,0
1817,-46485.4128924,1
1818,283559.880306,0
1819,202763.212287,0
1820,189807.730248,0
1821,223237.414671,0
1822,155221.594818,0
1823,20687.1501247,0
1824,411911.525513,0
1825,235904.823085,0
1826,155450.884839,0
1827,277527.427533,0
1828,252861.29513,0
1829,128762.688603,0
1830,17241.6873433,0
1831,603868.319008,0
1832,500121.769404,0
1833,253385.423091,0
1834,121908.862126,0
1835,63844.8798618,0
1836,78992.6898348,0
1837,282729.983792,0
1838,-68468.9020235,1
1839,288875.856068,0
1840,249875.943389,0
1841,250906.384848,0
1842,226477.142431,0
1843,397796.967046,0
1844,213605.649004,0
1845,352407.835369,0
1846,170656.080187,0
1847,87564.684579,0
1848,72588.8533178,0
1849,151034.576698,0
1850,204926.757819,0
1851,131820.617106,0
1852,235137.466233,0
1853,344181.618313,0
1854,57980.4371031,0
1855,46277.4243068,0
1856,212473.565427,0
1857,202201.48012,0
1858,233029.071213,0
1859,164956.329426,0
1860,223110.844686,0
1861,112411.996988,0
1862,205176.771232,0
1863,246707.742101,0
1864,169101.74116,0
1865,310692.061941,0
1866,186666.312657,0
1867,211448.732227,0
1868,203818.025497,0
1869,377636.502728,0
1870,137399.27652,0
1871,164543.899341,0
1872,301492.732727,0
1873,338359.596044,0
1874,142980.620037,0
1875,31426.6114763,0
1876,178394.561687,0
1877,237787.440663,0
1878,187683.254946,0
1879,163554.283166,0
1880,164311.90996,0
1881,5995.00611998,0
1882,274037.886158,0
1883,19509.7364109,0
1884,208898.870444,0
1885,93634.5079839,0
1886,333834.33872,0
1887,245820.129202,0
1888,235580.52056,0
1889,197815.577409,0
1890,194492.576797,0
1891,331073.605504,0
1892,132593.502014,0
1893,386169.787033,0
1894,-86699.5337676,1
1895,202256.169479,0
1896,180926.636061,0
1897,197517.866336,0
1898,242533.654411,0
1899,150670.351807,0
1900,185473.014731,0
1901,255314.251687,0
1902,223726.382294,0
1903,253943.466549,0
1904,69655.8024117,0
1905,103532.828087,0
1906,344415.740886,0
1907,-295.929988501,1
1908,91674.9570224,0
1909,190579.752753,0
1910,149028.028056,0
1911,63803.8189603,0
1912,216950.695216,0
1913,393260.96861,0
1914,50942.8450668,0
1915,448391.074516,0
1916,319182.352928,0
1917,172217.737415,0
1918,226266.213097,0
1919,276167.404766,0
1920,226241.90752,0
1921,256335.279724,0
1922,77000.0633454,0
1923,21998.6603641,0
1924,157377.931,0
1925,85896.9193348,0
1926,232169.778121,0
1927,274384.359031,0
1928,236494.246324,0
1929,365519.426468,0
1930,22616.6470163,0
1931,38372.1208774,0
1932,364517.674664,0
1933,209069.913445,0
1934,69397.1725469,0
1935,384339.856985,0
1936,218495.772689,0
1937,46879.7618513,0
1938,108008.138096,0
1939,216985.113483,0
1940,193123.621055,0
1941,94132.2889017,0
1942,94236.9028668,0
1943,245026.899683,0
1944,102561.39247,0
1945,277851.253037,0
1946,178439.397475,0
1947,58085.5097062,0
1948,168459.476821,0
1949,191515.479263,0
1950,93373.9389252,0
1951,291084.228833,0
1952,286158.284425,0
1953,262115.960451,0
1954,80961.5401528,0
1955,310825.700084,0
1956,185592.444387,0
1957,234607.359892,0
1958,307545.619088,0
1959,450183.468474,0
1960,256405.379752,0
1961,193771.145679,0
1962,66717.6912098,0
1963,133261.881925,0
1964,75730.1236947,0
1965,170536.146817,0
1966,298329.226136,0
1967,378819.879406,0
1968,179201.801141,0
1969,67728.3288824,0
1970,271513.738355,0
1971,280304.914987,0
1972,351833.758636,0
1973,379398.883945,0
1974,124312.626138,0
1975,145700.902584,0
1976,368064.791989,0
1977,30806.7598811,0
1978,-10431.0054995,1
1979,223302.55542,0
1980,283455.498166,0
1981,197600.028571,0
1982,198095.4738,0
1983,255948.825618,0
1984,314359.642129,0
1985,136823.477049,0
1986,116092.761727,0
1987,211286.93964,0
1988,215750.854038,0
1989,122518.622113,0
1990,-124458.191473,1
1991,199586.565437,0
1992,185953.234683,0
1993,434206.134067,0
1994,303311.290968,0
1995,150477.639474,0
1996,120032.959425,0
1997,431776.175001,0
1998,80552.4333034,0
1999,132605.820902,0
2000,125188.985651,0
2001,305873.939481,0
2002,144533.871723,0
2003,127884.682262,0
2004,174713.856693,0
2005,230735.919421,0
2006,330424.912713,0
2007,252246.652233,0
2008,235099.457248,0
2009,133192.456384,0
2010,256586.878462,0
2011,205789.961577,0
2012,157467.08356,0
2013,187848.502658,0
2014,301348.917066,0
2015,152991.823327,0
2016,216620.406748,0
2017,43252.6449027,0
2018,177753.987212,0
2019,107937.913564,0
2020,113673.037899,0
2021,70735.3107136,0
2022,54940.4453083,0
2023,252145.467958,0
2024,434153.429768,0
2025,219273.607556,0
2026,258266.242497,0
2027,296507.187692,0
2028,209438.573896,0
2029,104974.787919,0
2030,95479.598933,0
2031,294354.719427,0
2032,41629.8590837,0
2033,289509.742815,0
2034,324631.555791,0
2035,398303.289855,0
2036,336172.193743,0
2037,123963.856374,0
2038,144437.76329,0
2039,54562.6605042,0
2040,41551.4748204,0
2041,46989.8257309,0
2042,150117.569367,0
2043,245292.06763,0
2044,379142.705802,0
2045,149176.346344,0
2046,283438.37967,0
2047,200353.939105,0
2048,243690.121813,0
