time_s,lightning_current_a,tower_top_voltage_v,ground_potential_rise_v,insulator_stress_v,flashover_state
0.000186,1509.72513093,27280.0903773,27278.7219223,0.00136708788562,1
0.0001865,1489.83251618,26920.3506275,26919.0002164,0.00134906197457,1
0.000187,1470.21834009,26565.6495668,26564.316947,0.00133128849826,1
0.0001875,1450.87850156,26215.912911,26214.5978335,0.00131376373631,1
0.000188,1431.80896225,25871.0675148,25869.7697343,0.00129648402532,1
0.0001885,1413.00574567,25531.0413542,25529.760629,0.00127944575803,1
0.000189,1394.46493613,25195.7635091,25194.4996011,0.00126264538244,1
0.0001895,1376.18267786,24865.1641451,24863.9168196,0.00124607940089,1
0.00019,1358.15517401,24539.1744968,24537.9435227,0.00122974436924,1
0.0001905,1340.37868573,24217.7268511,24216.5120006,0.00121363689601,1
