time_s,phase_a_voltage_v,phase_b_voltage_v,phase_c_voltage_v,phase_a_current_a,phase_b_current_a,phase_c_current_a,zero_current_a,d_axis_current_a,q_axis_current_a,electromagnetic_torque_nm,shaft_mass_1_speed_rad_s,terminal_power_w,rotor_port_power_w,magnetic_coenergy_j,kinetic_energy_j,elastic_energy_j,dissipated_energy_j,maximum_energy_residual_j,maximum_energy_quadrature_defect_j,event_count,control_sample_count
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.49555921538757,0.0,0.0,0.0,31089.25386343147,0.0,0.0,0.0,0.0,0,0
1.0e-5,1.2252182327145844,-282.0688652738847,280.84364704117013,0.0002639375519652615,-0.11235498748579095,0.1120910499338257,0.0,-0.00027505719542529616,-0.15870740592288135,9.583920952915634e-8,188.4955570611529,63.17222647316905,0.0,0.00015791006510985217,31089.25315282006,0.0,0.0007106524204201512,5.296455689394325e-11,0.00015791005738685854,0,0
2.0e-5,2.4504190523660547,-282.6754654948903,280.22504644252433,0.0012015733453472862,-0.337239243712508,0.33603767036716076,0.0,-0.002117935603324461,-0.4760762350011366,-2.880121255283303e-7,188.49555490691742,189.49837634287155,0.0,0.0014209403173919587,31089.25244220838,0.0,0.001421672962225026,1.894189684660888e-10,0.00015791005738685854,0,0
3.0000000000000004e-5,3.675585046138776,-283.27804827182763,279.60246322568895,0.0030372241235561573,-0.5625103673432921,0.559473143219736,0.0,-0.005252936307129391,-0.7933534790642736,-3.3566934232681596e-6,188.4955527526721,315.78807152210373,0.0,0.0039460853948129985,31089.251731593467,0.0,0.002133674920467139,5.482067026892079e-10,0.00015791005738685854,0,0
4.0e-5,4.900698801712063,-283.8766050406616,278.9759062389495,0.005770564912813556,-0.7881657989842678,0.7823952340714544,1.1102230246251565e-16,-0.009679463853961678,-1.110534662396968,-1.1410834142913786e-5,188.49555059839503,442.0395304874869,0.0,0.007732335073620949,31089.251020968088,0.0,0.002847311987481914,9.133362018076685e-10,0.00015791005738685854,0,0
5.0e-5,6.125742907507657,-284.4711272945756,278.34538438706784,0.009401264805695062,-1.0142029771267045,1.0048017123210093,-1.1102230246251565e-16,-0.015396904743875006,-1.427615311980142,-2.6750496708759708e-5,188.49554844405114,568.2509727887286,0.0,0.012778666192079013,31089.250310320673,0.0,0.003563237315318561,1.2838761772465679e-9,0.00015791005738685854,0,0
6.000000000000001e-5,7.350699952937171,-285.06160658409226,277.71090663115507,0.013928986960304724,-1.2406193381372215,1.226690351176917,1.1102230246251565e-16,-0.022404627443835978,-1.7445909575534975,-5.167501417326602e-5,188.49554628959223,694.4206190735148,0.0,0.01908404266386626,31089.24959963533,0.0,0.004282103511837183,1.6444143234595199e-9,0.00015791005738685854,0,0
7.000000000000001e-5,8.57555252864954,-285.64803451719405,277.0724819885445,0.019353388599168322,-1.4674123162478971,1.4480589276487295,3.3306690738754696e-16,-0.03070198240194133,-2.0614571316779955,-8.848282812222983e-5,188.495544134957,820.5466911123781,0.0,0.02664741549141859,31089.24888889183,0.0,0.005004562636808666,1.99440724091976e-9,0.00015791005738685854,0,0
8.0e-5,9.800283226778445,-286.2304027594419,276.43011953266347,0.02567412100784666,-1.6945793435462855,1.6689052225384384,-2.220446049250313e-16,-0.04028830206188272,-2.37820936979828,-0.00013947132683093748,188.49554198007093,946.6274118235464,0.0,0.035467722779210585,31089.248178065594,0.0,0.005731266198017155,2.3702544510451062e-9,0.00015791005738685854,0,0
9.0e-5,11.02487464118972,-286.8087030340941,275.78382839290435,0.032890829533269106,-1.922117849965332,1.8892270204320631,0.0,-0.05116290087765951,-2.6948432103050326,-0.0002069366836801789,188.49553982484645,1072.6610052977614,0.0,0.04554388974697852,31089.247467127738,0.0,0.006462865147364858,2.7327671375809715e-9,0.00015791005738685854,0,0
0.0001,12.249309367728726,-287.3829271222235,275.1336177544948,0.04100315358178739,-2.1500252632732164,2.1090221096914297,2.220446049250313e-16,-0.0633250753285235,-3.0113541945972817,-0.00029317369584099017,188.49553766918282,1198.645696823082,0.0,0.056874828742885276,31089.246756045028,0.0,0.007200009876978992,3.1056574516935553e-9,0.00015791005738685854,0,0
0.00011,13.473570004467703,-287.95306686283493,274.47949685836727,0.05001072661695111,-2.378299009063088,2.328288282446137,-2.220446049250313e-16,-0.07677410393416884,-3.3277378671446334,-0.0004004756232369681,188.49553551296626,1324.5797129096532,0.0,0.06945943925662736,31089.246044779935,0.0,0.007943350215320631,3.466645177516159e-9,0.00015791005738685854,0,0
0.00012000000000000002,14.6976391519531,-288.51911415298065,273.82147500102747,0.059913176157006115,-2.6069365107427362,2.5470233345857305,2.220446049250313e-16,-0.09150924727017928,-3.643989775549459,-0.0005311340277929502,188.49553335606984,1450.46128131446,0.0,0.08329660793248486,31089.24533329058,0.0,0.008693535423295241,3.835015359096583e-9,0.00015791005738685854,0,0
0.00013000000000000002,15.921499413452846,-289.08106094787564,273.1595615344227,0.07071012377211418,-2.8359351895241636,2.7652250657520483,-6.661338147750939e-16,-0.10752974798368786,-3.9601054706089975,-0.0006874386129789023,188.49553119835355,1576.2886310660476,0.0,0.09838520858231445,31089.244621530794,0.0,0.009451214190364689,4.191828543997911e-9,0.00015791005738685854,0,0
0.00014000000000000001,17.145133395203604,-289.63889926101206,272.4937658658084,0.082401185081298,-3.065292464413091,2.9828912793317928,-2.220446049250313e-16,-0.12483483080931435,-4.2760805063774185,-0.0008716770636577331,188.4955290396643,1702.0599924892235,0.0,0.11472410219848649,31089.24390945006,0.0,0.0102170346306605,4.567478624484256e-9,0.00015791005738685854,0,0
0.00015000000000000001,18.36852370665797,-290.19262116427274,271.8240974576148,0.09498596974910867,-3.295005752198384,3.200019782449275,-4.440892098500626e-16,-0.14342370258530557,-4.591910440227798,-0.0010861348862458362,188.49552687983595,1827.7735972297287,0.0,0.13231213696676614,31089.24319699359,0.0,0.01099164427909815,4.918247177576607e-9,0.00015791005738685854,0,0
0.00016,19.591652960731643,-290.74221878804383,271.1505658273122,0.10846408148201996,-3.5250724674414045,3.4166083859593837,-4.440892098500626e-16,-0.16329555226995107,-4.90759083291405,-0.001333095249195032,188.4955247186893,1953.4276782788857,0.0,0.15114814827913983,31089.24248410226,0.0,0.011775690087492184,5.2902585298553184e-9,0.00015791005738685854,0,0
0.00017,20.814503774050515,-291.2876843213265,270.47318054727594,0.12283511802454673,-3.755490022465287,3.632654904440741,4.440892098500626e-16,-0.18444955095822335,-5.223117248632766,-0.0016148388238046915,188.49552255603209,2079.0204699982155,0.0,0.17123095874658686,31089.241770712648,0.0,0.012569818420671926,5.656016616867321e-9,0.00015791005738685854,0,0
0.00018,22.037058767197745,-291.829010011848,269.79195124465036,0.13809867115509109,-3.9862558273441633,3.8481571561890715,-4.440892098500626e-16,-0.20688485189864503,-5.538485255085018,-0.0019336436253726205,188.49552039165903,2204.550208144038,0.0,0.192559378211797,31089.241056757048,0.0,0.013374675052597589,6.023790185410993e-9,0.00015791005738685854,0,0
0.00019,23.259300564960746,-292.3661881661724,269.10688760121167,0.15425432668151562,-4.217367289892298,4.0631129632107825,0.0,-0.23060059051043824,-5.853690423538064,-0.0022917848546934218,188.49551822535187,2330.015129892033,0.0,0.2151322037618352,31089.240342163466,0.0,0.014190905162476551,6.379650582116758e-9,0.00015791005738685854,0,0
0.0002,24.481211796578133,-292.8992111498087,268.4179993532305,0.17130166443644462,-4.448821815653186,4.277520151216742,8.881784197001252e-16,-0.2555958844008619,-6.1687283288870045,-0.0026915347399129805,188.49551605687932,2455.4134738617786,0.0,0.238948219740753,31089.239626855597,0.0,0.015019153330879604,6.7532014771942706e-9,0.00015791005738685854,0,0
0.00021,25.7027750959866,-293.4280713873207,267.7252962913341,0.18924025827229438,-4.680616807888568,4.491376549616276,1.3322676295501878e-15,-0.2818698333828302,-6.48359454971636,-0.003135162378747648,188.49551388599716,2580.7434801412664,0.0,0.26400619776214834,31089.238910752876,0.0,0.01586006353585694,7.1195988132766175e-9,0.00015791005738685854,0,0
0.00022,26.923973102067727,-293.95276136243365,267.0287882603659,0.2080696760560337,-4.9127496675674145,4.70467999151138,0.0,-0.3094215194927399,-6.798284668361582,-0.0036249335810766697,188.49551171244818,2706.0033903113804,0.0,0.2903048967216732,31089.238193770474,0.0,0.016714279149053688,7.476194028438465e-9,0.00015791005738685854,0,0
0.00023,28.144788458894713,-294.4732736181416,266.3284851592469,0.22778947966367588,-5.145217793354819,4.917428313691143,4.440892098500626e-16,-0.33825000700857477,-7.112794270970483,-0.004163110711916461,188.4955095359622,2831.1914474703526,0.0,0.31784306280949143,31089.237475819267,0.0,0.017582442931824774,7.839141467902433e-9,0.00015791005738685854,0,0
