time_s,source_value,secondary_value,held_value
1e-05,0.2882691381,-0.00122781903218,0
2e-05,0.530232407586,-0.00461872322048,0
3e-05,0.735975349055,-0.00962746249603,0
4e-05,0.912894516887,-0.015864584786,0
5e-05,1.06482972509,-0.0231738536122,0
6e-05,1.19327000532,-0.0315578509724,0
7e-05,1.29974307225,-0.0410092853486,0
8e-05,1.38755551968,-0.0513803005214,0
9e-05,1.46159897851,-0.0623890626341,0
0.0001,1.52650023748,-0.0737514079239,0
0.00011,1.58469698658,-0.0853263257599,0
0.00012,1.63603030367,-0.0971563254675,0
0.00013,1.6791854133,-0.109371081935,0
0.00014,1.71382102603,-0.122033119176,0
0.00015,1.74170112557,-0.135048781268,0.0231738536122
0.00016,1.76597706991,-0.148212638484,0.0231738536122
0.00017,1.78926213239,-0.161345423643,0.0231738536122
0.00018,1.81208496736,-0.174412108225,0.0231738536122
0.00019,1.83296288643,-0.187525642743,0.0231738536122
0.0002,1.85000882722,-0.200835712771,0.0737514079239
0.00021,1.8627615285,-0.214393787448,0.0737514079239
0.00022,1.87278159942,-0.228102348923,0.0737514079239
0.00023,1.88257663379,-0.241786270062,0.0737514079239
0.00024,1.89376229165,-0.255325914837,0.0737514079239
0.00025,1.90595213799,-0.268743875946,0.135048781268
0.00026,1.91724871073,-0.282177104613,0.135048781268
0.00027,1.92590733114,-0.295759463819,0.135048781268
0.00028,1.93181838226,-0.309510613761,0.135048781268
0.00029,1.93663228871,-0.323319594713,0.135048781268
0.0003,1.94246408899,-0.337033632974,0.200835712771
0.00031,1.95024938789,-0.35057850214,0.200835712771
0.00032,1.95907426047,-0.364013493445,0.200835712771
0.00033,1.96699067149,-0.377478765667,0.200835712771
0.00034,1.97263032574,-0.391079835568,0.200835712771
0.00035,1.97630988302,-0.404802952009,0.268743875946
0.00036,1.97975924571,-0.418528023474,0.268743875946
0.00037,1.98472525663,-0.432126215532,0.268743875946
0.00038,1.99159400216,-0.445562132252,0.268743875946
0.00039,1.99913104769,-0.458918929488,0.268743875946
0.0004,2.00551900182,-0.472328298795,0.337033632974
0.00041,2.00983214706,-0.485863652088,0.337033632974
0.00042,2.01276083454,-0.499482645486,0.337033632974
0.00043,2.0160269273,-0.513063584428,0.337033632974
0.00044,2.02098995814,-0.526504221493,0.337033632974
0.00045,2.02757663994,-0.539802517536,0.404802952009
