time_s,node_BUSA2_voltage,node_BUSAS2_voltage,node_BUSB2_voltage,node_BUSBS2_voltage,node_BUSC2_voltage,node_BUSCS2_voltage,node_BUSFD_voltage,node_BUSMG_voltage,node_BUSMGR_voltage,node_BUSMS_voltage,node_UM1TLA_voltage,node_UM1TLB_voltage,node_UM1TLC_voltage,node_UM1MCC_voltage,output_fixed_1,output_fixed_2,output_fixed_3,output_fixed_4,branch_current_branch_fixed_1,branch_current_branch_fixed_8,branch_current_branch_fixed_10,branch_current_branch_fixed_11,torque_Nm,mechanical_speed_rad_s,synchronous_torque_angle_rad,phase_a_current_A,phase_b_current_A,phase_c_current_A,field_current_A,q_axis_damper_current_A
0.002,2180.31422513,2186.90588226,691.922399609,685.052610332,-2872.23662474,-2871.9584926,33.1431275282,188.49555975,94.2477798749,188.495766979,2179.52323056,692.746768286,-2872.26999885,188.49555975,2186.90588226,2180.31422513,33.1431275282,188.49555975,-0.357064945986,207.229067447,0.0909837186337,207.229066518,-0.0909843447009,188.495559215,4.4408920985e-16,-0.357064945986,0.503000655419,-0.145935709433,-412.38474344,-0.00443395596241
0.0022,2017.60847794,2025.99842436,910.891936362,903.116073588,-2928.5004143,-2929.11449795,30.7045331466,188.495559966,94.2477799829,188.495767195,2016.60169045,911.825032101,-2928.42672255,188.495559966,2025.99842436,2017.60847794,30.7045331466,188.495559966,-0.506880117557,207.229067684,0.120735704899,207.229066547,-0.120736568572,188.495559215,8.881784197e-16,-0.506880117557,0.649456023473,-0.142575905916,-412.083999973,-0.00588455702735
0.0024,1843.21212286,1853.57883927,1124.57312387,1116.04785116,-2967.78524673,-2969.62669043,28.0914694828,188.495560251,94.2477801255,188.49576748,1841.96812523,1125.59614684,-2967.56427207,188.495560251,1853.57883927,1843.21212286,28.0914694828,188.495560251,-0.694445544529,207.229067998,0.158837705851,207.229066518,-0.158838882796,188.495559215,8.881784197e-16,-0.694445544529,0.812465916359,-0.11802037183,-411.727953046,-0.00774301944601
0.0026,1658.14567412,1670.62684946,1331.69314593,1322.63802222,-2989.83882005,-2993.26487168,25.3187844858,188.495560625,94.2477803123,188.495767854,1656.64794415,1332.77974891,-2989.42769307,188.495560625,1670.62684946,1658.14567412,25.3187844858,188.495560625,-0.922922844686,207.229068409,0.207293629646,207.229066518,-0.207295232065,188.495559215,8.881784197e-16,-0.922922844686,0.988268079787,-0.0653452351009,-411.313156475,-0.0101076285733
0.0028,1463.49915234,1478.18202465,1531.01569165,1521.71270019,-2994.51484399,-2999.89472484,22.4022331047,188.49556111,94.247780555,188.495768339,1461.737222,1532.13203656,-2993.86925856,188.49556111,1478.18202465,1463.49915234,22.4022331047,188.49556111,-1.1945612037,207.229068942,0.26840621233,207.229066518,-0.268408344313,188.495559215,1.33226762955e-15,-1.1945612037,1.17184707138,0.0227141323243,-410.836525463,-0.0130915105098
0.003,1260.42521789,1277.3378747,1721.34953024,1712.14070305,-2981.77474812,-2989.47857775,19.3583877663,188.495561736,94.2477808679,188.495768965,1258.39571719,1722.45457321,-2980.85029041,188.495561736,1277.3378747,1260.42521789,19.3583877663,188.495561736,-1.51051378978,207.22906963,0.344778746367,207.22906649,-0.344781524031,188.495559215,1.7763568394e-15,-1.51051378978,1.35696272901,0.153551060768,-410.295352531,-0.0168228074225
0.0032,1050.13170985,1069.23563614,1901.55686571,1892.83998091,-2951.68857557,-2962.07561705,16.2045442071,188.495562536,94.2477812679,188.495769765,1047.83926115,1902.60287346,-2950.4421346,188.495562536,1069.23563614,1050.13170985,16.2045442071,188.495562536,-1.87067623954,207.22907051,0.439312428236,207.229066461,-0.439316077092,188.495559215,1.7763568394e-15,-1.87067623954,1.53621695575,0.334459283789,-409.687321242,-0.0214446551408
0.0034,833.873703111,855.05778741,2070.56132896,2062.7837644,-2904.43503207,-2917.84155181,12.9586231952,188.495563551,94.2477817753,188.49577078,831.331640277,2071.49461629,-2902.82625657,188.495563551,855.05778741,833.873703111,12.9586231952,188.495563551,-2.27355220115,207.229071626,0.555198997259,207.229066518,-0.555203823934,188.495559215,1.7763568394e-15,-2.27355220115,1.70115821199,0.572393989164,-409.010517684,-0.0271149357105
0.0036,612.945099871,636.021329766,2227.35558127,2221.00639907,-2840.30068114,-2857.02772884,9.63906870133,188.495564827,94.2477824137,188.495772056,610.175984878,2228.11746102,-2838.2934459,188.495564827,636.021329766,612.945099871,9.63906870133,188.495564827,-2.71615035339,207.229073029,0.695909053087,207.229066518,-0.695915243985,188.495559215,2.22044604925e-15,-2.71615035339,1.84242213589,0.873728217496,-408.263439627,-0.0340058299508
0.0038,388.669886949,413.370872054,2371.0083969,2366.60883234,-2759.67828385,-2779.97970439,6.26474309632,188.49556642,94.2477832101,188.495773649,385.705807063,2371.53632125,-2757.24212831,188.49556642,413.370872054,388.669886949,6.26474309632,188.49556642,-3.19391659333,207.22907478,0.865174859762,207.229066518,-0.865182821581,188.495559215,2.6645352591e-15,-3.19391659333,1.94990581112,1.2440107822,-407.445003333,-0.0423031466482
0.004,162.393082881,188.371558588,2500.67120326,2498.76372213,-2663.06428614,-2687.13528072,2.85481997135,188.495568392,94.2477841959,188.495775621,159.275710204,2500.90007684,-2660.17578705,188.495568392,188.371558588,162.393082881,2.85481997135,188.495568392,-3.70070430684,207.229076948,1.06697016954,207.22906649,-1.06698024706,188.495559215,2.6645352591e-15,-3.70070430684,2.01297230516,1.68773200168,-406.554547971,-0.052205457298
0.0042,-64.5284805201,-37.6981196499,2615.58396233,2616.720138,-2551.05548181,-2579.02201835,-0.571324810166,188.495570813,94.2477854064,188.495778042,-67.7480730791,2615.447597,-2547.69952392,188.495570813,-37.6981196499,-64.5284805201,-0.571324810166,188.495570813,-4.22878474312,207.229079609,1.3054843545,207.229066518,-1.30549715503,188.495559215,2.6645352591e-15,-4.22878474312,2.02068132608,2.20810341704,-405.591837641,-0.0639230169152
0.0044,-290.735513859,-263.553589652,2715.08038005,2719.80782807,-2424.34486619,-2456.25423842,-3.99422321015,188.495573762,94.2477868811,188.495780991,-293.997287537,2714.51306274,-2420.51577521,188.495573762,-263.553589652,-290.735513859,-3.99422321015,188.495573762,-4.76889859621,207.229082852,1.58509412408,207.229066518,-1.58511015862,188.495559215,3.10862446895e-15,-4.76889859621,1.96204110642,2.80685748979,-404.557060995,-0.0776765035601
0.0046,-514.875611281,-487.911495584,2798.5923486,2807.44102752,-2283.71673732,-2319.52953193,-7.39442563709,188.495577329,94.2477886645,188.495784558,-518.11124144,2797.53048522,-2279.41924378,188.495577329,-487.911495584,-514.875611281,-7.39442563709,188.495577329,-5.31034891599,207.229086773,1.91032999754,207.229066518,-1.91034996474,188.495559215,3.5527136788e-15,-5.31034891599,1.82627604878,3.48407286721,-403.450828459,-0.0936955608169
0.0048,-735.612548728,-709.496991071,2865.65361937,2879.12178702,-2130.04107064,-2169.62479595,-10.7526114625,188.495581611,94.2477908054,188.49578884,-738.746345553,2864.03742001,-2125.29107446,188.495581611,-709.496991071,-735.612548728,-10.7526114625,188.495581611,-5.84113449804,207.229091481,2.28584077954,207.22906649,-2.28586542153,188.495559215,3.10862446895e-15,-5.84113449804,1.60310415377,4.23803034427,-402.274167101,-0.112217179356
0.005,-951.635386807,-927.050983125,2915.90263671,2934.4428022,-1964.2672499,-2007.39181908,-14.0496988047,188.495586715,94.2477933576,188.495793944,-954.585439071,2913.67780145,-1959.09236238,188.495586715,-927.050983125,-951.635386807,-14.0496988047,188.495586715,-6.34812192217,207.229097092,2.71635407209,207.229066547,-2.7163843703,188.495559215,3.5527136788e-15,-6.34812192217,1.28301793619,5.06510398599,-401.028513163,-0.133483905241
