time_s,node_BUSA2_voltage,node_BUSAS2_voltage,node_BUSB2_voltage,node_BUSBS2_voltage,node_BUSC2_voltage,node_BUSCS2_voltage,node_BUSFD_voltage,node_BUSMG_voltage,node_BUSMGR_voltage,node_BUSMS_voltage,node_UM1TLA_voltage,node_UM1TLB_voltage,node_UM1TLC_voltage,node_UM1MCC_voltage,output_fixed_1,output_fixed_2,output_fixed_3,output_fixed_4,branch_current_branch_fixed_1,branch_current_branch_fixed_8,branch_current_branch_fixed_10,branch_current_branch_fixed_11,torque_Nm,mechanical_speed_rad_s,synchronous_torque_angle_rad,phase_a_current_A,phase_b_current_A,phase_c_current_A,field_current_A,q_axis_damper_current_A
0.0222,-1405.80238045,-1478.18202464,2815.42996301,2999.89472484,-1409.62758256,-1521.71270019,-22.4022331054,188.507612979,94.2538064897,188.507820208,-1397.11631803,2793.29422143,-1396.1779034,188.507612979,-1478.18202464,-1405.80238045,-22.4022331054,188.507612979,-42.0927321539,207.242318579,63.2813486755,207.22906649,-63.294600445,188.495559215,8.881784197e-15,-42.0927321539,-2.48659088959,44.5793230435,-323.434306155,-3.11955797443
0.0224,-1585.25325962,-1670.62684946,2804.65036673,2993.26487168,-1219.39710711,-1322.63802222,-25.3187844865,188.507740322,94.2538701609,188.507947551,-1575.00794266,2782.01670074,-1207.00875808,188.507740322,-1670.62684946,-1585.25325962,-25.3187844865,188.507740322,-40.5151172057,207.242458577,61.5143126845,207.22906649,-61.5277044542,188.495559215,1.06581410364e-14,-40.5151172057,-6.21737485341,46.7324920591,-322.188070047,-3.02853157036
0.0226,-1755.05196666,-1853.57883927,2777.62111144,2969.62669043,-1022.56914478,-1116.04785116,-28.0914694836,188.50786423,94.253932115,188.508071459,-1743.22827784,2754.58056224,-1011.35228441,188.50786423,-1853.57883927,-1755.05196666,-28.0914694836,188.50786423,-38.6760333901,207.2425948,59.9156794846,207.229066518,-59.9292074751,188.495559215,1.06581410364e-14,-38.6760333901,-10.0235594519,48.699592842,-320.891538452,-2.94648732774
0.0228,-1914.22949612,-2025.99842436,2734.56661827,2929.11449795,-820.337122154,-903.116073588,-30.7045331474,188.507985062,94.2539925308,188.508192291,-1900.81678585,2711.22103938,-810.404253526,188.507985062,-2025.99842436,-1914.22949612,-30.7045331474,188.507985062,-36.5730001325,207.24272764,58.4992849827,207.22906649,-58.512945791,188.495559215,1.06581410364e-14,-36.5730001325,-13.889070126,50.4620702585,-319.547775837,-2.87416236979
0.023,-2061.88897831,-2186.90588226,2675.80888801,2871.9584926,-613.919909701,-685.052610332,-33.143127529,188.508103202,94.2540516008,188.508310431,-2046.88653938,2652.27114902,-605.384609639,188.508103202,-2186.90588226,-2061.88897831,-33.143127529,188.508103202,-34.2050710324,207.242857522,57.2779534459,207.22906649,-57.2917441826,188.495559215,1.24344978758e-14,-34.2050710324,-17.7960132836,52.001084316,-318.160118259,-2.81224657692
0.0232,-2197.21085097,-2335.3869047,2601.76422297,2798.48344619,-404.553372009,-463.096541491,-35.3933960486,188.50821906,94.2541095301,188.508426289,-2180.62934564,2578.15817688,-397.528831244,188.50821906,-2335.3869047,-2197.21085097,-35.3933960486,188.50821906,-31.5730756774,207.242984895,56.2634135187,207.229066518,-56.277331563,188.495559215,1.24344978758e-14,-31.5730756774,-21.7246620409,53.2977377183,-316.732153776,-2.76137800654
0.0234,-2319.45730539,-2470.59779289,2512.93927181,2709.10685861,-193.481966421,-238.509065723,-37.4425522316,188.50833307,94.254166535,188.508540299,-2301.32010273,2489.39946924,-188.079366505,188.50833307,-2470.59779289,-2319.45730539,-37.4425522316,188.50833307,-28.6798500122,207.243110235,55.4662210941,207.22906649,-55.4802645151,188.495559215,1.24344978758e-14,-28.6798500122,-25.6534827629,54.3333327751,-315.267701484,-2.72213855961
0.0236,-2427.97604834,-2591.77025158,2409.92648688,2604.33658544,18.0495614549,-12.5663338661,-39.2789523638,188.508445684,94.2542228421,188.508652913,-2408.32043758,2386.59762977,21.7228078175,188.508445684,-2591.77025158,-2427.97604834,-39.2789523638,188.508445684,-25.5304488945,207.243234042,54.8956923485,207.229066461,-54.9098595661,188.495559215,1.42108547152e-14,-25.5304488945,-29.5592044038,55.0896532983,-313.7707893,-2.6950499409
0.0238,-2522.20330344,-2698.2157547,2293.3990274,2484.76795229,228.804276044,213.447802406,-40.8921616535,188.508557374,94.2542786868,188.508764603,-2501.0815437,2270.43515741,230.646386289,188.508557374,-2698.2157547,-2522.20330344,-40.8921616535,188.508557374,-22.1323346868,207.243356831,54.5598442554,207.22906649,-54.5741342667,188.495559215,1.42108547152e-14,-22.1323346868,-33.4169316622,55.549266349,-312.245630618,-2.68056992302
0.024,-2601.66611208,-2789.32945766,2164.10519994,2351.08037198,437.560912143,438.249085687,-42.2730135234,188.508668624,94.2543343119,188.508875853,-2579.14628866,2141.66862569,437.477662968,188.508668624,-2789.32945766,-2601.66611208,-42.2730135234,188.508668624,-18.4955360904,207.243479138,54.4653454125,207.22906649,-54.479757695,188.495559215,1.42108547152e-14,-18.4955360904,-37.2003020144,55.6958381048,-310.696599967,-2.67908895753
0.0242,-2665.98387767,-2864.59363424,2022.86248521,2204.033484,643.121392451,660.560150242,-43.413661698,188.508779933,94.2543899664,188.508987162,-2642.15053128,2001.12245594,641.028075342,188.508779933,-2864.59363424,-2665.98387767,-43.413661698,188.508779933,-14.6327719405,207.243601509,54.6174755394,207.22906649,-54.6320102492,188.495559215,1.42108547152e-14,-14.6327719405,-40.8816856407,55.5144575812,-309.128207833,-2.69092714002
0.0244,-2714.86922967,-2923.58061836,1870.55123943,2044.4628381,844.317990242,879.117780255,-44.3076247867,188.508891808,94.2544459039,188.509099037,-2689.82373632,1849.68238078,840.141355537,188.508891808,-2923.58061836,-2714.86922967,-44.3076247867,188.508891808,-10.5595352956,207.243724503,55.020095408,207.229066518,-55.0347531316,188.495559215,1.59872115546e-14,-10.5595352956,-44.4324263011,54.9919615967,-307.545074748,-2.71633156845
0.0246,-2748.12817062,-2965.95523421,1708.10812987,1873.27514654,1040.02004075,1092.68008768,-44.9498231129,188.509004763,94.2545023813,188.509211992,-2721.98884746,1688.28866174,1033.70018572,188.509004763,-2965.95523421,-2748.12817062,-44.9498231129,188.509004763,-6.29413391916,207.243848684,55.6756253242,207.22906649,-55.690407191,188.495559215,1.7763568394e-14,-6.29413391916,-47.823120199,54.1172541181,-305.951904842,-2.75547409763
0.0248,-2765.65959534,-2991.47670078,1536.51938468,1691.44313191,1229.14021066,1300.03356887,-45.3366075777,188.509119314,94.2545596572,188.509326543,-2738.56152039,1517.9291473,1220.63237309,188.509119314,-2991.47670078,-2765.65959534,-45.3366075777,188.509119314,-1.85768407697,207.24397462,56.5850334764,207.229066461,-56.5999413278,188.495559215,1.59872115546e-14,-1.85768407697,-51.023928991,52.8816130679,-304.353458968,-2.8084495244
0.025,-2767.45416302,-3000,1356.81392269,1500,1410.64024034,1500,-45.4657803945,188.509235981,94.2546179903,188.50944321,-2739.5486953,1339.63224147,1399.91645383,188.509235981,-3000,-2767.45416302,-45.4657803945,188.509235981,2.725944479,207.244102881,57.7478338778,207.229066547,-57.7628699495,188.495559215,1.7763568394e-14,2.725944479,-54.0049222076,51.2789777286,-302.754527577,-2.87527420187
0.0252,-2753.59261981,-2991.47670078,1170.05642978,1300.03356887,1583.53619003,1691.44313191,-45.3366075777,188.509355276,94.2546776382,188.509562505,-2725.04661926,1154.45985392,1570.58676534,188.509355276,-2991.47670078,-2753.59261981,-45.3366075777,188.509355276,7.43023350231,207.244234033,59.1620922983,207.229066461,-59.1772595103,188.495559215,1.95399252334e-14,7.43023350231,-56.7364436303,49.306210128,-301.159903486,-2.95588511216
0.0254,-2724.24356679,-2965.95523421,977.340449569,1092.68008768,1746.90311722,1873.27514654,-44.9498231129,188.509477712,94.2547388558,188.509684941,-2695.23831341,963.500403271,1731.73791014,188.509477712,-2965.95523421,-2724.24356679,-44.9498231129,188.509477712,12.2261713299,207.244368636,60.8244416714,207.22906649,-60.8397434782,188.495559215,1.95399252334e-14,12.2261713299,-59.1894954764,46.9633241465,-299.574354697,-3.05013939104
0.0256,-2679.66077428,-2923.58061836,779.781537632,879.117780255,1899.87923664,2044.4628381,-44.3076247867,188.509603788,94.2548018938,188.509811017,-2650.39059797,767.86192455,1882.52867342,188.509603788,-2923.58061836,-2679.66077428,-44.3076247867,188.509603788,17.0824571364,207.244507242,62.7301052213,207.229066461,-62.7455456286,188.495559215,1.95399252334e-14,17.0824571364,-61.3361337581,44.2536766217,-298.002597416,-3.15781432807
0.0258,-2620.18004838,-2864.59363424,578.510545092,660.560150242,2041.66950329,2204.033484,-43.413661698,188.509733995,94.2548669974,188.509941224,-2590.85068167,568.665350272,2022.1853314,188.509733995,-2864.59363424,-2620.18004838,-43.413661698,188.509733995,21.9657523876,207.24465039,64.8729273379,207.22906649,-64.8885109054,188.495559215,2.13162820728e-14,21.9657523876,-63.1498677498,41.1841153622,-296.449269429,-3.27860783067
0.026,-2546.21574816,-2789.32945766,374.667060756,438.249085687,2171.5486874,2351.08037198,-42.2730135234,188.50986881,94.2549344048,188.510076039,-2517.04242511,367.037993037,2150.00443207,188.50986881,-2789.32945766,-2546.21574816,-42.2730135234,188.50986881,26.8409765345,207.244798603,67.2454118729,207.22906649,-67.261143655,188.495559215,2.13162820728e-14,26.8409765345,-64.6060562947,37.7650797602,-294.91890398,-3.41213936967
0.0262,-2458.2569667,-2698.2157547,169.393073125,213.447802406,2288.86389358,2484.76795229,-40.8921616534,188.510008691,94.2550043457,188.51021592,-2429.4622922,164.107293799,2265.3549984,188.510008691,-2698.2157547,-2458.2569667,-40.8921616534,188.510008691,31.671642997,207.244952387,69.8387669027,207.229066461,-69.8546524207,188.495559215,2.13162820728e-14,31.671642997,-65.6822935485,34.0106505515,-293.4159043,-3.55795138924
0.0264,-2356.86346687,-2591.77025158,-36.1731402793,-12.5663338661,2393.03660715,2604.33658544,-39.2789523638,188.510154081,94.2550770404,188.51036131,-2328.67508975,-39.0051607435,2367.68025049,188.510154081,-2591.77025158,-2356.86346687,-39.2789523638,188.510154081,36.4202306321,207.245112226,72.642955631,207.229066461,-72.6590010536,188.495559215,2.30926389122e-14,36.4202306321,-66.3587768644,29.9385462322,-291.944518924,-3.71551119293
0.0266,-2242.66138867,-2470.59779289,-240.90284086,-238.509065723,2483.56422953,2709.10685861,-37.4425522316,188.510305397,94.2551526984,188.510512626,-2215.30951275,-241.189294453,2456.4988072,188.510305397,-2470.59779289,-2242.66138867,-37.4425522316,188.510305397,41.0485850526,207.245278581,75.6467535198,207.229066518,-75.6629653157,188.495559215,2.30926389122e-14,41.0485850526,-66.6186497024,25.5700646499,-290.508817947,-3.884213283
0.0268,-2116.33880655,-2335.3869047,-443.682388422,-463.096541491,2560.02119497,2798.48344619,-35.3933960485,188.510463034,94.2552315171,188.510670263,-2090.05358099,-441.351892674,2531.40547367,188.510463034,-2335.3869047,-2116.33880655,-35.3933960485,188.510463034,45.5183435093,207.245451885,78.8378096819,207.22906649,-78.8541947292,188.495559215,2.30926389122e-14,45.5183435093,-66.4483128562,20.9299693469,-289.112670329,-4.06338215887
0.027,-1978.64115452,-2186.90588226,-643.41848312,-685.052610332,2622.05963764,2871.9584926,-33.1431275289,188.510627361,94.2553136806,188.51083459,-1953.64998468,-638.421597802,2592.07158249,188.510627361,-2186.90588226,-1978.64115452,-33.1431275289,188.510627361,49.7913764585,207.245632543,82.2027131915,207.229066461,-82.2192788748,188.495559215,2.48689957516e-14,49.7913764585,-65.8376977673,16.0463213088,-287.759722398,-4.25227554645
0.0272,-1830.36658102,-2025.99842436,-839.043124331,-903.116073588,2669.40970535,2929.11449795,-30.7045331473,188.510798718,94.2553993591,188.511005947,-1806.89140578,-831.353593054,2638.24499883,188.510798718,-2025.99842436,-1830.36658102,-30.7045331473,188.510798718,53.8302385479,207.24582093,85.7270638049,207.22906649,-85.7438179269,188.495559215,2.48689957516e-14,53.8302385479,-64.7804963845,10.9502578366,-286.45337765,-4.45008805828
0.0274,-1672.36125016,-1853.57883927,-1029.51824299,-1116.04785116,2701.87949315,2969.62669043,-28.0914694835,188.510977415,94.2554887073,188.511184644,-1650.61583065,-1019.13393071,2669.74976137,188.510977415,-1853.57883927,-1672.36125016,-28.0914694835,188.510977415,57.5986214436,207.246017386,89.3955461085,207.229066461,-89.4124966888,188.495559215,2.6645352591e-14,57.5986214436,-63.2743427553,5.67572131175,-285.196777974,-4.65595525106
0.0276,-1505.5146325,-1670.62684946,-1213.84005924,-1322.63802222,2719.35469174,2993.26487168,-25.3187844864,188.511163729,94.2555818643,188.511370958,-1485.70189921,-1200.78356783,2686.48546704,188.511163729,-1670.62684946,-1505.5146325,-25.3187844864,188.511163729,61.0618008439,207.246222217,93.1920064986,207.229066518,-93.2091619754,188.495559215,2.48689957516e-14,61.0618008439,-61.3209424485,0.259141604662,-283.99278639,-4.86895807497
0.0278,-1330.75479929,-1478.18202464,-1391.04312588,-1521.71270019,2721.79792517,2999.89472484,-22.4022331054,188.511357904,94.2556789518,188.511565133,-1313.06430249,-1375.36206985,2688.42637234,188.511357904,-1478.18202464,-1330.75479929,-22.4022331054,188.511357904,64.1870700182,207.24643569,97.0995337665,207.229066518,-97.1169026894,188.495559215,2.6645352591e-14,64.1870700182,-58.9261468286,-5.26092318961,-282.843971406,-5.08812767648
0.028,-1149.04374368,-1277.3378747,-1560.20412295,-1712.14070305,2709.24786663,2989.47857775,-19.358387767,188.511560149,94.2557800743,188.511767378,-1133.64925129,-1541.97106014,2675.62031143,188.511560149,-1277.3378747,-1149.04374368,-19.358387767,188.511560149,66.9441524507,207.246658035,101.100541264,207.229066518,-101.118132513,188.495559215,2.84217094304e-14,66.9441524507,-56.0999702583,-10.8441821923,-281.752593067,-5.31245054405
0.0282,-961.372740102,-1069.23563614,-1720.4453655,-1892.83998091,2681.81810561,2962.07561705,-16.2045442078,188.511770636,94.2558853178,188.511977865,-948.430024245,-1699.75737738,2648.18740162,188.511770636,-1069.23563614,-961.372740102,-16.2045442078,188.511770636,69.3055864714,207.246889441,105.176851988,207.229066518,-105.194674649,188.495559215,2.84217094304e-14,69.3055864714,-52.8565493468,-16.4490371246,-280.72059079,-5.54087395392
0.0284,-768.757745673,-855.05778741,-1870.93809893,-2062.7837644,2639.6958446,2917.84155181,-12.9586231959,188.5119895,94.2559947498,188.512196729,-758.402595629,-1847.91602851,2606.31862413,188.5119895,-855.05778741,-768.757745673,-12.9586231959,188.5119895,71.2470752965,207.247130057,109.309785306,207.229066547,-109.327848615,188.495559215,2.84217094304e-14,71.2470752965,-49.2140444674,-22.0330308291,-279.749573021,-5.77231170097
0.0286,-572.234853356,-636.021329766,-2010.90554263,-2221.00639907,2583.14039599,2857.02772884,-9.63906870202,188.512216836,94.2561084182,188.512424065,-564.58134916,-1985.69289752,2550.27424668,188.512216836,-636.021329766,-572.234853356,-9.63906870202,188.512216836,72.7477964831,207.247379987,113.480245441,207.22906649,-113.498558608,188.495559215,3.01980662698e-14,72.7477964831,-45.1944848398,-27.5533116434,-278.840808801,-6.0056500681
0.0288,-372.855782745,-413.370872054,-2139.6257606,-2366.60883234,2512.48154335,2779.97970439,-6.26474309701,188.512452703,94.2562263514,188.512659932,-367.994857516,-2112.38730211,2480.38215962,188.512452703,-413.370872054,-372.855782745,-6.26474309701,188.512452703,73.7906656019,207.247639295,117.668811023,207.22906649,-117.687383504,188.495559215,3.01980662698e-14,73.7906656019,-40.8235595399,-32.9671060619,-277.995221259,-6.23975401514
0.029,-171.683418607,-188.371558588,-2256.4343157,-2498.76372213,2428.11773431,2687.13528072,-2.85481997204,188.512697116,94.2563485578,188.512904345,-169.681734159,-2227.35435336,2397.03608752,188.512697116,-188.371558588,-171.683418607,-2.85481997204,188.512697116,74.3625497415,207.247907999,121.855826914,207.22906649,-121.874668085,188.495559215,3.01980662698e-14,74.3625497415,-36.1303578043,-38.2321919372,-277.21338308,-6.47347353798
0.0292,30.2126320805,37.6981196499,-2360.72678569,-2616.720138,2330.51415361,2579.02201835,0.571324809482,188.512950052,94.2564750258,188.513157281,29.313480119,-2330.00720965,2300.69372953,188.512950052,37.6981196499,30.2126320805,0.571324809482,188.512950052,74.4544274487,207.248186073,126.021496296,207.229066547,-126.0406156,188.495559215,3.19744231092e-14,74.4544274487,-31.1470629395,-43.3073645092,-276.495513959,-6.70565017543
0.0294,231.760451366,263.553589652,-2451.96109146,-2719.80782807,2220.20064009,2456.25423842,3.99422320947,188.513211447,94.2566057235,188.513418676,227.944386034,-2419.81917216,2191.87478613,188.513211447,263.553589652,231.760451366,3.99422320947,188.513211447,74.0614926742,207.248473447,130.145974636,207.229066518,-130.165381297,188.495559215,3.19744231092e-14,74.0614926742,-25.9086049945,-48.1528876797,-275.841480063,-6.93512361279
0.0296,431.890230555,487.911495585,-2529.65971065,-2807.44102752,2097.76948009,2319.52953193,7.39442563642,188.513481198,94.2567405988,188.513688427,425.166800553,-2496.32570719,2071.15890664,188.513481198,487.911495585,431.890230555,7.39442563642,188.513481198,73.1832013964,207.248770006,134.209463835,207.229066518,-134.229167037,188.495559215,3.19744231092e-14,73.1832013964,-20.4522780988,-52.7309232975,-275.250795487,-7.16073835696
0.0298,629.538680049,709.496991071,-2593.41171929,-2879.12178702,1963.87303924,2169.62479595,10.7526114619,188.513759158,94.2568795792,188.513966388,619.942820847,-2559.12633336,1939.18351251,188.513759158,709.496991071,629.538680049,10.7526114619,188.513759158,71.8232606294,207.249075592,138.19230786,207.22906649,-138.212316641,188.495559215,3.37507799486e-14,71.8232606294,-14.8173289833,-57.0059316461,-274.722625704,-7.38135043096
0.03,823.653476767,927.050983125,-2642.87472632,-2934.4428022,1819.22124955,2007.39181908,14.0496988041,188.514045146,94.2570225728,188.514252375,811.244936129,-2607.88644868,1796.64151255,188.514045146,927.050983125,823.653476767,14.0496988041,188.514045146,69.9895606428,207.249390002,142.075088859,207.22906649,-142.09541207,188.495559215,3.37507799486e-14,69.9895606428,-9.04452368538,-60.9450369574,-274.255792971,-7.59583406144
0.0302,1013.19772054,1139.33728657,-2677.77663508,-2973.08972802,1664.57891454,1833.75244146,17.266952955,188.514338935,94.2571694676,188.514546164,998.060160284,-2642.33902582,1644.27886553,188.514338935,1139.33728657,1013.19772054,17.266952955,188.514338935,67.6940522353,207.249712989,145.838723868,207.22906649,-145.859370033,188.495559215,3.5527136788e-14,67.6940522353,-3.17569977691,-64.5183524584,-273.848783679,-7.80308830635
0.0304,1197.15445037,1345.14964827,-2697.91728601,-2994.84296494,1500.76283564,1649.69331667,20.3860928349,188.514640265,94.2573201326,188.514847494,1179.39424719,-2662.2862375,1482.8919903,188.514640265,1345.14964827,1197.15445037,20.3860928349,188.514640265,64.9525719494,207.250044267,149.464561671,207.22906649,-149.485539099,188.495559215,3.5527136788e-14,64.9525719494,2.74668837092,-67.6992603203,-273.499757574,-8.00204359626
0.0306,1374.53118007,1543.31860134,-2703.16990682,-2999.57890673,1328.63872674,1456.26030539,23.3893948688,188.514948836,94.2574744178,188.515156065,1354.27594811,-2667.60093099,1313.32498288,188.514948836,1543.31860134,1374.53118007,23.3893948688,188.514948836,61.7846190205,207.250383504,152.934480131,207.229066518,-152.955796829,188.495559215,3.5527136788e-14,61.7846190205,8.6800237327,-70.4646427532,-273.206558816,-8.19166813696
0.0308,1544.36450303,1732.71811027,-2693.48241236,-2987.27064282,1149.11790933,1254.55253255,26.2597936952,188.515264311,94.2576321553,188.51547154,1521.7613716,-2658.22799969,1136.46662809,188.515264311,1732.71811027,1544.36450303,26.2597936952,188.515264311,58.2130887377,207.250730333,156.230983377,207.22906649,-156.252646902,188.495559215,3.73034936274e-14,58.2130887377,14.5819727744,-72.7950615121,-272.966728793,-8.37097414724
0.031,1705.72471161,1912.27196925,-2668.87847449,-2957.98811121,963.153762877,1045.71614197,28.9809791357,188.515586319,94.2577931595,188.515793548,1680.93838953,-2634.18556301,953.247173485,188.515586319,1912.27196925,1705.72471161,28.9809791357,188.515586319,54.2639676119,207.251084344,159.337298125,207.229066518,-159.359315695,188.495559215,3.73034936274e-14,54.2639676119,20.4109164533,-74.6748840652,-272.777520639,-8.53902388129
0.0312,1857.72047676,2080.95991744,-2629.45839238,-2911.8977011,771.737915619,830.937783665,31.5374888716,188.515914457,94.2579572283,188.516121686,1830.93114429,-2595.56598885,764.634844562,188.515914457,2080.95991744,1857.72047676,31.5374888716,188.515914457,49.9659963988,207.251445093,162.237469852,207.229066518,-162.259848154,188.495559215,3.73034936274e-14,49.9659963988,26.1263593705,-76.0923557693,-272.635915327,-8.69493541086
0.0314,1999.50351804,2237.82343627,-2575.39968041,-2849.2613074,575.896162372,611.437871124,33.9147963046,188.516248287,94.2581241435,188.516455516,1970.90458365,-2542.53666544,571.632081797,188.516248287,2237.82343627,1999.50351804,33.9147963046,188.516248287,45.3503074934,207.251812101,164.916457027,207.229066433,-164.939202304,188.495559215,3.73034936274e-14,45.3503074934,31.6893109119,-77.0396184053,-272.538639301,-8.83788811921
0.0316,2130.27330297,2381.97119594,-2506.95739367,-2770.43484257,376.684090703,388.463646629,36.0993930998,188.516587345,94.2582936724,188.516794574,2100.06907041,-2475.34054456,375.271474144,188.516587345,2381.97119594,2130.27330297,36.0993930998,188.516587345,40.450043581,207.252184856,167.360224068,207.229066518,-167.383342135,188.495559215,3.90798504668e-14,40.450043581,37.0626329188,-77.5126764998,-272.482183487,-8.96712788442
0.0318,2249.28169127,2512.58412013,-2424.46410895,-2675.86621433,175.182417685,163.282094205,38.0788659423,188.516931137,94.2584655684,188.517138366,2217.6849762,-2394.29636284,176.611386638,188.516931137,2512.58412013,2249.28169127,38.0788659423,188.516931137,35.2999646126,207.252562815,169.555832088,207.22906649,-169.579328077,188.495559215,3.90798504668e-14,35.2999646126,42.2113491876,-77.5113138003,-272.462823619,-9.08197190742
0.032,2355.83755447,2628.92004013,-2328.32957303,-2566.09278048,-27.5079814369,-62.82725965,39.8419670726,188.517279144,94.2586395721,188.517486373,2323.06729696,-2299.79855337,-23.2687435838,188.517279144,2628.92004013,2355.83755447,39.8419670726,188.517279144,29.9360502314,207.252945409,171.491526097,207.22906649,-171.515404687,188.495559215,4.08562073062e-14,29.9360502314,47.1029130017,-77.0389632331,-272.476641731,-9.18181316552
0.0322,2449.31127355,2730.31791205,-2219.03994157,-2441.73829557,-230.271331981,-288.579616483,41.3786781984,188.517630826,94.2588154131,188.517838055,2415.59018418,-2192.31675957,-223.273424611,188.517630826,2730.31791205,2449.31127355,41.3786781984,188.517630826,24.3951046585,207.253332043,173.156819433,207.229066461,-173.181084666,188.495559215,4.26325641456e-14,24.3951046585,51.7074298059,-76.1025344644,-272.519548713,-9.26612445111
0.0324,2529.13913674,2816.20157296,-2097.15661518,-2303.50936659,-431.982521557,-512.69220637,42.6802674205,188.517985622,94.2589928108,188.518192851,2494.69141982,-2072.39495699,-422.296462834,188.517985622,2816.20157296,2529.13913674,42.6802674205,188.517985622,18.7143708017,207.253722099,174.542573392,207.229066518,-174.567228703,188.495559215,4.26325641456e-14,18.7143708017,55.9978331548,-74.7122039565,-272.587307782,-9.3344619803
0.0326,2594.82752977,2886.08301476,-1963.31460617,-2152.19143789,-631.512923601,-733.891576869,43.7393388492,188.518342952,94.2591714759,188.518550181,2559.8767164,-1940.65010577,-619.226610635,188.518342952,2886.08301476,2594.82752977,43.7393388492,188.518342952,12.9311599441,207.254114943,175.641072035,207.229066518,-175.666120204,188.495559215,4.08562073062e-14,12.9311599441,59.9500130382,-72.8811729824,-272.675558759,-9.38646853609
0.0328,2645.95693371,2939.56515715,-1818.22044075,-1988.64432812,-827.736492959,-950.920829032,44.5498746296,188.518702224,94.2593511122,188.518909453,2610.7238619,-1797.77033678,-812.953525125,188.518702224,2939.56515715,2645.95693371,44.5498746296,188.518702224,7.08250284615,207.254509921,176.446091175,207.229066518,-176.471534323,188.495559215,4.26325641456e-14,7.08250284615,63.5428967362,-70.6253995824,-272.779842983,-9.42187613562
0.033,2682.18561618,2976.34410394,-1662.64954508,-1813.79734459,-1019.5360711,-1162.54675936,45.1072691356,188.519062836,94.2595314179,188.519270065,2646.88658319,-1644.51261024,-1002.37397296,188.519062836,2976.34410394,2682.18561618,45.1072691356,188.519062836,1.20482744677,207.254906372,176.952960759,207.229066461,-176.978800315,188.495559215,4.4408920985e-14,1.20482744677,66.7584833036,-67.9633107504,-272.89562875,-9.44050819169
0.0332,2703.25302636,2996.21086982,-1497.4431217,-1628.64400273,-1205.80990466,-1367.56686709,45.4083551404,188.519424174,94.259712087,188.519631403,2668.09814114,-1481.69985095,-1186.39829019,188.519424174,2996.21086982,2703.25302636,45.4083551404,188.519424174,-4.66633240391,207.255303621,177.158619791,207.229066461,-177.184856592,188.495559215,4.4408920985e-14,-4.66633240391,69.5818337687,-64.9155013648,-273.018337105,-9.44228116323
0.0334,2708.98277787,2999.05256785,-1323.5044836,-1434.23638076,-1385.47829426,-1564.81618709,45.4514218133,188.519785623,94.2598928117,188.519992852,2674.17452903,-1310.21751996,-1363.95700907,188.519785623,2999.05256785,2708.98277787,45.4514218133,188.519785623,-10.4965935754,207.255700993,177.0616633,207.229066547,-177.088297511,188.495559215,4.61852778244e-14,-10.4965935754,72.0010199678,-61.5044263924,-273.143367867,-9.42720567131
0.0336,2699.28522803,2984.85305094,-1141.79485724,-1231.67914159,-1557.49037079,-1753.17390936,45.2362244408,188.520146566,94.2600732831,188.520353795,2665.01728432,-1131.00963121,-1534.00765311,188.520146566,2984.85305094,2699.28522803,45.2362244408,188.520146566,-16.2529429548,207.256097808,176.662380308,207.22906649,-176.689411311,188.495559215,4.4408920985e-14,-16.2529429548,74.0070357748,-57.75409282,-273.266125716,-9.39538708086
0.0338,2674.15954178,2953.69300359,-953.328644129,-1022.12325583,-1720.83089765,-1931.56974776,44.7639858174,188.520506388,94.2602531939,188.520713617,2640.61578921,-945.074197849,-1695.54159136,188.520506388,2953.69300359,2674.15954178,44.7639858174,188.520506388,-21.9039176452,207.25649339,175.962781668,207.229066461,-175.990208284,188.495559215,4.61852778244e-14,-21.9039176452,75.5936751346,-53.6897574894,-273.382046212,-9.34702553124
0.034,2633.6952497,2905.74948339,-759.168159055,-806.759461846,-1874.52709064,-2098.99002154,44.0373892972,188.520864479,94.2604322395,188.521071708,2601.04907069,-753.458123808,-1847.59094688,188.520864479,2905.74948339,2633.6952497,44.0373892972,188.520864479,-27.4197452765,207.25688707,174.966618389,207.229066518,-174.994438676,188.495559215,4.61852778244e-14,-27.4197452765,76.7573819285,-49.337636652,-273.486621588,-9.28241542196
0.0342,2578.07319845,2841.29491498,-560.417859295,-586.811499666,-2017.65533915,-2254.48341532,43.0605635464,188.52122024,94.2606101201,188.521427469,2546.48698573,-557.251552415,-1989.23543332,188.52122024,2841.29491498,2578.07319845,43.0605635464,188.52122024,-32.7724445866,207.257278189,173.679388136,207.22906649,-173.707599539,188.495559215,4.79616346638e-14,-32.7724445866,77.4970771056,-44.7246325191,-273.57542618,-9.20194434327
0.0344,2507.56590767,2760.6955421,-358.218090642,-363.529157489,-2149.34781703,-2397.16638461,41.8390590839,188.521573085,94.2607865424,188.521780314,2477.19080677,-357.581696388,-2119.60911039,188.521573085,2760.6955421,2507.56590767,41.8390590839,188.521573085,-37.9358873879,207.2576661,172.108330846,207.229066518,-172.136930164,188.495559215,4.79616346638e-14,-37.9358873879,77.8139688668,-39.8780814789,-273.644141344,-9.10609146424
