time_s,node_BUSA2_voltage,node_BUSAS2_voltage,node_BUSB2_voltage,node_BUSBS2_voltage,node_BUSC2_voltage,node_BUSCS2_voltage,node_BUSMG_voltage,node_BUSMGR_voltage,node_BUSMS_voltage,node_UM1TLA_voltage,node_UM1TLB_voltage,node_UM1TLC_voltage,node_UM1MCC_voltage,output_fixed_1,output_fixed_2,output_fixed_3,branch_current_branch_fixed_1,branch_current_branch_fixed_7,branch_current_branch_fixed_9,branch_current_branch_fixed_10,torque_Nm,mechanical_speed_rad_s,mechanical_angle_rad,phase_a_current_A,phase_b_current_A,phase_c_current_A,shorted_rotor_axis_current_1_A,shorted_rotor_axis_current_2_A
0.0066,-131.094183763,-2381.97119594,431.626278754,2770.43484257,-300.532094992,-388.463646629,0.489974618055,0.244987309027,0.489925159161,139.015515464,150.973221555,-289.988737018,0.489974618055,-2381.97119594,-131.094183763,0.489974618055,-371.480388366,0.538670424422,0.521395581949,-49.4588938358,-0.40201710893,184.725648031,2.0045874404,-371.480388366,-330.871530314,702.351918681,-0.579124434368,-3.688858796
0.0068,-162.570391243,-2512.58412013,437.771577061,2675.86621433,-275.201185819,-163.282094204,0.489975728014,0.244987864007,0.48992626912,119.435161873,169.204740267,-288.63990214,0.489975728014,-2512.58412013,-162.570391243,0.489975728014,-325.470784004,0.538671644694,0.566364469065,-49.4588938358,-0.402374969673,184.725648031,2.04153257001,-325.470784004,-376.639854814,702.110638818,-0.581492900998,-3.691876728
0.007,-193.122738091,-2628.92004013,441.428857064,2566.09278048,-248.306118973,62.8272596506,0.489976925513,0.244988462756,0.489927466619,99.1762694987,186.474229454,-285.650498953,0.489976925513,-2628.92004013,-193.122738091,0.489976925513,-277.612070612,0.538672961206,0.607184599852,-49.4588938357,-0.402699816429,184.725648031,2.07847769962,-277.612070612,-420.266643514,697.878714127,-0.583612557763,-3.69461801909
0.0072,-222.577620533,-2730.31791206,442.577341129,2441.73829557,-219.999720596,288.579616484,0.489978201909,0.244989100955,0.489928743015,78.3539525639,202.683564644,-281.037517208,0.489978201909,-2730.31791206,-222.577620533,0.489978201909,-228.176188888,0.538674364456,0.64368388732,-49.4588938356,-0.402990279696,184.725648031,2.11542282922,-228.176188888,-461.504010522,689.680199411,-0.585505542055,-3.6970671957
0.0074,-250.7676708,-2816.20157296,441.210507072,2303.50936659,-190.442836272,512.692206371,0.489979548237,0.244989774119,0.489930089343,57.0865267878,217.740645342,-274.82717213,0.489979548237,-2816.20157296,-250.7676708,0.489979548237,-177.444041331,0.538675844588,0.675717468257,-49.4588938356,-0.403245206613,184.725648031,2.15236795883,-177.444041331,-500.11764704,677.561688372,-0.587194903089,-3.69921057069
0.0076,-277.532708148,-2886.08301476,437.336125226,2152.19143789,-159.803417079,733.891576869,0.489980955263,0.244990477632,0.48993149637,35.4948370925,231.559918365,-267.054755457,0.489980955263,-2886.08301476,-277.532708148,0.489980955263,-125.703896096,0.53867739145,0.70316810027,-49.4588938356,-0.40346366411,184.725648031,2.18931308843,-125.703896096,-535.888152756,661.592048852,-0.588704461716,-3.70103629002
0.0078,-302.720649033,-2939.56515715,430.976214281,1988.64432812,-128.255565248,950.920829033,0.489982413543,0.244991206772,0.48993295465,13.7015709384,244.062863968,-257.764434906,0.489982413543,-2939.56515715,-302.720649033,0.489982413543,-73.2497489948,0.538678994661,0.725946402643,-49.4588938355,-0.40364494084,184.725648031,2.22625821804,-73.2497489948,-568.612282521,641.862031516,-0.590058668292,-3.70253436923
0.008,-326.188371286,-2976.34410394,422.166916173,1813.79734459,-95.9785448878,1162.54675936,0.48998391348,0.24499195674,0.489934454586,-8.16943881076,255.178442013,-247.009003202,0.48998391348,-2976.34410394,-326.188371286,0.48998391348,-20.3796529576,0.538680643667,0.743990944116,-49.4588938355,-0.40378854786,184.725648031,2.26320334765,-20.3796529576,-598.104101227,618.483754184,-0.591282459282,-3.70369671966
0.0082,-347.802527355,-2996.21086982,410.958290719,1628.64400273,-63.1557633642,1367.56686709,0.489985445377,0.244992722688,0.489935986483,-29.9939175308,264.84349563,-234.8495781,0.489985445377,-2996.21086982,-347.802527355,0.489985445377,32.6059755673,0.538682327811,0.757268171874,-49.4588938355,-0.403894218083,184.725648031,2.30014847725,32.6059755673,-624.196040331,591.590064764,-0.592401113423,-3.70451716418
0.0084,-367.440302017,-2999.05256785,397.414031165,1434.23638076,-29.9737291472,1564.81618709,0.489986999499,0.24499349975,0.489937540606,-51.6478549903,273.003110091,-221.355255101,0.489986999499,-2999.05256785,-367.440302017,0.489986999499,85.4060636382,0.538684036389,0.765772187442,-49.4588938353,-0.403961904485,184.725648031,2.33709360686,85.4060636382,-646.739850011,561.333786373,-0.593440108188,-3.7049914425
0.0086,-384.990110239,-2984.85305094,381.611102269,1231.67914159,3.37900796955,1753.17390936,0.489988566129,0.244994283064,0.489939107235,-73.0082100015,279.610924841,-206.602714839,0.489988566129,-2984.85305094,-384.990110239,0.489988566129,137.720592577,0.538685758716,0.769524370611,-49.4588938353,-0.403991777115,184.725648031,2.37403873646,137.720592577,-665.607441553,527.886848976,-0.594424977299,-3.70511720607
0.0088,-400.352231221,-2953.69300359,363.639302976,1022.12325583,36.7129282452,1931.56974776,0.489990135615,0.244995067808,0.489940676722,-93.9536095649,284.629396933,-190.675787368,0.489990135615,-2953.69300359,-400.352231221,0.489990135615,189.252302735,0.538687484186,0.768572854402,-49.4588938352,-0.403984218921,184.725648031,2.41098386607,189.252302735,-680.691615176,491.439312441,-0.595381170057,-3.70489400271
0.009,-413.439375036,-2905.74948339,343.600756155,806.759461845,69.8386188807,2098.99002154,0.489991698437,0.244995849218,0.489942239543,-114.365038535,288.030014353,-173.664975818,0.489991698437,-2905.74948339,-413.439375036,0.489991698437,239.708382581,0.538689202327,0.762991857599,-49.4588938352,-0.403939820431,184.725648031,2.44792899568,239.708382581,-691.906669163,452.198286582,-0.596333913253,-3.7043232511
0.0092,-424.177178625,-2841.29491498,321.609328324,586.811499665,102.5678503,2254.48341532,0.489993245246,0.244996622623,0.489943786352,-134.126515887,289.79345803,-155.666942143,0.489993245246,-2841.29491498,-424.177178625,0.489993245246,288.802132518,0.538690902864,0.752880877582,-49.4588938352,-0.403859373341,184.725648031,2.48487412528,288.802132518,-699.188886838,410.38675432,-0.597308076257,-3.7034082056
0.0094,-432.504628342,-2760.6955421,297.789982634,363.529157488,134.714645708,2397.16638461,0.489994766924,0.244997383462,0.48994530803,-153.125753747,289.909711614,-136.783957867,0.489994766924,-2760.6955421,-432.504628342,0.489994766924,336.254593962,0.538692575774,0.738363753888,-49.4588938352,-0.403743863053,184.725648031,2.52181925489,336.254593962,-702.496898614,366.242304652,-0.59832804012,-3.70215391148
0.0096,-438.374406651,-2664.40934644,272.278068803,138.181170122,166.096337849,2526.22817632,0.489996254629,0.244998127315,0.489946795735,-171.25479543,288.378118388,-117.123322957,0.489996254629,-2664.40934644,-438.374406651,0.489996254629,381.796134447,0.538694211334,0.719587605039,-49.4588938351,-0.403594460224,184.725648031,2.5587643845,381.796134447,-701.811917067,320.01578262,-0.599417571229,-3.70056715105
0.0098,-441.753160988,-2552.98344538,245.218554035,-87.9519902172,196.534606953,2640.9354356,0.489997699843,0.244998849921,0.489948240949,-188.410628876,285.207384999,-96.7967561233,0.489997699843,-2552.98344538,-441.753160988,0.489997699843,425.167979725,0.538695800179,0.696721650544,-49.4588938351,-0.403412511383,184.725648031,2.5957095141,425.167979725,-697.137843688,271.969863963,-0.600599700202,-3.69865638113
0.01,-442.621693278,-2427.05098312,216.765199286,-313.585389804,225.856493992,2740.63637293,0.489999094412,0.244999547206,0.489949635518,-204.495771981,280.415531992,-75.9197600113,0.489999094412,-2427.05098312,-442.621693278,0.489999094412,466.123684175,0.538697333346,0.669955923164,-49.4588938351,-0.403199528692,184.725648031,2.63265464371,466.123684175,-688.501246715,222.37756254,-0.601896606581,-3.69643166228
