time_s,node_BUSC2_voltage,node_BUSCS2_voltage,node_BUSFD_voltage,node_BUSMG_voltage,node_BUSMGR_voltage,node_BUSMS_voltage,node_UM1TLA_voltage,node_UM1TLB_voltage,node_UM1MCC_voltage,output_fixed_1,output_fixed_2,output_fixed_3,output_fixed_4,branch_current_branch_fixed_4,branch_current_branch_fixed_6,branch_current_branch_fixed_7,torque_Nm,mechanical_speed_rad_s,mechanical_angle_rad,power_zero_axis_current_A,orthogonal_dummy_current_A,armature_current_A,separate_field_current_A
0.0004,20.0000000223,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000223,0.999090909082,46.6400933,21,20.0000000223,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727273331,46.6400933,0.411355119019,0,0,-0.0100000000141,-9.09090909091
0.00042,19.999999972,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.999999972,1.0009090909,46.6400933,21,19.999999972,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727273216,46.6400933,0.412287920885,0,0,-0.0100000000114,-9.09090909088
0.00044,20.0000000226,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000226,0.999090909082,46.6400933,21,20.0000000226,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727273109,46.6400933,0.413220722751,0,0,-0.0100000000089,-9.09090909091
0.00046,19.9999999723,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.9999999723,1.0009090909,46.6400933,21,19.9999999723,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727273007,46.6400933,0.414153524617,0,0,-0.0100000000065,-9.09090909088
0.00048,20.000000023,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.000000023,0.999090909082,46.6400933,21,20.000000023,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272912,46.6400933,0.415086326483,0,0,-0.0100000000043,-9.09090909091
0.0005,19.9999999726,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.9999999726,1.0009090909,46.6400933,21,19.9999999726,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272822,46.6400933,0.416019128349,0,0,-0.0100000000022,-9.09090909088
0.00052,20.0000000232,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000232,0.999090909082,46.6400933,21,20.0000000232,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272737,46.6400933,0.416951930215,0,0,-0.0100000000002,-9.09090909091
0.00054,19.9999999729,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.9999999729,1.0009090909,46.6400933,21,19.9999999729,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272657,46.6400933,0.417884732081,0,0,-0.00999999999837,-9.09090909088
0.00056,20.0000000235,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000235,0.999090909082,46.6400933,21,20.0000000235,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272582,46.6400933,0.418817533947,0,0,-0.00999999999661,-9.09090909091
0.00058,19.9999999731,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.9999999731,1.0009090909,46.6400933,21,19.9999999731,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272511,46.6400933,0.419750335813,0,0,-0.00999999999496,-9.09090909088
0.0006,20.0000000237,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000237,0.999090909082,46.6400933,21,20.0000000237,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272444,46.6400933,0.420683137679,0,0,-0.0099999999934,-9.09090909091
0.00062,19.9999999733,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.9999999733,1.0009090909,46.6400933,21,19.9999999733,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272382,46.6400933,0.421615939545,0,0,-0.00999999999194,-9.09090909088
0.00064,20.0000000239,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000239,0.999090909082,46.6400933,21,20.0000000239,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272322,46.6400933,0.422548741411,0,0,-0.00999999999056,-9.09090909091
0.00066,19.9999999735,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.9999999735,1.0009090909,46.6400933,21,19.9999999735,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272267,46.6400933,0.423481543277,0,0,-0.00999999998926,-9.09090909088
0.00068,20.0000000241,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000241,0.999090909082,46.6400933,21,20.0000000241,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272214,46.6400933,0.424414345143,0,0,-0.00999999998803,-9.09090909088
0.0007,19.9999999737,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.9999999737,1.0009090909,46.6400933,21,19.9999999737,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272165,46.6400933,0.425347147009,0,0,-0.00999999998688,-9.09090909091
0.00072,20.0000000242,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000242,0.999090909082,46.6400933,21,20.0000000242,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272118,46.6400933,0.426279948875,0,0,-0.00999999998579,-9.09090909091
0.00074,19.9999999738,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.9999999738,1.0009090909,46.6400933,21,19.9999999738,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272074,46.6400933,0.427212750741,0,0,-0.00999999998477,-9.09090909088
0.00076,20.0000000244,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000244,0.999090909082,46.6400933,21,20.0000000244,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727272033,46.6400933,0.428145552607,0,0,-0.0099999999838,-9.09090909091
0.00078,19.999999974,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.999999974,1.0009090909,46.6400933,21,19.999999974,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727271994,46.6400933,0.429078354473,0,0,-0.00999999998289,-9.09090909088
0.0008,20.0000000245,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000245,0.999090909082,46.6400933,21,20.0000000245,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727271957,46.6400933,0.430011156339,0,0,-0.00999999998204,-9.09090909091
0.00082,19.9999999741,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.9999999741,1.0009090909,46.6400933,21,19.9999999741,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727271923,46.6400933,0.430943958205,0,0,-0.00999999998123,-9.09090909088
0.00084,20.0000000246,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000246,0.999090909082,46.6400933,21,20.0000000246,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.0042872727189,46.6400933,0.431876760071,0,0,-0.00999999998047,-9.09090909091
0.00086,19.9999999742,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.9999999742,1.0009090909,46.6400933,21,19.9999999742,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727271859,46.6400933,0.432809561937,0,0,-0.00999999997976,-9.09090909088
0.00088,20.0000000247,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000247,0.999090909082,46.6400933,21,20.0000000247,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727271831,46.6400933,0.433742363803,0,0,-0.00999999997908,-9.09090909091
0.0009,19.9999999743,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.9999999743,1.0009090909,46.6400933,21,19.9999999743,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727271803,46.6400933,0.434675165669,0,0,-0.00999999997845,-9.09090909088
0.00092,20.0000000248,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000248,0.999090909082,46.6400933,21,20.0000000248,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727271778,46.6400933,0.435607967535,0,0,-0.00999999997785,-9.09090909091
0.00094,19.9999999744,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.9999999744,1.0009090909,46.6400933,21,19.9999999744,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727271754,46.6400933,0.436540769401,0,0,-0.00999999997729,-9.09090909088
0.00096,20.0000000249,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000249,0.999090909082,46.6400933,21,20.0000000249,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727271731,46.6400933,0.437473571267,0,0,-0.00999999997676,-9.09090909091
0.00098,19.9999999744,21,0.999999999991,46.6400933,23.32004665,46.6401445711,19.9999999744,1.0009090909,46.6400933,21,19.9999999744,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727271709,46.6400933,0.438406373133,0,0,-0.00999999997626,-9.09090909088
0.001,20.0000000249,21,0.999999999991,46.6400933,23.32004665,46.6401445711,20.0000000249,0.999090909082,46.6400933,21,20.0000000249,0.999999999991,46.6400933,51.2753884125,0,51.2711010074,-0.00428727271689,46.6400933,0.439339174999,0,0,-0.00999999997579,-9.09090909091
