time_s,phase_a_input_v,phase_b_input_v,phase_c_input_v,phase_a_held_v
0.00255,70.4045389964,-94.2883636813,23.8838246849,64.54
0.00256,70.6185318518,-94.203519284,23.5849874323,64.54
0.00257,70.8318277307,-94.117745136,23.2859174053,64.54
0.00258,71.0444245281,-94.0310420839,22.9866175557,64.54
0.00259,71.2563201458,-93.9434109833,22.6870908375,64.54
0.0026,71.4675124923,-93.8548526992,22.3873402069,65.7
0.00261,71.6779994833,-93.7653681056,22.0873686223,65.7
0.00262,71.8877790414,-93.6749580857,21.7871790443,65.7
0.00263,72.0968490962,-93.5836235317,21.4867744356,65.7
0.00264,72.3052075841,-93.4913653452,21.1861577611,65.7
0.00265,72.5128524489,-93.3981844366,20.8853319877,66.82
0.00266,72.7197816411,-93.3040817257,20.5843000846,66.82
0.00267,72.9259931183,-93.2090581411,20.2830650228,66.82
0.00268,73.1314848455,-93.1131146208,19.9816297753,66.82
0.00269,73.3362547944,-93.0162521116,19.6799973172,66.82
0.0027,73.5403009442,-92.9184715696,19.3781706254,67.94
0.00271,73.7436212808,-92.8197739597,19.0761526789,67.94
0.00272,73.9462137977,-92.7201602562,18.7739464585,67.94
0.00273,74.1480764952,-92.6196314421,18.4715549469,67.94
0.00274,74.3492073812,-92.5181885096,18.1689811284,67.94
0.00275,74.5496044706,-92.41583246,17.8662279894,69.04
0.00276,74.7492657854,-92.3125643034,17.563298518,69.04
0.00277,74.9481893552,-92.2083850591,17.2601957039,69.04
0.00278,75.1463732166,-92.1032957553,16.9569225386,69.04
0.00279,75.3438154136,-91.997297429,16.6534820154,69.04
0.0028,75.5405139976,-91.8903911267,16.349877129,70.12
0.00281,75.7364670272,-91.7825779032,16.046110876,70.12
0.00282,75.9316725685,-91.6738588228,15.7421862543,70.12
0.00283,76.1261286948,-91.5642349583,15.4381062635,70.12
0.00284,76.319833487,-91.4537073919,15.1338739049,70.12
0.00285,76.5127850332,-91.3422772143,14.8294921811,71.18
0.00286,76.7049814291,-91.2299455252,14.5249640962,71.18
0.00287,76.8964207778,-91.1167134335,14.2202926557,71.18
0.00288,77.0871011899,-91.0025820566,13.9154808667,71.18
0.00289,77.2770207834,-90.8875525209,13.6105317375,71.18
0.0029,77.4661776839,-90.7716259618,13.3054482779,72.24
0.00291,77.6545700245,-90.6548035233,13.0002334988,72.24
0.00292,77.8421959459,-90.5370863586,12.6948904127,72.24
0.00293,78.0290535962,-90.4184756294,12.3894220332,72.24
0.00294,78.2151411312,-90.2989725063,12.0838313751,72.24
0.00295,78.4004567144,-90.1785781688,11.7781214544,73.26
0.00296,78.5849985168,-90.0572938052,11.4722952884,73.26
0.00297,78.7687647169,-89.9351206124,11.1663558955,73.26
0.00298,78.9517535011,-89.8120597963,10.8603062952,73.26
0.00299,79.1339630634,-89.6881125714,10.554149508,73.26
0.003,79.3153916054,-89.563280161,10.2478885557,74.28
0.00301,79.4960373365,-89.4375637973,9.94152646077,74.28
0.00302,79.6758984738,-89.3109647209,9.63506624704,74.28
0.00303,79.8549732422,-89.1834841813,9.32851093909,74.28
0.00304,80.0332598742,-89.0551234367,9.0218635625,74.28
0.00305,80.2107566103,-88.9258837541,8.71512714377,75.26
0.00306,80.3874616986,-88.7957664088,8.40830471025,75.26
0.00307,80.5633733951,-88.6647726852,8.10139929015,75.26
0.00308,80.7384899636,-88.5329038761,7.79441391252,75.26
0.00309,80.9128096758,-88.4001612829,7.48735160716,75.26
0.0031,81.0863308112,-88.2665462159,7.18021540467,76.24
0.00311,81.2590516573,-88.1320599937,6.87300833635,76.24
0.00312,81.4309705094,-87.9967039436,6.56573343421,76.24
0.00313,81.6020856707,-87.8604794016,6.25839373094,76.24
0.00314,81.7723954523,-87.7233877121,5.95099225984,76.24
0.00315,81.9418981734,-87.5854302282,5.64353205486,77.2
0.00316,82.110592161,-87.4466083115,5.33601615049,77.2
0.00317,82.2784757502,-87.306923332,5.0284475818,77.2
0.00318,82.4455472841,-87.1663766685,4.72082938436,77.2
0.00319,82.6118051138,-87.024969708,4.41316459423,77.2
0.0032,82.7772475982,-86.8827038462,4.10545624796,78.14
0.00321,82.9418731047,-86.7395804872,3.79770738249,78.14
0.00322,83.1056800083,-86.5956010435,3.48992103518,78.14
0.00323,83.2686666925,-86.4507669362,3.18210024376,78.14
0.00324,83.4308315485,-86.3050795948,2.8742480463,78.14
0.00325,83.5921729759,-86.1585404571,2.56636748116,79.06
0.00326,83.7526893823,-86.0111509693,2.25846158702,79.06
0.00327,83.9123791834,-85.8629125862,1.95053340277,79.06
0.00328,84.0712408033,-85.7138267708,1.64258596755,79.06
0.00329,84.2292726739,-85.5638949946,1.33462232066,79.06
0.0033,84.3864732357,-85.4131187373,1.02664550159,79.96
0.00331,84.542840937,-85.2614994869,0.718658549947,79.96
0.00332,84.6983742346,-85.10903874,0.410664505432,79.96
0.00333,84.8530715934,-84.9557380013,0.102666407824,79.96
0.00334,85.0069314867,-84.8015987837,-0.205332703061,79.96
0.00335,85.1599523959,-84.6466226085,-0.513329787394,80.82
0.00336,85.3121328107,-84.4908110054,-0.82132180537,80.82
0.00337,85.4634712293,-84.334165512,-1.12930571723,80.82
0.00338,85.6139661578,-84.1766876745,-1.4372784833,80.82
0.00339,85.7636161111,-84.0183790471,-1.74523706401,80.82
0.0034,85.9124196121,-83.8592411922,-2.05317841994,81.68
0.00341,86.0603751923,-83.6992756804,-2.36109951182,81.68
0.00342,86.2074813912,-83.5384840906,-2.66899730061,81.68
0.00343,86.3537367572,-83.3768680097,-2.97686874746,81.68
0.00344,86.4991398466,-83.2144290327,-3.28471081383,81.68
0.00345,86.6436892244,-83.051168763,-3.59252046143,82.52
0.00346,86.787383464,-82.8870888117,-3.9002946523,82.52
0.00347,86.9302211471,-82.7221907983,-4.20803034883,82.52
0.00348,87.0722008641,-82.5564763503,-4.51572451381,82.52
0.00349,87.2133212136,-82.3899471032,-4.82337411041,82.52
0.0035,87.3535808028,-82.2226047005,-5.13097610225,83.34
0.00351,87.4929782474,-82.054450794,-5.43852745343,83.34
0.00352,87.6315121717,-81.8854870432,-5.74602512854,83.34
